 Atime,       Adur,    Aperc, A,    Arx1,   Ary1,   Arz1,      Aax1,      Aay1,      Aaz1,         Acx1,    Acy1,    Acz1,   
 0000.221191, 000685,  3.425, X,    -00202, -00038, 008293,    -00202.00, -00038.00, 008293.00,    -0.0046, -0.0240, 01.0136,    
 0000.421143, 000569,  2.845, X,    -00250, -00082, 008285,    -00250.00, -00082.00, 008285.00,    -0.0100, -0.0299, 01.0126,    
 0000.421875, 000537,  2.685, X,    -00250, -00082, 008285,    -00250.00, -00082.00, 008285.00,    -0.0100, -0.0299, 01.0126,    
 0000.422363, 000532,  2.660, X,    -00250, -00082, 008285,    -00250.00, -00082.00, 008285.00,    -0.0100, -0.0299, 01.0126,    
 0000.423096, 000532,  2.660, X,    -00250, -00082, 008285,    -00250.00, -00082.00, 008285.00,    -0.0100, -0.0299, 01.0126,    
 0000.423584, 000526,  2.630, X,    -00228, -00060, 008317,    -00228.00, -00060.00, 008317.00,    -0.0073, -0.0272, 01.0165,    
 0000.424316, 000533,  2.665, X,    -00228, -00060, 008317,    -00228.00, -00060.00, 008317.00,    -0.0073, -0.0272, 01.0165,    
 0000.424805, 000532,  2.660, X,    -00228, -00060, 008317,    -00228.00, -00060.00, 008317.00,    -0.0073, -0.0272, 01.0165,    
 0000.425293, 000531,  2.655, X,    -00228, -00060, 008317,    -00228.00, -00060.00, 008317.00,    -0.0073, -0.0272, 01.0165,    
 0000.426025, 000532,  2.660, X,    -00228, -00060, 008317,    -00228.00, -00060.00, 008317.00,    -0.0073, -0.0272, 01.0165,    
 0000.426514, 000531,  2.655, X,    -00228, -00060, 008317,    -00228.00, -00060.00, 008317.00,    -0.0073, -0.0272, 01.0165,    
 0000.427246, 000531,  2.655, X,    -00228, -00060, 008317,    -00228.00, -00060.00, 008317.00,    -0.0073, -0.0272, 01.0165,    
 0000.427734, 000531,  2.655, X,    -00228, -00060, 008317,    -00228.00, -00060.00, 008317.00,    -0.0073, -0.0272, 01.0165,    
 0000.428467, 000532,  2.660, X,    -00254, -00055, 008309,    -00254.00, -00055.00, 008309.00,    -0.0067, -0.0304, 01.0155,    
 0000.428955, 000532,  2.660, X,    -00254, -00055, 008309,    -00254.00, -00055.00, 008309.00,    -0.0067, -0.0304, 01.0155,    
 0000.429688, 000527,  2.635, X,    -00254, -00055, 008309,    -00254.00, -00055.00, 008309.00,    -0.0067, -0.0304, 01.0155,    
 0000.430176, 000533,  2.665, X,    -00254, -00055, 008309,    -00254.00, -00055.00, 008309.00,    -0.0067, -0.0304, 01.0155,    
 0000.430908, 000532,  2.660, X,    -00254, -00055, 008309,    -00254.00, -00055.00, 008309.00,    -0.0067, -0.0304, 01.0155,    
 0000.431396, 000532,  2.660, X,    -00254, -00055, 008309,    -00254.00, -00055.00, 008309.00,    -0.0067, -0.0304, 01.0155,    
 0000.432129, 000531,  2.655, X,    -00254, -00055, 008309,    -00254.00, -00055.00, 008309.00,    -0.0067, -0.0304, 01.0155,    
 0000.432617, 000532,  2.660, X,    -00254, -00055, 008309,    -00254.00, -00055.00, 008309.00,    -0.0067, -0.0304, 01.0155,    
 0000.433105, 000531,  2.655, X,    -00245, -00051, 008270,    -00245.00, -00051.00, 008270.00,    -0.0062, -0.0293, 01.0108,    
 0000.433838, 000532,  2.660, X,    -00245, -00051, 008270,    -00245.00, -00051.00, 008270.00,    -0.0062, -0.0293, 01.0108,    
 0000.434326, 000532,  2.660, X,    -00245, -00051, 008270,    -00245.00, -00051.00, 008270.00,    -0.0062, -0.0293, 01.0108,    
 0000.435059, 000549,  2.745, X,    -00245, -00051, 008270,    -00245.00, -00051.00, 008270.00,    -0.0062, -0.0293, 01.0108,    
 0000.435547, 000553,  2.765, X,    -00245, -00051, 008270,    -00245.00, -00051.00, 008270.00,    -0.0062, -0.0293, 01.0108,    
 0000.436279, 000543,  2.715, X,    -00245, -00051, 008270,    -00245.00, -00051.00, 008270.00,    -0.0062, -0.0293, 01.0108,    
 0000.436768, 000554,  2.770, X,    -00245, -00051, 008270,    -00245.00, -00051.00, 008270.00,    -0.0062, -0.0293, 01.0108,    
 0000.437500, 000538,  2.690, X,    -00245, -00051, 008270,    -00245.00, -00051.00, 008270.00,    -0.0062, -0.0293, 01.0108,    
 0000.438232, 000539,  2.695, X,    -00216, -00050, 008311,    -00216.00, -00050.00, 008311.00,    -0.0061, -0.0257, 01.0157,    
 0000.438721, 000551,  2.755, X,    -00216, -00050, 008311,    -00216.00, -00050.00, 008311.00,    -0.0061, -0.0257, 01.0157,    
 0000.439697, 000570,  2.850, X,    -00216, -00050, 008311,    -00216.00, -00050.00, 008311.00,    -0.0061, -0.0257, 01.0157,    
 0000.440186, 000565,  2.825, X,    -00216, -00050, 008311,    -00216.00, -00050.00, 008311.00,    -0.0061, -0.0257, 01.0157,    
 0000.440918, 000551,  2.755, X,    -00216, -00050, 008311,    -00216.00, -00050.00, 008311.00,    -0.0061, -0.0257, 01.0157,    
 0000.441406, 000542,  2.710, X,    -00216, -00050, 008311,    -00216.00, -00050.00, 008311.00,    -0.0061, -0.0257, 01.0157,    
 0000.442139, 000553,  2.765, X,    -00216, -00050, 008311,    -00216.00, -00050.00, 008311.00,    -0.0061, -0.0257, 01.0157,    
 0000.442871, 000544,  2.720, X,    -00216, -00050, 008311,    -00216.00, -00050.00, 008311.00,    -0.0061, -0.0257, 01.0157,    
 0000.443359, 000553,  2.765, X,    -00200, -00035, 008284,    -00200.00, -00035.00, 008284.00,    -0.0043, -0.0238, 01.0125,    
 0000.444092, 000546,  2.730, X,    -00200, -00035, 008284,    -00200.00, -00035.00, 008284.00,    -0.0043, -0.0238, 01.0125,    
 0000.444580, 000554,  2.770, X,    -00200, -00035, 008284,    -00200.00, -00035.00, 008284.00,    -0.0043, -0.0238, 01.0125,    
 0000.445312, 000545,  2.725, X,    -00200, -00035, 008284,    -00200.00, -00035.00, 008284.00,    -0.0043, -0.0238, 01.0125,    
 0000.445801, 000554,  2.770, X,    -00200, -00035, 008284,    -00200.00, -00035.00, 008284.00,    -0.0043, -0.0238, 01.0125,    
 0000.446533, 000546,  2.730, X,    -00200, -00035, 008284,    -00200.00, -00035.00, 008284.00,    -0.0043, -0.0238, 01.0125,    
 0000.447021, 000562,  2.810, X,    -00200, -00035, 008284,    -00200.00, -00035.00, 008284.00,    -0.0043, -0.0238, 01.0125,    
 0000.447754, 000541,  2.705, X,    -00200, -00035, 008284,    -00200.00, -00035.00, 008284.00,    -0.0043, -0.0238, 01.0125,    
 0000.448486, 000552,  2.760, X,    -00234, -00052, 008276,    -00234.00, -00052.00, 008276.00,    -0.0063, -0.0279, 01.0115,    
 0000.448975, 000545,  2.725, X,    -00234, -00052, 008276,    -00234.00, -00052.00, 008276.00,    -0.0063, -0.0279, 01.0115,    
 0000.449707, 000554,  2.770, X,    -00234, -00052, 008276,    -00234.00, -00052.00, 008276.00,    -0.0063, -0.0279, 01.0115,    
 0000.450195, 000548,  2.740, X,    -00234, -00052, 008276,    -00234.00, -00052.00, 008276.00,    -0.0063, -0.0279, 01.0115,    
 0000.450928, 000553,  2.765, X,    -00234, -00052, 008276,    -00234.00, -00052.00, 008276.00,    -0.0063, -0.0279, 01.0115,    
 0000.451416, 000551,  2.755, X,    -00234, -00052, 008276,    -00234.00, -00052.00, 008276.00,    -0.0063, -0.0279, 01.0115,    
 0000.452148, 000552,  2.760, X,    -00234, -00052, 008276,    -00234.00, -00052.00, 008276.00,    -0.0063, -0.0279, 01.0115,    
 0000.452881, 000543,  2.715, X,    -00234, -00052, 008276,    -00234.00, -00052.00, 008276.00,    -0.0063, -0.0279, 01.0115,    
 0000.453369, 000554,  2.770, X,    -00214, -00025, 008293,    -00214.00, -00025.00, 008293.00,    -0.0030, -0.0255, 01.0136,    
 0000.454102, 000545,  2.725, X,    -00214, -00025, 008293,    -00214.00, -00025.00, 008293.00,    -0.0030, -0.0255, 01.0136,    
 0000.454590, 000553,  2.765, X,    -00214, -00025, 008293,    -00214.00, -00025.00, 008293.00,    -0.0030, -0.0255, 01.0136,    
 0000.455322, 000545,  2.725, X,    -00214, -00025, 008293,    -00214.00, -00025.00, 008293.00,    -0.0030, -0.0255, 01.0136,    
 0000.455811, 000554,  2.770, X,    -00214, -00025, 008293,    -00214.00, -00025.00, 008293.00,    -0.0030, -0.0255, 01.0136,    
 0000.456543, 000545,  2.725, X,    -00214, -00025, 008293,    -00214.00, -00025.00, 008293.00,    -0.0030, -0.0255, 01.0136,    
 0000.457031, 000566,  2.830, X,    -00214, -00025, 008293,    -00214.00, -00025.00, 008293.00,    -0.0030, -0.0255, 01.0136,    
 0000.457764, 000572,  2.860, X,    -00214, -00025, 008293,    -00214.00, -00025.00, 008293.00,    -0.0030, -0.0255, 01.0136,    
 0000.458496, 000643,  3.215, X,    -00231, -00037, 008286,    -00231.00, -00037.00, 008286.00,    -0.0045, -0.0276, 01.0127,    
 0000.459229, 000539,  2.695, X,    -00231, -00037, 008286,    -00231.00, -00037.00, 008286.00,    -0.0045, -0.0276, 01.0127,    
 0000.459961, 000573,  2.865, X,    -00231, -00037, 008286,    -00231.00, -00037.00, 008286.00,    -0.0045, -0.0276, 01.0127,    
 0000.460693, 000547,  2.735, X,    -00231, -00037, 008286,    -00231.00, -00037.00, 008286.00,    -0.0045, -0.0276, 01.0127,    
 0000.461182, 000546,  2.730, X,    -00231, -00037, 008286,    -00231.00, -00037.00, 008286.00,    -0.0045, -0.0276, 01.0127,    
 0000.461914, 000554,  2.770, X,    -00231, -00037, 008286,    -00231.00, -00037.00, 008286.00,    -0.0045, -0.0276, 01.0127,    
 0000.462402, 000545,  2.725, X,    -00231, -00037, 008286,    -00231.00, -00037.00, 008286.00,    -0.0045, -0.0276, 01.0127,    
 0000.463135, 000557,  2.785, X,    -00227, -00015, 008318,    -00227.00, -00015.00, 008318.00,    -0.0018, -0.0271, 01.0166,    
 0000.463623, 000548,  2.740, X,    -00227, -00015, 008318,    -00227.00, -00015.00, 008318.00,    -0.0018, -0.0271, 01.0166,    
 0000.464355, 000553,  2.765, X,    -00227, -00015, 008318,    -00227.00, -00015.00, 008318.00,    -0.0018, -0.0271, 01.0166,    
 0000.464844, 000551,  2.755, X,    -00227, -00015, 008318,    -00227.00, -00015.00, 008318.00,    -0.0018, -0.0271, 01.0166,    
 0000.465576, 000553,  2.765, X,    -00227, -00015, 008318,    -00227.00, -00015.00, 008318.00,    -0.0018, -0.0271, 01.0166,    
 0000.466309, 000545,  2.725, X,    -00227, -00015, 008318,    -00227.00, -00015.00, 008318.00,    -0.0018, -0.0271, 01.0166,    
 0000.466797, 000554,  2.770, X,    -00227, -00015, 008318,    -00227.00, -00015.00, 008318.00,    -0.0018, -0.0271, 01.0166,    
 0000.467529, 000544,  2.720, X,    -00227, -00015, 008318,    -00227.00, -00015.00, 008318.00,    -0.0018, -0.0271, 01.0166,    
 0000.468018, 000554,  2.770, X,    -00232, -00026, 008287,    -00232.00, -00026.00, 008287.00,    -0.0032, -0.0277, 01.0129,    
 0000.468750, 000538,  2.690, X,    -00232, -00026, 008287,    -00232.00, -00026.00, 008287.00,    -0.0032, -0.0277, 01.0129,    
 0000.469238, 000537,  2.685, X,    -00232, -00026, 008287,    -00232.00, -00026.00, 008287.00,    -0.0032, -0.0277, 01.0129,    
 0000.469971, 000557,  2.785, X,    -00232, -00026, 008287,    -00232.00, -00026.00, 008287.00,    -0.0032, -0.0277, 01.0129,    
 0000.470459, 000547,  2.735, X,    -00232, -00026, 008287,    -00232.00, -00026.00, 008287.00,    -0.0032, -0.0277, 01.0129,    
 0000.471191, 000553,  2.765, X,    -00232, -00026, 008287,    -00232.00, -00026.00, 008287.00,    -0.0032, -0.0277, 01.0129,    
 0000.471924, 000545,  2.725, X,    -00232, -00026, 008287,    -00232.00, -00026.00, 008287.00,    -0.0032, -0.0277, 01.0129,    
 0000.472412, 000554,  2.770, X,    -00232, -00026, 008287,    -00232.00, -00026.00, 008287.00,    -0.0032, -0.0277, 01.0129,    
 0000.473145, 000545,  2.725, X,    -00224, -00042, 008213,    -00224.00, -00042.00, 008213.00,    -0.0051, -0.0267, 01.0040,    
 0000.473633, 000554,  2.770, X,    -00224, -00042, 008213,    -00224.00, -00042.00, 008213.00,    -0.0051, -0.0267, 01.0040,    
 0000.474365, 000551,  2.755, X,    -00224, -00042, 008213,    -00224.00, -00042.00, 008213.00,    -0.0051, -0.0267, 01.0040,    
 0000.474854, 000553,  2.765, X,    -00224, -00042, 008213,    -00224.00, -00042.00, 008213.00,    -0.0051, -0.0267, 01.0040,    
 0000.475586, 000551,  2.755, X,    -00224, -00042, 008213,    -00224.00, -00042.00, 008213.00,    -0.0051, -0.0267, 01.0040,    
 0000.476074, 000553,  2.765, X,    -00224, -00042, 008213,    -00224.00, -00042.00, 008213.00,    -0.0051, -0.0267, 01.0040,    
 0000.476807, 000545,  2.725, X,    -00224, -00042, 008213,    -00224.00, -00042.00, 008213.00,    -0.0051, -0.0267, 01.0040,    
 0000.477539, 000555,  2.775, X,    -00224, -00042, 008213,    -00224.00, -00042.00, 008213.00,    -0.0051, -0.0267, 01.0040,    
 0000.478027, 000548,  2.740, X,    -00235, -00033, 008274,    -00235.00, -00033.00, 008274.00,    -0.0040, -0.0280, 01.0113,    
 0000.478760, 000552,  2.760, X,    -00235, -00033, 008274,    -00235.00, -00033.00, 008274.00,    -0.0040, -0.0280, 01.0113,    
 0000.479492, 000587,  2.935, X,    -00235, -00033, 008274,    -00235.00, -00033.00, 008274.00,    -0.0040, -0.0280, 01.0113,    
 0000.479980, 000562,  2.810, X,    -00235, -00033, 008274,    -00235.00, -00033.00, 008274.00,    -0.0040, -0.0280, 01.0113,    
 0000.480713, 000554,  2.770, X,    -00235, -00033, 008274,    -00235.00, -00033.00, 008274.00,    -0.0040, -0.0280, 01.0113,    
 0000.481445, 000545,  2.725, X,    -00235, -00033, 008274,    -00235.00, -00033.00, 008274.00,    -0.0040, -0.0280, 01.0113,    
 0000.481934, 000543,  2.715, X,    -00235, -00033, 008274,    -00235.00, -00033.00, 008274.00,    -0.0040, -0.0280, 01.0113,    
 0000.482666, 000545,  2.725, X,    -00235, -00033, 008274,    -00235.00, -00033.00, 008274.00,    -0.0040, -0.0280, 01.0113,    
 0000.483154, 000549,  2.745, X,    -00246, -00023, 008333,    -00246.00, -00023.00, 008333.00,    -0.0028, -0.0294, 01.0184,    
 0000.483887, 000552,  2.760, X,    -00246, -00023, 008333,    -00246.00, -00023.00, 008333.00,    -0.0028, -0.0294, 01.0184,    
 0000.484375, 000544,  2.720, X,    -00246, -00023, 008333,    -00246.00, -00023.00, 008333.00,    -0.0028, -0.0294, 01.0184,    
 0000.485107, 000554,  2.770, X,    -00246, -00023, 008333,    -00246.00, -00023.00, 008333.00,    -0.0028, -0.0294, 01.0184,    
 0000.485596, 000543,  2.715, X,    -00246, -00023, 008333,    -00246.00, -00023.00, 008333.00,    -0.0028, -0.0294, 01.0184,    
 0000.486328, 000535,  2.675, X,    -00246, -00023, 008333,    -00246.00, -00023.00, 008333.00,    -0.0028, -0.0294, 01.0184,    
 0000.486816, 000551,  2.755, X,    -00246, -00023, 008333,    -00246.00, -00023.00, 008333.00,    -0.0028, -0.0294, 01.0184,    
 0000.487549, 000543,  2.715, X,    -00246, -00023, 008333,    -00246.00, -00023.00, 008333.00,    -0.0028, -0.0294, 01.0184,    
 0000.488281, 000545,  2.725, X,    -00235, -00038, 008295,    -00235.00, -00038.00, 008295.00,    -0.0046, -0.0280, 01.0138,    
 0000.488770, 000561,  2.805, X,    -00235, -00038, 008295,    -00235.00, -00038.00, 008295.00,    -0.0046, -0.0280, 01.0138,    
 0000.489502, 000554,  2.770, X,    -00235, -00038, 008295,    -00235.00, -00038.00, 008295.00,    -0.0046, -0.0280, 01.0138,    
 0000.489990, 000530,  2.650, X,    -00235, -00038, 008295,    -00235.00, -00038.00, 008295.00,    -0.0046, -0.0280, 01.0138,    
 0000.490723, 000555,  2.775, X,    -00235, -00038, 008295,    -00235.00, -00038.00, 008295.00,    -0.0046, -0.0280, 01.0138,    
 0000.491211, 000543,  2.715, X,    -00235, -00038, 008295,    -00235.00, -00038.00, 008295.00,    -0.0046, -0.0280, 01.0138,    
 0000.491943, 000558,  2.790, X,    -00235, -00038, 008295,    -00235.00, -00038.00, 008295.00,    -0.0046, -0.0280, 01.0138,    
 0000.492676, 000542,  2.710, X,    -00235, -00038, 008295,    -00235.00, -00038.00, 008295.00,    -0.0046, -0.0280, 01.0138,    
 0000.493164, 000553,  2.765, X,    -00245, -00038, 008279,    -00245.00, -00038.00, 008279.00,    -0.0046, -0.0293, 01.0119,    
 0000.493896, 000551,  2.755, X,    -00245, -00038, 008279,    -00245.00, -00038.00, 008279.00,    -0.0046, -0.0293, 01.0119,    
 0000.494385, 000553,  2.765, X,    -00245, -00038, 008279,    -00245.00, -00038.00, 008279.00,    -0.0046, -0.0293, 01.0119,    
 0000.495117, 000544,  2.720, X,    -00245, -00038, 008279,    -00245.00, -00038.00, 008279.00,    -0.0046, -0.0293, 01.0119,    
 0000.495605, 000554,  2.770, X,    -00245, -00038, 008279,    -00245.00, -00038.00, 008279.00,    -0.0046, -0.0293, 01.0119,    
 0000.496338, 000546,  2.730, X,    -00245, -00038, 008279,    -00245.00, -00038.00, 008279.00,    -0.0046, -0.0293, 01.0119,    
 0000.496826, 000553,  2.765, X,    -00245, -00038, 008279,    -00245.00, -00038.00, 008279.00,    -0.0046, -0.0293, 01.0119,    
 0000.497559, 000536,  2.680, X,    -00245, -00038, 008279,    -00245.00, -00038.00, 008279.00,    -0.0046, -0.0293, 01.0119,    
 0000.498291, 000538,  2.690, X,    -00226, -00024, 008311,    -00226.00, -00024.00, 008311.00,    -0.0029, -0.0270, 01.0157,    
 0000.498779, 000553,  2.765, X,    -00226, -00024, 008311,    -00226.00, -00024.00, 008311.00,    -0.0029, -0.0270, 01.0157,    
