 Atime,       Adur,    Aperc, A,    Arx1,   Ary1,   Arz1,      Aax1,      Aay1,      Aaz1,         Acx1,    Acy1,    Acz1,   
 0000.384766, 000725,  3.625, X,    -00218, -00037, 008293,    -00218.00, -00037.00, 008293.00,    -0.0045, -0.0260, 01.0136,    
 0000.584961, 000566,  2.830, X,    -00222, -00025, 008310,    -00222.00, -00025.00, 008310.00,    -0.0030, -0.0265, 01.0156,    
 0000.585449, 000532,  2.660, X,    -00222, -00025, 008310,    -00222.00, -00025.00, 008310.00,    -0.0030, -0.0265, 01.0156,    
 0000.586182, 000538,  2.690, X,    -00222, -00025, 008310,    -00222.00, -00025.00, 008310.00,    -0.0030, -0.0265, 01.0156,    
 0000.586670, 000536,  2.680, X,    -00222, -00025, 008310,    -00222.00, -00025.00, 008310.00,    -0.0030, -0.0265, 01.0156,    
 0000.587402, 000532,  2.660, X,    -00220, -00021, 008333,    -00220.00, -00021.00, 008333.00,    -0.0026, -0.0262, 01.0184,    
 0000.587891, 000530,  2.650, X,    -00220, -00021, 008333,    -00220.00, -00021.00, 008333.00,    -0.0026, -0.0262, 01.0184,    
 0000.588623, 000534,  2.670, X,    -00220, -00021, 008333,    -00220.00, -00021.00, 008333.00,    -0.0026, -0.0262, 01.0184,    
 0000.589111, 000530,  2.650, X,    -00220, -00021, 008333,    -00220.00, -00021.00, 008333.00,    -0.0026, -0.0262, 01.0184,    
 0000.589844, 000533,  2.665, X,    -00220, -00021, 008333,    -00220.00, -00021.00, 008333.00,    -0.0026, -0.0262, 01.0184,    
 0000.590332, 000531,  2.655, X,    -00220, -00021, 008333,    -00220.00, -00021.00, 008333.00,    -0.0026, -0.0262, 01.0184,    
 0000.591064, 000532,  2.660, X,    -00220, -00021, 008333,    -00220.00, -00021.00, 008333.00,    -0.0026, -0.0262, 01.0184,    
 0000.591553, 000531,  2.655, X,    -00220, -00021, 008333,    -00220.00, -00021.00, 008333.00,    -0.0026, -0.0262, 01.0184,    
 0000.592285, 000530,  2.650, X,    -00229, -00019, 008298,    -00229.00, -00019.00, 008298.00,    -0.0023, -0.0273, 01.0142,    
 0000.592773, 000530,  2.650, X,    -00229, -00019, 008298,    -00229.00, -00019.00, 008298.00,    -0.0023, -0.0273, 01.0142,    
 0000.593506, 000531,  2.655, X,    -00229, -00019, 008298,    -00229.00, -00019.00, 008298.00,    -0.0023, -0.0273, 01.0142,    
 0000.593994, 000532,  2.660, X,    -00229, -00019, 008298,    -00229.00, -00019.00, 008298.00,    -0.0023, -0.0273, 01.0142,    
 0000.594727, 000530,  2.650, X,    -00229, -00019, 008298,    -00229.00, -00019.00, 008298.00,    -0.0023, -0.0273, 01.0142,    
 0000.595215, 000530,  2.650, X,    -00229, -00019, 008298,    -00229.00, -00019.00, 008298.00,    -0.0023, -0.0273, 01.0142,    
 0000.595703, 000530,  2.650, X,    -00229, -00019, 008298,    -00229.00, -00019.00, 008298.00,    -0.0023, -0.0273, 01.0142,    
 0000.596436, 000530,  2.650, X,    -00229, -00019, 008298,    -00229.00, -00019.00, 008298.00,    -0.0023, -0.0273, 01.0142,    
 0000.596924, 000531,  2.655, X,    -00216, -00036, 008288,    -00216.00, -00036.00, 008288.00,    -0.0044, -0.0257, 01.0130,    
 0000.597656, 000527,  2.635, X,    -00216, -00036, 008288,    -00216.00, -00036.00, 008288.00,    -0.0044, -0.0257, 01.0130,    
 0000.598145, 000531,  2.655, X,    -00216, -00036, 008288,    -00216.00, -00036.00, 008288.00,    -0.0044, -0.0257, 01.0130,    
 0000.598877, 000544,  2.720, X,    -00216, -00036, 008288,    -00216.00, -00036.00, 008288.00,    -0.0044, -0.0257, 01.0130,    
 0000.599365, 000553,  2.765, X,    -00216, -00036, 008288,    -00216.00, -00036.00, 008288.00,    -0.0044, -0.0257, 01.0130,    
 0000.600098, 000538,  2.690, X,    -00216, -00036, 008288,    -00216.00, -00036.00, 008288.00,    -0.0044, -0.0257, 01.0130,    
 0000.600586, 000550,  2.750, X,    -00216, -00036, 008288,    -00216.00, -00036.00, 008288.00,    -0.0044, -0.0257, 01.0130,    
 0000.601318, 000543,  2.715, X,    -00216, -00036, 008288,    -00216.00, -00036.00, 008288.00,    -0.0044, -0.0257, 01.0130,    
 0000.602051, 000552,  2.760, X,    -00210, -00049, 008285,    -00210.00, -00049.00, 008285.00,    -0.0060, -0.0250, 01.0126,    
 0000.602539, 000544,  2.720, X,    -00210, -00049, 008285,    -00210.00, -00049.00, 008285.00,    -0.0060, -0.0250, 01.0126,    
 0000.603516, 000592,  2.960, X,    -00210, -00049, 008285,    -00210.00, -00049.00, 008285.00,    -0.0060, -0.0250, 01.0126,    
 0000.604004, 000549,  2.745, X,    -00210, -00049, 008285,    -00210.00, -00049.00, 008285.00,    -0.0060, -0.0250, 01.0126,    
 0000.604736, 000540,  2.700, X,    -00210, -00049, 008285,    -00210.00, -00049.00, 008285.00,    -0.0060, -0.0250, 01.0126,    
 0000.605225, 000552,  2.760, X,    -00210, -00049, 008285,    -00210.00, -00049.00, 008285.00,    -0.0060, -0.0250, 01.0126,    
 0000.605957, 000544,  2.720, X,    -00210, -00049, 008285,    -00210.00, -00049.00, 008285.00,    -0.0060, -0.0250, 01.0126,    
 0000.606689, 000552,  2.760, X,    -00210, -00049, 008285,    -00210.00, -00049.00, 008285.00,    -0.0060, -0.0250, 01.0126,    
 0000.607178, 000545,  2.725, X,    -00234, -00015, 008275,    -00234.00, -00015.00, 008275.00,    -0.0018, -0.0279, 01.0114,    
 0000.607910, 000554,  2.770, X,    -00234, -00015, 008275,    -00234.00, -00015.00, 008275.00,    -0.0018, -0.0279, 01.0114,    
 0000.608398, 000547,  2.735, X,    -00234, -00015, 008275,    -00234.00, -00015.00, 008275.00,    -0.0018, -0.0279, 01.0114,    
 0000.609131, 000550,  2.750, X,    -00234, -00015, 008275,    -00234.00, -00015.00, 008275.00,    -0.0018, -0.0279, 01.0114,    
 0000.609619, 000549,  2.745, X,    -00234, -00015, 008275,    -00234.00, -00015.00, 008275.00,    -0.0018, -0.0279, 01.0114,    
 0000.610352, 000552,  2.760, X,    -00234, -00015, 008275,    -00234.00, -00015.00, 008275.00,    -0.0018, -0.0279, 01.0114,    
 0000.611084, 000552,  2.760, X,    -00234, -00015, 008275,    -00234.00, -00015.00, 008275.00,    -0.0018, -0.0279, 01.0114,    
 0000.611572, 000550,  2.750, X,    -00234, -00015, 008275,    -00234.00, -00015.00, 008275.00,    -0.0018, -0.0279, 01.0114,    
 0000.612305, 000541,  2.705, X,    -00220, -00049, 008319,    -00220.00, -00049.00, 008319.00,    -0.0060, -0.0262, 01.0167,    
 0000.612793, 000551,  2.755, X,    -00220, -00049, 008319,    -00220.00, -00049.00, 008319.00,    -0.0060, -0.0262, 01.0167,    
