 Gtime,       Gdur,    Gperc, G,    Grx1,   Gry1,   Grz1,       
 0004.855469, 000982,  0.098, _,    -00038, 000077, -00031,    
 0004.865234, 000982,  0.098, _,    -00033, 000073, -00035,    
 0004.875000, 000980,  0.098, _,    -00034, 000075, -00040,    
 0004.886719, 000983,  0.098, _,    -00029, 000074, -00033,    
 0004.896484, 000980,  0.098, _,    -00037, 000077, -00032,    
 0004.906250, 000980,  0.098, _,    -00036, 000072, -00026,    
 0004.916016, 000981,  0.098, _,    -00033, 000077, -00034,    
 0004.925781, 000981,  0.098, _,    -00036, 000077, -00031,    
 0004.935547, 000980,  0.098, _,    -00040, 000086, -00031,    
 0004.945312, 000980,  0.098, _,    -00022, 000075, -00029,    
 0004.955078, 000979,  0.098, _,    -00030, 000075, -00037,    
 0004.966797, 000981,  0.098, _,    -00029, 000076, -00036,    
 0004.976562, 000980,  0.098, _,    -00030, 000080, -00033,    
 0004.986328, 000979,  0.098, _,    -00043, 000072, -00031,    
 0004.996094, 000981,  0.098, _,    -00037, 000067, -00027,    
 0005.005859, 000983,  0.098, _,    -00031, 000084, -00035,    
 0005.015625, 000980,  0.098, _,    -00031, 000073, -00034,    
 0005.025391, 000980,  0.098, _,    -00034, 000081, -00029,    
 0005.035156, 000982,  0.098, _,    -00034, 000074, -00036,    
 0005.046875, 000979,  0.098, _,    -00031, 000077, -00035,    
 0005.056641, 000982,  0.098, _,    -00034, 000079, -00036,    
 0005.066406, 000980,  0.098, _,    -00033, 000082, -00031,    
 0005.076172, 000980,  0.098, _,    -00040, 000087, -00031,    
 0005.085938, 000982,  0.098, _,    -00030, 000076, -00027,    
 0005.095703, 000985,  0.099, _,    -00031, 000074, -00032,    
 0005.105469, 000982,  0.098, _,    -00034, 000076, -00032,    
 0005.115234, 000982,  0.098, _,    -00029, 000065, -00037,    
 0005.125000, 000981,  0.098, _,    -00042, 000077, -00039,    
 0005.136719, 000981,  0.098, _,    -00027, 000076, -00027,    
 0005.146484, 000980,  0.098, _,    -00040, 000075, -00033,    
 0005.156250, 000980,  0.098, _,    -00035, 000070, -00038,    
 0005.166016, 000979,  0.098, _,    -00038, 000064, -00038,    
 0005.175781, 000980,  0.098, _,    -00032, 000079, -00035,    
 0005.185547, 000987,  0.099, _,    -00030, 000072, -00040,    
 0005.195312, 000983,  0.098, _,    -00029, 000072, -00040,    
 0005.205078, 000983,  0.098, _,    -00030, 000079, -00035,    
 0005.216797, 000981,  0.098, _,    -00039, 000074, -00041,    
 0005.226562, 000981,  0.098, _,    -00030, 000082, -00030,    
 0005.236328, 000980,  0.098, _,    -00029, 000079, -00033,    
 0005.246094, 000983,  0.098, _,    -00031, 000064, -00034,    
 0005.255859, 000981,  0.098, _,    -00036, 000073, -00032,    
 0005.265625, 000981,  0.098, _,    -00036, 000082, -00034,    
 0005.275391, 000981,  0.098, _,    -00041, 000077, -00039,    
 0005.285156, 000981,  0.098, _,    -00042, 000070, -00039,    
 0005.296875, 000982,  0.098, _,    -00035, 000071, -00037,    
 0005.306641, 000982,  0.098, _,    -00039, 000074, -00032,    
 0005.316406, 000981,  0.098, _,    -00040, 000074, -00036,    
 0005.326172, 000981,  0.098, _,    -00038, 000074, -00034,    
 0005.335938, 000982,  0.098, _,    -00031, 000074, -00030,    
 0005.345703, 000982,  0.098, _,    -00038, 000075, -00033,    
 0005.355469, 000980,  0.098, _,    -00046, 000070, -00024,    
 0005.365234, 000982,  0.098, _,    -00032, 000070, -00034,    
 0005.375000, 000981,  0.098, _,    -00030, 000075, -00030,    
 0005.386719, 000980,  0.098, _,    -00040, 000064, -00029,    
 0005.396484, 000981,  0.098, _,    -00041, 000078, -00035,    
 0005.406250, 000982,  0.098, _,    -00031, 000076, -00038,    
 0005.416016, 000983,  0.098, _,    -00033, 000078, -00029,    
 0005.425781, 000982,  0.098, _,    -00029, 000075, -00033,    
 0005.435547, 000981,  0.098, _,    -00028, 000073, -00039,    
 0005.445312, 000982,  0.098, _,    -00026, 000070, -00031,    
 0005.455078, 000981,  0.098, _,    -00032, 000069, -00028,    
 0005.466797, 000981,  0.098, _,    -00039, 000078, -00031,    
 0005.476562, 000982,  0.098, _,    -00038, 000079, -00041,    
 0005.486328, 000981,  0.098, _,    -00036, 000077, -00044,    
 0005.496094, 000980,  0.098, _,    -00034, 000078, -00029,    
 0005.505859, 000981,  0.098, _,    -00028, 000075, -00033,    
 0005.515625, 000981,  0.098, _,    -00031, 000080, -00027,    
 0005.525391, 000982,  0.098, _,    -00037, 000080, -00033,    
 0005.535156, 000979,  0.098, _,    -00035, 000074, -00045,    
 0005.546875, 000980,  0.098, _,    -00029, 000068, -00028,    
 0005.556641, 000980,  0.098, _,    -00037, 000081, -00036,    
 0005.566406, 000982,  0.098, _,    -00036, 000074, -00032,    
 0005.576172, 000979,  0.098, _,    -00035, 000067, -00031,    
 0005.585938, 000981,  0.098, _,    -00033, 000073, -00026,    
 0005.595703, 000981,  0.098, _,    -00036, 000074, -00028,    
 0005.605469, 000980,  0.098, _,    -00037, 000074, -00041,    
 0005.615234, 000980,  0.098, _,    -00033, 000079, -00028,    
 0005.625000, 000980,  0.098, _,    -00034, 000077, -00026,    
 0005.636719, 000979,  0.098, _,    -00035, 000071, -00037,    
 0005.646484, 000981,  0.098, _,    -00043, 000075, -00033,    
 0005.656250, 000980,  0.098, _,    -00042, 000069, -00039,    
 0005.666016, 000980,  0.098, _,    -00039, 000074, -00033,    
 0005.675781, 000981,  0.098, _,    -00033, 000072, -00037,    
 0005.685547, 000982,  0.098, _,    -00041, 000071, -00029,    
 0005.695312, 000982,  0.098, _,    -00037, 000074, -00032,    
 0005.705078, 000983,  0.098, _,    -00038, 000067, -00037,    
 0005.716797, 000981,  0.098, _,    -00045, 000085, -00034,    
 0005.726562, 000981,  0.098, _,    -00030, 000076, -00030,    
 0005.736328, 000981,  0.098, _,    -00031, 000078, -00039,    
 0005.746094, 000980,  0.098, _,    -00033, 000078, -00039,    
 0005.755859, 000980,  0.098, _,    -00037, 000078, -00039,    
 0005.765625, 000980,  0.098, _,    -00039, 000079, -00035,    
 0005.775391, 000981,  0.098, _,    -00034, 000063, -00034,    
 0005.785156, 000980,  0.098, _,    -00036, 000075, -00033,    
 0005.796875, 000979,  0.098, _,    -00038, 000078, -00041,    
 0005.806641, 000981,  0.098, _,    -00037, 000070, -00036,    
 0005.816406, 000981,  0.098, _,    -00037, 000075, -00034,    
 0005.826172, 001004,  0.100, _,    -00034, 000075, -00036,    
 0005.835938, 001057,  0.106, _,    -00036, 000071, -00034,    
 0005.845703, 000987,  0.099, _,    -00040, 000060, -00040,    
 0005.855469, 000986,  0.099, _,    -00040, 000068, -00038,    
 0005.865234, 000982,  0.098, _,    -00034, 000069, -00303,    
 0005.875000, 000982,  0.098, _,    000013, 000053, -01439,    
 0005.886719, 000981,  0.098, _,    000031, 000093, -01530,    
 0005.896484, 000981,  0.098, _,    -00079, 000198, -00076,    
 0005.906250, 000982,  0.098, _,    -00144, 000354, 000097,    
 0005.916016, 000981,  0.098, _,    -00166, 000358, 000198,    
 0005.925781, 000982,  0.098, _,    -00254, 000394, 000243,    
 0005.935547, 000992,  0.099, _,    -00359, 000553, 000428,    
 0005.945312, 000983,  0.098, _,    -00440, 000954, 000460,    
 0005.955078, 000982,  0.098, _,    -00570, 001200, 000576,    
 0005.966797, 000981,  0.098, _,    -00828, 003159, 000662,    
 0005.976562, 000980,  0.098, _,    -00752, 005087, -00132,    
 0005.986328, 000979,  0.098, _,    -00316, 007561, -00922,    
 0005.996094, 000982,  0.098, _,    -00565, 009618, -00221,    
 0006.005859, 000982,  0.098, _,    -00418, 012251, -00531,    
 0006.015625, 000980,  0.098, _,    -00494, 014592, -00714,    
 0006.025391, 000979,  0.098, _,    -00594, 016056, -00826,    
 0006.035156, 000983,  0.098, _,    -00805, 016237, -00392,    
 0006.046875, 000985,  0.099, _,    -00798, 016528, 000066,    
 0006.056641, 000981,  0.098, _,    -00933, 015718, 000329,    
 0006.066406, 000981,  0.098, _,    -01086, 014630, 000971,    
 0006.076172, 000980,  0.098, _,    -01355, 013269, 001328,    
 0006.085938, 000981,  0.098, _,    -01249, 012659, 001458,    
 0006.095703, 000983,  0.098, _,    -01473, 012659, 001606,    
 0006.105469, 000981,  0.098, _,    -01664, 012950, 001976,    
 0006.115234, 000981,  0.098, _,    -01936, 013941, 001973,    
 0006.125000, 000984,  0.098, _,    -01656, 015465, 001323,    
 0006.136719, 000981,  0.098, _,    -00889, 016449, 001269,    
 0006.146484, 000981,  0.098, _,    000428, 016557, 001393,    
 0006.156250, 000982,  0.098, _,    001533, 016624, 002063,    
 0006.166016, 000980,  0.098, _,    001809, 014560, 002190,    
 0006.175781, 000981,  0.098, _,    001274, 013064, 001838,    
 0006.185547, 000981,  0.098, _,    -00238, 010054, 001779,    
 0006.195312, 000981,  0.098, _,    -00783, 006961, 001582,    
 0006.205078, 000983,  0.098, _,    -00713, 004871, 001159,    
 0006.216797, 000983,  0.098, _,    -00386, 002457, 000644,    
 0006.226562, 000980,  0.098, _,    -00833, 000503, 001066,    
 0006.236328, 000981,  0.098, _,    -01432, -00228, 001106,    
 0006.246094, 000981,  0.098, _,    -02236, 000110, 000855,    
 0006.255859, 000981,  0.098, _,    -02584, 000836, 000216,    
 0006.265625, 000982,  0.098, _,    -02403, 001390, -00180,    
 0006.275391, 000980,  0.098, _,    -01633, 001339, -00143,    
 0006.285156, 000981,  0.098, _,    -00607, 000441, 000030,    
 0006.296875, 000982,  0.098, _,    000187, -01176, 000299,    
 0006.306641, 000983,  0.098, _,    000460, -02302, 000145,    
 0006.316406, 000981,  0.098, _,    000207, -02338, -00317,    
 0006.326172, 000981,  0.098, _,    -00226, -02170, -00487,    
 0006.335938, 000980,  0.098, _,    -00338, -02536, -00416,    
 0006.345703, 000981,  0.098, _,    -00328, -03253, -00450,    
 0006.355469, 000982,  0.098, _,    -00395, -04177, -00679,    
 0006.365234, 000984,  0.098, _,    -00451, -05055, -01046,    
 0006.375000, 000982,  0.098, _,    -00595, -05655, -01442,    
 0006.386719, 000981,  0.098, _,    -00809, -06069, -01749,    
 0006.396484, 000980,  0.098, _,    -00756, -06964, -01932,    
 0006.406250, 000981,  0.098, _,    -00624, -08417, -01788,    
 0006.416016, 000982,  0.098, _,    001753, -11838, 000211,    
 0006.425781, 000981,  0.098, _,    001367, -13045, -00978,    
 0006.435547, 000981,  0.098, _,    001336, -14891, -00762,    
 0006.445312, 000981,  0.098, _,    000263, -16904, -00283,    
 0006.455078, 000982,  0.098, _,    -01446, -18983, 000081,    
 0006.466797, 000991,  0.099, _,    -02748, -20338, 000705,    
 0006.476562, 001002,  0.100, _,    -03049, -20286, 000876,    
 0006.486328, 000985,  0.099, _,    -02725, -18913, 000495,    
 0006.496094, 000984,  0.098, _,    -02087, -16785, 000154,    
 0006.505859, 000983,  0.098, _,    -01688, -14881, -00228,    
 0006.515625, 000982,  0.098, _,    -01381, -13069, -00844,    
 0006.525391, 000982,  0.098, _,    -01211, -11177, -01161,    
 0006.535156, 000980,  0.098, _,    -01073, -08983, -01495,    
 0006.546875, 000982,  0.098, _,    -00987, -06455, -01955,    
 0006.556641, 000983,  0.098, _,    -00774, -04921, -02426,    
 0006.566406, 000982,  0.098, _,    -00455, -03934, -02108,    
 0006.576172, 000980,  0.098, _,    -00221, -03550, -01215,    
 0006.585938, 000982,  0.098, _,    -00032, -03488, -00529,    
 0006.595703, 000981,  0.098, _,    000047, -03510, -00163,    
 0006.605469, 000980,  0.098, _,    000146, -03340, -00073,    
 0006.615234, 000983,  0.098, _,    000507, -02847, -00037,    
 0006.625000, 000981,  0.098, _,    000752, -02608, -00236,    
 0006.636719, 000983,  0.098, _,    000900, -02746, -00383,    
 0006.646484, 000980,  0.098, _,    001214, -02517, -00603,    
 0006.656250, 000980,  0.098, _,    001502, -02090, -00898,    
 0006.666016, 000981,  0.098, _,    001572, -01483, -01068,    
 0006.675781, 000980,  0.098, _,    001391, -00602, -01184,    
 0006.685547, 000982,  0.098, _,    000843, 000114, -01109,    
 0006.695312, 000981,  0.098, _,    000033, -00717, -00508,    
 0006.705078, 000981,  0.098, _,    -00626, -01459, 000248,    
 0006.716797, 000981,  0.098, _,    -00958, -01411, 000439,    
 0006.726562, 000980,  0.098, _,    -01261, -01240, 000266,    
 0006.736328, 000981,  0.098, _,    -01494, -00649, 000043,    
 0006.746094, 000979,  0.098, _,    -02137, -00196, -00014,    
 0006.755859, 000980,  0.098, _,    -03182, -00463, 000134,    
 0006.765625, 000982,  0.098, _,    -04511, -00795, 000661,    
 0006.775391, 000981,  0.098, _,    -06183, -00949, 001298,    
 0006.785156, 000981,  0.098, _,    -07840, -00624, 001666,    
 0006.796875, 000980,  0.098, _,    -09430, -00101, 001809,    
 0006.806641, 000981,  0.098, _,    -10687, 000669, 001253,    
 0006.816406, 000979,  0.098, _,    -11673, 001429, 000904,    
 0006.826172, 000980,  0.098, _,    -12964, 001295, 000082,    
 0006.835938, 000980,  0.098, _,    -14077, 000833, -00204,    
 0006.845703, 000982,  0.098, _,    -15183, 000090, -00139,    
 0006.855469, 000982,  0.098, _,    -16171, -00446, -00581,    
 0006.865234, 000981,  0.098, _,    -17350, -00808, -01353,    
 0006.875000, 000982,  0.098, _,    -17908, -01300, -01709,    
 0006.886719, 000980,  0.098, _,    -18486, -02118, -01685,    
 0006.896484, 000981,  0.098, _,    -18975, -02900, -01236,    
 0006.906250, 000982,  0.098, _,    -18979, -03789, -01366,    
 0006.916016, 000980,  0.098, _,    -18551, -04430, -01431,    
 0006.925781, 000983,  0.098, _,    -17304, -04727, -01205,    
 0006.935547, 000980,  0.098, _,    -15564, -04496, -00878,    
 0006.945312, 000980,  0.098, _,    -13675, -04036, -00680,    
 0006.955078, 000982,  0.098, _,    -12051, -02351, -00610,    
 0006.966797, 000983,  0.098, _,    -10998, 000215, -00322,    
 0006.976562, 000981,  0.098, _,    -09953, 001842, 000291,    
 0006.986328, 000981,  0.098, _,    -08847, 001829, 001138,    
 0006.996094, 000980,  0.098, _,    -07648, 001405, 001914,    
 0007.005859, 000983,  0.098, _,    -06481, 001358, 002596,    
 0007.015625, 000980,  0.098, _,    -05401, 001434, 002953,    
 0007.025391, 000981,  0.098, _,    -04261, 001627, 003089,    
 0007.035156, 000990,  0.099, _,    -03227, 002189, 003002,    
 0007.046875, 000984,  0.098, _,    -02295, 002805, 002552,    
 0007.056641, 000983,  0.098, _,    -01065, 002441, 002168,    
 0007.066406, 000982,  0.098, _,    000378, 001111, 001811,    
 0007.076172, 000983,  0.098, _,    001661, -00025, 001077,    
 0007.085938, 000981,  0.098, _,    002657, -00315, 000501,    
 0007.095703, 000979,  0.098, _,    003387, -00329, 000149,    
 0007.105469, 000987,  0.099, _,    003634, -00457, -00033,    
 0007.115234, 000993,  0.099, _,    003417, -00886, -00118,    
 0007.125000, 000984,  0.098, _,    002970, -01255, 000135,    
 0007.136719, 000980,  0.098, _,    009732, -08359, -03426,    
 0007.146484, 000983,  0.098, _,    011744, -08566, -01432,    
 0007.156250, 000983,  0.098, _,    016540, -02202, 001238,    
 0007.166016, 000983,  0.098, _,    017114, -01246, 001228,    
 0007.175781, 000981,  0.098, _,    016976, -00094, 000011,    
 0007.185547, 000982,  0.098, _,    017021, 000831, -00912,    
 0007.195312, 000982,  0.098, _,    017283, 001464, -01634,    
 0007.205078, 000980,  0.098, _,    018259, 001732, -02455,    
 0007.216797, 000979,  0.098, _,    018821, 002644, -02941,    
 0007.226562, 000980,  0.098, _,    019426, 002550, -03931,    
 0007.236328, 000981,  0.098, _,    019483, 002364, -04032,    
 0007.246094, 000981,  0.098, _,    019577, 001913, -03952,    
 0007.255859, 000982,  0.098, _,    019312, 001428, -03402,    
 0007.265625, 000981,  0.098, _,    019336, 000734, -03082,    
 0007.275391, 000980,  0.098, _,    020155, -00795, -02726,    
 0007.285156, 000982,  0.098, _,    020580, -01419, -02652,    
 0007.296875, 000982,  0.098, _,    020072, -01109, -02839,    
 0007.306641, 000982,  0.098, _,    018544, -00080, -02987,    
 0007.316406, 000981,  0.098, _,    016206, 000804, -02414,    
 0007.326172, 000979,  0.098, _,    014507, 000877, -01905,    
 0007.335938, 000981,  0.098, _,    -00955, 003260, 001658,    
 0007.345703, 000981,  0.098, _,    000488, -01471, 003549,    
 0007.355469, 000982,  0.098, _,    -00388, -00164, 005781,    
 0007.365234, 000981,  0.098, _,    -00094, 000509, 001218,    
 0007.375000, 000979,  0.098, _,    000178, 001330, -01564,    
 0007.386719, 000982,  0.098, _,    000129, 001090, -00257,    
 0007.396484, 000980,  0.098, _,    -00044, 000693, 001264,    
 0007.406250, 000981,  0.098, _,    -00108, 000323, 001573,    
 0007.416016, 000979,  0.098, _,    -00088, 000331, 001182,    
 0007.425781, 000981,  0.098, _,    -00134, 000181, 000620,    
 0007.435547, 000984,  0.098, _,    -00098, 000187, 000149,    
 0007.445312, 000984,  0.098, _,    -00153, 000292, 000162,    
 0007.455078, 000979,  0.098, _,    -00066, 000140, 000245,    
 0007.466797, 000982,  0.098, _,    -00006, 000026, -00141,    
 0007.476562, 000979,  0.098, _,    000019, 000072, -00657,    
 0007.486328, 000980,  0.098, _,    000009, 000020, -00447,    
 0007.496094, 000982,  0.098, _,    -00033, 000082, -00136,    
 0007.505859, 000980,  0.098, _,    -00045, 000081, -00050,    
 0007.515625, 000981,  0.098, _,    -00038, 000074, -00061,    
 0007.525391, 000981,  0.098, _,    -00037, 000074, -00079,    
 0007.535156, 000980,  0.098, _,    -00037, 000073, -00068,    
 0007.546875, 000980,  0.098, _,    -00029, 000071, -00076,    
 0007.556641, 000982,  0.098, _,    -00029, 000070, -00063,    
 0007.566406, 000981,  0.098, _,    -00035, 000075, -00056,    
 0007.576172, 000980,  0.098, _,    -00034, 000069, -00038,    
 0007.585938, 000979,  0.098, _,    -00037, 000080, -00047,    
 0007.595703, 000979,  0.098, _,    -00041, 000070, -00041,    
 0007.605469, 000982,  0.098, _,    -00029, 000074, -00043,    
 0007.615234, 000980,  0.098, _,    -00037, 000073, -00036,    
 0007.625000, 000982,  0.098, _,    -00037, 000073, -00037,    
 0007.636719, 000981,  0.098, _,    -00029, 000073, -00039,    
 0007.646484, 000982,  0.098, _,    -00036, 000070, -00043,    
 0007.656250, 000981,  0.098, _,    -00033, 000076, -00039,    
 0007.666016, 000983,  0.098, _,    -00030, 000075, -00044,    
 0007.675781, 000981,  0.098, _,    -00035, 000075, -00040,    
 0007.685547, 000980,  0.098, _,    -00029, 000070, -00038,    
 0007.695312, 000992,  0.099, _,    -00036, 000069, -00027,    
 0007.705078, 000984,  0.098, _,    -00033, 000081, -00041,    
 0007.716797, 000981,  0.098, _,    -00026, 000078, -00035,    
 0007.726562, 000980,  0.098, _,    -00029, 000081, -00040,    
 0007.736328, 000981,  0.098, _,    -00038, 000075, -00029,    
 0007.746094, 000984,  0.098, _,    -00033, 000081, -00030,    
 0007.755859, 000991,  0.099, _,    -00032, 000075, -00031,    
 0007.765625, 000985,  0.099, _,    -00034, 000081, -00033,    
 0007.775391, 000980,  0.098, _,    -00031, 000062, -00033,    
 0007.785156, 000980,  0.098, _,    -00034, 000077, -00038,    
 0007.796875, 000984,  0.098, _,    -00037, 000071, -00031,    
 0007.806641, 000981,  0.098, _,    -00033, 000070, -00031,    
 0007.816406, 000982,  0.098, _,    -00038, 000086, -00032,    
 0007.826172, 000980,  0.098, _,    -00028, 000075, -00027,    
 0007.835938, 000982,  0.098, _,    -00034, 000077, -00033,    
 0007.845703, 000980,  0.098, _,    -00042, 000077, -00033,    
 0007.855469, 000984,  0.098, _,    -00029, 000074, -00038,    
 0007.865234, 000981,  0.098, _,    -00036, 000074, -00035,    
 0007.875000, 000981,  0.098, _,    -00029, 000073, -00027,    
 0007.886719, 000980,  0.098, _,    -00036, 000080, -00028,    
 0007.896484, 000980,  0.098, _,    -00035, 000076, -00030,    
 0007.906250, 000982,  0.098, _,    -00034, 000074, -00032,    
 0007.916016, 000980,  0.098, _,    -00035, 000072, -00031,    
 0007.925781, 000982,  0.098, _,    -00037, 000076, -00031,    
 0007.935547, 000982,  0.098, _,    -00029, 000076, -00035,    
 0007.945312, 000981,  0.098, _,    -00033, 000072, -00036,    
 0007.955078, 000982,  0.098, _,    -00035, 000073, -00027,    
 0007.966797, 000982,  0.098, _,    -00041, 000076, -00033,    
 0007.976562, 000982,  0.098, _,    -00039, 000070, -00032,    
 0007.986328, 000980,  0.098, _,    -00039, 000078, -00036,    
 0007.996094, 000982,  0.098, _,    -00038, 000072, -00030,    
 0008.005859, 000982,  0.098, _,    -00031, 000080, -00033,    
 0008.015625, 000982,  0.098, _,    -00030, 000071, -00038,    
 0008.025391, 000982,  0.098, _,    -00041, 000070, -00031,    
 0008.035156, 000980,  0.098, _,    -00035, 000078, -00034,    
 0008.046875, 000981,  0.098, _,    -00028, 000073, -00031,    
 0008.056641, 000981,  0.098, _,    -00035, 000070, -00026,    
 0008.066406, 000981,  0.098, _,    -00038, 000081, -00034,    
 0008.076172, 000982,  0.098, _,    -00033, 000075, -00028,    
 0008.085938, 000983,  0.098, _,    -00036, 000079, -00032,    
 0008.095703, 000982,  0.098, _,    -00029, 000078, -00035,    
 0008.105469, 000982,  0.098, _,    -00033, 000080, -00026,    
 0008.115234, 000983,  0.098, _,    -00037, 000079, -00028,    
 0008.125000, 000982,  0.098, _,    -00032, 000078, -00037,    
 0008.136719, 000980,  0.098, _,    -00036, 000081, -00031,    
 0008.146484, 000981,  0.098, _,    -00037, 000075, -00038,    
 0008.156250, 000983,  0.098, _,    -00032, 000072, -00030,    
 0008.166016, 000981,  0.098, _,    -00032, 000078, -00034,    
 0008.175781, 000981,  0.098, _,    -00030, 000071, -00036,    
 0008.185547, 000980,  0.098, _,    -00034, 000079, -00033,    
 0008.195312, 000980,  0.098, _,    -00038, 000073, -00034,    
 0008.205078, 000980,  0.098, _,    -00035, 000070, -00032,    
 0008.216797, 000981,  0.098, _,    -00037, 000074, -00036,    
 0008.226562, 000981,  0.098, _,    -00034, 000069, -00035,    
 0008.236328, 000982,  0.098, _,    -00031, 000072, -00032,    
 0008.246094, 000983,  0.098, _,    -00038, 000073, -00036,    
 0008.255859, 000982,  0.098, _,    -00032, 000073, -00034,    
 0008.265625, 000982,  0.098, _,    -00028, 000077, -00035,    
 0008.275391, 000981,  0.098, _,    -00034, 000067, -00036,    
 0008.285156, 000981,  0.098, _,    -00030, 000078, -00034,    
 0008.296875, 000981,  0.098, _,    -00030, 000077, -00034,    
 0008.306641, 000980,  0.098, _,    -00035, 000070, -00032,    
 0008.316406, 000980,  0.098, _,    -00034, 000065, -00032,    
 0008.326172, 000979,  0.098, _,    -00030, 000086, -00036,    
 0008.335938, 000981,  0.098, _,    -00040, 000070, -00032,    
 0008.345703, 000980,  0.098, _,    -00039, 000074, -00038,    
 0008.355469, 000981,  0.098, _,    -00035, 000085, -00037,    
 0008.365234, 000981,  0.098, _,    -00031, 000077, -00036,    
 0008.375000, 000980,  0.098, _,    -00042, 000079, -00033,    
 0008.386719, 000988,  0.099, _,    -00047, 000075, -00038,    
 0008.396484, 000985,  0.099, _,    -00044, 000081, -00042,    
 0008.406250, 000983,  0.098, _,    -00027, 000072, -00033,    
 0008.416016, 000981,  0.098, _,    -00038, 000083, -00036,    
 0008.425781, 000980,  0.098, _,    -00029, 000079, -00037,    
 0008.435547, 000983,  0.098, _,    -00028, 000073, -00036,    
 0008.445312, 000983,  0.098, _,    -00034, 000076, -00037,    
 0008.455078, 000982,  0.098, _,    -00030, 000073, -00034,    
 0008.466797, 000981,  0.098, _,    -00043, 000080, -00031,    
 0008.476562, 000981,  0.098, _,    -00034, 000073, -00029,    
 0008.486328, 000982,  0.098, _,    -00034, 000078, -00032,    
 0008.496094, 000981,  0.098, _,    -00038, 000075, -00037,    
 0008.505859, 000983,  0.098, _,    -00038, 000072, -00036,    
 0008.515625, 000980,  0.098, _,    -00038, 000081, -00040,    
 0008.525391, 000981,  0.098, _,    -00030, 000074, -00033,    
 0008.535156, 000980,  0.098, _,    -00029, 000078, -00029,    
 0008.546875, 000981,  0.098, _,    -00034, 000076, -00034,    
 0008.556641, 000982,  0.098, _,    -00038, 000071, -00027,    
 0008.566406, 000981,  0.098, _,    -00039, 000082, -00028,    
 0008.576172, 000981,  0.098, _,    -00034, 000075, -00036,    
 0008.585938, 000981,  0.098, _,    -00040, 000079, -00026,    
 0008.595703, 000981,  0.098, _,    -00031, 000071, -00038,    
 0008.605469, 000982,  0.098, _,    -00037, 000063, -00036,    
 0008.615234, 000983,  0.098, _,    -00031, 000073, -00041,    
 0008.625000, 000980,  0.098, _,    -00035, 000080, -00034,    
 0008.636719, 000981,  0.098, _,    -00034, 000079, -00033,    
 0008.646484, 000981,  0.098, _,    -00033, 000080, -00030,    
 0008.656250, 000982,  0.098, _,    -00029, 000082, -00034,    
 0008.666016, 000982,  0.098, _,    -00037, 000076, -00035,    
 0008.675781, 000981,  0.098, _,    -00038, 000071, -00029,    
 0008.685547, 000982,  0.098, _,    -00030, 000064, -00036,    
 0008.695312, 000982,  0.098, _,    -00031, 000069, -00036,    
 0008.705078, 000981,  0.098, _,    -00031, 000071, -00030,    
 0008.716797, 000981,  0.098, _,    -00029, 000079, -00029,    
 0008.726562, 000983,  0.098, _,    -00033, 000079, -00036,    
 0008.736328, 000981,  0.098, _,    -00032, 000074, -00029,    
 0008.746094, 000980,  0.098, _,    -00034, 000078, -00027,    
 0008.755859, 000982,  0.098, _,    -00037, 000075, -00031,    
 0008.765625, 000983,  0.098, _,    -00031, 000072, -00036,    
 0008.775391, 000983,  0.098, _,    -00033, 000073, -00028,    
 0008.785156, 000980,  0.098, _,    -00036, 000075, -00038,    
 0008.796875, 000980,  0.098, _,    -00032, 000076, -00033,    
 0008.806641, 000981,  0.098, _,    -00028, 000077, -00027,    
 0008.816406, 000981,  0.098, _,    -00034, 000086, -00031,    
 0008.826172, 000981,  0.098, _,    -00028, 000075, -00033,    
 0008.835938, 000983,  0.098, _,    -00033, 000075, -00035,    
 0008.845703, 000981,  0.098, _,    -00032, 000071, -00026,    
 0008.855469, 000982,  0.098, _,    -00038, 000082, -00034,    
 0008.865234, 000981,  0.098, _,    -00045, 000076, -00038,    
 0008.875000, 000982,  0.098, _,    -00041, 000074, -00040,    
 0008.886719, 000980,  0.098, _,    -00037, 000070, -00036,    
 0008.896484, 000982,  0.098, _,    -00022, 000076, -00037,    
 0008.906250, 000981,  0.098, _,    -00034, 000073, -00028,    
 0008.916016, 000982,  0.098, _,    -00027, 000086, -00044,    
 0008.925781, 000981,  0.098, _,    -00039, 000091, -00035,    
