 Mtime,       Mdur,      Mrx1, Mry1, Mrz1,    Max1,    May1,    Maz1,       Mcx1,    Mcy1,    Mcz1,   
 0001.268311, 000849,    -118, 0180, -201,    -117.77, 0185.09, -198.92,    -0.7965, 00.3916, -0.1529,    
 0001.278320, 000848,    -114, 0183, -208,    -116.18, 0185.71, -200.43,    -0.7875, 00.3950, -0.1615,    
 0001.288330, 000847,    -122, 0191, -202,    -118.11, 0188.04, -202.14,    -0.7984, 00.4080, -0.1712,    
 0001.298340, 000853,    -115, 0182, -202,    -117.59, 0182.21, -202.12,    -0.7955, 00.3755, -0.1711,    
 0001.308350, 000849,    -114, 0183, -201,    -115.06, 0183.79, -205.31,    -0.7813, 00.3843, -0.1892,    
 0001.318359, 000848,    -120, 0184, -204,    -119.75, 0187.68, -202.19,    -0.8076, 00.4060, -0.1716,    
 0001.328369, 000850,    -123, 0185, -196,    -116.91, 0182.89, -201.16,    -0.7916, 00.3793, -0.1657,    
 0001.338379, 000848,    -120, 0182, -200,    -116.94, 0183.23, -200.49,    -0.7918, 00.3812, -0.1619,    
 0001.348389, 000847,    -113, 0184, -202,    -119.18, 0183.84, -202.19,    -0.8044, 00.3846, -0.1715,    
 0001.358398, 000852,    -120, 0184, -209,    -120.76, 0184.35, -199.46,    -0.8133, 00.3874, -0.1560,    
 0001.368408, 000847,    -118, 0185, -208,    -118.86, 0183.01, -202.81,    -0.8026, 00.3799, -0.1751,    
 0001.378418, 000847,    -116, 0187, -203,    -115.00, 0184.64, -203.81,    -0.7809, 00.3890, -0.1807,    
 0001.388428, 000847,    -120, 0186, -202,    -119.21, 0184.87, -206.88,    -0.8046, 00.3903, -0.1982,    
 0001.398438, 000854,    -114, 0185, -206,    -117.38, 0185.37, -206.25,    -0.7943, 00.3931, -0.1946,    
 0001.408447, 000850,    -110, 0184, -207,    -115.19, 0186.11, -203.97,    -0.7819, 00.3972, -0.1816,    
 0001.418457, 000847,    -115, 0186, -200,    -117.08, 0185.61, -202.82,    -0.7926, 00.3944, -0.1751,    
 0001.428467, 000848,    -116, 0183, -201,    -114.01, 0184.69, -204.45,    -0.7753, 00.3893, -0.1844,    
 0001.438477, 000849,    -115, 0191, -204,    -112.25, 0185.26, -204.86,    -0.7654, 00.3925, -0.1867,    
 0001.448486, 000847,    -123, 0185, -203,    -116.45, 0186.18, -201.17,    -0.7890, 00.3977, -0.1657,    
 0001.458496, 000848,    -116, 0183, -201,    -116.86, 0184.20, -201.62,    -0.7913, 00.3866, -0.1683,    
 0001.468262, 000849,    -115, 0177, -197,    -116.06, 0186.86, -202.30,    -0.7869, 00.4015, -0.1722,    
 0001.478271, 000848,    -120, 0186, -209,    -120.58, 0183.82, -202.94,    -0.8122, 00.3845, -0.1758,    
 0001.488281, 000847,    -120, 0184, -207,    -117.11, 0182.89, -202.65,    -0.7927, 00.3793, -0.1741,    
 0001.498291, 000855,    -116, 0178, -203,    -116.44, 0179.18, -200.78,    -0.7890, 00.3586, -0.1635,    
 0001.508301, 000848,    -114, 0183, -210,    -118.44, 0184.16, -208.10,    -0.8002, 00.3864, -0.2051,    
 0001.518311, 000847,    -114, 0187, -196,    -117.70, 0183.67, -205.12,    -0.7961, 00.3836, -0.1882,    
 0001.528320, 000847,    -114, 0190, -201,    -115.16, 0181.83, -202.50,    -0.7818, 00.3733, -0.1733,    
 0001.538330, 000849,    -118, 0185, -210,    -114.67, 0184.77, -207.13,    -0.7790, 00.3898, -0.1996,    
 0001.548340, 000847,    -120, 0191, -204,    -115.56, 0187.74, -199.86,    -0.7840, 00.4063, -0.1583,    
 0001.558350, 000849,    -115, 0186, -197,    -115.46, 0188.89, -201.79,    -0.7835, 00.4128, -0.1693,    
 0001.568359, 000847,    -118, 0180, -201,    -117.81, 0185.00, -206.00,    -0.7967, 00.3911, -0.1932,    
 0001.578369, 000852,    -116, 0178, -203,    -118.48, 0186.73, -202.61,    -0.8004, 00.4007, -0.1739,    
 0001.588379, 000848,    -115, 0186, -202,    -115.49, 0184.19, -199.13,    -0.7836, 00.3866, -0.1541,    
 0001.598389, 000855,    -117, 0184, -204,    -117.19, 0181.27, -201.87,    -0.7932, 00.3702, -0.1697,    
 0001.608398, 000935,    -114, 0183, -206,    -115.69, 0180.59, -203.52,    -0.7848, 00.3664, -0.1791,    
 0001.618408, 000853,    -120, 0184, -202,    -115.93, 0185.02, -202.79,    -0.7861, 00.3912, -0.1749,    
 0001.628418, 000848,    -118, 0185, -196,    -117.24, 0184.05, -202.62,    -0.7935, 00.3858, -0.1740,    
 0001.638428, 000859,    -117, 0184, -200,    -115.75, 0183.56, -203.15,    -0.7851, 00.3830, -0.1770,    
 0001.648438, 000849,    -116, 0183, -203,    -118.69, 0183.95, -201.19,    -0.8016, 00.3852, -0.1659,    
 0001.658447, 000849,    -114, 0187, -201,    -116.94, 0184.94, -198.27,    -0.7918, 00.3907, -0.1493,    
 0001.668457, 000851,    -116, 0180, -208,    -116.30, 0183.63, -201.82,    -0.7882, 00.3834, -0.1694,    
 0001.678467, 000848,    -113, 0186, -204,    -115.27, 0183.55, -203.63,    -0.7824, 00.3829, -0.1797,    
 0001.688477, 000847,    -121, 0185, -208,    -115.26, 0185.72, -203.39,    -0.7824, 00.3951, -0.1784,    
 0001.698486, 000859,    -116, 0185, -203,    -116.35, 0182.22, -206.70,    -0.7885, 00.3755, -0.1972,    
 0001.708496, 000850,    -117, 0184, -202,    -115.01, 0185.41, -203.99,    -0.7810, 00.3934, -0.1818,    
 0001.718262, 000847,    -116, 0185, -206,    -119.03, 0184.86, -206.25,    -0.8036, 00.3903, -0.1946,    
 0001.728271, 000847,    -122, 0182, -202,    -117.12, 0184.38, -203.13,    -0.7928, 00.3876, -0.1769,    
 0001.738281, 000847,    -121, 0178, -198,    -118.25, 0182.84, -201.80,    -0.7991, 00.3790, -0.1693,    
 0001.748291, 000848,    -114, 0185, -203,    -117.06, 0183.68, -203.93,    -0.7924, 00.3837, -0.1814,    
 0001.758301, 000847,    -118, 0185, -198,    -120.11, 0182.45, -201.01,    -0.8096, 00.3768, -0.1648,    
 0001.768311, 000847,    -118, 0185, -203,    -119.27, 0180.95, -199.41,    -0.8049, 00.3684, -0.1558,    
 0001.778320, 000849,    -122, 0184, -207,    -116.35, 0184.83, -203.09,    -0.7885, 00.3901, -0.1766,    
 0001.788330, 000848,    -120, 0184, -202,    -118.89, 0184.69, -200.50,    -0.8027, 00.3894, -0.1619,    
 0001.798340, 000853,    -120, 0184, -207,    -119.07, 0184.58, -203.99,    -0.8038, 00.3887, -0.1818,    
 0001.808350, 000851,    -117, 0184, -202,    -120.66, 0184.00, -205.59,    -0.8127, 00.3855, -0.1908,    
 0001.818359, 000848,    -116, 0185, -208,    -118.92, 0184.17, -203.58,    -0.8029, 00.3864, -0.1794,    
 0001.828369, 000847,    -110, 0182, -200,    -117.43, 0183.81, -205.39,    -0.7946, 00.3844, -0.1897,    
 0001.838379, 000848,    -121, 0180, -198,    -116.58, 0183.17, -201.75,    -0.7898, 00.3808, -0.1690,    
 0001.848389, 000847,    -112, 0185, -201,    -115.33, 0183.96, -204.52,    -0.7828, 00.3852, -0.1848,    
 0001.858398, 000849,    -114, 0180, -206,    -112.22, 0181.85, -200.91,    -0.7653, 00.3735, -0.1642,    
 0001.868408, 000848,    -115, 0186, -207,    -117.99, 0181.58, -200.96,    -0.7977, 00.3719, -0.1645,    
 0001.878418, 000849,    -117, 0182, -204,    -113.48, 0184.06, -202.91,    -0.7724, 00.3858, -0.1756,    
 0001.888428, 000848,    -124, 0186, -207,    -116.20, 0181.97, -206.00,    -0.7876, 00.3741, -0.1932,    
 0001.898438, 000854,    -116, 0190, -203,    -116.65, 0186.20, -205.99,    -0.7902, 00.3978, -0.1931,    
 0001.908447, 000850,    -114, 0180, -206,    -117.17, 0183.24, -204.54,    -0.7931, 00.3812, -0.1849,    
 0001.918457, 000850,    -123, 0178, -208,    -121.52, 0184.30, -206.56,    -0.8175, 00.3871, -0.1964,    
 0001.928467, 000847,    -120, 0184, -202,    -117.41, 0186.18, -203.88,    -0.7944, 00.3976, -0.1811,    
 0001.938477, 000847,    -114, 0183, -203,    -115.88, 0180.82, -205.18,    -0.7858, 00.3677, -0.1885,    
 0001.948486, 000846,    -116, 0185, -206,    -120.24, 0180.56, -206.28,    -0.8103, 00.3662, -0.1948,    
 0001.958496, 000848,    -117, 0188, -202,    -118.25, 0184.69, -202.67,    -0.7992, 00.3893, -0.1743,    
 0001.968262, 000851,    -118, 0183, -208,    -115.31, 0183.93, -204.04,    -0.7827, 00.3851, -0.1821,    
 0001.978271, 000848,    -117, 0182, -204,    -116.56, 0184.57, -205.48,    -0.7897, 00.3887, -0.1902,    
 0001.988281, 000851,    -118, 0180, -206,    -117.28, 0185.25, -203.64,    -0.7937, 00.3925, -0.1798,    
 0001.998291, 000854,    -117, 0184, -204,    -117.72, 0182.63, -206.59,    -0.7962, 00.3778, -0.1965,    
 0002.008301, 000851,    -124, 0186, -202,    -118.28, 0182.71, -203.90,    -0.7993, 00.3783, -0.1812,    
 0002.018311, 000852,    -116, 0178, -203,    -118.38, 0180.96, -204.71,    -0.7999, 00.3685, -0.1859,    
 0002.028320, 000851,    -117, 0191, -202,    -117.67, 0184.56, -203.30,    -0.7959, 00.3886, -0.1778,    
 0002.038330, 000848,    -121, 0190, -208,    -121.60, 0186.44, -203.12,    -0.8180, 00.3991, -0.1768,    
 0002.048340, 000848,    -118, 0183, -208,    -117.14, 0182.00, -204.41,    -0.7929, 00.3743, -0.1842,    
 0002.058350, 000851,    -116, 0178, -206,    -117.44, 0187.61, -204.19,    -0.7946, 00.4056, -0.1829,    
 0002.068359, 000849,    -115, 0182, -202,    -118.96, 0186.19, -206.72,    -0.8031, 00.3977, -0.1973,    
 0002.078369, 000848,    -123, 0190, -203,    -118.19, 0183.45, -206.10,    -0.7988, 00.3824, -0.1938,    
 0002.088379, 000852,    -117, 0182, -200,    -117.02, 0180.80, -204.12,    -0.7923, 00.3676, -0.1825,    
 0002.098389, 000855,    -116, 0185, -206,    -116.37, 0183.43, -202.50,    -0.7886, 00.3823, -0.1733,    
 0002.108398, 000850,    -122, 0184, -200,    -121.17, 0187.38, -202.57,    -0.8155, 00.4044, -0.1737,    
 0002.118408, 000850,    -114, 0183, -208,    -117.08, 0182.79, -202.03,    -0.7926, 00.3787, -0.1706,    
 0002.128418, 000852,    -116, 0183, -201,    -116.42, 0184.27, -204.75,    -0.7889, 00.3870, -0.1861,    
 0002.138428, 000847,    -115, 0184, -202,    -119.07, 0183.75, -201.40,    -0.8038, 00.3841, -0.1670,    
 0002.148438, 000847,    -114, 0192, -206,    -114.37, 0184.64, -206.02,    -0.7774, 00.3890, -0.1933,    
 0002.158447, 000848,    -118, 0180, -203,    -115.94, 0183.87, -202.14,    -0.7862, 00.3847, -0.1713,    
 0002.168457, 000847,    -115, 0191, -204,    -115.30, 0185.54, -202.94,    -0.7826, 00.3941, -0.1758,    
 0002.178467, 000847,    -118, 0185, -203,    -115.27, 0189.31, -204.88,    -0.7824, 00.4151, -0.1868,    
 0002.188477, 000848,    -118, 0185, -203,    -117.65, 0182.80, -203.12,    -0.7958, 00.3788, -0.1768,    
 0002.198486, 000853,    -122, 0179, -204,    -116.93, 0187.47, -203.75,    -0.7917, 00.4049, -0.1804,    
 0002.208496, 000850,    -121, 0180, -203,    -119.06, 0183.33, -203.14,    -0.8037, 00.3818, -0.1769,    
 0002.218262, 000853,    -122, 0184, -202,    -119.55, 0183.44, -202.95,    -0.8064, 00.3824, -0.1758,    
 0002.228271, 000848,    -117, 0182, -204,    -121.05, 0180.31, -203.61,    -0.8149, 00.3649, -0.1796,    
 0002.238281, 000848,    -116, 0183, -201,    -119.73, 0181.24, -202.69,    -0.8075, 00.3701, -0.1744,    
 0002.248291, 000849,    -118, 0183, -206,    -119.92, 0183.46, -202.76,    -0.8085, 00.3825, -0.1748,    
 0002.275391, 000851,    -122, 0184, -207,    -117.86, 0182.59, -204.43,    -0.7969, 00.3776, -0.1843,    
 0002.285400, 000851,    -116, 0185, -203,    -117.06, 0183.47, -202.75,    -0.7925, 00.3825, -0.1747,    
 0002.295410, 000855,    -120, 0186, -212,    -118.52, 0183.89, -206.70,    -0.8007, 00.3849, -0.1972,    
 0002.305420, 000851,    -122, 0184, -204,    -121.03, 0184.39, -206.73,    -0.8148, 00.3877, -0.1973,    
 0002.315430, 000852,    -120, 0182, -202,    -117.96, 0184.48, -204.01,    -0.7975, 00.3881, -0.1819,    
 0002.325439, 000854,    -118, 0183, -206,    -119.90, 0184.71, -208.69,    -0.8084, 00.3895, -0.2084,    
 0002.335449, 000849,    -121, 0185, -210,    -121.05, 0183.80, -205.05,    -0.8149, 00.3843, -0.1878,    
 0002.345459, 000849,    -117, 0186, -204,    -119.41, 0183.20, -203.91,    -0.8057, 00.3810, -0.1813,    
 0002.355469, 000851,    -113, 0184, -204,    -117.38, 0183.81, -205.85,    -0.7942, 00.3844, -0.1923,    
 0002.365479, 000854,    -109, 0190, -206,    -117.43, 0185.81, -207.81,    -0.7945, 00.3956, -0.2034,    
 0002.375488, 000852,    -113, 0179, -200,    -114.76, 0185.16, -203.61,    -0.7795, 00.3919, -0.1796,    
 0002.385498, 000854,    -112, 0185, -203,    -112.37, 0184.17, -203.51,    -0.7661, 00.3864, -0.1790,    
 0002.395264, 000853,    -121, 0187, -194,    -111.88, 0187.53, -202.89,    -0.7634, 00.4052, -0.1755,    
 0002.405273, 000852,    -114, 0178, -208,    -114.16, 0180.64, -200.85,    -0.7762, 00.3667, -0.1639,    
 0002.415283, 000853,    -113, 0177, -204,    -113.49, 0182.93, -202.82,    -0.7724, 00.3795, -0.1751,    
 0002.425293, 000852,    -120, 0182, -200,    -118.91, 0183.74, -198.01,    -0.8029, 00.3840, -0.1478,    
 0002.435303, 000852,    -116, 0187, -203,    -115.05, 0179.94, -205.59,    -0.7812, 00.3628, -0.1909,    
 0002.445312, 000853,    -117, 0186, -204,    -114.89, 0180.47, -203.40,    -0.7803, 00.3657, -0.1784,    
 0002.455322, 000853,    -117, 0186, -207,    -118.62, 0183.80, -202.07,    -0.8012, 00.3844, -0.1708,    
 0002.465332, 000853,    -116, 0178, -201,    -116.25, 0185.25, -203.34,    -0.7879, 00.3924, -0.1781,    
 0002.475342, 000851,    -117, 0184, -197,    -116.86, 0184.56, -202.76,    -0.7914, 00.3886, -0.1748,    
 0002.485352, 000854,    -116, 0187, -206,    -116.72, 0184.96, -204.75,    -0.7905, 00.3909, -0.1861,    
 0002.495361, 000851,    -116, 0185, -201,    -116.12, 0181.11, -201.23,    -0.7872, 00.3693, -0.1661,    
 0002.505371, 000853,    -116, 0178, -203,    -116.58, 0183.49, -199.60,    -0.7898, 00.3826, -0.1568,    
 0002.515381, 000854,    -120, 0177, -202,    -116.67, 0183.85, -204.34,    -0.7903, 00.3846, -0.1837,    
 0002.525391, 000853,    -117, 0179, -202,    -116.72, 0182.08, -201.54,    -0.7906, 00.3747, -0.1678,    
 0002.535400, 000853,    -117, 0186, -204,    -116.77, 0179.36, -202.91,    -0.7908, 00.3595, -0.1756,    
 0002.545410, 000854,    -115, 0188, -202,    -118.40, 0180.31, -202.28,    -0.8000, 00.3649, -0.1720,    
 0002.555420, 000853,    -116, 0180, -201,    -116.56, 0181.23, -202.06,    -0.7896, 00.3700, -0.1708,    
 0002.565430, 000850,    -121, 0180, -206,    -117.30, 0184.40, -203.69,    -0.7938, 00.3877, -0.1800,    
 0002.575439, 000853,    -117, 0184, -204,    -116.28, 0185.30, -202.77,    -0.7881, 00.3927, -0.1748,    
 0002.585449, 000853,    -116, 0183, -206,    -116.72, 0181.06, -202.83,    -0.7905, 00.3690, -0.1752,    
 0002.595459, 000854,    -117, 0188, -200,    -119.18, 0182.21, -204.77,    -0.8044, 00.3755, -0.1862,    
 0002.605469, 000850,    -117, 0186, -204,    -116.88, 0184.77, -203.68,    -0.7915, 00.3898, -0.1800,    
 0002.615479, 000854,    -116, 0187, -203,    -116.25, 0184.66, -204.53,    -0.7879, 00.3892, -0.1848,    
 0002.625488, 000849,    -121, 0183, -198,    -117.53, 0186.80, -200.55,    -0.7951, 00.4011, -0.1622,    
 0002.635498, 000853,    -120, 0186, -200,    -117.94, 0185.70, -202.38,    -0.7974, 00.3950, -0.1726,    
 0002.645264, 000852,    -115, 0182, -207,    -116.97, 0185.56, -202.67,    -0.7920, 00.3942, -0.1743,    
 0002.655273, 000853,    -121, 0192, -206,    -120.05, 0184.71, -200.81,    -0.8093, 00.3894, -0.1637,    
 0002.665283, 000852,    -115, 0184, -204,    -118.73, 0186.04, -202.31,    -0.8018, 00.3969, -0.1722,    
 0002.675293, 000853,    -113, 0186, -207,    -115.36, 0184.10, -206.47,    -0.7829, 00.3860, -0.1958,    
 0002.685303, 000851,    -123, 0180, -201,    -119.53, 0188.24, -205.07,    -0.8063, 00.4092, -0.1879,    
 0002.695312, 000852,    -109, 0180, -203,    -114.88, 0183.01, -203.76,    -0.7802, 00.3799, -0.1805,    
 0002.705322, 000853,    -115, 0186, -204,    -113.94, 0184.47, -205.25,    -0.7749, 00.3881, -0.1889,    
 0002.715332, 000850,    -121, 0190, -198,    -119.94, 0182.50, -201.15,    -0.8086, 00.3771, -0.1656,    
 0002.725342, 000849,    -116, 0180, -208,    -112.53, 0182.08, -203.25,    -0.7670, 00.3748, -0.1776,    
 0002.735352, 000849,    -117, 0186, -207,    -116.17, 0185.63, -204.36,    -0.7875, 00.3946, -0.1839,    
 0002.745361, 000852,    -116, 0178, -203,    -119.03, 0186.29, -201.24,    -0.8036, 00.3983, -0.1661,    
 0002.755371, 000851,    -116, 0187, -206,    -116.12, 0181.58, -206.86,    -0.7872, 00.3720, -0.1980,    
