 Gtime,       Gdur,    Gperc, G,    Grx1,   Gry1,   Grz1,      Gax1,      Gay1,      Gaz1   
 0003.579132, 000992,  0.099, _,    -00034, 000075, -00035,    -00036.73, 000073.22, -00032.55,    
 0003.589142, 000993,  0.099, _,    -00036, 000073, -00026,    -00036.28, 000073.16, -00031.70,    
 0003.599152, 000989,  0.099, _,    -00028, 000073, -00038,    -00034.88, 000073.08, -00032.20,    
 0003.609131, 000989,  0.099, _,    -00032, 000074, -00029,    -00033.72, 000073.27, -00032.38,    
 0003.619141, 000997,  0.100, _,    -00038, 000075, -00031,    -00035.00, 000073.59, -00031.25,    
 0003.629150, 000992,  0.099, _,    -00031, 000080, -00033,    -00034.09, 000074.97, -00032.19,    
 0003.639160, 000993,  0.099, _,    -00040, 000065, -00032,    -00035.28, 000073.25, -00031.75,    
 0003.649139, 000989,  0.099, _,    -00032, 000076, -00034,    -00034.86, 000073.28, -00032.48,    
 0003.659149, 000991,  0.099, _,    -00039, 000072, -00032,    -00035.30, 000073.66, -00032.27,    
 0003.669159, 000992,  0.099, _,    -00040, 000072, -00031,    -00036.64, 000072.81, -00032.09,    
 0003.679138, 000993,  0.099, _,    -00029, 000072, -00035,    -00034.86, 000072.92, -00032.56,    
 0003.689148, 000992,  0.099, _,    -00032, 000077, -00033,    -00034.09, 000073.45, -00032.89,    
 0003.699158, 000993,  0.099, _,    -00042, 000075, -00033,    -00035.72, 000074.17, -00032.73,    
 0003.709137, 000992,  0.099, _,    -00031, 000070, -00030,    -00035.09, 000073.08, -00032.36,    
 0003.719147, 000990,  0.099, _,    -00042, 000076, -00025,    -00036.11, 000073.70, -00030.64,    
 0003.729156, 000990,  0.099, _,    -00030, 000072, -00029,    -00035.55, 000073.41, -00030.17,    
 0003.739136, 000993,  0.099, _,    -00030, 000075, -00038,    -00033.66, 000073.62, -00031.81,    
 0003.749146, 000991,  0.099, _,    -00037, 000072, -00038,    -00034.77, 000073.38, -00033.30,    
 0003.759155, 000989,  0.099, _,    -00045, 000077, -00037,    -00036.59, 000073.98, -00034.09,    
 0003.769135, 000989,  0.099, _,    -00030, 000087, -00037,    -00035.80, 000076.95, -00034.81,    
 0003.779144, 000989,  0.099, _,    -00032, 000086, -00031,    -00034.34, 000079.09, -00034.09,    
 0003.789154, 000992,  0.099, _,    -00038, 000081, -00031,    -00035.44, 000079.70, -00033.34,    
 0003.799133, 000990,  0.099, _,    -00036, 000078, -00040,    -00035.44, 000079.39, -00034.67,    
 0003.809143, 000991,  0.099, _,    -00038, 000083, -00031,    -00036.17, 000080.17, -00034.19,    
 0003.819153, 000998,  0.100, _,    -00035, 000072, -00037,    -00035.78, 000078.73, -00034.47,    
 0003.829132, 000990,  0.099, _,    -00031, 000069, -00034,    -00034.86, 000076.41, -00034.83,    
 0003.839142, 000991,  0.099, _,    -00031, 000077, -00027,    -00033.91, 000076.52, -00033.02,    
 0003.849152, 000992,  0.099, _,    -00034, 000079, -00030,    -00033.91, 000077.14, -00032.41,    
 0003.859131, 000990,  0.099, _,    -00037, 000060, -00029,    -00034.56, 000073.78, -00031.55,    
 0003.869141, 000992,  0.099, _,    -00030, 000080, -00042,    -00033.72, 000074.28, -00033.52,    
 0003.879150, 000990,  0.099, _,    -00035, 000073, -00030,    -00033.62, 000074.80, -00033.23,    
 0003.889130, 000990,  0.099, _,    -00039, 000076, -00035,    -00034.98, 000074.20, -00033.05,    
 0003.899139, 000999,  0.100, _,    -00031, 000075, -00037,    -00034.23, 000074.83, -00034.33,    
 0003.909149, 001008,  0.101, _,    -00023, 000068, -00037,    -00031.72, 000072.84, -00034.70,    
 0003.919159, 000996,  0.100, _,    -00038, 000082, -00041,    -00032.62, 000074.80, -00036.20,    
 0003.929138, 000996,  0.100, _,    -00038, 000071, -00030,    -00034.17, 000074.23, -00034.97,    
 0003.939148, 000995,  0.100, _,    -00029, 000067, -00038,    -00032.94, 000072.38, -00035.36,    
 0003.949158, 000994,  0.099, _,    -00039, 000070, -00043,    -00034.11, 000071.92, -00037.27,    
