 Atime,       Adur,    Aperc, A,    Arx1,   Ary1,   Arz1,      Aax1,      Aay1,      Aaz1,   
 0003.671783, 000990,  0.099, _,    -00202, -00003, 008266,    -00193.59, -00011.38, 008325.84,    
 0003.681793, 000994,  0.099, _,    -00156, -00040, 008342,    -00187.06, -00016.69, 008325.02,    
 0003.691803, 000991,  0.099, _,    -00170, 000008, 008305,    -00181.33, -00012.94, 008324.27,    
 0003.701782, 000991,  0.099, _,    -00173, -00015, 008230,    -00180.62, -00011.14, 008301.42,    
 0003.711792, 000991,  0.099, _,    -00214, -00008, 008359,    -00186.28, -00012.09, 008311.95,    
 0003.721802, 000991,  0.099, _,    -00184, -00054, 008338,    -00188.22, -00019.05, 008319.97,    
 0003.731812, 000991,  0.099, _,    -00188, -00007, 008381,    -00185.92, -00019.45, 008331.16,    
 0003.741791, 000991,  0.099, _,    -00187, -00060, 008362,    -00187.55, -00025.02, 008340.12,    
 0003.751801, 000989,  0.099, _,    -00203, -00011, 008331,    -00189.33, -00026.22, 008336.23,    
 0003.761810, 000991,  0.099, _,    -00210, 000005, 008325,    -00194.66, -00016.70, 008334.45,    
 0003.771790, 000991,  0.099, _,    -00175, 000023, 008327,    -00190.30, -00010.23, 008332.00,    
 0003.781799, 000991,  0.099, _,    -00228, -00015, 008339,    -00197.75, -00008.16, 008334.22,    
 0003.791809, 000992,  0.099, _,    -00179, 000020, 008316,    -00195.89, -00005.11, 008330.91,    
 0003.801788, 000991,  0.099, _,    -00211, 000006, 008377,    -00197.23, 000000.62, 008340.23,    
 0003.811798, 000990,  0.099, _,    -00194, 000009, 008301,    -00199.17, 000000.27, 008334.69,    
 0003.821808, 000995,  0.100, _,    -00153, -00037, 008305,    -00188.02, -00005.16, 008326.61,    
 0003.831787, 000993,  0.099, _,    -00231, -00004, 008293,    -00196.47, -00007.92, 008320.84,    
 0003.841797, 000993,  0.099, _,    -00196, 000017, 008342,    -00198.23, 000000.31, 008322.20,    
 0003.851807, 000989,  0.099, _,    -00160, -00022, 008369,    -00189.16, -00004.97, 008334.05,    
 0003.861786, 000991,  0.099, _,    -00192, -00025, 008373,    -00189.31, -00008.73, 008340.98,    
 0003.871796, 000987,  0.099, _,    -00219, -00033, 008358,    -00195.70, -00014.31, 008346.52,    
 0003.881805, 000989,  0.099, _,    -00189, 000006, 008359,    -00194.98, -00010.72, 008348.47,    
 0003.891785, 001010,  0.101, _,    -00202, -00005, 008363,    -00195.62, -00008.81, 008353.03,    
 0003.901794, 000993,  0.099, _,    -00192, -00006, 008276,    -00195.48, -00009.14, 008336.92,    
 0003.911804, 000999,  0.100, _,    -00193, -00022, 008350,    -00194.20, -00011.38, 008337.12,    
 0003.921783, 000993,  0.099, _,    -00220, -00034, 008390,    -00200.28, -00017.09, 008350.30,    
 0003.931793, 000995,  0.100, _,    -00215, -00014, 008344,    -00203.42, -00016.69, 008349.58,    
 0003.941803, 000994,  0.099, _,    -00217, 000029, 008489,    -00206.95, -00007.34, 008378.34,    
 0003.951813, 001134,  0.113, _,    -00175, 000021, 008325,    -00200.81, 000000.12, 008373.80,    
