 timeG,       durG,    percG, G,    rGx1,   rGy1,   rGz1,       
 0001.099609, 000978,  0.978, _,    -00033, 000080, -00028,    
 0001.101562, 000978,  0.978, _,    -00036, 000074, -00031,    
 0001.101562, 000976,  0.976, _,    -00040, 000073, -00032,    
 0001.103516, 000977,  0.977, _,    -00040, 000079, -00034,    
 0001.103516, 000977,  0.977, _,    -00038, 000083, -00035,    
 0001.105469, 000977,  0.977, _,    -00038, 000081, -00032,    
 0001.105469, 000977,  0.977, _,    -00041, 000077, -00026,    
 0001.107422, 000978,  0.978, _,    -00041, 000071, -00023,    
 0001.107422, 000977,  0.977, _,    -00036, 000068, -00023,    
 0001.109375, 000979,  0.979, _,    -00030, 000073, -00026,    
 0001.109375, 000978,  0.978, _,    -00027, 000078, -00032,    
 0001.111328, 000976,  0.976, _,    -00033, 000079, -00034,    
 0001.111328, 000977,  0.977, _,    -00041, 000075, -00033,    
 0001.113281, 000979,  0.979, _,    -00041, 000074, -00029,    
 0001.115234, 000977,  0.977, _,    -00036, 000076, -00027,    
 0001.115234, 000977,  0.977, _,    -00035, 000076, -00028,    
 0001.117188, 000977,  0.977, _,    -00037, 000076, -00027,    
 0001.117188, 000978,  0.978, _,    -00041, 000075, -00026,    
 0001.119141, 000978,  0.978, _,    -00038, 000073, -00029,    
 0001.119141, 000977,  0.977, _,    -00035, 000068, -00031,    
 0001.121094, 000979,  0.979, _,    -00036, 000070, -00030,    
 0001.121094, 000978,  0.978, _,    -00038, 000076, -00033,    
 0001.123047, 000978,  0.978, _,    -00039, 000078, -00035,    
 0001.123047, 000977,  0.977, _,    -00034, 000086, -00035,    
 0001.125000, 000977,  0.977, _,    -00030, 000090, -00033,    
 0001.125000, 000979,  0.979, _,    -00033, 000084, -00033,    
 0001.126953, 000978,  0.978, _,    -00036, 000078, -00035,    
 0001.126953, 000977,  0.977, _,    -00037, 000077, -00031,    
 0001.128906, 000976,  0.976, _,    -00039, 000077, -00030,    
 0001.128906, 000979,  0.979, _,    -00039, 000074, -00032,    
 0001.130859, 000977,  0.977, _,    -00043, 000067, -00033,    
 0001.130859, 000977,  0.977, _,    -00041, 000064, -00029,    
 0001.132812, 000979,  0.979, _,    -00032, 000069, -00029,    
 0001.132812, 000977,  0.977, _,    -00028, 000080, -00034,    
 0001.134766, 000976,  0.976, _,    -00034, 000086, -00035,    
 0001.134766, 000977,  0.977, _,    -00039, 000082, -00033,    
 0001.136719, 000978,  0.978, _,    -00036, 000079, -00032,    
 0001.136719, 000978,  0.978, _,    -00036, 000077, -00032,    
 0001.138672, 000978,  0.978, _,    -00034, 000074, -00031,    
 0001.138672, 000990,  0.990, _,    -00032, 000070, -00027,    
 0001.140625, 000977,  0.977, _,    -00031, 000071, -00025,    
 0001.140625, 000979,  0.979, _,    -00034, 000076, -00027,    
 0001.142578, 000979,  0.979, _,    -00032, 000081, -00032,    
 0001.142578, 000977,  0.977, _,    -00030, 000083, -00038,    
 0001.144531, 000977,  0.977, _,    -00032, 000083, -00044,    
 0001.144531, 000979,  0.979, _,    -00033, 000078, -00040,    
 0001.146484, 000977,  0.977, _,    -00037, 000076, -00030,    
 0001.146484, 000978,  0.978, _,    -00035, 000079, -00028,    
 0001.148438, 000977,  0.977, _,    -00032, 000076, -00030,    
 0001.148438, 000980,  0.980, _,    -00030, 000078, -00034,    
 0001.150391, 000978,  0.978, _,    -00032, 000079, -00039,    
 0001.150391, 000977,  0.977, _,    -00035, 000074, -00039,    
 0001.152344, 000977,  0.977, _,    -00037, 000073, -00035,    
 0001.154297, 000975,  0.975, _,    -00035, 000075, -00031,    
 0001.154297, 000976,  0.976, _,    -00030, 000074, -00033,    
 0001.156250, 000977,  0.977, _,    -00031, 000069, -00037,    
 0001.156250, 000976,  0.976, _,    -00033, 000067, -00039,    
 0001.158203, 000977,  0.977, _,    -00033, 000071, -00039,    
 0001.158203, 000976,  0.976, _,    -00036, 000073, -00034,    
 0001.160156, 000978,  0.978, _,    -00032, 000074, -00030,    
 0001.160156, 000977,  0.977, _,    -00032, 000078, -00031,    
 0001.162109, 000978,  0.978, _,    -00035, 000081, -00031,    
 0001.162109, 000978,  0.978, _,    -00041, 000080, -00030,    
 0001.164062, 000977,  0.977, _,    -00039, 000079, -00032,    
 0001.164062, 000977,  0.977, _,    -00032, 000079, -00031,    
 0001.166016, 000977,  0.977, _,    -00033, 000079, -00032,    
 0001.166016, 000977,  0.977, _,    -00034, 000073, -00036,    
 0001.167969, 000977,  0.977, _,    -00030, 000071, -00036,    
 0001.167969, 000976,  0.976, _,    -00030, 000077, -00033,    
 0001.169922, 000979,  0.979, _,    -00033, 000084, -00030,    
 0001.169922, 000979,  0.979, _,    -00035, 000079, -00029,    
 0001.171875, 000977,  0.977, _,    -00033, 000071, -00031,    
 0001.171875, 000977,  0.977, _,    -00032, 000074, -00032,    
 0001.173828, 000977,  0.977, _,    -00034, 000080, -00033,    
 0001.173828, 000978,  0.978, _,    -00032, 000078, -00035,    
 0001.175781, 000978,  0.978, _,    -00031, 000077, -00037,    
 0001.175781, 000977,  0.977, _,    -00033, 000080, -00034,    
 0001.177734, 000977,  0.977, _,    -00036, 000075, -00028,    
 0001.177734, 000977,  0.977, _,    -00032, 000071, -00024,    
 0001.179688, 000979,  0.979, _,    -00026, 000071, -00029,    
 0001.179688, 000978,  0.978, _,    -00028, 000075, -00037,    
 0001.181641, 000977,  0.977, _,    -00031, 000077, -00040,    
 0001.181641, 000977,  0.977, _,    -00032, 000072, -00039,    
 0001.183594, 000976,  0.976, _,    -00034, 000065, -00038,    
 0001.183594, 000976,  0.976, _,    -00037, 000066, -00035,    
 0001.185547, 000977,  0.977, _,    -00038, 000071, -00036,    
 0001.185547, 000979,  0.979, _,    -00039, 000072, -00042,    
 0001.187500, 000977,  0.977, _,    -00043, 000072, -00046,    
 0001.187500, 000977,  0.977, _,    -00048, 000069, -00048,    
 0001.189453, 000978,  0.978, _,    -00047, 000071, -00047,    
 0001.189453, 000977,  0.977, _,    -00041, 000076, -00041,    
 0001.191406, 000977,  0.977, _,    -00036, 000079, -00039,    
 0001.191406, 000976,  0.976, _,    -00034, 000076, -00039,    
 0001.193359, 000976,  0.976, _,    -00035, 000074, -00034,    
 0001.195312, 000977,  0.977, _,    -00032, 000072, -00034,    
 0001.195312, 000978,  0.978, _,    -00028, 000070, -00038,    
 0001.197266, 000978,  0.978, _,    -00029, 000076, -00038,    
 0001.197266, 000977,  0.977, _,    -00027, 000080, -00038,    
 0001.199219, 000978,  0.978, _,    -00025, 000080, -00039,    
 0001.199219, 000977,  0.977, _,    -00027, 000081, -00040,    
 0001.201172, 000979,  0.979, _,    -00028, 000082, -00038,    
 0001.201172, 000977,  0.977, _,    -00028, 000079, -00036,    
 0001.203125, 000978,  0.978, _,    -00028, 000077, -00034,    
 0001.203125, 000989,  0.989, _,    -00027, 000078, -00037,    
 0001.205078, 000980,  0.980, _,    -00029, 000081, -00039,    
 0001.205078, 000978,  0.978, _,    -00034, 000081, -00036,    
 0001.207031, 000978,  0.978, _,    -00029, 000081, -00037,    
 0001.207031, 000977,  0.977, _,    -00030, 000079, -00036,    
 0001.208984, 000977,  0.977, _,    -00032, 000072, -00036,    
 0001.208984, 000979,  0.979, _,    -00034, 000071, -00040,    
 0001.210938, 000979,  0.979, _,    -00033, 000076, -00042,    
 0001.210938, 000985,  0.985, _,    -00032, 000076, -00039,    
 0001.212891, 000985,  0.985, _,    -00030, 000074, -00037,    
 0001.212891, 000984,  0.984, _,    -00033, 000073, -00037,    
 0001.214844, 000984,  0.984, _,    -00033, 000076, -00037,    
 0001.214844, 000984,  0.984, _,    -00034, 000081, -00037,    
 0001.216797, 000983,  0.983, _,    -00035, 000082, -00035,    
 0001.216797, 000983,  0.983, _,    -00035, 000076, -00035,    
 0001.218750, 000979,  0.979, _,    -00035, 000070, -00036,    
 0001.218750, 000980,  0.980, _,    -00035, 000066, -00037,    
 0001.220703, 000979,  0.979, _,    -00034, 000068, -00033,    
 0001.220703, 000984,  0.984, _,    -00037, 000072, -00029,    
 0001.222656, 000984,  0.984, _,    -00040, 000071, -00028,    
 0001.222656, 000983,  0.983, _,    -00035, 000070, -00033,    
 0001.224609, 000982,  0.982, _,    -00032, 000072, -00037,    
 0001.224609, 000982,  0.982, _,    -00029, 000071, -00037,    
 0001.226562, 000983,  0.983, _,    -00027, 000071, -00036,    
 0001.226562, 000982,  0.982, _,    -00031, 000074, -00037,    
 0001.228516, 000983,  0.983, _,    -00037, 000076, -00035,    
 0001.230469, 000983,  0.983, _,    -00036, 000077, -00033,    
 0001.230469, 000983,  0.983, _,    -00032, 000078, -00032,    
 0001.232422, 000981,  0.981, _,    -00035, 000074, -00034,    
 0001.232422, 000977,  0.977, _,    -00037, 000067, -00030,    
 0001.234375, 000979,  0.979, _,    -00040, 000066, -00022,    
 0001.234375, 000977,  0.977, _,    -00043, 000073, -00022,    
 0001.236328, 000978,  0.978, _,    -00044, 000079, -00028,    
 0001.236328, 000978,  0.978, _,    -00038, 000079, -00034,    
 0001.238281, 000977,  0.977, _,    -00030, 000075, -00036,    
 0001.238281, 000977,  0.977, _,    -00028, 000075, -00035,    
 0001.240234, 000980,  0.980, _,    -00034, 000077, -00037,    
 0001.240234, 000976,  0.976, _,    -00039, 000075, -00038,    
 0001.242188, 000978,  0.978, _,    -00036, 000074, -00036,    
 0001.242188, 000978,  0.978, _,    -00033, 000075, -00032,    
 0001.244141, 000977,  0.977, _,    -00035, 000076, -00031,    
 0001.244141, 000977,  0.977, _,    -00038, 000071, -00031,    
 0001.246094, 000977,  0.977, _,    -00038, 000069, -00030,    
 0001.246094, 000976,  0.976, _,    -00037, 000077, -00030,    
 0001.248047, 000979,  0.979, _,    -00033, 000082, -00028,    
 0001.248047, 000978,  0.978, _,    -00034, 000076, -00031,    
 0001.250000, 000981,  0.981, _,    -00035, 000070, -00032,    
 0001.250000, 000978,  0.978, _,    -00033, 000070, -00030,    
 0001.251953, 000977,  0.977, _,    -00031, 000072, -00028,    
 0001.251953, 000978,  0.978, _,    -00031, 000072, -00030,    
 0001.253906, 000977,  0.977, _,    -00032, 000069, -00034,    
 0001.253906, 000978,  0.978, _,    -00031, 000068, -00033,    
 0001.255859, 000979,  0.979, _,    -00033, 000073, -00030,    
 0001.255859, 000978,  0.978, _,    -00041, 000078, -00031,    
 0001.257812, 000977,  0.977, _,    -00039, 000081, -00031,    
 0001.257812, 000978,  0.978, _,    -00030, 000081, -00028,    
 0001.259766, 000978,  0.978, _,    -00027, 000076, -00030,    
 0001.259766, 000978,  0.978, _,    -00025, 000071, -00032,    
 0001.261719, 000977,  0.977, _,    -00027, 000070, -00030,    
 0001.261719, 000979,  0.979, _,    -00029, 000076, -00028,    
 0001.263672, 000978,  0.978, _,    -00031, 000084, -00030,    
 0001.263672, 000979,  0.979, _,    -00030, 000081, -00037,    
 0001.265625, 000978,  0.978, _,    -00026, 000074, -00042,    
 0001.265625, 000977,  0.977, _,    -00028, 000069, -00039,    
 0001.267578, 000987,  0.987, _,    -00035, 000068, -00033,    
 0001.269531, 000981,  0.981, _,    -00037, 000071, -00028,    
 0001.269531, 000980,  0.980, _,    -00037, 000079, -00034,    
 0001.271484, 000979,  0.979, _,    -00039, 000084, -00042,    
 0001.271484, 000978,  0.978, _,    -00043, 000079, -00043,    
 0001.273438, 000978,  0.978, _,    -00042, 000072, -00036,    
 0001.273438, 000978,  0.978, _,    -00039, 000069, -00029,    
 0001.275391, 000977,  0.977, _,    -00039, 000073, -00028,    
 0001.275391, 000976,  0.976, _,    -00036, 000073, -00033,    
 0001.277344, 000977,  0.977, _,    -00033, 000072, -00033,    
 0001.277344, 000977,  0.977, _,    -00028, 000071, -00031,    
 0001.279297, 000976,  0.976, _,    -00029, 000069, -00033,    
 0001.279297, 000979,  0.979, _,    -00035, 000070, -00038,    
 0001.281250, 000977,  0.977, _,    -00041, 000073, -00037,    
 0001.281250, 000977,  0.977, _,    -00040, 000075, -00029,    
 0001.283203, 000978,  0.978, _,    -00035, 000071, -00028,    
 0001.283203, 000977,  0.977, _,    -00031, 000074, -00031,    
 0001.285156, 000977,  0.977, _,    -00030, 000078, -00032,    
 0001.285156, 000978,  0.978, _,    -00030, 000079, -00033,    
 0001.287109, 000980,  0.980, _,    -00034, 000075, -00033,    
 0001.287109, 000977,  0.977, _,    -00034, 000070, -00030,    
 0001.289062, 000976,  0.976, _,    -00030, 000067, -00030,    
 0001.289062, 000979,  0.979, _,    -00026, 000070, -00034,    
 0001.291016, 000977,  0.977, _,    -00035, 000073, -00035,    
 0001.291016, 000977,  0.977, _,    -00042, 000077, -00031,    
 0001.292969, 000978,  0.978, _,    -00040, 000080, -00032,    
 0001.292969, 000977,  0.977, _,    -00032, 000078, -00034,    
 0001.294922, 000977,  0.977, _,    -00027, 000069, -00031,    
 0001.294922, 000976,  0.976, _,    -00025, 000063, -00028,    
 0001.296875, 000979,  0.979, _,    -00026, 000070, -00026,    
 0001.296875, 000977,  0.977, _,    -00031, 000077, -00027,    
 0001.298828, 000976,  0.976, _,    -00034, 000077, -00030,    
 0001.298828, 000979,  0.979, _,    -00037, 000075, -00034,    
 0001.300781, 000978,  0.978, _,    -00035, 000069, -00038,    
 0001.300781, 000977,  0.977, _,    -00034, 000073, -00037,    
 0001.302734, 000977,  0.977, _,    -00034, 000078, -00035,    
 0001.302734, 000977,  0.977, _,    -00032, 000075, -00035,    
 0001.304688, 000978,  0.978, _,    -00032, 000070, -00038,    
 0001.304688, 000977,  0.977, _,    -00032, 000068, -00036,    
 0001.306641, 000977,  0.977, _,    -00035, 000069, -00031,    
 0001.306641, 000977,  0.977, _,    -00038, 000076, -00030,    
 0001.308594, 000979,  0.979, _,    -00039, 000078, -00033,    
 0001.310547, 000978,  0.978, _,    -00038, 000076, -00034,    
 0001.310547, 000976,  0.976, _,    -00032, 000079, -00032,    
 0001.312500, 000977,  0.977, _,    -00035, 000081, -00033,    
 0001.312500, 000976,  0.976, _,    -00041, 000079, -00038,    
 0001.314453, 000977,  0.977, _,    -00041, 000077, -00042,    
 0001.314453, 000977,  0.977, _,    -00038, 000076, -00040,    
 0001.316406, 000977,  0.977, _,    -00038, 000079, -00040,    
 0001.316406, 000978,  0.978, _,    -00038, 000078, -00040,    
 0001.318359, 000976,  0.976, _,    -00035, 000073, -00037,    
 0001.318359, 000977,  0.977, _,    -00033, 000068, -00038,    
 0001.320312, 000978,  0.978, _,    -00034, 000068, -00040,    
 0001.320312, 000978,  0.978, _,    -00039, 000075, -00039,    
 0001.322266, 000978,  0.978, _,    -00040, 000079, -00039,    
 0001.322266, 000976,  0.976, _,    -00034, 000078, -00036,    
 0001.324219, 000977,  0.977, _,    -00034, 000081, -00033,    
 0001.324219, 000978,  0.978, _,    -00039, 000081, -00034,    
 0001.326172, 000978,  0.978, _,    -00042, 000081, -00034,    
 0001.326172, 000976,  0.976, _,    -00038, 000082, -00035,    
 0001.328125, 000979,  0.979, _,    -00036, 000081, -00037,    
 0001.328125, 000977,  0.977, _,    -00036, 000077, -00037,    
 0001.330078, 000981,  0.981, _,    -00035, 000070, -00037,    
 0001.330078, 000977,  0.977, _,    -00039, 000069, -00035,    
 0001.332031, 000989,  0.989, _,    -00046, 000075, -00031,    
 0001.332031, 000980,  0.980, _,    -00045, 000078, -00028,    
 0001.333984, 000982,  0.982, _,    -00037, 000074, -00032,    
 0001.333984, 000978,  0.978, _,    -00032, 000075, -00036,    
 0001.335938, 000978,  0.978, _,    -00033, 000075, -00037,    
 0001.335938, 000978,  0.978, _,    -00035, 000074, -00038,    
 0001.337891, 000978,  0.978, _,    -00034, 000076, -00036,    
 0001.337891, 000978,  0.978, _,    -00030, 000077, -00033,    
 0001.339844, 000979,  0.979, _,    -00031, 000077, -00031,    
 0001.339844, 000980,  0.980, _,    -00033, 000075, -00029,    
 0001.341797, 000978,  0.978, _,    -00029, 000074, -00028,    
 0001.341797, 000977,  0.977, _,    -00027, 000078, -00029,    
 0001.343750, 000979,  0.979, _,    -00029, 000081, -00032,    
 0001.343750, 000977,  0.977, _,    -00033, 000081, -00035,    
 0001.345703, 000977,  0.977, _,    -00036, 000080, -00035,    
 0001.345703, 000978,  0.978, _,    -00033, 000080, -00035,    
 0001.347656, 000977,  0.977, _,    -00032, 000085, -00037,    
 0001.349609, 000979,  0.979, _,    -00034, 000082, -00041,    
 0001.349609, 000978,  0.978, _,    -00039, 000078, -00036,    
 0001.351562, 000977,  0.977, _,    -00041, 000079, -00031,    
 0001.351562, 000979,  0.979, _,    -00036, 000080, -00030,    
 0001.353516, 000978,  0.978, _,    -00029, 000080, -00031,    
 0001.353516, 000977,  0.977, _,    -00027, 000081, -00030,    
 0001.355469, 000979,  0.979, _,    -00029, 000080, -00032,    
 0001.355469, 000978,  0.978, _,    -00032, 000076, -00033,    
 0001.357422, 000977,  0.977, _,    -00034, 000075, -00033,    
 0001.357422, 000978,  0.978, _,    -00037, 000076, -00038,    
 0001.359375, 000978,  0.978, _,    -00040, 000076, -00041,    
 0001.359375, 000979,  0.979, _,    -00039, 000076, -00032,    
 0001.361328, 000977,  0.977, _,    -00037, 000080, -00026,    
 0001.361328, 000978,  0.978, _,    -00033, 000079, -00027,    
 0001.363281, 000977,  0.977, _,    -00027, 000077, -00031,    
 0001.363281, 000977,  0.977, _,    -00028, 000075, -00035,    
 0001.365234, 000976,  0.976, _,    -00033, 000076, -00034,    
 0001.365234, 000977,  0.977, _,    -00036, 000076, -00029,    
 0001.367188, 000977,  0.977, _,    -00037, 000075, -00028,    
 0001.367188, 000976,  0.976, _,    -00035, 000077, -00032,    
 0001.369141, 000978,  0.978, _,    -00037, 000077, -00033,    
 0001.369141, 000979,  0.979, _,    -00038, 000074, -00033,    
 0001.371094, 000978,  0.978, _,    -00035, 000070, -00031,    
 0001.371094, 000978,  0.978, _,    -00035, 000069, -00027,    
 0001.373047, 000976,  0.976, _,    -00040, 000070, -00026,    
 0001.373047, 000977,  0.977, _,    -00040, 000072, -00028,    
 0001.375000, 000975,  0.975, _,    -00037, 000076, -00031,    
 0001.375000, 000976,  0.976, _,    -00034, 000081, -00030,    
 0001.376953, 000978,  0.978, _,    -00036, 000080, -00029,    
 0001.376953, 000975,  0.975, _,    -00039, 000075, -00030,    
 0001.378906, 000977,  0.977, _,    -00038, 000075, -00034,    
 0001.378906, 000978,  0.978, _,    -00036, 000078, -00036,    
 0001.380859, 000978,  0.978, _,    -00034, 000079, -00034,    
 0001.380859, 000976,  0.976, _,    -00033, 000082, -00032,    
 0001.382812, 000977,  0.977, _,    -00036, 000083, -00031,    
 0001.382812, 000978,  0.978, _,    -00033, 000080, -00032,    
 0001.384766, 000977,  0.977, _,    -00032, 000077, -00029,    
 0001.384766, 000976,  0.976, _,    -00037, 000078, -00029,    
 0001.386719, 000977,  0.977, _,    -00041, 000078, -00029,    
 0001.386719, 000977,  0.977, _,    -00040, 000076, -00032,    
 0001.388672, 000977,  0.977, _,    -00039, 000078, -00039,    
 0001.388672, 000978,  0.978, _,    -00038, 000081, -00040,    
 0001.390625, 000978,  0.978, _,    -00033, 000080, -00033,    
 0001.392578, 000977,  0.977, _,    -00030, 000076, -00027,    
 0001.392578, 000977,  0.977, _,    -00031, 000075, -00028,    
 0001.394531, 000978,  0.978, _,    -00030, 000077, -00033,    
 0001.394531, 000976,  0.976, _,    -00034, 000076, -00039,    
 0001.396484, 000991,  0.991, _,    -00038, 000072, -00040,    
 0001.396484, 000983,  0.983, _,    -00038, 000072, -00038,    
 0001.398438, 000978,  0.978, _,    -00035, 000072, -00039,    
 0001.398438, 000978,  0.978, _,    -00034, 000071, -00037,    
 0001.400391, 000980,  0.980, _,    -00035, 000072, -00032,    
 0001.400391, 000980,  0.980, _,    -00040, 000073, -00033,    
 0001.402344, 000980,  0.980, _,    -00040, 000073, -00034,    
 0001.402344, 000978,  0.978, _,    -00034, 000073, -00032,    
 0001.404297, 000977,  0.977, _,    -00030, 000073, -00029,    
 0001.404297, 000977,  0.977, _,    -00029, 000074, -00028,    
 0001.406250, 000979,  0.979, _,    -00032, 000073, -00028,    
 0001.406250, 000978,  0.978, _,    -00036, 000071, -00029,    
 0001.408203, 000978,  0.978, _,    -00041, 000071, -00030,    
 0001.408203, 000977,  0.977, _,    -00042, 000072, -00032,    
 0001.410156, 000979,  0.979, _,    -00040, 000074, -00030,    
 0001.410156, 000979,  0.979, _,    -00037, 000073, -00028,    
 0001.412109, 000978,  0.978, _,    -00034, 000075, -00029,    
 0001.412109, 000977,  0.977, _,    -00033, 000078, -00033,    
 0001.414062, 000977,  0.977, _,    -00031, 000078, -00035,    
 0001.414062, 000977,  0.977, _,    -00031, 000075, -00033,    
 0001.416016, 000978,  0.978, _,    -00032, 000070, -00034,    
 0001.416016, 000977,  0.977, _,    -00033, 000072, -00036,    
 0001.417969, 000977,  0.977, _,    -00033, 000077, -00036,    
 0001.417969, 000977,  0.977, _,    -00034, 000079, -00035,    
 0001.419922, 000979,  0.979, _,    -00035, 000077, -00035,    
 0001.419922, 000978,  0.978, _,    -00037, 000075, -00038,    
 0001.421875, 000977,  0.977, _,    -00040, 000076, -00039,    
 0001.421875, 000978,  0.978, _,    -00041, 000076, -00036,    
 0001.423828, 000977,  0.977, _,    -00039, 000074, -00035,    
 0001.423828, 000979,  0.979, _,    -00034, 000070, -00035,    
 0001.425781, 000976,  0.976, _,    -00033, 000070, -00036,    
 0001.425781, 000977,  0.977, _,    -00035, 000076, -00034,    
 0001.427734, 000976,  0.976, _,    -00038, 000081, -00032,    
 0001.427734, 000977,  0.977, _,    -00043, 000081, -00030,    
 0001.429688, 000978,  0.978, _,    -00047, 000079, -00030,    
 0001.431641, 000978,  0.978, _,    -00046, 000075, -00032,    
 0001.431641, 000976,  0.976, _,    -00039, 000073, -00034,    
 0001.433594, 000978,  0.978, _,    -00034, 000074, -00035,    
 0001.433594, 000977,  0.977, _,    -00032, 000072, -00036,    
 0001.435547, 000980,  0.980, _,    -00030, 000070, -00032,    
 0001.435547, 000977,  0.977, _,    -00030, 000071, -00032,    
 0001.437500, 000978,  0.978, _,    -00035, 000073, -00035,    
 0001.437500, 000977,  0.977, _,    -00039, 000072, -00035,    
 0001.439453, 000977,  0.977, _,    -00037, 000074, -00029,    
 0001.439453, 000979,  0.979, _,    -00034, 000074, -00027,    
 0001.441406, 000977,  0.977, _,    -00031, 000072, -00032,    
 0001.441406, 000977,  0.977, _,    -00034, 000075, -00034,    
 0001.443359, 000976,  0.976, _,    -00040, 000078, -00035,    
 0001.443359, 000977,  0.977, _,    -00041, 000082, -00033,    
 0001.445312, 000979,  0.979, _,    -00035, 000082, -00032,    
 0001.445312, 000977,  0.977, _,    -00034, 000080, -00033,    
 0001.447266, 000980,  0.980, _,    -00034, 000078, -00032,    
 0001.447266, 000977,  0.977, _,    -00035, 000075, -00031,    
 0001.449219, 000976,  0.976, _,    -00034, 000077, -00034,    
 0001.449219, 000977,  0.977, _,    -00033, 000078, -00034,    
 0001.451172, 000978,  0.978, _,    -00032, 000078, -00034,    
 0001.451172, 000979,  0.979, _,    -00030, 000079, -00036,    
 0001.453125, 000976,  0.976, _,    -00029, 000084, -00036,    
 0001.453125, 000977,  0.977, _,    -00032, 000084, -00032,    
 0001.455078, 000976,  0.976, _,    -00036, 000079, -00031,    
 0001.455078, 000976,  0.976, _,    -00037, 000077, -00030,    
 0001.457031, 000978,  0.978, _,    -00035, 000079, -00036,    
 0001.457031, 000975,  0.975, _,    -00038, 000080, -00039,    
 0001.458984, 000978,  0.978, _,    -00036, 000078, -00040,    
 0001.458984, 001008,  1.008, X,    -00028, 000082, -00042,    
 0001.460938, 000982,  0.982, _,    -00025, 000081, -00037,    
 0001.460938, 000978,  0.978, _,    -00029, 000079, -00031,    
 0001.462891, 000976,  0.976, _,    -00037, 000079, -00030,    
 0001.462891, 000977,  0.977, _,    -00039, 000081, -00033,    
 0001.464844, 000978,  0.978, _,    -00034, 000082, -00034,    
 0001.464844, 000976,  0.976, _,    -00033, 000080, -00037,    
 0001.466797, 000977,  0.977, _,    -00036, 000081, -00040,    
 0001.466797, 000976,  0.976, _,    -00039, 000084, -00038,    
 0001.468750, 000976,  0.976, _,    -00043, 000081, -00035,    
 0001.470703, 000989,  0.989, _,    -00041, 000079, -00028,    
 0001.470703, 000979,  0.979, _,    -00033, 000078, -00027,    
 0001.472656, 000979,  0.979, _,    -00028, 000080, -00029,    
 0001.472656, 000978,  0.978, _,    -00028, 000078, -00031,    
 0001.474609, 000977,  0.977, _,    -00029, 000074, -00034,    
 0001.474609, 000979,  0.979, _,    -00034, 000075, -00033,    
 0001.476562, 000978,  0.978, _,    -00036, 000076, -00029,    
 0001.476562, 000976,  0.976, _,    -00034, 000073, -00029,    
 0001.478516, 000977,  0.977, _,    -00033, 000069, -00033,    
 0001.478516, 000977,  0.977, _,    -00036, 000070, -00035,    
 0001.480469, 000978,  0.978, _,    -00036, 000074, -00039,    
 0001.480469, 000979,  0.979, _,    -00034, 000077, -00039,    
 0001.482422, 000976,  0.976, _,    -00034, 000077, -00033,    
 0001.482422, 000977,  0.977, _,    -00037, 000077, -00031,    
 0001.484375, 000979,  0.979, _,    -00041, 000081, -00035,    
 0001.484375, 000978,  0.978, _,    -00044, 000081, -00039,    
 0001.486328, 000976,  0.976, _,    -00042, 000081, -00036,    
 0001.486328, 000977,  0.977, _,    -00036, 000079, -00029,    
 0001.488281, 000977,  0.977, _,    -00030, 000074, -00026,    
 0001.488281, 000977,  0.977, _,    -00031, 000074, -00031,    
 0001.490234, 000980,  0.980, _,    -00033, 000080, -00036,    
 0001.490234, 000978,  0.978, _,    -00033, 000081, -00035,    
 0001.492188, 000977,  0.977, _,    -00032, 000081, -00037,    
 0001.492188, 000976,  0.976, _,    -00031, 000077, -00034,    
 0001.494141, 000977,  0.977, _,    -00036, 000073, -00029,    
 0001.494141, 000977,  0.977, _,    -00038, 000072, -00033,    
 0001.496094, 000978,  0.978, _,    -00036, 000076, -00040,    
 0001.496094, 000976,  0.976, _,    -00028, 000080, -00040,    
 0001.498047, 000978,  0.978, _,    -00024, 000080, -00036,    
 0001.498047, 000977,  0.977, _,    -00028, 000078, -00034,    
 0001.500000, 000983,  0.983, _,    -00032, 000073, -00037,    
 0001.500000, 000978,  0.978, _,    -00038, 000073, -00039,    
 0001.501953, 000978,  0.978, _,    -00041, 000073, -00038,    
 0001.501953, 000976,  0.976, _,    -00039, 000073, -00037,    
 0001.503906, 000976,  0.976, _,    -00039, 000077, -00037,    
 0001.503906, 000977,  0.977, _,    -00035, 000079, -00038,    
 0001.505859, 000977,  0.977, _,    -00031, 000080, -00039,    
 0001.505859, 000977,  0.977, _,    -00033, 000081, -00040,    
 0001.507812, 000976,  0.976, _,    -00038, 000085, -00041,    
 0001.507812, 000976,  0.976, _,    -00043, 000085, -00041,    
 0001.509766, 000984,  0.984, _,    -00046, 000081, -00036,    
 0001.511719, 000976,  0.976, _,    -00044, 000073, -00029,    
 0001.511719, 000977,  0.977, _,    -00044, 000073, -00026,    
 0001.513672, 000978,  0.978, _,    -00043, 000078, -00026,    
 0001.513672, 000977,  0.977, _,    -00038, 000078, -00032,    
 0001.515625, 000977,  0.977, _,    -00036, 000077, -00036,    
 0001.515625, 000977,  0.977, _,    -00037, 000078, -00036,    
 0001.517578, 000977,  0.977, _,    -00033, 000080, -00033,    
 0001.517578, 000976,  0.976, _,    -00032, 000084, -00033,    
 0001.519531, 000976,  0.976, _,    -00036, 000086, -00033,    
 0001.519531, 000984,  0.984, _,    -00039, 000086, -00031,    
 0001.521484, 000976,  0.976, _,    -00039, 000084, -00030,    
 0001.521484, 000978,  0.978, _,    -00036, 000082, -00030,    
 0001.523438, 000978,  0.978, _,    -00036, 000081, -00030,    
