 Gtime,       Gdur,    Gperc, G,    Grx1,   Gry1,   Grz1,      Gax1,      Gay1,      Gaz1          Gcx1,    Gcy1,    Gcz1   
 0000.949463, 000800,  4.000, X,    -00037, 000083, -00030,    -00037.00, 000083.00, -00030.00,    -0.0221, 00.0099, 00.0080,    
 0001.149414, 000565,  2.825, X,    -00038, 000081, -00034,    -00038.00, 000081.00, -00034.00,    -0.0216, 00.0101, 00.0091,    
 0001.150146, 000537,  2.685, X,    -00038, 000081, -00034,    -00038.00, 000081.00, -00034.00,    -0.0216, 00.0101, 00.0091,    
 0001.150879, 000531,  2.655, X,    -00038, 000081, -00034,    -00038.00, 000081.00, -00034.00,    -0.0216, 00.0101, 00.0091,    
 0001.151367, 000531,  2.655, X,    -00038, 000081, -00034,    -00038.00, 000081.00, -00034.00,    -0.0216, 00.0101, 00.0091,    
 0001.151855, 000531,  2.655, X,    -00039, 000082, -00027,    -00039.00, 000082.00, -00027.00,    -0.0218, 00.0104, 00.0072,    
 0001.152588, 000531,  2.655, X,    -00039, 000082, -00027,    -00039.00, 000082.00, -00027.00,    -0.0218, 00.0104, 00.0072,    
 0001.153076, 000532,  2.660, X,    -00039, 000082, -00027,    -00039.00, 000082.00, -00027.00,    -0.0218, 00.0104, 00.0072,    
 0001.153809, 000531,  2.655, X,    -00039, 000082, -00027,    -00039.00, 000082.00, -00027.00,    -0.0218, 00.0104, 00.0072,    
 0001.154297, 000530,  2.650, X,    -00039, 000082, -00027,    -00039.00, 000082.00, -00027.00,    -0.0218, 00.0104, 00.0072,    
 0001.155029, 000531,  2.655, X,    -00039, 000082, -00027,    -00039.00, 000082.00, -00027.00,    -0.0218, 00.0104, 00.0072,    
 0001.155518, 000530,  2.650, X,    -00039, 000082, -00027,    -00039.00, 000082.00, -00027.00,    -0.0218, 00.0104, 00.0072,    
 0001.156250, 000530,  2.650, X,    -00039, 000082, -00027,    -00039.00, 000082.00, -00027.00,    -0.0218, 00.0104, 00.0072,    
 0001.156738, 000530,  2.650, X,    -00039, 000082, -00027,    -00039.00, 000082.00, -00027.00,    -0.0218, 00.0104, 00.0072,    
 0001.157471, 000523,  2.615, X,    -00039, 000084, -00033,    -00039.00, 000084.00, -00033.00,    -0.0224, 00.0104, 00.0088,    
 0001.157959, 000530,  2.650, X,    -00039, 000084, -00033,    -00039.00, 000084.00, -00033.00,    -0.0224, 00.0104, 00.0088,    
 0001.158447, 000530,  2.650, X,    -00039, 000084, -00033,    -00039.00, 000084.00, -00033.00,    -0.0224, 00.0104, 00.0088,    
 0001.159180, 000530,  2.650, X,    -00039, 000084, -00033,    -00039.00, 000084.00, -00033.00,    -0.0224, 00.0104, 00.0088,    
 0001.159668, 000548,  2.740, X,    -00039, 000084, -00033,    -00039.00, 000084.00, -00033.00,    -0.0224, 00.0104, 00.0088,    
 0001.160400, 000531,  2.655, X,    -00039, 000084, -00033,    -00039.00, 000084.00, -00033.00,    -0.0224, 00.0104, 00.0088,    
 0001.160889, 000530,  2.650, X,    -00039, 000084, -00033,    -00039.00, 000084.00, -00033.00,    -0.0224, 00.0104, 00.0088,    
 0001.161621, 000533,  2.665, X,    -00039, 000084, -00033,    -00039.00, 000084.00, -00033.00,    -0.0224, 00.0104, 00.0088,    
 0001.162109, 000531,  2.655, X,    -00043, 000085, -00035,    -00043.00, 000085.00, -00035.00,    -0.0226, 00.0115, 00.0093,    
 0001.162842, 000530,  2.650, X,    -00043, 000085, -00035,    -00043.00, 000085.00, -00035.00,    -0.0226, 00.0115, 00.0093,    
 0001.163330, 000605,  3.025, X,    -00043, 000085, -00035,    -00043.00, 000085.00, -00035.00,    -0.0226, 00.0115, 00.0093,    
 0001.164062, 000623,  3.115, X,    -00043, 000085, -00035,    -00043.00, 000085.00, -00035.00,    -0.0226, 00.0115, 00.0093,    
 0001.164795, 000626,  3.130, X,    -00043, 000085, -00035,    -00043.00, 000085.00, -00035.00,    -0.0226, 00.0115, 00.0093,    
 0001.165527, 000769,  3.845, X,    -00043, 000085, -00035,    -00043.00, 000085.00, -00035.00,    -0.0226, 00.0115, 00.0093,    
 0001.166260, 000647,  3.235, X,    -00043, 000085, -00035,    -00043.00, 000085.00, -00035.00,    -0.0226, 00.0115, 00.0093,    
 0001.166992, 000669,  3.345, X,    -00041, 000084, -00033,    -00041.00, 000084.00, -00033.00,    -0.0224, 00.0109, 00.0088,    
 0001.167725, 000681,  3.405, X,    -00041, 000084, -00033,    -00041.00, 000084.00, -00033.00,    -0.0224, 00.0109, 00.0088,    
 0001.168701, 000670,  3.350, X,    -00041, 000084, -00033,    -00041.00, 000084.00, -00033.00,    -0.0224, 00.0109, 00.0088,    
 0001.169434, 000630,  3.150, X,    -00041, 000084, -00033,    -00041.00, 000084.00, -00033.00,    -0.0224, 00.0109, 00.0088,    
 0001.170166, 000678,  3.390, X,    -00041, 000084, -00033,    -00041.00, 000084.00, -00033.00,    -0.0224, 00.0109, 00.0088,    
 0001.170898, 000610,  3.050, X,    -00041, 000084, -00033,    -00041.00, 000084.00, -00033.00,    -0.0224, 00.0109, 00.0088,    
 0001.171631, 000631,  3.155, X,    -00041, 000084, -00033,    -00041.00, 000084.00, -00033.00,    -0.0224, 00.0109, 00.0088,    
 0001.172363, 000622,  3.110, X,    -00041, 000086, -00029,    -00041.00, 000086.00, -00029.00,    -0.0229, 00.0109, 00.0077,    
 0001.173096, 000729,  3.645, X,    -00041, 000086, -00029,    -00041.00, 000086.00, -00029.00,    -0.0229, 00.0109, 00.0077,    
 0001.173828, 000746,  3.730, X,    -00041, 000086, -00029,    -00041.00, 000086.00, -00029.00,    -0.0229, 00.0109, 00.0077,    
 0001.174805, 000679,  3.395, X,    -00041, 000086, -00029,    -00041.00, 000086.00, -00029.00,    -0.0229, 00.0109, 00.0077,    
 0001.175537, 000683,  3.415, X,    -00041, 000086, -00029,    -00041.00, 000086.00, -00029.00,    -0.0229, 00.0109, 00.0077,    
 0001.176270, 000618,  3.090, X,    -00041, 000086, -00029,    -00041.00, 000086.00, -00029.00,    -0.0229, 00.0109, 00.0077,    
 0001.177002, 000646,  3.230, X,    -00040, 000083, -00029,    -00040.00, 000083.00, -00029.00,    -0.0221, 00.0107, 00.0077,    
 0001.177734, 000658,  3.290, X,    -00040, 000083, -00029,    -00040.00, 000083.00, -00029.00,    -0.0221, 00.0107, 00.0077,    
 0001.178467, 000710,  3.550, X,    -00040, 000083, -00029,    -00040.00, 000083.00, -00029.00,    -0.0221, 00.0107, 00.0077,    
