 Ftime,       Fdur,      Qw1,     Qx1,     Qy1,     Qz1,        Ex1,     Ey1,     Ez1,      dEx1, dEy1, dEz1  
 0001.778809, 000017,    01.0000, -0.0054, -0.0023, -0.0078,    -0.0100, -0.0045, -0.0144,    00.0161, -0.0090, 00.0085,    
 0001.788818, 000020,    00.9999, -0.0057, -0.0024, -0.0083,    -0.0108, -0.0047, -0.0155,    00.0268, 00.0001, 00.0062,    
 0001.798828, 000025,    00.9999, -0.0060, -0.0025, -0.0089,    -0.0114, -0.0049, -0.0167,    00.0379, 00.0051, -0.0013,    
 0001.808838, 000019,    00.9999, -0.0062, -0.0025, -0.0095,    -0.0119, -0.0052, -0.0179,    00.0426, 00.0019, -0.0023,    
 0001.818848, 000018,    00.9999, -0.0065, -0.0027, -0.0101,    -0.0124, -0.0052, -0.0191,    00.0405, -0.0116, 00.0040,    
 0001.828857, 000027,    00.9999, -0.0068, -0.0029, -0.0107,    -0.0129, -0.0055, -0.0202,    00.0247, -0.0267, 00.0087,    
 0001.838867, 000019,    00.9999, -0.0073, -0.0031, -0.0112,    -0.0135, -0.0060, -0.0213,    00.0043, -0.0280, 00.0117,    
 0001.848877, 000018,    00.9999, -0.0077, -0.0033, -0.0117,    -0.0144, -0.0064, -0.0224,    00.0021, -0.0113, 00.0169,    
 0001.858887, 000020,    00.9999, -0.0081, -0.0034, -0.0122,    -0.0154, -0.0068, -0.0233,    00.0120, -0.0002, 00.0104,    
 0001.868896, 000018,    00.9999, -0.0085, -0.0034, -0.0128,    -0.0162, -0.0070, -0.0244,    00.0178, 00.0060, 00.0081,    
 0001.878906, 000017,    00.9999, -0.0089, -0.0035, -0.0133,    -0.0170, -0.0070, -0.0254,    00.0123, -0.0001, 00.0013,    
 0001.888916, 000017,    00.9999, -0.0094, -0.0036, -0.0139,    -0.0178, -0.0073, -0.0266,    00.0131, -0.0006, -0.0031,    
 0001.898926, 000028,    00.9998, -0.0098, -0.0037, -0.0145,    -0.0186, -0.0074, -0.0278,    00.0086, -0.0008, -0.0039,    
 0001.908936, 000019,    00.9998, -0.0103, -0.0038, -0.0151,    -0.0195, -0.0077, -0.0289,    00.0105, 00.0030, -0.0052,    
 0001.918945, 000017,    00.9998, -0.0107, -0.0038, -0.0156,    -0.0204, -0.0078, -0.0301,    00.0119, 00.0054, -0.0025,    
 0001.928955, 000026,    00.9998, -0.0111, -0.0041, -0.0162,    -0.0213, -0.0080, -0.0312,    00.0136, -0.0001, 00.0027,    
 0001.938965, 000018,    00.9998, -0.0116, -0.0041, -0.0167,    -0.0221, -0.0085, -0.0322,    00.0150, -0.0080, 00.0049,    
 0001.948975, 000017,    00.9998, -0.0120, -0.0043, -0.0172,    -0.0230, -0.0085, -0.0332,    00.0201, -0.0279, 00.0131,    
 0001.958984, 000025,    00.9998, -0.0125, -0.0046, -0.0176,    -0.0238, -0.0089, -0.0342,    -0.0019, -0.0330, 00.0173,    
 0001.968994, 000020,    00.9997, -0.0131, -0.0047, -0.0181,    -0.0248, -0.0097, -0.0351,    -0.0184, -0.0242, 00.0174,    
 0001.979004, 000018,    00.9997, -0.0137, -0.0049, -0.0186,    -0.0260, -0.0099, -0.0361,    -0.0246, -0.0164, 00.0135,    
 0001.988770, 000017,    00.9997, -0.0142, -0.0050, -0.0191,    -0.0272, -0.0103, -0.0371,    -0.0122, -0.0046, 00.0081,    
 0001.998779, 000030,    00.9997, -0.0147, -0.0050, -0.0197,    -0.0283, -0.0106, -0.0382,    00.0063, 00.0005, 00.0036,    
 0002.008789, 000020,    00.9997, -0.0150, -0.0051, -0.0203,    -0.0292, -0.0106, -0.0393,    00.0282, 00.0049, 00.0004,    
 0002.018799, 000017,    00.9997, -0.0153, -0.0051, -0.0209,    -0.0298, -0.0108, -0.0404,    00.0469, 00.0136, 00.0002,    
 0002.028809, 000028,    00.9996, -0.0155, -0.0052, -0.0214,    -0.0303, -0.0109, -0.0416,    00.0481, 00.0104, 00.0043,    
 0002.038818, 000019,    00.9996, -0.0158, -0.0053, -0.0220,    -0.0308, -0.0110, -0.0427,    00.0337, 00.0039, 00.0059,    
 0002.048828, 000018,    00.9996, -0.0162, -0.0053, -0.0225,    -0.0313, -0.0113, -0.0437,    00.0159, 00.0022, 00.0094,    
 0002.058838, 000025,    00.9996, -0.0167, -0.0054, -0.0229,    -0.0322, -0.0114, -0.0447,    00.0185, 00.0022, 00.0119,    
 0002.068848, 000024,    00.9996, -0.0170, -0.0055, -0.0234,    -0.0330, -0.0116, -0.0457,    00.0280, 00.0030, 00.0121,    
 0002.078857, 000018,    00.9995, -0.0174, -0.0056, -0.0239,    -0.0338, -0.0118, -0.0467,    00.0290, -0.0022, 00.0118,    
 0002.088867, 000017,    00.9995, -0.0178, -0.0057, -0.0244,    -0.0345, -0.0120, -0.0476,    00.0202, -0.0180, 00.0090,    
 0002.098877, 000028,    00.9995, -0.0182, -0.0059, -0.0250,    -0.0353, -0.0123, -0.0487,    00.0084, -0.0266, 00.0075,    
 0002.108887, 000021,    00.9995, -0.0187, -0.0061, -0.0256,    -0.0362, -0.0127, -0.0497,    00.0111, -0.0247, -0.0020,    
 0002.118896, 000018,    00.9995, -0.0191, -0.0062, -0.0262,    -0.0370, -0.0131, -0.0509,    00.0174, -0.0133, -0.0064,    
 0002.128906, 000017,    00.9994, -0.0194, -0.0064, -0.0267,    -0.0378, -0.0134, -0.0521,    00.0274, 00.0036, -0.0072,    
 0002.138916, 000026,    00.9994, -0.0198, -0.0064, -0.0273,    -0.0385, -0.0138, -0.0533,    00.0281, 00.0118, -0.0000,    
 0002.148926, 000018,    00.9994, -0.0201, -0.0065, -0.0278,    -0.0392, -0.0140, -0.0543,    00.0425, 00.0061, 00.0072,    
 0002.158936, 000017,    00.9994, -0.0203, -0.0067, -0.0283,    -0.0398, -0.0142, -0.0553,    00.0526, -0.0052, 00.0070,    
 0002.168945, 000024,    00.9994, -0.0206, -0.0069, -0.0287,    -0.0403, -0.0145, -0.0563,    00.0556, -0.0189, 00.0120,    
 0002.178955, 000019,    00.9993, -0.0210, -0.0071, -0.0292,    -0.0408, -0.0150, -0.0572,    00.0323, -0.0245, 00.0157,    
 0002.188965, 000018,    00.9993, -0.0214, -0.0073, -0.0297,    -0.0415, -0.0153, -0.0581,    00.0120, -0.0206, 00.0123,    
 0002.198975, 000026,    00.9993, -0.0219, -0.0074, -0.0302,    -0.0424, -0.0158, -0.0590,    00.0016, -0.0220, 00.0091,    
 0002.208984, 000027,    00.9992, -0.0225, -0.0075, -0.0307,    -0.0434, -0.0162, -0.0600,    -0.0025, -0.0193, 00.0019,    
 0002.218994, 000019,    00.9992, -0.0230, -0.0078, -0.0313,    -0.0445, -0.0165, -0.0611,    -0.0086, -0.0108, -0.0041,    
 0002.229004, 000018,    00.9992, -0.0236, -0.0079, -0.0318,    -0.0455, -0.0169, -0.0622,    -0.0200, -0.0074, -0.0072,    
 0002.238770, 000030,    00.9991, -0.0243, -0.0079, -0.0324,    -0.0467, -0.0173, -0.0633,    -0.0207, -0.0075, -0.0043,    
 0002.248779, 000019,    00.9991, -0.0249, -0.0081, -0.0329,    -0.0480, -0.0174, -0.0644,    -0.0100, -0.0159, -0.0005,    
 0002.258789, 000027,    00.9991, -0.0255, -0.0083, -0.0334,    -0.0492, -0.0179, -0.0654,    -0.0116, -0.0184, 00.0053,    
 0002.268799, 000020,    00.9990, -0.0261, -0.0084, -0.0339,    -0.0503, -0.0183, -0.0664,    -0.0212, -0.0114, 00.0044,    
 0002.278809, 000020,    00.9990, -0.0268, -0.0085, -0.0344,    -0.0516, -0.0186, -0.0673,    -0.0242, -0.0054, 00.0000,    
 0002.288818, 000020,    00.9990, -0.0273, -0.0087, -0.0350,    -0.0529, -0.0189, -0.0684,    -0.0120, -0.0052, -0.0047,    
 0002.298828, 000029,    00.9989, -0.0278, -0.0088, -0.0355,    -0.0540, -0.0193, -0.0695,    00.0076, 00.0019, -0.0062,    
 0002.308838, 000028,    00.9989, -0.0283, -0.0088, -0.0361,    -0.0550, -0.0195, -0.0706,    00.0193, -0.0046, -0.0075,    
 0002.318848, 000027,    00.9989, -0.0286, -0.0091, -0.0366,    -0.0559, -0.0197, -0.0717,    00.0295, -0.0054, -0.0026,    
 0002.328857, 000019,    00.9988, -0.0291, -0.0091, -0.0371,    -0.0566, -0.0202, -0.0727,    00.0307, -0.0078, 00.0023,    
 0002.338867, 000020,    00.9988, -0.0294, -0.0093, -0.0375,    -0.0574, -0.0204, -0.0736,    00.0299, -0.0118, 00.0109,    
 0002.348877, 000018,    00.9988, -0.0298, -0.0095, -0.0380,    -0.0582, -0.0208, -0.0745,    00.0258, -0.0112, 00.0085,    
 0002.358887, 000018,    00.9988, -0.0303, -0.0096, -0.0385,    -0.0589, -0.0212, -0.0755,    00.0207, -0.0009, 00.0005,    
 0002.368896, 000018,    00.9987, -0.0308, -0.0097, -0.0391,    -0.0598, -0.0216, -0.0765,    00.0051, 00.0074, -0.0030,    
 0002.378906, 000020,    00.9987, -0.0313, -0.0097, -0.0396,    -0.0608, -0.0217, -0.0775,    00.0096, 00.0164, -0.0023,    
 0002.388916, 000027,    00.9986, -0.0318, -0.0097, -0.0401,    -0.0618, -0.0218, -0.0785,    00.0215, 00.0128, -0.0029,    
 0002.398926, 000030,    00.9986, -0.0322, -0.0098, -0.0406,    -0.0627, -0.0220, -0.0795,    00.0308, 00.0062, 00.0001,    
 0002.408936, 000027,    00.9986, -0.0326, -0.0098, -0.0411,    -0.0635, -0.0222, -0.0805,    00.0297, -0.0038, 00.0030,    
 0002.418945, 000026,    00.9985, -0.0330, -0.0100, -0.0416,    -0.0643, -0.0222, -0.0815,    00.0191, -0.0091, 00.0041,    
 0002.428955, 000017,    00.9985, -0.0335, -0.0101, -0.0420,    -0.0651, -0.0226, -0.0825,    -0.0002, -0.0096, 00.0042,    
 0002.438965, 000018,    00.9985, -0.0341, -0.0102, -0.0425,    -0.0662, -0.0230, -0.0834,    -0.0028, -0.0129, 00.0042,    
 0002.448975, 000027,    00.9984, -0.0346, -0.0106, -0.0430,    -0.0673, -0.0234, -0.0843,    00.0082, -0.0237, 00.0086,    
 0002.458984, 000018,    00.9984, -0.0351, -0.0108, -0.0434,    -0.0683, -0.0241, -0.0852,    00.0186, -0.0246, 00.0077,    
 0002.468994, 000018,    00.9983, -0.0356, -0.0110, -0.0439,    -0.0692, -0.0245, -0.0861,    00.0149, -0.0190, 00.0059,    
 0002.479004, 000020,    00.9983, -0.0361, -0.0111, -0.0443,    -0.0702, -0.0250, -0.0869,    00.0077, -0.0171, 00.0012,    
 0002.488770, 000025,    00.9983, -0.0366, -0.0112, -0.0448,    -0.0712, -0.0254, -0.0879,    00.0281, -0.0057, -0.0006,    
 0002.498779, 000027,    00.9982, -0.0370, -0.0114, -0.0452,    -0.0721, -0.0256, -0.0888,    00.0367, -0.0015, 00.0024,    
 0002.508789, 000020,    00.9982, -0.0374, -0.0114, -0.0457,    -0.0728, -0.0261, -0.0896,    00.0354, 00.0044, 00.0053,    
 0002.518799, 000027,    00.9982, -0.0379, -0.0115, -0.0461,    -0.0737, -0.0261, -0.0905,    00.0107, 00.0051, 00.0059,    
 0002.528809, 000018,    00.9981, -0.0384, -0.0117, -0.0465,    -0.0747, -0.0264, -0.0914,    00.0010, -0.0013, 00.0122,    
 0002.538818, 000019,    00.9981, -0.0391, -0.0117, -0.0469,    -0.0757, -0.0270, -0.0921,    -0.0219, -0.0099, 00.0152,    
 0002.548828, 000020,    00.9980, -0.0398, -0.0119, -0.0473,    -0.0771, -0.0271, -0.0929,    -0.0145, -0.0273, 00.0139,    
 0002.558838, 000026,    00.9980, -0.0404, -0.0122, -0.0476,    -0.0785, -0.0276, -0.0936,    00.0032, -0.0332, 00.0199,    
 0002.568848, 000019,    00.9979, -0.0410, -0.0125, -0.0480,    -0.0795, -0.0283, -0.0943,    -0.0080, -0.0301, 00.0165,    
 0002.578857, 000019,    00.9979, -0.0417, -0.0127, -0.0484,    -0.0808, -0.0288, -0.0950,    -0.0170, -0.0280, 00.0185,    
 0002.588867, 000027,    00.9978, -0.0424, -0.0129, -0.0488,    -0.0821, -0.0294, -0.0957,    -0.0221, -0.0306, 00.0124,    
 0002.598877, 000027,    00.9978, -0.0431, -0.0131, -0.0492,    -0.0835, -0.0298, -0.0965,    -0.0306, -0.0234, 00.0079,    
 0002.608887, 000020,    00.9977, -0.0438, -0.0133, -0.0497,    -0.0848, -0.0304, -0.0973,    -0.0287, -0.0132, 00.0033,    
 0002.618896, 000031,    00.9977, -0.0444, -0.0134, -0.0502,    -0.0862, -0.0308, -0.0982,    -0.0012, 00.0101, -0.0039,    
 0002.628906, 000019,    00.9976, -0.0448, -0.0134, -0.0507,    -0.0874, -0.0311, -0.0991,    00.0255, 00.0255, -0.0045,    
 0002.638916, 000018,    00.9976, -0.0452, -0.0134, -0.0511,    -0.0883, -0.0313, -0.1001,    00.0439, 00.0251, -0.0010,    
 0002.648926, 000020,    00.9975, -0.0456, -0.0133, -0.0515,    -0.0890, -0.0313, -0.1010,    00.0431, 00.0082, 00.0027,    
 0002.658936, 000025,    00.9975, -0.0460, -0.0136, -0.0520,    -0.0898, -0.0313, -0.1018,    00.0285, -0.0155, 00.0031,    
 0002.668945, 000019,    00.9974, -0.0466, -0.0138, -0.0524,    -0.0906, -0.0319, -0.1027,    00.0084, -0.0244, 00.0015,    
 0002.678955, 000018,    00.9974, -0.0472, -0.0140, -0.0529,    -0.0916, -0.0324, -0.1036,    -0.0010, -0.0180, 00.0027,    
 0002.688965, 000026,    00.9973, -0.0477, -0.0140, -0.0533,    -0.0928, -0.0329, -0.1044,    00.0078, -0.0018, -0.0034,    
 0002.698975, 000028,    00.9973, -0.0482, -0.0142, -0.0538,    -0.0939, -0.0331, -0.1053,    00.0338, 00.0108, -0.0086,    
 0002.708984, 000026,    00.9972, -0.0486, -0.0142, -0.0543,    -0.0947, -0.0334, -0.1062,    00.0389, 00.0160, -0.0168,    
 0002.718994, 000031,    00.9972, -0.0491, -0.0142, -0.0548,    -0.0955, -0.0335, -0.1073,    00.0213, 00.0108, -0.0100,    
 0002.729004, 000020,    00.9971, -0.0497, -0.0143, -0.0552,    -0.0965, -0.0337, -0.1082,    00.0026, 00.0051, 00.0020,    
 0002.738770, 000026,    00.9971, -0.0502, -0.0144, -0.0556,    -0.0977, -0.0340, -0.1090,    00.0085, -0.0026, 00.0079,    
 0002.748779, 000020,    00.9970, -0.0508, -0.0147, -0.0560,    -0.0988, -0.0344, -0.1097,    00.0108, -0.0116, 00.0109,    
 0002.758789, 000024,    00.9970, -0.0514, -0.0147, -0.0563,    -0.0998, -0.0351, -0.1104,    00.0063, -0.0152, 00.0113,    
 0002.768799, 000027,    00.9969, -0.0519, -0.0150, -0.0567,    -0.1010, -0.0352, -0.1110,    00.0023, -0.0091, 00.0082,    
 0002.778809, 000018,    00.9969, -0.0525, -0.0151, -0.0571,    -0.1021, -0.0359, -0.1117,    00.0046, -0.0056, 00.0010,    
 0002.788818, 000026,    00.9968, -0.0531, -0.0152, -0.0575,    -0.1033, -0.0362, -0.1125,    00.0211, -0.0074, -0.0027,    
 0002.798828, 000027,    00.9968, -0.0535, -0.0154, -0.0579,    -0.1043, -0.0365, -0.1132,    00.0322, -0.0119, -0.0042,    
 0002.808838, 000019,    00.9967, -0.0540, -0.0156, -0.0583,    -0.1052, -0.0369, -0.1141,    00.0305, -0.0233, -0.0054,    
 0002.818848, 000028,    00.9967, -0.0546, -0.0159, -0.0588,    -0.1061, -0.0375, -0.1149,    00.0156, -0.0298, -0.0037,    
 0002.828857, 000031,    00.9966, -0.0552, -0.0162, -0.0592,    -0.1072, -0.0381, -0.1157,    -0.0012, -0.0286, -0.0037,    
 0002.838867, 000019,    00.9965, -0.0558, -0.0164, -0.0596,    -0.1083, -0.0388, -0.1166,    00.0058, -0.0168, -0.0046,    
 0002.848877, 000020,    00.9965, -0.0563, -0.0167, -0.0600,    -0.1095, -0.0394, -0.1173,    00.0212, -0.0144, -0.0071,    
 0002.858887, 000026,    00.9964, -0.0568, -0.0169, -0.0604,    -0.1105, -0.0400, -0.1181,    00.0342, -0.0175, 00.0011,    
 0002.868896, 000019,    00.9964, -0.0573, -0.0171, -0.0607,    -0.1114, -0.0405, -0.1187,    00.0254, -0.0260, 00.0064,    
 0002.878906, 000018,    00.9963, -0.0579, -0.0175, -0.0609,    -0.1125, -0.0410, -0.1193,    00.0028, -0.0294, 00.0149,    
 0002.888916, 000020,    00.9962, -0.0586, -0.0176, -0.0612,    -0.1137, -0.0419, -0.1197,    -0.0059, -0.0238, 00.0155,    
 0002.898926, 000026,    00.9962, -0.0593, -0.0180, -0.0614,    -0.1151, -0.0423, -0.1202,    00.0038, -0.0186, 00.0069,    
 0002.908936, 000019,    00.9961, -0.0599, -0.0183, -0.0618,    -0.1163, -0.0431, -0.1207,    00.0052, -0.0153, -0.0022,    
 0002.918945, 000026,    00.9961, -0.0606, -0.0183, -0.0621,    -0.1174, -0.0439, -0.1213,    -0.0025, -0.0070, -0.0071,    
 0002.928955, 000032,    00.9960, -0.0612, -0.0186, -0.0625,    -0.1188, -0.0440, -0.1220,    -0.0049, 00.0031, -0.0097,    
 0002.938965, 000018,    00.9959, -0.0619, -0.0185, -0.0628,    -0.1201, -0.0447, -0.1226,    00.0044, 00.0181, -0.0059,    
 0002.948975, 000026,    00.9959, -0.0624, -0.0184, -0.0631,    -0.1214, -0.0447, -0.1232,    00.0290, 00.0227, 00.0004,    
 0002.958984, 000028,    00.9958, -0.0629, -0.0186, -0.0634,    -0.1225, -0.0445, -0.1238,    00.0405, 00.0128, 00.0076,    
 0002.968994, 000019,    00.9958, -0.0634, -0.0187, -0.0637,    -0.1233, -0.0450, -0.1244,    00.0267, -0.0022, 00.0145,    
 0002.979004, 000020,    00.9957, -0.0640, -0.0188, -0.0640,    -0.1243, -0.0453, -0.1250,    00.0071, -0.0183, 00.0150,    
 0002.988770, 000018,    00.9957, -0.0646, -0.0191, -0.0643,    -0.1255, -0.0456, -0.1255,    -0.0031, -0.0207, 00.0061,    
 0002.998779, 000029,    00.9956, -0.0653, -0.0193, -0.0647,    -0.1267, -0.0463, -0.1261,    -0.0070, -0.0096, -0.0023,    
 0003.008789, 000025,    00.9955, -0.0660, -0.0194, -0.0650,    -0.1281, -0.0469, -0.1267,    00.0027, 00.0015, -0.0062,    
 0003.018799, 000019,    00.9954, -0.0666, -0.0195, -0.0654,    -0.1294, -0.0473, -0.1274,    00.0188, 00.0099, -0.0052,    
 0003.028809, 000031,    00.9954, -0.0671, -0.0197, -0.0657,    -0.1305, -0.0475, -0.1280,    00.0212, 00.0128, -0.0033,    
 0003.038818, 000019,    00.9953, -0.0676, -0.0198, -0.0660,    -0.1314, -0.0481, -0.1287,    00.0285, 00.0121, 00.0005,    
 0003.048828, 000021,    00.9953, -0.0681, -0.0200, -0.0663,    -0.1325, -0.0483, -0.1292,    00.0285, -0.0104, 00.0049,    
 0003.058838, 000021,    00.9952, -0.0687, -0.0203, -0.0665,    -0.1335, -0.0488, -0.1297,    00.0179, -0.0280, 00.0127,    
 0003.068848, 000025,    00.9951, -0.0694, -0.0206, -0.0667,    -0.1346, -0.0496, -0.1301,    -0.0015, -0.0289, 00.0140,    
 0003.078857, 000028,    00.9951, -0.0701, -0.0209, -0.0669,    -0.1360, -0.0502, -0.1304,    -0.0085, -0.0224, 00.0095,    
 0003.088867, 000021,    00.9950, -0.0708, -0.0210, -0.0672,    -0.1373, -0.0510, -0.1308,    00.0058, -0.0096, 00.0042,    
 0003.098877, 000034,    00.9949, -0.0713, -0.0210, -0.0675,    -0.1387, -0.0513, -0.1312,    00.0282, 00.0094, -0.0117,    
 0003.108887, 000027,    00.9949, -0.0718, -0.0212, -0.0679,    -0.1398, -0.0515, -0.1319,    00.0384, 00.0180, -0.0150,    
 0003.118896, 000018,    00.9948, -0.0723, -0.0211, -0.0682,    -0.1407, -0.0519, -0.1325,    00.0340, 00.0159, -0.0127,    
 0003.128906, 000018,    00.9948, -0.0729, -0.0213, -0.0685,    -0.1417, -0.0519, -0.1331,    00.0280, 00.0152, -0.0087,    
 0003.138916, 000029,    00.9947, -0.0734, -0.0215, -0.0687,    -0.1427, -0.0523, -0.1337,    00.0229, 00.0059, 00.0034,    
 0003.148926, 000018,    00.9946, -0.0741, -0.0216, -0.0689,    -0.1438, -0.0528, -0.1341,    00.0137, -0.0102, 00.0151,    
 0003.158936, 000020,    00.9946, -0.0748, -0.0219, -0.0691,    -0.1450, -0.0533, -0.1344,    -0.0043, -0.0300, 00.0235,    
 0003.168945, 000026,    00.9945, -0.0755, -0.0222, -0.0692,    -0.1464, -0.0538, -0.1347,    -0.0220, -0.0286, 00.0189,    
 0003.178955, 000027,    00.9944, -0.0764, -0.0225, -0.0694,    -0.1479, -0.0547, -0.1349,    -0.0229, -0.0201, 00.0092,    
 0003.188965, 000018,    00.9943, -0.0771, -0.0226, -0.0697,    -0.1496, -0.0553, -0.1352,    -0.0051, -0.0040, 00.0009,    
 0003.198975, 000030,    00.9943, -0.0777, -0.0227, -0.0700,    -0.1509, -0.0557, -0.1357,    00.0148, 00.0125, -0.0108,    
 0003.208984, 000019,    00.9942, -0.0783, -0.0227, -0.0703,    -0.1522, -0.0561, -0.1362,    00.0233, 00.0272, -0.0119,    
 0003.218994, 000021,    00.9941, -0.0788, -0.0229, -0.0705,    -0.1533, -0.0562, -0.1368,    00.0233, 00.0196, -0.0092,    
 0003.229004, 000020,    00.9941, -0.0794, -0.0229, -0.0708,    -0.1544, -0.0566, -0.1373,    00.0255, 00.0097, -0.0070,    
 0003.238770, 000027,    00.9940, -0.0800, -0.0231, -0.0711,    -0.1555, -0.0568, -0.1378,    00.0201, -0.0103, -0.0005,    
 0003.248779, 000018,    00.9939, -0.0806, -0.0234, -0.0712,    -0.1567, -0.0573, -0.1382,    00.0108, -0.0204, 00.0054,    
 0003.258789, 000018,    00.9938, -0.0814, -0.0237, -0.0714,    -0.1579, -0.0580, -0.1385,    00.0038, -0.0253, 00.0130,    
 0003.268799, 000025,    00.9938, -0.0820, -0.0239, -0.0715,    -0.1593, -0.0587, -0.1387,    00.0061, -0.0283, 00.0098,    
 0003.278809, 000018,    00.9937, -0.0827, -0.0243, -0.0717,    -0.1606, -0.0594, -0.1389,    00.0084, -0.0257, 00.0010,    
 0003.288818, 000025,    00.9936, -0.0834, -0.0246, -0.0719,    -0.1619, -0.0601, -0.1392,    -0.0007, -0.0197, -0.0066,    
 0003.298828, 000030,    00.9935, -0.0842, -0.0248, -0.0722,    -0.1633, -0.0608, -0.1395,    -0.0106, 00.0005, -0.0107,    
 0003.308838, 000029,    00.9935, -0.0849, -0.0249, -0.0723,    -0.1647, -0.0614, -0.1399,    -0.0029, 00.0123, -0.0074,    
 0003.318848, 000018,    00.9934, -0.0855, -0.0249, -0.0725,    -0.1661, -0.0618, -0.1402,    00.0193, 00.0205, -0.0041,    
 0003.328857, 000018,    00.9933, -0.0860, -0.0251, -0.0727,    -0.1674, -0.0620, -0.1406,    00.0375, 00.0230, -0.0008,    
 0003.338867, 000029,    00.9933, -0.0865, -0.0251, -0.0730,    -0.1683, -0.0624, -0.1409,    00.0362, 00.0099, 00.0012,    
 0003.348877, 000025,    00.9932, -0.0871, -0.0254, -0.0731,    -0.1693, -0.0626, -0.1413,    00.0177, -0.0129, 00.0000,    
 0003.358887, 000020,    00.9931, -0.0878, -0.0257, -0.0733,    -0.1705, -0.0633, -0.1416,    00.0048, -0.0270, 00.0041,    
 0003.368896, 000024,    00.9930, -0.0885, -0.0262, -0.0734,    -0.1718, -0.0640, -0.1418,    00.0026, -0.0344, 00.0084,    
 0003.378906, 000020,    00.9929, -0.0892, -0.0265, -0.0735,    -0.1731, -0.0650, -0.1420,    00.0076, -0.0300, 00.0067,    
 0003.388916, 000018,    00.9929, -0.0899, -0.0268, -0.0736,    -0.1745, -0.0658, -0.1420,    00.0065, -0.0264, 00.0029,    
 0003.398926, 000027,    00.9928, -0.0906, -0.0271, -0.0738,    -0.1758, -0.0665, -0.1422,    00.0015, -0.0138, -0.0014,    
 0003.408936, 000030,    00.9927, -0.0913, -0.0273, -0.0739,    -0.1772, -0.0672, -0.1423,    00.0072, -0.0049, -0.0064,    
 0003.418945, 000018,    00.9926, -0.0919, -0.0275, -0.0741,    -0.1785, -0.0677, -0.1426,    00.0137, 00.0042, -0.0071,    
 0003.428955, 000028,    00.9925, -0.0925, -0.0276, -0.0743,    -0.1797, -0.0683, -0.1429,    00.0165, 00.0063, -0.0039,    
 0003.438965, 000018,    00.9925, -0.0931, -0.0279, -0.0744,    -0.1810, -0.0687, -0.1432,    00.0298, 00.0010, 00.0015,    
 0003.448975, 000027,    00.9924, -0.0936, -0.0280, -0.0745,    -0.1820, -0.0692, -0.1433,    00.0402, -0.0093, 00.0044,    
 0003.458984, 000020,    00.9924, -0.0942, -0.0283, -0.0746,    -0.1831, -0.0696, -0.1435,    00.0272, -0.0156, 00.0049,    
 0003.468994, 000018,    00.9923, -0.0949, -0.0286, -0.0747,    -0.1842, -0.0703, -0.1435,    00.0057, -0.0125, 00.0056,    
 0003.479004, 000020,    00.9922, -0.0956, -0.0288, -0.0748,    -0.1856, -0.0709, -0.1436,    00.0005, -0.0024, 00.0034,    
 0003.488770, 000018,    00.9921, -0.0963, -0.0290, -0.0750,    -0.1869, -0.0715, -0.1438,    00.0040, 00.0074, -0.0039,    
