 Atime,       Adur,    Aperc, A,    Arx1,   Ary1,   Arz1,    Aax1,   Aay1,   Aaz1,
 0003.196045, 000983,  0.098, _,    -00201, -00013, 008361,    -00193.09, -00012.55, 008364.22,    
 0003.206055, 000985,  0.099, _,    -00190, 000002, 008373,    -00191.92, -00008.22, 008366.12,    
 0003.216034, 000987,  0.099, _,    -00176, -00016, 008418,    -00189.09, -00010.00, 008376.64,    
 0003.226044, 000990,  0.099, _,    -00202, -00020, 008364,    -00190.89, -00011.70, 008376.19,    
 0003.236053, 000988,  0.099, _,    -00209, -00017, 008327,    -00195.94, -00013.02, 008363.89,    
 0003.246063, 000986,  0.099, _,    -00157, -00031, 008321,    -00187.59, -00016.66, 008354.45,    
 0003.256042, 000985,  0.099, _,    -00230, -00010, 008377,    -00194.98, -00016.00, 008357.39,    
 0003.266052, 000984,  0.098, _,    -00199, -00029, 008455,    -00198.25, -00017.98, 008379.12,    
 0003.276062, 000985,  0.099, _,    -00202, 000032, 008350,    -00197.36, -00009.36, 008375.62,    
 0003.286041, 000986,  0.099, _,    -00212, 000043, 008453,    -00201.91, 000004.56, 008388.59,    
 0003.296051, 000986,  0.099, _,    -00204, 000006, 008332,    -00201.77, 000004.42, 008383.05,    
 0003.306061, 000984,  0.098, _,    -00207, -00031, 008374,    -00203.83, -00002.30, 008375.06,    
 0003.316040, 000985,  0.099, _,    -00193, 000008, 008371,    -00201.28, -00001.61, 008379.02,    
 0003.326050, 000986,  0.099, _,    -00222, -00002, 008389,    -00205.47, 000000.06, 008376.83,    
 0003.336060, 000985,  0.099, _,    -00199, -00013, 008321,    -00205.33, -00003.81, 008369.02,    
 0003.346039, 000985,  0.099, _,    -00210, -00009, 008370,    -00205.59, -00004.12, 008364.28,    
 0003.356049, 000986,  0.099, _,    -00200, -00024, 008373,    -00205.23, -00008.62, 008370.73,    
 0003.366058, 000984,  0.098, _,    -00192, 000019, 008437,    -00202.08, -00002.73, 008381.47,    
 0003.376038, 000989,  0.099, _,    -00168, -00040, 008335,    -00195.28, -00009.06, 008377.19,    
 0003.386047, 000985,  0.099, _,    -00188, -00002, 008343,    -00192.03, -00010.20, 008363.19,    
 0003.396057, 001003,  0.100, _,    -00201, -00044, 008379,    -00194.78, -00015.20, 008370.03,    
 0003.406036, 000990,  0.099, _,    -00199, -00027, 008360,    -00194.94, -00021.30, 008365.31,    
 0003.416046, 000992,  0.099, _,    -00168, 000014, 008307,    -00189.92, -00012.41, 008354.70,    
 0003.426056, 000989,  0.099, _,    -00202, -00035, 008393,    -00190.61, -00017.25, 008358.97,    
 0003.436035, 000987,  0.099, _,    -00217, -00004, 008316,    -00197.64, -00015.39, 008354.30,    
 0003.446045, 000986,  0.099, _,    -00173, 000022, 008317,    -00192.05, -00006.98, 008341.70,    
 0003.456055, 000985,  0.099, _,    -00172, -00010, 008382,    -00187.02, -00006.78, 008352.30,    
 0003.466034, 000987,  0.099, _,    -00160, 000015, 008324,    -00181.09, -00003.09, 008345.70,    
 0003.476044, 000986,  0.099, _,    -00162, -00049, 008375,    -00176.25, -00010.83, 008350.64,    
 0003.486053, 000986,  0.099, _,    -00173, -00013, 008344,    -00175.42, -00014.42, 008350.25,    
 0003.496063, 000985,  0.099, _,    -00196, -00010, 008342,    -00179.34, -00010.94, 008346.69,    
 0003.506042, 000984,  0.098, _,    -00169, -00006, 008358,    -00178.05, -00011.53, 008350.31,    
 0003.516052, 000984,  0.098, _,    -00197, -00023, 008336,    -00180.62, -00012.28, 008346.67,    
 0003.526062, 000985,  0.099, _,    -00213, -00018, 008318,    -00188.61, -00014.70, 008340.33,    
 0003.536041, 000985,  0.099, _,    -00228, -00003, 008394,    -00196.58, -00011.52, 008350.66,    
 0003.546051, 000986,  0.099, _,    -00139, -00002, 008342,    -00186.48, -00009.86, 008351.59,    
 0003.556061, 000985,  0.099, _,    -00192, 000005, 008314,    -00183.70, -00006.23, 008341.39,    
 0003.566040, 000986,  0.099, _,    -00161, -00003, 008361,    -00182.38, -00006.03, 008346.52,    
 0003.576050, 000985,  0.099, _,    -00165, 000028, 008383,    -00175.77, 000001.20, 008353.64,    
 0003.586060, 000986,  0.099, _,    -00177, -00023, 008345,    -00178.12, -00002.52, 008353.52,    
 0003.596039, 000988,  0.099, _,    -00168, -00024, 008348,    -00174.56, -00008.44, 008350.80,    
 0003.606049, 000985,  0.099, _,    -00196, 000000, 008334,    -00179.98, -00005.86, 008348.14,    
 0003.616058, 000985,  0.099, _,    -00152, -00022, 008385,    -00174.30, -00009.36, 008354.64,    
 0003.626038, 000988,  0.099, _,    -00217, -00034, 008357,    -00181.59, -00014.69, 008357.70,    
 0003.636047, 000989,  0.099, _,    -00191, 000003, 008363,    -00185.84, -00011.78, 008356.77,    
 0003.646057, 000986,  0.099, _,    -00211, 000008, 008390,    -00189.02, -00006.42, 008365.70,    
 0003.656036, 000986,  0.099, _,    -00182, -00003, 008383,    -00189.55, -00005.95, 008369.17,    
 0003.666046, 000986,  0.099, _,    -00213, 000012, 008382,    -00192.58, -00002.11, 008372.75,    
 0003.676056, 000985,  0.099, _,    -00167, -00029, 008366,    -00190.38, -00007.36, 008371.80,    
 0003.686035, 000987,  0.099, _,    -00199, -00026, 008334,    -00189.14, -00012.48, 008364.11,    
 0003.696045, 000987,  0.099, _,    -00192, -00035, 008376,    -00193.02, -00017.00, 008365.16,    
 0003.706055, 000985,  0.099, _,    -00219, 000001, 008399,    -00196.16, -00014.69, 008373.83,    
 0003.716034, 000985,  0.099, _,    -00174, -00011, 008362,    -00195.00, -00012.06, 008371.73,    
 0003.726044, 000986,  0.099, _,    -00215, -00028, 008398,    -00195.83, -00016.58, 008376.92,    
 0003.736053, 000985,  0.099, _,    -00188, 000021, 008370,    -00198.00, -00008.56, 008377.06,    
 0003.746033, 000987,  0.099, _,    -00172, 000047, 008365,    -00189.64, 000004.16, 008373.33,    
 0003.756042, 000985,  0.099, _,    -00173, -00023, 008370,    -00187.50, -00000.09, 008373.48,    
 0003.766052, 000986,  0.099, _,    -00204, -00009, 008365,    -00188.84, -00004.22, 008370.70,    
 0003.776062, 000985,  0.099, _,    -00195, -00015, 008373,    -00192.23, -00005.06, 008371.33,    
 0003.786041, 000986,  0.099, _,    -00219, 000019, 008335,    -00196.14, -00001.62, 008363.89,    
 0003.796051, 000985,  0.099, _,    -00184, 000017, 008357,    -00195.97, 000004.59, 008361.11,    
 0003.806061, 001002,  0.100, _,    -00212, -00032, 008392,    -00197.09, -00003.61, 008368.38,    
 0003.816040, 000989,  0.099, _,    -00208, 000013, 008359,    -00201.77, -00000.48, 008367.05,    
 0003.826050, 000994,  0.099, _,    -00225, -00030, 008368,    -00204.80, -00005.00, 008365.91,    
 0003.836060, 000989,  0.099, _,    -00231, -00005, 008380,    -00212.39, -00007.16, 008369.44,    
 0003.846039, 000987,  0.099, _,    -00176, -00004, 008407,    -00204.55, -00004.88, 008376.89,    
 0003.856049, 000986,  0.099, _,    -00233, 000008, 008456,    -00209.64, -00003.73, 008394.45,    
 0003.866058, 000987,  0.099, _,    -00184, 000014, 008417,    -00206.80, 000000.94, 008401.22,    
 0003.876038, 000986,  0.099, _,    -00170, 000043, 008367,    -00197.17, 000009.20, 008393.92,    
 0003.886047, 000988,  0.099, _,    -00170, 000012, 008298,    -00192.12, 000012.02, 008374.23,    
 0003.896057, 000987,  0.099, _,    -00205, -00015, 008342,    -00193.17, 000005.16, 008364.77,    
 0003.906036, 000986,  0.099, _,    -00179, -00015, 008338,    -00191.88, 000001.31, 008360.77,    
 0003.916046, 000985,  0.099, _,    -00164, -00022, 008321,    -00184.19, -00004.64, 008350.67,    
 0003.926056, 000985,  0.099, _,    -00154, -00003, 008361,    -00178.19, -00004.05, 008352.36,    
 0003.936035, 000986,  0.099, _,    -00240, -00026, 008337,    -00188.70, -00008.50, 008349.56,    
 0003.946045, 000985,  0.099, _,    -00181, -00011, 008305,    -00190.59, -00009.86, 008339.53,    
 0003.956055, 000985,  0.099, _,    -00194, -00030, 008353,    -00187.25, -00013.14, 008340.38,    
 0003.966034, 000985,  0.099, _,    -00182, -00040, 008353,    -00188.98, -00020.14, 008343.23,    
 0003.976044, 000985,  0.099, _,    -00183, -00019, 008377,    -00185.12, -00020.31, 008348.20,    
 0003.986053, 000987,  0.099, _,    -00175, 000011, 008320,    -00184.83, -00014.52, 008343.59,    
 0003.996033, 000985,  0.099, _,    -00191, -00017, 008287,    -00184.31, -00014.36, 008329.27,    
 0004.006042, 000987,  0.099, _,    -00166, -00039, 008368,    -00182.31, -00020.83, 008337.36,    
 0004.016052, 000987,  0.099, _,    -00151, -00017, 008366,    -00173.91, -00020.14, 008344.95,    
 0004.026062, 000987,  0.099, _,    -00137, 000006, 008401,    -00166.84, -00014.69, 008355.94,    
 0004.036041, 000987,  0.099, _,    -00210, -00018, 008326,    -00173.69, -00014.41, 008352.53,    
 0004.046051, 000986,  0.099, _,    -00195, -00006, 008338,    -00181.27, -00013.77, 008346.69,    
 0004.056061, 000987,  0.099, _,    -00201, 000010, 008384,    -00183.00, -00007.83, 008356.42,    
 0004.066040, 000987,  0.099, _,    -00212, 000007, 008357,    -00190.81, -00004.38, 008356.95,    
 0004.076050, 000985,  0.099, _,    -00188, 000009, 008315,    -00189.86, -00000.92, 008348.33,    
 0004.086060, 000986,  0.099, _,    -00184, -00037, 008368,    -00189.08, -00007.83, 008350.55,    
 0004.096039, 000986,  0.099, _,    -00211, -00002, 008410,    -00193.06, -00008.02, 008364.94,    
 0004.106049, 000986,  0.099, _,    -00233, -00039, 008322,    -00202.52, -00012.84, 008357.28,    
 0004.116058, 000985,  0.099, _,    -00185, -00028, 008323,    -00199.89, -00018.30, 008348.80,    
 0004.126038, 000986,  0.099, _,    -00178, -00052, 008370,    -00194.81, -00023.69, 008353.09,    
 0004.136047, 000985,  0.099, _,    -00162, 000004, 008384,    -00188.72, -00020.48, 008359.98,    
 0004.146057, 000985,  0.099, _,    -00203, -00004, 008370,    -00190.88, -00014.36, 008362.52,    
 0004.156036, 000987,  0.099, _,    -00185, -00007, 008385,    -00191.17, -00014.73, 008366.75,    
 0004.166046, 000984,  0.098, _,    -00200, -00033, 008419,    -00191.08, -00016.91, 008378.94,    
 0004.176056, 000985,  0.099, _,    -00162, -00037, 008377,    -00186.78, -00023.45, 008380.02,    
 0004.186035, 000985,  0.099, _,    -00176, -00015, 008307,    -00182.00, -00021.03, 008364.38,    
 0004.196045, 000984,  0.098, _,    -00184, -00020, 008280,    -00183.86, -00021.67, 008345.38,    
 0004.206055, 000987,  0.099, _,    -00216, -00038, 008287,    -00188.97, -00024.55, 008331.92,    
 0004.216064, 001003,  0.100, _,    -00165, -00010, 008357,    -00186.02, -00022.66, 008335.41,    
 0004.226044, 000991,  0.099, _,    -00164, -00013, 008400,    -00178.36, -00019.11, 008350.16,    
 0004.236053, 000991,  0.099, _,    -00233, 000000, 008308,    -00190.80, -00015.75, 008342.86,    
 0004.246063, 000988,  0.099, _,    -00176, -00002, 008376,    -00189.03, -00011.50, 008346.83,    
 0004.256042, 000986,  0.099, _,    -00237, -00001, 008318,    -00197.53, -00009.98, 008343.97,    
 0004.266052, 000986,  0.099, _,    -00228, 000002, 008409,    -00206.61, -00006.81, 008352.83,    
 0004.276062, 000987,  0.099, _,    -00182, 000034, 008368,    -00200.69, 000001.48, 008360.86,    
 0004.286041, 000986,  0.099, _,    -00178, 000017, 008407,    -00196.41, 000006.62, 008365.62,    
 0004.296051, 000986,  0.099, _,    -00210, 000034, 008365,    -00198.47, 000011.97, 008370.64,    
 0004.306061, 000986,  0.099, _,    -00167, 000017, 008377,    -00193.61, 000015.09, 008368.97,    
 0004.316040, 000986,  0.099, _,    -00168, -00023, 008343,    -00186.30, 000006.67, 008368.17,    
 0004.326050, 000984,  0.098, _,    -00157, 000009, 008347,    -00180.98, 000007.14, 008360.73,    
 0004.336060, 000985,  0.099, _,    -00199, -00024, 008330,    -00182.83, 000001.58, 008357.00,    
 0004.346039, 000985,  0.099, _,    -00206, -00027, 008414,    -00190.14, -00005.73, 008365.08,    
 0004.356049, 000985,  0.099, _,    -00216, -00023, 008382,    -00193.84, -00009.03, 008373.88,    
 0004.366058, 000985,  0.099, _,    -00200, -00032, 008317,    -00196.70, -00014.64, 008359.25,    
 0004.376038, 000990,  0.099, _,    -00182, -00035, 008361,    -00192.39, -00019.16, 008360.12,    
 0004.386047, 000986,  0.099, _,    -00246, -00010, 008302,    -00203.22, -00018.27, 008347.81,    
 0004.396057, 000985,  0.099, _,    -00193, -00010, 008289,    -00203.11, -00016.44, 008333.28,    
 0004.406036, 000984,  0.098, _,    -00201, -00013, 008422,    -00201.06, -00016.62, 008349.94,    
 0004.416046, 000987,  0.099, _,    -00177, 000020, 008376,    -00197.64, -00009.22, 008358.66,    
 0004.426056, 000989,  0.099, _,    -00202, -00006, 008363,    -00196.91, -00007.94, 008357.58,    
 0004.436035, 000987,  0.099, _,    -00180, -00015, 008407,    -00195.80, -00009.89, 008369.56,    
 0004.446045, 000986,  0.099, _,    -00180, -00032, 008337,    -00190.67, -00014.22, 008363.59,    
 0004.456055, 000984,  0.098, _,    -00173, 000001, 008368,    -00188.09, -00012.19, 008363.12,    
 0004.466034, 000985,  0.099, _,    -00203, -00012, 008332,    -00189.33, -00010.36, 008357.89,    
 0004.476044, 000985,  0.099, _,    -00189, 000008, 008363,    -00191.00, -00007.67, 008355.92,    
 0004.486053, 000985,  0.099, _,    -00177, -00040, 008336,    -00186.23, -00012.31, 008354.83,    
 0004.496063, 000984,  0.098, _,    -00183, 000005, 008344,    -00186.28, -00011.11, 008350.34,    
 0004.506042, 000986,  0.099, _,    -00159, -00016, 008353,    -00179.47, -00009.22, 008352.72,    
 0004.516052, 000986,  0.099, _,    -00199, 000006, 008454,    -00182.73, -00008.72, 008372.80,    
 0004.526062, 000985,  0.099, _,    -00221, -00008, 008329,    -00191.45, -00006.05, 008368.39,    
 0004.536041, 000987,  0.099, _,    -00178, -00007, 008364,    -00189.30, -00008.52, 008361.41,    
 0004.546051, 000989,  0.099, _,    -00171, -00001, 008342,    -00184.64, -00005.31, 008362.00,    
 0004.556061, 000986,  0.099, _,    -00238, 000004, 008356,    -00195.56, -00004.30, 008356.06,    
 0004.566040, 000985,  0.099, _,    -00199, 000006, 008411,    -00198.55, -00000.81, 008370.67,    
 0004.576050, 000986,  0.099, _,    -00198, -00021, 008317,    -00197.09, -00005.47, 008359.20,    
 0004.586060, 000985,  0.099, _,    -00192, -00022, 008361,    -00197.20, -00009.05, 008358.16,    
 0004.596039, 000985,  0.099, _,    -00222, 000006, 008323,    -00201.19, -00006.45, 008352.80,    
 0004.606049, 000986,  0.099, _,    -00192, -00004, 008321,    -00201.81, -00004.80, 008343.94,    
 0004.616058, 000986,  0.099, _,    -00192, -00018, 008342,    -00198.00, -00008.12, 008344.03,    
 0004.626068, 001006,  0.101, _,    -00199, 000009, 008373,    -00199.59, -00004.75, 008348.95,    
 0004.636047, 000989,  0.099, _,    -00211, 000022, 008309,    -00201.25, 000001.45, 008341.61,    
 0004.646057, 000990,  0.099, _,    -00213, -00007, 008330,    -00204.73, 000000.25, 008336.27,    
 0004.656036, 000988,  0.099, _,    -00186, 000024, 008360,    -00200.50, 000004.44, 008342.92,    
 0004.666046, 000986,  0.099, _,    -00188, -00015, 008380,    -00197.94, 000001.91, 008349.41,    
 0004.676056, 000986,  0.099, _,    -00174, -00011, 008316,    -00192.58, -00002.50, 008344.73,    
 0004.686035, 000985,  0.099, _,    -00181, -00019, 008304,    -00189.34, -00004.83, 008332.59,    
 0004.696045, 000984,  0.098, _,    -00193, -00027, 008366,    -00190.08, -00010.75, 008340.38,    
 0004.706055, 000985,  0.099, _,    -00175, -00012, 008362,    -00186.91, -00010.52, 008345.55,    
 0004.716034, 000984,  0.098, _,    -00215, 000008, 008419,    -00191.77, -00007.17, 008360.78,    
 0004.726044, 000985,  0.099, _,    -00229, -00030, 008347,    -00200.81, -00010.94, 008360.86,    
 0004.736053, 000986,  0.099, _,    -00218, -00023, 008363,    -00204.61, -00015.06, 008359.03,    
 0004.746063, 000986,  0.099, _,    -00195, 000020, 008307,    -00203.09, -00007.30, 008350.89,    
 0004.756042, 000985,  0.099, _,    -00178, -00015, 008319,    -00197.19, -00008.62, 008340.86,    
 0004.766052, 000985,  0.099, _,    -00184, -00002, 008297,    -00194.03, -00008.17, 008333.78,    
 0004.776062, 000985,  0.099, _,    -00194, -00014, 008339,    -00193.95, -00008.80, 008331.33,    
 0004.786041, 000987,  0.099, _,    -00180, 000004, 008328,    -00191.34, -00007.11, 008333.17,    
 0004.796051, 000985,  0.099, _,    -00175, -00005, 008428,    -00187.48, -00005.14, 008350.12,    
 0004.806061, 000985,  0.099, _,    -00170, -00047, 008347,    -00184.09, -00014.58, 008355.64,    
 0004.816040, 000987,  0.099, _,    -00192, -00013, 008363,    -00184.98, -00015.05, 008352.14,    
 0004.826050, 000990,  0.099, _,    -00195, 000007, 008349,    -00187.77, -00009.73, 008355.39,    
 0004.836060, 000986,  0.099, _,    -00159, 000022, 008410,    -00181.25, -00003.11, 008362.45,    
 0004.846039, 000986,  0.099, _,    -00187, 000014, 008376,    -00180.91, 000001.45, 008370.19,    
 0004.856049, 000986,  0.099, _,    -00172, -00014, 008359,    -00179.73, -00001.53, 008364.73,    
 0004.866058, 000985,  0.099, _,    -00214, -00028, 008348,    -00185.41, -00007.52, 008364.28,    
 0004.876038, 000987,  0.099, _,    -00165, -00030, 008369,    -00183.48, -00012.61, 008363.66,    
 0004.886047, 000987,  0.099, _,    -00208, -00032, 008355,    -00185.81, -00017.09, 008364.86,    
 0004.896057, 000986,  0.099, _,    -00168, -00015, 008420,    -00185.25, -00017.33, 008374.05,    
 0004.906036, 000988,  0.099, _,    -00246, -00017, 008400,    -00194.58, -00016.84, 008383.50,    
 0004.916046, 000986,  0.099, _,    -00187, -00037, 008409,    -00198.11, -00021.41, 008386.48,    
 0004.926056, 000985,  0.099, _,    -00189, -00040, 008329,    -00192.22, -00025.42, 008377.80,    
 0004.936035, 000986,  0.099, _,    -00200, -00029, 008324,    -00197.03, -00026.70, 008362.75,    
 0004.946045, 000985,  0.099, _,    -00184, -00019, 008343,    -00192.30, -00025.53, 008360.11,    
 0004.956055, 000985,  0.099, _,    -00210, -00039, 008357,    -00197.56, -00028.64, 008357.23,    
 0004.966034, 000986,  0.099, _,    -00192, -00002, 008368,    -00196.12, -00024.44, 008360.41,    
 0004.976044, 000986,  0.099, _,    -00188, 000006, 008390,    -00194.80, -00016.73, 008365.83,    
 0004.986053, 000985,  0.099, _,    -00187, 000005, 008387,    -00192.81, -00012.22, 008372.09,    
 0004.996063, 000985,  0.099, _,    -00201, -00045, 008425,    -00194.73, -00017.81, 008382.38,    
 0005.006042, 000987,  0.099, _,    -00160, -00027, 008394,    -00187.83, -00021.61, 008387.27,    
 0005.016052, 000985,  0.099, _,    -00204, -00031, 008385,    -00189.52, -00022.19, 008384.81,    
 0005.026062, 000992,  0.099, _,    -00184, -00019, 008322,    -00189.95, -00022.92, 008373.05,    
 0005.036041, 001004,  0.100, _,    -00205, -00009, 008348,    -00191.03, -00018.77, 008364.52,    
 0005.046051, 000990,  0.099, _,    -00225, 000032, 008369,    -00200.19, -00008.72, 008367.50,    
 0005.056061, 000991,  0.099, _,    -00173, -00004, 008412,    -00194.12, -00005.00, 008375.94,    
 0005.066040, 000987,  0.099, _,    -00183, -00007, 008334,    -00191.30, -00006.94, 008370.39,    
 0005.076050, 000987,  0.099, _,    -00187, -00012, 008331,    -00190.42, -00006.45, 008358.78,    
 0005.086060, 000986,  0.099, _,    -00185, -00020, 008323,    -00188.98, -00010.50, 008352.98,    
 0005.096039, 000987,  0.099, _,    -00240, -00017, 008331,    -00199.34, -00011.45, 008345.42,    
 0005.106049, 000984,  0.098, _,    -00173, -00018, 008388,    -00196.12, -00013.58, 008354.58,    
 0005.116058, 000986,  0.099, _,    -00213, 000002, 008348,    -00196.94, -00009.83, 008352.92,    
 0005.126038, 000985,  0.099, _,    -00181, -00009, 008398,    -00196.91, -00008.88, 008360.92,    
 0005.136047, 001010,  0.101, _,    -00211, -00042, 008354,    -00196.94, -00015.70, 008361.89,    
 0005.146057, 001013,  0.101, _,    -00187, 000002, 008410,    -00197.64, -00013.22, 008369.78,    
 0005.156036, 000990,  0.099, _,    -00204, 000032, 008303,    -00196.28, -00002.61, 008359.97,    
 0005.166046, 000986,  0.099, _,    -00197, 000019, 008327,    -00198.53, 000002.00, 008347.55,    
 0005.176056, 000986,  0.099, _,    -00207, 000015, 008341,    -00198.72, 000004.97, 008348.89,    
 0005.186035, 000987,  0.099, _,    -00162, 000012, 008356,    -00193.36, 000006.81, 008347.67,    
 0005.196045, 000985,  0.099, _,    -00164, 000040, 008370,    -00184.34, 000014.00, 008355.14,    
 0005.206055, 000986,  0.099, _,    -00202, -00051, 008377,    -00189.22, 000002.48, 008358.44,    
 0005.216034, 000984,  0.098, _,    -00159, 000018, 008409,    -00182.25, 000002.20, 008371.02,    
 0005.226044, 000992,  0.099, _,    -00208, -00027, 008375,    -00186.52, -00000.06, 008372.14,    
 0005.236053, 000989,  0.099, _,    -00185, 000000, 008351,    -00187.70, -00003.69, 008367.78,    
 0005.246063, 000991,  0.099, _,    -00183, 000007, 008338,    -00185.27, 000001.67, 008360.61,    
 0005.256042, 000986,  0.099, _,    -00189, -00032, 008309,    -00186.91, -00007.00, 008349.62,    
 0005.266052, 000985,  0.099, _,    -00227, -00063, 008426,    -00194.12, -00018.00, 008363.31,    
 0005.276062, 000986,  0.099, _,    -00232, 000010, 008391,    -00203.86, -00015.39, 008373.52,    
 0005.286041, 000986,  0.099, _,    -00172, 000000, 008381,    -00197.22, -00009.64, 008373.50,    
 0005.296051, 000986,  0.099, _,    -00173, -00018, 008309,    -00191.31, -00013.72, 008362.77,    
 0005.306061, 000986,  0.099, _,    -00208, -00043, 008353,    -00194.83, -00018.69, 008356.86,    
 0005.316040, 000985,  0.099, _,    -00207, -00011, 008400,    -00198.64, -00019.89, 008368.33,    
 0005.326050, 000984,  0.098, _,    -00168, -00023, 008376,    -00192.09, -00018.12, 008368.92,    
 0005.336060, 000986,  0.099, _,    -00189, -00026, 008364,    -00190.62, -00021.80, 008368.20,    
 0005.346039, 000984,  0.098, _,    -00228, 000023, 008395,    -00199.03, -00012.02, 008372.81,    
 0005.356049, 000983,  0.098, _,    -00157, -00010, 008371,    -00191.58, -00010.59, 008374.91,    
 0005.366058, 000985,  0.099, _,    -00179, 000017, 008293,    -00186.66, -00005.64, 008357.02,    
 0005.376038, 000987,  0.099, _,    -00176, 000005, 008424,    -00185.53, -00001.66, 008368.83,    
 0005.386047, 000987,  0.099, _,    -00202, -00016, 008379,    -00187.16, -00004.94, 008374.53,    
 0005.396057, 000987,  0.099, _,    -00186, -00019, 008318,    -00188.36, -00007.61, 008360.05,    
 0005.406036, 000987,  0.099, _,    -00210, -00030, 008391,    -00191.16, -00012.94, 008366.44,    
 0005.416046, 000986,  0.099, _,    -00179, 000017, 008342,    -00190.94, -00007.06, 008362.83,    
 0005.426056, 000989,  0.099, _,    -00151, -00020, 008372,    -00180.70, -00007.89, 008363.36,    
 0005.436035, 000988,  0.099, _,    -00231, -00015, 008377,    -00190.78, -00010.80, 008367.33,    
 0005.446045, 001018,  0.102, _,    -00198, 000001, 008347,    -00194.06, -00007.39, 008361.95,    
 0005.456055, 000988,  0.099, _,    -00183, -00009, 008349,    -00190.83, -00007.77, 008359.31,    
 0005.466064, 000989,  0.099, _,    -00206, 000042, 008339,    -00194.05, 000002.19, 008354.73,    
 0005.476044, 000986,  0.099, _,    -00185, -00020, 008335,    -00192.80, -00000.62, 008349.77,    
 0005.486053, 000986,  0.099, _,    -00204, -00015, 008360,    -00194.91, -00005.92, 008351.91,    
 0005.496063, 000990,  0.099, _,    -00189, -00023, 008369,    -00194.59, -00008.19, 008355.61,    
 0005.506042, 000986,  0.099, _,    -00180, -00012, 008385,    -00190.58, -00010.42, 008361.11,    
 0005.516052, 000986,  0.099, _,    -00226, 000032, 008361,    -00198.02, -00000.64, 008362.80,    
 0005.526062, 000984,  0.098, _,    -00179, -00009, 008393,    -00195.58, -00001.38, 008367.73,    
 0005.536041, 000985,  0.099, _,    -00170, -00049, 008293,    -00188.55, -00012.02, 008354.59,    
 0005.546051, 000986,  0.099, _,    -00167, -00007, 008356,    -00185.00, -00012.06, 008350.38,    
 0005.556061, 000984,  0.098, _,    -00208, -00008, 008296,    -00188.11, -00009.95, 008342.58,    
 0005.566040, 000985,  0.099, _,    -00182, -00022, 008357,    -00188.52, -00013.52, 008340.48,    
 0005.576050, 000984,  0.098, _,    -00172, -00018, 008361,    -00183.47, -00014.44, 008349.22,    
 0005.586060, 000986,  0.099, _,    -00167, -00027, 008384,    -00180.53, -00017.83, 008353.42,    
 0005.596039, 000985,  0.099, _,    -00191, -00032, 008397,    -00181.45, -00020.84, 008366.19,    
 0005.606049, 000986,  0.099, _,    -00175, 000001, 008277,    -00181.41, -00016.72, 008346.81,    
 0005.616058, 000984,  0.098, _,    -00187, -00025, 008415,    -00180.77, -00017.58, 008357.94,    
 0005.626038, 000990,  0.099, _,    -00148, 000030, 008385,    -00175.42, -00009.17, 008367.62,    
 0005.636047, 000987,  0.099, _,    -00184, 000014, 008375,    -00174.42, -00001.92, 008366.64,    
 0005.646057, 000986,  0.099, _,    -00159, -00029, 008326,    -00173.48, -00008.77, 008360.52,    
 0005.656036, 000986,  0.099, _,    -00186, 000009, 008405,    -00173.56, -00004.69, 008366.78,    
 0005.666046, 000986,  0.099, _,    -00235, -00001, 008307,    -00188.41, -00003.19, 008359.83,    
 0005.676056, 000985,  0.099, _,    -00188, -00027, 008289,    -00188.67, -00008.34, 008339.88,    
 0005.686035, 000986,  0.099, _,    -00176, -00001, 008406,    -00185.80, -00007.30, 008355.14,    
 0005.696045, 000984,  0.098, _,    -00198, 000023, 008359,    -00188.27, -00000.20, 008356.45,    
 0005.706055, 000985,  0.099, _,    -00194, -00025, 008313,    -00190.28, -00004.31, 008347.39,    
 0005.716034, 000985,  0.099, _,    -00187, 000010, 008348,    -00189.39, -00002.42, 008345.28,    
 0005.726044, 000986,  0.099, _,    -00199, -00033, 008276,    -00191.53, -00007.12, 008332.83,    
 0005.736053, 000986,  0.099, _,    -00142, 000001, 008369,    -00181.91, -00007.91, 008336.06,    
 0005.746063, 000986,  0.099, _,    -00211, -00032, 008325,    -00186.16, -00010.62, 008337.25,    
 0005.756042, 000987,  0.099, _,    -00165, -00005, 008353,    -00184.91, -00012.84, 008335.89,    
 0005.766052, 000987,  0.099, _,    -00225, -00012, 008358,    -00189.83, -00009.97, 008344.27,    
 0005.776062, 000985,  0.099, _,    -00224, -00035, 008369,    -00201.00, -00017.12, 008347.02,    
 0005.786041, 000985,  0.099, _,    -00179, -00032, 008355,    -00194.22, -00019.73, 008351.27,    
 0005.796051, 000985,  0.099, _,    -00227, 000004, 008347,    -00201.70, -00016.08, 008349.28,    
 0005.806061, 000985,  0.099, _,    -00194, 000013, 008348,    -00201.09, -00008.45, 008349.75,    
 0005.816040, 000985,  0.099, _,    -00195, -00009, 008362,    -00199.08, -00009.33, 008351.03,    
 0005.826050, 000990,  0.099, _,    -00194, -00015, 008331,    -00198.47, -00010.11, 008348.97,    
 0005.836060, 000989,  0.099, _,    -00177, -00017, 008340,    -00193.83, -00012.05, 008345.23,    
 0005.846039, 000987,  0.099, _,    -00178, 000001, 008329,    -00190.22, -00009.08, 008343.81,    
 0005.856049, 001002,  0.100, _,    -00190, -00010, 008324,    -00190.45, -00008.88, 008338.20,    
 0005.866058, 000990,  0.099, _,    -00220, 000026, 008287,    -00196.47, -00002.19, 008328.19,    
