 Gtime,       Gdur,      Grx1,   Gry1,   Grz1,      Gax1,      Gay1,      Gaz1          Gcx1,    Gcy1,    Gcz1   
 0000.934570, 000729,    -00004, 000077, -00009,    -00000.08, 000001.51, -00000.18,    00.0004, -0.0000, 00.0000,    
 0001.134766, 000583,    000084, 000175, 000048,    000001.57, 000004.91, 000000.77,    00.0013, 00.0004, -0.0002,    
 0001.135742, 000544,    000089, 000162, 000042,    000003.28, 000007.99, 000001.58,    00.0021, 00.0009, -0.0004,    
 0001.136719, 000541,    000097, 000157, 000038,    000005.12, 000010.91, 000002.29,    00.0029, 00.0014, -0.0006,    
 0001.137695, 000541,    000109, 000153, 000034,    000007.16, 000013.70, 000002.91,    00.0036, 00.0019, -0.0008,    
 0001.138672, 000547,    000117, 000147, 000028,    000009.31, 000016.31, 000003.40,    00.0043, 00.0025, -0.0009,    
 0001.139648, 000559,    000119, 000140, 000019,    000011.46, 000018.74, 000003.71,    00.0050, 00.0031, -0.0010,    
 0001.140625, 000541,    000117, 000132, 000015,    000013.53, 000020.96, 000003.93,    00.0056, 00.0036, -0.0010,    
 0001.141602, 000541,    000123, 000117, 000016,    000015.68, 000022.84, 000004.17,    00.0061, 00.0042, -0.0011,    
 0001.142578, 000854,    000133, 000106, 000014,    000014.70, 000087.64, -00003.02,    00.0233, 00.0039, 00.0008,    
 0001.143555, 000541,    000143, 000102, 000004,    000089.40, 000168.32, 000043.88,    00.0448, 00.0238, -0.0117,    
 0001.144775, 000533,    000145, 000094, -00007,    000094.60, 000156.19, 000037.96,    00.0416, 00.0252, -0.0101,    
 0001.145752, 000540,    000144, 000079, -00017,    000102.13, 000150.58, 000033.60,    00.0401, 00.0272, -0.0089,    
 0001.146729, 000540,    000144, 000060, -00022,    000112.79, 000145.52, 000029.23,    00.0388, 00.0300, -0.0078,    
 0001.147705, 000540,    000146, 000049, -00025,    000120.01, 000138.71, 000023.24,    00.0369, 00.0320, -0.0062,    
 0001.148682, 000540,    000151, 000040, -00030,    000122.26, 000131.03, 000014.81,    00.0349, 00.0326, -0.0039,    
 0001.149658, 000551,    000157, 000027, -00037,    000121.30, 000122.43, 000010.52,    00.0326, 00.0323, -0.0028,    
 0001.150635, 000541,    000159, 000017, -00041,    000126.96, 000108.05, 000010.33,    00.0288, 00.0338, -0.0027,    
 0001.151611, 000542,    000158, 000008, -00043,    000135.77, 000097.07, 000007.64,    00.0259, 00.0362, -0.0020,    
 0001.152588, 000854,    000153, 000000, -00047,    000144.31, 000091.88, -00001.64,    00.0245, 00.0384, 00.0004,    
 0001.153564, 000540,    000148, -00011, -00051,    000146.02, 000083.30, -00011.63,    00.0222, 00.0389, 00.0031,    
 0001.154541, 000540,    000149, -00017, -00056,    000145.26, 000069.03, -00020.70,    00.0184, 00.0387, 00.0055,    
 0001.155762, 000541,    000147, -00020, -00060,    000145.30, 000051.70, -00025.57,    00.0138, 00.0387, 00.0068,    
 0001.156738, 000540,    000144, -00022, -00063,    000146.91, 000041.23, -00028.77,    00.0110, 00.0391, 00.0077,    
 0001.157715, 000540,    000141, -00026, -00068,    000150.90, 000032.53, -00033.64,    00.0087, 00.0402, 00.0090,    
 0001.158691, 000541,    000136, -00030, -00072,    000155.53, 000020.64, -00040.13,    00.0055, 00.0414, 00.0107,    
 0001.159668, 000550,    000127, -00034, -00077,    000156.61, 000011.36, -00044.14,    00.0030, 00.0417, 00.0118,    
 0001.160645, 000569,    000119, -00035, -00080,    000155.05, 000003.07, -00046.48,    00.0008, 00.0413, 00.0124,    
 0001.161621, 000542,    000114, -00031, -00081,    000150.14, -00004.16, -00050.44,    -0.0011, 00.0400, 00.0134,    
 0001.162598, 000851,    000108, -00030, -00088,    000145.22, -00013.69, -00054.46,    -0.0036, 00.0387, 00.0145,    
 0001.163574, 000541,    000099, -00034, -00094,    000145.13, -00019.01, -00059.33,    -0.0051, 00.0387, 00.0158,    
