 Ctime,       Cdur,      N1,     N2,     N3,     N4,       XX,   XX,   
 0001.244019, 000008,    -1.000, -1.000, -1.000, -1.000,    
 0001.444031, 000032,    -1.000, -1.000, -1.000, -1.000,    
 0001.454132, 000005,    -1.000, -1.000, -1.000, -1.000,    
 0001.464035, 000005,    -1.000, -1.000, -1.000, -1.000,    
 0001.474030, 000029,    -1.000, -1.000, -1.000, -1.000,    
 0001.484039, 000005,    -1.000, -1.000, -1.000, -1.000,    
 0001.494034, 000005,    -1.000, -1.000, -1.000, -1.000,    
 0001.504028, 000005,    -1.000, -1.000, -1.000, -1.000,    
 0001.514038, 000005,    -1.000, -1.000, -1.000, -1.000,    
 0001.524033, 000005,    -1.000, -1.000, -1.000, -1.000,    
 0001.534027, 000005,    -1.000, -1.000, -1.000, -1.000,    
 0001.544037, 000005,    -1.000, -1.000, -1.000, -1.000,    
 0001.554031, 000005,    -1.000, -1.000, -1.000, -1.000,    
 0001.564041, 000005,    -1.000, -1.000, -1.000, -1.000,    
 0001.574036, 000028,    -1.000, -1.000, -1.000, -1.000,    
 0001.584030, 000005,    -1.000, -1.000, -1.000, -1.000,    
 0001.594040, 000005,    -1.000, -1.000, -1.000, -1.000,    
 0001.604034, 000006,    -1.000, -1.000, -1.000, -1.000,    
 0001.614029, 000005,    -1.000, -1.000, -1.000, -1.000,    
 0001.624039, 000004,    -1.000, -1.000, -1.000, -1.000,    
 0001.634033, 000005,    -1.000, -1.000, -1.000, -1.000,    
 0001.644028, 000005,    -1.000, -1.000, -1.000, -1.000,    
 0001.654037, 000005,    -1.000, -1.000, -1.000, -1.000,    
 0001.664078, 000005,    -1.000, -1.000, -1.000, -1.000,    
 0001.674042, 000029,    -1.000, -1.000, -1.000, -1.000,    
 0001.684036, 000005,    -1.000, -1.000, -1.000, -1.000,    
 0001.694031, 000004,    -1.000, -1.000, -1.000, -1.000,    
 0001.704041, 000005,    -1.000, -1.000, -1.000, -1.000,    
