 Gtime,       Gdur,    Gperc, G,    Grx1,   Gry1,   Grz1,    Gax1,   Gay1,   Gaz1
 0003.173462, 000986,  0.099, _,    -00032, 000078, -00031,    -00034.14, 000077.20, -00029.50,    
 0003.183441, 000986,  0.099, _,    -00036, 000083, -00025,    -00034.28, 000078.47, -00029.08,    
 0003.193451, 000987,  0.099, _,    -00025, 000076, -00038,    -00032.62, 000078.17, -00030.22,    
 0003.203461, 000985,  0.099, _,    -00031, 000070, -00035,    -00031.70, 000076.22, -00032.02,    
 0003.213440, 000986,  0.099, _,    -00034, 000077, -00036,    -00032.58, 000076.30, -00032.30,    
 0003.223450, 000991,  0.099, _,    -00034, 000073, -00030,    -00032.58, 000075.69, -00032.33,    
 0003.233459, 000988,  0.099, _,    -00038, 000071, -00028,    -00033.86, 000074.53, -00030.86,    
 0003.243439, 000987,  0.099, _,    -00031, 000068, -00040,    -00033.22, 000073.20, -00032.92,    
 0003.253448, 000986,  0.099, _,    -00038, 000083, -00034,    -00034.03, 000074.86, -00033.30,    
 0003.263458, 000986,  0.099, _,    -00030, 000082, -00031,    -00033.55, 000076.88, -00032.78,    
 0003.273438, 000986,  0.099, _,    -00035, 000082, -00030,    -00033.42, 000077.70, -00032.23,    
 0003.283447, 000985,  0.099, _,    -00032, 000073, -00034,    -00033.50, 000077.08, -00032.69,    
 0003.293457, 000986,  0.099, _,    -00037, 000074, -00032,    -00033.89, 000075.98, -00032.73,    
 0003.303436, 000985,  0.099, _,    -00036, 000083, -00034,    -00034.75, 000077.64, -00032.88,    
 0003.313446, 000985,  0.099, _,    -00042, 000078, -00037,    -00036.05, 000077.77, -00033.83,    
 0003.323456, 000987,  0.099, _,    -00046, 000077, -00030,    -00038.64, 000077.64, -00033.06,    
 0003.333435, 000986,  0.099, _,    -00023, 000079, -00034,    -00035.48, 000077.95, -00033.11,    
 0003.343445, 000987,  0.099, _,    -00042, 000064, -00032,    -00036.25, 000075.28, -00033.03,    
 0003.353455, 000985,  0.099, _,    -00042, 000073, -00024,    -00038.12, 000074.28, -00031.08,    
 0003.363464, 000985,  0.099, _,    -00031, 000081, -00031,    -00036.41, 000076.05, -00030.77,    
 0003.373444, 000992,  0.099, _,    -00034, 000073, -00030,    -00035.92, 000075.30, -00030.73,    
 0003.383453, 000988,  0.099, _,    -00035, 000072, -00026,    -00035.67, 000074.47, -00029.61,    
 0003.393463, 000987,  0.099, _,    -00027, 000079, -00041,    -00034.03, 000075.27, -00031.86,    
 0003.403442, 000993,  0.099, _,    -00031, 000073, -00036,    -00033.05, 000075.03, -00033.16,    
 0003.413452, 001002,  0.100, _,    -00036, 000073, -00026,    -00033.75, 000074.38, -00031.47,    
 0003.423462, 000995,  0.100, _,    -00027, 000077, -00037,    -00032.27, 000074.91, -00032.48,    
 0003.433441, 000988,  0.099, _,    -00036, 000073, -00039,    -00032.77, 000074.45, -00034.03,    
 0003.443451, 000986,  0.099, _,    -00036, 000073, -00035,    -00033.56, 000074.12, -00034.30,    
 0003.453461, 000986,  0.099, _,    -00039, 000079, -00032,    -00034.59, 000075.06, -00033.88,    
 0003.463440, 000986,  0.099, _,    -00038, 000075, -00039,    -00035.58, 000075.31, -00034.81,    
 0003.473450, 000986,  0.099, _,    -00034, 000076, -00032,    -00035.02, 000075.36, -00034.69,    
 0003.483459, 000987,  0.099, _,    -00034, 000074, -00031,    -00034.91, 000075.17, -00033.69,    
 0003.493439, 000986,  0.099, _,    -00031, 000077, -00025,    -00034.08, 000075.38, -00032.03,    
 0003.503448, 000985,  0.099, _,    -00038, 000069, -00030,    -00034.78, 000074.34, -00031.23,    
 0003.513458, 000985,  0.099, _,    -00033, 000072, -00027,    -00034.70, 000073.41, -00030.61,    
 0003.523438, 000988,  0.099, _,    -00029, 000071, -00032,    -00033.38, 000073.14, -00030.41,    
 0003.533447, 000988,  0.099, _,    -00030, 000082, -00032,    -00032.64, 000074.67, -00031.11,    
 0003.543457, 000984,  0.098, _,    -00036, 000077, -00039,    -00033.27, 000075.70, -00032.42,    
 0003.553436, 000986,  0.099, _,    -00035, 000079, -00032,    -00033.81, 000076.00, -00032.77,    
 0003.563446, 000984,  0.098, _,    -00033, 000072, -00041,    -00033.47, 000075.66, -00033.97,    
 0003.573456, 000985,  0.099, _,    -00036, 000076, -00040,    -00033.98, 000075.20, -00035.86,    
 0003.583435, 000985,  0.099, _,    -00025, 000078, -00031,    -00032.17, 000076.19, -00034.56,    
 0003.593445, 000986,  0.099, _,    -00028, 000073, -00025,    -00030.94, 000075.30, -00032.70,    
 0003.603455, 000985,  0.099, _,    -00032, 000071, -00030,    -00031.23, 000074.50, -00031.78,    
 0003.613464, 000985,  0.099, _,    -00036, 000071, -00031,    -00032.11, 000073.58, -00031.94,    
 0003.623444, 000993,  0.099, _,    -00040, 000075, -00034,    -00033.92, 000073.97, -00032.19,    
 0003.633453, 000986,  0.099, _,    -00039, 000080, -00029,    -00035.06, 000075.23, -00031.81,    
 0003.643463, 000986,  0.099, _,    -00037, 000083, -00037,    -00035.64, 000077.03, -00032.55,    
 0003.653442, 000986,  0.099, _,    -00029, 000080, -00035,    -00034.34, 000077.72, -00033.53,    
 0003.663452, 000987,  0.099, _,    -00036, 000072, -00031,    -00034.42, 000076.58, -00032.67,    
 0003.673462, 000986,  0.099, _,    -00044, 000075, -00028,    -00036.59, 000076.03, -00031.78,    
 0003.683441, 000985,  0.099, _,    -00034, 000082, -00033,    -00036.30, 000077.38, -00031.67,    
 0003.693451, 000985,  0.099, _,    -00034, 000078, -00031,    -00035.62, 000077.67, -00031.73,    
 0003.703461, 000986,  0.099, _,    -00026, 000082, -00033,    -00033.89, 000078.45, -00031.77,    
 0003.713440, 000985,  0.099, _,    -00033, 000079, -00036,    -00033.36, 000078.89, -00032.92,    
 0003.723450, 000986,  0.099, _,    -00040, 000082, -00025,    -00035.03, 000079.47, -00031.33,    
 0003.733459, 000986,  0.099, _,    -00029, 000076, -00030,    -00033.75, 000079.12, -00030.80,    
 0003.743439, 000986,  0.099, _,    -00034, 000074, -00034,    -00033.48, 000077.75, -00031.58,    
 0003.753448, 000986,  0.099, _,    -00025, 000074, -00037,    -00031.94, 000077.03, -00032.66,    
 0003.763458, 000985,  0.099, _,    -00034, 000073, -00027,    -00031.83, 000075.97, -00031.70,    
 0003.773438, 000986,  0.099, _,    -00030, 000070, -00039,    -00031.91, 000074.73, -00032.73,    
 0003.783447, 000985,  0.099, _,    -00039, 000072, -00032,    -00032.83, 000073.94, -00033.23,    
 0003.793457, 000987,  0.099, _,    -00033, 000081, -00035,    -00033.38, 000075.45, -00033.14,    
 0003.803436, 000988,  0.099, _,    -00033, 000081, -00036,    -00032.81, 000076.70, -00034.20,    
 0003.813446, 000996,  0.100, _,    -00035, 000079, -00041,    -00033.66, 000077.19, -00035.30,    
 0003.823456, 001001,  0.100, _,    -00031, 000068, -00032,    -00032.92, 000075.30, -00035.20,    
 0003.833466, 000990,  0.099, _,    -00041, 000069, -00028,    -00034.67, 000073.58, -00033.22,    
 0003.843445, 000988,  0.099, _,    -00032, 000078, -00030,    -00034.30, 000074.48, -00032.78,    
 0003.853455, 000986,  0.099, _,    -00035, 000076, -00027,    -00034.22, 000074.86, -00031.41,    
 0003.863464, 000988,  0.099, _,    -00040, 000079, -00027,    -00035.69, 000075.67, -00030.47,    
 0003.873444, 000986,  0.099, _,    -00036, 000086, -00030,    -00035.88, 000077.98, -00030.12,    
 0003.883453, 000989,  0.099, _,    -00033, 000076, -00030,    -00035.33, 000077.94, -00030.22,    
 0003.893463, 000986,  0.099, _,    -00040, 000077, -00030,    -00036.19, 000077.55, -00030.03,    
 0003.903442, 000984,  0.098, _,    -00037, 000080, -00032,    -00036.64, 000078.27, -00030.42,    
 0003.913452, 000987,  0.099, _,    -00037, 000073, -00028,    -00036.55, 000077.09, -00029.89,    
 0003.923462, 000985,  0.099, _,    -00042, 000076, -00039,    -00037.89, 000076.70, -00031.53,    
 0003.933441, 000986,  0.099, _,    -00032, 000069, -00038,    -00036.77, 000075.22, -00033.22,    
 0003.943451, 000987,  0.099, _,    -00038, 000078, -00035,    -00036.83, 000075.48, -00033.45,    
 0003.953461, 000985,  0.099, _,    -00028, 000075, -00034,    -00035.28, 000075.89, -00033.81,    
 0003.963440, 000986,  0.099, _,    -00038, 000081, -00029,    -00035.27, 000076.55, -00032.78,    
 0003.973450, 000985,  0.099, _,    -00041, 000073, -00039,    -00037.02, 000076.27, -00034.03,    
 0003.983459, 000986,  0.099, _,    -00035, 000075, -00031,    -00036.34, 000075.47, -00033.81,    
 0003.993439, 000984,  0.098, _,    -00038, 000070, -00039,    -00036.78, 000074.62, -00034.53,    
 0004.003448, 000987,  0.099, _,    -00028, 000079, -00031,    -00035.02, 000074.95, -00034.38,    
 0004.013458, 000985,  0.099, _,    -00032, 000074, -00034,    -00034.05, 000075.33, -00033.84,    
 0004.023438, 000990,  0.099, _,    -00038, 000077, -00038,    -00034.92, 000075.09, -00035.12,    
 0004.033447, 000986,  0.099, _,    -00029, 000075, -00033,    -00033.73, 000075.59, -00034.56,    
 0004.043457, 000986,  0.099, _,    -00038, 000075, -00037,    -00034.23, 000075.09, -00035.08,    
 0004.053436, 000987,  0.099, _,    -00034, 000075, -00035,    -00034.61, 000075.42, -00035.06,    
 0004.063446, 000985,  0.099, _,    -00033, 000075, -00036,    -00033.95, 000075.06, -00035.25,    
 0004.073456, 000988,  0.099, _,    -00035, 000077, -00033,    -00034.38, 000075.61, -00034.86,    
 0004.083435, 000986,  0.099, _,    -00027, 000079, -00035,    -00032.73, 000076.20, -00034.81,    
 0004.093445, 000986,  0.099, _,    -00040, 000071, -00040,    -00033.89, 000075.36, -00035.94,    
 0004.103455, 000985,  0.099, _,    -00031, 000085, -00033,    -00033.77, 000076.98, -00035.50,    
 0004.113464, 000985,  0.099, _,    -00035, 000072, -00032,    -00033.50, 000076.69, -00034.58,    
 0004.123444, 000987,  0.099, _,    -00037, 000084, -00036,    -00034.67, 000077.45, -00034.89,    
 0004.133453, 000986,  0.099, _,    -00034, 000074, -00031,    -00034.39, 000077.62, -00034.19,    
 0004.143463, 000986,  0.099, _,    -00040, 000072, -00033,    -00035.62, 000075.69, -00033.70,    
 0004.153442, 000985,  0.099, _,    -00038, 000081, -00036,    -00036.27, 000077.22, -00034.27,    
 0004.163452, 000985,  0.099, _,    -00035, 000070, -00040,    -00036.02, 000075.64, -00035.41,    
 0004.173462, 000986,  0.099, _,    -00038, 000087, -00031,    -00036.38, 000077.78, -00034.75,    
 0004.183441, 000985,  0.099, _,    -00036, 000082, -00030,    -00036.50, 000079.23, -00033.42,    
 0004.193451, 000985,  0.099, _,    -00032, 000071, -00038,    -00035.47, 000077.31, -00034.42,    
 0004.203461, 000984,  0.098, _,    -00029, 000074, -00032,    -00034.17, 000076.53, -00034.05,    
 0004.213440, 000986,  0.099, _,    -00032, 000078, -00035,    -00033.50, 000076.83, -00034.00,    
 0004.223450, 001001,  0.100, _,    -00037, 000077, -00040,    -00034.28, 000076.89, -00035.38,    
 0004.233459, 000996,  0.100, _,    -00032, 000084, -00034,    -00033.92, 000078.27, -00035.25,    
 0004.243439, 000990,  0.099, _,    -00027, 000072, -00036,    -00032.28, 000077.31, -00035.30,    
 0004.253448, 000986,  0.099, _,    -00027, 000068, -00038,    -00031.05, 000074.91, -00036.00,    
 0004.263458, 000987,  0.099, _,    -00038, 000075, -00026,    -00032.28, 000075.09, -00033.98,    
 0004.273438, 000985,  0.099, _,    -00037, 000076, -00035,    -00033.50, 000075.11, -00033.80,    
 0004.283447, 000985,  0.099, _,    -00036, 000070, -00039,    -00033.86, 000074.16, -00035.16,    
 0004.293457, 000987,  0.099, _,    -00034, 000073, -00038,    -00034.02, 000073.55, -00035.67,    
 0004.303436, 000985,  0.099, _,    -00034, 000066, -00038,    -00033.89, 000072.08, -00036.41,    
 0004.313446, 000984,  0.098, _,    -00036, 000078, -00030,    -00034.47, 000072.89, -00035.03,    
 0004.323456, 000986,  0.099, _,    -00035, 000078, -00031,    -00034.59, 000074.47, -00034.03,    
 0004.333435, 000989,  0.099, _,    -00036, 000076, -00036,    -00034.92, 000074.42, -00034.45,    
 0004.343445, 000984,  0.098, _,    -00038, 000073, -00036,    -00035.59, 000074.38, -00034.75,    
 0004.353455, 000986,  0.099, _,    -00038, 000071, -00035,    -00036.25, 000073.36, -00034.78,    
 0004.363464, 000985,  0.099, _,    -00034, 000073, -00036,    -00035.91, 000073.38, -00035.06,    
 0004.373444, 000992,  0.099, _,    -00038, 000077, -00032,    -00036.31, 000074.08, -00034.47,    
 0004.383453, 000987,  0.099, _,    -00035, 000077, -00031,    -00036.20, 000074.86, -00033.69,    
 0004.393463, 000984,  0.098, _,    -00040, 000075, -00039,    -00036.78, 000074.83, -00034.73,    
 0004.403442, 000985,  0.099, _,    -00037, 000078, -00034,    -00037.14, 000075.61, -00034.72,    
 0004.413452, 000988,  0.099, _,    -00033, 000070, -00037,    -00036.09, 000074.59, -00034.97,    
 0004.423462, 000992,  0.099, _,    -00032, 000078, -00037,    -00035.33, 000075.06, -00035.61,    
 0004.433441, 000987,  0.099, _,    -00027, 000078, -00028,    -00033.45, 000076.00, -00034.00,    
 0004.443451, 000988,  0.099, _,    -00038, 000077, -00029,    -00034.17, 000075.98, -00032.83,    
 0004.453461, 000986,  0.099, _,    -00031, 000078, -00028,    -00033.81, 000076.61, -00031.77,    
 0004.463440, 000986,  0.099, _,    -00038, 000082, -00028,    -00034.23, 000077.67, -00030.78,    
 0004.473450, 000985,  0.099, _,    -00030, 000075, -00038,    -00033.80, 000077.48, -00032.19,    
 0004.483459, 000987,  0.099, _,    -00031, 000075, -00038,    -00032.69, 000076.70, -00033.62,    
 0004.493439, 000985,  0.099, _,    -00031, 000071, -00029,    -00032.61, 000075.70, -00032.67,    
 0004.503448, 000986,  0.099, _,    -00030, 000075, -00037,    -00031.69, 000075.19, -00033.41,    
 0004.513458, 000986,  0.099, _,    -00041, 000071, -00033,    -00033.66, 000074.62, -00033.56,    
 0004.523438, 000991,  0.099, _,    -00027, 000078, -00036,    -00032.48, 000074.89, -00033.77,    
 0004.533447, 000988,  0.099, _,    -00035, 000081, -00036,    -00032.58, 000076.59, -00034.50,    
 0004.543457, 000987,  0.099, _,    -00041, 000076, -00032,    -00034.73, 000076.38, -00033.80,    
 0004.553436, 000985,  0.099, _,    -00039, 000074, -00040,    -00035.66, 000075.92, -00035.19,    
 0004.563446, 000986,  0.099, _,    -00032, 000076, -00040,    -00035.08, 000075.77, -00036.48,    
 0004.573456, 000985,  0.099, _,    -00040, 000084, -00039,    -00035.80, 000077.53, -00037.08,    
 0004.583435, 000986,  0.099, _,    -00035, 000078, -00029,    -00036.09, 000077.81, -00035.61,    
 0004.593445, 000985,  0.099, _,    -00042, 000083, -00030,    -00036.98, 000078.72, -00034.09,    
 0004.603455, 000987,  0.099, _,    -00025, 000075, -00024,    -00035.17, 000078.36, -00032.09,    
 0004.613464, 000986,  0.099, _,    -00040, 000079, -00030,    -00035.25, 000078.19, -00031.23,    
 0004.623444, 000992,  0.099, _,    -00029, 000067, -00038,    -00035.02, 000076.33, -00032.83,    
 0004.633453, 000991,  0.099, _,    -00032, 000072, -00034,    -00033.38, 000074.73, -00033.06,    
 0004.643463, 001001,  0.100, _,    -00039, 000073, -00033,    -00035.20, 000074.78, -00033.08,    
 0004.653442, 000988,  0.099, _,    -00031, 000075, -00036,    -00034.03, 000074.36, -00033.59,    
 0004.663452, 000987,  0.099, _,    -00036, 000086, -00035,    -00034.47, 000077.05, -00034.02,    
 0004.673462, 000986,  0.099, _,    -00036, 000074, -00031,    -00034.72, 000076.61, -00033.27,    
 0004.683441, 000988,  0.099, _,    -00031, 000073, -00037,    -00034.03, 000075.62, -00033.86,    
 0004.693451, 000986,  0.099, _,    -00033, 000075, -00032,    -00033.56, 000075.47, -00033.64,    
 0004.703461, 000987,  0.099, _,    -00036, 000074, -00034,    -00034.16, 000075.05, -00033.56,    
 0004.713440, 000985,  0.099, _,    -00034, 000073, -00042,    -00034.05, 000074.55, -00035.55,    
 0004.723450, 000984,  0.098, _,    -00035, 000081, -00026,    -00034.31, 000075.75, -00033.86,    
 0004.733459, 000984,  0.098, _,    -00037, 000076, -00034,    -00034.89, 000076.12, -00033.45,    
 0004.743439, 000989,  0.099, _,    -00032, 000078, -00041,    -00034.38, 000076.36, -00035.34,    
 0004.753448, 000986,  0.099, _,    -00041, 000082, -00034,    -00035.64, 000077.86, -00035.05,    
 0004.763458, 000986,  0.099, _,    -00042, 000070, -00030,    -00037.25, 000076.25, -00034.02,    
 0004.773438, 000986,  0.099, _,    -00042, 000075, -00041,    -00038.22, 000075.73, -00035.23,    
 0004.783447, 000986,  0.099, _,    -00039, 000074, -00038,    -00038.66, 000075.47, -00036.22,    
 0004.793457, 000987,  0.099, _,    -00033, 000074, -00030,    -00037.39, 000074.95, -00034.81,    
 0004.803436, 000985,  0.099, _,    -00034, 000066, -00040,    -00036.69, 000073.30, -00035.77,    
 0004.813446, 000986,  0.099, _,    -00038, 000073, -00037,    -00036.95, 000072.77, -00036.27,    
 0004.823456, 000992,  0.099, _,    -00033, 000088, -00032,    -00036.25, 000076.19, -00035.34,    
 0004.833435, 000988,  0.099, _,    -00027, 000075, -00032,    -00034.16, 000076.30, -00034.55,    
 0004.843445, 000988,  0.099, _,    -00036, 000082, -00031,    -00034.38, 000077.09, -00033.77,    
 0004.853455, 000986,  0.099, _,    -00031, 000074, -00035,    -00033.88, 000076.89, -00034.00,    
 0004.863464, 000985,  0.099, _,    -00032, 000076, -00026,    -00033.19, 000076.27, -00032.41,    
 0004.873444, 000986,  0.099, _,    -00043, 000073, -00038,    -00035.23, 000075.91, -00033.09,    
 0004.883453, 000986,  0.099, _,    -00041, 000082, -00025,    -00036.55, 000076.75, -00032.00,    
 0004.893463, 000985,  0.099, _,    -00038, 000068, -00031,    -00036.84, 000075.58, -00031.00,    
 0004.903442, 000986,  0.099, _,    -00042, 000076, -00035,    -00037.89, 000074.92, -00032.25,    
 0004.913452, 000987,  0.099, _,    -00035, 000083, -00033,    -00037.52, 000077.27, -00032.11,    
 0004.923462, 000989,  0.099, _,    -00035, 000074, -00033,    -00036.81, 000076.45, -00032.48,    
 0004.933441, 000989,  0.099, _,    -00037, 000073, -00027,    -00036.97, 000075.86, -00031.12,    
 0004.943451, 000985,  0.099, _,    -00029, 000071, -00038,    -00035.30, 000074.53, -00032.45,    
 0004.953461, 000986,  0.099, _,    -00036, 000079, -00036,    -00035.31, 000075.39, -00033.50,    
 0004.963440, 000987,  0.099, _,    -00040, 000073, -00035,    -00036.52, 000075.08, -00033.72,    
 0004.973450, 000985,  0.099, _,    -00044, 000073, -00037,    -00038.06, 000074.36, -00034.50,    
 0004.983459, 000987,  0.099, _,    -00031, 000071, -00035,    -00036.98, 000073.78, -00034.72,    
 0004.993439, 000985,  0.099, _,    -00034, 000078, -00041,    -00035.80, 000074.44, -00036.03,    
 0005.003448, 000988,  0.099, _,    -00030, 000076, -00033,    -00034.84, 000075.06, -00035.72,    
 0005.013458, 000986,  0.099, _,    -00038, 000075, -00032,    -00035.00, 000074.81, -00034.73,    
 0005.023438, 000992,  0.099, _,    -00034, 000071, -00045,    -00035.20, 000074.23, -00036.91,    
 0005.033447, 000985,  0.099, _,    -00034, 000083, -00033,    -00034.48, 000075.62, -00036.53,    
 0005.043457, 000996,  0.100, _,    -00036, 000086, -00031,    -00035.14, 000078.36, -00035.02,    
 0005.053436, 000996,  0.100, _,    -00031, 000088, -00037,    -00034.11, 000080.28, -00035.61,    
 0005.063446, 000989,  0.099, _,    -00040, 000084, -00035,    -00035.33, 000081.56, -00035.47,    
 0005.073456, 000988,  0.099, _,    -00042, 000068, -00028,    -00036.88, 000078.67, -00033.94,    
 0005.083466, 000988,  0.099, _,    -00045, 000067, -00036,    -00038.56, 000076.03, -00034.05,    
 0005.093445, 000985,  0.099, _,    -00038, 000073, -00036,    -00038.67, 000075.30, -00034.69,    
 0005.103455, 000985,  0.099, _,    -00038, 000073, -00030,    -00038.39, 000074.86, -00033.59,    
 0005.113464, 000985,  0.099, _,    -00032, 000084, -00032,    -00037.33, 000076.59, -00033.16,    
 0005.123444, 000987,  0.099, _,    -00033, 000075, -00035,    -00036.14, 000076.72, -00033.44,    
 0005.133453, 001066,  0.107, _,    -00030, 000079, -00030,    -00035.03, 000076.81, -00032.88,    
 0005.143463, 001079,  0.108, _,    -00034, 000076, -00027,    -00034.45, 000077.11, -00031.36,    
 0005.153442, 001001,  0.100, _,    -00040, 000072, -00036,    -00035.88, 000075.61, -00032.17,    
 0005.163452, 000988,  0.099, _,    -00026, 000075, -00030,    -00033.88, 000075.41, -00031.98,    
 0005.173462, 000987,  0.099, _,    -00034, 000072, -00040,    -00033.52, 000074.50, -00033.31,    
 0005.183441, 000989,  0.099, _,    -00031, 000080, -00037,    -00033.23, 000075.48, -00034.55,    
 0005.193451, 000985,  0.099, _,    -00030, 000078, -00032,    -00032.11, 000076.34, -00033.80,    
 0005.203461, 000985,  0.099, _,    -00035, 000075, -00032,    -00032.70, 000076.08, -00033.58,    
 0005.213440, 000984,  0.098, _,    -00026, 000075, -00037,    -00031.23, 000075.91, -00034.06,    
 0005.223450, 000995,  0.100, _,    -00038, 000076, -00041,    -00032.31, 000075.89, -00035.78,    
 0005.233459, 000989,  0.099, _,    -00030, 000073, -00036,    -00032.31, 000075.28, -00035.92,    
 0005.243439, 000996,  0.100, _,    -00041, 000072, -00032,    -00033.61, 000074.42, -00035.12,    
 0005.253448, 000988,  0.099, _,    -00032, 000076, -00024,    -00033.98, 000074.72, -00032.80,    
 0005.263458, 000986,  0.099, _,    -00042, 000071, -00035,    -00035.02, 000074.00, -00033.02,    
 0005.273438, 000987,  0.099, _,    -00044, 000075, -00031,    -00037.61, 000074.06, -00032.91,    
 0005.283447, 000989,  0.099, _,    -00032, 000075, -00033,    -00036.28, 000074.41, -00032.55,    
 0005.293457, 000987,  0.099, _,    -00032, 000080, -00033,    -00035.50, 000075.44, -00032.88,    
 0005.303436, 000985,  0.099, _,    -00038, 000079, -00031,    -00035.84, 000076.44, -00032.23,    
 0005.313446, 000984,  0.098, _,    -00027, 000082, -00026,    -00034.42, 000077.42, -00031.09,    
 0005.323456, 000985,  0.099, _,    -00033, 000084, -00034,    -00033.56, 000079.09, -00031.30,    
 0005.333435, 000986,  0.099, _,    -00039, 000074, -00039,    -00035.12, 000078.12, -00033.16,    
 0005.343445, 000986,  0.099, _,    -00032, 000080, -00034,    -00034.38, 000078.34, -00033.23,    
 0005.353455, 000984,  0.098, _,    -00037, 000068, -00029,    -00034.92, 000076.53, -00032.41,    
 0005.363464, 000985,  0.099, _,    -00033, 000085, -00024,    -00034.59, 000077.73, -00030.50,    
 0005.373444, 000990,  0.099, _,    -00036, 000080, -00033,    -00034.66, 000079.03, -00030.92,    
 0005.383453, 000986,  0.099, _,    -00033, 000077, -00024,    -00034.50, 000078.14, -00029.72,    
 0005.393463, 000986,  0.099, _,    -00036, 000071, -00032,    -00034.44, 000077.11, -00029.66,    
 0005.403442, 000984,  0.098, _,    -00034, 000075, -00030,    -00034.61, 000076.12, -00030.16,    
 0005.413452, 000987,  0.099, _,    -00041, 000073, -00036,    -00035.75, 000075.84, -00030.98,    
 0005.423462, 000994,  0.099, _,    -00039, 000067, -00035,    -00036.83, 000073.53, -00032.33,    
 0005.433441, 000986,  0.099, _,    -00040, 000071, -00036,    -00037.33, 000072.92, -00032.83,    
 0005.443451, 000987,  0.099, _,    -00030, 000075, -00032,    -00036.22, 000073.11, -00033.00,    
 0005.453461, 000994,  0.099, _,    -00038, 000070, -00035,    -00036.02, 000072.67, -00033.03,    
 0005.463440, 001003,  0.100, _,    -00033, 000075, -00037,    -00035.95, 000072.78, -00034.19,    
 0005.473450, 000988,  0.099, _,    -00038, 000070, -00028,    -00035.84, 000072.50, -00032.86,    
 0005.483459, 000987,  0.099, _,    -00042, 000078, -00038,    -00037.61, 000073.17, -00033.88,    
 0005.493439, 000988,  0.099, _,    -00040, 000068, -00028,    -00037.97, 000072.52, -00033.03,    
 0005.503448, 000987,  0.099, _,    -00041, 000070, -00035,    -00038.88, 000071.36, -00033.05,    
 0005.513458, 000986,  0.099, _,    -00043, 000082, -00026,    -00039.69, 000073.88, -00032.11,    
 0005.523438, 000984,  0.098, _,    -00030, 000075, -00022,    -00037.97, 000074.25, -00029.39,    
 0005.533447, 000986,  0.099, _,    -00029, 000077, -00030,    -00035.58, 000074.77, -00029.59,    
 0005.543457, 000984,  0.098, _,    -00042, 000073, -00037,    -00036.94, 000074.62, -00030.94,    
 0005.553436, 000987,  0.099, _,    -00040, 000075, -00039,    -00037.72, 000074.58, -00032.88,    
 0005.563446, 000986,  0.099, _,    -00037, 000078, -00031,    -00037.62, 000075.45, -00032.48,    
 0005.573456, 000985,  0.099, _,    -00037, 000072, -00039,    -00037.50, 000074.80, -00033.72,    
 0005.583435, 000985,  0.099, _,    -00037, 000081, -00031,    -00037.41, 000075.91, -00033.45,    
 0005.593445, 000986,  0.099, _,    -00041, 000080, -00032,    -00038.17, 000077.17, -00032.86,    
 0005.603455, 000985,  0.099, _,    -00033, 000078, -00032,    -00037.17, 000077.27, -00032.84,    
 0005.613464, 000986,  0.099, _,    -00037, 000078, -00033,    -00036.75, 000077.59, -00032.69,    
 0005.623444, 000994,  0.099, _,    -00031, 000065, -00031,    -00035.81, 000075.06, -00032.59,    
 0005.633453, 000986,  0.099, _,    -00040, 000081, -00032,    -00036.22, 000075.77, -00032.31,    
 0005.643463, 000986,  0.099, _,    -00038, 000078, -00036,    -00037.11, 000076.81, -00033.33,    
 0005.653442, 000986,  0.099, _,    -00035, 000066, -00029,    -00036.42, 000074.23, -00032.48,    
 0005.663452, 000987,  0.099, _,    -00033, 000077, -00028,    -00035.86, 000074.67, -00031.36,    
 0005.673462, 000986,  0.099, _,    -00029, 000073, -00036,    -00034.14, 000074.56, -00032.16,    
 0005.683441, 000987,  0.099, _,    -00032, 000075, -00032,    -00033.64, 000074.39, -00032.34,    
 0005.693451, 000986,  0.099, _,    -00040, 000083, -00028,    -00034.81, 000076.33, -00031.23,    
 0005.703461, 000985,  0.099, _,    -00036, 000075, -00033,    -00035.31, 000076.16, -00031.53,    
 0005.713440, 000987,  0.099, _,    -00035, 000078, -00032,    -00035.00, 000076.30, -00031.73,    
 0005.723450, 000985,  0.099, _,    -00038, 000069, -00025,    -00035.78, 000075.08, -00030.31,    
 0005.733459, 000985,  0.099, _,    -00037, 000071, -00028,    -00036.03, 000073.72, -00029.59,    
 0005.743439, 000986,  0.099, _,    -00037, 000071, -00040,    -00036.30, 000073.45, -00031.73,    
 0005.753448, 000984,  0.098, _,    -00033, 000078, -00031,    -00035.59, 000074.06, -00031.95,    
 0005.763458, 000984,  0.098, _,    -00045, 000075, -00030,    -00037.33, 000074.58, -00031.22,    
 0005.773438, 000986,  0.099, _,    -00034, 000075, -00037,    -00037.20, 000074.48, -00032.55,    
 0005.783447, 000984,  0.098, _,    -00040, 000075, -00030,    -00037.31, 000074.83, -00032.19,    
 0005.793457, 000985,  0.099, _,    -00032, 000083, -00028,    -00036.83, 000076.30, -00031.16,    
 0005.803436, 000985,  0.099, _,    -00032, 000073, -00035,    -00035.28, 000076.11, -00031.86,    
 0005.813446, 000986,  0.099, _,    -00037, 000070, -00034,    -00035.92, 000074.27, -00032.50,    
 0005.823456, 000992,  0.099, _,    -00034, 000074, -00028,    -00035.31, 000074.38, -00031.58,    
 0005.833435, 000987,  0.099, _,    -00035, 000074, -00035,    -00035.33, 000074.16, -00032.14,    
 0005.843445, 000988,  0.099, _,    -00029, 000076, -00026,    -00033.94, 000074.69, -00031.17,    
