 Mtime,       Mdur,    Mperc, M,    Mrx1, Mry1, Mrz1,    Max1,    May1,    Maz1,       Mcx1,    Mcy1,    Mcz1,   
 0064.966553, 000392,  0.020, _,    0078, 0171, -035,    0081.02, 0173.19, -035.03,    -0.3203, -0.3251, 00.7782,    
 0064.986557, 000395,  0.020, _,    0084, 0177, -036,    0081.34, 0174.02, -035.39,    -0.3222, -0.3297, 00.7762,    
 0065.006561, 000402,  0.020, _,    0084, 0177, -034,    0082.28, 0174.66, -035.03,    -0.3274, -0.3333, 00.7782,    
 0065.026550, 000400,  0.020, _,    0081, 0171, -033,    0081.84, 0173.92, -034.67,    -0.3250, -0.3292, 00.7803,    
 0065.046555, 000397,  0.020, _,    0080, 0179, -036,    0081.55, 0174.73, -034.81,    -0.3233, -0.3337, 00.7795,    
 0065.066559, 000393,  0.020, _,    0083, 0178, -038,    0081.69, 0175.78, -035.56,    -0.3241, -0.3396, 00.7752,    
 0065.086548, 000392,  0.020, _,    0082, 0177, -032,    0081.92, 0175.92, -034.89,    -0.3254, -0.3403, 00.7790,    
 0065.106552, 000401,  0.020, _,    0084, 0179, -032,    0082.22, 0176.73, -034.14,    -0.3271, -0.3449, 00.7833,    
 0065.126556, 000395,  0.020, _,    0078, 0176, -040,    0081.58, 0176.56, -035.36,    -0.3235, -0.3439, 00.7764,    
 0065.146561, 000394,  0.020, _,    0076, 0171, -033,    0080.11, 0175.45, -035.11,    -0.3152, -0.3377, 00.7778,    
 0065.166550, 000396,  0.020, _,    0081, 0180, -038,    0080.38, 0176.19, -035.41,    -0.3167, -0.3418, 00.7761,    
 0065.186554, 000398,  0.020, _,    0083, 0171, -038,    0080.86, 0175.53, -036.23,    -0.3194, -0.3382, 00.7714,    
 0065.206558, 000401,  0.020, _,    0090, 0178, -038,    0082.81, 0175.61, -036.47,    -0.3304, -0.3386, 00.7701,    
 0065.226547, 000398,  0.020, _,    0084, 0177, -039,    0083.33, 0176.38, -037.20,    -0.3333, -0.3429, 00.7659,    
 0065.246552, 000396,  0.020, _,    0077, 0179, -036,    0081.86, 0176.56, -036.92,    -0.3251, -0.3439, 00.7675,    
 0065.266556, 000392,  0.020, _,    0083, 0176, -033,    0082.02, 0176.88, -036.16,    -0.3259, -0.3457, 00.7718,    
 0065.286560, 000396,  0.020, _,    0085, 0174, -033,    0082.77, 0175.95, -035.39,    -0.3301, -0.3405, 00.7762,    
 0065.306564, 000400,  0.020, _,    0081, 0176, -030,    0082.41, 0176.06, -034.28,    -0.3281, -0.3411, 00.7825,    
 0065.326553, 000394,  0.020, _,    0082, 0172, -036,    0082.23, 0175.12, -034.42,    -0.3272, -0.3359, 00.7817,    
 0065.346558, 000397,  0.020, _,    0083, 0178, -035,    0082.45, 0175.61, -034.81,    -0.3284, -0.3386, 00.7795,    
 0065.366562, 000396,  0.020, _,    0085, 0178, -038,    0083.03, 0176.23, -035.23,    -0.3316, -0.3421, 00.7771,    
 0065.386551, 000395,  0.020, _,    0083, 0174, -042,    0083.22, 0175.81, -036.88,    -0.3327, -0.3397, 00.7678,    
 0065.406555, 000401,  0.020, _,    0082, 0177, -032,    0082.86, 0175.97, -035.94,    -0.3307, -0.3406, 00.7731,    
 0065.426559, 000395,  0.020, _,    0081, 0176, -030,    0082.50, 0176.09, -034.45,    -0.3287, -0.3413, 00.7815,    
 0065.446548, 000394,  0.020, _,    0083, 0176, -035,    0082.47, 0176.00, -034.48,    -0.3285, -0.3408, 00.7813,    
 0065.466553, 000393,  0.020, _,    0085, 0176, -035,    0083.05, 0176.02, -034.59,    -0.3317, -0.3409, 00.7807,    
 0065.486557, 000398,  0.020, _,    0078, 0178, -033,    0082.09, 0176.36, -034.23,    -0.3264, -0.3428, 00.7828,    
 0065.506561, 000405,  0.020, _,    0083, 0176, -038,    0082.06, 0176.39, -034.97,    -0.3262, -0.3430, 00.7786,    
 0065.526550, 000396,  0.020, _,    0080, 0175, -034,    0081.83, 0176.06, -034.98,    -0.3249, -0.3411, 00.7785,    
 0065.546555, 000397,  0.020, _,    0085, 0171, -040,    0082.23, 0175.05, -035.89,    -0.3272, -0.3355, 00.7733,    
 0065.566559, 000396,  0.020, _,    0085, 0171, -040,    0083.11, 0174.03, -037.06,    -0.3321, -0.3298, 00.7667,    
 0065.586548, 000395,  0.020, _,    0085, 0176, -042,    0083.33, 0174.42, -037.92,    -0.3333, -0.3320, 00.7618,    
 0065.606552, 000402,  0.020, _,    0083, 0171, -035,    0083.45, 0173.73, -037.64,    -0.3340, -0.3281, 00.7634,    
 0065.626556, 000398,  0.020, _,    0090, 0169, -038,    0084.62, 0172.58, -037.34,    -0.3406, -0.3217, 00.7651,    
 0065.646561, 000394,  0.020, _,    0085, 0178, -030,    0085.12, 0173.59, -036.20,    -0.3434, -0.3273, 00.7716,    
 0065.666565, 000415,  0.021, _,    0078, 0174, -038,    0083.41, 0173.89, -036.12,    -0.3337, -0.3290, 00.7720,    
 0065.686554, 000403,  0.020, _,    0082, 0170, -032,    0083.11, 0172.89, -035.80,    -0.3321, -0.3234, 00.7739,    
 0065.706558, 000405,  0.020, _,    0080, 0172, -036,    0082.44, 0172.64, -035.28,    -0.3283, -0.3220, 00.7768,    
 0065.726547, 000395,  0.020, _,    0080, 0177, -039,    0081.91, 0173.44, -036.53,    -0.3253, -0.3265, 00.7697,    
 0065.746552, 000397,  0.020, _,    0084, 0177, -036,    0082.30, 0174.34, -036.19,    -0.3275, -0.3315, 00.7717,    
 0065.766556, 000396,  0.020, _,    0082, 0175, -039,    0082.33, 0174.45, -036.92,    -0.3277, -0.3321, 00.7675,    
 0065.786560, 000395,  0.020, _,    0082, 0177, -036,    0082.17, 0175.02, -036.67,    -0.3268, -0.3353, 00.7689,    
 0065.806564, 000434,  0.022, _,    0082, 0175, -039,    0082.16, 0175.16, -037.08,    -0.3267, -0.3361, 00.7666,    
 0065.826553, 000403,  0.020, _,    0086, 0179, -032,    0082.83, 0175.91, -036.11,    -0.3305, -0.3403, 00.7721,    
 0065.846558, 000397,  0.020, _,    0083, 0174, -038,    0083.03, 0175.73, -036.22,    -0.3316, -0.3393, 00.7715,    
 0065.866547, 000393,  0.020, _,    0080, 0175, -034,    0082.22, 0175.42, -036.06,    -0.3271, -0.3376, 00.7724,    
 0065.886551, 000394,  0.020, _,    0080, 0177, -039,    0081.72, 0175.91, -036.39,    -0.3243, -0.3403, 00.7705,    
 0065.906555, 000408,  0.020, _,    0078, 0174, -035,    0080.94, 0175.48, -036.50,    -0.3199, -0.3379, 00.7699,    
 0065.926559, 000395,  0.020, _,    0081, 0174, -035,    0080.88, 0175.22, -035.84,    -0.3195, -0.3364, 00.7736,    
 0065.946548, 000394,  0.020, _,    0081, 0178, -040,    0080.95, 0175.77, -036.95,    -0.3200, -0.3395, 00.7673,    
 0065.966568, 000426,  0.021, _,    0084, 0177, -034,    0081.53, 0176.16, -036.28,    -0.3232, -0.3417, 00.7711,    
 0065.986557, 000404,  0.020, _,    0077, 0177, -034,    0080.75, 0176.25, -035.73,    -0.3188, -0.3422, 00.7742,    
 0066.006561, 000406,  0.020, _,    0084, 0175, -036,    0081.09, 0176.09, -035.72,    -0.3208, -0.3413, 00.7743,    
 0066.026550, 000397,  0.020, _,    0078, 0176, -035,    0080.81, 0175.94, -035.61,    -0.3192, -0.3404, 00.7749,    
 0066.046555, 000394,  0.020, _,    0080, 0175, -039,    0080.20, 0175.86, -036.22,    -0.3157, -0.3400, 00.7715,    
 0066.066559, 000396,  0.020, _,    0080, 0175, -034,    0080.41, 0175.55, -035.97,    -0.3169, -0.3383, 00.7729,    
 0066.086548, 000393,  0.020, _,    0077, 0170, -036,    0079.42, 0174.47, -035.73,    -0.3114, -0.3322, 00.7742,    
 0066.106552, 000400,  0.020, _,    0080, 0179, -039,    0079.62, 0175.14, -036.59,    -0.3125, -0.3360, 00.7694,    
 0066.126556, 000402,  0.020, _,    0082, 0172, -032,    0080.06, 0174.88, -035.64,    -0.3150, -0.3345, 00.7748,    
 0066.146561, 000399,  0.020, _,    0085, 0178, -035,    0081.20, 0175.08, -035.31,    -0.3214, -0.3356, 00.7766,    
 0066.166550, 000396,  0.020, _,    0082, 0177, -039,    0081.45, 0175.94, -036.19,    -0.3228, -0.3404, 00.7717,    
 0066.186554, 000397,  0.020, _,    0082, 0172, -034,    0081.53, 0174.81, -035.77,    -0.3232, -0.3341, 00.7741,    
 0066.206558, 000402,  0.020, _,    0081, 0174, -038,    0081.45, 0174.72, -036.11,    -0.3228, -0.3336, 00.7721,    
 0066.226547, 000395,  0.020, _,    0083, 0180, -035,    0081.75, 0175.66, -036.09,    -0.3244, -0.3389, 00.7722,    
 0066.246552, 000396,  0.020, _,    0084, 0175, -032,    0082.31, 0175.81, -035.06,    -0.3276, -0.3397, 00.7781,    
 0066.266556, 000396,  0.020, _,    0081, 0174, -045,    0082.06, 0175.19, -037.09,    -0.3262, -0.3362, 00.7665,    
 0066.286560, 000402,  0.020, _,    0088, 0180, -030,    0083.28, 0176.31, -036.02,    -0.3330, -0.3425, 00.7726,    
 0066.306564, 000403,  0.020, _,    0083, 0171, -038,    0083.53, 0175.33, -035.83,    -0.3344, -0.3370, 00.7737,    
 0066.326553, 000398,  0.020, _,    0080, 0175, -036,    0082.67, 0175.06, -036.44,    -0.3296, -0.3355, 00.7702,    
 0066.346558, 000397,  0.020, _,    0083, 0171, -040,    0082.80, 0174.39, -036.70,    -0.3303, -0.3318, 00.7687,    
 0066.366547, 000394,  0.020, _,    0086, 0177, -039,    0083.44, 0174.59, -037.70,    -0.3339, -0.3329, 00.7631,    
 0066.386551, 000400,  0.020, _,    0080, 0168, -036,    0082.88, 0173.62, -037.08,    -0.3308, -0.3275, 00.7666,    
 0066.406555, 000401,  0.020, _,    0083, 0178, -040,    0082.66, 0173.91, -037.83,    -0.3295, -0.3291, 00.7623,    
 0066.426559, 000396,  0.020, _,    0082, 0172, -029,    0082.73, 0174.14, -036.06,    -0.3300, -0.3304, 00.7724,    
 0066.446548, 000398,  0.020, _,    0085, 0176, -040,    0083.03, 0173.95, -036.55,    -0.3316, -0.3293, 00.7696,    
 0066.466553, 000398,  0.020, _,    0083, 0180, -030,    0083.28, 0175.66, -035.59,    -0.3330, -0.3389, 00.7750,    
 0066.486557, 000397,  0.020, _,    0080, 0170, -032,    0082.38, 0174.28, -034.34,    -0.3279, -0.3312, 00.7821,    
 0066.506561, 000401,  0.020, _,    0083, 0176, -042,    0082.55, 0174.59, -036.12,    -0.3289, -0.3329, 00.7720,    
 0066.526550, 000400,  0.020, _,    0085, 0178, -033,    0083.02, 0175.34, -035.56,    -0.3315, -0.3371, 00.7752,    
 0066.546555, 000395,  0.020, _,    0078, 0176, -033,    0082.08, 0175.56, -034.89,    -0.3263, -0.3383, 00.7790,    
 0066.566559, 000396,  0.020, _,    0077, 0179, -034,    0080.78, 0176.27, -034.67,    -0.3190, -0.3423, 00.7803,    
 0066.586548, 000395,  0.020, _,    0076, 0178, -033,    0079.81, 0176.81, -034.25,    -0.3136, -0.3453, 00.7827,    
 0066.606552, 000400,  0.020, _,    0078, 0171, -038,    0079.19, 0175.61, -034.91,    -0.3100, -0.3386, 00.7789,    
 0066.626556, 000397,  0.020, _,    0082, 0172, -034,    0079.83, 0174.77, -034.89,    -0.3136, -0.3339, 00.7790,    
 0066.646561, 000397,  0.020, _,    0078, 0174, -038,    0079.44, 0174.61, -035.27,    -0.3114, -0.3330, 00.7769,    
 0066.666550, 000393,  0.020, _,    0085, 0185, -040,    0080.42, 0176.66, -036.58,    -0.3170, -0.3444, 00.7694,    
 0066.686554, 000394,  0.020, _,    0082, 0175, -041,    0081.02, 0176.81, -037.45,    -0.3203, -0.3453, 00.7645,    
 0066.706558, 000405,  0.020, _,    0081, 0180, -038,    0080.80, 0176.98, -037.78,    -0.3191, -0.3463, 00.7626,    
 0066.726562, 000393,  0.020, _,    0078, 0174, -033,    0080.36, 0176.92, -036.77,    -0.3166, -0.3459, 00.7684,    
 0066.746552, 000398,  0.020, _,    0083, 0171, -033,    0080.64, 0175.27, -035.88,    -0.3182, -0.3367, 00.7734,    
 0066.766556, 000408,  0.020, _,    0084, 0175, -036,    0081.58, 0175.33, -035.86,    -0.3235, -0.3370, 00.7735,    
 0066.786560, 000395,  0.020, _,    0078, 0171, -035,    0080.80, 0174.27, -035.80,    -0.3191, -0.3311, 00.7739,    
 0066.806549, 000400,  0.020, _,    0076, 0176, -040,    0079.81, 0174.53, -036.56,    -0.3136, -0.3326, 00.7695,    
 0066.826553, 000398,  0.020, _,    0082, 0177, -034,    0080.16, 0175.12, -036.33,    -0.3155, -0.3359, 00.7709,    
 0066.846558, 000395,  0.020, _,    0081, 0180, -035,    0080.58, 0176.17, -035.77,    -0.3179, -0.3417, 00.7741,    
 0066.866547, 000395,  0.020, _,    0083, 0178, -035,    0080.91, 0176.75, -035.80,    -0.3197, -0.3450, 00.7739,    
 0066.886551, 000393,  0.020, _,    0075, 0172, -041,    0079.91, 0175.73, -036.64,    -0.3141, -0.3393, 00.7691,    
 0066.906555, 000403,  0.020, _,    0089, 0175, -034,    0081.33, 0175.36, -036.39,    -0.3221, -0.3372, 00.7705,    
 0066.926559, 000403,  0.020, _,    0081, 0176, -040,    0081.94, 0175.55, -036.70,    -0.3255, -0.3383, 00.7687,    
 0066.946548, 000396,  0.020, _,    0084, 0172, -036,    0081.81, 0174.78, -037.00,    -0.3248, -0.3340, 00.7670,    
 0066.966553, 000396,  0.020, _,    0081, 0178, -038,    0082.17, 0175.30, -036.88,    -0.3268, -0.3369, 00.7678,    
 0066.986557, 000393,  0.020, _,    0086, 0177, -034,    0082.52, 0175.94, -036.69,    -0.3287, -0.3404, 00.7688,    
 0067.006561, 000403,  0.020, _,    0082, 0182, -029,    0082.94, 0177.08, -034.72,    -0.3311, -0.3468, 00.7800,    
 0067.026550, 000396,  0.020, _,    0084, 0172, -036,    0082.77, 0176.44, -035.00,    -0.3301, -0.3432, 00.7784,    
 0067.046555, 000396,  0.020, _,    0085, 0176, -038,    0083.67, 0175.88, -035.61,    -0.3352, -0.3401, 00.7749,    
 0067.066559, 000418,  0.021, _,    0081, 0178, -035,    0082.94, 0176.64, -035.58,    -0.3311, -0.3444, 00.7751,    
 0067.086548, 000397,  0.020, _,    0078, 0167, -038,    0082.06, 0174.47, -035.97,    -0.3262, -0.3322, 00.7729,    
 0067.106552, 000401,  0.020, _,    0081, 0174, -042,    0081.56, 0174.11, -037.38,    -0.3234, -0.3302, 00.7649,    
 0067.126556, 000398,  0.020, _,    0083, 0176, -035,    0082.08, 0174.66, -036.97,    -0.3263, -0.3333, 00.7672,    
 0067.146561, 000395,  0.020, _,    0081, 0171, -035,    0081.73, 0173.89, -036.41,    -0.3244, -0.3290, 00.7704,    
 0067.166550, 000396,  0.020, _,    0092, 0174, -035,    0083.81, 0173.78, -036.14,    -0.3360, -0.3284, 00.7719,    
 0067.186554, 000395,  0.020, _,    0083, 0178, -033,    0084.05, 0174.72, -035.39,    -0.3373, -0.3336, 00.7762,    
 0067.206558, 000400,  0.020, _,    0078, 0176, -033,    0082.50, 0175.03, -034.89,    -0.3287, -0.3354, 00.7790,    
 0067.226562, 000419,  0.021, _,    0082, 0177, -039,    0082.42, 0175.39, -035.64,    -0.3282, -0.3374, 00.7748,    
 0067.246552, 000397,  0.020, _,    0088, 0183, -040,    0083.47, 0176.95, -036.81,    -0.3341, -0.3461, 00.7681,    
 0067.266556, 000396,  0.020, _,    0085, 0178, -038,    0084.06, 0177.41, -037.08,    -0.3374, -0.3486, 00.7666,    
 0067.286560, 000394,  0.020, _,    0080, 0170, -041,    0083.06, 0175.84, -037.91,    -0.3318, -0.3399, 00.7619,    
 0067.306549, 000400,  0.020, _,    0086, 0182, -039,    0083.66, 0176.88, -038.25,    -0.3351, -0.3457, 00.7599,    
 0067.326553, 000395,  0.020, _,    0082, 0179, -036,    0083.55, 0177.80, -037.77,    -0.3345, -0.3508, 00.7627,    
 0067.346558, 000394,  0.020, _,    0081, 0176, -030,    0082.91, 0177.28, -036.09,    -0.3309, -0.3479, 00.7722,    
 0067.366547, 000394,  0.020, _,    0077, 0179, -032,    0081.69, 0177.75, -035.00,    -0.3241, -0.3506, 00.7784,    
 0067.386551, 000398,  0.020, _,    0077, 0172, -032,    0080.47, 0176.62, -034.47,    -0.3172, -0.3443, 00.7814,    
 0067.406555, 000407,  0.020, _,    0083, 0171, -040,    0080.94, 0175.34, -035.44,    -0.3199, -0.3371, 00.7759,    
 0067.426559, 000396,  0.020, _,    0084, 0175, -034,    0081.59, 0175.19, -035.50,    -0.3236, -0.3362, 00.7756,    
 0067.446548, 000394,  0.020, _,    0083, 0176, -040,    0081.95, 0175.33, -036.09,    -0.3256, -0.3370, 00.7722,    
 0067.466553, 000394,  0.020, _,    0088, 0176, -033,    0083.17, 0175.45, -035.89,    -0.3324, -0.3377, 00.7733,    
 0067.486557, 000393,  0.020, _,    0081, 0171, -035,    0082.94, 0174.52, -035.17,    -0.3311, -0.3325, 00.7774,    
 0067.506561, 000401,  0.020, _,    0084, 0175, -040,    0082.84, 0174.36, -036.45,    -0.3306, -0.3316, 00.7702,    
 0067.526550, 000395,  0.020, _,    0077, 0172, -032,    0081.94, 0174.09, -035.39,    -0.3255, -0.3301, 00.7762,    
 0067.546555, 000399,  0.020, _,    0086, 0168, -041,    0082.28, 0172.55, -036.41,    -0.3274, -0.3215, 00.7704,    
 0067.566559, 000396,  0.020, _,    0083, 0176, -035,    0082.95, 0173.08, -036.44,    -0.3312, -0.3245, 00.7702,    
 0067.586548, 000396,  0.020, _,    0088, 0176, -033,    0083.64, 0173.83, -035.53,    -0.3351, -0.3286, 00.7754,    
 0067.606552, 000406,  0.020, _,    0085, 0174, -033,    0084.48, 0173.80, -035.16,    -0.3398, -0.3285, 00.7775,    
 0067.626556, 000395,  0.020, _,    0084, 0177, -036,    0084.12, 0174.48, -035.17,    -0.3378, -0.3323, 00.7774,    
 0067.646561, 000393,  0.020, _,    0081, 0169, -033,    0083.78, 0173.50, -034.86,    -0.3358, -0.3268, 00.7792,    
 0067.666550, 000392,  0.020, _,    0077, 0170, -034,    0082.05, 0172.48, -034.45,    -0.3261, -0.3211, 00.7815,    
 0067.686554, 000395,  0.020, _,    0085, 0176, -030,    0082.64, 0173.27, -033.66,    -0.3294, -0.3255, 00.7860,    
 0067.706558, 000402,  0.020, _,    0082, 0172, -032,    0082.56, 0173.02, -033.00,    -0.3290, -0.3241, 00.7898,    
 0067.726562, 000397,  0.020, _,    0081, 0176, -038,    0082.16, 0173.55, -034.20,    -0.3267, -0.3271, 00.7829,    
 0067.746552, 000394,  0.020, _,    0085, 0174, -035,    0082.75, 0173.84, -034.31,    -0.3301, -0.3287, 00.7823,    
 0067.766556, 000398,  0.020, _,    0080, 0170, -034,    0082.33, 0172.94, -034.25,    -0.3277, -0.3237, 00.7827,    
 0067.786560, 000400,  0.020, _,    0084, 0177, -036,    0082.47, 0173.78, -034.55,    -0.3285, -0.3284, 00.7810,    
 0067.806549, 000403,  0.020, _,    0086, 0177, -036,    0083.34, 0174.59, -034.91,    -0.3334, -0.3329, 00.7789,    
 0067.826553, 000394,  0.020, _,    0076, 0176, -035,    0081.78, 0174.81, -034.95,    -0.3246, -0.3341, 00.7787,    
 0067.846558, 000395,  0.020, _,    0084, 0179, -036,    0081.92, 0175.77, -035.17,    -0.3254, -0.3395, 00.7774,    
 0067.866562, 000399,  0.020, _,    0082, 0177, -032,    0082.25, 0176.12, -034.56,    -0.3272, -0.3415, 00.7809,    
 0067.886551, 000397,  0.020, _,    0086, 0179, -036,    0082.77, 0176.75, -034.73,    -0.3301, -0.3450, 00.7799,    
 0067.906555, 000403,  0.020, _,    0082, 0179, -036,    0083.02, 0177.44, -035.20,    -0.3315, -0.3488, 00.7773,    
 0067.926559, 000400,  0.020, _,    0077, 0168, -034,    0081.47, 0175.50, -034.89,    -0.3229, -0.3380, 00.7790,    
 0067.946548, 000397,  0.020, _,    0086, 0172, -046,    0082.39, 0174.48, -037.22,    -0.3280, -0.3323, 00.7658,    
 0067.966553, 000392,  0.020, _,    0086, 0177, -027,    0083.33, 0175.16, -035.55,    -0.3333, -0.3361, 00.7753,    
 0067.986557, 000396,  0.020, _,    0083, 0167, -035,    0083.23, 0173.48, -034.72,    -0.3328, -0.3267, 00.7800,    
 0068.006561, 000398,  0.020, _,    0081, 0171, -038,    0082.77, 0172.70, -035.95,    -0.3301, -0.3224, 00.7730,    
 0068.026566, 000407,  0.020, _,    0091, 0175, -034,    0084.39, 0173.27, -035.23,    -0.3393, -0.3255, 00.7771,    
 0068.046555, 000397,  0.020, _,    0077, 0177, -036,    0083.27, 0173.95, -035.56,    -0.3330, -0.3293, 00.7752,    
 0068.066559, 000393,  0.020, _,    0078, 0174, -038,    0081.67, 0174.11, -035.94,    -0.3240, -0.3302, 00.7731,    
 0068.086548, 000393,  0.020, _,    0077, 0175, -032,    0080.95, 0174.06, -035.34,    -0.3200, -0.3300, 00.7765,    
 0068.106552, 000404,  0.020, _,    0085, 0176, -030,    0081.36, 0174.55, -034.00,    -0.3222, -0.3327, 00.7841,    
 0068.126556, 000394,  0.020, _,    0083, 0174, -033,    0082.17, 0174.39, -033.81,    -0.3268, -0.3318, 00.7852,    
 0068.146561, 000393,  0.020, _,    0083, 0174, -033,    0081.97, 0174.27, -033.50,    -0.3257, -0.3311, 00.7869,    
 0068.166550, 000397,  0.020, _,    0084, 0175, -034,    0082.72, 0174.42, -033.66,    -0.3299, -0.3320, 00.7860,    
 0068.186554, 000407,  0.020, _,    0085, 0180, -038,    0083.02, 0175.67, -034.41,    -0.3315, -0.3389, 00.7818,    
 0068.206558, 000402,  0.020, _,    0075, 0172, -039,    0081.58, 0175.11, -035.55,    -0.3235, -0.3358, 00.7753,    
 0068.226562, 000395,  0.020, _,    0077, 0179, -034,    0080.09, 0175.69, -035.33,    -0.3151, -0.3390, 00.7765,    
 0068.246552, 000396,  0.020, _,    0080, 0179, -041,    0080.28, 0176.80, -036.33,    -0.3162, -0.3452, 00.7709,    
 0068.266556, 000394,  0.020, _,    0083, 0176, -038,    0080.58, 0176.48, -036.98,    -0.3179, -0.3435, 00.7671,    
 0068.286560, 000394,  0.020, _,    0084, 0175, -036,    0081.55, 0176.30, -036.62,    -0.3233, -0.3424, 00.7692,    
 0068.306549, 000406,  0.020, _,    0084, 0172, -034,    0082.02, 0175.28, -036.20,    -0.3259, -0.3368, 00.7716,    
 0068.326553, 000421,  0.021, _,    0082, 0177, -041,    0082.20, 0175.61, -037.03,    -0.3270, -0.3386, 00.7669,    
 0068.346558, 000399,  0.020, _,    0081, 0174, -033,    0081.84, 0175.39, -036.66,    -0.3250, -0.3374, 00.7690,    
 0068.366547, 000394,  0.020, _,    0088, 0178, -038,    0083.09, 0175.78, -036.55,    -0.3320, -0.3396, 00.7696,    
 0068.386551, 000396,  0.020, _,    0081, 0176, -040,    0082.86, 0176.05, -037.67,    -0.3307, -0.3410, 00.7632,    
 0068.406555, 000405,  0.020, _,    0083, 0178, -038,    0082.64, 0176.31, -037.59,    -0.3294, -0.3425, 00.7637,    
 0068.426559, 000394,  0.020, _,    0084, 0175, -036,    0083.12, 0176.22, -037.45,    -0.3322, -0.3420, 00.7645,    
 0068.446548, 000394,  0.020, _,    0083, 0180, -038,    0083.08, 0176.78, -037.33,    -0.3319, -0.3451, 00.7652,    
 0068.466553, 000396,  0.020, _,    0081, 0174, -038,    0082.83, 0176.53, -037.67,    -0.3305, -0.3438, 00.7632,    
 0068.486557, 000409,  0.020, _,    0088, 0171, -033,    0083.73, 0175.00, -036.59,    -0.3356, -0.3352, 00.7694,    
 0068.506561, 000407,  0.020, _,    0075, 0175, -036,    0082.30, 0175.09, -036.36,    -0.3275, -0.3357, 00.7707,    
 0068.526550, 000397,  0.020, _,    0077, 0175, -039,    0080.61, 0175.00, -036.94,    -0.3180, -0.3352, 00.7674,    
 0068.546555, 000395,  0.020, _,    0085, 0176, -042,    0081.75, 0175.30, -038.08,    -0.3244, -0.3369, 00.7609,    
 0068.566559, 000396,  0.020, _,    0084, 0177, -036,    0082.12, 0175.61, -037.78,    -0.3265, -0.3386, 00.7626,    
 0068.586548, 000393,  0.020, _,    0085, 0171, -035,    0082.86, 0174.75, -037.03,    -0.3307, -0.3338, 00.7669,    
 0068.606552, 000402,  0.020, _,    0086, 0177, -034,    0083.44, 0174.95, -036.48,    -0.3339, -0.3349, 00.7700,    
 0068.626556, 000396,  0.020, _,    0074, 0174, -035,    0081.66, 0175.02, -035.98,    -0.3239, -0.3353, 00.7728,    
 0068.646561, 000398,  0.020, _,    0084, 0177, -036,    0081.69, 0175.11, -036.03,    -0.3241, -0.3358, 00.7725,    
 0068.666550, 000402,  0.020, _,    0082, 0179, -036,    0082.17, 0176.17, -035.94,    -0.3268, -0.3417, 00.7731,    
 0068.686554, 000398,  0.020, _,    0084, 0172, -032,    0082.14, 0175.23, -035.19,    -0.3266, -0.3365, 00.7773,    
 0068.706558, 000403,  0.020, _,    0082, 0172, -032,    0082.50, 0174.48, -034.33,    -0.3287, -0.3323, 00.7822,    
 0068.726562, 000395,  0.020, _,    0084, 0179, -039,    0082.48, 0175.41, -035.31,    -0.3286, -0.3375, 00.7766,    
 0068.746552, 000397,  0.020, _,    0084, 0175, -036,    0083.16, 0175.53, -035.58,    -0.3323, -0.3382, 00.7751,    
 0068.766556, 000397,  0.020, _,    0081, 0171, -035,    0082.62, 0174.42, -035.31,    -0.3294, -0.3320, 00.7766,    
 0068.786560, 000395,  0.020, _,    0082, 0177, -034,    0082.50, 0174.91, -035.03,    -0.3287, -0.3347, 00.7782,    
 0068.806564, 000403,  0.020, _,    0086, 0172, -036,    0083.11, 0174.42, -035.12,    -0.3321, -0.3320, 00.7777,    
 0068.826553, 000398,  0.020, _,    0084, 0179, -034,    0083.50, 0175.19, -035.03,    -0.3343, -0.3362, 00.7782,    
 0068.846558, 000393,  0.020, _,    0080, 0179, -039,    0082.64, 0176.28, -035.69,    -0.3294, -0.3424, 00.7745,    
 0068.866547, 000394,  0.020, _,    0081, 0169, -035,    0082.34, 0174.66, -035.81,    -0.3278, -0.3333, 00.7738,    
 0068.886551, 000393,  0.020, _,    0078, 0174, -038,    0081.44, 0174.36, -036.03,    -0.3227, -0.3316, 00.7725,    
 0068.906555, 000404,  0.020, _,    0080, 0175, -044,    0080.98, 0174.56, -037.95,    -0.3201, -0.3328, 00.7616,    
 0068.926559, 000396,  0.020, _,    0078, 0176, -033,    0080.41, 0174.80, -037.08,    -0.3169, -0.3341, 00.7666,    
 0068.946548, 000397,  0.020, _,    0080, 0175, -034,    0080.11, 0174.97, -036.25,    -0.3152, -0.3350, 00.7713,    
 0068.966553, 000399,  0.020, _,    0076, 0176, -038,    0079.38, 0175.06, -036.67,    -0.3111, -0.3355, 00.7689,    
 0068.986557, 000399,  0.020, _,    0086, 0175, -032,    0080.41, 0175.16, -035.73,    -0.3169, -0.3361, 00.7742,    
 0069.006561, 000404,  0.020, _,    0085, 0174, -033,    0081.78, 0174.91, -035.02,    -0.3246, -0.3347, 00.7783,    
 0069.026550, 000397,  0.020, _,    0086, 0170, -034,    0082.42, 0173.89, -034.84,    -0.3282, -0.3290, 00.7793,    
 0069.046555, 000394,  0.020, _,    0081, 0180, -035,    0082.42, 0174.91, -034.80,    -0.3282, -0.3347, 00.7796,    
 0069.066559, 000396,  0.020, _,    0082, 0172, -039,    0082.00, 0174.72, -035.73,    -0.3258, -0.3336, 00.7742,    
 0069.086548, 000395,  0.020, _,    0080, 0172, -034,    0081.88, 0173.67, -035.45,    -0.3251, -0.3278, 00.7758,    
