 Mtime,       Mdur,    Mperc, M,    Mrx1, Mry1, Mrz1,    Max1,    May1,    Maz1,       Mcx1,    Mcy1,    Mcz1,   
 0000.266541, 000544,  0.027, _,    0075, 0177, -039,    0015.23, 0035.95, -007.92,    00.0492, 00.4416, 00.9323,    
 0000.466553, 000409,  0.020, _,    0083, 0178, -038,    0032.09, 0072.11, -015.64,    -0.0455, 00.2396, 00.8884,    
 0000.486557, 000395,  0.020, _,    0076, 0180, -035,    0041.67, 0094.84, -019.70,    -0.0993, 00.1126, 00.8653,    
 0000.506561, 000406,  0.020, _,    0075, 0177, -034,    0050.42, 0116.89, -023.64,    -0.1484, -0.0106, 00.8430,    
 0000.526550, 000397,  0.020, _,    0080, 0186, -041,    0057.22, 0132.31, -027.41,    -0.1866, -0.0967, 00.8216,    
 0000.546555, 000394,  0.020, _,    0080, 0182, -036,    0063.72, 0147.11, -030.28,    -0.2231, -0.1794, 00.8052,    
 0000.566559, 000393,  0.020, _,    0088, 0183, -035,    0069.44, 0155.78, -031.33,    -0.2553, -0.2278, 00.7993,    
 0000.586563, 000428,  0.021, _,    0078, 0178, -028,    0072.92, 0163.86, -031.42,    -0.2748, -0.2730, 00.7987,    
 0000.606552, 000408,  0.020, _,    0078, 0178, -038,    0074.59, 0168.61, -032.78,    -0.2842, -0.2995, 00.7910,    
 0000.626556, 000394,  0.020, _,    0075, 0182, -034,    0076.34, 0174.83, -034.16,    -0.2941, -0.3342, 00.7832,    
 0000.646561, 000395,  0.020, _,    0083, 0180, -040,    0078.12, 0177.52, -035.23,    -0.3041, -0.3492, 00.7771,    
 0000.666550, 000395,  0.020, _,    0077, 0182, -036,    0079.28, 0180.69, -036.33,    -0.3106, -0.3670, 00.7709,    
 0000.686554, 000393,  0.020, _,    0075, 0179, -036,    0078.02, 0180.44, -035.84,    -0.3035, -0.3656, 00.7736,    
 0000.706558, 000403,  0.020, _,    0077, 0182, -036,    0077.97, 0180.70, -036.19,    -0.3032, -0.3671, 00.7717,    
 0000.726562, 000397,  0.020, _,    0078, 0178, -035,    0077.81, 0180.30, -035.69,    -0.3023, -0.3648, 00.7745,    
 0000.746567, 000420,  0.021, _,    0081, 0180, -035,    0078.66, 0180.03, -035.70,    -0.3071, -0.3633, 00.7744,    
 0000.766556, 000403,  0.020, _,    0084, 0172, -041,    0079.67, 0178.50, -036.58,    -0.3128, -0.3547, 00.7694,    
 0000.786560, 000396,  0.020, _,    0080, 0179, -041,    0079.94, 0178.11, -037.83,    -0.3143, -0.3526, 00.7623,    
 0000.806549, 000404,  0.020, _,    0080, 0177, -039,    0079.73, 0178.23, -038.02,    -0.3131, -0.3533, 00.7613,    
 0000.826553, 000397,  0.020, _,    0078, 0178, -033,    0079.53, 0177.81, -037.22,    -0.3120, -0.3509, 00.7658,    
 0000.846558, 000395,  0.020, _,    0080, 0179, -029,    0079.47, 0178.33, -035.27,    -0.3116, -0.3538, 00.7769,    
 0000.866547, 000393,  0.020, _,    0081, 0180, -028,    0079.97, 0178.44, -033.70,    -0.3144, -0.3544, 00.7858,    
 0000.886551, 000393,  0.020, _,    0077, 0182, -029,    0079.30, 0179.36, -032.48,    -0.3107, -0.3595, 00.7927,    
 0000.906555, 000404,  0.020, _,    0080, 0177, -034,    0079.39, 0178.81, -032.70,    -0.3112, -0.3565, 00.7915,    
 0000.926559, 000397,  0.020, _,    0077, 0172, -034,    0079.06, 0177.34, -033.02,    -0.3093, -0.3483, 00.7897,    
 0000.946548, 000395,  0.020, _,    0073, 0175, -039,    0077.69, 0176.61, -034.19,    -0.3016, -0.3442, 00.7830,    
 0000.966553, 000395,  0.020, _,    0081, 0180, -035,    0078.23, 0177.38, -034.58,    -0.3047, -0.3485, 00.7808,    
 0000.986557, 000394,  0.020, _,    0076, 0174, -030,    0077.95, 0176.73, -033.45,    -0.3031, -0.3449, 00.7872,    
 0001.006561, 000403,  0.020, _,    0080, 0177, -039,    0078.05, 0176.62, -034.44,    -0.3036, -0.3443, 00.7816,    
 0001.026550, 000398,  0.020, _,    0080, 0179, -041,    0078.70, 0177.27, -035.94,    -0.3073, -0.3479, 00.7731,    
 0001.046555, 000396,  0.020, _,    0084, 0182, -036,    0079.61, 0178.19, -035.98,    -0.3124, -0.3530, 00.7728,    
 0001.066559, 000400,  0.020, _,    0086, 0177, -036,    0081.25, 0178.17, -035.98,    -0.3216, -0.3529, 00.7728,    
 0001.086548, 000395,  0.020, _,    0078, 0183, -035,    0080.59, 0178.88, -035.92,    -0.3179, -0.3568, 00.7732,    
 0001.106552, 000402,  0.020, _,    0082, 0179, -034,    0080.75, 0179.27, -035.58,    -0.3188, -0.3590, 00.7751,    
 0001.126556, 000397,  0.020, _,    0084, 0175, -039,    0081.61, 0178.11, -036.33,    -0.3236, -0.3526, 00.7709,    
 0001.146561, 000394,  0.020, _,    0076, 0187, -040,    0080.53, 0180.00, -037.22,    -0.3176, -0.3631, 00.7658,    
 0001.166550, 000394,  0.020, _,    0076, 0178, -038,    0079.41, 0179.95, -037.44,    -0.3113, -0.3629, 00.7646,    
 0001.186554, 000392,  0.020, _,    0081, 0183, -035,    0079.81, 0180.34, -036.98,    -0.3136, -0.3650, 00.7671,    
 0001.206558, 000404,  0.020, _,    0075, 0179, -032,    0078.91, 0180.45, -035.88,    -0.3085, -0.3657, 00.7734,    
 0001.226562, 000398,  0.020, _,    0080, 0182, -036,    0078.92, 0180.48, -035.84,    -0.3085, -0.3658, 00.7736,    
 0001.246552, 000397,  0.020, _,    0077, 0184, -032,    0078.73, 0181.59, -035.12,    -0.3075, -0.3720, 00.7777,    
 0001.266556, 000396,  0.020, _,    0081, 0174, -040,    0078.89, 0179.94, -035.81,    -0.3084, -0.3628, 00.7738,    
 0001.286560, 000393,  0.020, _,    0077, 0175, -036,    0078.78, 0178.72, -036.22,    -0.3078, -0.3560, 00.7715,    
 0001.306564, 000402,  0.020, _,    0077, 0182, -039,    0078.00, 0179.36, -036.52,    -0.3034, -0.3595, 00.7698,    
 0001.326553, 000394,  0.020, _,    0080, 0182, -041,    0078.56, 0180.06, -037.78,    -0.3065, -0.3635, 00.7626,    
 0001.346558, 000396,  0.020, _,    0081, 0180, -040,    0078.97, 0179.98, -038.16,    -0.3088, -0.3630, 00.7605,    
 0001.366547, 000394,  0.020, _,    0075, 0179, -041,    0078.27, 0179.86, -038.89,    -0.3049, -0.3623, 00.7563,    
 0001.386551, 000397,  0.020, _,    0074, 0178, -035,    0077.12, 0179.36, -038.06,    -0.2985, -0.3595, 00.7610,    
 0001.406555, 000399,  0.020, _,    0081, 0180, -038,    0078.00, 0179.48, -037.94,    -0.3034, -0.3602, 00.7617,    
 0001.426559, 000393,  0.020, _,    0086, 0177, -041,    0079.70, 0178.98, -038.70,    -0.3129, -0.3575, 00.7574,    
 0001.446548, 000395,  0.020, _,    0075, 0177, -036,    0079.02, 0178.39, -038.28,    -0.3091, -0.3541, 00.7598,    
 0001.466553, 000395,  0.020, _,    0082, 0179, -036,    0079.23, 0178.55, -037.70,    -0.3103, -0.3550, 00.7631,    
 0001.486557, 000395,  0.020, _,    0078, 0180, -035,    0079.42, 0178.80, -037.23,    -0.3114, -0.3564, 00.7657,    
 0001.506561, 000404,  0.020, _,    0083, 0178, -035,    0079.80, 0178.73, -036.66,    -0.3135, -0.3561, 00.7690,    
 0001.526550, 000396,  0.020, _,    0082, 0184, -036,    0080.69, 0179.75, -036.52,    -0.3185, -0.3617, 00.7698,    
 0001.546555, 000407,  0.020, _,    0075, 0182, -029,    0079.28, 0180.45, -034.92,    -0.3106, -0.3657, 00.7789,    
 0001.566559, 000395,  0.020, _,    0078, 0180, -040,    0079.03, 0180.22, -035.59,    -0.3092, -0.3644, 00.7750,    
 0001.586548, 000393,  0.020, _,    0083, 0176, -035,    0079.81, 0179.45, -035.86,    -0.3136, -0.3601, 00.7735,    
 0001.606552, 000405,  0.020, _,    0082, 0177, -039,    0080.48, 0178.72, -036.08,    -0.3173, -0.3560, 00.7723,    
 0001.626556, 000395,  0.020, _,    0081, 0180, -033,    0080.56, 0179.09, -035.84,    -0.3178, -0.3581, 00.7736,    
 0001.646561, 000394,  0.020, _,    0085, 0180, -035,    0081.55, 0179.25, -035.20,    -0.3233, -0.3589, 00.7773,    
 0001.666550, 000393,  0.020, _,    0076, 0178, -035,    0080.50, 0179.06, -035.44,    -0.3174, -0.3579, 00.7759,    
 0001.686554, 000394,  0.020, _,    0078, 0185, -030,    0079.75, 0180.20, -034.05,    -0.3132, -0.3643, 00.7838,    
 0001.706558, 000405,  0.020, _,    0080, 0177, -032,    0079.92, 0179.89, -033.61,    -0.3142, -0.3625, 00.7863,    
 0001.726547, 000397,  0.020, _,    0082, 0179, -036,    0080.22, 0179.33, -033.98,    -0.3158, -0.3594, 00.7842,    
 0001.746552, 000398,  0.020, _,    0078, 0171, -035,    0079.95, 0177.89, -034.38,    -0.3143, -0.3513, 00.7820,    
 0001.766556, 000401,  0.020, _,    0076, 0180, -040,    0078.89, 0177.72, -035.39,    -0.3084, -0.3504, 00.7762,    
 0001.786560, 000397,  0.020, _,    0083, 0178, -040,    0079.80, 0178.25, -036.67,    -0.3135, -0.3534, 00.7689,    
 0001.806549, 000403,  0.020, _,    0077, 0184, -036,    0079.39, 0179.00, -036.45,    -0.3112, -0.3575, 00.7702,    
 0001.826553, 000400,  0.020, _,    0082, 0184, -032,    0079.66, 0180.58, -035.58,    -0.3127, -0.3664, 00.7751,    
 0001.846558, 000412,  0.021, _,    0080, 0177, -041,    0079.94, 0179.66, -036.47,    -0.3143, -0.3612, 00.7701,    
 0001.866562, 000397,  0.020, _,    0075, 0177, -036,    0078.73, 0179.19, -036.75,    -0.3075, -0.3586, 00.7685,    
 0001.886551, 000395,  0.020, _,    0084, 0184, -032,    0079.73, 0179.98, -035.53,    -0.3131, -0.3630, 00.7754,    
 0001.906555, 000407,  0.020, _,    0083, 0183, -033,    0080.64, 0180.92, -035.08,    -0.3182, -0.3683, 00.7780,    
 0001.926559, 000394,  0.020, _,    0080, 0182, -041,    0080.48, 0180.97, -036.20,    -0.3173, -0.3685, 00.7716,    
 0001.946548, 000395,  0.020, _,    0076, 0180, -038,    0079.59, 0180.97, -036.98,    -0.3123, -0.3685, 00.7671,    
 0001.966553, 000393,  0.020, _,    0078, 0180, -033,    0079.08, 0180.67, -035.95,    -0.3094, -0.3669, 00.7730,    
 0001.986557, 000396,  0.020, _,    0084, 0177, -039,    0080.17, 0180.12, -036.56,    -0.3156, -0.3638, 00.7695,    
 0002.006561, 000427,  0.021, _,    0081, 0178, -038,    0080.52, 0179.48, -036.95,    -0.3175, -0.3602, 00.7673,    
 0002.026550, 000399,  0.020, _,    0078, 0180, -035,    0079.89, 0179.64, -036.52,    -0.3140, -0.3611, 00.7698,    
 0002.046555, 000393,  0.020, _,    0081, 0183, -038,    0080.09, 0180.27, -036.73,    -0.3151, -0.3646, 00.7686,    
 0002.066559, 000393,  0.020, _,    0076, 0176, -035,    0079.38, 0179.53, -036.52,    -0.3111, -0.3605, 00.7698,    
 0002.086548, 000393,  0.020, _,    0076, 0183, -033,    0078.44, 0179.95, -035.66,    -0.3058, -0.3629, 00.7747,    
 0002.106552, 000401,  0.020, _,    0078, 0180, -033,    0078.41, 0180.36, -035.09,    -0.3057, -0.3651, 00.7779,    
 0002.126556, 000394,  0.020, _,    0075, 0179, -032,    0077.59, 0179.75, -034.39,    -0.3011, -0.3617, 00.7819,    
 0002.146561, 000398,  0.020, _,    0077, 0186, -032,    0077.34, 0181.16, -033.86,    -0.2997, -0.3696, 00.7849,    
 0002.166550, 000400,  0.020, _,    0085, 0180, -035,    0078.92, 0181.00, -033.98,    -0.3085, -0.3687, 00.7842,    
 0002.186554, 000400,  0.020, _,    0080, 0177, -039,    0079.41, 0180.09, -035.02,    -0.3113, -0.3637, 00.7783,    
 0002.206558, 000403,  0.020, _,    0083, 0178, -035,    0079.98, 0179.62, -035.16,    -0.3145, -0.3610, 00.7775,    
 0002.226562, 000397,  0.020, _,    0077, 0182, -032,    0079.61, 0180.09, -034.38,    -0.3124, -0.3637, 00.7820,    
 0002.246552, 000394,  0.020, _,    0078, 0183, -035,    0078.92, 0180.83, -034.41,    -0.3085, -0.3678, 00.7818,    
 0002.266556, 000394,  0.020, _,    0078, 0174, -040,    0078.97, 0179.47, -035.59,    -0.3088, -0.3602, 00.7750,    
 0002.286560, 000395,  0.020, _,    0076, 0180, -035,    0078.14, 0179.25, -035.62,    -0.3042, -0.3589, 00.7749,    
 0002.306549, 000405,  0.020, _,    0077, 0179, -036,    0077.97, 0179.48, -035.53,    -0.3032, -0.3602, 00.7754,    
 0002.326553, 000399,  0.020, _,    0080, 0182, -039,    0078.34, 0179.78, -036.42,    -0.3053, -0.3619, 00.7703,    
 0002.346558, 000400,  0.020, _,    0084, 0186, -036,    0079.66, 0181.25, -036.42,    -0.3127, -0.3701, 00.7703,    
 0002.366547, 000399,  0.020, _,    0077, 0177, -034,    0079.25, 0180.44, -035.95,    -0.3104, -0.3656, 00.7730,    
 0002.386551, 000396,  0.020, _,    0076, 0178, -033,    0078.42, 0179.72, -035.30,    -0.3057, -0.3616, 00.7767,    
 0002.406555, 000401,  0.020, _,    0082, 0182, -039,    0079.09, 0180.25, -036.00,    -0.3095, -0.3645, 00.7727,    
 0002.426559, 000395,  0.020, _,    0081, 0178, -035,    0079.59, 0179.86, -035.98,    -0.3123, -0.3623, 00.7728,    
 0002.446548, 000396,  0.020, _,    0082, 0184, -036,    0080.03, 0180.58, -035.80,    -0.3148, -0.3664, 00.7739,    
 0002.466553, 000398,  0.020, _,    0082, 0179, -039,    0080.55, 0180.52, -036.62,    -0.3177, -0.3660, 00.7692,    
 0002.486557, 000398,  0.020, _,    0076, 0179, -041,    0079.67, 0179.92, -037.55,    -0.3128, -0.3627, 00.7639,    
 0002.506561, 000407,  0.020, _,    0089, 0177, -035,    0081.44, 0179.56, -037.19,    -0.3227, -0.3607, 00.7660,    
 0002.526550, 000400,  0.020, _,    0089, 0175, -038,    0083.53, 0178.39, -037.11,    -0.3344, -0.3541, 00.7664,    
 0002.546555, 000400,  0.020, _,    0090, 0183, -040,    0084.78, 0179.30, -037.94,    -0.3415, -0.3592, 00.7617,    
 0002.566559, 000396,  0.020, _,    0098, 0182, -034,    0087.88, 0180.00, -037.08,    -0.3588, -0.3631, 00.7666,    
 0002.586548, 000394,  0.020, _,    0093, 0179, -044,    0089.23, 0179.70, -038.41,    -0.3665, -0.3615, 00.7591,    
 0002.606552, 000404,  0.020, _,    0100, 0182, -053,    0091.58, 0180.17, -041.75,    -0.3797, -0.3641, 00.7401,    
 0002.626556, 000397,  0.020, _,    0106, 0174, -047,    0095.11, 0179.06, -043.22,    -0.3995, -0.3579, 00.7317,    
 0002.646561, 000397,  0.020, _,    0114, 0177, -056,    0099.33, 0178.28, -045.86,    -0.4232, -0.3535, 00.7167,    
 0002.666550, 000399,  0.020, _,    0113, 0178, -052,    0102.89, 0178.39, -047.73,    -0.4432, -0.3541, 00.7061,    
 0002.686554, 000397,  0.020, _,    0113, 0178, -052,    0105.33, 0178.09, -048.58,    -0.4569, -0.3525, 00.7013,    
 0002.706558, 000404,  0.020, _,    0109, 0177, -053,    0106.69, 0177.97, -049.92,    -0.4645, -0.3518, 00.6936,    
 0002.726562, 000396,  0.020, _,    0107, 0172, -056,    0107.02, 0176.64, -051.19,    -0.4664, -0.3444, 00.6864,    
 0002.746552, 000396,  0.020, _,    0117, 0180, -050,    0109.41, 0177.17, -051.44,    -0.4798, -0.3473, 00.6850,    
 0002.766556, 000398,  0.020, _,    0107, 0179, -056,    0109.44, 0177.80, -052.30,    -0.4800, -0.3508, 00.6801,    
 0002.786560, 000397,  0.020, _,    0111, 0183, -052,    0109.69, 0178.67, -052.80,    -0.4814, -0.3557, 00.6773,    
 0002.806564, 000403,  0.020, _,    0108, 0176, -057,    0109.84, 0178.36, -053.52,    -0.4823, -0.3540, 00.6732,    
 0002.826553, 000395,  0.020, _,    0108, 0178, -050,    0109.34, 0177.95, -053.38,    -0.4795, -0.3517, 00.6740,    
 0002.846558, 000396,  0.020, _,    0104, 0176, -042,    0108.56, 0177.80, -050.56,    -0.4751, -0.3508, 00.6900,    
 0002.866562, 000397,  0.020, _,    0097, 0180, -042,    0105.84, 0177.98, -048.81,    -0.4598, -0.3519, 00.6999,    
 0002.886551, 000395,  0.020, _,    0090, 0183, -042,    0102.38, 0179.33, -047.08,    -0.4403, -0.3594, 00.7098,    
 0002.906555, 000405,  0.020, _,    0097, 0178, -047,    0100.67, 0179.00, -046.95,    -0.4307, -0.3575, 00.7105,    
 0002.926559, 000397,  0.020, _,    0099, 0178, -042,    0100.39, 0178.84, -045.89,    -0.4292, -0.3567, 00.7165,    
 0002.946548, 000393,  0.020, _,    0096, 0182, -039,    0099.12, 0179.47, -044.19,    -0.4221, -0.3602, 00.7262,    
 0002.966553, 000401,  0.020, _,    0091, 0177, -041,    0097.38, 0179.20, -043.31,    -0.4122, -0.3587, 00.7312,    
 0002.986557, 000398,  0.020, _,    0086, 0177, -039,    0094.52, 0178.52, -042.30,    -0.3962, -0.3548, 00.7369,    
 0003.006561, 000402,  0.020, _,    0084, 0177, -036,    0092.03, 0178.28, -040.70,    -0.3822, -0.3535, 00.7460,    
 0003.026550, 000395,  0.020, _,    0082, 0175, -036,    0089.50, 0177.45, -039.42,    -0.3680, -0.3489, 00.7533,    
 0003.046555, 000395,  0.020, _,    0081, 0176, -038,    0087.31, 0177.16, -038.89,    -0.3557, -0.3472, 00.7563,    
 0003.066559, 000395,  0.020, _,    0082, 0175, -029,    0085.81, 0176.67, -036.75,    -0.3473, -0.3445, 00.7685,    
 0003.086548, 000395,  0.020, _,    0088, 0178, -035,    0086.00, 0176.86, -035.95,    -0.3483, -0.3456, 00.7730,    
 0003.106567, 000421,  0.021, _,    0083, 0174, -035,    0085.39, 0176.36, -035.89,    -0.3449, -0.3428, 00.7733,    
 0003.126556, 000399,  0.020, _,    0082, 0175, -034,    0084.38, 0175.81, -035.20,    -0.3392, -0.3397, 00.7773,    
 0003.146561, 000397,  0.020, _,    0082, 0177, -036,    0083.78, 0176.11, -035.34,    -0.3358, -0.3414, 00.7765,    
 0003.166550, 000395,  0.020, _,    0083, 0178, -038,    0083.30, 0176.44, -035.72,    -0.3331, -0.3432, 00.7743,    
 0003.186554, 000396,  0.020, _,    0080, 0177, -027,    0082.56, 0176.59, -034.06,    -0.3290, -0.3441, 00.7837,    
 0003.206558, 000406,  0.020, _,    0081, 0178, -033,    0081.94, 0176.80, -033.31,    -0.3255, -0.3452, 00.7880,    
 0003.226547, 000397,  0.020, _,    0082, 0179, -039,    0082.00, 0177.36, -034.72,    -0.3258, -0.3484, 00.7800,    
 0003.246552, 000396,  0.020, _,    0081, 0183, -033,    0081.72, 0178.52, -034.30,    -0.3243, -0.3548, 00.7824,    
 0003.266556, 000414,  0.021, _,    0081, 0176, -033,    0081.59, 0178.27, -034.00,    -0.3236, -0.3534, 00.7841,    
 0003.286560, 000396,  0.020, _,    0076, 0178, -035,    0080.39, 0177.95, -034.12,    -0.3168, -0.3517, 00.7834,    
 0003.306549, 000406,  0.020, _,    0077, 0179, -034,    0079.50, 0178.42, -034.22,    -0.3118, -0.3543, 00.7828,    
 0003.326553, 000396,  0.020, _,    0082, 0184, -041,    0079.94, 0179.45, -035.56,    -0.3143, -0.3601, 00.7752,    
 0003.346558, 000396,  0.020, _,    0077, 0182, -036,    0079.38, 0180.34, -035.92,    -0.3111, -0.3650, 00.7732,    
 0003.366547, 000395,  0.020, _,    0078, 0178, -035,    0078.88, 0179.77, -035.52,    -0.3083, -0.3618, 00.7755,    
 0003.386551, 000395,  0.020, _,    0083, 0180, -035,    0079.77, 0179.89, -035.59,    -0.3133, -0.3625, 00.7750,    
 0003.406555, 000399,  0.020, _,    0086, 0175, -034,    0081.09, 0178.92, -035.12,    -0.3208, -0.3571, 00.7777,    
 0003.426559, 000399,  0.020, _,    0078, 0180, -035,    0080.64, 0178.98, -035.20,    -0.3182, -0.3575, 00.7773,    
 0003.446548, 000396,  0.020, _,    0082, 0175, -036,    0080.64, 0178.34, -035.36,    -0.3182, -0.3539, 00.7764,    
 0003.466553, 000398,  0.020, _,    0077, 0179, -039,    0080.14, 0178.17, -036.12,    -0.3154, -0.3529, 00.7720,    
 0003.486557, 000392,  0.020, _,    0078, 0174, -035,    0079.38, 0177.56, -036.03,    -0.3111, -0.3495, 00.7725,    
 0003.506561, 000404,  0.020, _,    0084, 0179, -034,    0080.50, 0177.48, -035.55,    -0.3174, -0.3491, 00.7753,    
 0003.526550, 000397,  0.020, _,    0080, 0172, -036,    0080.44, 0176.72, -035.64,    -0.3171, -0.3448, 00.7748,    
 0003.546555, 000397,  0.020, _,    0073, 0179, -032,    0078.95, 0176.62, -034.92,    -0.3087, -0.3443, 00.7789,    
 0003.566559, 000397,  0.020, _,    0077, 0175, -032,    0078.28, 0176.72, -034.12,    -0.3050, -0.3448, 00.7834,    
 0003.586563, 000401,  0.020, _,    0072, 0178, -038,    0077.14, 0176.44, -034.88,    -0.2985, -0.3432, 00.7791,    
 0003.606552, 000405,  0.020, _,    0062, 0178, -028,    0073.69, 0177.17, -033.64,    -0.2791, -0.3473, 00.7861,    
 0003.626556, 000396,  0.020, _,    0065, 0176, -035,    0071.50, 0176.61, -033.52,    -0.2669, -0.3442, 00.7868,    
 0003.646561, 000393,  0.020, _,    0067, 0180, -028,    0070.31, 0177.50, -032.75,    -0.2602, -0.3492, 00.7912,    
 0003.666550, 000393,  0.020, _,    0062, 0178, -028,    0068.44, 0177.56, -031.23,    -0.2496, -0.3495, 00.7998,    
 0003.686554, 000396,  0.020, _,    0057, 0177, -022,    0065.72, 0177.50, -029.53,    -0.2344, -0.3492, 00.8095,    
 0003.706558, 000406,  0.020, _,    0051, 0171, -023,    0062.28, 0176.12, -027.55,    -0.2151, -0.3415, 00.8208,    
 0003.726547, 000394,  0.020, _,    0060, 0178, -021,    0061.27, 0176.31, -026.30,    -0.2094, -0.3425, 00.8279,    
 0003.746552, 000400,  0.020, _,    0051, 0178, -026,    0059.12, 0176.89, -025.75,    -0.1973, -0.3458, 00.8310,    
 0003.766556, 000396,  0.020, _,    0059, 0170, -027,    0058.23, 0175.39, -026.19,    -0.1923, -0.3374, 00.8285,    
 0003.786560, 000393,  0.020, _,    0061, 0179, -024,    0059.03, 0175.94, -025.44,    -0.1968, -0.3404, 00.8327,    
 0003.806564, 000405,  0.020, _,    0053, 0176, -026,    0057.38, 0176.20, -025.56,    -0.1875, -0.3419, 00.8320,    
 0003.826553, 000397,  0.020, _,    0051, 0178, -030,    0055.88, 0176.38, -026.27,    -0.1791, -0.3429, 00.8280,    
 0003.846558, 000394,  0.020, _,    0051, 0176, -026,    0054.55, 0176.48, -026.38,    -0.1716, -0.3435, 00.8274,    
 0003.866547, 000393,  0.020, _,    0059, 0179, -027,    0055.31, 0176.78, -026.23,    -0.1759, -0.3451, 00.8282,    
 0003.886551, 000396,  0.020, _,    0060, 0178, -023,    0056.31, 0177.27, -025.70,    -0.1815, -0.3479, 00.8312,    
 0003.906555, 000406,  0.020, _,    0060, 0178, -033,    0057.03, 0177.27, -026.94,    -0.1856, -0.3479, 00.8242,    
 0003.926559, 000399,  0.020, _,    0070, 0177, -024,    0059.77, 0177.36, -026.89,    -0.2009, -0.3484, 00.8245,    
 0003.946548, 000396,  0.020, _,    0069, 0176, -028,    0062.19, 0177.00, -026.66,    -0.2145, -0.3464, 00.8258,    
 0003.966553, 000394,  0.020, _,    0067, 0178, -030,    0063.23, 0177.30, -027.83,    -0.2204, -0.3480, 00.8192,    
 0003.986557, 000394,  0.020, _,    0074, 0176, -028,    0065.67, 0177.00, -027.69,    -0.2341, -0.3464, 00.8200,    
 0004.006561, 000401,  0.020, _,    0069, 0180, -033,    0066.75, 0177.64, -028.97,    -0.2402, -0.3499, 00.8127,    
 0004.026550, 000397,  0.020, _,    0075, 0175, -034,    0068.42, 0177.25, -030.08,    -0.2496, -0.3478, 00.8064,    
 0004.046555, 000395,  0.020, _,    0075, 0179, -034,    0070.38, 0177.39, -031.08,    -0.2605, -0.3486, 00.8007,    
 0004.066559, 000405,  0.020, _,    0081, 0176, -038,    0072.69, 0177.36, -032.55,    -0.2735, -0.3484, 00.7923,    
 0004.086548, 000396,  0.020, _,    0080, 0177, -036,    0074.92, 0177.03, -033.58,    -0.2861, -0.3465, 00.7865,    
 0004.106552, 000403,  0.020, _,    0080, 0179, -041,    0076.08, 0177.61, -035.09,    -0.2926, -0.3498, 00.7779,    
 0004.126556, 000398,  0.020, _,    0085, 0180, -035,    0078.34, 0178.00, -035.56,    -0.3053, -0.3520, 00.7752,    
 0004.146561, 000397,  0.020, _,    0085, 0180, -035,    0080.05, 0178.58, -035.23,    -0.3149, -0.3552, 00.7771,    
 0004.166550, 000394,  0.020, _,    0082, 0179, -034,    0080.75, 0178.62, -035.30,    -0.3188, -0.3554, 00.7767,    
 0004.186554, 000396,  0.020, _,    0081, 0180, -033,    0080.88, 0179.00, -034.75,    -0.3195, -0.3575, 00.7798,    
 0004.206558, 000400,  0.020, _,    0082, 0182, -034,    0081.34, 0179.62, -034.72,    -0.3222, -0.3610, 00.7800,    
 0004.226562, 000405,  0.020, _,    0077, 0184, -036,    0080.58, 0180.67, -034.97,    -0.3179, -0.3669, 00.7786,    
 0004.246552, 000394,  0.020, _,    0080, 0182, -039,    0080.42, 0181.03, -035.94,    -0.3170, -0.3689, 00.7731,    
 0004.266556, 000393,  0.020, _,    0090, 0178, -035,    0082.55, 0180.47, -035.83,    -0.3289, -0.3657, 00.7737,    
 0004.286560, 000395,  0.020, _,    0083, 0176, -035,    0083.00, 0179.50, -035.59,    -0.3315, -0.3603, 00.7750,    
 0004.306564, 000404,  0.020, _,    0077, 0177, -039,    0081.62, 0178.94, -036.28,    -0.3237, -0.3572, 00.7711,    
 0004.326553, 000397,  0.020, _,    0082, 0179, -036,    0081.62, 0178.95, -036.33,    -0.3237, -0.3573, 00.7709,    
 0004.346558, 000396,  0.020, _,    0086, 0179, -041,    0082.61, 0178.97, -037.14,    -0.3293, -0.3574, 00.7662,    
 0004.366562, 000415,  0.021, _,    0077, 0179, -034,    0081.56, 0178.95, -036.77,    -0.3234, -0.3573, 00.7684,    
 0004.386551, 000400,  0.020, _,    0078, 0180, -033,    0080.47, 0179.17, -035.72,    -0.3172, -0.3585, 00.7743,    
 0004.406555, 000404,  0.020, _,    0080, 0175, -034,    0080.45, 0178.36, -035.52,    -0.3172, -0.3540, 00.7755,    
 0004.426559, 000395,  0.020, _,    0078, 0183, -038,    0079.89, 0179.08, -035.89,    -0.3140, -0.3580, 00.7733,    
 0004.446548, 000398,  0.020, _,    0072, 0180, -035,    0078.27, 0179.55, -035.94,    -0.3049, -0.3606, 00.7731,    
 0004.466553, 000393,  0.020, _,    0080, 0182, -039,    0078.27, 0179.77, -036.34,    -0.3049, -0.3618, 00.7708,    
 0004.486557, 000396,  0.020, _,    0072, 0185, -033,    0077.28, 0181.09, -035.94,    -0.2993, -0.3692, 00.7731,    
 0004.506561, 000405,  0.020, _,    0072, 0187, -033,    0075.61, 0182.31, -034.98,    -0.2899, -0.3760, 00.7785,    
 0004.526566, 000415,  0.021, _,    0067, 0192, -035,    0073.94, 0184.61, -035.17,    -0.2805, -0.3889, 00.7774,    
 0004.546555, 000399,  0.020, _,    0069, 0187, -038,    0072.38, 0185.36, -035.53,    -0.2718, -0.3931, 00.7754,    
 0004.566559, 000396,  0.020, _,    0075, 0186, -039,    0073.02, 0185.52, -036.45,    -0.2754, -0.3939, 00.7702,    
