 Gtime,       Gdur,      Grx1,   Gry1,   Grz1,      Gax1,      Gay1,      Gaz1          Gcx1,    Gcy1,    Gcz1   
 0000.278130, 000740,    000012, 000081, -00121,    000000.24, 000001.59, -00002.37,    00.0004, 00.0001, 00.0006,    
 0000.478142, 000585,    -00012, 000074, -00034,    -00000.00, 000003.01, -00002.99,    00.0008, -0.0000, 00.0008,    
 0000.479126, 000544,    -00017, 000079, -00025,    -00000.34, 000004.50, -00003.42,    00.0012, -0.0001, 00.0009,    
 0000.480125, 000540,    -00008, 000084, -00020,    -00000.49, 000006.06, -00003.75,    00.0016, -0.0001, 00.0010,    
 0000.481125, 000540,    000005, 000085, -00024,    -00000.38, 000007.60, -00004.15,    00.0020, -0.0001, 00.0011,    
 0000.482124, 000541,    000014, 000087, -00031,    -00000.10, 000009.16, -00004.67,    00.0024, -0.0000, 00.0012,    
 0000.483124, 000541,    000011, 000087, -00038,    000000.12, 000010.69, -00005.33,    00.0028, 00.0000, 00.0014,    
 0000.484123, 000539,    000006, 000081, -00040,    000000.23, 000012.07, -00006.01,    00.0032, 00.0001, 00.0016,    
 0000.485123, 000540,    000005, 000080, -00039,    000000.33, 000013.40, -00006.65,    00.0036, 00.0001, 00.0018,    
 0000.486122, 000855,    000008, 000086, -00042,    000010.32, 000081.27, -00106.61,    00.0216, 00.0027, 00.0284,    
 0000.487122, 000539,    000013, 000088, -00046,    -00009.31, 000075.66, -00034.05,    00.0201, -0.0025, 00.0091,    
 0000.488129, 000540,    000017, 000080, -00048,    -00012.90, 000079.85, -00026.94,    00.0213, -0.0034, 00.0072,    
 0000.489120, 000540,    000019, 000075, -00049,    -00004.89, 000083.85, -00023.27,    00.0223, -0.0013, 00.0062,    
 0000.490128, 000542,    000018, 000075, -00052,    000006.22, 000084.50, -00027.12,    00.0225, 00.0017, 00.0072,    
 0000.491127, 000540,    000015, 000077, -00053,    000013.78, 000085.99, -00033.37,    00.0229, 00.0037, 00.0089,    
 0000.492126, 000540,    000021, 000081, -00056,    000011.46, 000085.90, -00039.55,    00.0229, 00.0031, 00.0105,    
 0000.493126, 000540,    000031, 000082, -00061,    000007.74, 000080.90, -00041.61,    00.0215, 00.0021, 00.0111,    
 0000.494125, 000540,    000038, 000077, -00061,    000007.51, 000080.00, -00041.17,    00.0213, 00.0020, 00.0110,    
 0000.495125, 000539,    000037, 000072, -00063,    000010.55, 000084.77, -00044.06,    00.0226, 00.0028, 00.0117,    
 0000.496124, 000853,    000030, 000073, -00070,    000015.04, 000086.18, -00047.85,    00.0230, 00.0040, 00.0127,    
 0000.497124, 000540,    000025, 000078, -00075,    000018.51, 000079.45, -00050.02,    00.0212, 00.0049, 00.0133,    
 0000.498123, 000541,    000027, 000084, -00072,    000020.32, 000075.44, -00051.28,    00.0201, 00.0054, 00.0137,    
 0000.499123, 000539,    000027, 000085, -00065,    000019.63, 000075.63, -00054.01,    00.0201, 00.0052, 00.0144,    
 0000.500122, 000540,    000020, 000082, -00070,    000017.18, 000077.39, -00055.14,    00.0206, 00.0046, 00.0147,    
 0000.501122, 000538,    000013, 000077, -00082,    000022.02, 000080.67, -00058.13,    00.0215, 00.0059, 00.0155,    
 0000.502121, 000541,    000008, 000072, -00091,    000029.94, 000081.32, -00062.87,    00.0217, 00.0080, 00.0167,    
 0000.503120, 000540,    -00002, 000071, -00089,    000035.06, 000077.01, -00063.39,    00.0205, 00.0093, 00.0169,    
 0000.504128, 000614,    -00012, 000072, -00083,    000033.32, 000072.81, -00065.41,    00.0194, 00.0089, 00.0174,    
 0000.505127, 000543,    -00012, 000082, -00083,    000026.69, 000073.81, -00071.50,    00.0197, 00.0071, 00.0190,    
 0000.506126, 000854,    -00011, 000088, -00085,    000021.85, 000078.19, -00075.87,    00.0208, 00.0058, 00.0202,    
 0000.507126, 000541,    -00017, 000085, -00089,    000022.73, 000083.25, -00073.66,    00.0222, 00.0061, 00.0196,    
 0000.508125, 000541,    -00027, 000081, -00089,    000021.75, 000084.03, -00068.22,    00.0224, 00.0058, 00.0182,    
 0000.509125, 000541,    -00037, 000083, -00090,    000014.86, 000081.54, -00072.75,    00.0217, 00.0040, 00.0194,    
 0000.510124, 000535,    -00044, 000084, -00093,    000007.96, 000077.49, -00082.99,    00.0206, 00.0021, 00.0221,    
 0000.511139, 000551,    -00045, 000081, -00099,    000002.82, 000073.46, -00090.69,    00.0196, 00.0008, 00.0242,    
 0000.512123, 000541,    -00049, 000077, -00100,    -00006.40, 000072.71, -00089.23,    00.0194, -0.0017, 00.0238,    
 0000.513123, 000541,    -00056, 000077, -00097,    -00015.58, 000073.61, -00084.46,    00.0196, -0.0041, 00.0225,    
 0000.514122, 000541,    -00055, 000080, -00094,    -00016.35, 000081.94, -00084.65,    00.0218, -0.0044, 00.0225,    
 0000.515121, 000541,    -00054, 000083, -00094,    -00016.27, 000086.88, -00086.47,    00.0231, -0.0043, 00.0230,    
 0000.516129, 000854,    -00060, 000082, -00098,    -00022.05, 000084.33, -00089.98,    00.0225, -0.0059, 00.0240,    
 0000.517128, 000541,    -00065, 000081, -00098,    -00031.09, 000080.98, -00090.14,    00.0216, -0.0083, 00.0240,    
 0000.518127, 000541,    -00064, 000081, -00095,    -00039.94, 000082.62, -00091.05,    00.0220, -0.0106, 00.0242,    
 0000.519119, 000542,    -00064, 000079, -00094,    -00046.16, 000083.37, -00093.57,    00.0222, -0.0123, 00.0249,    
 0000.520126, 000542,    -00063, 000083, -00093,    -00047.31, 000080.90, -00098.48,    00.0215, -0.0126, 00.0262,    
 0000.521126, 000540,    -00063, 000087, -00091,    -00050.90, 000077.74, -00099.15,    00.0207, -0.0136, 00.0264,    
 0000.522125, 000541,    -00061, 000090, -00084,    -00056.84, 000077.98, -00096.40,    00.0208, -0.0151, 00.0257,    
 0000.523125, 000541,    -00062, 000092, -00078,    -00056.12, 000080.72, -00093.57,    00.0215, -0.0149, 00.0249,    
