 Ftime,       Fdur,      Qw1,     Qx1,     Qy1,     Qz1,        Ex1,     Ey1,     Ez1,      dEx1, dEy1, dEz1  
 0001.262413, 000018,    00.9997, 00.0189, -0.0032, -0.0147,    00.0365, -0.0056, -0.0285,    00.0246, -0.0231, 00.0054,    
 0001.272415, 000020,    00.9997, 00.0195, -0.0033, -0.0152,    00.0379, -0.0058, -0.0295,    00.0239, -0.0202, -0.0016,    
 0001.282410, 000017,    00.9997, 00.0202, -0.0033, -0.0158,    00.0392, -0.0061, -0.0306,    00.0209, 00.0038, -0.0043,    
 0001.292412, 000017,    00.9996, 00.0208, -0.0033, -0.0163,    00.0405, -0.0060, -0.0317,    00.0201, 00.0100, -0.0058,    
 0001.302414, 000021,    00.9996, 00.0215, -0.0033, -0.0169,    00.0418, -0.0059, -0.0328,    00.0214, -0.0001, 00.0000,    
 0001.312416, 000019,    00.9996, 00.0221, -0.0033, -0.0174,    00.0431, -0.0059, -0.0339,    00.0211, 00.0066, 00.0052,    
 0001.322411, 000017,    00.9996, 00.0228, -0.0034, -0.0178,    00.0444, -0.0059, -0.0349,    00.0233, -0.0026, 00.0094,    
 0001.332413, 000017,    00.9996, 00.0234, -0.0035, -0.0183,    00.0457, -0.0059, -0.0358,    00.0216, -0.0191, 00.0117,    
 0001.342407, 000029,    00.9995, 00.0241, -0.0036, -0.0188,    00.0470, -0.0061, -0.0368,    00.0244, -0.0210, 00.0063,    
 0001.352409, 000019,    00.9995, 00.0247, -0.0038, -0.0193,    00.0483, -0.0063, -0.0378,    00.0253, -0.0237, 00.0009,    
 0001.362411, 000018,    00.9995, 00.0254, -0.0039, -0.0199,    00.0496, -0.0066, -0.0389,    00.0241, -0.0260, 00.0028,    
 0001.372421, 000021,    00.9994, 00.0261, -0.0040, -0.0204,    00.0510, -0.0069, -0.0399,    00.0237, -0.0118, 00.0018,    
 0001.382416, 000017,    00.9994, 00.0267, -0.0041, -0.0209,    00.0523, -0.0070, -0.0409,    00.0223, -0.0063, 00.0039,    
 0001.392410, 000017,    00.9994, 00.0274, -0.0041, -0.0214,    00.0536, -0.0071, -0.0420,    00.0206, 00.0021, 00.0078,    
 0001.402412, 000017,    00.9994, 00.0280, -0.0041, -0.0218,    00.0549, -0.0071, -0.0429,    00.0228, 00.0036, 00.0080,    
 0001.412415, 000020,    00.9993, 00.0287, -0.0042, -0.0223,    00.0562, -0.0070, -0.0439,    00.0236, -0.0087, 00.0067,    
 0001.422417, 000017,    00.9993, 00.0293, -0.0044, -0.0228,    00.0575, -0.0071, -0.0449,    00.0262, -0.0246, 00.0046,    
 0001.432411, 000017,    00.9993, 00.0300, -0.0045, -0.0234,    00.0589, -0.0074, -0.0459,    00.0235, -0.0215, -0.0017,    
 0001.442413, 000026,    00.9992, 00.0307, -0.0047, -0.0239,    00.0602, -0.0076, -0.0470,    00.0241, -0.0312, -0.0056,    
 0001.452415, 000019,    00.9992, 00.0313, -0.0049, -0.0244,    00.0615, -0.0079, -0.0481,    00.0234, -0.0355, 00.0043,    
 0001.462410, 000019,    00.9992, 00.0320, -0.0051, -0.0249,    00.0629, -0.0082, -0.0491,    00.0245, -0.0461, 00.0180,    
 0001.472412, 000019,    00.9991, 00.0326, -0.0054, -0.0253,    00.0642, -0.0087, -0.0500,    00.0240, -0.0421, 00.0259,    
 0001.482414, 000022,    00.9991, 00.0333, -0.0056, -0.0257,    00.0655, -0.0091, -0.0508,    00.0256, -0.0397, 00.0252,    
 0001.492409, 000018,    00.9991, 00.0340, -0.0057, -0.0260,    00.0669, -0.0095, -0.0517,    00.0219, -0.0061, 00.0245,    
 0001.502411, 000017,    00.9990, 00.0346, -0.0056, -0.0265,    00.0682, -0.0095, -0.0525,    00.0233, 00.0147, 00.0190,    
 0001.512413, 000025,    00.9990, 00.0353, -0.0056, -0.0269,    00.0695, -0.0094, -0.0533,    00.0216, 00.0071, 00.0245,    
 0001.522415, 000018,    00.9990, 00.0359, -0.0056, -0.0273,    00.0709, -0.0093, -0.0541,    00.0236, 00.0082, 00.0235,    
 0001.532410, 000019,    00.9989, 00.0366, -0.0057, -0.0277,    00.0722, -0.0093, -0.0549,    00.0236, 00.0023, 00.0121,    
 0001.542419, 000024,    00.9989, 00.0373, -0.0057, -0.0283,    00.0735, -0.0093, -0.0558,    00.0240, -0.0098, -0.0133,    
 0001.552414, 000023,    00.9988, 00.0379, -0.0059, -0.0289,    00.0748, -0.0093, -0.0570,    00.0287, -0.0255, -0.0215,    
 0001.562408, 000018,    00.9988, 00.0386, -0.0061, -0.0296,    00.0762, -0.0096, -0.0583,    00.0242, -0.0329, -0.0308,    
 0001.572411, 000019,    00.9988, 00.0393, -0.0062, -0.0302,    00.0775, -0.0099, -0.0597,    00.0264, -0.0187, -0.0034,    
 0001.582413, 000020,    00.9987, 00.0399, -0.0062, -0.0307,    00.0789, -0.0101, -0.0608,    00.0233, 00.0105, 00.0034,    
 0001.592415, 000021,    00.9987, 00.0406, -0.0062, -0.0312,    00.0802, -0.0100, -0.0618,    00.0239, 00.0067, -0.0090,    
 0001.602417, 000020,    00.9986, 00.0413, -0.0062, -0.0318,    00.0816, -0.0099, -0.0629,    00.0227, 00.0095, -0.0106,    
 0001.612419, 000019,    00.9986, 00.0419, -0.0063, -0.0323,    00.0829, -0.0098, -0.0640,    00.0268, -0.0111, -0.0104,    
 0001.622414, 000020,    00.9985, 00.0426, -0.0064, -0.0329,    00.0843, -0.0098, -0.0652,    00.0232, -0.0248, -0.0098,    
 0001.632416, 000025,    00.9985, 00.0433, -0.0066, -0.0335,    00.0856, -0.0100, -0.0663,    00.0258, -0.0319, -0.0054,    
 0001.642410, 000030,    00.9984, 00.0440, -0.0068, -0.0340,    00.0870, -0.0103, -0.0674,    00.0272, -0.0282, 00.0000,    
 0001.652412, 000023,    00.9984, 00.0446, -0.0069, -0.0345,    00.0883, -0.0106, -0.0685,    00.0225, -0.0076, -0.0087,    
 0001.662415, 000022,    00.9983, 00.0453, -0.0069, -0.0351,    00.0897, -0.0107, -0.0696,    00.0251, 00.0114, -0.0146,    
 0001.672409, 000020,    00.9983, 00.0460, -0.0068, -0.0357,    00.0910, -0.0105, -0.0708,    00.0239, 00.0201, -0.0144,    
 0001.682411, 000020,    00.9982, 00.0466, -0.0068, -0.0362,    00.0924, -0.0103, -0.0719,    00.0230, 00.0091, -0.0062,    
 0001.692413, 000018,    00.9982, 00.0473, -0.0068, -0.0367,    00.0937, -0.0101, -0.0730,    00.0219, -0.0087, 00.0014,    
 0001.702415, 000018,    00.9981, 00.0480, -0.0070, -0.0372,    00.0951, -0.0101, -0.0740,    00.0263, -0.0274, -0.0019,    
 0001.712410, 000021,    00.9981, 00.0486, -0.0072, -0.0378,    00.0964, -0.0104, -0.0751,    00.0266, -0.0315, -0.0075,    
 0001.722412, 000019,    00.9980, 00.0493, -0.0074, -0.0384,    00.0978, -0.0107, -0.0762,    00.0267, -0.0319, -0.0163,    
 0001.732414, 000021,    00.9980, 00.0500, -0.0076, -0.0390,    00.0992, -0.0110, -0.0774,    00.0262, -0.0262, -0.0243,    
 0001.742409, 000028,    00.9979, 00.0507, -0.0077, -0.0397,    00.1006, -0.0112, -0.0787,    00.0248, -0.0096, -0.0322,    
 0001.752411, 000028,    00.9978, 00.0513, -0.0077, -0.0404,    00.1019, -0.0113, -0.0801,    00.0259, 00.0041, -0.0339,    
 0001.762413, 000019,    00.9978, 00.0520, -0.0077, -0.0410,    00.1033, -0.0112, -0.0814,    00.0253, 00.0032, -0.0210,    
 0001.772415, 000020,    00.9977, 00.0527, -0.0078, -0.0415,    00.1046, -0.0111, -0.0827,    00.0250, -0.0123, -0.0020,    
 0001.782410, 000018,    00.9977, 00.0534, -0.0080, -0.0420,    00.1060, -0.0111, -0.0837,    00.0281, -0.0491, 00.0083,    
 0001.792412, 000019,    00.9976, 00.0540, -0.0083, -0.0424,    00.1074, -0.0116, -0.0847,    00.0272, -0.0516, 00.0175,    
 0001.802414, 000018,    00.9975, 00.0547, -0.0087, -0.0428,    00.1088, -0.0121, -0.0856,    00.0276, -0.0611, 00.0269,    
 0001.812408, 000018,    00.9975, 00.0554, -0.0090, -0.0431,    00.1101, -0.0126, -0.0864,    00.0261, -0.0444, 00.0383,    
 0001.822411, 000019,    00.9974, 00.0560, -0.0091, -0.0434,    00.1115, -0.0131, -0.0871,    00.0238, -0.0174, 00.0435,    
 0001.832413, 000021,    00.9974, 00.0567, -0.0091, -0.0437,    00.1128, -0.0133, -0.0878,    00.0219, 00.0165, 00.0372,    
 0001.842407, 000025,    00.9973, 00.0574, -0.0088, -0.0440,    00.1141, -0.0132, -0.0884,    00.0203, 00.0680, 00.0463,    
 0001.852409, 000025,    00.9973, 00.0580, -0.0086, -0.0443,    00.1154, -0.0125, -0.0889,    00.0225, 00.0422, 00.0364,    
 0001.862411, 000021,    00.9972, 00.0587, -0.0086, -0.0446,    00.1168, -0.0121, -0.0895,    00.0237, 00.0228, 00.0359,    
 0001.872414, 000024,    00.9972, 00.0594, -0.0086, -0.0450,    00.1181, -0.0119, -0.0901,    00.0260, 00.0014, 00.0232,    
 0001.882416, 000022,    00.9971, 00.0601, -0.0087, -0.0455,    00.1195, -0.0119, -0.0909,    00.0263, 00.0039, 00.0059,    
 0001.892410, 000019,    00.9971, 00.0607, -0.0087, -0.0460,    00.1209, -0.0118, -0.0919,    00.0257, -0.0042, -0.0086,    
 0001.902412, 000021,    00.9970, 00.0614, -0.0088, -0.0466,    00.1222, -0.0118, -0.0930,    00.0254, -0.0137, -0.0089,    
 0001.912415, 000018,    00.9969, 00.0621, -0.0090, -0.0471,    00.1236, -0.0119, -0.0941,    00.0257, -0.0282, -0.0125,    
 0001.922424, 000020,    00.9968, 00.0628, -0.0091, -0.0478,    00.1249, -0.0121, -0.0953,    00.0262, -0.0160, -0.0226,    
 0001.932404, 000019,    00.9968, 00.0634, -0.0092, -0.0484,    00.1263, -0.0122, -0.0965,    00.0277, -0.0016, -0.0274,    
 0001.942413, 000029,    00.9967, 00.0641, -0.0092, -0.0490,    00.1277, -0.0122, -0.0978,    00.0261, 00.0092, -0.0224,    
 0001.952415, 000022,    00.9966, 00.0648, -0.0092, -0.0496,    00.1291, -0.0120, -0.0990,    00.0238, 00.0104, -0.0128,    
 0001.962418, 000026,    00.9966, 00.0655, -0.0092, -0.0501,    00.1304, -0.0118, -0.1001,    00.0230, 00.0064, -0.0026,    
 0001.972412, 000019,    00.9965, 00.0661, -0.0092, -0.0506,    00.1318, -0.0117, -0.1012,    00.0251, 00.0067, 00.0017,    
 0001.982414, 000018,    00.9964, 00.0668, -0.0092, -0.0510,    00.1332, -0.0116, -0.1022,    00.0254, -0.0001, 00.0076,    
 0001.992416, 000019,    00.9963, 00.0675, -0.0093, -0.0514,    00.1345, -0.0115, -0.1031,    00.0268, 00.0008, 00.0107,    
 0002.002411, 000021,    00.9963, 00.0682, -0.0094, -0.0519,    00.1359, -0.0115, -0.1040,    00.0258, -0.0138, 00.0089,    
 0002.012413, 000018,    00.9962, 00.0689, -0.0095, -0.0524,    00.1373, -0.0116, -0.1049,    00.0268, -0.0079, 00.0075,    
 0002.022415, 000018,    00.9961, 00.0696, -0.0095, -0.0529,    00.1387, -0.0116, -0.1058,    00.0264, -0.0046, -0.0019,    
 0002.032410, 000019,    00.9961, 00.0702, -0.0097, -0.0534,    00.1401, -0.0116, -0.1069,    00.0260, -0.0164, -0.0105,    
 0002.042412, 000027,    00.9960, 00.0709, -0.0098, -0.0540,    00.1414, -0.0117, -0.1080,    00.0278, -0.0277, -0.0131,    
 0002.052414, 000019,    00.9959, 00.0716, -0.0101, -0.0546,    00.1428, -0.0120, -0.1092,    00.0284, -0.0435, -0.0168,    
 0002.062416, 000020,    00.9958, 00.0723, -0.0104, -0.0552,    00.1442, -0.0123, -0.1104,    00.0290, -0.0507, -0.0237,    
 0002.072411, 000024,    00.9957, 00.0730, -0.0107, -0.0558,    00.1456, -0.0127, -0.1117,    00.0297, -0.0564, -0.0261,    
 0002.082413, 000018,    00.9956, 00.0737, -0.0111, -0.0565,    00.1471, -0.0132, -0.1130,    00.0293, -0.0580, -0.0240,    
 0002.092415, 000017,    00.9955, 00.0743, -0.0113, -0.0572,    00.1485, -0.0137, -0.1144,    00.0287, -0.0434, -0.0363,    
 0002.102409, 000020,    00.9954, 00.0750, -0.0115, -0.0579,    00.1499, -0.0140, -0.1158,    00.0274, -0.0234, -0.0497,    
 0002.112411, 000019,    00.9953, 00.0757, -0.0115, -0.0587,    00.1513, -0.0142, -0.1173,    00.0252, -0.0080, -0.0542,    
 0002.122414, 000026,    00.9952, 00.0764, -0.0116, -0.0594,    00.1527, -0.0141, -0.1188,    00.0264, -0.0185, -0.0427,    
 0002.132416, 000021,    00.9951, 00.0771, -0.0118, -0.0600,    00.1541, -0.0141, -0.1203,    00.0275, -0.0210, -0.0227,    
 0002.142410, 000032,    00.9951, 00.0778, -0.0118, -0.0605,    00.1555, -0.0142, -0.1215,    00.0258, -0.0064, -0.0062,    
 0002.152412, 000020,    00.9950, 00.0784, -0.0119, -0.0609,    00.1568, -0.0141, -0.1226,    00.0268, -0.0049, 00.0083,    
 0002.162415, 000021,    00.9949, 00.0791, -0.0120, -0.0614,    00.1582, -0.0141, -0.1235,    00.0256, -0.0110, 00.0127,    
 0002.172417, 000023,    00.9948, 00.0798, -0.0121, -0.0618,    00.1596, -0.0142, -0.1244,    00.0237, 00.0002, 00.0080,    
 0002.182411, 000021,    00.9947, 00.0805, -0.0121, -0.0623,    00.1610, -0.0142, -0.1253,    00.0247, 00.0067, -0.0012,    
 0002.192413, 000019,    00.9946, 00.0812, -0.0121, -0.0628,    00.1623, -0.0140, -0.1263,    00.0268, 00.0071, 00.0004,    
 0002.202415, 000022,    00.9946, 00.0818, -0.0121, -0.0633,    00.1637, -0.0139, -0.1272,    00.0262, 00.0134, 00.0024,    
 0002.212410, 000022,    00.9945, 00.0825, -0.0121, -0.0637,    00.1651, -0.0137, -0.1282,    00.0254, 00.0142, 00.0118,    
 0002.222412, 000018,    00.9944, 00.0832, -0.0120, -0.0641,    00.1665, -0.0135, -0.1290,    00.0264, 00.0199, 00.0193,    
 0002.232414, 000018,    00.9943, 00.0839, -0.0119, -0.0644,    00.1678, -0.0133, -0.1298,    00.0237, 00.0353, 00.0291,    
 0002.242409, 000026,    00.9942, 00.0846, -0.0119, -0.0647,    00.1692, -0.0129, -0.1304,    00.0264, 00.0171, 00.0371,    
 0002.252411, 000023,    00.9942, 00.0853, -0.0119, -0.0650,    00.1706, -0.0127, -0.1310,    00.0261, -0.0004, 00.0311,    
 0002.262413, 000018,    00.9941, 00.0859, -0.0120, -0.0654,    00.1719, -0.0127, -0.1317,    00.0243, -0.0046, 00.0198,    
 0002.272415, 000022,    00.9940, 00.0866, -0.0122, -0.0658,    00.1733, -0.0127, -0.1325,    00.0294, -0.0234, 00.0116,    
 0002.282410, 000021,    00.9939, 00.0873, -0.0124, -0.0663,    00.1747, -0.0128, -0.1334,    00.0275, -0.0282, 00.0058,    
 0002.292412, 000023,    00.9938, 00.0880, -0.0126, -0.0668,    00.1761, -0.0131, -0.1343,    00.0288, -0.0205, -0.0002,    
 0002.302414, 000020,    00.9937, 00.0887, -0.0127, -0.0672,    00.1776, -0.0132, -0.1353,    00.0282, -0.0102, 00.0070,    
 0002.312408, 000021,    00.9936, 00.0894, -0.0127, -0.0676,    00.1790, -0.0132, -0.1363,    00.0244, -0.0000, 00.0097,    
 0002.322411, 000019,    00.9935, 00.0901, -0.0127, -0.0681,    00.1803, -0.0132, -0.1371,    00.0261, 00.0082, 00.0100,    
 0002.332413, 000018,    00.9934, 00.0908, -0.0127, -0.0685,    00.1817, -0.0130, -0.1380,    00.0256, 00.0099, 00.0043,    
 0002.342415, 000034,    00.9933, 00.0915, -0.0127, -0.0690,    00.1831, -0.0129, -0.1389,    00.0280, 00.0093, -0.0048,    
 0002.352409, 000020,    00.9932, 00.0922, -0.0128, -0.0695,    00.1845, -0.0127, -0.1399,    00.0275, -0.0016, -0.0117,    
 0002.362404, 000019,    00.9931, 00.0928, -0.0129, -0.0701,    00.1859, -0.0126, -0.1410,    00.0288, -0.0126, -0.0154,    
 0002.372414, 000021,    00.9930, 00.0935, -0.0130, -0.0706,    00.1873, -0.0126, -0.1421,    00.0297, -0.0183, -0.0070,    
 0002.382408, 000017,    00.9929, 00.0942, -0.0132, -0.0711,    00.1888, -0.0127, -0.1432,    00.0283, -0.0313, 00.0002,    
 0002.392410, 000019,    00.9928, 00.0949, -0.0134, -0.0716,    00.1902, -0.0129, -0.1442,    00.0275, -0.0239, 00.0060,    
 0002.402405, 000022,    00.9927, 00.0956, -0.0135, -0.0720,    00.1916, -0.0130, -0.1451,    00.0272, -0.0140, 00.0062,    
 0002.412415, 000020,    00.9926, 00.0963, -0.0136, -0.0724,    00.1930, -0.0131, -0.1460,    00.0268, 00.0015, 00.0091,    
 0002.422401, 000018,    00.9925, 00.0970, -0.0136, -0.0728,    00.1944, -0.0130, -0.1469,    00.0285, 00.0020, 00.0092,    
 0002.432411, 000021,    00.9924, 00.0977, -0.0137, -0.0733,    00.1958, -0.0129, -0.1478,    00.0276, 00.0048, 00.0028,    
 0002.442413, 000029,    00.9923, 00.0984, -0.0137, -0.0737,    00.1972, -0.0128, -0.1487,    00.0269, 00.0114, -0.0037,    
 0002.452415, 000020,    00.9922, 00.0991, -0.0136, -0.0743,    00.1987, -0.0126, -0.1496,    00.0272, 00.0108, -0.0101,    
 0002.462410, 000017,    00.9921, 00.0998, -0.0137, -0.0747,    00.2001, -0.0124, -0.1506,    00.0279, -0.0057, -0.0029,    
 0002.472412, 000020,    00.9920, 00.1005, -0.0138, -0.0752,    00.2015, -0.0123, -0.1516,    00.0266, -0.0084, -0.0023,    
 0002.482414, 000024,    00.9919, 00.1012, -0.0139, -0.0757,    00.2029, -0.0123, -0.1526,    00.0265, -0.0076, -0.0020,    
 0002.492409, 000019,    00.9918, 00.1019, -0.0140, -0.0762,    00.2043, -0.0123, -0.1536,    00.0284, -0.0069, -0.0003,    
 0002.502411, 000022,    00.9917, 00.1026, -0.0140, -0.0766,    00.2057, -0.0122, -0.1546,    00.0281, 00.0006, -0.0010,    
 0002.512413, 000021,    00.9916, 00.1033, -0.0141, -0.0771,    00.2071, -0.0121, -0.1555,    00.0282, 00.0089, 00.0030,    
 0002.522415, 000018,    00.9915, 00.1040, -0.0141, -0.0775,    00.2085, -0.0120, -0.1564,    00.0278, 00.0080, -0.0005,    
 0002.532410, 000018,    00.9913, 00.1047, -0.0141, -0.0780,    00.2099, -0.0118, -0.1574,    00.0282, 00.0028, 00.0009,    
 0002.542412, 000030,    00.9912, 00.1054, -0.0142, -0.0785,    00.2113, -0.0117, -0.1583,    00.0263, -0.0071, 00.0038,    
 0002.552414, 000023,    00.9911, 00.1061, -0.0144, -0.0789,    00.2127, -0.0116, -0.1592,    00.0285, -0.0217, 00.0070,    
 0002.562416, 000017,    00.9910, 00.1068, -0.0145, -0.0793,    00.2142, -0.0117, -0.1601,    00.0313, -0.0230, 00.0103,    
 0002.572411, 000021,    00.9909, 00.1075, -0.0147, -0.0797,    00.2156, -0.0119, -0.1610,    00.0296, -0.0143, 00.0068,    
 0002.582413, 000021,    00.9908, 00.1082, -0.0148, -0.0802,    00.2170, -0.0120, -0.1619,    00.0280, -0.0109, 00.0048,    
 0002.592415, 000022,    00.9907, 00.1089, -0.0149, -0.0807,    00.2184, -0.0120, -0.1628,    00.0285, 00.0006, -0.0026,    
 0002.602409, 000018,    00.9906, 00.1096, -0.0149, -0.0811,    00.2199, -0.0119, -0.1638,    00.0299, -0.0014, -0.0037,    
 0002.612411, 000022,    00.9904, 00.1103, -0.0150, -0.0816,    00.2213, -0.0118, -0.1648,    00.0299, -0.0099, -0.0079,    
 0002.622414, 000019,    00.9903, 00.1110, -0.0151, -0.0822,    00.2227, -0.0118, -0.1658,    00.0300, -0.0091, -0.0119,    
 0002.632416, 000021,    00.9902, 00.1117, -0.0152, -0.0827,    00.2242, -0.0117, -0.1669,    00.0295, -0.0088, -0.0161,    
 0002.642410, 000032,    00.9901, 00.1124, -0.0154, -0.0832,    00.2256, -0.0117, -0.1680,    00.0314, -0.0204, -0.0121,    
 0002.652405, 000026,    00.9899, 00.1131, -0.0155, -0.0837,    00.2271, -0.0117, -0.1691,    00.0300, -0.0229, -0.0076,    
 0002.662415, 000018,    00.9898, 00.1138, -0.0157, -0.0842,    00.2285, -0.0118, -0.1701,    00.0302, -0.0152, -0.0064,    
 0002.672417, 000020,    00.9897, 00.1145, -0.0158, -0.0847,    00.2299, -0.0119, -0.1712,    00.0282, -0.0039, -0.0047,    
 0002.682411, 000019,    00.9896, 00.1152, -0.0158, -0.0851,    00.2313, -0.0118, -0.1722,    00.0269, 00.0141, 00.0058,    
 0002.692413, 000018,    00.9895, 00.1159, -0.0158, -0.0854,    00.2327, -0.0116, -0.1730,    00.0271, 00.0135, 00.0334,    
 0002.702415, 000020,    00.9894, 00.1166, -0.0158, -0.0856,    00.2341, -0.0114, -0.1736,    00.0279, 00.0157, 00.0530,    
 0002.712410, 000018,    00.9893, 00.1172, -0.0158, -0.0858,    00.2355, -0.0113, -0.1740,    00.0250, 00.0268, 00.0509,    
 0002.722412, 000020,    00.9892, 00.1179, -0.0157, -0.0861,    00.2369, -0.0110, -0.1743,    00.0288, 00.0231, 00.0322,    
 0002.732414, 000021,    00.9890, 00.1187, -0.0158, -0.0864,    00.2383, -0.0108, -0.1749,    00.0296, 00.0076, 00.0301,    
 0002.742409, 000030,    00.9889, 00.1194, -0.0159, -0.0867,    00.2397, -0.0107, -0.1755,    00.0311, -0.0118, 00.0295,    
 0002.752411, 000026,    00.9888, 00.1201, -0.0160, -0.0870,    00.2412, -0.0107, -0.1762,    00.0304, -0.0059, 00.0223,    
 0002.762413, 000019,    00.9887, 00.1208, -0.0161, -0.0874,    00.2426, -0.0107, -0.1769,    00.0288, -0.0101, 00.0156,    
 0002.772415, 000024,    00.9886, 00.1215, -0.0163, -0.0878,    00.2440, -0.0107, -0.1777,    00.0273, -0.0185, 00.0086,    
 0002.782410, 000019,    00.9884, 00.1221, -0.0164, -0.0883,    00.2455, -0.0108, -0.1785,    00.0280, -0.0165, -0.0013,    
 0002.792412, 000020,    00.9883, 00.1228, -0.0164, -0.0888,    00.2469, -0.0109, -0.1795,    00.0289, 00.0063, -0.0037,    
 0002.802414, 000018,    00.9882, 00.1236, -0.0165, -0.0892,    00.2483, -0.0107, -0.1805,    00.0310, 00.0047, -0.0027,    
 0002.812408, 000020,    00.9881, 00.1243, -0.0166, -0.0896,    00.2497, -0.0105, -0.1814,    00.0298, 00.0005, 00.0064,    
 0002.822411, 000019,    00.9879, 00.1250, -0.0166, -0.0900,    00.2512, -0.0104, -0.1822,    00.0299, 00.0052, 00.0103,    
 0002.832413, 000018,    00.9878, 00.1256, -0.0167, -0.0904,    00.2526, -0.0103, -0.1831,    00.0253, -0.0012, 00.0126,    
 0002.842407, 000031,    00.9877, 00.1264, -0.0168, -0.0908,    00.2540, -0.0102, -0.1838,    00.0305, -0.0093, 00.0072,    
 0002.852425, 000025,    00.9875, 00.1271, -0.0169, -0.0913,    00.2554, -0.0102, -0.1847,    00.0302, -0.0197, 00.0044,    
 0002.862411, 000019,    00.9874, 00.1278, -0.0171, -0.0917,    00.2569, -0.0103, -0.1856,    00.0334, -0.0274, -0.0024,    
