 Gtime,       Gdur,    Gperc, G,    Grx1,   Gry1,   Grz1,      Gax1,      Gay1,      Gaz1          Gcx1,    Gcy1,    Gcz1   
 0000.240814, 000573,  0.115, _,    -00035, 000080, -00044,    -00007.11, 000016.25, -00008.94,    -0.0043, 00.0019, 00.0024,    
 0000.440826, 000503,  0.101, _,    -00041, 000068, -00030,    -00015.44, 000030.06, -00015.03,    -0.0080, 00.0041, 00.0040,    
 0000.445831, 000364,  0.073, _,    -00036, 000074, -00035,    -00020.02, 000038.84, -00018.70,    -0.0103, 00.0053, 00.0050,    
 0000.450821, 000359,  0.072, _,    -00042, 000080, -00041,    -00025.34, 000049.78, -00024.69,    -0.0133, 00.0067, 00.0066,    
 0000.455826, 000355,  0.071, _,    -00041, 000084, -00028,    -00029.22, 000057.31, -00025.58,    -0.0153, 00.0078, 00.0068,    
 0000.460815, 000351,  0.070, _,    -00042, 000088, -00034,    -00032.55, 000065.75, -00027.88,    -0.0175, 00.0087, 00.0074,    
 0000.465820, 000351,  0.070, _,    -00042, 000076, -00044,    -00035.09, 000068.66, -00031.61,    -0.0183, 00.0093, 00.0084,    
 0000.470825, 000351,  0.070, _,    -00035, 000079, -00038,    -00035.67, 000071.95, -00033.81,    -0.0192, 00.0095, 00.0090,    
 0000.475830, 000352,  0.070, _,    -00047, 000080, -00041,    -00038.34, 000074.77, -00035.61,    -0.0199, 00.0102, 00.0095,    
 0000.480820, 000357,  0.071, _,    -00040, 000092, -00023,    -00039.81, 000079.59, -00033.97,    -0.0212, 00.0106, 00.0090,    
 0000.485825, 000351,  0.070, _,    -00040, 000076, -00038,    -00039.91, 000080.19, -00034.31,    -0.0214, 00.0106, 00.0091,    
 0000.490829, 000413,  0.083, _,    -00036, 000079, -00035,    -00039.84, 000080.28, -00035.67,    -0.0214, 00.0106, 00.0095,    
 0000.495819, 000361,  0.072, _,    -00044, 000080, -00034,    -00040.39, 000080.75, -00034.64,    -0.0215, 00.0108, 00.0092,    
 0000.500824, 000364,  0.073, _,    -00032, 000082, -00036,    -00039.16, 000080.77, -00035.31,    -0.0215, 00.0104, 00.0094,    
 0000.505829, 000353,  0.071, _,    -00038, 000084, -00033,    -00038.23, 000081.86, -00034.62,    -0.0218, 00.0102, 00.0092,    
 0000.510818, 000355,  0.071, _,    -00036, 000084, -00038,    -00038.25, 000082.08, -00035.41,    -0.0219, 00.0102, 00.0094,    
 0000.515823, 000351,  0.070, _,    -00038, 000071, -00030,    -00037.66, 000080.06, -00034.38,    -0.0213, 00.0100, 00.0092,    
 0000.520828, 000350,  0.070, _,    -00043, 000083, -00029,    -00039.12, 000080.00, -00033.03,    -0.0213, 00.0104, 00.0088,    
 0000.525818, 000351,  0.070, _,    -00043, 000081, -00030,    -00039.72, 000080.84, -00032.25,    -0.0215, 00.0106, 00.0086,    
 0000.530823, 000352,  0.070, _,    -00037, 000080, -00038,    -00039.45, 000080.20, -00033.30,    -0.0214, 00.0105, 00.0089,    
