 timestamp,   dur,     perc,  X,    rGx1,   rGy1,   rGz1,      
 0001.708008, 000978,  0.978, _,    -00039, 000067, -00032,    
 0001.708984, 000979,  0.979, _,    -00034, 000068, -00029,    
 0001.709961, 000976,  0.976, _,    -00032, 000072, -00025,    
 0001.710938, 000977,  0.977, _,    -00036, 000078, -00026,    
 0001.711914, 000977,  0.977, _,    -00043, 000081, -00030,    
 0001.713379, 000978,  0.978, _,    -00045, 000081, -00034,    
 0001.714355, 000978,  0.978, _,    -00044, 000080, -00036,    
 0001.715332, 000978,  0.978, _,    -00044, 000079, -00035,    
 0001.716309, 000977,  0.977, _,    -00043, 000076, -00036,    
 0001.717285, 000978,  0.978, _,    -00041, 000077, -00041,    
 0001.718262, 000978,  0.978, _,    -00042, 000078, -00043,    
 0001.719238, 000980,  0.980, _,    -00046, 000079, -00037,    
 0001.720215, 000978,  0.978, _,    -00050, 000077, -00034,    
 0001.721191, 000977,  0.977, _,    -00044, 000075, -00038,    
 0001.722168, 000977,  0.977, _,    -00036, 000073, -00041,    
 0001.723145, 000978,  0.978, _,    -00035, 000076, -00038,    
 0001.724121, 000978,  0.978, _,    -00036, 000079, -00034,    
 0001.725098, 000977,  0.977, _,    -00038, 000079, -00033,    
 0001.726074, 000978,  0.978, _,    -00039, 000081, -00038,    
 0001.727051, 000978,  0.978, _,    -00037, 000086, -00042,    
 0001.728027, 000976,  0.976, _,    -00041, 000085, -00042,    
 0001.729004, 000980,  0.980, _,    -00044, 000081, -00038,    
 0001.729980, 000975,  0.975, _,    -00043, 000072, -00037,    
 0001.730957, 000978,  0.978, _,    -00037, 000071, -00038,    
 0001.731934, 000977,  0.977, _,    -00034, 000077, -00034,    
 0001.732910, 000977,  0.977, _,    -00036, 000083, -00028,    
 0001.734375, 000977,  0.977, _,    -00041, 000084, -00025,    
 0001.735352, 000979,  0.979, _,    -00042, 000088, -00029,    
 0001.736328, 000977,  0.977, _,    -00040, 000086, -00033,    
 0001.737305, 000977,  0.977, _,    -00039, 000079, -00036,    
 0001.738281, 000978,  0.978, _,    -00039, 000072, -00034,    
 0001.739258, 000980,  0.980, _,    -00040, 000070, -00033,    
 0001.740234, 000976,  0.976, _,    -00042, 000078, -00035,    
 0001.741211, 000988,  0.988, _,    -00044, 000087, -00035,    
 0001.742188, 000979,  0.979, _,    -00045, 000088, -00034,    
 0001.743164, 000979,  0.979, _,    -00045, 000083, -00033,    
 0001.744141, 000977,  0.977, _,    -00046, 000080, -00029,    
 0001.745117, 000975,  0.975, _,    -00046, 000078, -00028,    
 0001.746094, 000975,  0.975, _,    -00042, 000079, -00027,    
 0001.747070, 000975,  0.975, _,    -00038, 000075, -00028,    
 0001.748047, 000975,  0.975, _,    -00036, 000073, -00031,    
 0001.749023, 000978,  0.978, _,    -00039, 000074, -00030,    
 0001.750000, 000976,  0.976, _,    -00043, 000076, -00026,    
 0001.750977, 000975,  0.975, _,    -00043, 000075, -00024,    
 0001.751953, 000974,  0.974, _,    -00042, 000075, -00028,    
 0001.753418, 000975,  0.975, _,    -00040, 000077, -00035,    
 0001.754395, 000975,  0.975, _,    -00036, 000078, -00040,    
 0001.755371, 000975,  0.975, _,    -00034, 000079, -00043,    
 0001.756348, 000975,  0.975, _,    -00037, 000076, -00039,    
 0001.757324, 000975,  0.975, _,    -00043, 000073, -00034,    
 0001.758301, 000975,  0.975, _,    -00043, 000072, -00035,    
 0001.759277, 000977,  0.977, _,    -00040, 000073, -00034,    
 0001.760254, 000976,  0.976, _,    -00035, 000078, -00029,    
 0001.761230, 000975,  0.975, _,    -00036, 000082, -00032,    
 0001.762207, 000975,  0.975, _,    -00037, 000077, -00036,    
 0001.763184, 000974,  0.974, _,    -00034, 000078, -00033,    
 0001.764160, 000974,  0.974, _,    -00034, 000080, -00032,    
 0001.765137, 000974,  0.974, _,    -00036, 000079, -00037,    
 0001.766113, 000975,  0.975, _,    -00039, 000078, -00042,    
 0001.767090, 000977,  0.977, _,    -00041, 000080, -00042,    
 0001.768066, 000975,  0.975, _,    -00036, 000078, -00041,    
 0001.769043, 000978,  0.978, _,    -00031, 000071, -00038,    
 0001.770020, 000976,  0.976, _,    -00032, 000070, -00038,    
 0001.770996, 000975,  0.975, _,    -00039, 000075, -00040,    
 0001.771973, 000975,  0.975, _,    -00044, 000077, -00038,    
 0001.772949, 000978,  0.978, _,    -00039, 000074, -00035,    
 0001.773926, 000978,  0.978, _,    -00033, 000074, -00036,    
 0001.774902, 000977,  0.977, _,    -00033, 000078, -00037,    
 0001.776367, 000977,  0.977, _,    -00038, 000084, -00038,    
 0001.777344, 000978,  0.978, _,    -00037, 000086, -00036,    
 0001.778320, 000978,  0.978, _,    -00033, 000082, -00037,    
 0001.779297, 000982,  0.982, _,    -00034, 000082, -00036,    
 0001.780273, 000975,  0.975, _,    -00037, 000080, -00034,    
 0001.781250, 000977,  0.977, _,    -00038, 000076, -00030,    
 0001.782227, 000978,  0.978, _,    -00035, 000078, -00030,    
 0001.783203, 000978,  0.978, _,    -00036, 000080, -00034,    
 0001.784180, 000977,  0.977, _,    -00044, 000081, -00038,    
 0001.785156, 000978,  0.978, _,    -00047, 000079, -00035,    
 0001.786133, 000977,  0.977, _,    -00043, 000074, -00030,    
 0001.787109, 000978,  0.978, _,    -00037, 000070, -00033,    
 0001.788086, 000977,  0.977, _,    -00035, 000067, -00039,    
 0001.789062, 000979,  0.979, _,    -00032, 000066, -00038,    
 0001.790039, 000976,  0.976, _,    -00027, 000072, -00038,    
 0001.791016, 000978,  0.978, _,    -00030, 000078, -00038,    
 0001.791992, 000978,  0.978, _,    -00036, 000078, -00036,    
 0001.792969, 000977,  0.977, _,    -00038, 000078, -00034,    
 0001.793945, 000978,  0.978, _,    -00035, 000080, -00037,    
 0001.794922, 000978,  0.978, _,    -00034, 000076, -00036,    
 0001.795898, 000978,  0.978, _,    -00037, 000073, -00033,    
 0001.797363, 000978,  0.978, _,    -00040, 000080, -00033,    
 0001.798340, 000977,  0.977, _,    -00041, 000084, -00031,    
 0001.799316, 000979,  0.979, _,    -00040, 000083, -00033,    
 0001.800293, 000977,  0.977, _,    -00036, 000081, -00040,    
 0001.801270, 000977,  0.977, _,    -00034, 000081, -00041,    
 0001.802246, 000977,  0.977, _,    -00035, 000083, -00037,    
 0001.803223, 000979,  0.979, _,    -00030, 000081, -00033,    
 0001.804199, 000978,  0.978, _,    -00029, 000081, -00033,    
 0001.805176, 000987,  0.987, _,    -00037, 000080, -00036,    
 0001.806152, 000979,  0.979, _,    -00043, 000077, -00034,    
 0001.807129, 000977,  0.977, _,    -00040, 000079, -00031,    
 0001.808105, 000976,  0.976, _,    -00032, 000082, -00029,    
 0001.809082, 000978,  0.978, _,    -00029, 000078, -00033,    
 0001.810059, 000976,  0.976, _,    -00033, 000072, -00041,    
 0001.811035, 000975,  0.975, _,    -00040, 000072, -00042,    
 0001.812012, 000975,  0.975, _,    -00046, 000076, -00039,    
 0001.812988, 000975,  0.975, _,    -00045, 000075, -00036,    
 0001.813965, 000976,  0.976, _,    -00043, 000073, -00032,    
 0001.814941, 000975,  0.975, _,    -00043, 000073, -00032,    
 0001.816406, 000974,  0.974, _,    -00037, 000076, -00034,    
 0001.817383, 000975,  0.975, _,    -00030, 000083, -00037,    
 0001.818359, 000975,  0.975, _,    -00026, 000087, -00039,    
 0001.819336, 000975,  0.975, _,    -00033, 000084, -00035,    
 0001.820312, 000976,  0.976, _,    -00038, 000077, -00030,    
 0001.821289, 000975,  0.975, _,    -00034, 000075, -00033,    
 0001.822266, 000976,  0.976, _,    -00035, 000074, -00034,    
 0001.823242, 000976,  0.976, _,    -00038, 000079, -00035,    
 0001.824219, 000976,  0.976, _,    -00038, 000079, -00037,    
 0001.825195, 000974,  0.974, _,    -00037, 000076, -00041,    
 0001.826172, 000975,  0.975, _,    -00035, 000076, -00044,    
 0001.827148, 000975,  0.975, _,    -00035, 000079, -00042,    
 0001.828125, 000974,  0.974, _,    -00034, 000082, -00039,    
 0001.829102, 000978,  0.978, _,    -00037, 000081, -00036,    
 0001.830078, 000976,  0.976, _,    -00037, 000079, -00035,    
 0001.831055, 000974,  0.974, _,    -00038, 000079, -00038,    
 0001.832031, 000974,  0.974, _,    -00042, 000081, -00040,    
 0001.833008, 000974,  0.974, _,    -00042, 000079, -00035,    
 0001.833984, 000975,  0.975, _,    -00035, 000075, -00032,    
 0001.834961, 000977,  0.977, _,    -00027, 000070, -00037,    
 0001.835938, 000978,  0.978, _,    -00028, 000067, -00040,    
 0001.836914, 000978,  0.978, _,    -00037, 000074, -00038,    
 0001.838379, 000978,  0.978, _,    -00045, 000078, -00033,    
 0001.839355, 000980,  0.980, _,    -00047, 000075, -00027,    
 0001.840332, 000976,  0.976, _,    -00045, 000072, -00030,    
 0001.841309, 000978,  0.978, _,    -00040, 000072, -00035,    
 0001.842285, 000978,  0.978, _,    -00035, 000072, -00040,    
 0001.843262, 000977,  0.977, _,    -00030, 000073, -00039,    
 0001.844238, 000978,  0.978, _,    -00033, 000075, -00041,    
 0001.845215, 000978,  0.978, _,    -00040, 000074, -00044,    
 0001.846191, 000977,  0.977, _,    -00040, 000071, -00044,    
 0001.847168, 000978,  0.978, _,    -00033, 000072, -00039,    
 0001.848145, 000978,  0.978, _,    -00029, 000079, -00037,    
 0001.849121, 000980,  0.980, _,    -00028, 000083, -00035,    
 0001.850098, 000976,  0.976, _,    -00029, 000075, -00036,    
 0001.851074, 000977,  0.977, _,    -00032, 000074, -00037,    
 0001.852051, 000978,  0.978, _,    -00036, 000077, -00038,    
 0001.853027, 000977,  0.977, _,    -00038, 000075, -00038,    
 0001.854004, 000978,  0.978, _,    -00038, 000075, -00039,    
 0001.854980, 000978,  0.978, _,    -00036, 000077, -00038,    
 0001.855957, 000977,  0.977, _,    -00030, 000077, -00036,    
 0001.856934, 000978,  0.978, _,    -00033, 000077, -00032,    
 0001.857910, 000977,  0.977, _,    -00037, 000075, -00029,    
 0001.859375, 000980,  0.980, _,    -00038, 000074, -00029,    
 0001.860352, 000976,  0.976, _,    -00035, 000076, -00028,    
 0001.861328, 000977,  0.977, _,    -00037, 000079, -00026,    
 0001.862305, 000978,  0.978, _,    -00042, 000079, -00029,    
 0001.863281, 000978,  0.978, _,    -00042, 000079, -00032,    
 0001.864258, 000979,  0.979, _,    -00038, 000079, -00035,    
 0001.865234, 000976,  0.976, _,    -00033, 000079, -00035,    
 0001.866211, 000978,  0.978, _,    -00031, 000080, -00039,    
 0001.867188, 000979,  0.979, _,    -00034, 000085, -00041,    
 0001.868164, 000976,  0.976, _,    -00041, 000083, -00037,    
 0001.869141, 000989,  0.989, _,    -00049, 000079, -00037,    
 0001.870117, 000980,  0.980, _,    -00048, 000078, -00037,    
 0001.871094, 000977,  0.977, _,    -00045, 000074, -00037,    
 0001.872070, 000977,  0.977, _,    -00042, 000073, -00036,    
 0001.873047, 000977,  0.977, _,    -00038, 000075, -00033,    
 0001.874023, 000977,  0.977, _,    -00036, 000081, -00031,    
 0001.875000, 000976,  0.976, _,    -00039, 000088, -00033,    
 0001.875977, 000975,  0.975, _,    -00042, 000087, -00035,    
 0001.876953, 000976,  0.976, _,    -00044, 000085, -00031,    
 0001.878418, 000976,  0.976, _,    -00042, 000080, -00030,    
 0001.879395, 000978,  0.978, _,    -00041, 000075, -00036,    
 0001.880371, 000976,  0.976, _,    -00042, 000077, -00040,    
 0001.881348, 000977,  0.977, _,    -00038, 000079, -00039,    
 0001.882324, 000974,  0.974, _,    -00037, 000079, -00035,    
 0001.883301, 000975,  0.975, _,    -00037, 000078, -00037,    
 0001.884277, 000977,  0.977, _,    -00034, 000078, -00040,    
 0001.885254, 000976,  0.976, _,    -00032, 000079, -00037,    
 0001.886230, 000975,  0.975, _,    -00033, 000077, -00031,    
 0001.887207, 000976,  0.976, _,    -00036, 000076, -00034,    
 0001.888184, 000975,  0.975, _,    -00039, 000075, -00041,    
 0001.889160, 000976,  0.976, _,    -00038, 000072, -00047,    
 0001.890137, 000976,  0.976, _,    -00034, 000074, -00047,    
 0001.891113, 000976,  0.976, _,    -00034, 000078, -00043,    
 0001.892090, 000976,  0.976, _,    -00037, 000077, -00037,    
 0001.893066, 000975,  0.975, _,    -00038, 000077, -00036,    
 0001.894043, 000976,  0.976, _,    -00038, 000077, -00038,    
 0001.895020, 000975,  0.975, _,    -00038, 000076, -00040,    
 0001.895996, 000976,  0.976, _,    -00036, 000076, -00038,    
 0001.896973, 000976,  0.976, _,    -00033, 000075, -00033,    
 0001.897949, 000976,  0.976, _,    -00033, 000075, -00033,    
 0001.898926, 000976,  0.976, _,    -00037, 000081, -00037,    
 0001.900391, 000976,  0.976, _,    -00042, 000082, -00043,    
 0001.901367, 000975,  0.975, _,    -00046, 000080, -00043,    
 0001.902344, 000975,  0.975, _,    -00043, 000075, -00038,    
 0001.903320, 000975,  0.975, _,    -00037, 000077, -00035,    
 0001.904297, 000974,  0.974, _,    -00038, 000080, -00033,    
 0001.905273, 000977,  0.977, _,    -00042, 000081, -00034,    
 0001.906250, 000975,  0.975, _,    -00041, 000077, -00038,    
 0001.907227, 000976,  0.976, _,    -00040, 000073, -00037,    
 0001.908203, 000978,  0.978, _,    -00040, 000075, -00032,    
 0001.909180, 000979,  0.979, _,    -00038, 000076, -00034,    
 0001.910156, 000977,  0.977, _,    -00039, 000077, -00036,    
 0001.911133, 000977,  0.977, _,    -00041, 000080, -00035,    
 0001.912109, 000978,  0.978, _,    -00040, 000084, -00034,    
 0001.913086, 000978,  0.978, _,    -00041, 000088, -00035,    
 0001.914062, 000978,  0.978, _,    -00044, 000087, -00033,    
 0001.915039, 000977,  0.977, _,    -00043, 000081, -00026,    
 0001.916016, 000977,  0.977, _,    -00040, 000078, -00021,    
 0001.916992, 000979,  0.979, _,    -00040, 000078, -00022,    
 0001.917969, 000976,  0.976, _,    -00044, 000079, -00029,    
 0001.918945, 000980,  0.980, _,    -00045, 000077, -00034,    
 0001.919922, 000977,  0.977, _,    -00040, 000078, -00032,    
 0001.920898, 000977,  0.977, _,    -00034, 000080, -00031,    
 0001.922363, 000977,  0.977, _,    -00031, 000077, -00031,    
 0001.923340, 000978,  0.978, _,    -00034, 000074, -00032,    
 0001.924316, 000978,  0.978, _,    -00033, 000069, -00035,    
 0001.925293, 000978,  0.978, _,    -00034, 000075, -00038,    
 0001.926270, 000978,  0.978, _,    -00032, 000079, -00037,    
 0001.927246, 000977,  0.977, _,    -00032, 000077, -00033,    
 0001.928223, 000978,  0.978, _,    -00034, 000076, -00031,    
 0001.929199, 000980,  0.980, _,    -00034, 000080, -00030,    
 0001.930176, 000977,  0.977, _,    -00033, 000080, -00028,    
 0001.931152, 000977,  0.977, _,    -00031, 000081, -00031,    
 0001.932129, 000978,  0.978, _,    -00031, 000080, -00033,    
 0001.933105, 000985,  0.985, _,    -00034, 000074, -00036,    
 0001.934082, 000979,  0.979, _,    -00039, 000073, -00031,    
 0001.935059, 000975,  0.975, _,    -00040, 000074, -00026,    
 0001.936035, 000977,  0.977, _,    -00037, 000075, -00030,    
 0001.937012, 000974,  0.974, _,    -00037, 000074, -00035,    
 0001.937988, 000975,  0.975, _,    -00036, 000075, -00035,    
 0001.938965, 000976,  0.976, _,    -00034, 000078, -00033,    
 0001.939941, 000978,  0.978, _,    -00036, 000079, -00034,    
 0001.941406, 000976,  0.976, _,    -00039, 000082, -00036,    
 0001.942383, 000977,  0.977, _,    -00040, 000081, -00031,    
 0001.943359, 000975,  0.975, _,    -00039, 000076, -00024,    
 0001.944336, 000975,  0.975, _,    -00034, 000074, -00022,    
 0001.945312, 000976,  0.976, _,    -00031, 000073, -00026,    
 0001.946289, 000975,  0.975, _,    -00031, 000074, -00031,    
 0001.947266, 000975,  0.975, _,    -00031, 000081, -00032,    
 0001.948242, 000977,  0.977, _,    -00032, 000083, -00036,    
 0001.949219, 000976,  0.976, _,    -00033, 000081, -00036,    
 0001.950195, 000976,  0.976, _,    -00036, 000081, -00031,    
 0001.951172, 000976,  0.976, _,    -00037, 000085, -00030,    
 0001.952148, 000976,  0.976, _,    -00036, 000083, -00030,    
 0001.953125, 000975,  0.975, _,    -00036, 000076, -00034,    
 0001.954102, 000976,  0.976, _,    -00038, 000072, -00037,    
 0001.955078, 000975,  0.975, _,    -00036, 000072, -00030,    
 0001.956055, 000975,  0.975, _,    -00033, 000073, -00024,    
 0001.957031, 000975,  0.975, _,    -00031, 000076, -00028,    
 0001.958008, 000975,  0.975, _,    -00029, 000078, -00035,    
 0001.958984, 000977,  0.977, _,    -00026, 000078, -00036,    
 0001.959961, 000976,  0.976, _,    -00028, 000079, -00035,    
 0001.960938, 000975,  0.975, _,    -00029, 000081, -00036,    
 0001.961914, 000975,  0.975, _,    -00032, 000082, -00034,    
 0001.963379, 000978,  0.978, _,    -00039, 000079, -00032,    
 0001.964355, 000978,  0.978, _,    -00041, 000076, -00034,    
 0001.965332, 000977,  0.977, _,    -00038, 000073, -00034,    
 0001.966309, 000978,  0.978, _,    -00038, 000072, -00031,    
 0001.967285, 000978,  0.978, _,    -00039, 000073, -00031,    
 0001.968262, 000978,  0.978, _,    -00037, 000068, -00032,    
 0001.969238, 000980,  0.980, _,    -00035, 000067, -00031,    
 0001.970215, 000976,  0.976, _,    -00032, 000070, -00032,    
 0001.971191, 000978,  0.978, _,    -00030, 000073, -00034,    
 0001.972168, 000977,  0.977, _,    -00032, 000078, -00034,    
 0001.973145, 000977,  0.977, _,    -00037, 000079, -00031,    
 0001.974121, 000978,  0.978, _,    -00041, 000080, -00028,    
 0001.975098, 000978,  0.978, _,    -00041, 000081, -00029,    
 0001.976074, 000978,  0.978, _,    -00040, 000081, -00031,    
 0001.977051, 000977,  0.977, _,    -00043, 000078, -00031,    
 0001.978027, 000978,  0.978, _,    -00044, 000074, -00033,    
 0001.979004, 000980,  0.980, _,    -00041, 000072, -00037,    
 0001.979980, 000977,  0.977, _,    -00037, 000072, -00035,    
 0001.980957, 000977,  0.977, _,    -00035, 000075, -00029,    
 0001.981934, 000977,  0.977, _,    -00036, 000074, -00028,    
 0001.982910, 000978,  0.978, _,    -00042, 000073, -00035,    
 0001.984375, 000978,  0.978, _,    -00043, 000073, -00041,    
 0001.985352, 000977,  0.977, _,    -00040, 000071, -00042,    
 0001.986328, 000979,  0.979, _,    -00037, 000073, -00039,    
 0001.987305, 000977,  0.977, _,    -00035, 000078, -00036,    
 0001.988281, 000978,  0.978, _,    -00035, 000081, -00036,    
 0001.989258, 000981,  0.981, _,    -00036, 000080, -00035,    
 0001.990234, 000976,  0.976, _,    -00040, 000082, -00032,    
 0001.991211, 000976,  0.976, _,    -00040, 000079, -00035,    
 0001.992188, 000977,  0.977, _,    -00038, 000074, -00041,    
 0001.993164, 000978,  0.978, _,    -00038, 000072, -00039,    
 0001.994141, 000978,  0.978, _,    -00040, 000077, -00034,    
 0001.995117, 000977,  0.977, _,    -00037, 000083, -00032,    
 0001.996094, 000977,  0.977, _,    -00033, 000081, -00037,    
 0001.997070, 000987,  0.987, _,    -00028, 000077, -00037,    
 0001.998047, 000977,  0.977, _,    -00031, 000076, -00032,    
 0001.999023, 000982,  0.982, _,    -00038, 000074, -00032,    
 0002.000000, 000977,  0.977, _,    -00045, 000077, -00037,    
 0002.000977, 000977,  0.977, _,    -00043, 000080, -00042,    
 0002.001953, 000975,  0.975, _,    -00038, 000079, -00040,    
 0002.003418, 000975,  0.975, _,    -00040, 000080, -00035,    
 0002.004395, 000975,  0.975, _,    -00041, 000085, -00037,    
 0002.005371, 000975,  0.975, _,    -00041, 000088, -00036,    
 0002.006348, 000976,  0.976, _,    -00040, 000084, -00038,    
 0002.007324, 000976,  0.976, _,    -00037, 000077, -00042,    
 0002.008301, 000975,  0.975, _,    -00035, 000074, -00040,    
 0002.009277, 000977,  0.977, _,    -00036, 000076, -00035,    
 0002.010254, 000977,  0.977, _,    -00034, 000080, -00031,    
 0002.011230, 000975,  0.975, _,    -00037, 000082, -00032,    
 0002.012207, 000976,  0.976, _,    -00041, 000082, -00034,    
 0002.013184, 000975,  0.975, _,    -00038, 000079, -00036,    
 0002.014160, 000975,  0.975, _,    -00033, 000078, -00037,    
 0002.015137, 000975,  0.975, _,    -00030, 000081, -00039,    
 0002.016113, 000975,  0.975, _,    -00031, 000088, -00043,    
 0002.017090, 000974,  0.974, _,    -00033, 000091, -00044,    
 0002.018066, 000977,  0.977, _,    -00037, 000083, -00044,    
 0002.019043, 000977,  0.977, _,    -00040, 000080, -00043,    
 0002.020020, 000977,  0.977, _,    -00043, 000078, -00042,    
 0002.020996, 000976,  0.976, _,    -00044, 000072, -00038,    
 0002.021973, 000975,  0.975, _,    -00037, 000073, -00036,    
 0002.022949, 000974,  0.974, _,    -00031, 000076, -00033,    
 0002.023926, 000975,  0.975, _,    -00029, 000077, -00034,    
 0002.024902, 000976,  0.976, _,    -00032, 000074, -00038,    
 0002.026367, 000975,  0.975, _,    -00036, 000071, -00043,    
 0002.027344, 000975,  0.975, _,    -00041, 000071, -00045,    
 0002.028320, 000977,  0.977, _,    -00046, 000072, -00043,    
 0002.029297, 000980,  0.980, _,    -00047, 000074, -00037,    
 0002.030273, 000978,  0.978, _,    -00049, 000077, -00035,    
 0002.031250, 000977,  0.977, _,    -00050, 000080, -00037,    
 0002.032227, 000976,  0.976, _,    -00046, 000081, -00039,    
 0002.033203, 000978,  0.978, _,    -00039, 000081, -00039,    
 0002.034180, 000977,  0.977, _,    -00038, 000079, -00033,    
 0002.035156, 000978,  0.978, _,    -00041, 000075, -00028,    
 0002.036133, 000977,  0.977, _,    -00042, 000074, -00026,    
 0002.037109, 000978,  0.978, _,    -00039, 000077, -00026,    
 0002.038086, 000978,  0.978, _,    -00040, 000083, -00031,    
 0002.039062, 000980,  0.980, _,    -00042, 000086, -00036,    
 0002.040039, 000977,  0.977, _,    -00043, 000087, -00035,    
 0002.041016, 000977,  0.977, _,    -00042, 000084, -00032,    
 0002.041992, 000977,  0.977, _,    -00037, 000082, -00033,    
 0002.042969, 000978,  0.978, _,    -00032, 000081, -00034,    
 0002.043945, 000978,  0.978, _,    -00032, 000085, -00034,    
 0002.044922, 000978,  0.978, _,    -00036, 000087, -00034,    
 0002.045898, 000978,  0.978, _,    -00040, 000086, -00032,    
 0002.047363, 000977,  0.977, _,    -00040, 000086, -00030,    
 0002.048340, 000977,  0.977, _,    -00038, 000086, -00030,    
 0002.049316, 000980,  0.980, _,    -00037, 000081, -00030,    
 0002.050293, 000976,  0.976, _,    -00040, 000078, -00033,    
 0002.051270, 000978,  0.978, _,    -00040, 000078, -00036,    
 0002.052246, 000977,  0.977, _,    -00041, 000079, -00035,    
 0002.053223, 000978,  0.978, _,    -00041, 000071, -00033,    
 0002.054199, 000977,  0.977, _,    -00039, 000064, -00037,    
 0002.055176, 000979,  0.979, _,    -00037, 000065, -00040,    
 0002.056152, 000977,  0.977, _,    -00040, 000071, -00041,    
 0002.057129, 000976,  0.976, _,    -00039, 000076, -00036,    
 0002.058105, 000978,  0.978, _,    -00034, 000078, -00028,    
 0002.059082, 000980,  0.980, _,    -00033, 000079, -00027,    
 0002.060059, 000978,  0.978, _,    -00035, 000081, -00034,    
 0002.061035, 000986,  0.986, _,    -00036, 000080, -00038,    
 0002.062012, 000980,  0.980, _,    -00041, 000079, -00034,    
 0002.062988, 000980,  0.980, _,    -00048, 000074, -00028,    
 0002.063965, 000977,  0.977, _,    -00047, 000070, -00026,    
 0002.065430, 000976,  0.976, _,    -00042, 000070, -00032,    
 0002.066406, 000977,  0.977, _,    -00039, 000070, -00036,    
 0002.067383, 000976,  0.976, _,    -00037, 000072, -00036,    
 0002.068359, 000977,  0.977, _,    -00036, 000071, -00035,    
 0002.069336, 000978,  0.978, _,    -00037, 000070, -00032,    
 0002.070312, 000976,  0.976, _,    -00041, 000076, -00029,    
 0002.071289, 000976,  0.976, _,    -00039, 000085, -00030,    
 0002.072266, 000976,  0.976, _,    -00034, 000084, -00031,    
 0002.073242, 000975,  0.975, _,    -00032, 000078, -00035,    
 0002.074219, 000976,  0.976, _,    -00032, 000077, -00039,    
 0002.075195, 000975,  0.975, _,    -00031, 000083, -00040,    
 0002.076172, 000974,  0.974, _,    -00030, 000083, -00034,    
 0002.077148, 000975,  0.975, _,    -00035, 000077, -00033,    
 0002.078125, 000973,  0.973, _,    -00038, 000074, -00034,    
 0002.079102, 000977,  0.977, _,    -00035, 000074, -00034,    
 0002.080078, 000977,  0.977, _,    -00030, 000074, -00035,    
 0002.081055, 000976,  0.976, _,    -00026, 000073, -00037,    
 0002.082031, 000975,  0.975, _,    -00028, 000074, -00036,    
 0002.083008, 000975,  0.975, _,    -00034, 000076, -00032,    
 0002.083984, 000974,  0.974, _,    -00035, 000077, -00034,    
 0002.084961, 000975,  0.975, _,    -00036, 000076, -00035,    
 0002.085938, 000975,  0.975, _,    -00039, 000075, -00029,    
 0002.086914, 000976,  0.976, _,    -00042, 000075, -00030,    
 0002.088379, 000975,  0.975, _,    -00037, 000077, -00033,    
 0002.089355, 001450,  1.450, X,    -00031, 000077, -00033,    
 0002.090820, 000981,  0.981, _,    -00033, 000075, -00038,    
 0002.091797, 000978,  0.978, _,    -00039, 000073, -00035,    
 0002.092773, 000976,  0.976, _,    -00039, 000072, -00033,    
 0002.093750, 000975,  0.975, _,    -00035, 000071, -00033,    
 0002.094727, 000975,  0.975, _,    -00033, 000075, -00037,    
 0002.095703, 000975,  0.975, _,    -00032, 000080, -00036,    
 0002.096680, 000976,  0.976, _,    -00035, 000072, -00034,    
 0002.097656, 000977,  0.977, _,    -00035, 000067, -00034,    
 0002.098633, 000975,  0.975, _,    -00034, 000070, -00033,    
 0002.099609, 000978,  0.978, _,    -00032, 000075, -00032,    
 0002.100586, 000975,  0.975, _,    -00031, 000077, -00031,    
 0002.101562, 000976,  0.976, _,    -00034, 000077, -00030,    
 0002.102539, 000975,  0.975, _,    -00038, 000075, -00030,    
 0002.103516, 000976,  0.976, _,    -00039, 000074, -00033,    
 0002.104492, 000975,  0.975, _,    -00036, 000081, -00036,    
 0002.105469, 000975,  0.975, _,    -00033, 000084, -00039,    
 0002.106445, 000975,  0.975, _,    -00035, 000081, -00038,    
 0002.107422, 000976,  0.976, _,    -00037, 000077, -00035,    
 0002.108398, 000975,  0.975, _,    -00035, 000072, -00034,    
 0002.109375, 000976,  0.976, _,    -00033, 000069, -00034,    
 0002.110840, 000976,  0.976, _,    -00034, 000070, -00033,    
 0002.111816, 000977,  0.977, _,    -00035, 000073, -00030,    
 0002.112793, 000976,  0.976, _,    -00037, 000076, -00026,    
 0002.113770, 000976,  0.976, _,    -00036, 000077, -00028,    
 0002.114746, 000976,  0.976, _,    -00037, 000075, -00035,    
 0002.115723, 000976,  0.976, _,    -00040, 000074, -00039,    
 0002.116699, 000975,  0.975, _,    -00040, 000071, -00037,    
 0002.117676, 000975,  0.975, _,    -00037, 000074, -00036,    
 0002.118652, 000975,  0.975, _,    -00038, 000081, -00037,    
 0002.119629, 000977,  0.977, _,    -00040, 000087, -00033,    
 0002.120605, 000976,  0.976, _,    -00041, 000086, -00030,    
 0002.121582, 000975,  0.975, _,    -00036, 000081, -00033,    
 0002.122559, 000976,  0.976, _,    -00029, 000079, -00038,    
 0002.123535, 000975,  0.975, _,    -00030, 000074, -00038,    
 0002.124512, 000976,  0.976, _,    -00035, 000072, -00038,    
 0002.125488, 000988,  0.988, _,    -00037, 000077, -00036,    
 0002.126465, 000980,  0.980, _,    -00037, 000080, -00034,    
 0002.127441, 000977,  0.977, _,    -00035, 000077, -00030,    
 0002.128418, 000976,  0.976, _,    -00032, 000075, -00031,    
 0002.129883, 000978,  0.978, _,    -00031, 000070, -00033,    
 0002.130859, 000975,  0.975, _,    -00038, 000070, -00036,    
