 time, start,  dur,     perc,  X,    
 8449, 614807, 001121,  1.121, X,    
 8449, 814812, 001028,  1.028, X,    
 8449, 815864, 000995,  0.995, _,    
 8449, 816882, 000982,  0.982, _,    
 8449, 817883, 000980,  0.980, _,    
 8449, 818881, 000979,  0.979, _,    
 8449, 819877, 000983,  0.983, _,    
 8449, 820879, 000980,  0.980, _,    
 8449, 821877, 000980,  0.980, _,    
 8449, 822875, 000979,  0.979, _,    
 8449, 823871, 000985,  0.985, _,    
 8449, 824874, 000978,  0.978, _,    
 8449, 825870, 000984,  0.984, _,    
 8449, 826872, 000980,  0.980, _,    
 8449, 827870, 000982,  0.982, _,    
 8449, 828870, 000982,  0.982, _,    
 8449, 829869, 000983,  0.983, _,    
 8449, 830871, 000983,  0.983, _,    
 8449, 831872, 000981,  0.981, _,    
 8449, 832870, 000983,  0.983, _,    
 8449, 833870, 000982,  0.982, _,    
 8449, 834870, 000982,  0.982, _,    
 8449, 835869, 000984,  0.984, _,    
 8449, 836870, 000982,  0.982, _,    
 8449, 837870, 000982,  0.982, _,    
 8449, 838869, 000982,  0.982, _,    
 8449, 839867, 000984,  0.984, _,    
 8449, 840869, 000984,  0.984, _,    
 8449, 841870, 000983,  0.983, _,    
 8449, 842870, 000983,  0.983, _,    
 8449, 843870, 000981,  0.981, _,    
 8449, 844869, 000983,  0.983, _,    
 8449, 845870, 000983,  0.983, _,    
 8449, 846870, 000982,  0.982, _,    
 8449, 847870, 000982,  0.982, _,    
 8449, 848869, 000985,  0.985, _,    
 8449, 849871, 000983,  0.983, _,    
 8449, 850871, 000982,  0.982, _,    
 8449, 851871, 000982,  0.982, _,    
 8449, 852871, 000982,  0.982, _,    
 8449, 853870, 000983,  0.983, _,    
 8449, 854871, 000982,  0.982, _,    
 8449, 855870, 000983,  0.983, _,    
 8449, 856870, 000982,  0.982, _,    
 8449, 857870, 000983,  0.983, _,    
 8449, 858871, 000981,  0.981, _,    
 8449, 859869, 000983,  0.983, _,    
 8449, 860870, 000983,  0.983, _,    
 8449, 861871, 000983,  0.983, _,    
 8449, 862871, 000982,  0.982, _,    
 8449, 863870, 000983,  0.983, _,    
 8449, 864871, 000981,  0.981, _,    
 8449, 865870, 000982,  0.982, _,    
 8449, 866870, 000982,  0.982, _,    
 8449, 867869, 000983,  0.983, _,    
 8449, 868870, 000982,  0.982, _,    
 8449, 869869, 000984,  0.984, _,    
 8449, 870872, 000981,  0.981, _,    
 8449, 871871, 000981,  0.981, _,    
 8449, 872871, 000981,  0.981, _,    
 8449, 873869, 000986,  0.986, _,    
 8449, 874873, 000981,  0.981, _,    
 8449, 875872, 000980,  0.980, _,    
 8449, 876870, 000983,  0.983, _,    
 8449, 877870, 000983,  0.983, _,    
 8449, 878870, 000981,  0.981, _,    
 8449, 879868, 000982,  0.982, _,    
 8449, 880868, 000985,  0.985, _,    
 8449, 881870, 000983,  0.983, _,    
 8449, 882870, 000982,  0.982, _,    
 8449, 883869, 000983,  0.983, _,    
 8449, 884870, 000983,  0.983, _,    
 8449, 885870, 000982,  0.982, _,    
 8449, 886871, 000982,  0.982, _,    
 8449, 887871, 000982,  0.982, _,    
 8449, 888870, 000983,  0.983, _,    
 8449, 889870, 000984,  0.984, _,    
