 time, start,  dur,     perc,  X,    rGx1,   rGy1,   rGz1,      
 8499, 053103, 000976,  0.976, _,    -00041, 000070, -00036,    
 8499, 054101, 000975,  0.975, _,    -00041, 000070, -00038,    
 8499, 055097, 000976,  0.976, _,    -00037, 000072, -00033,    
 8499, 056094, 000975,  0.975, _,    -00037, 000074, -00028,    
 8499, 057090, 000977,  0.977, _,    -00039, 000076, -00030,    
 8499, 058088, 000975,  0.975, _,    -00039, 000076, -00030,    
 8499, 059084, 000982,  0.982, _,    -00038, 000076, -00032,    
 8499, 060088, 000976,  0.976, _,    -00036, 000077, -00038,    
 8499, 061086, 000975,  0.975, _,    -00037, 000080, -00038,    
 8499, 062082, 000976,  0.976, _,    -00038, 000080, -00031,    
 8499, 063079, 000977,  0.977, _,    -00042, 000082, -00027,    
 8499, 064077, 000978,  0.978, _,    -00041, 000083, -00028,    
 8499, 065076, 000975,  0.975, _,    -00039, 000079, -00035,    
 8499, 066072, 000975,  0.975, _,    -00039, 000079, -00035,    
 8499, 067068, 000977,  0.977, _,    -00042, 000073, -00037,    
 8499, 068066, 000976,  0.976, _,    -00043, 000069, -00038,    
 8499, 069063, 000999,  0.999, _,    -00042, 000071, -00038,    
 8499, 070084, 000989,  0.989, _,    -00037, 000078, -00028,    
 8499, 071096, 000982,  0.982, _,    -00042, 000076, -00032,    
 8499, 072099, 000976,  0.976, _,    -00043, 000076, -00036,    
 8499, 073097, 000976,  0.976, _,    -00040, 000077, -00031,    
 8499, 074094, 000977,  0.977, _,    -00036, 000077, -00026,    
 8499, 075092, 000978,  0.978, _,    -00036, 000082, -00030,    
 8499, 076092, 000975,  0.975, _,    -00039, 000084, -00033,    
 8499, 077089, 000975,  0.975, _,    -00043, 000078, -00031,    
 8499, 078154, 000994,  0.994, _,    -00037, 000078, -00030,    
 8499, 079172, 000986,  0.986, _,    -00031, 000083, -00030,    
 8499, 080181, 000981,  0.981, _,    -00032, 000080, -00034,    
 8499, 081185, 000978,  0.978, _,    -00040, 000077, -00036,    
 8499, 082184, 000976,  0.976, _,    -00042, 000080, -00033,    
 8499, 083182, 000977,  0.977, _,    -00037, 000081, -00028,    
 8499, 084180, 000977,  0.977, _,    -00038, 000078, -00025,    
 8499, 085178, 000976,  0.976, _,    -00040, 000075, -00023,    
 8499, 086175, 000975,  0.975, _,    -00041, 000077, -00028,    
 8499, 087172, 000976,  0.976, _,    -00036, 000081, -00037,    
 8499, 088169, 000979,  0.979, _,    -00029, 000080, -00044,    
 8499, 089169, 000979,  0.979, _,    -00026, 000076, -00041,    
 8499, 090170, 000976,  0.976, _,    -00035, 000076, -00037,    
 8499, 091167, 000975,  0.975, _,    -00044, 000077, -00035,    
 8499, 092164, 000976,  0.976, _,    -00042, 000077, -00035,    
 8499, 093162, 000976,  0.976, _,    -00038, 000076, -00040,    
 8499, 094159, 000975,  0.975, _,    -00037, 000075, -00043,    
 8499, 095155, 000977,  0.977, _,    -00035, 000076, -00040,    
 8499, 096153, 000976,  0.976, _,    -00031, 000082, -00036,    
 8499, 097150, 000976,  0.976, _,    -00031, 000084, -00034,    
 8499, 098148, 000975,  0.975, _,    -00030, 000082, -00030,    
 8499, 099145, 000979,  0.979, _,    -00026, 000077, -00025,    
 8499, 100146, 000976,  0.976, _,    -00024, 000076, -00027,    
 8499, 101144, 000985,  0.985, _,    -00032, 000081, -00028,    
 8499, 102155, 000979,  0.979, _,    -00039, 000083, -00031,    
 8499, 103156, 000979,  0.979, _,    -00036, 000082, -00036,    
 8499, 104157, 000975,  0.975, _,    -00038, 000078, -00033,    
 8499, 105154, 000975,  0.975, _,    -00040, 000082, -00031,    
 8499, 106150, 000975,  0.975, _,    -00038, 000084, -00031,    
 8499, 107146, 000975,  0.975, _,    -00038, 000076, -00034,    
 8499, 108143, 000975,  0.975, _,    -00037, 000072, -00036,    
 8499, 109140, 000979,  0.979, _,    -00035, 000077, -00033,    
 8499, 110141, 000976,  0.976, _,    -00037, 000081, -00029,    
 8499, 111140, 000976,  0.976, _,    -00042, 000083, -00030,    
 8499, 112137, 000976,  0.976, _,    -00043, 000084, -00036,    
 8499, 113135, 000980,  0.980, _,    -00040, 000081, -00034,    
 8499, 114137, 000975,  0.975, _,    -00039, 000073, -00027,    
 8499, 115133, 000976,  0.976, _,    -00038, 000071, -00025,    
 8499, 116130, 000975,  0.975, _,    -00038, 000079, -00029,    
 8499, 117127, 000974,  0.974, _,    -00037, 000087, -00035,    
 8499, 118123, 000975,  0.975, _,    -00036, 000086, -00037,    
 8499, 119120, 000979,  0.979, _,    -00038, 000083, -00035,    
 8499, 120121, 000976,  0.976, _,    -00035, 000080, -00034,    
 8499, 121119, 000976,  0.976, _,    -00033, 000076, -00032,    
 8499, 122117, 000976,  0.976, _,    -00036, 000073, -00030,    
 8499, 123114, 000977,  0.977, _,    -00040, 000073, -00031,    
 8499, 124113, 000975,  0.975, _,    -00043, 000074, -00035,    
 8499, 125110, 000976,  0.976, _,    -00040, 000072, -00038,    
 8499, 126107, 000977,  0.977, _,    -00034, 000074, -00037,    
 8499, 127105, 000976,  0.976, _,    -00033, 000079, -00032,    
 8499, 128102, 000976,  0.976, _,    -00033, 000086, -00027,    
 8499, 129099, 000979,  0.979, _,    -00034, 000086, -00025,    
 8499, 130100, 000978,  0.978, _,    -00036, 000078, -00027,    
 8499, 131100, 000976,  0.976, _,    -00042, 000075, -00028,    
 8499, 132097, 000978,  0.978, _,    -00044, 000075, -00029,    
 8499, 133097, 000976,  0.976, _,    -00041, 000076, -00029,    
 8499, 134094, 000975,  0.975, _,    -00037, 000075, -00031,    
 8499, 135090, 000976,  0.976, _,    -00032, 000075, -00030,    
 8499, 136088, 000976,  0.976, _,    -00035, 000074, -00029,    
 8499, 137085, 000975,  0.975, _,    -00043, 000074, -00028,    
 8499, 138081, 000975,  0.975, _,    -00043, 000076, -00029,    
 8499, 139077, 000989,  0.989, _,    -00041, 000076, -00034,    
 8499, 140088, 000976,  0.976, _,    -00038, 000078, -00036,    
 8499, 141142, 000991,  0.991, _,    -00034, 000079, -00035,    
 8499, 142155, 000980,  0.980, _,    -00033, 000077, -00035,    
 8499, 143157, 000981,  0.981, _,    -00032, 000076, -00036,    
 8499, 144160, 000976,  0.976, _,    -00031, 000073, -00036,    
 8499, 145158, 000978,  0.978, _,    -00030, 000072, -00032,    
 8499, 146157, 000976,  0.976, _,    -00033, 000074, -00029,    
 8499, 147154, 000975,  0.975, _,    -00032, 000074, -00031,    
 8499, 148150, 000975,  0.975, _,    -00032, 000074, -00032,    
 8499, 149146, 000980,  0.980, _,    -00034, 000078, -00033,    
 8499, 150148, 000979,  0.979, _,    -00038, 000081, -00034,    
 8499, 151149, 000979,  0.979, _,    -00040, 000084, -00035,    
 8499, 152149, 000976,  0.976, _,    -00040, 000083, -00039,    
 8499, 153147, 000974,  0.974, _,    -00040, 000078, -00039,    
 8499, 154143, 000976,  0.976, _,    -00041, 000073, -00034,    
 8499, 155141, 000975,  0.975, _,    -00039, 000074, -00029,    
 8499, 156137, 000975,  0.975, _,    -00035, 000079, -00027,    
 8499, 157133, 000976,  0.976, _,    -00033, 000081, -00029,    
 8499, 158130, 000976,  0.976, _,    -00030, 000081, -00035,    
 8499, 159127, 000978,  0.978, _,    -00028, 000076, -00038,    
 8499, 160127, 000977,  0.977, _,    -00031, 000074, -00037,    
 8499, 161126, 000976,  0.976, _,    -00035, 000075, -00039,    
 8499, 162124, 000976,  0.976, _,    -00037, 000074, -00038,    
 8499, 163122, 000976,  0.976, _,    -00040, 000071, -00033,    
 8499, 164119, 000976,  0.976, _,    -00043, 000069, -00032,    
 8499, 165116, 000974,  0.974, _,    -00044, 000067, -00033,    
 8499, 166112, 000975,  0.975, _,    -00043, 000068, -00035,    
 8499, 167108, 000976,  0.976, _,    -00042, 000072, -00037,    
 8499, 168105, 000975,  0.975, _,    -00041, 000078, -00034,    
 8499, 169102, 000978,  0.978, _,    -00037, 000083, -00033,    
 8499, 170101, 000977,  0.977, _,    -00033, 000084, -00033,    
 8499, 171100, 000976,  0.976, _,    -00035, 000083, -00033,    
 8499, 172098, 000976,  0.976, _,    -00036, 000079, -00036,    
 8499, 173095, 000976,  0.976, _,    -00034, 000074, -00039,    
 8499, 174092, 000976,  0.976, _,    -00030, 000072, -00036,    
 8499, 175089, 000976,  0.976, _,    -00030, 000071, -00034,    
 8499, 176087, 000975,  0.975, _,    -00033, 000077, -00036,    
 8499, 177083, 000976,  0.976, _,    -00032, 000081, -00036,    
 8499, 178080, 000975,  0.975, _,    -00033, 000078, -00032,    
 8499, 179076, 000991,  0.991, _,    -00036, 000071, -00031,    
 8499, 180089, 000977,  0.977, _,    -00038, 000073, -00034,    
 8499, 181087, 000977,  0.977, _,    -00040, 000082, -00036,    
 8499, 182085, 000976,  0.976, _,    -00039, 000084, -00038,    
 8499, 183083, 000974,  0.974, _,    -00038, 000084, -00041,    
 8499, 184079, 000976,  0.976, _,    -00037, 000084, -00039,    
 8499, 185076, 000975,  0.975, _,    -00035, 000083, -00033,    
 8499, 186072, 000976,  0.976, _,    -00031, 000081, -00032,    
 8499, 187069, 000975,  0.975, _,    -00033, 000076, -00033,    
 8499, 188066, 000976,  0.976, _,    -00033, 000076, -00033,    
 8499, 189063, 000990,  0.990, _,    -00037, 000079, -00031,    
 8499, 190075, 000975,  0.975, _,    -00041, 000084, -00032,    
 8499, 191072, 000976,  0.976, _,    -00041, 000079, -00031,    
 8499, 192069, 000974,  0.974, _,    -00042, 000076, -00027,    
 8499, 193065, 000976,  0.976, _,    -00040, 000076, -00028,    
 8499, 194062, 000976,  0.976, _,    -00040, 000076, -00034,    
 8499, 195059, 000976,  0.976, _,    -00045, 000078, -00037,    
 8499, 196056, 000976,  0.976, _,    -00045, 000080, -00033,    
 8499, 197053, 000976,  0.976, _,    -00039, 000080, -00030,    
 8499, 198050, 000975,  0.975, _,    -00034, 000079, -00027,    
 8499, 199046, 000990,  0.990, _,    -00029, 000073, -00028,    
 8499, 200057, 000976,  0.976, _,    -00028, 000069, -00031,    
 8499, 201055, 000976,  0.976, _,    -00031, 000072, -00030,    
 8499, 202053, 000976,  0.976, _,    -00031, 000079, -00032,    
 8499, 203050, 000976,  0.976, _,    -00030, 000084, -00037,    
 8499, 204097, 000988,  0.988, _,    -00031, 000084, -00039,    
 8499, 205108, 000978,  0.978, _,    -00029, 000078, -00037,    
 8499, 206108, 000977,  0.977, _,    -00035, 000074, -00039,    
 8499, 207106, 000978,  0.978, _,    -00039, 000074, -00038,    
 8499, 208106, 000975,  0.975, _,    -00040, 000074, -00035,    
 8499, 209102, 000979,  0.979, _,    -00040, 000076, -00035,    
 8499, 210103, 000977,  0.977, _,    -00042, 000078, -00036,    
 8499, 211101, 000975,  0.975, _,    -00045, 000077, -00038,    
 8499, 212098, 000974,  0.974, _,    -00047, 000071, -00037,    
 8499, 213094, 000975,  0.975, _,    -00044, 000067, -00037,    
 8499, 214090, 000977,  0.977, _,    -00038, 000075, -00040,    
 8499, 215088, 000975,  0.975, _,    -00034, 000082, -00036,    
 8499, 216084, 000976,  0.976, _,    -00032, 000082, -00031,    
 8499, 217081, 000975,  0.975, _,    -00033, 000080, -00031,    
 8499, 218078, 000976,  0.976, _,    -00039, 000081, -00029,    
 8499, 219075, 000992,  0.992, _,    -00039, 000084, -00030,    
 8499, 220089, 000976,  0.976, _,    -00035, 000082, -00035,    
 8499, 221087, 000976,  0.976, _,    -00032, 000078, -00032,    
 8499, 222084, 000975,  0.975, _,    -00031, 000075, -00033,    
 8499, 223081, 000975,  0.975, _,    -00039, 000075, -00035,    
 8499, 224078, 000974,  0.974, _,    -00042, 000074, -00036,    
 8499, 225074, 000976,  0.976, _,    -00040, 000073, -00037,    
 8499, 226071, 000978,  0.978, _,    -00041, 000075, -00038,    
 8499, 227071, 000976,  0.976, _,    -00044, 000076, -00041,    
 8499, 228068, 000976,  0.976, _,    -00045, 000080, -00042,    
 8499, 229065, 000990,  0.990, _,    -00042, 000082, -00037,    
 8499, 230077, 000975,  0.975, _,    -00041, 000079, -00028,    
 8499, 231074, 000976,  0.976, _,    -00040, 000075, -00026,    
 8499, 232072, 000976,  0.976, _,    -00042, 000075, -00030,    
 8499, 233069, 000976,  0.976, _,    -00043, 000074, -00036,    
 8499, 234066, 000975,  0.975, _,    -00043, 000071, -00040,    
 8499, 235062, 000976,  0.976, _,    -00039, 000074, -00040,    
 8499, 236060, 000976,  0.976, _,    -00036, 000073, -00037,    
 8499, 237057, 000977,  0.977, _,    -00035, 000073, -00033,    
 8499, 238055, 000976,  0.976, _,    -00036, 000075, -00033,    
 8499, 239053, 000991,  0.991, _,    -00034, 000076, -00034,    
 8499, 240066, 000977,  0.977, _,    -00033, 000077, -00035,    
 8499, 241064, 000976,  0.976, _,    -00034, 000079, -00035,    
 8499, 242062, 000975,  0.975, _,    -00037, 000077, -00033,    
 8499, 243059, 000976,  0.976, _,    -00036, 000076, -00034,    
 8499, 244056, 000975,  0.975, _,    -00034, 000078, -00035,    
 8499, 245053, 000974,  0.974, _,    -00032, 000080, -00033,    
 8499, 246048, 000976,  0.976, _,    -00032, 000080, -00034,    
 8499, 247045, 000975,  0.975, _,    -00031, 000082, -00038,    
 8499, 248041, 000977,  0.977, _,    -00030, 000079, -00035,    
 8499, 249039, 000991,  0.991, _,    -00033, 000074, -00030,    
 8499, 250052, 000977,  0.977, _,    -00037, 000072, -00031,    
 8499, 251050, 000978,  0.978, _,    -00034, 000075, -00030,    
 8499, 252050, 000976,  0.976, _,    -00032, 000072, -00028,    
 8499, 253047, 000977,  0.977, _,    -00036, 000072, -00029,    
 8499, 254046, 000976,  0.976, _,    -00037, 000075, -00034,    
 8499, 255044, 000975,  0.975, _,    -00033, 000077, -00035,    
 8499, 256041, 000976,  0.976, _,    -00034, 000077, -00031,    
 8499, 257039, 000976,  0.976, _,    -00039, 000075, -00031,    
 8499, 258037, 000976,  0.976, _,    -00039, 000074, -00033,    
 8499, 259034, 000992,  0.992, _,    -00036, 000076, -00031,    
 8499, 260048, 000979,  0.979, _,    -00029, 000076, -00027,    
 8499, 261049, 000977,  0.977, _,    -00027, 000076, -00027,    
 8499, 262047, 000977,  0.977, _,    -00027, 000077, -00032,    
 8499, 263046, 000976,  0.976, _,    -00028, 000077, -00038,    
 8499, 264044, 000978,  0.978, _,    -00033, 000074, -00039,    
 8499, 265043, 000976,  0.976, _,    -00037, 000071, -00035,    
 8499, 266040, 000975,  0.975, _,    -00039, 000073, -00033,    
 8499, 267086, 000986,  0.986, _,    -00038, 000075, -00032,    
 8499, 268095, 000979,  0.979, _,    -00034, 000071, -00032,    
 8499, 269097, 000981,  0.981, _,    -00035, 000071, -00036,    
 8499, 270100, 000977,  0.977, _,    -00040, 000078, -00034,    
 8499, 271099, 000977,  0.977, _,    -00042, 000086, -00028,    
 8499, 272097, 000977,  0.977, _,    -00045, 000083, -00026,    
 8499, 273096, 000974,  0.974, _,    -00045, 000078, -00027,    
 8499, 274092, 000975,  0.975, _,    -00043, 000074, -00028,    
 8499, 275088, 000975,  0.975, _,    -00040, 000079, -00032,    
 8499, 276084, 000976,  0.976, _,    -00039, 000079, -00040,    
 8499, 277082, 000976,  0.976, _,    -00035, 000075, -00044,    
 8499, 278079, 000976,  0.976, _,    -00030, 000073, -00043,    
 8499, 279076, 000990,  0.990, _,    -00031, 000075, -00040,    
 8499, 280088, 000977,  0.977, _,    -00031, 000075, -00037,    
 8499, 281086, 000978,  0.978, _,    -00026, 000076, -00035,    
 8499, 282085, 000976,  0.976, _,    -00028, 000080, -00034,    
 8499, 283082, 000977,  0.977, _,    -00033, 000079, -00035,    
 8499, 284080, 000976,  0.976, _,    -00039, 000078, -00035,    
 8499, 285077, 000976,  0.976, _,    -00039, 000077, -00034,    
 8499, 286075, 000975,  0.975, _,    -00033, 000076, -00034,    
 8499, 287071, 000975,  0.975, _,    -00029, 000075, -00031,    
 8499, 288068, 000975,  0.975, _,    -00029, 000075, -00032,    
 8499, 289065, 000989,  0.989, _,    -00031, 000072, -00033,    
 8499, 290076, 000977,  0.977, _,    -00035, 000073, -00033,    
 8499, 291075, 000976,  0.976, _,    -00035, 000074, -00034,    
 8499, 292073, 000976,  0.976, _,    -00034, 000076, -00036,    
 8499, 293070, 000976,  0.976, _,    -00032, 000082, -00039,    
 8499, 294068, 000976,  0.976, _,    -00034, 000084, -00040,    
 8499, 295065, 000976,  0.976, _,    -00038, 000083, -00041,    
 8499, 296062, 000976,  0.976, _,    -00040, 000077, -00039,    
 8499, 297059, 000974,  0.974, _,    -00038, 000070, -00033,    
