 time,    start,     dur,        perc,  X,    R1,     R2,     R3,     R4,     R5,     R6,        M1,     M2,     M3,     M4,        rMx1, rMy1, rMz1,    rAx1,   rAy1,   rAz1,      rGx1,   rGy1,   rGz1,      rQo1,         rQx1,         rQy1,         rQz1,            aMx1,     aMy1,     aMz1,        aAx1,     aAy1,     aAz1,        aGx1,     aGy1,     aGz1,        nMx1,    nMy1,    nMz1,       nAx1,    nAy1,    nAz1,       nGx1,    nGy1,    nGz1,       bx1,       by1,       bz1,          fx1,     fz1,        Qo1,     Qx1,     Qy1,     Qz1,        dQo1,    dQx1,    dQy1,    dQz1,       Ex1,     Ey1,     Ez1,        dEx1,    dEy1,    dEz1,     
 042.100, 974451321, 007558417,  0.756, _,    0980.8, 2020.9, 1502.7, 0980.1, 1260.9, 1846.7,    1000.0, 1000.0, 1000.0, 1000.0,    -027, 0084, -004,    -00563, 000077, 008206,    000004, 000004, -00005,    001066508822, 000011674977, 000034707240, -00118909795,      -25.98,    82.58,   -10.00,     -550.67,   104.75,  8225.36,        0.62,     1.09,    -2.16,     0.2808,  0.1811,  0.9205,     0.0128, -0.0665,  1.0055,    -0.0003, -0.0002,  0.0006,     0.000708,  0.001600, -0.008157,     0.3694,  0.9293,     0.9315, -0.0340,  0.0061, -0.3620,    -0.0069, -0.0670,  0.0114,  0.0373,     0.0016,  0.0044, -0.7416,    -0.0010, -0.0018,  0.0087,    
 042.110, 984468529, 007485792,  0.749, _,    0980.8, 2020.9, 1502.7, 0980.1, 1260.9, 1846.7,    1000.0, 1000.0, 1000.0, 1000.0,    -022, 0081, -006,    -00560, 000090, 008168,    -00002, 000000, -00002,    001066507507, 000011665991, 000034718723, -00118919116,      -24.92,    82.19,    -8.89,     -551.70,   100.25,  8211.16,        0.45,     0.97,    -2.20,     0.2748,  0.1833,  0.9268,     0.0122, -0.0667,  1.0037,    -0.0003, -0.0001,  0.0006,     0.000695,  0.001541, -0.008148,     0.3656,  0.9308,     0.9315, -0.0336,  0.0067, -0.3621,     0.0018,  0.0401,  0.0614, -0.0106,     0.0002,  0.0041, -0.7409,    -0.0010, -0.0017,  0.0087,    
 042.120, 994469488, 007385250,  0.739, _,    0980.8, 2020.9, 1502.7, 0980.1, 1260.9, 1846.7,    1000.0, 1000.0, 1000.0, 1000.0,    -029, 0079, -009,    -00549, 000136, 008212,    -00001, -00001, 000002,    001066509384, 000011657522, 000034719983, -00118902746,      -25.70,    81.64,    -8.91,     -552.08,   107.72,  8210.84,       -0.17,     0.55,    -1.33,     0.2792,  0.1864,  0.9267,     0.0131, -0.0667,  1.0037,    -0.0001,  0.0000,  0.0004,     0.000645,  0.001573, -0.008139,     0.3711,  0.9286,     0.9315, -0.0332,  0.0061, -0.3622,     0.0061,  0.0436, -0.0604, -0.0076,     0.0005,  0.0056, -0.7412,    -0.0008, -0.0015,  0.0085,    
 042.130, 004466446, 007427625,  0.743, _,    0981.0, 2020.9, 1502.7, 0980.0, 1260.9, 1846.7,    1000.0, 1000.0, 1000.0, 1000.0,    -025, 0079, -004,    -00541, 000120, 008202,    -00001, 000001, -00002,    001066509001, 000011653219, 000034711946, -00118908948,      -25.67,    80.97,    -7.80,     -549.02,   110.81,  8208.81,       -0.05,     0.62,    -1.36,     0.2791,  0.1901,  0.9330,     0.0135, -0.0663,  1.0035,    -0.0002,  0.0000,  0.0004,     0.000610,  0.001530, -0.008118,     0.3699,  0.9291,     0.9314, -0.0326,  0.0064, -0.3624,     0.0064,  0.0592,  0.0331, -0.0275,     0.0018,  0.0048, -0.7412,    -0.0008, -0.0015,  0.0085,    
 042.140, 014464321, 007380167,  0.738, _,    0980.8, 2020.9, 1502.7, 0980.0, 1260.9, 1846.5,    1000.0, 1000.0, 1000.0, 1000.0,    -028, 0080, -010,    -00560, 000115, 008245,    000000, 000000, 000003,    001066509060, 000011648443, 000034720527, -00118906380,      -26.05,    80.78,    -8.06,     -551.98,   111.38,  8215.41,       -0.25,     0.58,    -0.61,     0.2812,  0.1912,  0.9315,     0.0136, -0.0667,  1.0043,    -0.0002,  0.0001,  0.0002,     0.000564,  0.001562, -0.008099,     0.3725,  0.9280,     0.9314, -0.0322,  0.0058, -0.3626,     0.0099,  0.0374, -0.0592, -0.0236,     0.0027,  0.0058, -0.7417,    -0.0007, -0.0015,  0.0083,    
 042.150, 024467613, 007367958,  0.737, _,    0980.8, 2020.9, 1502.7, 0980.0, 1261.1, 1846.5,    1000.0, 1000.0, 1000.0, 1000.0,    -029, 0079, -006,    -00540, 000111, 008225,    -00005, -00001, 000002,    001066510533, 000011640651, 000034725168, -00118892576,      -26.84,    80.41,    -7.73,     -549.59,   111.27,  8218.86,       -1.03,     0.20,     0.19,     0.2856,  0.1933,  0.9333,     0.0136, -0.0664,  1.0047,    -0.0001,  0.0003, -0.0000,     0.000549,  0.001617, -0.008085,     0.3748,  0.9271,     0.9313, -0.0323,  0.0051, -0.3627,     0.0113, -0.0078, -0.0720, -0.0170,     0.0038,  0.0049, -0.7421,    -0.0006, -0.0013,  0.0080,    
 042.160, 034475654, 007445209,  0.745, _,    0980.8, 2020.9, 1502.7, 0980.1, 1260.9, 1846.7,    1000.0, 1000.0, 1000.0, 1000.0,    -033, 0078, -010,    -00546, 000110, 008175,    -00003, -00003, 000001,    001066512554, 000011633705, 000034721629, -00118876161,      -28.05,    79.83,    -7.92,     -547.98,   111.28,  8208.41,       -1.78,    -0.47,     0.20,     0.2924,  0.1965,  0.9323,     0.0136, -0.0662,  1.0034,     0.0001,  0.0005, -0.0001,     0.000529,  0.001674, -0.008084,     0.3801,  0.9249,     0.9314, -0.0323,  0.0043, -0.3626,     0.0080, -0.0043, -0.0755,  0.0031,     0.0042,  0.0035, -0.7423,    -0.0004, -0.0012,  0.0080,    
 042.170, 044472863, 007409125,  0.741, _,    0980.8, 2020.9, 1502.7, 0980.1, 1260.9, 1846.7,    1000.0, 1000.0, 1000.0, 1000.0,    -023, 0071, -012,    -00529, 000119, 008231,    000001, 000001, 000004,    001066515189, 000011638549, 000034713553, -00118854404,      -27.28,    77.97,    -8.98,     -544.50,   112.98,  8211.81,       -1.06,    -0.31,     1.11,     0.2881,  0.2069,  0.9262,     0.0138, -0.0658,  1.0038,     0.0001,  0.0003, -0.0003,     0.000483,  0.001646, -0.008062,     0.3845,  0.9231,     0.9313, -0.0316,  0.0045, -0.3629,     0.0103,  0.0659,  0.0110, -0.0295,     0.0047,  0.0021, -0.7421,    -0.0004, -0.0014,  0.0078,    
 042.180, 054476154, 007371125,  0.737, _,    0980.8, 2020.9, 1502.7, 0980.1, 1260.9, 1846.7,    1000.0, 1000.0, 1000.0, 1000.0,    -025, 0081, -006,    -00573, 000102, 008228,    -00003, 000001, -00002,    001066514438, 000011622219, 000034731622, -00118857462,      -26.45,    78.30,    -8.23,     -549.28,   110.72,  8216.39,       -1.52,     0.12,     0.52,     0.2834,  0.2050,  0.9305,     0.0135, -0.0664,  1.0044,    -0.0000,  0.0004, -0.0001,     0.000486,  0.001588, -0.008047,     0.3788,  0.9255,     0.9312, -0.0314,  0.0051, -0.3630,     0.0048,  0.0218,  0.0677, -0.0203,     0.0058,  0.0028, -0.7426,    -0.0005, -0.0012,  0.0079,    
 042.190, 064503779, 007370792,  0.737, _,    0981.0, 2020.9, 1502.7, 0980.0, 1260.9, 1846.7,    1000.0, 1000.0, 1000.0, 1000.0,    -027, 0079, -014,    -00576, 000129, 008248,    -00003, -00003, 000000,    001066515194, 000011615109, 000034727820, -00118852480,      -26.78,    78.70,    -9.27,     -556.72,   113.73,  8222.12,       -1.84,    -0.62,     0.30,     0.2853,  0.2028,  0.9246,     0.0139, -0.0673,  1.0051,     0.0002,  0.0005, -0.0001,     0.000458,  0.001561, -0.008010,     0.3814,  0.9244,     0.9311, -0.0310,  0.0053, -0.3634,     0.0180,  0.0433,  0.0172, -0.0531,     0.0058,  0.0042, -0.7430,    -0.0003, -0.0011,  0.0079,    
