 time, start,  dur,     perc,  X,    rGx1,   rGy1,   rGz1,      
 9435, 316788, 000977,  0.977, _,    -00041, 000074, -00036,    
 9435, 317786, 000976,  0.976, _,    -00040, 000077, -00036,    
 9435, 318784, 000978,  0.978, _,    -00037, 000078, -00032,    
 9435, 319782, 000982,  0.982, _,    -00036, 000078, -00028,    
 9435, 320787, 000979,  0.979, _,    -00037, 000078, -00027,    
 9435, 321787, 000980,  0.980, _,    -00037, 000075, -00031,    
 9435, 322789, 000978,  0.978, _,    -00036, 000072, -00033,    
 9435, 323788, 000979,  0.979, _,    -00031, 000077, -00032,    
 9435, 324789, 000977,  0.977, _,    -00030, 000085, -00028,    
 9435, 325787, 000978,  0.978, _,    -00036, 000085, -00026,    
 9435, 326787, 000976,  0.976, _,    -00038, 000081, -00030,    
 9435, 327785, 000977,  0.977, _,    -00038, 000077, -00034,    
 9435, 328784, 000978,  0.978, _,    -00035, 000077, -00034,    
 9435, 329782, 000980,  0.980, _,    -00029, 000076, -00033,    
 9435, 330784, 000978,  0.978, _,    -00028, 000074, -00033,    
 9435, 331784, 000978,  0.978, _,    -00030, 000072, -00031,    
 9435, 332784, 000977,  0.977, _,    -00031, 000073, -00031,    
 9435, 333783, 000978,  0.978, _,    -00030, 000071, -00036,    
 9435, 334782, 000978,  0.978, _,    -00032, 000073, -00041,    
 9435, 335781, 000978,  0.978, _,    -00037, 000081, -00040,    
 9435, 336780, 000978,  0.978, _,    -00041, 000082, -00033,    
 9435, 337779, 000978,  0.978, _,    -00042, 000076, -00026,    
 9435, 338779, 000979,  0.979, _,    -00037, 000070, -00027,    
 9435, 339778, 000979,  0.979, _,    -00034, 000072, -00030,    
 9435, 340779, 000978,  0.978, _,    -00032, 000076, -00034,    
 9435, 341779, 000978,  0.978, _,    -00031, 000075, -00035,    
 9435, 342778, 000977,  0.977, _,    -00029, 000074, -00034,    
 9435, 343777, 000978,  0.978, _,    -00026, 000077, -00032,    
 9435, 344776, 000979,  0.979, _,    -00029, 000081, -00032,    
 9435, 345776, 000978,  0.978, _,    -00037, 000080, -00032,    
 9435, 346776, 000977,  0.977, _,    -00041, 000077, -00032,    
 9435, 347774, 000978,  0.978, _,    -00038, 000075, -00031,    
 9435, 348773, 000978,  0.978, _,    -00037, 000074, -00030,    
 9435, 349771, 000981,  0.981, _,    -00039, 000079, -00028,    
 9435, 350774, 000979,  0.979, _,    -00042, 000081, -00030,    
 9435, 351775, 000979,  0.979, _,    -00042, 000079, -00031,    
 9435, 352776, 000977,  0.977, _,    -00039, 000074, -00034,    
 9435, 353774, 000979,  0.979, _,    -00036, 000074, -00035,    
 9435, 354775, 000977,  0.977, _,    -00038, 000077, -00035,    
 9435, 355775, 000977,  0.977, _,    -00040, 000078, -00035,    
 9435, 356774, 000977,  0.977, _,    -00036, 000080, -00032,    
 9435, 357773, 000979,  0.979, _,    -00030, 000084, -00031,    
 9435, 358773, 000978,  0.978, _,    -00029, 000084, -00035,    
 9435, 359772, 000979,  0.979, _,    -00033, 000082, -00039,    
 9435, 360773, 000977,  0.977, _,    -00035, 000082, -00039,    
 9435, 361772, 000978,  0.978, _,    -00036, 000082, -00036,    
 9435, 362771, 000978,  0.978, _,    -00038, 000077, -00036,    
 9435, 363771, 000978,  0.978, _,    -00038, 000073, -00034,    
 9435, 364840, 000994,  0.994, _,    -00039, 000075, -00029,    
 9435, 365857, 000980,  0.980, _,    -00041, 000078, -00028,    
 9435, 366860, 000978,  0.978, _,    -00041, 000081, -00033,    
 9435, 367860, 000977,  0.977, _,    -00038, 000081, -00033,    
 9435, 368859, 000978,  0.978, _,    -00037, 000081, -00030,    
 9435, 369857, 000981,  0.981, _,    -00041, 000083, -00030,    
 9435, 370861, 000979,  0.979, _,    -00041, 000080, -00034,    
 9435, 371861, 000979,  0.979, _,    -00037, 000075, -00037,    
 9435, 372861, 000978,  0.978, _,    -00035, 000076, -00039,    
 9435, 373861, 000979,  0.979, _,    -00038, 000079, -00038,    
 9435, 374861, 000978,  0.978, _,    -00038, 000081, -00033,    
 9435, 375860, 000979,  0.979, _,    -00036, 000081, -00028,    
 9435, 376861, 000978,  0.978, _,    -00036, 000077, -00021,    
 9435, 377860, 000978,  0.978, _,    -00040, 000078, -00024,    
 9435, 378859, 000978,  0.978, _,    -00040, 000077, -00030,    
 9435, 379859, 000980,  0.980, _,    -00038, 000076, -00032,    
 9435, 380860, 000978,  0.978, _,    -00039, 000079, -00033,    
 9435, 381860, 000978,  0.978, _,    -00037, 000079, -00030,    
 9435, 382859, 000980,  0.980, _,    -00036, 000076, -00030,    
 9435, 383860, 000977,  0.977, _,    -00036, 000073, -00033,    
 9435, 384859, 000978,  0.978, _,    -00038, 000073, -00033,    
 9435, 385858, 000978,  0.978, _,    -00039, 000075, -00033,    
 9435, 386857, 000980,  0.980, _,    -00039, 000081, -00031,    
 9435, 387858, 000979,  0.979, _,    -00038, 000078, -00032,    
 9435, 388859, 000977,  0.977, _,    -00036, 000073, -00030,    
 9435, 389857, 000979,  0.979, _,    -00039, 000071, -00028,    
 9435, 390858, 000977,  0.977, _,    -00040, 000072, -00028,    
 9435, 391858, 000977,  0.977, _,    -00033, 000077, -00029,    
 9435, 392857, 000979,  0.979, _,    -00027, 000079, -00029,    
 9435, 393857, 000978,  0.978, _,    -00029, 000085, -00031,    
 9435, 394857, 000979,  0.979, _,    -00030, 000088, -00033,    
 9435, 395858, 000980,  0.980, _,    -00029, 000082, -00034,    
 9435, 396860, 000977,  0.977, _,    -00030, 000074, -00033,    
 9435, 397858, 000979,  0.979, _,    -00036, 000074, -00033,    
 9435, 398859, 000979,  0.979, _,    -00038, 000083, -00031,    
 9435, 399858, 000981,  0.981, _,    -00036, 000084, -00029,    
 9435, 400860, 000979,  0.979, _,    -00034, 000080, -00032,    
 9435, 401861, 000977,  0.977, _,    -00036, 000079, -00040,    
 9435, 402860, 000979,  0.979, _,    -00039, 000078, -00041,    
 9435, 403861, 000979,  0.979, _,    -00036, 000078, -00036,    
 9435, 404861, 000978,  0.978, _,    -00027, 000078, -00035,    
 9435, 405860, 000978,  0.978, _,    -00028, 000079, -00034,    
 9435, 406859, 000977,  0.977, _,    -00034, 000077, -00031,    
 9435, 407857, 000978,  0.978, _,    -00037, 000077, -00032,    
 9435, 408856, 000977,  0.977, _,    -00041, 000078, -00031,    
 9435, 409853, 000981,  0.981, _,    -00043, 000079, -00031,    
 9435, 410856, 000978,  0.978, _,    -00042, 000081, -00031,    
 9435, 411855, 000978,  0.978, _,    -00038, 000077, -00031,    
 9435, 412854, 000978,  0.978, _,    -00033, 000070, -00031,    
 9435, 413853, 000978,  0.978, _,    -00033, 000069, -00029,    
 9435, 414853, 000977,  0.977, _,    -00036, 000074, -00029,    
 9435, 415852, 000977,  0.977, _,    -00038, 000080, -00034,    
 9435, 416851, 000978,  0.978, _,    -00034, 000081, -00035,    
 9435, 417850, 000979,  0.979, _,    -00032, 000081, -00033,    
 9435, 418850, 000978,  0.978, _,    -00032, 000077, -00033,    
 9435, 419848, 000980,  0.980, _,    -00033, 000069, -00032,    
 9435, 420850, 000978,  0.978, _,    -00038, 000064, -00031,    
 9435, 421849, 000979,  0.979, _,    -00037, 000068, -00028,    
 9435, 422849, 000978,  0.978, _,    -00035, 000070, -00025,    
 9435, 423848, 000979,  0.979, _,    -00036, 000071, -00030,    
 9435, 424848, 000978,  0.978, _,    -00033, 000073, -00037,    
 9435, 425848, 000976,  0.976, _,    -00032, 000080, -00038,    
 9435, 426846, 000978,  0.978, _,    -00034, 000085, -00034,    
 9435, 427899, 000992,  0.992, _,    -00032, 000084, -00034,    
 9435, 428915, 000982,  0.982, _,    -00033, 000080, -00035,    
 9435, 429918, 000981,  0.981, _,    -00038, 000078, -00034,    
 9435, 430922, 000978,  0.978, _,    -00039, 000078, -00033,    
 9435, 431922, 000980,  0.980, _,    -00036, 000076, -00035,    
 9435, 432924, 000978,  0.978, _,    -00032, 000073, -00040,    
 9435, 433924, 000979,  0.979, _,    -00030, 000074, -00037,    
 9435, 434925, 000978,  0.978, _,    -00031, 000079, -00036,    
 9435, 435924, 000977,  0.977, _,    -00035, 000085, -00037,    
 9435, 436922, 000979,  0.979, _,    -00040, 000081, -00036,    
 9435, 437923, 000976,  0.976, _,    -00045, 000075, -00033,    
 9435, 438921, 000977,  0.977, _,    -00043, 000072, -00034,    
 9435, 439918, 000983,  0.983, _,    -00041, 000073, -00034,    
 9435, 440922, 000980,  0.980, _,    -00041, 000076, -00036,    
 9435, 441924, 000978,  0.978, _,    -00038, 000082, -00039,    
 9435, 442923, 000980,  0.980, _,    -00035, 000085, -00039,    
 9435, 443925, 000979,  0.979, _,    -00033, 000082, -00035,    
 9435, 444926, 000978,  0.978, _,    -00032, 000082, -00034,    
 9435, 445926, 000977,  0.977, _,    -00036, 000080, -00032,    
 9435, 446925, 000977,  0.977, _,    -00037, 000075, -00032,    
 9435, 447923, 000978,  0.978, _,    -00034, 000071, -00033,    
 9435, 448922, 000978,  0.978, _,    -00034, 000073, -00032,    
 9435, 449920, 000982,  0.982, _,    -00037, 000077, -00029,    
 9435, 450924, 000980,  0.980, _,    -00040, 000080, -00029,    
 9435, 451926, 000979,  0.979, _,    -00045, 000083, -00026,    
 9435, 452926, 000977,  0.977, _,    -00044, 000082, -00026,    
 9435, 453925, 000978,  0.978, _,    -00039, 000076, -00027,    
 9435, 454925, 000977,  0.977, _,    -00035, 000074, -00029,    
 9435, 455924, 000979,  0.979, _,    -00032, 000075, -00032,    
 9435, 456924, 000977,  0.977, _,    -00031, 000075, -00035,    
 9435, 457923, 000979,  0.979, _,    -00030, 000074, -00037,    
 9435, 458924, 000979,  0.979, _,    -00031, 000071, -00036,    
 9435, 459923, 000979,  0.979, _,    -00033, 000068, -00035,    
 9435, 460923, 000980,  0.980, _,    -00034, 000076, -00037,    
 9435, 461924, 000982,  0.982, _,    -00034, 000084, -00039,    
 9435, 462927, 000980,  0.980, _,    -00033, 000081, -00037,    
 9435, 463928, 000977,  0.977, _,    -00034, 000075, -00031,    
 9435, 464926, 000978,  0.978, _,    -00037, 000070, -00025,    
 9435, 465926, 000978,  0.978, _,    -00036, 000072, -00027,    
 9435, 466925, 000977,  0.977, _,    -00034, 000077, -00031,    
 9435, 467924, 000977,  0.977, _,    -00035, 000074, -00029,    
 9435, 468923, 000976,  0.976, _,    -00039, 000075, -00029,    
 9435, 469920, 000981,  0.981, _,    -00038, 000078, -00034,    
 9435, 470922, 000980,  0.980, _,    -00034, 000074, -00038,    
 9435, 471924, 000979,  0.979, _,    -00035, 000067, -00038,    
 9435, 472924, 000976,  0.976, _,    -00035, 000069, -00034,    
 9435, 473922, 000977,  0.977, _,    -00036, 000075, -00032,    
 9435, 474921, 000979,  0.979, _,    -00035, 000075, -00034,    
 9435, 475921, 000978,  0.978, _,    -00035, 000074, -00032,    
 9435, 476921, 000979,  0.979, _,    -00038, 000071, -00031,    
 9435, 477921, 000977,  0.977, _,    -00037, 000069, -00030,    
 9435, 478920, 000979,  0.979, _,    -00036, 000072, -00031,    
 9435, 479919, 000980,  0.980, _,    -00035, 000078, -00034,    
 9435, 480920, 000977,  0.977, _,    -00032, 000080, -00033,    
 9435, 481919, 000978,  0.978, _,    -00028, 000078, -00034,    
 9435, 482918, 000977,  0.977, _,    -00028, 000078, -00035,    
 9435, 483916, 000977,  0.977, _,    -00032, 000078, -00035,    
 9435, 484914, 000978,  0.978, _,    -00038, 000080, -00036,    
 9435, 485914, 000977,  0.977, _,    -00041, 000082, -00034,    
 9435, 486913, 000976,  0.976, _,    -00039, 000084, -00028,    
 9435, 487911, 000977,  0.977, _,    -00038, 000082, -00029,    
 9435, 488910, 000978,  0.978, _,    -00037, 000076, -00032,    
 9435, 489908, 000979,  0.979, _,    -00036, 000072, -00030,    
 9435, 490958, 000984,  0.984, _,    -00035, 000073, -00027,    
 9435, 491965, 000979,  0.979, _,    -00036, 000072, -00030,    
 9435, 492966, 000980,  0.980, _,    -00036, 000070, -00034,    
 9435, 493968, 000977,  0.977, _,    -00037, 000075, -00035,    
 9435, 494966, 000977,  0.977, _,    -00035, 000080, -00035,    
 9435, 495965, 000977,  0.977, _,    -00034, 000080, -00037,    
 9435, 496964, 000977,  0.977, _,    -00035, 000080, -00032,    
 9435, 497962, 000977,  0.977, _,    -00037, 000079, -00025,    
 9435, 498961, 000978,  0.978, _,    -00040, 000079, -00021,    
 9435, 499959, 000980,  0.980, _,    -00040, 000077, -00022,    
 9435, 500962, 000980,  0.980, _,    -00036, 000076, -00026,    
 9435, 501963, 000979,  0.979, _,    -00036, 000075, -00029,    
 9435, 502964, 000977,  0.977, _,    -00038, 000076, -00030,    
 9435, 503963, 000978,  0.978, _,    -00037, 000078, -00032,    
 9435, 504963, 000978,  0.978, _,    -00037, 000078, -00035,    
 9435, 505963, 000977,  0.977, _,    -00036, 000078, -00038,    
 9435, 506961, 000977,  0.977, _,    -00037, 000079, -00036,    
 9435, 507960, 000978,  0.978, _,    -00035, 000079, -00030,    
 9435, 508960, 000978,  0.978, _,    -00037, 000081, -00028,    
 9435, 509959, 000985,  0.985, _,    -00039, 000081, -00026,    
 9435, 510970, 000980,  0.980, _,    -00038, 000075, -00026,    
 9435, 511973, 000978,  0.978, _,    -00041, 000073, -00031,    
 9435, 512972, 000979,  0.979, _,    -00040, 000076, -00035,    
 9435, 513972, 000979,  0.979, _,    -00037, 000079, -00035,    
 9435, 514973, 000978,  0.978, _,    -00030, 000081, -00031,    
 9435, 515973, 000977,  0.977, _,    -00024, 000082, -00030,    
 9435, 516972, 000979,  0.979, _,    -00026, 000082, -00033,    
 9435, 517972, 000978,  0.978, _,    -00035, 000080, -00034,    
 9435, 518971, 000977,  0.977, _,    -00041, 000077, -00034,    
 9435, 519969, 000995,  0.995, _,    -00041, 000074, -00035,    
 9435, 520986, 000978,  0.978, _,    -00040, 000075, -00037,    
 9435, 521986, 000977,  0.977, _,    -00040, 000078, -00035,    
 9435, 522985, 000978,  0.978, _,    -00039, 000074, -00028,    
 9435, 523984, 000978,  0.978, _,    -00037, 000071, -00022,    
 9435, 524983, 000979,  0.979, _,    -00036, 000072, -00024,    
 9435, 525983, 000976,  0.976, _,    -00039, 000071, -00028,    
 9435, 526981, 000977,  0.977, _,    -00039, 000071, -00027,    
 9435, 527980, 000978,  0.978, _,    -00041, 000073, -00025,    
 9435, 528979, 000978,  0.978, _,    -00041, 000079, -00032,    
 9435, 529977, 000995,  0.995, _,    -00036, 000084, -00039,    
 9435, 530993, 000980,  0.980, _,    -00037, 000079, -00037,    
 9435, 531995, 000977,  0.977, _,    -00037, 000073, -00030,    
 9435, 532994, 000978,  0.978, _,    -00031, 000074, -00030,    
 9435, 533994, 000976,  0.976, _,    -00031, 000075, -00038,    
 9435, 534991, 000978,  0.978, _,    -00036, 000078, -00040,    
 9435, 535991, 000977,  0.977, _,    -00040, 000080, -00036,    
 9435, 536989, 000979,  0.979, _,    -00040, 000079, -00037,    
 9435, 537989, 000979,  0.979, _,    -00037, 000076, -00040,    
 9435, 538990, 000978,  0.978, _,    -00038, 000075, -00035,    
 9435, 539988, 000995,  0.995, _,    -00040, 000074, -00027,    
 9435, 541005, 000978,  0.978, _,    -00040, 000076, -00029,    
 9435, 542004, 000976,  0.976, _,    -00039, 000078, -00033,    
 9435, 543002, 000978,  0.978, _,    -00040, 000079, -00034,    
 9435, 544001, 000977,  0.977, _,    -00042, 000084, -00034,    
 9435, 544999, 000978,  0.978, _,    -00041, 000085, -00034,    
 9435, 545998, 000979,  0.979, _,    -00037, 000082, -00036,    
 9435, 546998, 000979,  0.979, _,    -00033, 000080, -00037,    
 9435, 547999, 000977,  0.977, _,    -00035, 000079, -00040,    
 9435, 548997, 000979,  0.979, _,    -00035, 000077, -00041,    
 9435, 549996, 000994,  0.994, _,    -00033, 000074, -00036,    
 9435, 551012, 000979,  0.979, _,    -00034, 000072, -00032,    
 9435, 552013, 000978,  0.978, _,    -00036, 000072, -00038,    
 9435, 553012, 000977,  0.977, _,    -00034, 000069, -00034,    
 9435, 554062, 000986,  0.986, _,    -00030, 000073, -00029,    
 9435, 555072, 000978,  0.978, _,    -00027, 000075, -00031,    
 9435, 556073, 000977,  0.977, _,    -00030, 000072, -00034,    
 9435, 557073, 000979,  0.979, _,    -00037, 000075, -00031,    
 9435, 558074, 000978,  0.978, _,    -00038, 000079, -00029,    
 9435, 559074, 000995,  0.995, _,    -00035, 000082, -00032,    
 9435, 560091, 000980,  0.980, _,    -00031, 000082, -00036,    
 9435, 561093, 000977,  0.977, _,    -00031, 000080, -00039,    
 9435, 562091, 000978,  0.978, _,    -00033, 000078, -00045,    
 9435, 563091, 000980,  0.980, _,    -00034, 000079, -00047,    
 9435, 564092, 000979,  0.979, _,    -00035, 000080, -00045,    
 9435, 565092, 000978,  0.978, _,    -00037, 000074, -00039,    
 9435, 566092, 000978,  0.978, _,    -00038, 000069, -00036,    
 9435, 567091, 000979,  0.979, _,    -00036, 000069, -00034,    
 9435, 568091, 000978,  0.978, _,    -00036, 000067, -00033,    
 9435, 569090, 000981,  0.981, _,    -00034, 000069, -00037,    
 9435, 570094, 000979,  0.979, _,    -00035, 000072, -00040,    
 9435, 571095, 000978,  0.978, _,    -00038, 000076, -00037,    
 9435, 572094, 000979,  0.979, _,    -00039, 000078, -00031,    
 9435, 573094, 000977,  0.977, _,    -00039, 000079, -00024,    
 9435, 574093, 000977,  0.977, _,    -00036, 000080, -00027,    
 9435, 575092, 000979,  0.979, _,    -00033, 000078, -00036,    
 9435, 576092, 000976,  0.976, _,    -00035, 000076, -00043,    
 9435, 577089, 000978,  0.978, _,    -00040, 000074, -00040,    
 9435, 578089, 000977,  0.977, _,    -00041, 000074, -00033,    
 9435, 579088, 000981,  0.981, _,    -00040, 000077, -00032,    
 9435, 580090, 000977,  0.977, _,    -00037, 000079, -00035,    
 9435, 581089, 000977,  0.977, _,    -00038, 000079, -00036,    
 9435, 582087, 000978,  0.978, _,    -00035, 000079, -00037,    
 9435, 583087, 000977,  0.977, _,    -00030, 000077, -00036,    
 9435, 584085, 000978,  0.978, _,    -00032, 000076, -00030,    
 9435, 585084, 000978,  0.978, _,    -00036, 000077, -00026,    
 9435, 586084, 000979,  0.979, _,    -00035, 000076, -00029,    
 9435, 587084, 000979,  0.979, _,    -00031, 000076, -00032,    
 9435, 588085, 000978,  0.978, _,    -00031, 000078, -00034,    
 9435, 589085, 000981,  0.981, _,    -00031, 000079, -00031,    
 9435, 590088, 000979,  0.979, _,    -00033, 000078, -00028,    
 9435, 591089, 000977,  0.977, _,    -00036, 000081, -00030,    
 9435, 592087, 000978,  0.978, _,    -00037, 000083, -00033,    
 9435, 593087, 000978,  0.978, _,    -00036, 000081, -00033,    
 9435, 594087, 000977,  0.977, _,    -00037, 000081, -00032,    
 9435, 595086, 000979,  0.979, _,    -00038, 000079, -00030,    
 9435, 596087, 000977,  0.977, _,    -00040, 000075, -00029,    
 9435, 597086, 000977,  0.977, _,    -00039, 000071, -00030,    
 9435, 598084, 000979,  0.979, _,    -00038, 000075, -00032,    
 9435, 599084, 000983,  0.983, _,    -00033, 000081, -00033,    
 9435, 600089, 000980,  0.980, _,    -00030, 000088, -00029,    
 9435, 601090, 000979,  0.979, _,    -00032, 000088, -00030,    
 9435, 602090, 000979,  0.979, _,    -00035, 000085, -00032,    
 9435, 603090, 000979,  0.979, _,    -00036, 000081, -00030,    
 9435, 604091, 000977,  0.977, _,    -00036, 000077, -00029,    
 9435, 605090, 000978,  0.978, _,    -00036, 000070, -00033,    
 9435, 606089, 000976,  0.976, _,    -00034, 000065, -00035,    
 9435, 607088, 000978,  0.978, _,    -00033, 000067, -00032,    
 9435, 608087, 000979,  0.979, _,    -00032, 000075, -00032,    
 9435, 609088, 000979,  0.979, _,    -00036, 000081, -00032,    
 9435, 610089, 000978,  0.978, _,    -00040, 000081, -00030,    
 9435, 611088, 000978,  0.978, _,    -00041, 000078, -00032,    
 9435, 612088, 000978,  0.978, _,    -00042, 000079, -00035,    
 9435, 613087, 000978,  0.978, _,    -00043, 000081, -00034,    
 9435, 614087, 000978,  0.978, _,    -00041, 000082, -00034,    
 9435, 615087, 000978,  0.978, _,    -00039, 000083, -00033,    
 9435, 616086, 000977,  0.977, _,    -00034, 000085, -00030,    
 9435, 617132, 000989,  0.989, _,    -00034, 000085, -00026,    
 9435, 618144, 000979,  0.979, _,    -00040, 000082, -00023,    
 9435, 619145, 000980,  0.980, _,    -00042, 000076, -00022,    
 9435, 620147, 000978,  0.978, _,    -00038, 000074, -00024,    
 9435, 621147, 000977,  0.977, _,    -00038, 000077, -00028,    
 9435, 622146, 000978,  0.978, _,    -00041, 000074, -00032,    
 9435, 623145, 000978,  0.978, _,    -00045, 000073, -00033,    
 9435, 624144, 000979,  0.979, _,    -00045, 000076, -00032,    
 9435, 625144, 000977,  0.977, _,    -00038, 000074, -00030,    
 9435, 626142, 000979,  0.979, _,    -00031, 000074, -00029,    
 9435, 627142, 000978,  0.978, _,    -00031, 000076, -00032,    
 9435, 628141, 000978,  0.978, _,    -00034, 000076, -00031,    
 9435, 629141, 000981,  0.981, _,    -00034, 000075, -00030,    
 9435, 630144, 000980,  0.980, _,    -00032, 000076, -00033,    
 9435, 631146, 000980,  0.980, _,    -00034, 000079, -00036,    
 9435, 632147, 000979,  0.979, _,    -00034, 000081, -00033,    
 9435, 633148, 000979,  0.979, _,    -00032, 000082, -00032,    
 9435, 634149, 000978,  0.978, _,    -00032, 000083, -00031,    
 9435, 635149, 000977,  0.977, _,    -00031, 000084, -00031,    
 9435, 636148, 000979,  0.979, _,    -00032, 000082, -00029,    
 9435, 637148, 000978,  0.978, _,    -00035, 000077, -00031,    
 9435, 638147, 000978,  0.978, _,    -00039, 000074, -00031,    
 9435, 639147, 000979,  0.979, _,    -00041, 000077, -00030,    
 9435, 640148, 000978,  0.978, _,    -00038, 000079, -00034,    
 9435, 641148, 000979,  0.979, _,    -00033, 000077, -00037,    
 9435, 642148, 000978,  0.978, _,    -00033, 000074, -00037,    
 9435, 643147, 000978,  0.978, _,    -00038, 000071, -00038,    
 9435, 644147, 000978,  0.978, _,    -00043, 000073, -00036,    
 9435, 645147, 000979,  0.979, _,    -00041, 000075, -00030,    
 9435, 646147, 000978,  0.978, _,    -00034, 000077, -00026,    
 9435, 647146, 000979,  0.979, _,    -00034, 000080, -00028,    
