 time, start,  dur,     perc,  X,    rMx1, rMy1, rMz1,    
 7467, 856942, 001202,  1.202, X,    0093, 0154, -024,    
 7467, 858172, 001169,  1.169, X,    0093, 0154, -024,    
 7467, 859366, 001168,  1.168, X,    0093, 0154, -024,    
 7467, 860557, 001162,  1.162, X,    0093, 0154, -024,    
 7467, 861741, 001160,  1.160, X,    0093, 0154, -024,    
 7467, 862923, 001161,  1.161, X,    0093, 0154, -024,    
 7467, 864105, 001159,  1.159, X,    0093, 0154, -024,    
 7467, 865285, 001158,  1.158, X,    0093, 0154, -024,    
 7467, 866464, 001159,  1.159, X,    0088, 0150, -028,    
 7467, 867644, 001157,  1.157, X,    0088, 0150, -028,    
 7467, 868822, 001157,  1.157, X,    0088, 0150, -028,    
 7467, 869998, 001176,  1.176, X,    0088, 0150, -028,    
 7467, 871195, 001157,  1.157, X,    0088, 0150, -028,    
 7467, 872373, 001162,  1.162, X,    0088, 0150, -028,    
 7467, 873557, 001157,  1.157, X,    0088, 0150, -028,    
 7467, 874735, 001158,  1.158, X,    0088, 0150, -028,    
 7467, 875914, 001157,  1.157, X,    0086, 0156, -029,    
 7467, 877092, 001158,  1.158, X,    0086, 0156, -029,    
 7467, 878271, 001157,  1.157, X,    0086, 0156, -029,    
 7467, 879449, 001159,  1.159, X,    0086, 0156, -029,    
 7467, 880630, 001159,  1.159, X,    0086, 0156, -029,    
 7467, 881810, 001159,  1.159, X,    0086, 0156, -029,    
 7467, 882990, 001158,  1.158, X,    0086, 0156, -029,    
 7467, 884170, 001159,  1.159, X,    0086, 0156, -029,    
 7467, 885350, 001158,  1.158, X,    0086, 0156, -029,    
 7467, 886529, 001159,  1.159, X,    0091, 0156, -024,    
 7467, 887708, 001158,  1.158, X,    0091, 0156, -024,    
 7467, 888887, 001172,  1.172, X,    0091, 0156, -024,    
 7467, 890081, 001158,  1.158, X,    0091, 0156, -024,    
 7467, 891260, 001158,  1.158, X,    0091, 0156, -024,    
 7467, 892439, 001158,  1.158, X,    0091, 0156, -024,    
 7467, 893617, 001160,  1.160, X,    0091, 0156, -024,    
 7467, 894798, 001158,  1.158, X,    0091, 0156, -024,    
 7467, 895977, 001158,  1.158, X,    0092, 0153, -028,    
 7467, 897156, 001163,  1.163, X,    0092, 0153, -028,    
 7467, 898340, 001158,  1.158, X,    0092, 0153, -028,    
 7467, 899518, 001161,  1.161, X,    0092, 0153, -028,    
 7467, 900700, 001159,  1.159, X,    0092, 0153, -028,    
 7467, 901880, 001158,  1.158, X,    0092, 0153, -028,    
 7467, 903059, 001159,  1.159, X,    0092, 0153, -028,    
 7467, 904239, 001159,  1.159, X,    0092, 0153, -028,    
 7467, 905420, 001158,  1.158, X,    0092, 0153, -028,    
 7467, 906599, 001159,  1.159, X,    0094, 0153, -028,    
 7467, 907779, 001157,  1.157, X,    0094, 0153, -028,    
 7467, 908957, 001159,  1.159, X,    0094, 0153, -028,    
 7467, 910137, 001161,  1.161, X,    0094, 0153, -028,    
 7467, 911319, 001158,  1.158, X,    0094, 0153, -028,    
 7467, 912498, 001158,  1.158, X,    0094, 0153, -028,    
 7467, 913677, 001157,  1.157, X,    0094, 0153, -028,    
 7467, 914855, 001158,  1.158, X,    0094, 0153, -028,    
 7467, 916034, 001156,  1.156, X,    0094, 0155, -026,    
 7467, 917211, 001158,  1.158, X,    0094, 0155, -026,    
 7467, 918390, 001163,  1.163, X,    0094, 0155, -026,    
 7467, 919574, 001159,  1.159, X,    0094, 0155, -026,    
 7467, 920754, 001159,  1.159, X,    0094, 0155, -026,    
 7467, 921933, 001159,  1.159, X,    0094, 0155, -026,    
 7467, 923114, 001158,  1.158, X,    0094, 0155, -026,    
 7467, 924292, 001158,  1.158, X,    0094, 0155, -026,    
 7467, 925472, 001157,  1.157, X,    0088, 0155, -026,    
 7467, 926650, 001158,  1.158, X,    0088, 0157, -026,    
 7467, 927829, 001161,  1.161, X,    0088, 0157, -026,    
 7467, 929011, 001161,  1.161, X,    0088, 0157, -026,    
 7467, 930193, 001160,  1.160, X,    0088, 0157, -026,    
 7467, 931373, 001165,  1.165, X,    0088, 0157, -026,    
 7467, 932559, 001158,  1.158, X,    0088, 0157, -026,    
 7467, 933738, 001159,  1.159, X,    0088, 0157, -026,    
 7467, 934918, 001159,  1.159, X,    0088, 0157, -026,    
 7467, 936098, 001156,  1.156, X,    0093, 0159, -024,    
 7467, 937276, 001157,  1.157, X,    0093, 0159, -024,    
 7467, 938525, 001179,  1.179, X,    0093, 0159, -024,    
 7467, 939726, 001166,  1.166, X,    0093, 0159, -024,    
 7467, 940915, 001161,  1.161, X,    0093, 0159, -024,    
 7467, 942098, 001158,  1.158, X,    0093, 0159, -024,    
 7467, 943278, 001158,  1.158, X,    0093, 0159, -024,    
 7467, 944457, 001158,  1.158, X,    0093, 0159, -024,    
 7467, 945636, 001159,  1.159, X,    0091, 0159, -029,    
 7467, 946816, 001157,  1.157, X,    0091, 0159, -029,    
 7467, 947994, 001159,  1.159, X,    0091, 0159, -029,    
 7467, 949173, 001160,  1.160, X,    0091, 0159, -029,    
 7467, 950353, 001160,  1.160, X,    0091, 0159, -029,    
 7467, 951534, 001160,  1.160, X,    0091, 0159, -029,    
 7467, 952714, 001160,  1.160, X,    0091, 0159, -029,    
 7467, 953895, 001158,  1.158, X,    0091, 0159, -029,    
 7467, 955074, 001159,  1.159, X,    0091, 0159, -029,    
 7467, 956254, 001158,  1.158, X,    0094, 0157, -026,    
 7467, 957433, 001159,  1.159, X,    0094, 0157, -026,    
 7467, 958613, 001158,  1.158, X,    0094, 0157, -026,    
 7467, 959791, 001160,  1.160, X,    0094, 0157, -026,    
 7467, 960973, 001159,  1.159, X,    0094, 0157, -026,    
 7467, 962154, 001165,  1.165, X,    0094, 0157, -026,    
 7467, 963340, 001157,  1.157, X,    0094, 0157, -026,    
 7467, 964519, 001160,  1.160, X,    0094, 0157, -026,    
 7467, 965700, 001159,  1.159, X,    0094, 0155, -023,    
 7467, 966880, 001159,  1.159, X,    0094, 0155, -023,    
 7467, 968059, 001157,  1.157, X,    0094, 0155, -023,    
 7467, 969237, 001161,  1.161, X,    0094, 0155, -023,    
 7467, 970420, 001159,  1.159, X,    0094, 0155, -023,    
 7467, 971600, 001160,  1.160, X,    0094, 0155, -023,    
 7467, 972781, 001160,  1.160, X,    0094, 0155, -023,    
 7467, 973962, 001158,  1.158, X,    0094, 0155, -023,    
 7467, 975141, 001159,  1.159, X,    0094, 0155, -023,    
 7467, 976320, 001158,  1.158, X,    0094, 0153, -028,    
 7467, 977499, 001159,  1.159, X,    0094, 0153, -028,    
 7467, 978679, 001158,  1.158, X,    0094, 0153, -028,    
 7467, 979856, 001161,  1.161, X,    0094, 0153, -028,    
 7467, 981038, 001160,  1.160, X,    0094, 0153, -028,    
 7467, 982219, 001159,  1.159, X,    0094, 0153, -028,    
 7467, 983399, 001164,  1.164, X,    0094, 0153, -028,    
 7467, 984585, 001158,  1.158, X,    0094, 0153, -028,    
 7467, 985764, 001159,  1.159, X,    0092, 0157, -026,    
 7467, 986944, 001159,  1.159, X,    0092, 0157, -026,    
 7467, 988124, 001158,  1.158, X,    0092, 0157, -026,    
 7467, 989303, 001159,  1.159, X,    0092, 0157, -026,    
 7467, 990483, 001161,  1.161, X,    0092, 0157, -026,    
 7467, 991665, 001158,  1.158, X,    0092, 0157, -026,    
 7467, 992843, 001159,  1.159, X,    0092, 0157, -026,    
 7467, 994022, 001159,  1.159, X,    0092, 0157, -026,    
 7467, 995202, 001159,  1.159, X,    0092, 0157, -026,    
 7467, 996382, 001165,  1.165, X,    0098, 0159, -027,    
 7467, 997568, 001157,  1.157, X,    0098, 0159, -027,    
 7467, 998746, 001159,  1.159, X,    0098, 0159, -027,    
 7467, 999925, 001164,  1.164, X,    0098, 0159, -027,    
 7468, 001110, 001159,  1.159, X,    0098, 0159, -027,    
 7468, 002290, 001158,  1.158, X,    0098, 0159, -027,    
 7468, 003469, 001158,  1.158, X,    0098, 0159, -027,    
 7468, 004648, 001158,  1.158, X,    0098, 0159, -027,    
 7468, 005828, 001158,  1.158, X,    0091, 0154, -024,    
 7468, 007007, 001158,  1.158, X,    0091, 0154, -024,    
 7468, 008186, 001157,  1.157, X,    0091, 0154, -024,    
 7468, 009364, 001168,  1.168, X,    0091, 0154, -024,    
 7468, 010557, 001164,  1.164, X,    0091, 0154, -024,    
 7468, 011743, 001160,  1.160, X,    0091, 0154, -024,    
 7468, 012924, 001160,  1.160, X,    0091, 0154, -024,    
 7468, 014106, 001159,  1.159, X,    0091, 0154, -024,    
 7468, 015286, 001157,  1.157, X,    0090, 0154, -024,    
 7468, 016464, 001159,  1.159, X,    0090, 0153, -028,    
 7468, 017645, 001158,  1.158, X,    0090, 0153, -028,    
 7468, 018823, 001159,  1.159, X,    0090, 0153, -028,    
 7468, 020017, 001163,  1.163, X,    0090, 0153, -028,    
 7468, 021264, 001177,  1.177, X,    0090, 0153, -028,    
 7468, 022466, 001164,  1.164, X,    0090, 0153, -028,    
 7468, 023651, 001161,  1.161, X,    0090, 0153, -028,    
 7468, 024833, 001160,  1.160, X,    0090, 0153, -028,    
 7468, 026014, 001159,  1.159, X,    0091, 0159, -029,    
 7468, 027195, 001158,  1.158, X,    0091, 0159, -029,    
 7468, 028374, 001163,  1.163, X,    0091, 0159, -029,    
 7468, 029558, 001162,  1.162, X,    0091, 0159, -029,    
 7468, 030741, 001160,  1.160, X,    0091, 0159, -029,    
 7468, 031922, 001159,  1.159, X,    0091, 0159, -029,    
 7468, 033102, 001158,  1.158, X,    0091, 0159, -029,    
 7468, 034281, 001158,  1.158, X,    0091, 0159, -029,    
 7468, 035460, 001158,  1.158, X,    0089, 0156, -020,    
 7468, 036639, 001160,  1.160, X,    0089, 0156, -020,    
 7468, 037820, 001157,  1.157, X,    0089, 0156, -020,    
 7468, 038998, 001159,  1.159, X,    0089, 0156, -020,    
 7468, 040178, 001159,  1.159, X,    0089, 0156, -020,    
 7468, 041358, 001157,  1.157, X,    0089, 0156, -020,    
 7468, 042536, 001159,  1.159, X,    0089, 0156, -020,    
 7468, 043715, 001159,  1.159, X,    0089, 0156, -020,    
 7468, 044895, 001158,  1.158, X,    0089, 0156, -020,    
 7468, 046073, 001158,  1.158, X,    0084, 0156, -029,    
 7468, 047252, 001158,  1.158, X,    0084, 0156, -029,    
 7468, 048432, 001157,  1.157, X,    0084, 0156, -029,    
 7468, 049609, 001159,  1.159, X,    0084, 0156, -029,    
 7468, 050789, 001160,  1.160, X,    0084, 0156, -029,    
 7468, 051970, 001158,  1.158, X,    0084, 0156, -029,    
 7468, 053149, 001163,  1.163, X,    0084, 0156, -029,    
 7468, 054333, 001159,  1.159, X,    0084, 0156, -029,    
 7468, 055513, 001158,  1.158, X,    0089, 0159, -024,    
 7468, 056691, 001158,  1.158, X,    0089, 0159, -024,    
 7468, 057870, 001160,  1.160, X,    0089, 0159, -024,    
 7468, 059051, 001161,  1.161, X,    0089, 0159, -024,    
 7468, 060233, 001159,  1.159, X,    0089, 0159, -024,    
 7468, 061413, 001159,  1.159, X,    0089, 0159, -024,    
 7468, 062593, 001159,  1.159, X,    0089, 0159, -024,    
 7468, 063773, 001159,  1.159, X,    0089, 0159, -024,    
 7468, 064952, 001158,  1.158, X,    0089, 0159, -024,    
 7468, 066131, 001158,  1.158, X,    0089, 0156, -027,    
 7468, 067310, 001157,  1.157, X,    0089, 0156, -027,    
 7468, 068488, 001158,  1.158, X,    0089, 0156, -027,    
 7468, 069665, 001160,  1.160, X,    0089, 0156, -027,    
 7468, 070846, 001160,  1.160, X,    0089, 0156, -027,    
 7468, 072027, 001159,  1.159, X,    0089, 0156, -027,    
 7468, 073206, 001157,  1.157, X,    0089, 0156, -027,    
 7468, 074384, 001164,  1.164, X,    0089, 0156, -027,    
 7468, 075569, 001158,  1.158, X,    0093, 0154, -024,    
 7468, 076748, 001157,  1.157, X,    0093, 0154, -024,    
 7468, 077926, 001158,  1.158, X,    0093, 0154, -024,    
 7468, 079105, 001160,  1.160, X,    0093, 0154, -024,    
 7468, 080287, 001158,  1.158, X,    0093, 0154, -024,    
 7468, 081466, 001157,  1.157, X,    0093, 0154, -024,    
 7468, 082644, 001160,  1.160, X,    0093, 0154, -024,    
 7468, 083825, 001157,  1.157, X,    0093, 0154, -024,    
 7468, 085003, 001157,  1.157, X,    0093, 0154, -024,    
 7468, 086181, 001157,  1.157, X,    0092, 0157, -026,    
 7468, 087359, 001159,  1.159, X,    0092, 0157, -026,    
 7468, 088540, 001158,  1.158, X,    0092, 0157, -026,    
 7468, 089717, 001160,  1.160, X,    0092, 0157, -026,    
 7468, 090898, 001157,  1.157, X,    0092, 0157, -026,    
 7468, 092077, 001158,  1.158, X,    0092, 0157, -026,    
 7468, 093257, 001157,  1.157, X,    0092, 0157, -026,    
 7468, 094436, 001157,  1.157, X,    0092, 0157, -026,    
 7468, 095614, 001156,  1.156, X,    0090, 0155, -028,    
 7468, 096791, 001157,  1.157, X,    0090, 0155, -028,    
 7468, 097968, 001158,  1.158, X,    0090, 0155, -028,    
 7468, 099147, 001167,  1.167, X,    0090, 0155, -028,    
 7468, 100335, 001159,  1.159, X,    0090, 0155, -028,    
 7468, 101515, 001158,  1.158, X,    0090, 0155, -028,    
 7468, 102750, 001173,  1.173, X,    0090, 0155, -028,    
 7468, 103947, 001163,  1.163, X,    0090, 0155, -028,    
 7468, 105132, 001161,  1.161, X,    0092, 0155, -028,    
 7468, 106315, 001158,  1.158, X,    0092, 0162, -023,    
 7468, 107495, 001157,  1.157, X,    0092, 0162, -023,    
 7468, 108673, 001158,  1.158, X,    0092, 0162, -023,    
 7468, 109850, 001162,  1.162, X,    0092, 0162, -023,    
 7468, 111033, 001162,  1.162, X,    0092, 0162, -023,    
 7468, 112216, 001159,  1.159, X,    0092, 0162, -023,    
 7468, 113396, 001165,  1.165, X,    0092, 0162, -023,    
 7468, 114582, 001159,  1.159, X,    0092, 0162, -023,    
 7468, 115762, 001157,  1.157, X,    0091, 0156, -022,    
 7468, 116940, 001159,  1.159, X,    0091, 0156, -022,    
 7468, 118120, 001157,  1.157, X,    0091, 0156, -022,    
 7468, 119298, 001161,  1.161, X,    0091, 0156, -022,    
 7468, 120482, 001160,  1.160, X,    0091, 0156, -022,    
 7468, 121663, 001159,  1.159, X,    0091, 0156, -022,    
 7468, 122844, 001158,  1.158, X,    0091, 0156, -022,    
 7468, 124023, 001158,  1.158, X,    0091, 0156, -022,    
 7468, 125202, 001158,  1.158, X,    0090, 0153, -028,    
 7468, 126381, 001164,  1.164, X,    0090, 0153, -028,    
 7468, 127567, 001159,  1.159, X,    0090, 0153, -028,    
 7468, 128746, 001158,  1.158, X,    0090, 0153, -028,    
 7468, 129924, 001160,  1.160, X,    0090, 0153, -028,    
 7468, 131106, 001157,  1.157, X,    0090, 0153, -028,    
 7468, 132285, 001158,  1.158, X,    0090, 0153, -028,    
 7468, 133465, 001158,  1.158, X,    0090, 0153, -028,    
 7468, 134644, 001159,  1.159, X,    0090, 0153, -028,    
 7468, 135823, 001159,  1.159, X,    0091, 0159, -024,    
 7468, 137003, 001159,  1.159, X,    0091, 0159, -024,    
 7468, 138183, 001158,  1.158, X,    0091, 0159, -024,    
 7468, 139362, 001159,  1.159, X,    0091, 0159, -024,    
 7468, 140542, 001159,  1.159, X,    0091, 0159, -024,    
 7468, 141724, 001158,  1.158, X,    0091, 0159, -024,    
 7468, 142904, 001157,  1.157, X,    0091, 0159, -024,    
 7468, 144082, 001158,  1.158, X,    0091, 0159, -024,    
 7468, 145261, 001157,  1.157, X,    0086, 0154, -027,    
 7468, 146439, 001160,  1.160, X,    0086, 0154, -027,    
 7468, 147620, 001159,  1.159, X,    0086, 0154, -027,    
 7468, 148799, 001157,  1.157, X,    0086, 0154, -027,    
 7468, 149976, 001174,  1.174, X,    0086, 0154, -027,    
 7468, 151172, 001157,  1.157, X,    0086, 0154, -027,    
 7468, 152350, 001157,  1.157, X,    0086, 0154, -027,    
 7468, 153529, 001158,  1.158, X,    0086, 0154, -027,    
 7468, 154708, 001157,  1.157, X,    0086, 0154, -027,    
 7468, 155886, 001158,  1.158, X,    0089, 0156, -024,    
 7468, 157065, 001158,  1.158, X,    0089, 0156, -024,    
 7468, 158243, 001157,  1.157, X,    0089, 0156, -024,    
 7468, 159421, 001159,  1.159, X,    0089, 0156, -024,    
 7468, 160602, 001160,  1.160, X,    0089, 0156, -024,    
 7468, 161783, 001160,  1.160, X,    0089, 0156, -024,    
 7468, 162963, 001158,  1.158, X,    0089, 0156, -024,    
 7468, 164142, 001159,  1.159, X,    0089, 0156, -024,    
 7468, 165321, 001157,  1.157, X,    0099, 0157, -026,    
 7468, 166500, 001157,  1.157, X,    0099, 0157, -026,    
 7468, 167678, 001157,  1.157, X,    0099, 0157, -026,    
 7468, 168856, 001173,  1.173, X,    0099, 0157, -026,    
 7468, 170051, 001162,  1.162, X,    0099, 0157, -026,    
 7468, 171233, 001158,  1.158, X,    0099, 0157, -026,    
 7468, 172413, 001158,  1.158, X,    0099, 0157, -026,    
 7468, 173592, 001158,  1.158, X,    0099, 0157, -026,    
 7468, 174771, 001159,  1.159, X,    0099, 0157, -026,    
 7468, 175951, 001158,  1.158, X,    0092, 0155, -023,    
 7468, 177130, 001158,  1.158, X,    0092, 0155, -023,    
 7468, 178309, 001158,  1.158, X,    0092, 0155, -023,    
 7468, 179488, 001160,  1.160, X,    0092, 0155, -023,    
 7468, 180669, 001158,  1.158, X,    0092, 0155, -023,    
 7468, 181848, 001160,  1.160, X,    0092, 0155, -023,    
 7468, 183028, 001159,  1.159, X,    0092, 0155, -023,    
 7468, 184208, 001159,  1.159, X,    0092, 0155, -023,    
 7468, 185439, 001171,  1.171, X,    0096, 0156, -029,    
 7468, 186632, 001162,  1.162, X,    0096, 0156, -029,    
 7468, 187816, 001161,  1.161, X,    0096, 0156, -029,    
 7468, 188998, 001161,  1.161, X,    0096, 0156, -029,    
 7468, 190181, 001159,  1.159, X,    0096, 0156, -029,    
 7468, 191361, 001159,  1.159, X,    0096, 0156, -029,    
 7468, 192541, 001158,  1.158, X,    0096, 0156, -029,    
 7468, 193720, 001159,  1.159, X,    0096, 0156, -029,    
 7468, 194900, 001157,  1.157, X,    0096, 0156, -029,    
 7468, 196078, 001158,  1.158, X,    0091, 0154, -027,    
 7468, 197256, 001158,  1.158, X,    0091, 0154, -027,    
 7468, 198436, 001158,  1.158, X,    0091, 0154, -027,    
 7468, 199615, 001160,  1.160, X,    0091, 0154, -027,    
 7468, 200797, 001158,  1.158, X,    0091, 0154, -027,    
 7468, 201976, 001159,  1.159, X,    0091, 0154, -027,    
 7468, 203156, 001162,  1.162, X,    0091, 0154, -027,    
 7468, 204339, 001158,  1.158, X,    0091, 0154, -027,    
 7468, 205519, 001159,  1.159, X,    0092, 0155, -030,    
 7468, 206698, 001158,  1.158, X,    0092, 0155, -030,    
 7468, 207877, 001158,  1.158, X,    0092, 0155, -030,    
 7468, 209056, 001161,  1.161, X,    0092, 0155, -030,    
 7468, 210238, 001157,  1.157, X,    0092, 0155, -030,    
 7468, 211417, 001159,  1.159, X,    0092, 0155, -030,    
 7468, 212596, 001160,  1.160, X,    0092, 0155, -030,    
 7468, 213778, 001159,  1.159, X,    0092, 0155, -030,    
 7468, 214958, 001159,  1.159, X,    0090, 0157, -030,    
 7468, 216138, 001159,  1.159, X,    0090, 0157, -028,    
 7468, 217319, 001157,  1.157, X,    0090, 0157, -028,    
 7468, 218498, 001158,  1.158, X,    0090, 0157, -028,    
 7468, 219676, 001160,  1.160, X,    0090, 0157, -028,    
 7468, 220857, 001159,  1.159, X,    0090, 0157, -028,    
 7468, 222036, 001160,  1.160, X,    0090, 0157, -028,    
 7468, 223217, 001156,  1.156, X,    0090, 0157, -028,    
 7468, 224395, 001164,  1.164, X,    0090, 0157, -028,    
 7468, 225580, 001159,  1.159, X,    0089, 0154, -027,    
 7468, 226759, 001159,  1.159, X,    0089, 0154, -027,    
 7468, 227938, 001158,  1.158, X,    0089, 0154, -027,    
 7468, 229117, 001161,  1.161, X,    0089, 0154, -027,    
 7468, 230299, 001159,  1.159, X,    0089, 0154, -027,    
 7468, 231479, 001159,  1.159, X,    0089, 0154, -027,    
 7468, 232660, 001160,  1.160, X,    0089, 0154, -027,    
 7468, 233841, 001158,  1.158, X,    0089, 0154, -027,    
 7468, 235020, 001160,  1.160, X,    0086, 0156, -027,    
 7468, 236201, 001158,  1.158, X,    0086, 0156, -027,    
 7468, 237380, 001165,  1.165, X,    0086, 0156, -027,    
 7468, 238566, 001158,  1.158, X,    0086, 0156, -027,    
 7468, 239744, 001173,  1.173, X,    0086, 0156, -027,    
 7468, 240938, 001158,  1.158, X,    0086, 0156, -027,    
 7468, 242117, 001159,  1.159, X,    0086, 0156, -027,    
 7468, 243297, 001157,  1.157, X,    0086, 0156, -027,    
 7468, 244475, 001158,  1.158, X,    0086, 0156, -027,    
 7468, 245654, 001157,  1.157, X,    0091, 0156, -027,    
 7468, 246833, 001159,  1.159, X,    0091, 0156, -027,    
 7468, 248012, 001158,  1.158, X,    0091, 0156, -027,    
 7468, 249191, 001160,  1.160, X,    0091, 0156, -027,    
 7468, 250373, 001163,  1.163, X,    0091, 0156, -027,    
 7468, 251558, 001159,  1.159, X,    0091, 0156, -027,    
 7468, 252738, 001159,  1.159, X,    0091, 0156, -027,    
 7468, 253917, 001159,  1.159, X,    0091, 0156, -027,    
 7468, 255096, 001159,  1.159, X,    0089, 0152, -032,    
 7468, 256276, 001157,  1.157, X,    0089, 0152, -032,    
 7468, 257455, 001159,  1.159, X,    0089, 0152, -032,    
 7468, 258635, 001159,  1.159, X,    0089, 0152, -032,    
 7468, 259813, 001160,  1.160, X,    0089, 0152, -032,    
 7468, 260995, 001159,  1.159, X,    0089, 0152, -032,    
 7468, 262175, 001159,  1.159, X,    0089, 0152, -032,    
 7468, 263355, 001158,  1.158, X,    0089, 0152, -032,    
 7468, 264534, 001161,  1.161, X,    0089, 0152, -032,    
 7468, 265716, 001158,  1.158, X,    0089, 0159, -022,    
 7468, 266945, 001172,  1.172, X,    0089, 0159, -022,    
 7468, 268140, 001167,  1.167, X,    0089, 0159, -022,    
 7468, 269330, 001161,  1.161, X,    0089, 0159, -022,    
 7468, 270513, 001160,  1.160, X,    0089, 0159, -022,    
 7468, 271695, 001158,  1.158, X,    0089, 0159, -022,    
 7468, 272874, 001157,  1.157, X,    0089, 0159, -022,    
 7468, 274052, 001157,  1.157, X,    0089, 0159, -022,    
 7468, 275230, 001157,  1.157, X,    0094, 0160, -023,    
 7468, 276407, 001164,  1.164, X,    0094, 0160, -023,    
 7468, 277593, 001159,  1.159, X,    0094, 0160, -023,    
 7468, 278773, 001161,  1.161, X,    0094, 0160, -023,    
 7468, 279954, 001160,  1.160, X,    0094, 0160, -023,    
 7468, 281135, 001159,  1.159, X,    0094, 0160, -023,    
 7468, 282315, 001158,  1.158, X,    0094, 0160, -023,    
 7468, 283494, 001158,  1.158, X,    0094, 0160, -023,    
 7468, 284674, 001156,  1.156, X,    0094, 0160, -023,    
 7468, 285852, 001157,  1.157, X,    0085, 0157, -026,    
 7468, 287030, 001158,  1.158, X,    0085, 0157, -026,    
 7468, 288209, 001157,  1.157, X,    0085, 0157, -026,    
