 time, start,  dur,     perc,  X,    rMx1, rMy1, rMz1,    
 7467, 576421, 001307,  1.307, X,    0091, 0154, -024,    
 7467, 776427, 001203,  1.203, X,    0081, 0155, -028,    
 7467, 777657, 001164,  1.164, X,    0081, 0155, -028,    
 7467, 778843, 001184,  1.184, X,    0081, 0155, -028,    
 7467, 780051, 001165,  1.165, X,    0081, 0155, -028,    
 7467, 781238, 001161,  1.161, X,    0081, 0155, -028,    
 7467, 782422, 001159,  1.159, X,    0081, 0155, -028,    
 7467, 783602, 001158,  1.158, X,    0081, 0155, -028,    
 7467, 784781, 001160,  1.160, X,    0081, 0155, -028,    
 7467, 785962, 001159,  1.159, X,    0096, 0156, -029,    
 7467, 787142, 001158,  1.158, X,    0096, 0156, -029,    
 7467, 788321, 001158,  1.158, X,    0096, 0156, -029,    
 7467, 789499, 001160,  1.160, X,    0096, 0156, -029,    
 7467, 790680, 001163,  1.163, X,    0096, 0156, -029,    
 7467, 791863, 001161,  1.161, X,    0096, 0156, -029,    
 7467, 793045, 001157,  1.157, X,    0096, 0156, -029,    
 7467, 794223, 001157,  1.157, X,    0096, 0156, -029,    
 7467, 795401, 001165,  1.165, X,    0096, 0156, -029,    
 7467, 796588, 001158,  1.158, X,    0088, 0153, -023,    
 7467, 797768, 001157,  1.157, X,    0088, 0153, -023,    
 7467, 798946, 001159,  1.159, X,    0088, 0153, -023,    
 7467, 800127, 001158,  1.158, X,    0088, 0153, -023,    
 7467, 801307, 001159,  1.159, X,    0088, 0153, -023,    
 7467, 802487, 001158,  1.158, X,    0088, 0153, -023,    
 7467, 803666, 001159,  1.159, X,    0088, 0153, -023,    
 7467, 804847, 001157,  1.157, X,    0088, 0153, -023,    
 7467, 806025, 001158,  1.158, X,    0096, 0154, -024,    
 7467, 807204, 001158,  1.158, X,    0096, 0154, -024,    
 7467, 808383, 001165,  1.165, X,    0096, 0154, -024,    
 7467, 809568, 001160,  1.160, X,    0096, 0154, -024,    
 7467, 810750, 001159,  1.159, X,    0096, 0154, -024,    
 7467, 811930, 001157,  1.157, X,    0096, 0154, -024,    
 7467, 813108, 001159,  1.159, X,    0096, 0154, -024,    
 7467, 814287, 001158,  1.158, X,    0096, 0154, -024,    
 7467, 815467, 001159,  1.159, X,    0096, 0154, -024,    
 7467, 816647, 001158,  1.158, X,    0093, 0161, -024,    
 7467, 817826, 001159,  1.159, X,    0093, 0161, -024,    
 7467, 819006, 001159,  1.159, X,    0093, 0161, -024,    
 7467, 820186, 001162,  1.162, X,    0093, 0161, -024,    
 7467, 821369, 001167,  1.167, X,    0093, 0161, -024,    
 7467, 822557, 001159,  1.159, X,    0093, 0161, -024,    
 7467, 823737, 001160,  1.160, X,    0093, 0161, -024,    
 7467, 824918, 001158,  1.158, X,    0093, 0161, -024,    
 7467, 826096, 001159,  1.159, X,    0094, 0153, -026,    
 7467, 827276, 001158,  1.158, X,    0094, 0153, -026,    
 7467, 828456, 001158,  1.158, X,    0094, 0153, -026,    
 7467, 829633, 001160,  1.160, X,    0094, 0153, -026,    
 7467, 830814, 001159,  1.159, X,    0094, 0153, -026,    
 7467, 831994, 001158,  1.158, X,    0094, 0153, -026,    
 7467, 833174, 001158,  1.158, X,    0094, 0153, -026,    
 7467, 834353, 001157,  1.157, X,    0094, 0153, -026,    
 7467, 835532, 001158,  1.158, X,    0094, 0153, -026,    
 7467, 836711, 001157,  1.157, X,    0090, 0155, -026,    
 7467, 837889, 001158,  1.158, X,    0090, 0155, -026,    
 7467, 839068, 001161,  1.161, X,    0090, 0155, -026,    
 7467, 840250, 001159,  1.159, X,    0090, 0155, -026,    
 7467, 841431, 001158,  1.158, X,    0090, 0155, -026,    
 7467, 842610, 001158,  1.158, X,    0090, 0155, -026,    
 7467, 843789, 001158,  1.158, X,    0090, 0155, -026,    
 7467, 844968, 001159,  1.159, X,    0090, 0155, -026,    
 7467, 846148, 001164,  1.164, X,    0089, 0152, -024,    
 7467, 847333, 001158,  1.158, X,    0089, 0152, -024,    
 7467, 848513, 001157,  1.157, X,    0089, 0152, -024,    
 7467, 849690, 001162,  1.162, X,    0089, 0152, -024,    
 7467, 850873, 001159,  1.159, X,    0089, 0152, -024,    
 7467, 852053, 001159,  1.159, X,    0089, 0152, -024,    
 7467, 853233, 001157,  1.157, X,    0089, 0152, -024,    
 7467, 854413, 001157,  1.157, X,    0089, 0152, -024,    
 7467, 855592, 001157,  1.157, X,    0093, 0152, -024,    
