 time, start,  dur,     perc,  X,    
 4240, 502823, 002204,  0.882, _,    
 4240, 702833, 002114,  0.846, _,    
 4240, 705326, 002091,  0.836, _,    
 4240, 707822, 002086,  0.834, _,    
 4240, 710322, 002084,  0.834, _,    
 4240, 712823, 002082,  0.833, _,    
 4240, 715328, 002086,  0.834, _,    
 4240, 717823, 002084,  0.834, _,    
 4240, 720321, 002086,  0.834, _,    
 4240, 722823, 002082,  0.833, _,    
 4240, 725327, 002084,  0.834, _,    
 4240, 727823, 002083,  0.833, _,    
 4240, 730321, 002085,  0.834, _,    
 4240, 732827, 002084,  0.834, _,    
 4240, 735327, 002085,  0.834, _,    
 4240, 737822, 002084,  0.834, _,    
 4240, 740320, 002083,  0.833, _,    
 4240, 742823, 002083,  0.833, _,    
 4240, 745327, 002083,  0.833, _,    
 4240, 747822, 002083,  0.833, _,    
 4240, 750321, 002083,  0.833, _,    
 4240, 752823, 002083,  0.833, _,    
 4240, 755331, 002085,  0.834, _,    
 4240, 757823, 002082,  0.833, _,    
 4240, 760320, 002085,  0.834, _,    
 4240, 762823, 002084,  0.834, _,    
 4240, 765327, 002081,  0.832, _,    
 4240, 767823, 002081,  0.832, _,    
 4240, 770321, 002083,  0.833, _,    
 4240, 772823, 002081,  0.832, _,    
 4240, 775327, 002081,  0.832, _,    
 4240, 777823, 002081,  0.832, _,    
 4240, 780321, 002083,  0.833, _,    
 4240, 782824, 002082,  0.833, _,    
 4240, 785327, 002083,  0.833, _,    
 4240, 787823, 002080,  0.832, _,    
 4240, 790321, 002084,  0.834, _,    
 4240, 792823, 002082,  0.833, _,    
 4240, 795327, 002082,  0.833, _,    
 4240, 797822, 002082,  0.833, _,    
 4240, 800320, 002083,  0.833, _,    
 4240, 802823, 002082,  0.833, _,    
 4240, 805327, 002082,  0.833, _,    
 4240, 807822, 002081,  0.832, _,    
 4240, 810321, 002085,  0.834, _,    
 4240, 812824, 002081,  0.832, _,    
 4240, 815327, 002083,  0.833, _,    
 4240, 817823, 002081,  0.832, _,    
 4240, 820321, 002084,  0.834, _,    
 4240, 822824, 002083,  0.833, _,    
 4240, 825327, 002082,  0.833, _,    
 4240, 827822, 002081,  0.832, _,    
 4240, 830321, 002084,  0.834, _,    
 4240, 832823, 002083,  0.833, _,    
 4240, 835327, 002084,  0.834, _,    
 4240, 837823, 002082,  0.833, _,    
 4240, 840320, 002084,  0.834, _,    
 4240, 842823, 002084,  0.834, _,    
 4240, 845327, 002082,  0.833, _,    
 4240, 847823, 002082,  0.833, _,    
 4240, 850320, 002084,  0.834, _,    
 4240, 852823, 002081,  0.832, _,    
 4240, 855327, 002082,  0.833, _,    
 4240, 857822, 002083,  0.833, _,    
 4240, 860320, 002083,  0.833, _,    
 4240, 862823, 002083,  0.833, _,    
 4240, 865327, 002082,  0.833, _,    
 4240, 867822, 002084,  0.834, _,    
 4240, 870321, 002083,  0.833, _,    
 4240, 872823, 002082,  0.833, _,    
 4240, 875327, 002083,  0.833, _,    
 4240, 877822, 002084,  0.834, _,    
 4240, 880321, 002084,  0.834, _,    
 4240, 882823, 002083,  0.833, _,    
 4240, 885327, 002083,  0.833, _,    
 4240, 887823, 002082,  0.833, _,    
 4240, 890321, 002084,  0.834, _,    
 4240, 892824, 002082,  0.833, _,    
 4240, 895327, 002082,  0.833, _,    
 4240, 897823, 002083,  0.833, _,    
 4240, 900321, 002082,  0.833, _,    
 4240, 902823, 002082,  0.833, _,    
 4240, 905327, 002083,  0.833, _,    
 4240, 907822, 002081,  0.832, _,    
 4240, 910321, 002083,  0.833, _,    
 4240, 912823, 002081,  0.832, _,    
 4240, 915327, 002083,  0.833, _,    
 4240, 917823, 002081,  0.832, _,    
 4240, 920321, 002083,  0.833, _,    
 4240, 922823, 002082,  0.833, _,    
 4240, 925330, 002082,  0.833, _,    
 4240, 927822, 002082,  0.833, _,    
 4240, 930321, 002084,  0.834, _,    
 4240, 932823, 002083,  0.833, _,    
 4240, 935329, 002083,  0.833, _,    
 4240, 937823, 002083,  0.833, _,    
 4240, 940321, 002082,  0.833, _,    
 4240, 942823, 002082,  0.833, _,    
 4240, 945328, 002082,  0.833, _,    
 4240, 947823, 002082,  0.833, _,    
 4240, 950320, 002084,  0.834, _,    
 4240, 952823, 002082,  0.833, _,    
 4240, 955327, 002082,  0.833, _,    
 4240, 957823, 002082,  0.833, _,    
 4240, 960320, 002083,  0.833, _,    
 4240, 962823, 002082,  0.833, _,    
 4240, 965327, 002083,  0.833, _,    
 4240, 967875, 002207,  0.883, _,    
 4240, 970328, 002099,  0.840, _,    
 4240, 972824, 002085,  0.834, _,    
 4240, 975327, 002085,  0.834, _,    
 4240, 977824, 002083,  0.833, _,    
 4240, 980322, 002086,  0.834, _,    
 4240, 982828, 002083,  0.833, _,    
 4240, 985365, 002153,  0.861, _,    
 4240, 987827, 002091,  0.836, _,    
 4240, 990323, 002093,  0.837, _,    
 4240, 992825, 002086,  0.834, _,    
 4240, 995327, 002085,  0.834, _,    
 4240, 997823, 002082,  0.833, _,    
 4241, 000325, 002096,  0.838, _,    
 4241, 002824, 002083,  0.833, _,    
 4241, 005328, 002083,  0.833, _,    
 4241, 007822, 002082,  0.833, _,    
 4241, 010322, 002086,  0.834, _,    
 4241, 012823, 002083,  0.833, _,    
 4241, 015327, 002082,  0.833, _,    
 4241, 017822, 002081,  0.832, _,    
 4241, 020321, 002084,  0.834, _,    
 4241, 022823, 002082,  0.833, _,    
 4241, 025328, 002081,  0.832, _,    
 4241, 027823, 002085,  0.834, _,    
 4241, 030321, 002083,  0.833, _,    
 4241, 032829, 002082,  0.833, _,    
 4241, 035327, 002083,  0.833, _,    
 4241, 037822, 002082,  0.833, _,    
 4241, 040320, 002083,  0.833, _,    
 4241, 042823, 002083,  0.833, _,    
 4241, 045327, 002081,  0.832, _,    
 4241, 047822, 002082,  0.833, _,    
 4241, 050321, 002082,  0.833, _,    
 4241, 052823, 002082,  0.833, _,    
 4241, 055327, 002082,  0.833, _,    
 4241, 057822, 002082,  0.833, _,    
 4241, 060321, 002082,  0.833, _,    
 4241, 062824, 002080,  0.832, _,    
 4241, 065327, 002082,  0.833, _,    
 4241, 067822, 002082,  0.833, _,    
 4241, 070320, 002083,  0.833, _,    
 4241, 072823, 002081,  0.832, _,    
 4241, 075327, 002083,  0.833, _,    
 4241, 077822, 002082,  0.833, _,    
 4241, 080322, 002088,  0.835, _,    
 4241, 082824, 002084,  0.834, _,    
 4241, 085328, 002083,  0.833, _,    
 4241, 087822, 002082,  0.833, _,    
 4241, 090321, 002083,  0.833, _,    
 4241, 092823, 002082,  0.833, _,    
 4241, 095327, 002082,  0.833, _,    
 4241, 097822, 002082,  0.833, _,    
 4241, 100321, 002083,  0.833, _,    
 4241, 102823, 002082,  0.833, _,    
 4241, 105327, 002082,  0.833, _,    
 4241, 107822, 002083,  0.833, _,    
 4241, 110321, 002082,  0.833, _,    
 4241, 112823, 002081,  0.832, _,    
 4241, 115327, 002082,  0.833, _,    
 4241, 117822, 002082,  0.833, _,    
 4241, 120321, 002083,  0.833, _,    
 4241, 122824, 002081,  0.832, _,    
 4241, 125327, 002082,  0.833, _,    
 4241, 127823, 002081,  0.832, _,    
 4241, 130321, 002084,  0.834, _,    
 4241, 132823, 002082,  0.833, _,    
 4241, 135327, 002083,  0.833, _,    
 4241, 137822, 002085,  0.834, _,    
 4241, 140321, 002083,  0.833, _,    
 4241, 142823, 002083,  0.833, _,    
 4241, 145327, 002083,  0.833, _,    
 4241, 147822, 002081,  0.832, _,    
 4241, 150321, 002082,  0.833, _,    
 4241, 152823, 002082,  0.833, _,    
 4241, 155327, 002082,  0.833, _,    
 4241, 157822, 002082,  0.833, _,    
 4241, 160320, 002083,  0.833, _,    
 4241, 162823, 002082,  0.833, _,    
 4241, 165327, 002083,  0.833, _,    
 4241, 167822, 002081,  0.832, _,    
 4241, 170321, 002082,  0.833, _,    
 4241, 172824, 002081,  0.832, _,    
 4241, 175327, 002082,  0.833, _,    
 4241, 177822, 002081,  0.832, _,    
 4241, 180321, 002083,  0.833, _,    
 4241, 182824, 002080,  0.832, _,    
 4241, 185327, 002081,  0.832, _,    
 4241, 187823, 002081,  0.832, _,    
 4241, 190321, 002083,  0.833, _,    
 4241, 192823, 002081,  0.832, _,    
 4241, 195330, 002081,  0.832, _,    
 4241, 197823, 002081,  0.832, _,    
 4241, 200321, 002082,  0.833, _,    
 4241, 202823, 002082,  0.833, _,    
 4241, 205327, 002081,  0.832, _,    
 4241, 207823, 002082,  0.833, _,    
 4241, 210320, 002082,  0.833, _,    
 4241, 212823, 002081,  0.832, _,    
 4241, 215327, 002082,  0.833, _,    
 4241, 217822, 002082,  0.833, _,    
 4241, 220320, 002083,  0.833, _,    
 4241, 222823, 002081,  0.832, _,    
 4241, 225327, 002082,  0.833, _,    
 4241, 227822, 002081,  0.832, _,    
 4241, 230321, 002083,  0.833, _,    
 4241, 232824, 002081,  0.832, _,    
 4241, 235327, 002082,  0.833, _,    
 4241, 237829, 002106,  0.842, _,    
 4241, 240322, 002088,  0.835, _,    
 4241, 242824, 002084,  0.834, _,    
 4241, 245327, 002083,  0.833, _,    
 4241, 247823, 002082,  0.833, _,    
 4241, 250321, 002086,  0.834, _,    
 4241, 252824, 002082,  0.833, _,    
 4241, 255327, 002082,  0.833, _,    
 4241, 257822, 002082,  0.833, _,    
 4241, 260321, 002084,  0.834, _,    
 4241, 262823, 002082,  0.833, _,    
 4241, 265327, 002082,  0.833, _,    
 4241, 267823, 002081,  0.832, _,    
 4241, 270320, 002084,  0.834, _,    
 4241, 272823, 002081,  0.832, _,    
 4241, 275327, 002082,  0.833, _,    
 4241, 277822, 002082,  0.833, _,    
 4241, 280321, 002085,  0.834, _,    
 4241, 282824, 002082,  0.833, _,    
 4241, 285327, 002082,  0.833, _,    
 4241, 287822, 002082,  0.833, _,    
 4241, 290321, 002083,  0.833, _,    
 4241, 292823, 002082,  0.833, _,    
 4241, 295327, 002082,  0.833, _,    
 4241, 297822, 002081,  0.832, _,    
 4241, 300321, 002083,  0.833, _,    
 4241, 302823, 002082,  0.833, _,    
 4241, 305327, 002082,  0.833, _,    
 4241, 307824, 002082,  0.833, _,    
 4241, 310321, 002082,  0.833, _,    
 4241, 312823, 002082,  0.833, _,    
 4241, 315327, 002082,  0.833, _,    
 4241, 317823, 002081,  0.832, _,    
 4241, 320321, 002082,  0.833, _,    
 4241, 322823, 002082,  0.833, _,    
 4241, 325327, 002082,  0.833, _,    
 4241, 327822, 002082,  0.833, _,    
 4241, 330321, 002084,  0.834, _,    
 4241, 332823, 002082,  0.833, _,    
 4241, 335327, 002083,  0.833, _,    
 4241, 337822, 002082,  0.833, _,    
 4241, 340321, 002083,  0.833, _,    
 4241, 342823, 002082,  0.833, _,    
 4241, 345327, 002082,  0.833, _,    
