 time, start,  dur,     perc,  X,    
 4274, 593322, 002198,  0.879, _,    
 4274, 793340, 002189,  0.876, _,    
 4274, 795827, 002093,  0.837, _,    
 4274, 798324, 002085,  0.834, _,    
 4274, 800824, 002081,  0.832, _,    
 4274, 803323, 002078,  0.831, _,    
 4274, 805823, 002092,  0.837, _,    
 4274, 808324, 002079,  0.832, _,    
 4274, 810823, 002080,  0.832, _,    
 4274, 813324, 002078,  0.831, _,    
 4274, 815822, 002085,  0.834, _,    
 4274, 818324, 002079,  0.832, _,    
 4274, 820823, 002079,  0.832, _,    
 4274, 823326, 002078,  0.831, _,    
 4274, 825823, 002085,  0.834, _,    
 4274, 828322, 002078,  0.831, _,    
 4274, 830822, 002078,  0.831, _,    
 4274, 833324, 002077,  0.831, _,    
 4274, 835822, 002085,  0.834, _,    
 4274, 838322, 002076,  0.830, _,    
 4274, 840823, 002078,  0.831, _,    
 4274, 843324, 002076,  0.830, _,    
 4274, 845827, 002086,  0.834, _,    
 4274, 848323, 002077,  0.831, _,    
 4274, 850823, 002078,  0.831, _,    
 4274, 853324, 002076,  0.830, _,    
 4274, 855822, 002084,  0.834, _,    
 4274, 858323, 002077,  0.831, _,    
 4274, 860823, 002076,  0.830, _,    
 4274, 863323, 002076,  0.830, _,    
 4274, 865822, 002085,  0.834, _,    
 4274, 868323, 002076,  0.830, _,    
 4274, 870823, 002078,  0.831, _,    
 4274, 873332, 002075,  0.830, _,    
 4274, 875823, 002086,  0.834, _,    
 4274, 878322, 002078,  0.831, _,    
 4274, 880823, 002077,  0.831, _,    
 4274, 883323, 002077,  0.831, _,    
 4274, 885822, 002085,  0.834, _,    
 4274, 888322, 002077,  0.831, _,    
 4274, 890822, 002078,  0.831, _,    
 4274, 893324, 002076,  0.830, _,    
 4274, 895823, 002084,  0.834, _,    
 4274, 898323, 002076,  0.830, _,    
 4274, 900822, 002077,  0.831, _,    
 4274, 903324, 002077,  0.831, _,    
 4274, 905822, 002085,  0.834, _,    
 4274, 908322, 002077,  0.831, _,    
 4274, 910823, 002078,  0.831, _,    
 4274, 913324, 002075,  0.830, _,    
 4274, 915822, 002086,  0.834, _,    
 4274, 918323, 002076,  0.830, _,    
 4274, 920823, 002078,  0.831, _,    
 4274, 923331, 002075,  0.830, _,    
 4274, 925823, 002086,  0.834, _,    
 4274, 928322, 002077,  0.831, _,    
 4274, 930823, 002077,  0.831, _,    
 4274, 933323, 002078,  0.831, _,    
