 time, start,  dur,     perc,  X,    
 4181, 368312, 002198,  0.879, _,    
 4181, 568322, 002132,  0.853, _,    
 4181, 570816, 002100,  0.840, _,    
 4181, 573314, 002090,  0.836, _,    
 4181, 575813, 002089,  0.836, _,    
 4181, 578312, 002089,  0.836, _,    
 4181, 580817, 002090,  0.836, _,    
 4181, 583313, 002089,  0.836, _,    
 4181, 585812, 002087,  0.835, _,    
 4181, 588312, 002088,  0.835, _,    
 4181, 590823, 002090,  0.836, _,    
 4181, 593313, 002088,  0.835, _,    
 4181, 595812, 002088,  0.835, _,    
 4181, 598313, 002089,  0.836, _,    
 4181, 600816, 002090,  0.836, _,    
 4181, 603313, 002087,  0.835, _,    
 4181, 605813, 002087,  0.835, _,    
 4181, 608312, 002087,  0.835, _,    
 4181, 610815, 002087,  0.835, _,    
 4181, 613313, 002086,  0.834, _,    
 4181, 615812, 002087,  0.835, _,    
 4181, 618312, 002086,  0.834, _,    
 4181, 620815, 002087,  0.835, _,    
 4181, 623313, 002086,  0.834, _,    
 4181, 625812, 002087,  0.835, _,    
 4181, 628312, 002087,  0.835, _,    
 4181, 630815, 002088,  0.835, _,    
 4181, 633313, 002087,  0.835, _,    
 4181, 635812, 002087,  0.835, _,    
 4181, 638312, 002087,  0.835, _,    
 4181, 640814, 002088,  0.835, _,    
 4181, 643313, 002086,  0.834, _,    
 4181, 645813, 002088,  0.835, _,    
 4181, 648313, 002087,  0.835, _,    
 4181, 650819, 002091,  0.836, _,    
 4181, 653313, 002087,  0.835, _,    
 4181, 655812, 002088,  0.835, _,    
 4181, 658313, 002087,  0.835, _,    
 4181, 660815, 002087,  0.835, _,    
 4181, 663313, 002086,  0.834, _,    
 4181, 665812, 002087,  0.835, _,    
 4181, 668312, 002087,  0.835, _,    
 4181, 670815, 002087,  0.835, _,    
 4181, 673313, 002087,  0.835, _,    
 4181, 675812, 002087,  0.835, _,    
 4181, 678312, 002087,  0.835, _,    
 4181, 680816, 002088,  0.835, _,    
 4181, 683313, 002087,  0.835, _,    
 4181, 685812, 002087,  0.835, _,    
 4181, 688312, 002087,  0.835, _,    
 4181, 690814, 002088,  0.835, _,    
 4181, 693313, 002087,  0.835, _,    
 4181, 695812, 002089,  0.836, _,    
 4181, 698313, 002087,  0.835, _,    
 4181, 700816, 002088,  0.835, _,    
 4181, 703313, 002086,  0.834, _,    
 4181, 705812, 002086,  0.834, _,    
 4181, 708313, 002086,  0.834, _,    
 4181, 710815, 002087,  0.835, _,    
 4181, 713316, 002087,  0.835, _,    
 4181, 715812, 002088,  0.835, _,    
 4181, 718312, 002086,  0.834, _,    
 4181, 720815, 002088,  0.835, _,    
 4181, 723313, 002086,  0.834, _,    
 4181, 725812, 002087,  0.835, _,    
 4181, 728312, 002087,  0.835, _,    
 4181, 730815, 002087,  0.835, _,    
 4181, 733313, 002087,  0.835, _,    
 4181, 735812, 002087,  0.835, _,    
 4181, 738312, 002087,  0.835, _,    
 4181, 740814, 002088,  0.835, _,    
 4181, 743313, 002086,  0.834, _,    
 4181, 745812, 002089,  0.836, _,    
 4181, 748312, 002089,  0.836, _,    
 4181, 750815, 002089,  0.836, _,    
 4181, 753313, 002086,  0.834, _,    
 4181, 755812, 002087,  0.835, _,    
 4181, 758312, 002087,  0.835, _,    
 4181, 760816, 002088,  0.835, _,    
 4181, 763313, 002086,  0.834, _,    
 4181, 765812, 002088,  0.835, _,    
 4181, 768312, 002086,  0.834, _,    
 4181, 770816, 002087,  0.835, _,    
 4181, 773313, 002086,  0.834, _,    
 4181, 775814, 002088,  0.835, _,    
 4181, 778312, 002087,  0.835, _,    
 4181, 780815, 002087,  0.835, _,    
 4181, 783313, 002088,  0.835, _,    
 4181, 785812, 002087,  0.835, _,    
 4181, 788312, 002087,  0.835, _,    
 4181, 790814, 002088,  0.835, _,    
 4181, 793313, 002087,  0.835, _,    
 4181, 795812, 002088,  0.835, _,    
 4181, 798312, 002087,  0.835, _,    
 4181, 800815, 002088,  0.835, _,    
 4181, 803313, 002086,  0.834, _,    
 4181, 805812, 002088,  0.835, _,    
 4181, 808312, 002088,  0.835, _,    
 4181, 810815, 002087,  0.835, _,    
 4181, 813313, 002086,  0.834, _,    
 4181, 815812, 002087,  0.835, _,    
 4181, 818312, 002087,  0.835, _,    
 4181, 820815, 002088,  0.835, _,    
 4181, 823313, 002088,  0.835, _,    
 4181, 825812, 002088,  0.835, _,    
 4181, 828312, 002086,  0.834, _,    
 4181, 830815, 002087,  0.835, _,    
