 time, start,  dur,     perc,  X,    rMx1, rMy1, rMz1,    rAx1,   rAy1,   rAz1,      rGx1,   rGy1,   rGz1,      
 8825, 674730, 002951,  2.951, X,    0093, 0154, -020,    -00187, -00042, 008362,    -00034, 000065, -00034,    
 8825, 677709, 002953,  2.953, X,    0093, 0154, -020,    -00201, -00015, 008316,    -00034, 000076, -00029,    
 8825, 680691, 002952,  2.952, X,    0085, 0160, -028,    -00177, -00034, 008392,    -00031, 000082, -00041,    
 8825, 683670, 002950,  2.950, X,    0085, 0160, -028,    -00233, -00032, 008359,    -00030, 000079, -00030,    
 8825, 686647, 002953,  2.953, X,    0085, 0160, -028,    -00160, -00038, 008349,    -00040, 000071, -00019,    
 8825, 689628, 002955,  2.955, X,    0085, 0160, -028,    -00243, -00035, 008376,    -00035, 000077, -00025,    
 8825, 692611, 002954,  2.954, X,    0096, 0154, -022,    -00211, -00027, 008361,    -00033, 000072, -00031,    
 8825, 695593, 002953,  2.953, X,    0096, 0154, -022,    -00192, -00028, 008357,    -00042, 000070, -00029,    
 8825, 698574, 002956,  2.956, X,    0096, 0154, -022,    -00234, -00046, 008377,    -00041, 000081, -00039,    
 8825, 701558, 002952,  2.952, X,    0092, 0157, -026,    -00221, -00023, 008360,    -00045, 000084, -00037,    
 8825, 704538, 002953,  2.953, X,    0092, 0157, -026,    -00176, -00043, 008389,    -00027, 000075, -00036,    
 8825, 707519, 002956,  2.956, X,    0092, 0157, -026,    -00237, -00034, 008401,    -00036, 000085, -00025,    
 8825, 710503, 002954,  2.954, X,    0090, 0160, -028,    -00228, -00013, 008349,    -00039, 000079, -00035,    
 8825, 713485, 002952,  2.952, X,    0090, 0160, -028,    -00240, -00035, 008389,    -00036, 000076, -00027,    
 8825, 716466, 002952,  2.952, X,    0090, 0160, -028,    -00193, -00062, 008368,    -00036, 000068, -00030,    
 8825, 719447, 002955,  2.955, X,    0090, 0160, -028,    -00166, -00036, 008398,    -00031, 000077, -00027,    
 8825, 722430, 002956,  2.956, X,    0091, 0161, -024,    -00180, 000005, 008410,    -00035, 000082, -00031,    
 8825, 725414, 002953,  2.953, X,    0091, 0161, -024,    -00170, -00028, 008352,    -00032, 000082, -00036,    
 8825, 728394, 002956,  2.956, X,    0091, 0161, -024,    -00233, -00026, 008372,    -00038, 000074, -00037,    
 8825, 731378, 002952,  2.952, X,    0092, 0155, -021,    -00231, -00040, 008434,    -00034, 000080, -00040,    
 8825, 734358, 002952,  2.952, X,    0092, 0155, -021,    -00190, -00008, 008374,    -00039, 000070, -00036,    
 8825, 737338, 002955,  2.955, X,    0092, 0155, -021,    -00261, -00040, 008378,    -00031, 000070, -00037,    
 8825, 740321, 002954,  2.954, X,    0092, 0157, -023,    -00202, -00031, 008400,    -00038, 000080, -00032,    
 8825, 743303, 002952,  2.952, X,    0092, 0157, -023,    -00195, 000001, 008323,    -00026, 000079, -00028,    
 8825, 746284, 002952,  2.952, X,    0092, 0157, -023,    -00241, -00010, 008318,    -00027, 000076, -00034,    
 8825, 749263, 002957,  2.957, X,    0092, 0157, -023,    -00225, -00031, 008295,    -00039, 000074, -00034,    
 8825, 752248, 002952,  2.952, X,    0092, 0150, -028,    -00221, -00016, 008366,    -00034, 000073, -00035,    
 8825, 755228, 002951,  2.951, X,    0092, 0150, -028,    -00205, -00036, 008430,    -00033, 000072, -00040,    
 8825, 758207, 002955,  2.955, X,    0092, 0150, -028,    -00233, -00013, 008302,    -00040, 000076, -00036,    
 8825, 761191, 002953,  2.953, X,    0091, 0161, -027,    -00228, -00037, 008344,    -00038, 000079, -00039,    
 8825, 764171, 002954,  2.954, X,    0091, 0161, -027,    -00197, 000022, 008388,    -00037, 000075, -00038,    
 8825, 767198, 002966,  2.966, X,    0091, 0161, -027,    -00217, -00022, 008303,    -00033, 000074, -00035,    
 8825, 770195, 002958,  2.958, X,    0096, 0152, -032,    -00217, -00043, 008369,    -00038, 000079, -00034,    
 8825, 773183, 002953,  2.953, X,    0096, 0152, -032,    -00210, -00009, 008422,    -00033, 000076, -00028,    
 8825, 776164, 002953,  2.953, X,    0096, 0152, -032,    -00173, 000025, 008364,    -00038, 000084, -00031,    
 8825, 779145, 002957,  2.957, X,    0096, 0152, -032,    -00264, -00047, 008414,    -00031, 000077, -00033,    
 8825, 782130, 002952,  2.952, X,    0091, 0159, -032,    -00219, 000012, 008373,    -00034, 000076, -00025,    
 8825, 785110, 002953,  2.953, X,    0091, 0159, -032,    -00224, -00022, 008388,    -00031, 000079, -00029,    
 8825, 788092, 002957,  2.957, X,    0091, 0159, -032,    -00217, -00007, 008351,    -00036, 000084, -00042,    
 8825, 791077, 002954,  2.954, X,    0091, 0159, -024,    -00234, -00005, 008420,    -00032, 000076, -00032,    
 8825, 794059, 002953,  2.953, X,    0091, 0159, -024,    -00205, -00065, 008366,    -00031, 000072, -00032,    
 8825, 797041, 002952,  2.952, X,    0091, 0159, -024,    -00235, 000002, 008341,    -00035, 000074, -00028,    
 8825, 800037, 002954,  2.954, X,    0091, 0149, -024,    -00223, -00058, 008387,    -00036, 000079, -00029,    
 8825, 803019, 002953,  2.953, X,    0091, 0149, -024,    -00210, 000023, 008430,    -00041, 000079, -00025,    
 8825, 806000, 002952,  2.952, X,    0091, 0149, -024,    -00248, -00051, 008390,    -00032, 000077, -00036,    
 8825, 808980, 002955,  2.955, X,    0091, 0149, -024,    -00207, -00036, 008383,    -00036, 000074, -00034,    
 8825, 811964, 002959,  2.959, X,    0089, 0156, -029,    -00201, -00005, 008382,    -00039, 000068, -00036,    
 8825, 814951, 002950,  2.950, X,    0089, 0156, -029,    -00197, -00049, 008358,    -00040, 000075, -00036,    
 8825, 817929, 002953,  2.953, X,    0089, 0156, -029,    -00244, -00037, 008381,    -00032, 000080, -00026,    
 8825, 820910, 002951,  2.951, X,    0089, 0154, -020,    -00152, -00026, 008430,    -00038, 000077, -00033,    
 8825, 823889, 002958,  2.958, X,    0089, 0154, -020,    -00230, -00023, 008320,    -00036, 000081, -00028,    
 8825, 826875, 002956,  2.956, X,    0089, 0154, -020,    -00227, -00032, 008420,    -00041, 000071, -00026,    
 8825, 829859, 002961,  2.961, X,    0090, 0150, -030,    -00177, -00046, 008421,    -00040, 000080, -00038,    
 8825, 832848, 002950,  2.950, X,    0090, 0150, -030,    -00192, -00005, 008365,    -00034, 000071, -00031,    
 8825, 835826, 002950,  2.950, X,    0090, 0150, -030,    -00172, -00016, 008373,    -00033, 000071, -00035,    
 8825, 838804, 002955,  2.955, X,    0090, 0150, -030,    -00188, -00016, 008334,    -00032, 000080, -00032,    
 8825, 841787, 002950,  2.950, X,    0089, 0152, -024,    -00166, -00013, 008353,    -00037, 000074, -00033,    
 8825, 844764, 002952,  2.952, X,    0089, 0152, -024,    -00182, 000009, 008370,    -00030, 000074, -00041,    
 8825, 847744, 002952,  2.952, X,    0089, 0152, -024,    -00232, -00003, 008362,    -00032, 000075, -00035,    
 8825, 850724, 002953,  2.953, X,    0088, 0157, -028,    -00206, -00001, 008344,    -00036, 000080, -00036,    
 8825, 853705, 002952,  2.952, X,    0088, 0157, -028,    -00198, -00014, 008406,    -00044, 000066, -00035,    
 8825, 856685, 002950,  2.950, X,    0088, 0157, -028,    -00215, -00011, 008336,    -00038, 000080, -00032,    
 8825, 859663, 002954,  2.954, X,    0085, 0157, -028,    -00176, -00042, 008402,    -00034, 000076, -00040,    
 8825, 862645, 002956,  2.956, X,    0085, 0160, -028,    -00229, -00037, 008411,    -00033, 000076, -00034,    
 8825, 865629, 002959,  2.959, X,    0085, 0160, -028,    -00196, -00013, 008324,    -00042, 000068, -00033,    
 8825, 868616, 002954,  2.954, X,    0085, 0160, -028,    -00236, -00045, 008354,    -00025, 000074, -00035,    
 8825, 871599, 002952,  2.952, X,    0089, 0154, -027,    -00189, -00033, 008427,    -00042, 000077, -00038,    
 8825, 874579, 002953,  2.953, X,    0089, 0154, -027,    -00197, 000020, 008419,    -00035, 000079, -00034,    
 8825, 877606, 002965,  2.965, X,    0089, 0154, -027,    -00226, -00065, 008452,    -00044, 000078, -00028,    
 8825, 880602, 002956,  2.956, X,    0090, 0153, -026,    -00209, -00030, 008413,    -00041, 000076, -00031,    
 8825, 883587, 002954,  2.954, X,    0090, 0153, -026,    -00231, -00047, 008409,    -00034, 000076, -00027,    
 8825, 886569, 002953,  2.953, X,    0090, 0153, -026,    -00226, 000004, 008333,    -00038, 000073, -00041,    
 8825, 889550, 002956,  2.956, X,    0090, 0153, -026,    -00227, -00029, 008406,    -00036, 000073, -00026,    
 8825, 892534, 002954,  2.954, X,    0088, 0155, -028,    -00205, 000001, 008377,    -00033, 000075, -00030,    
 8825, 895516, 002953,  2.953, X,    0088, 0155, -028,    -00209, -00025, 008307,    -00031, 000068, -00029,    
 8825, 898498, 002955,  2.955, X,    0088, 0155, -028,    -00201, -00005, 008363,    -00037, 000077, -00036,    
 8825, 901482, 002953,  2.953, X,    0090, 0157, -023,    -00188, -00020, 008380,    -00036, 000073, -00032,    
 8825, 904463, 002951,  2.951, X,    0090, 0157, -023,    -00237, -00028, 008311,    -00035, 000082, -00035,    
 8825, 907443, 002953,  2.953, X,    0090, 0157, -023,    -00203, -00024, 008351,    -00034, 000078, -00032,    
 8825, 910425, 002952,  2.952, X,    0099, 0160, -028,    -00217, -00037, 008413,    -00030, 000080, -00037,    
 8825, 913405, 002952,  2.952, X,    0099, 0160, -028,    -00208, -00053, 008367,    -00033, 000075, -00025,    
 8825, 916385, 002951,  2.951, X,    0099, 0160, -028,    -00229, 000005, 008350,    -00040, 000086, -00039,    
 8825, 919365, 002954,  2.954, X,    0099, 0160, -028,    -00206, -00028, 008337,    -00030, 000080, -00032,    
 8825, 922348, 002952,  2.952, X,    0094, 0155, -028,    -00189, 000017, 008322,    -00033, 000078, -00034,    
 8825, 925328, 002953,  2.953, X,    0094, 0155, -028,    -00231, -00013, 008395,    -00036, 000066, -00037,    
 8825, 928309, 002956,  2.956, X,    0094, 0155, -028,    -00221, -00023, 008422,    -00038, 000071, -00041,    
 8825, 931293, 002952,  2.952, X,    0086, 0156, -029,    -00214, -00021, 008365,    -00030, 000076, -00030,    
 8825, 934274, 002951,  2.951, X,    0086, 0156, -029,    -00242, -00023, 008451,    -00036, 000072, -00036,    
 8825, 937253, 002954,  2.954, X,    0086, 0156, -029,    -00242, -00013, 008435,    -00036, 000075, -00031,    
 8825, 940236, 002953,  2.953, X,    0090, 0160, -030,    -00211, -00036, 008444,    -00040, 000083, -00036,    
 8825, 943217, 002951,  2.951, X,    0090, 0160, -030,    -00203, -00021, 008316,    -00038, 000079, -00031,    
 8825, 946196, 002953,  2.953, X,    0090, 0160, -030,    -00215, 000039, 008403,    -00030, 000085, -00027,    
 8825, 949177, 002954,  2.954, X,    0090, 0160, -030,    -00209, 000020, 008390,    -00039, 000076, -00028,    
 8825, 952160, 002953,  2.953, X,    0089, 0156, -029,    -00232, -00018, 008349,    -00035, 000087, -00040,    
 8825, 955142, 002951,  2.951, X,    0089, 0156, -029,    -00191, -00017, 008369,    -00038, 000064, -00030,    
 8825, 958122, 002954,  2.954, X,    0089, 0156, -029,    -00224, -00054, 008382,    -00038, 000071, -00030,    
 8825, 961104, 002953,  2.953, X,    0094, 0157, -028,    -00225, -00034, 008377,    -00043, 000074, -00035,    
 8825, 964085, 002952,  2.952, X,    0094, 0157, -028,    -00168, -00024, 008420,    -00036, 000075, -00031,    
 8825, 967064, 002967,  2.967, X,    0094, 0157, -028,    -00199, 000012, 008379,    -00037, 000069, -00030,    
 8825, 970060, 002953,  2.953, X,    0094, 0160, -023,    -00184, -00010, 008335,    -00041, 000082, -00029,    
 8825, 973041, 002953,  2.953, X,    0094, 0160, -023,    -00195, -00024, 008432,    -00036, 000080, -00024,    
 8825, 976022, 002952,  2.952, X,    0094, 0160, -023,    -00223, -00012, 008370,    -00046, 000080, -00027,    
 8825, 979003, 002957,  2.957, X,    0094, 0160, -023,    -00197, -00067, 008369,    -00040, 000083, -00037,    
 8825, 981988, 002952,  2.952, X,    0092, 0160, -028,    -00175, -00042, 008411,    -00036, 000075, -00027,    
 8825, 985013, 002962,  2.962, X,    0092, 0160, -028,    -00215, -00012, 008394,    -00031, 000080, -00039,    
 8825, 988004, 003217,  3.217, X,    0092, 0160, -028,    -00187, -00027, 008323,    -00041, 000077, -00033,    
 8825, 991274, 002980,  2.980, X,    0088, 0153, -023,    -00176, -00012, 008369,    -00030, 000079, -00034,    
 8825, 994286, 002993,  2.993, X,    0088, 0153, -023,    -00240, -00042, 008349,    -00041, 000083, -00027,    
 8825, 997317, 002983,  2.983, X,    0088, 0153, -023,    -00215, 000011, 008394,    -00031, 000083, -00035,    
 8826, 000335, 003027,  3.027, X,    0091, 0156, -024,    -00231, -00048, 008357,    -00046, 000078, -00033,    
 8826, 003396, 002977,  2.977, X,    0091, 0156, -024,    -00203, -00023, 008315,    -00036, 000076, -00023,    
 8826, 006407, 002978,  2.978, X,    0091, 0156, -024,    -00190, -00050, 008406,    -00036, 000070, -00031,    
 8826, 009417, 002980,  2.980, X,    0085, 0160, -024,    -00227, 000002, 008399,    -00033, 000072, -00029,    
 8826, 012430, 002969,  2.969, X,    0085, 0160, -026,    -00236, -00011, 008398,    -00037, 000084, -00036,    
 8826, 015430, 002973,  2.973, X,    0085, 0160, -026,    -00218, 000010, 008404,    -00042, 000075, -00032,    
 8826, 018437, 002978,  2.978, X,    0085, 0160, -026,    -00235, 000005, 008400,    -00033, 000079, -00027,    
 8826, 021447, 002974,  2.974, X,    0091, 0159, -020,    -00175, -00044, 008325,    -00028, 000081, -00034,    
 8826, 024452, 002975,  2.975, X,    0091, 0159, -020,    -00235, -00011, 008339,    -00032, 000076, -00037,    
 8826, 027459, 002964,  2.964, X,    0091, 0159, -020,    -00187, -00040, 008371,    -00036, 000068, -00027,    
 8826, 030452, 002957,  2.957, X,    0088, 0160, -023,    -00216, -00003, 008308,    -00038, 000073, -00035,    
 8826, 033437, 002953,  2.953, X,    0088, 0160, -023,    -00201, -00037, 008418,    -00043, 000081, -00033,    
 8826, 036419, 002953,  2.953, X,    0088, 0160, -023,    -00238, -00001, 008356,    -00038, 000073, -00033,    
 8826, 039401, 002959,  2.959, X,    0093, 0156, -020,    -00187, -00010, 008424,    -00026, 000072, -00031,    
 8826, 042389, 002955,  2.955, X,    0093, 0156, -020,    -00205, -00016, 008368,    -00036, 000073, -00035,    
 8826, 045373, 002953,  2.953, X,    0093, 0156, -020,    -00202, -00032, 008345,    -00034, 000072, -00034,    
 8826, 048355, 002956,  2.956, X,    0093, 0156, -020,    -00222, -00060, 008432,    -00035, 000078, -00041,    
 8826, 051340, 002954,  2.954, X,    0092, 0155, -026,    -00187, -00013, 008390,    -00037, 000076, -00029,    
 8826, 054322, 002955,  2.955, X,    0092, 0155, -026,    -00251, 000017, 008329,    -00035, 000080, -00030,    
 8826, 057306, 002953,  2.953, X,    0092, 0155, -026,    -00244, -00026, 008416,    -00034, 000076, -00034,    
 8826, 060288, 002953,  2.953, X,    0096, 0156, -029,    -00219, -00007, 008464,    -00030, 000078, -00043,    
 8826, 063269, 002952,  2.952, X,    0096, 0156, -029,    -00216, -00015, 008376,    -00037, 000076, -00023,    
 8826, 066249, 002952,  2.952, X,    0096, 0156, -029,    -00199, -00031, 008362,    -00031, 000075, -00038,    
 8826, 069229, 002954,  2.954, X,    0094, 0156, -029,    -00206, -00006, 008431,    -00036, 000072, -00031,    
 8826, 072212, 002952,  2.952, X,    0094, 0157, -026,    -00230, -00027, 008369,    -00034, 000079, -00032,    
 8826, 075193, 002952,  2.952, X,    0094, 0157, -026,    -00172, -00046, 008369,    -00045, 000076, -00030,    
 8826, 078173, 002968,  2.968, X,    0094, 0157, -026,    -00241, -00028, 008371,    -00033, 000076, -00035,    
 8826, 081169, 002952,  2.952, X,    0088, 0157, -026,    -00233, -00030, 008357,    -00037, 000079, -00034,    
 8826, 084149, 002953,  2.953, X,    0088, 0157, -026,    -00205, -00032, 008320,    -00041, 000072, -00035,    
 8826, 087130, 002955,  2.955, X,    0088, 0157, -026,    -00249, -00007, 008346,    -00033, 000074, -00035,    
 8826, 090114, 002954,  2.954, X,    0088, 0157, -026,    -00210, 000027, 008427,    -00043, 000072, -00028,    
 8826, 093209, 002975,  2.975, X,    0088, 0157, -026,    -00206, -00010, 008399,    -00028, 000079, -00035,    
 8826, 096217, 002959,  2.959, X,    0088, 0157, -026,    -00221, -00036, 008337,    -00037, 000076, -00042,    
 8826, 099205, 002962,  2.962, X,    0090, 0155, -026,    -00238, 000030, 008431,    -00027, 000080, -00030,    
 8826, 102197, 002954,  2.954, X,    0090, 0155, -028,    -00209, 000034, 008387,    -00033, 000072, -00030,    
 8826, 105179, 002952,  2.952, X,    0090, 0155, -028,    -00205, 000006, 008342,    -00038, 000079, -00034,    
 8826, 108160, 002957,  2.957, X,    0090, 0155, -028,    -00253, -00007, 008389,    -00029, 000081, -00033,    
 8826, 111146, 002953,  2.953, X,    0091, 0154, -024,    -00219, 000026, 008411,    -00036, 000081, -00037,    
 8826, 114127, 002953,  2.953, X,    0091, 0154, -024,    -00244, -00040, 008370,    -00033, 000083, -00033,    
 8826, 117109, 002969,  2.969, X,    0091, 0154, -024,    -00207, -00025, 008398,    -00037, 000076, -00030,    
 8826, 120107, 002966,  2.966, X,    0091, 0159, -027,    -00241, -00002, 008303,    -00034, 000082, -00027,    
 8826, 123103, 002958,  2.958, X,    0091, 0159, -027,    -00186, -00006, 008367,    -00033, 000079, -00033,    
 8826, 126090, 002955,  2.955, X,    0091, 0159, -027,    -00212, -00040, 008357,    -00038, 000071, -00032,    
 8826, 129073, 002970,  2.970, X,    0091, 0159, -027,    -00251, -00024, 008400,    -00030, 000081, -00036,    
 8826, 132072, 002953,  2.953, X,    0094, 0157, -026,    -00237, -00020, 008373,    -00035, 000078, -00027,    
 8826, 135054, 002952,  2.952, X,    0094, 0157, -026,    -00222, -00021, 008355,    -00033, 000077, -00025,    
 8826, 138034, 002955,  2.955, X,    0094, 0157, -026,    -00166, -00014, 008393,    -00042, 000077, -00028,    
 8826, 141018, 002955,  2.955, X,    0089, 0159, -024,    -00226, -00026, 008362,    -00031, 000078, -00037,    
 8826, 144001, 002952,  2.952, X,    0089, 0159, -024,    -00185, -00042, 008339,    -00035, 000077, -00028,    
 8826, 146981, 002954,  2.954, X,    0089, 0159, -024,    -00207, -00003, 008402,    -00043, 000078, -00028,    
 8826, 149962, 002968,  2.968, X,    0088, 0155, -021,    -00208, -00031, 008438,    -00037, 000069, -00029,    
 8826, 152958, 002958,  2.958, X,    0088, 0155, -021,    -00218, 000001, 008383,    -00033, 000083, -00032,    
 8826, 155944, 002951,  2.951, X,    0088, 0155, -021,    -00214, 000016, 008397,    -00029, 000080, -00038,    
 8826, 158923, 002955,  2.955, X,    0088, 0155, -021,    -00231, -00029, 008393,    -00045, 000074, -00030,    
 8826, 161906, 002954,  2.954, X,    0090, 0157, -023,    -00171, -00042, 008395,    -00035, 000072, -00031,    
 8826, 164888, 002957,  2.957, X,    0090, 0157, -023,    -00238, -00069, 008390,    -00036, 000084, -00032,    
 8826, 167873, 002960,  2.960, X,    0090, 0157, -023,    -00220, -00005, 008361,    -00031, 000077, -00028,    
 8826, 170861, 002960,  2.960, X,    0086, 0156, -027,    -00186, 000019, 008409,    -00034, 000079, -00033,    
 8826, 173849, 002951,  2.951, X,    0086, 0156, -027,    -00204, -00021, 008338,    -00035, 000079, -00023,    
 8826, 176828, 002950,  2.950, X,    0086, 0156, -027,    -00191, -00056, 008249,    -00034, 000072, -00027,    
 8826, 179807, 002951,  2.951, X,    0094, 0157, -028,    -00220, -00029, 008366,    -00033, 000085, -00036,    
 8826, 182786, 002953,  2.953, X,    0094, 0157, -028,    -00213, -00014, 008384,    -00034, 000070, -00034,    
 8826, 185767, 002950,  2.950, X,    0094, 0157, -028,    -00236, -00026, 008404,    -00035, 000076, -00036,    
 8826, 188745, 002955,  2.955, X,    0094, 0157, -028,    -00155, 000005, 008376,    -00040, 000084, -00031,    
 8826, 191728, 002951,  2.951, X,    0089, 0159, -029,    -00182, -00077, 008329,    -00037, 000080, -00032,    
 8826, 194707, 002952,  2.952, X,    0089, 0159, -029,    -00211, -00017, 008270,    -00028, 000077, -00035,    
 8826, 197687, 002955,  2.955, X,    0089, 0159, -029,    -00227, -00007, 008402,    -00037, 000084, -00033,    
 8826, 200741, 002972,  2.972, X,    0093, 0152, -029,    -00160, 000000, 008417,    -00038, 000077, -00037,    
 8826, 203744, 002956,  2.956, X,    0093, 0152, -029,    -00234, -00028, 008384,    -00031, 000074, -00032,    
 8826, 206729, 002953,  2.953, X,    0093, 0152, -029,    -00225, 000022, 008398,    -00032, 000078, -00037,    
 8826, 209710, 002959,  2.959, X,    0085, 0155, -026,    -00185, -00031, 008405,    -00029, 000080, -00030,    
 8826, 212698, 002952,  2.952, X,    0085, 0155, -026,    -00221, -00031, 008416,    -00027, 000079, -00033,    
 8826, 215678, 002953,  2.953, X,    0085, 0155, -026,    -00216, -00035, 008395,    -00039, 000082, -00030,    
 8826, 218659, 002956,  2.956, X,    0085, 0155, -026,    -00174, 000002, 008414,    -00036, 000079, -00034,    
 8826, 221643, 002956,  2.956, X,    0090, 0155, -026,    -00188, -00002, 008406,    -00037, 000082, -00026,    
 8826, 224627, 002952,  2.952, X,    0090, 0155, -026,    -00203, -00027, 008361,    -00028, 000084, -00031,    
 8826, 227607, 002955,  2.955, X,    0090, 0155, -026,    -00220, -00025, 008351,    -00036, 000082, -00032,    
 8826, 230591, 002951,  2.951, X,    0088, 0162, -021,    -00198, -00002, 008358,    -00036, 000083, -00036,    
 8826, 233571, 002951,  2.951, X,    0088, 0162, -021,    -00220, 000003, 008339,    -00026, 000079, -00041,    
 8826, 236550, 002953,  2.953, X,    0088, 0162, -021,    -00203, 000008, 008387,    -00031, 000071, -00036,    
 8826, 239531, 002954,  2.954, X,    0092, 0160, -026,    -00257, -00059, 008468,    -00032, 000071, -00036,    
 8826, 242513, 002952,  2.952, X,    0092, 0160, -026,    -00199, -00022, 008472,    -00031, 000075, -00035,    
 8826, 245493, 002952,  2.952, X,    0092, 0160, -026,    -00197, -00018, 008355,    -00037, 000081, -00032,    
 8826, 248473, 002955,  2.955, X,    0092, 0160, -026,    -00155, 000004, 008370,    -00028, 000080, -00046,    
 8826, 251456, 002953,  2.953, X,    0085, 0155, -026,    -00192, 000009, 008358,    -00031, 000075, -00031,    
 8826, 254437, 002951,  2.951, X,    0085, 0155, -026,    -00160, 000002, 008331,    -00038, 000080, -00034,    
 8826, 257416, 002956,  2.956, X,    0085, 0155, -026,    -00250, -00045, 008380,    -00039, 000078, -00036,    
 8826, 260400, 002952,  2.952, X,    0089, 0152, -029,    -00260, -00035, 008333,    -00042, 000084, -00036,    
 8826, 263380, 002953,  2.953, X,    0089, 0152, -029,    -00236, -00022, 008433,    -00039, 000083, -00042,    
 8826, 266361, 002950,  2.950, X,    0089, 0152, -029,    -00184, -00032, 008348,    -00039, 000076, -00028,    
 8826, 269339, 002956,  2.956, X,    0092, 0164, -026,    -00214, -00041, 008417,    -00037, 000076, -00028,    
 8826, 272323, 002954,  2.954, X,    0092, 0164, -026,    -00245, 000006, 008329,    -00034, 000074, -00037,    
 8826, 275305, 002951,  2.951, X,    0092, 0164, -026,    -00239, -00035, 008371,    -00033, 000076, -00026,    
 8826, 278284, 002954,  2.954, X,    0092, 0164, -026,    -00200, -00067, 008336,    -00043, 000080, -00034,    
 8826, 281267, 002952,  2.952, X,    0097, 0157, -026,    -00191, 000005, 008387,    -00036, 000074, -00031,    
 8826, 284247, 002953,  2.953, X,    0097, 0157, -026,    -00194, -00012, 008372,    -00027, 000071, -00030,    
 8826, 287228, 002954,  2.954, X,    0097, 0157, -026,    -00180, -00018, 008428,    -00033, 000073, -00028,    
 8826, 290210, 002951,  2.951, X,    0090, 0162, -026,    -00189, -00025, 008371,    -00042, 000074, -00041,    
 8826, 293189, 002951,  2.951, X,    0090, 0162, -026,    -00230, -00023, 008407,    -00034, 000084, -00028,    
 8826, 296168, 002951,  2.951, X,    0090, 0162, -026,    -00213, -00008, 008375,    -00034, 000072, -00024,    
 8826, 299146, 002955,  2.955, X,    0092, 0157, -026,    -00209, -00052, 008367,    -00031, 000075, -00036,    
 8826, 302130, 002952,  2.952, X,    0092, 0157, -026,    -00199, 000009, 008388,    -00032, 000078, -00032,    
 8826, 305110, 002952,  2.952, X,    0092, 0157, -026,    -00187, -00037, 008325,    -00037, 000081, -00032,    
 8826, 308091, 002955,  2.955, X,    0092, 0157, -026,    -00212, -00028, 008423,    -00036, 000073, -00030,    
 8826, 311131, 002968,  2.968, X,    0086, 0156, -024,    -00217, 000007, 008410,    -00029, 000072, -00037,    
 8826, 314130, 002959,  2.959, X,    0086, 0156, -024,    -00243, -00027, 008340,    -00035, 000074, -00034,    
 8826, 317118, 002960,  2.960, X,    0086, 0156, -024,    -00239, -00047, 008378,    -00034, 000081, -00029,    
 8826, 320107, 002954,  2.954, X,    0096, 0156, -027,    -00180, -00012, 008379,    -00036, 000079, -00026,    
 8826, 323090, 002953,  2.953, X,    0096, 0156, -027,    -00215, -00039, 008363,    -00031, 000070, -00025,    
 8826, 326072, 002952,  2.952, X,    0096, 0156, -027,    -00253, -00003, 008430,    -00038, 000082, -00028,    
 8826, 329052, 002958,  2.958, X,    0089, 0154, -027,    -00172, -00023, 008331,    -00031, 000079, -00040,    
 8826, 332038, 002953,  2.953, X,    0089, 0154, -027,    -00196, 000000, 008442,    -00034, 000077, -00032,    
 8826, 335019, 002951,  2.951, X,    0089, 0154, -027,    -00235, -00015, 008344,    -00031, 000079, -00032,    
 8826, 337998, 002957,  2.957, X,    0089, 0154, -027,    -00179, -00008, 008332,    -00033, 000078, -00039,    
 8826, 340983, 002955,  2.955, X,    0084, 0159, -027,    -00202, -00015, 008398,    -00041, 000075, -00038,    
 8826, 343967, 002956,  2.956, X,    0084, 0159, -027,    -00265, -00009, 008422,    -00040, 000079, -00038,    
 8826, 346952, 002952,  2.952, X,    0084, 0159, -027,    -00209, -00026, 008396,    -00036, 000081, -00034,    
 8826, 349931, 002952,  2.952, X,    0092, 0155, -026,    -00203, -00040, 008345,    -00031, 000075, -00030,    
 8826, 352912, 002952,  2.952, X,    0092, 0155, -026,    -00206, -00062, 008409,    -00035, 000081, -00032,    
 8826, 355892, 002957,  2.957, X,    0092, 0155, -026,    -00199, -00015, 008410,    -00042, 000080, -00029,    
 8826, 358877, 002958,  2.958, X,    0086, 0156, -024,    -00217, -00026, 008350,    -00034, 000071, -00037,    
 8826, 361864, 002958,  2.958, X,    0086, 0156, -024,    -00211, 000008, 008323,    -00034, 000079, -00032,    
 8826, 364850, 002951,  2.951, X,    0086, 0156, -024,    -00203, -00051, 008382,    -00037, 000082, -00036,    
 8826, 367829, 002952,  2.952, X,    0086, 0156, -024,    -00174, 000008, 008404,    -00033, 000067, -00029,    
 8826, 370810, 002952,  2.952, X,    0098, 0156, -024,    -00199, 000012, 008378,    -00029, 000078, -00027,    
 8826, 373790, 002949,  2.949, X,    0098, 0156, -024,    -00246, 000004, 008369,    -00031, 000074, -00025,    
 8826, 376767, 002951,  2.951, X,    0098, 0156, -024,    -00251, -00045, 008341,    -00033, 000070, -00037,    
 8826, 379746, 002963,  2.963, X,    0092, 0155, -023,    -00185, -00016, 008361,    -00041, 000073, -00029,    
 8826, 382737, 002951,  2.951, X,    0092, 0155, -023,    -00206, -00001, 008361,    -00041, 000070, -00035,    
 8826, 385716, 002952,  2.952, X,    0092, 0155, -023,    -00233, -00035, 008361,    -00031, 000081, -00031,    
 8826, 388696, 002954,  2.954, X,    0091, 0156, -029,    -00207, -00054, 008421,    -00043, 000073, -00035,    
