 time, start,  dur,     perc,  X,    
 7027, 965584, 000092,  0.092, _,    
 7028, 165594, 000152,  0.152, _,    
 7028, 166591, 000084,  0.084, _,    
 7028, 167587, 000075,  0.075, _,    
 7028, 168587, 000073,  0.073, _,    
 7028, 169585, 000072,  0.072, _,    
 7028, 170585, 000077,  0.077, _,    
 7028, 171586, 000072,  0.072, _,    
 7028, 172585, 000072,  0.072, _,    
 7028, 173586, 000071,  0.071, _,    
 7028, 174585, 000072,  0.072, _,    
 7028, 175585, 000072,  0.072, _,    
 7028, 176585, 000071,  0.071, _,    
 7028, 177585, 000071,  0.071, _,    
 7028, 178585, 000071,  0.071, _,    
 7028, 179584, 000072,  0.072, _,    
 7028, 180584, 000074,  0.074, _,    
 7028, 181585, 000072,  0.072, _,    
 7028, 182585, 000073,  0.073, _,    
 7028, 183585, 000072,  0.072, _,    
 7028, 184585, 000072,  0.072, _,    
 7028, 185585, 000073,  0.073, _,    
 7028, 186585, 000072,  0.072, _,    
 7028, 187585, 000072,  0.072, _,    
 7028, 188585, 000071,  0.071, _,    
 7028, 189584, 000071,  0.071, _,    
 7028, 190584, 000073,  0.073, _,    
 7028, 191585, 000073,  0.073, _,    
 7028, 192585, 000073,  0.073, _,    
 7028, 193585, 000071,  0.071, _,    
 7028, 194585, 000072,  0.072, _,    
 7028, 195585, 000071,  0.071, _,    
 7028, 196585, 000071,  0.071, _,    
 7028, 197585, 000071,  0.071, _,    
 7028, 198585, 000071,  0.071, _,    
 7028, 199584, 000071,  0.071, _,    
 7028, 200584, 000073,  0.073, _,    
 7028, 201585, 000073,  0.073, _,    
 7028, 202585, 000073,  0.073, _,    
 7028, 203585, 000072,  0.072, _,    
 7028, 204585, 000072,  0.072, _,    
 7028, 205585, 000073,  0.073, _,    
 7028, 206585, 000072,  0.072, _,    
 7028, 207585, 000071,  0.071, _,    
 7028, 208585, 000072,  0.072, _,    
 7028, 209584, 000071,  0.071, _,    
 7028, 210584, 000074,  0.074, _,    
 7028, 211585, 000072,  0.072, _,    
 7028, 212585, 000073,  0.073, _,    
 7028, 213585, 000071,  0.071, _,    
 7028, 214585, 000073,  0.073, _,    
 7028, 215585, 000072,  0.072, _,    
 7028, 216585, 000072,  0.072, _,    
 7028, 217585, 000072,  0.072, _,    
 7028, 218585, 000072,  0.072, _,    
 7028, 219584, 000071,  0.071, _,    
 7028, 220584, 000073,  0.073, _,    
 7028, 221585, 000072,  0.072, _,    
 7028, 222588, 000072,  0.072, _,    
 7028, 223586, 000071,  0.071, _,    
 7028, 224585, 000071,  0.071, _,    
 7028, 225585, 000071,  0.071, _,    
 7028, 226585, 000071,  0.071, _,    
 7028, 227585, 000071,  0.071, _,    
 7028, 228585, 000071,  0.071, _,    
 7028, 229585, 000071,  0.071, _,    
 7028, 230584, 000074,  0.074, _,    
 7028, 231585, 000073,  0.073, _,    
 7028, 232585, 000072,  0.072, _,    
 7028, 233585, 000072,  0.072, _,    
 7028, 234585, 000071,  0.071, _,    
 7028, 235585, 000072,  0.072, _,    
 7028, 236585, 000072,  0.072, _,    
 7028, 237585, 000072,  0.072, _,    
 7028, 238585, 000071,  0.071, _,    
 7028, 239585, 000071,  0.071, _,    
 7028, 240584, 000073,  0.073, _,    
 7028, 241585, 000072,  0.072, _,    
 7028, 242586, 000072,  0.072, _,    
 7028, 243585, 000072,  0.072, _,    
 7028, 244585, 000072,  0.072, _,    
 7028, 245585, 000071,  0.071, _,    
 7028, 246585, 000072,  0.072, _,    
 7028, 247585, 000071,  0.071, _,    
 7028, 248585, 000071,  0.071, _,    
 7028, 249584, 000071,  0.071, _,    
 7028, 250584, 000073,  0.073, _,    
 7028, 251585, 000073,  0.073, _,    
 7028, 252585, 000073,  0.073, _,    
 7028, 253585, 000073,  0.073, _,    
 7028, 254585, 000071,  0.071, _,    
 7028, 255585, 000072,  0.072, _,    
 7028, 256585, 000072,  0.072, _,    
 7028, 257585, 000071,  0.071, _,    
 7028, 258585, 000071,  0.071, _,    
 7028, 259584, 000072,  0.072, _,    
 7028, 260584, 000074,  0.074, _,    
 7028, 261585, 000073,  0.073, _,    
 7028, 262585, 000072,  0.072, _,    
 7028, 263585, 000072,  0.072, _,    
 7028, 264585, 000071,  0.071, _,    
 7028, 265585, 000072,  0.072, _,    
 7028, 266585, 000072,  0.072, _,    
 7028, 267585, 000072,  0.072, _,    
 7028, 268585, 000071,  0.071, _,    
 7028, 269585, 000071,  0.071, _,    
 7028, 270584, 000074,  0.074, _,    
 7028, 271593, 000098,  0.098, _,    
 7028, 272587, 000077,  0.077, _,    
 7028, 273585, 000073,  0.073, _,    
 7028, 274585, 000072,  0.072, _,    
 7028, 275585, 000072,  0.072, _,    
 7028, 276585, 000073,  0.073, _,    
 7028, 277586, 000071,  0.071, _,    
 7028, 278585, 000072,  0.072, _,    
