 time,    start,     dur,        perc,  X,    R1,     R2,     R3,     R4,     R5,     R6,        M1,     M2,     M3,     M4,        rMx1, rMy1, rMz1,    rAx1,   rAy1,   rAz1,      rGx1,   rGy1,   rGz1,      rQo1,         rQx1,         rQy1,         rQz1,            aMx1,    aMy1,    aMz1,       aAx1,      aAy1,      aAz1,        aGx1,      aGy1,      aGz1,        nMx1,    nMy1,    nMz1,       nAx1,    nAy1,    nAz1,       nGx1,    nGy1,    nGz1,       bx1,       by1,       bz1,          fx1,     fz1,        Qo1,     Qx1,     Qy1,     Qz1,        dQo1,    dQx1,    dQy1,    dQz1,       Ex1,     Ey1,     Ez1,        dEx1,    dEy1,    dEz1,     
 037.240, 424577793, 007392500,  0.739, _,    0980.8, 2020.9, 1502.7, 0980.0, 1260.9, 1846.7,    1000.0, 1000.0, 1000.0, 1000.0,    -030, 0086, -004,    -00550, 000092, 008264,    000001, -00007, -00004,    001062124981, 000012435035, 000034552960, -00153177976,    -029.95, 0086.06, -009.23,    -00558.58, 000103.66, 008227.02,    -00000.23, -00002.30, -00001.08,     0.3031,  0.1617,  0.9248,     0.0126, -0.0675,  1.0057,     0.0006,  0.0001,  0.0003,     0.000814,  0.002424, -0.017042,     0.3724,  0.9281,     0.9467, -0.0338,  0.0053, -0.3202,     0.0027,  0.0432,  0.0596, -0.0045,     0.0002,  0.0044, -0.6517,    -0.0002, -0.0024,  0.0173,    
 037.250, 434579210, 007382708,  0.738, _,    0980.8, 2020.9, 1502.7, 0980.1, 1260.9, 1846.7,    1000.0, 1000.0, 1000.0, 1000.0,    -028, 0089, -005,    -00538, 000100, 008226,    -00001, -00003, 000000,    001062123740, 000012439709, 000034540179, -00153189079,    -029.80, 0086.80, -008.17,    -00552.59, 000102.02, 008229.11,    -00000.42, -00002.69, -00001.17,     0.3022,  0.1576,  0.9308,     0.0124, -0.0668,  1.0059,     0.0007,  0.0001,  0.0003,     0.000866,  0.002399, -0.017058,     0.3684,  0.9297,     0.9468, -0.0343,  0.0058, -0.3199,    -0.0056, -0.0506,  0.0507,  0.0300,     0.0007,  0.0058, -0.6519,    -0.0001, -0.0023,  0.0174,    
 037.260, 444585043, 007438459,  0.744, _,    0980.8, 2020.9, 1502.7, 0980.1, 1260.9, 1846.7,    1000.0, 1000.0, 1000.0, 1000.0,    -031, 0088, -012,    -00566, 000136, 008235,    -00001, 000001, -00003,    001062123271, 000012430389, 000034549141, -00153191065,    -029.80, 0087.03, -008.92,    -00555.98, 000109.42, 008228.53,    -00000.55, -00001.73, -00001.38,     0.3022,  0.1562,  0.9266,     0.0133, -0.0672,  1.0058,     0.0005,  0.0001,  0.0004,     0.000852,  0.002457, -0.017064,     0.3702,  0.9289,     0.9469, -0.0344,  0.0050, -0.3198,     0.0004, -0.0074, -0.0750,  0.0203,    -0.0006,  0.0065, -0.6513,    -0.0004, -0.0023,  0.0174,    
 037.270, 454581752, 007397541,  0.740, _,    0981.0, 2020.9, 1502.7, 0980.0, 1260.9, 1846.7,    1000.0, 1000.0, 1000.0, 1000.0,    -036, 0086, -014,    -00545, 000092, 008270,    000000, -00001, -00003,    001062120652, 000012435523, 000034555541, -00153207362,    -031.30, 0086.83, -010.09,    -00553.89, 000106.97, 008239.05,    -00000.47, -00001.55, -00002.03,     0.3107,  0.1574,  0.9199,     0.0130, -0.0669,  1.0071,     0.0004,  0.0001,  0.0005,     0.000841,  0.002516, -0.017073,     0.3776,  0.9260,     0.9469, -0.0345,  0.0043, -0.3195,     0.0016, -0.0111, -0.0740,  0.0239,    -0.0003,  0.0050, -0.6509,    -0.0004, -0.0024,  0.0176,    
 037.280, 464585877, 007428000,  0.743, _,    0981.0, 2020.9, 1502.7, 0980.0, 1260.9, 1846.7,    1000.0, 1000.0, 1000.0, 1000.0,    -033, 0092, -012,    -00552, 000129, 008209,    000000, 000005, 000000,    001062120244, 000012432486, 000034573082, -00153206484,    -031.70, 0087.80, -010.59,    -00553.31, 000110.09, 008233.62,    -00000.31, -00000.16, -00001.53,     0.3129,  0.1520,  0.9171,     0.0134, -0.0669,  1.0064,     0.0000,  0.0001,  0.0004,     0.000887,  0.002543, -0.017098,     0.3760,  0.9266,     0.9470, -0.0351,  0.0042, -0.3191,    -0.0045, -0.0657, -0.0141,  0.0438,    -0.0000,  0.0036, -0.6504,    -0.0008, -0.0025,  0.0175,    
 037.290, 474579418, 007396417,  0.740, _,    0981.0, 2020.9, 1502.7, 0980.0, 1260.9, 1846.7,    1000.0, 1000.0, 1000.0, 1000.0,    -030, 0087, -008,    -00572, 000094, 008194,    -00001, 000000, 000001,    001062120749, 000012411819, 000034571535, -00153205009,    -031.44, 0087.94, -010.08,    -00557.50, 000108.59, 008224.05,    -00000.50, 000000.08, -00001.12,     0.3114,  0.1512,  0.9200,     0.0132, -0.0674,  1.0053,    -0.0000,  0.0001,  0.0003,     0.000936,  0.002560, -0.017126,     0.3737,  0.9275,     0.9472, -0.0358,  0.0042, -0.3187,    -0.0059, -0.0645, -0.0002,  0.0480,    -0.0012,  0.0029, -0.6496,    -0.0010, -0.0024,  0.0174,    
 037.300, 484575460, 007340584,  0.734, _,    0980.8, 2020.9, 1502.7, 0980.0, 1260.9, 1846.7,    1000.0, 1000.0, 1000.0, 1000.0,    -030, 0085, -005,    -00535, 000096, 008227,    000000, -00001, 000004,    001062124512, 000012404926, 000034560995, -00153181852,    -031.03, 0087.09, -008.95,    -00553.50, 000103.86, 008224.50,    -00000.41, -00000.31, 000000.05,     0.3092,  0.1559,  0.9264,     0.0127, -0.0669,  1.0053,     0.0001,  0.0001, -0.0000,     0.000897,  0.002526, -0.017150,     0.3730,  0.9278,     0.9473, -0.0352,  0.0044, -0.3184,    -0.0076,  0.0603,  0.0256,  0.0426,    -0.0024,  0.0025, -0.6487,    -0.0008, -0.0024,  0.0171,    
 037.310, 494573752, 007344917,  0.734, _,    0980.8, 2020.9, 1502.7, 0980.1, 1260.9, 1846.7,    1000.0, 1000.0, 1000.0, 1000.0,    -033, 0078, -008,    -00575, 000087, 008238,    000003, 000000, 000002,    001062126098, 000012409020, 000034562111, -00153170273,    -031.47, 0085.33, -008.64,    -00556.44, 000101.53, 008227.62,    000000.30, -00000.22, 000000.48,     0.3116,  0.1658,  0.9282,     0.0124, -0.0672,  1.0057,     0.0001, -0.0001, -0.0001,     0.000839,  0.002539, -0.017141,     0.3796,  0.9252,     0.9473, -0.0346,  0.0040, -0.3184,     0.0063,  0.0626, -0.0403, -0.0035,    -0.0015,  0.0034, -0.6480,    -0.0008, -0.0026,  0.0170,    
 037.320, 504578377, 007454750,  0.745, _,    0980.8, 2020.9, 1502.7, 0980.1, 1260.9, 1846.7,    1000.0, 1000.0, 1000.0, 1000.0,    -029, 0081, -009,    -00574, 000085, 008252,    -00002, 000002, 000002,    001062127060, 000012401850, 000034577381, -00153160739,    -031.03, 0084.05, -008.66,    -00561.67, 000096.34, 008233.08,    -00000.05, 000000.19, 000000.84,     0.3092,  0.1729,  0.9281,     0.0117, -0.0679,  1.0064,    -0.0000,  0.0000, -0.0002,     0.000795,  0.002502, -0.017125,     0.3809,  0.9246,     0.9473, -0.0339,  0.0043, -0.3185,     0.0074,  0.0653,  0.0259, -0.0167,    -0.0000,  0.0030, -0.6480,    -0.0008, -0.0025,  0.0169,    
 037.330, 514580085, 007396709,  0.740, _,    0981.0, 2020.9, 1502.7, 0980.0, 1260.9, 1846.7,    1000.0, 1000.0, 1000.0, 1000.0,    -027, 0086, -016,    -00552, 000082, 008230,    -00001, 000000, 000002,    001062127890, 000012401979, 000034593593, -00153151307,    -030.03, 0084.61, -010.06,    -00558.78, 000094.11, 008233.48,    -00000.41, 000000.27, 000001.12,     0.3035,  0.1698,  0.9201,     0.0115, -0.0675,  1.0064,    -0.0001,  0.0001, -0.0003,     0.000772,  0.002448, -0.017110,     0.3779,  0.9258,     0.9473, -0.0334,  0.0048, -0.3186,     0.0059,  0.0479,  0.0525, -0.0144,     0.0010,  0.0039, -0.6483,    -0.0008, -0.0023,  0.0168,    
