 time, start,  dur,     perc,  X,    rGx1,   rGy1,   rGz1,      
 0001.232422, 001116,  1.116, X,    -00046, 000081, -00037,    
 0001.432617, 001047,  1.047, X,    -00031, 000080, -00037,    
 0001.433594, 000984,  0.984, _,    -00028, 000085, -00035,    
 0001.434570, 000979,  0.979, _,    -00035, 000091, -00030,    
 0001.435547, 000977,  0.977, _,    -00039, 000093, -00030,    
 0001.436523, 000976,  0.976, _,    -00040, 000086, -00031,    
 0001.437500, 000976,  0.976, _,    -00041, 000074, -00031,    
 0001.438477, 000975,  0.975, _,    -00039, 000073, -00029,    
 0001.439453, 000977,  0.977, _,    -00041, 000080, -00026,    
 0001.440430, 000977,  0.977, _,    -00042, 000082, -00028,    
 0001.441406, 000974,  0.974, _,    -00039, 000081, -00031,    
 0001.442871, 000974,  0.974, _,    -00035, 000080, -00033,    
 0001.443848, 000975,  0.975, _,    -00035, 000079, -00034,    
 0001.444824, 000975,  0.975, _,    -00037, 000076, -00036,    
 0001.445801, 000975,  0.975, _,    -00038, 000075, -00035,    
 0001.446777, 000975,  0.975, _,    -00039, 000074, -00030,    
 0001.447754, 000976,  0.976, _,    -00036, 000071, -00036,    
 0001.448730, 000974,  0.974, _,    -00032, 000070, -00040,    
 0001.449707, 000977,  0.977, _,    -00035, 000075, -00037,    
 0001.450684, 000976,  0.976, _,    -00044, 000082, -00034,    
 0001.451660, 000975,  0.975, _,    -00046, 000082, -00033,    
 0001.452637, 000975,  0.975, _,    -00041, 000077, -00030,    
 0001.453613, 000976,  0.976, _,    -00037, 000074, -00030,    
 0001.454590, 000976,  0.976, _,    -00037, 000080, -00034,    
 0001.455566, 000975,  0.975, _,    -00037, 000085, -00038,    
 0001.456543, 000975,  0.975, _,    -00035, 000084, -00042,    
 0001.457520, 000977,  0.977, _,    -00035, 000080, -00045,    
 0001.458496, 000977,  0.977, _,    -00035, 000074, -00041,    
 0001.459473, 000979,  0.979, _,    -00035, 000074, -00037,    
 0001.460449, 000977,  0.977, _,    -00038, 000076, -00038,    
 0001.461426, 000978,  0.978, _,    -00041, 000077, -00038,    
 0001.462402, 000977,  0.977, _,    -00037, 000075, -00040,    
 0001.463379, 000978,  0.978, _,    -00031, 000072, -00041,    
 0001.464844, 000977,  0.977, _,    -00030, 000074, -00039,    
 0001.465820, 000978,  0.978, _,    -00035, 000079, -00033,    
 0001.466797, 000978,  0.978, _,    -00043, 000082, -00031,    
 0001.467773, 000978,  0.978, _,    -00046, 000080, -00034,    
 0001.468750, 000978,  0.978, _,    -00039, 000075, -00038,    
 0001.469727, 000980,  0.980, _,    -00032, 000075, -00037,    
 0001.470703, 000977,  0.977, _,    -00032, 000080, -00036,    
 0001.471680, 000975,  0.975, _,    -00032, 000081, -00031,    
 0001.472656, 000975,  0.975, _,    -00034, 000077, -00029,    
 0001.473633, 000978,  0.978, _,    -00036, 000074, -00028,    
 0001.474609, 000978,  0.978, _,    -00038, 000077, -00030,    
 0001.475586, 000976,  0.976, _,    -00043, 000080, -00030,    
 0001.476562, 000978,  0.978, _,    -00045, 000081, -00031,    
 0001.477539, 000977,  0.977, _,    -00042, 000078, -00032,    
 0001.478516, 000978,  0.978, _,    -00039, 000076, -00033,    
 0001.479492, 000980,  0.980, _,    -00037, 000076, -00035,    
 0001.480469, 000977,  0.977, _,    -00036, 000076, -00038,    
 0001.481445, 000977,  0.977, _,    -00033, 000078, -00036,    
 0001.482422, 000977,  0.977, _,    -00032, 000081, -00029,    
 0001.483398, 000977,  0.977, _,    -00034, 000076, -00026,    
 0001.484375, 000977,  0.977, _,    -00035, 000071, -00030,    
 0001.485840, 000978,  0.978, _,    -00040, 000075, -00036,    
 0001.486816, 000978,  0.978, _,    -00036, 000081, -00038,    
 0001.487793, 000978,  0.978, _,    -00031, 000079, -00034,    
 0001.488770, 000979,  0.979, _,    -00034, 000070, -00027,    
 0001.489746, 000980,  0.980, _,    -00037, 000071, -00023,    
 0001.490723, 000976,  0.976, _,    -00033, 000081, -00025,    
 0001.491699, 000978,  0.978, _,    -00029, 000088, -00032,    
 0001.492676, 000977,  0.977, _,    -00032, 000083, -00036,    
 0001.493652, 000980,  0.980, _,    -00037, 000077, -00035,    
 0001.494629, 000976,  0.976, _,    -00036, 000074, -00034,    
 0001.495605, 001003,  1.003, X,    -00036, 000071, -00031,    
 0001.496582, 000981,  0.981, _,    -00038, 000072, -00029,    
 0001.498047, 000979,  0.979, _,    -00037, 000077, -00029,    
 0001.499023, 000977,  0.977, _,    -00040, 000079, -00031,    
 0001.500000, 000980,  0.980, _,    -00038, 000076, -00034,    
 0001.500977, 000978,  0.978, _,    -00034, 000077, -00033,    
 0001.501953, 000978,  0.978, _,    -00036, 000079, -00034,    
 0001.502930, 000975,  0.975, _,    -00033, 000076, -00035,    
 0001.503906, 000976,  0.976, _,    -00027, 000074, -00037,    
 0001.504883, 000976,  0.976, _,    -00026, 000077, -00037,    
 0001.505859, 000975,  0.975, _,    -00030, 000083, -00037,    
