 time, start,  dur,     perc,  X,    rAx1,   rAy1,   rAz1,      rGx1,   rGy1,   rGz1,      
 8670, 360901, 001879,  1.879, X,    -00209, -00029, 008386,    -00036, 000088, -00035,    
 8670, 362805, 001876,  1.876, X,    -00226, -00033, 008328,    -00039, 000080, -00032,    
 8670, 364706, 001875,  1.875, X,    -00259, -00013, 008391,    -00028, 000076, -00034,    
 8670, 366608, 001875,  1.875, X,    -00218, -00003, 008401,    -00031, 000073, -00035,    
 8670, 368508, 001878,  1.878, X,    -00193, -00009, 008337,    -00034, 000071, -00030,    
 8670, 370410, 001875,  1.875, X,    -00226, -00070, 008390,    -00034, 000072, -00027,    
 8670, 372310, 001875,  1.875, X,    -00185, -00031, 008372,    -00031, 000081, -00034,    
 8670, 374209, 001875,  1.875, X,    -00182, -00030, 008392,    -00026, 000070, -00035,    
 8670, 376109, 001874,  1.874, X,    -00212, 000011, 008346,    -00028, 000070, -00034,    
 8670, 378008, 001875,  1.875, X,    -00216, 000002, 008370,    -00042, 000078, -00031,    
 8670, 379906, 001881,  1.881, X,    -00218, -00014, 008372,    -00037, 000081, -00033,    
 8670, 381812, 001876,  1.876, X,    -00236, -00032, 008385,    -00032, 000080, -00032,    
 8670, 383713, 001876,  1.876, X,    -00230, -00029, 008339,    -00039, 000079, -00027,    
 8670, 385614, 001874,  1.874, X,    -00196, -00044, 008428,    -00036, 000078, -00036,    
 8670, 387512, 001873,  1.873, X,    -00218, -00034, 008336,    -00039, 000078, -00039,    
 8670, 389410, 001877,  1.877, X,    -00173, -00011, 008367,    -00031, 000081, -00036,    
 8670, 391312, 001876,  1.876, X,    -00197, -00015, 008349,    -00036, 000074, -00036,    
 8670, 393213, 001877,  1.877, X,    -00204, -00039, 008374,    -00041, 000076, -00028,    
 8670, 395114, 001874,  1.874, X,    -00253, -00041, 008360,    -00040, 000083, -00029,    
 8670, 397013, 001877,  1.877, X,    -00276, -00008, 008418,    -00040, 000080, -00029,    
 8670, 398915, 001881,  1.881, X,    -00232, -00029, 008360,    -00035, 000075, -00031,    
 8670, 400821, 001876,  1.876, X,    -00212, -00032, 008354,    -00029, 000078, -00034,    
 8670, 402721, 001875,  1.875, X,    -00209, -00053, 008414,    -00033, 000071, -00037,    
 8670, 404621, 001876,  1.876, X,    -00209, -00063, 008389,    -00029, 000078, -00032,    
 8670, 406521, 001875,  1.875, X,    -00201, -00018, 008367,    -00034, 000075, -00036,    
 8670, 408421, 001876,  1.876, X,    -00231, 000012, 008428,    -00033, 000082, -00041,    
 8670, 410323, 001876,  1.876, X,    -00234, -00007, 008385,    -00027, 000076, -00030,    
 8670, 412224, 001875,  1.875, X,    -00223, 000002, 008362,    -00035, 000075, -00036,    
 8670, 414124, 001875,  1.875, X,    -00212, 000012, 008339,    -00035, 000074, -00036,    
 8670, 416024, 001875,  1.875, X,    -00198, -00001, 008352,    -00036, 000070, -00034,    
 8670, 417923, 001875,  1.875, X,    -00222, -00021, 008338,    -00034, 000066, -00034,    
 8670, 419821, 001878,  1.878, X,    -00200, 000004, 008348,    -00037, 000070, -00030,    
 8670, 421724, 001876,  1.876, X,    -00202, 000032, 008386,    -00039, 000078, -00036,    
 8670, 423625, 001874,  1.874, X,    -00225, -00003, 008375,    -00034, 000079, -00029,    
 8670, 425524, 001873,  1.873, X,    -00227, -00008, 008415,    -00034, 000078, -00024,    
 8670, 427422, 001875,  1.875, X,    -00251, -00012, 008362,    -00030, 000072, -00026,    
 8670, 429321, 001878,  1.878, X,    -00198, 000001, 008422,    -00037, 000073, -00039,    
 8670, 431224, 001876,  1.876, X,    -00252, 000001, 008388,    -00038, 000063, -00037,    
 8670, 433125, 001877,  1.877, X,    -00237, -00013, 008416,    -00037, 000069, -00033,    
 8670, 435026, 001874,  1.874, X,    -00230, -00013, 008346,    -00038, 000072, -00032,    
 8670, 436925, 001875,  1.875, X,    -00233, 000003, 008383,    -00040, 000081, -00036,    
 8670, 438825, 001878,  1.878, X,    -00166, -00017, 008339,    -00034, 000080, -00035,    
 8670, 440728, 001876,  1.876, X,    -00205, -00003, 008304,    -00029, 000070, -00034,    
 8670, 442628, 001876,  1.876, X,    -00199, -00042, 008357,    -00036, 000077, -00039,    
 8670, 444572, 001889,  1.889, X,    -00207, -00009, 008395,    -00040, 000085, -00032,    
 8670, 446488, 001877,  1.877, X,    -00230, 000008, 008383,    -00039, 000087, -00036,    
 8670, 448390, 001877,  1.877, X,    -00253, -00002, 008319,    -00035, 000080, -00029,    
 8670, 450292, 001876,  1.876, X,    -00185, -00013, 008363,    -00035, 000074, -00030,    
 8670, 452194, 001876,  1.876, X,    -00202, -00026, 008388,    -00030, 000076, -00030,    
 8670, 454095, 001875,  1.875, X,    -00191, 000014, 008369,    -00034, 000079, -00034,    
 8670, 455995, 001876,  1.876, X,    -00192, 000013, 008442,    -00037, 000073, -00041,    
 8670, 457896, 001875,  1.875, X,    -00221, -00040, 008372,    -00035, 000072, -00043,    
 8670, 459795, 001882,  1.882, X,    -00195, 000000, 008453,    -00034, 000076, -00028,    
 8670, 461703, 001876,  1.876, X,    -00190, -00005, 008356,    -00040, 000077, -00036,    
 8670, 463610, 001876,  1.876, X,    -00264, 000002, 008399,    -00037, 000075, -00035,    
 8670, 465511, 001874,  1.874, X,    -00213, -00011, 008360,    -00047, 000073, -00028,    
 8670, 467409, 001874,  1.874, X,    -00204, -00061, 008367,    -00038, 000073, -00028,    
 8670, 469308, 001878,  1.878, X,    -00189, -00029, 008386,    -00037, 000078, -00036,    
 8670, 471212, 001874,  1.874, X,    -00183, 000008, 008412,    -00041, 000076, -00029,    
 8670, 473112, 001877,  1.877, X,    -00183, -00012, 008314,    -00038, 000079, -00036,    
 8670, 475014, 001875,  1.875, X,    -00164, -00029, 008367,    -00035, 000081, -00031,    
 8670, 476914, 001876,  1.876, X,    -00226, -00020, 008386,    -00036, 000081, -00031,    
 8670, 478816, 001875,  1.875, X,    -00201, -00004, 008371,    -00040, 000078, -00036,    
 8670, 480716, 001876,  1.876, X,    -00230, -00021, 008403,    -00037, 000080, -00037,    
 8670, 482617, 001876,  1.876, X,    -00216, 000006, 008404,    -00035, 000081, -00035,    
 8670, 484518, 001874,  1.874, X,    -00222, -00011, 008366,    -00036, 000076, -00037,    
 8670, 486417, 001877,  1.877, X,    -00217, -00022, 008410,    -00047, 000081, -00027,    
 8670, 488319, 001878,  1.878, X,    -00196, 000006, 008370,    -00038, 000075, -00028,    
 8670, 490222, 001877,  1.877, X,    -00193, -00023, 008421,    -00037, 000071, -00033,    
 8670, 492124, 001875,  1.875, X,    -00177, -00008, 008375,    -00042, 000070, -00034,    
 8670, 494024, 001876,  1.876, X,    -00205, 000007, 008400,    -00031, 000079, -00037,    
 8670, 495925, 001875,  1.875, X,    -00210, 000004, 008375,    -00037, 000083, -00031,    
 8670, 497824, 001875,  1.875, X,    -00235, -00028, 008298,    -00044, 000085, -00030,    
 8670, 499723, 001877,  1.877, X,    -00190, 000001, 008339,    -00033, 000077, -00036,    
 8670, 501626, 001877,  1.877, X,    -00198, -00022, 008318,    -00035, 000074, -00032,    
 8670, 503527, 001875,  1.875, X,    -00235, -00057, 008370,    -00038, 000072, -00031,    
 8670, 505427, 001874,  1.874, X,    -00189, -00032, 008318,    -00035, 000075, -00038,    
 8670, 507326, 001874,  1.874, X,    -00178, -00042, 008354,    -00038, 000080, -00033,    
 8670, 509225, 002250,  2.250, X,    -00194, -00015, 008385,    -00043, 000081, -00032,    
 8670, 511504, 001877,  1.877, X,    -00199, -00019, 008343,    -00036, 000074, -00029,    
 8670, 513407, 001880,  1.880, X,    -00218, -00017, 008291,    -00033, 000080, -00041,    
 8670, 515312, 001875,  1.875, X,    -00195, -00013, 008453,    -00035, 000086, -00033,    
 8670, 517211, 001875,  1.875, X,    -00208, -00008, 008493,    -00041, 000075, -00031,    
 8670, 519111, 001876,  1.876, X,    -00236, 000007, 008406,    -00035, 000076, -00031,    
 8670, 521012, 001875,  1.875, X,    -00231, -00002, 008345,    -00035, 000070, -00039,    
 8670, 522912, 001874,  1.874, X,    -00231, -00022, 008357,    -00037, 000071, -00029,    
 8670, 524811, 001875,  1.875, X,    -00249, -00043, 008363,    -00031, 000074, -00031,    
 8670, 526711, 001876,  1.876, X,    -00215, -00031, 008384,    -00040, 000078, -00039,    
 8670, 528661, 001895,  1.895, X,    -00199, -00021, 008373,    -00038, 000079, -00032,    
 8670, 530583, 001883,  1.883, X,    -00248, -00007, 008366,    -00037, 000070, -00035,    
 8670, 532491, 001875,  1.875, X,    -00207, -00044, 008374,    -00032, 000071, -00028,    
 8670, 534390, 001876,  1.876, X,    -00234, -00040, 008374,    -00038, 000078, -00031,    
 8670, 536291, 001875,  1.875, X,    -00220, -00053, 008400,    -00037, 000081, -00035,    
 8670, 538191, 001878,  1.878, X,    -00215, -00010, 008427,    -00031, 000081, -00034,    
 8670, 540094, 001877,  1.877, X,    -00213, -00038, 008360,    -00032, 000073, -00027,    
 8670, 541996, 001875,  1.875, X,    -00236, -00023, 008377,    -00030, 000069, -00034,    
 8670, 543895, 001875,  1.875, X,    -00228, -00019, 008380,    -00036, 000070, -00035,    
 8670, 545795, 001877,  1.877, X,    -00234, 000007, 008333,    -00034, 000073, -00033,    
 8670, 547696, 001874,  1.874, X,    -00184, -00010, 008334,    -00031, 000081, -00030,    
 8670, 549595, 001886,  1.886, X,    -00183, 000008, 008326,    -00044, 000077, -00031,    
 8670, 551506, 001876,  1.876, X,    -00241, -00001, 008364,    -00040, 000066, -00028,    
 8670, 553406, 001874,  1.874, X,    -00210, -00026, 008400,    -00030, 000075, -00032,    
 8670, 555305, 001874,  1.874, X,    -00213, -00021, 008459,    -00039, 000076, -00031,    
 8670, 557203, 001876,  1.876, X,    -00237, -00060, 008371,    -00032, 000071, -00041,    
 8670, 559103, 001878,  1.878, X,    -00197, -00044, 008390,    -00040, 000076, -00032,    
 8670, 561006, 001876,  1.876, X,    -00263, -00065, 008353,    -00038, 000086, -00040,    
 8670, 562906, 001876,  1.876, X,    -00222, -00064, 008378,    -00043, 000085, -00040,    
 8670, 564806, 001876,  1.876, X,    -00212, -00032, 008353,    -00041, 000083, -00034,    
 8670, 566707, 001876,  1.876, X,    -00231, 000001, 008411,    -00036, 000079, -00032,    
 8670, 568608, 001877,  1.877, X,    -00211, -00021, 008367,    -00033, 000072, -00028,    
 8670, 570509, 001876,  1.876, X,    -00186, 000007, 008404,    -00033, 000076, -00033,    
 8670, 572410, 001875,  1.875, X,    -00188, -00012, 008414,    -00041, 000076, -00038,    
 8670, 574310, 001875,  1.875, X,    -00181, 000013, 008336,    -00033, 000080, -00036,    
 8670, 576210, 001875,  1.875, X,    -00237, -00009, 008348,    -00032, 000080, -00034,    
 8670, 578109, 001876,  1.876, X,    -00230, -00016, 008330,    -00037, 000080, -00034,    
 8670, 580027, 001876,  1.876, X,    -00219, -00005, 008364,    -00036, 000083, -00034,    
 8670, 581929, 001875,  1.875, X,    -00175, -00021, 008348,    -00031, 000078, -00029,    
 8670, 583829, 001873,  1.873, X,    -00186, -00053, 008352,    -00034, 000078, -00025,    
 8670, 585727, 001875,  1.875, X,    -00221, 000000, 008369,    -00036, 000077, -00028,    
 8670, 587627, 001875,  1.875, X,    -00200, -00031, 008409,    -00038, 000077, -00036,    
 8670, 589526, 001877,  1.877, X,    -00188, -00004, 008409,    -00039, 000080, -00039,    
 8670, 591428, 001874,  1.874, X,    -00168, 000004, 008388,    -00038, 000080, -00037,    
 8670, 593327, 001875,  1.875, X,    -00242, 000020, 008402,    -00035, 000074, -00029,    
 8670, 595226, 001875,  1.875, X,    -00203, -00016, 008383,    -00039, 000074, -00034,    
 8670, 597125, 001876,  1.876, X,    -00207, -00049, 008384,    -00034, 000073, -00035,    
 8670, 599026, 001876,  1.876, X,    -00252, -00013, 008347,    -00034, 000078, -00034,    
 8670, 600927, 001875,  1.875, X,    -00230, 000022, 008402,    -00033, 000080, -00036,    
 8670, 602826, 001875,  1.875, X,    -00198, -00015, 008349,    -00034, 000074, -00025,    
 8670, 604726, 001875,  1.875, X,    -00218, -00014, 008358,    -00031, 000082, -00027,    
 8670, 606626, 001875,  1.875, X,    -00191, -00023, 008392,    -00033, 000078, -00030,    
 8670, 608526, 001877,  1.877, X,    -00193, -00011, 008359,    -00031, 000074, -00033,    
 8670, 610428, 001877,  1.877, X,    -00237, 000023, 008349,    -00037, 000075, -00040,    
 8670, 612330, 001874,  1.874, X,    -00190, -00004, 008370,    -00042, 000076, -00035,    
 8670, 614273, 001882,  1.882, X,    -00169, 000007, 008372,    -00041, 000077, -00033,    
 8670, 616181, 001875,  1.875, X,    -00181, -00019, 008402,    -00037, 000084, -00037,    
 8670, 618082, 001875,  1.875, X,    -00212, -00008, 008374,    -00033, 000087, -00035,    
 8670, 619982, 001896,  1.896, X,    -00202, -00016, 008346,    -00028, 000076, -00034,    
 8670, 621903, 001876,  1.876, X,    -00167, -00025, 008393,    -00035, 000070, -00027,    
 8670, 623804, 001875,  1.875, X,    -00182, 000016, 008423,    -00038, 000070, -00027,    
 8670, 625704, 001876,  1.876, X,    -00205, 000005, 008431,    -00033, 000079, -00031,    
 8670, 627607, 001874,  1.874, X,    -00257, -00030, 008348,    -00034, 000083, -00037,    
 8670, 629506, 001876,  1.876, X,    -00228, -00004, 008439,    -00036, 000082, -00034,    
 8670, 631407, 001875,  1.875, X,    -00192, -00031, 008385,    -00039, 000087, -00026,    
 8670, 633307, 001876,  1.876, X,    -00234, 000000, 008361,    -00030, 000076, -00032,    
 8670, 635208, 001875,  1.875, X,    -00215, -00025, 008406,    -00039, 000080, -00037,    
 8670, 637108, 001874,  1.874, X,    -00222, -00018, 008418,    -00035, 000087, -00040,    
 8670, 639006, 001879,  1.879, X,    -00202, -00013, 008341,    -00038, 000073, -00030,    
 8670, 640911, 001875,  1.875, X,    -00230, 000023, 008382,    -00040, 000077, -00029,    
 8670, 642811, 001874,  1.874, X,    -00243, 000039, 008408,    -00030, 000079, -00030,    
 8670, 644710, 001876,  1.876, X,    -00207, 000044, 008374,    -00033, 000072, -00041,    
 8670, 646611, 001875,  1.875, X,    -00145, -00001, 008396,    -00032, 000074, -00043,    
 8670, 648511, 001876,  1.876, X,    -00213, -00012, 008441,    -00031, 000088, -00033,    
 8670, 650413, 001875,  1.875, X,    -00225, -00031, 008418,    -00046, 000086, -00025,    
 8670, 652314, 001875,  1.875, X,    -00171, -00026, 008311,    -00041, 000075, -00037,    
 8670, 654213, 001875,  1.875, X,    -00204, 000028, 008349,    -00035, 000076, -00033,    
 8670, 656113, 001875,  1.875, X,    -00260, -00026, 008336,    -00036, 000074, -00035,    
 8670, 658013, 001873,  1.873, X,    -00207, -00009, 008410,    -00034, 000072, -00032,    
 8670, 659910, 001880,  1.880, X,    -00206, -00016, 008400,    -00033, 000073, -00029,    
 8670, 661815, 001874,  1.874, X,    -00199, -00011, 008361,    -00026, 000073, -00030,    
 8670, 663714, 001875,  1.875, X,    -00204, -00033, 008353,    -00029, 000079, -00032,    
 8670, 665614, 001874,  1.874, X,    -00216, -00026, 008353,    -00021, 000077, -00038,    
 8670, 667513, 001874,  1.874, X,    -00235, -00010, 008340,    -00025, 000078, -00038,    
 8670, 669412, 001877,  1.877, X,    -00208, -00006, 008429,    -00037, 000078, -00032,    
 8670, 671315, 001875,  1.875, X,    -00250, -00070, 008386,    -00042, 000085, -00034,    
 8670, 673214, 001877,  1.877, X,    -00247, -00048, 008358,    -00042, 000076, -00035,    
 8670, 675116, 001874,  1.874, X,    -00239, -00042, 008357,    -00039, 000089, -00035,    
 8670, 677014, 001875,  1.875, X,    -00207, -00020, 008483,    -00036, 000083, -00033,    
 8670, 678914, 001878,  1.878, X,    -00239, -00050, 008405,    -00030, 000073, -00031,    
 8670, 680817, 001874,  1.874, X,    -00214, -00062, 008370,    -00032, 000080, -00033,    
 8670, 682716, 001875,  1.875, X,    -00241, -00020, 008286,    -00043, 000079, -00035,    
 8670, 684616, 001876,  1.876, X,    -00239, -00021, 008356,    -00037, 000081, -00033,    
 8670, 686517, 001873,  1.873, X,    -00192, -00026, 008370,    -00037, 000081, -00033,    
 8670, 688415, 001877,  1.877, X,    -00223, -00038, 008365,    -00044, 000082, -00029,    
 8670, 690317, 001875,  1.875, X,    -00225, -00002, 008376,    -00033, 000080, -00036,    
 8670, 692217, 001874,  1.874, X,    -00188, -00022, 008339,    -00029, 000075, -00039,    
 8670, 694116, 001875,  1.875, X,    -00187, -00002, 008315,    -00039, 000075, -00032,    
 8670, 696016, 001875,  1.875, X,    -00232, -00022, 008355,    -00040, 000085, -00031,    
 8670, 697957, 001884,  1.884, X,    -00233, -00020, 008327,    -00031, 000080, -00035,    
 8670, 699866, 001881,  1.881, X,    -00254, -00055, 008474,    -00026, 000073, -00037,    
 8670, 701773, 001875,  1.875, X,    -00196, -00004, 008362,    -00024, 000073, -00032,    
 8670, 703673, 001881,  1.881, X,    -00193, -00017, 008437,    -00036, 000074, -00035,    
 8670, 705578, 001881,  1.881, X,    -00194, -00034, 008449,    -00035, 000081, -00032,    
 8670, 707484, 001874,  1.874, X,    -00189, 000004, 008426,    -00030, 000080, -00032,    
 8670, 709383, 001877,  1.877, X,    -00179, -00028, 008387,    -00033, 000086, -00031,    
 8670, 711285, 001875,  1.875, X,    -00187, -00006, 008374,    -00046, 000088, -00035,    
 8670, 713185, 001874,  1.874, X,    -00187, -00027, 008356,    -00037, 000084, -00036,    
 8670, 715084, 001876,  1.876, X,    -00166, 000010, 008385,    -00032, 000077, -00034,    
 8670, 716984, 001875,  1.875, X,    -00164, -00016, 008313,    -00031, 000068, -00029,    
 8670, 718883, 001879,  1.879, X,    -00189, -00031, 008385,    -00033, 000080, -00036,    
 8670, 720787, 001877,  1.877, X,    -00218, 000004, 008400,    -00036, 000073, -00034,    
 8670, 722688, 001876,  1.876, X,    -00210, -00006, 008383,    -00044, 000070, -00033,    
 8670, 724589, 001880,  1.880, X,    -00195, -00014, 008364,    -00039, 000085, -00034,    
 8670, 726494, 001874,  1.874, X,    -00216, -00017, 008373,    -00028, 000077, -00038,    
 8670, 728393, 001877,  1.877, X,    -00229, -00005, 008408,    -00031, 000076, -00035,    
 8670, 730294, 001876,  1.876, X,    -00232, 000029, 008404,    -00031, 000076, -00029,    
 8670, 732196, 001874,  1.874, X,    -00200, 000006, 008390,    -00027, 000069, -00029,    
 8670, 734094, 001876,  1.876, X,    -00200, -00034, 008354,    -00034, 000076, -00035,    
 8670, 735994, 001874,  1.874, X,    -00237, -00041, 008384,    -00038, 000074, -00028,    
 8670, 737893, 001875,  1.875, X,    -00238, 000022, 008396,    -00032, 000078, -00022,    
 8670, 739792, 001877,  1.877, X,    -00199, 000001, 008410,    -00036, 000072, -00035,    
 8670, 741694, 001877,  1.877, X,    -00194, -00038, 008418,    -00034, 000068, -00040,    
 8670, 743595, 001881,  1.881, X,    -00210, -00006, 008367,    -00035, 000079, -00035,    
 8670, 745501, 001875,  1.875, X,    -00199, 000012, 008336,    -00037, 000084, -00033,    
 8670, 747400, 001875,  1.875, X,    -00221, -00020, 008422,    -00033, 000084, -00029,    
 8670, 749299, 001878,  1.878, X,    -00187, -00020, 008447,    -00031, 000077, -00029,    
 8670, 751203, 001877,  1.877, X,    -00225, -00020, 008396,    -00038, 000075, -00038,    
 8670, 753105, 001876,  1.876, X,    -00216, -00001, 008383,    -00034, 000083, -00029,    
 8670, 755005, 001876,  1.876, X,    -00160, 000006, 008442,    -00031, 000082, -00029,    
 8670, 756905, 001875,  1.875, X,    -00209, -00033, 008456,    -00038, 000076, -00028,    
 8670, 758804, 001878,  1.878, X,    -00223, -00028, 008414,    -00037, 000070, -00026,    
 8670, 760707, 001875,  1.875, X,    -00190, -00021, 008313,    -00033, 000078, -00033,    
 8670, 762607, 001874,  1.874, X,    -00206, 000004, 008352,    -00035, 000072, -00035,    
 8670, 764506, 001877,  1.877, X,    -00233, -00011, 008421,    -00039, 000082, -00036,    
 8670, 766407, 001874,  1.874, X,    -00227, -00013, 008414,    -00036, 000080, -00035,    
 8670, 768306, 001888,  1.888, X,    -00221, -00051, 008389,    -00036, 000075, -00032,    
 8670, 770222, 001880,  1.880, X,    -00209, -00017, 008409,    -00034, 000073, -00027,    
 8670, 772127, 001879,  1.879, X,    -00248, -00008, 008377,    -00034, 000070, -00033,    
 8670, 774031, 001875,  1.875, X,    -00197, -00040, 008400,    -00034, 000072, -00032,    
 8670, 775931, 001873,  1.873, X,    -00219, -00010, 008324,    -00031, 000078, -00032,    
 8670, 777829, 001877,  1.877, X,    -00202, 000021, 008402,    -00036, 000078, -00032,    
 8670, 779730, 001878,  1.878, X,    -00214, -00032, 008417,    -00040, 000077, -00031,    
 8670, 781633, 001878,  1.878, X,    -00207, -00011, 008392,    -00031, 000080, -00033,    
 8670, 783587, 001891,  1.891, X,    -00228, 000012, 008348,    -00030, 000079, -00037,    
 8670, 785506, 001879,  1.879, X,    -00205, 000009, 008415,    -00030, 000077, -00039,    
 8670, 787411, 001876,  1.876, X,    -00197, -00012, 008426,    -00038, 000077, -00037,    
 8670, 789313, 001881,  1.881, X,    -00197, -00041, 008354,    -00036, 000078, -00032,    
 8670, 791219, 001878,  1.878, X,    -00210, 000008, 008318,    -00042, 000070, -00025,    
 8670, 793123, 001874,  1.874, X,    -00226, -00053, 008426,    -00037, 000075, -00028,    
 8670, 795023, 001875,  1.875, X,    -00200, -00064, 008355,    -00042, 000078, -00033,    
 8670, 796924, 001873,  1.873, X,    -00205, -00031, 008371,    -00045, 000078, -00028,    
 8670, 798823, 001876,  1.876, X,    -00186, -00034, 008326,    -00034, 000082, -00032,    
 8670, 800725, 001877,  1.877, X,    -00200, -00019, 008387,    -00038, 000070, -00034,    
 8670, 802627, 001876,  1.876, X,    -00209, -00003, 008433,    -00040, 000074, -00029,    
 8670, 804527, 001874,  1.874, X,    -00239, -00008, 008373,    -00033, 000077, -00039,    
 8670, 806426, 001874,  1.874, X,    -00214, 000012, 008407,    -00035, 000076, -00037,    
 8670, 808325, 001877,  1.877, X,    -00245, 000006, 008392,    -00028, 000068, -00035,    
 8670, 810227, 001875,  1.875, X,    -00221, -00067, 008423,    -00029, 000073, -00037,    
 8670, 812127, 001875,  1.875, X,    -00211, -00034, 008377,    -00036, 000082, -00033,    
 8670, 814027, 001876,  1.876, X,    -00223, -00031, 008403,    -00042, 000076, -00041,    
 8670, 815927, 001876,  1.876, X,    -00207, -00047, 008396,    -00036, 000074, -00029,    
 8670, 817828, 001875,  1.875, X,    -00213, -00016, 008365,    -00039, 000081, -00027,    
 8670, 819727, 001876,  1.876, X,    -00181, -00049, 008270,    -00039, 000075, -00033,    
 8670, 821628, 001878,  1.878, X,    -00214, -00022, 008345,    -00037, 000071, -00031,    
 8670, 823530, 001875,  1.875, X,    -00210, -00021, 008367,    -00038, 000076, -00043,    
 8670, 825431, 001874,  1.874, X,    -00176, -00045, 008433,    -00036, 000076, -00039,    
 8670, 827330, 001875,  1.875, X,    -00180, -00048, 008410,    -00037, 000070, -00030,    
 8670, 829230, 001876,  1.876, X,    -00220, -00029, 008374,    -00037, 000072, -00030,    
 8670, 831131, 001878,  1.878, X,    -00242, 000000, 008382,    -00028, 000071, -00034,    
 8670, 833034, 001875,  1.875, X,    -00213, -00029, 008376,    -00030, 000072, -00032,    
 8670, 834934, 001874,  1.874, X,    -00235, -00020, 008426,    -00048, 000077, -00031,    
 8670, 836833, 001873,  1.873, X,    -00188, -00005, 008322,    -00042, 000080, -00028,    
 8670, 838731, 001877,  1.877, X,    -00210, -00033, 008387,    -00032, 000075, -00028,    
 8670, 840634, 001876,  1.876, X,    -00182, -00031, 008430,    -00035, 000072, -00028,    
 8670, 842535, 001874,  1.874, X,    -00211, -00058, 008302,    -00036, 000084, -00036,    
 8670, 844434, 001876,  1.876, X,    -00257, 000015, 008350,    -00030, 000076, -00034,    
 8670, 846335, 001874,  1.874, X,    -00211, 000006, 008386,    -00028, 000074, -00031,    
 8670, 848234, 001877,  1.877, X,    -00209, -00016, 008368,    -00028, 000078, -00025,    
 8670, 850136, 001876,  1.876, X,    -00198, 000003, 008380,    -00032, 000081, -00027,    
 8670, 852037, 001875,  1.875, X,    -00205, -00002, 008387,    -00040, 000089, -00036,    
 8670, 853937, 001874,  1.874, X,    -00170, -00016, 008364,    -00038, 000075, -00029,    
 8670, 855836, 001875,  1.875, X,    -00215, -00020, 008376,    -00038, 000080, -00030,    
 8670, 857736, 001876,  1.876, X,    -00225, -00045, 008426,    -00046, 000080, -00028,    
 8670, 859635, 001879,  1.879, X,    -00219, -00020, 008317,    -00042, 000084, -00033,    
 8670, 861539, 001874,  1.874, X,    -00210, 000004, 008358,    -00028, 000076, -00034,    
 8670, 863439, 001873,  1.873, X,    -00230, -00007, 008350,    -00034, 000076, -00027,    
 8670, 865337, 001881,  1.881, X,    -00212, -00030, 008422,    -00031, 000084, -00030,    
 8670, 867292, 001887,  1.887, X,    -00237, -00008, 008396,    -00032, 000081, -00030,    
 8670, 869207, 001882,  1.882, X,    -00243, 000003, 008405,    -00033, 000068, -00028,    
 8670, 871115, 001876,  1.876, X,    -00225, -00010, 008349,    -00033, 000066, -00026,    
 8670, 873017, 001875,  1.875, X,    -00210, -00033, 008328,    -00034, 000080, -00030,    
 8670, 874916, 001876,  1.876, X,    -00196, -00006, 008375,    -00034, 000078, -00030,    
 8670, 876817, 001875,  1.875, X,    -00227, 000001, 008382,    -00032, 000073, -00027,    
 8670, 878717, 001878,  1.878, X,    -00213, -00022, 008397,    -00034, 000070, -00027,    
 8670, 880620, 001875,  1.875, X,    -00209, -00035, 008391,    -00040, 000083, -00033,    
 8670, 882520, 001874,  1.874, X,    -00239, -00043, 008417,    -00037, 000079, -00033,    
 8670, 884419, 001875,  1.875, X,    -00251, 000014, 008437,    -00028, 000076, -00034,    
 8670, 886319, 001875,  1.875, X,    -00185, -00008, 008393,    -00024, 000074, -00033,    
 8670, 888218, 001877,  1.877, X,    -00186, -00011, 008368,    -00035, 000079, -00034,    
 8670, 890120, 001875,  1.875, X,    -00277, -00007, 008345,    -00038, 000081, -00033,    
 8670, 892020, 001876,  1.876, X,    -00194, -00024, 008334,    -00033, 000077, -00035,    
 8670, 893920, 001876,  1.876, X,    -00234, -00003, 008349,    -00036, 000078, -00041,    
 8670, 895821, 001875,  1.875, X,    -00185, -00038, 008370,    -00040, 000075, -00032,    
 8670, 897720, 001875,  1.875, X,    -00252, -00042, 008340,    -00027, 000073, -00027,    
 8670, 899620, 001878,  1.878, X,    -00218, -00014, 008351,    -00031, 000080, -00035,    
 8670, 901522, 001876,  1.876, X,    -00195, 000044, 008378,    -00035, 000076, -00034,    
 8670, 903423, 001875,  1.875, X,    -00204, 000007, 008406,    -00031, 000077, -00033,    
 8670, 905322, 001875,  1.875, X,    -00202, -00044, 008425,    -00032, 000069, -00040,    
 8670, 907221, 001876,  1.876, X,    -00243, -00010, 008338,    -00039, 000072, -00035,    
 8670, 909121, 001877,  1.877, X,    -00226, 000002, 008292,    -00042, 000080, -00028,    
 8670, 911023, 001878,  1.878, X,    -00206, -00008, 008383,    -00044, 000079, -00030,    
 8670, 912925, 001875,  1.875, X,    -00230, -00013, 008388,    -00034, 000072, -00028,    
 8670, 914824, 001874,  1.874, X,    -00221, -00031, 008394,    -00033, 000083, -00033,    
 8670, 916723, 001874,  1.874, X,    -00240, -00043, 008323,    -00032, 000078, -00036,    
 8670, 918622, 001878,  1.878, X,    -00201, -00017, 008360,    -00036, 000069, -00035,    
 8670, 920524, 001874,  1.874, X,    -00255, -00013, 008412,    -00035, 000071, -00036,    
 8670, 922423, 001876,  1.876, X,    -00223, -00017, 008376,    -00046, 000075, -00038,    
