 time, start,  dur,     perc,  X,    rGx1,   rGy1,   rGz1,      
 1644.723145, 001113,  1.113, X,    -00043, 000077, -00031,    
 1644.923096, 001028,  1.028, X,    -00036, 000071, -00032,    
 1644.924194, 000989,  0.989, _,    -00041, 000073, -00031,    
 1644.925171, 000981,  0.981, _,    -00046, 000074, -00032,    
 1644.926147, 000978,  0.978, _,    -00044, 000074, -00032,    
 1644.927246, 000979,  0.979, _,    -00037, 000075, -00031,    
 1644.928223, 000978,  0.978, _,    -00034, 000075, -00036,    
 1644.929199, 000980,  0.980, _,    -00034, 000074, -00039,    
 1644.930176, 000983,  0.983, _,    -00031, 000075, -00036,    
 1644.931274, 000977,  0.977, _,    -00031, 000079, -00033,    
 1644.932251, 000978,  0.978, _,    -00035, 000079, -00030,    
 1644.933228, 000977,  0.977, _,    -00036, 000075, -00031,    
 1644.934204, 000979,  0.979, _,    -00037, 000071, -00031,    
 1644.935181, 000976,  0.976, _,    -00038, 000069, -00031,    
 1644.936279, 000977,  0.977, _,    -00035, 000071, -00032,    
 1644.937256, 000976,  0.976, _,    -00032, 000075, -00031,    
 1644.938232, 000977,  0.977, _,    -00034, 000076, -00030,    
 1644.939209, 000980,  0.980, _,    -00034, 000079, -00031,    
 1644.940308, 000978,  0.978, _,    -00039, 000081, -00036,    
 1644.941284, 000977,  0.977, _,    -00042, 000080, -00038,    
 1644.942261, 000978,  0.978, _,    -00040, 000076, -00036,    
 1644.943237, 000977,  0.977, _,    -00041, 000075, -00033,    
 1644.944214, 000975,  0.975, _,    -00044, 000077, -00029,    
 1644.945312, 000975,  0.975, _,    -00041, 000084, -00028,    
 1644.946289, 000977,  0.977, _,    -00040, 000090, -00032,    
 1644.947266, 000976,  0.976, _,    -00041, 000091, -00036,    
 1644.948242, 000977,  0.977, _,    -00041, 000085, -00039,    
 1644.949341, 000979,  0.979, _,    -00041, 000079, -00040,    
 1644.950317, 000978,  0.978, _,    -00036, 000078, -00038,    
 1644.951294, 000976,  0.976, _,    -00033, 000078, -00039,    
 1644.952271, 000977,  0.977, _,    -00035, 000074, -00039,    
 1644.953247, 000976,  0.976, _,    -00038, 000076, -00037,    
 1644.954346, 000977,  0.977, _,    -00040, 000080, -00035,    
 1644.955322, 000977,  0.977, _,    -00043, 000082, -00034,    
 1644.956299, 000977,  0.977, _,    -00043, 000077, -00036,    
 1644.957275, 000976,  0.976, _,    -00037, 000075, -00034,    
 1644.958374, 000976,  0.976, _,    -00032, 000076, -00031,    
 1644.959351, 000979,  0.979, _,    -00033, 000076, -00030,    
 1644.960327, 000979,  0.979, _,    -00035, 000076, -00034,    
 1644.961304, 000977,  0.977, _,    -00039, 000080, -00036,    
 1644.962280, 000976,  0.976, _,    -00040, 000084, -00035,    
 1644.963379, 000976,  0.976, _,    -00037, 000081, -00034,    
 1644.964355, 000976,  0.976, _,    -00038, 000076, -00034,    
 1644.965332, 000976,  0.976, _,    -00036, 000075, -00032,    
 1644.966309, 000976,  0.976, _,    -00035, 000081, -00031,    
 1644.967285, 000976,  0.976, _,    -00035, 000085, -00034,    
 1644.968384, 000977,  0.977, _,    -00034, 000078, -00034,    
 1644.969360, 000979,  0.979, _,    -00031, 000074, -00032,    
 1644.970337, 000977,  0.977, _,    -00030, 000077, -00033,    
 1644.971313, 000976,  0.976, _,    -00031, 000081, -00036,    
 1644.972412, 000977,  0.977, _,    -00037, 000081, -00038,    
 1644.973389, 000976,  0.976, _,    -00043, 000080, -00040,    
 1644.974365, 000977,  0.977, _,    -00045, 000078, -00038,    
 1644.975342, 000976,  0.976, _,    -00042, 000078, -00032,    
 1644.976318, 000977,  0.977, _,    -00040, 000076, -00026,    
 1644.977417, 000978,  0.978, _,    -00040, 000076, -00028,    
 1644.978394, 000976,  0.976, _,    -00041, 000080, -00032,    
 1644.979370, 000979,  0.979, _,    -00041, 000080, -00034,    
 1644.980347, 000978,  0.978, _,    -00042, 000077, -00036,    
 1644.981445, 000978,  0.978, _,    -00039, 000077, -00037,    
 1644.982422, 000977,  0.977, _,    -00037, 000079, -00034,    
 1644.983398, 000976,  0.976, _,    -00035, 000086, -00034,    
 1644.984375, 000977,  0.977, _,    -00034, 000094, -00037,    
 1644.985352, 000976,  0.976, _,    -00034, 000091, -00036,    
 1644.986572, 001015,  1.015, X,    -00034, 000083, -00033,    
 1644.987671, 000985,  0.985, _,    -00037, 000076, -00033,    
 1644.988647, 000980,  0.980, _,    -00040, 000074, -00034,    
 1644.989624, 000982,  0.982, _,    -00043, 000080, -00033,    
 1644.990601, 000979,  0.979, _,    -00044, 000079, -00031,    
 1644.991699, 000977,  0.977, _,    -00041, 000074, -00034,    
 1644.992676, 000977,  0.977, _,    -00040, 000073, -00036,    
 1644.993652, 000978,  0.978, _,    -00040, 000073, -00036,    
 1644.994629, 000976,  0.976, _,    -00038, 000075, -00034,    
 1644.995728, 000976,  0.976, _,    -00037, 000082, -00034,    
 1644.996704, 000976,  0.976, _,    -00033, 000082, -00038,    
 1644.997681, 000977,  0.977, _,    -00030, 000076, -00035,    
 1644.998657, 000977,  0.977, _,    -00030, 000069, -00031,    
 1644.999634, 000980,  0.980, _,    -00033, 000068, -00032,    
 1645.000732, 000978,  0.978, _,    -00038, 000072, -00032,    
 1645.001709, 000976,  0.976, _,    -00041, 000073, -00033,    
 1645.002686, 000976,  0.976, _,    -00042, 000075, -00035,    
 1645.003662, 000976,  0.976, _,    -00042, 000076, -00035,    
 1645.004761, 000975,  0.975, _,    -00040, 000075, -00036,    
 1645.005737, 000977,  0.977, _,    -00041, 000075, -00036,    
 1645.006714, 000978,  0.978, _,    -00036, 000079, -00039,    
 1645.007690, 000975,  0.975, _,    -00033, 000080, -00038,    
 1645.008667, 000976,  0.976, _,    -00034, 000082, -00031,    
 1645.009766, 000978,  0.978, _,    -00035, 000084, -00027,    
 1645.010742, 000977,  0.977, _,    -00038, 000080, -00028,    
 1645.011719, 000977,  0.977, _,    -00036, 000075, -00031,    
 1645.012695, 000976,  0.976, _,    -00036, 000074, -00036,    
 1645.013672, 000977,  0.977, _,    -00042, 000077, -00035,    
 1645.014771, 000976,  0.976, _,    -00044, 000077, -00033,    
 1645.015747, 000977,  0.977, _,    -00042, 000075, -00031,    
 1645.016724, 000978,  0.978, _,    -00044, 000075, -00032,    
 1645.017700, 000977,  0.977, _,    -00044, 000079, -00033,    
 1645.018799, 000979,  0.979, _,    -00038, 000081, -00033,    
 1645.019775, 000991,  0.991, _,    -00033, 000079, -00032,    
 1645.020752, 000976,  0.976, _,    -00033, 000075, -00028,    
 1645.021729, 000976,  0.976, _,    -00036, 000075, -00026,    
 1645.022827, 000976,  0.976, _,    -00039, 000078, -00030,    
 1645.023804, 000976,  0.976, _,    -00040, 000081, -00034,    
 1645.024780, 000976,  0.976, _,    -00039, 000075, -00037,    
 1645.025757, 000977,  0.977, _,    -00043, 000069, -00036,    
 1645.026733, 000976,  0.976, _,    -00042, 000072, -00034,    
 1645.027832, 000976,  0.976, _,    -00036, 000075, -00029,    
 1645.028809, 000977,  0.977, _,    -00034, 000076, -00029,    
 1645.029785, 000978,  0.978, _,    -00036, 000080, -00030,    
 1645.030762, 000978,  0.978, _,    -00034, 000083, -00031,    
 1645.031738, 000976,  0.976, _,    -00032, 000086, -00029,    
 1645.032837, 000977,  0.977, _,    -00034, 000087, -00029,    
 1645.033813, 000976,  0.976, _,    -00035, 000087, -00031,    
 1645.034790, 000976,  0.976, _,    -00034, 000087, -00030,    
 1645.035767, 000976,  0.976, _,    -00036, 000083, -00028,    
 1645.036865, 000977,  0.977, _,    -00039, 000083, -00028,    
 1645.037842, 000976,  0.976, _,    -00044, 000086, -00033,    
 1645.038818, 000981,  0.981, _,    -00042, 000083, -00033,    
 1645.039795, 000983,  0.983, _,    -00037, 000079, -00031,    
 1645.040771, 000979,  0.979, _,    -00037, 000076, -00032,    
 1645.041870, 000976,  0.976, _,    -00038, 000076, -00033,    
 1645.042847, 000976,  0.976, _,    -00038, 000080, -00032,    
 1645.043823, 000976,  0.976, _,    -00036, 000076, -00037,    
 1645.044800, 000976,  0.976, _,    -00032, 000071, -00039,    
 1645.045898, 000975,  0.975, _,    -00032, 000068, -00037,    
 1645.046875, 000976,  0.976, _,    -00035, 000071, -00032,    
 1645.047852, 000975,  0.975, _,    -00036, 000076, -00030,    
 1645.048828, 000976,  0.976, _,    -00034, 000074, -00030,    
 1645.049805, 000977,  0.977, _,    -00031, 000071, -00033,    
 1645.050903, 000997,  0.997, _,    -00033, 000071, -00032,    
 1645.052002, 000978,  0.978, _,    -00034, 000074, -00029,    
 1645.052979, 000977,  0.977, _,    -00038, 000076, -00030,    
 1645.053955, 000976,  0.976, _,    -00040, 000079, -00035,    
 1645.054932, 000976,  0.976, _,    -00041, 000078, -00037,    
 1645.055908, 000978,  0.978, _,    -00041, 000078, -00037,    
 1645.057007, 000976,  0.976, _,    -00040, 000080, -00037,    
 1645.057983, 000975,  0.975, _,    -00037, 000083, -00034,    
 1645.058960, 000975,  0.975, _,    -00032, 000083, -00029,    
 1645.059937, 000997,  0.997, _,    -00028, 000078, -00031,    
 1645.061035, 000976,  0.976, _,    -00027, 000074, -00034,    
 1645.062012, 000976,  0.976, _,    -00033, 000076, -00032,    
 1645.062988, 000975,  0.975, _,    -00041, 000076, -00026,    
 1645.063965, 000977,  0.977, _,    -00043, 000073, -00022,    
 1645.065063, 000977,  0.977, _,    -00040, 000071, -00022,    
 1645.066040, 000976,  0.976, _,    -00036, 000075, -00028,    
 1645.067017, 000976,  0.976, _,    -00035, 000080, -00033,    
 1645.067993, 000975,  0.975, _,    -00036, 000082, -00036,    
 1645.068970, 000977,  0.977, _,    -00036, 000084, -00035,    
 1645.070068, 000984,  0.984, _,    -00036, 000089, -00029,    
 1645.071045, 000984,  0.984, _,    -00037, 000088, -00026,    
 1645.072021, 000982,  0.982, _,    -00039, 000086, -00027,    
 1645.073120, 000982,  0.982, _,    -00040, 000083, -00030,    
 1645.074097, 000982,  0.982, _,    -00040, 000079, -00030,    
 1645.075073, 000976,  0.976, _,    -00040, 000079, -00032,    
 1645.076050, 000977,  0.977, _,    -00040, 000080, -00036,    
 1645.077148, 000982,  0.982, _,    -00043, 000074, -00037,    
 1645.078125, 000982,  0.982, _,    -00041, 000071, -00035,    
 1645.079102, 000984,  0.984, _,    -00041, 000072, -00035,    
 1645.080078, 000983,  0.983, _,    -00042, 000074, -00037,    
 1645.081177, 000984,  0.984, _,    -00040, 000073, -00041,    
 1645.082153, 000981,  0.981, _,    -00039, 000075, -00042,    
 1645.083130, 000977,  0.977, _,    -00039, 000077, -00041,    
 1645.084106, 000976,  0.976, _,    -00042, 000076, -00037,    
 1645.085205, 000976,  0.976, _,    -00044, 000077, -00034,    
 1645.086182, 000976,  0.976, _,    -00045, 000080, -00034,    
 1645.087158, 000975,  0.975, _,    -00042, 000083, -00036,    
 1645.088135, 000976,  0.976, _,    -00036, 000083, -00040,    
 1645.089111, 000986,  0.986, _,    -00032, 000082, -00042,    
 1645.090210, 000982,  0.982, _,    -00035, 000081, -00044,    
 1645.091187, 000978,  0.978, _,    -00037, 000081, -00042,    
 1645.092163, 000976,  0.976, _,    -00041, 000078, -00033,    
 1645.093262, 000978,  0.978, _,    -00042, 000075, -00028,    
 1645.094238, 000977,  0.977, _,    -00038, 000074, -00030,    
 1645.095215, 000977,  0.977, _,    -00039, 000074, -00034,    
 1645.096191, 000977,  0.977, _,    -00040, 000073, -00035,    
 1645.097168, 000977,  0.977, _,    -00042, 000068, -00033,    
 1645.098267, 000978,  0.978, _,    -00043, 000067, -00033,    
 1645.099243, 000978,  0.978, _,    -00043, 000071, -00035,    
 1645.100220, 000978,  0.978, _,    -00041, 000071, -00040,    
 1645.101196, 000978,  0.978, _,    -00038, 000070, -00041,    
 1645.102295, 000977,  0.977, _,    -00035, 000074, -00034,    
 1645.103271, 000976,  0.976, _,    -00033, 000079, -00030,    
