 time,    start,     dur,        perc,  X,    R1,     R2,     R3,     R4,     R5,     R6,        M1,     M2,     M3,     M4,         rMx1,   rMy1,   rMz1,      rAx1,   rAy1,   rAz1,      rGx1,   rGy1,   rGz1,      rQo1,         rQx1,         rQy1,         rQz1,            nMx1,    nMy1,    nMz1,       nAx1,    nAy1,    nAz1,       nGx1,    nGy1,    nGz1,       bx1,       by1,       bz1,          fx1,     fz1,        Qo1,     Qx1,     Qy1,     Qz1,        dQo1,    dQx1,    dQy1,    dQz1,       Ex1,     Ey1,     Ez1,        dEx1,    dEy1,    dEz1,      
 423.310, 848848116, 005457875,  0.546, _,    0978.6, 2020.9, 1502.7, 0980.1, 1260.9, 1650.6,    1000.0, 1000.0, 1000.0, 1000.0,    -00023, 000082, -00003,    -00529, 000122, 008175,    -00004, 000001, 000002,    000913913512, 000101377201, 000006632378, -00554402626,     0.2640,  0.1844,  0.9602,     0.0149, -0.0639,  0.9994,    -0.0003,  0.0011, -0.0005,    -0.002305,  0.000172,  0.007045,     0.3472,  0.9378,     0.9204, -0.0309,  0.0062, -0.3897,     0.0007, -0.0031, -0.0753,  0.0021,     0.0058,  0.0063, -0.8007,     0.0020,  0.0009, -0.0076,    
 423.320, 858858366, 005597667,  0.560, _,    0978.8, 2020.9, 1502.7, 0980.0, 1260.9, 1650.6,    1000.0, 1000.0, 1000.0, 1000.0,    -00023, 000082, -00008,    -00542, 000094, 008210,    -00001, -00007, 000000,    000913948223, 000101078628, 000006684407, -00554399297,     0.2640,  0.1844,  0.9318,     0.0114, -0.0655,  1.0036,     0.0019,  0.0003,  0.0000,    -0.002278,  0.000224,  0.007029,     0.3544,  0.9351,     0.9205, -0.0314,  0.0058, -0.3895,    -0.0033, -0.0532, -0.0470,  0.0202,     0.0064,  0.0049, -0.8006,     0.0041,  0.0000, -0.0070,    
 423.330, 868863866, 005590292,  0.559, _,    0978.8, 2020.9, 1502.7, 0980.0, 1260.9, 1650.6,    1000.0, 1000.0, 1000.0, 1000.0,    -00017, 000085, 000000,    -00527, 000089, 008216,    000003, 000000, 000000,    000913963665, 000100790282, 000006737318, -00554425696,     0.2303,  0.1676,  0.9773,     0.0108, -0.0637,  1.0043,     0.0000, -0.0008,  0.0000,    -0.002239,  0.000178,  0.007027,     0.3093,  0.9510,     0.9204, -0.0316,  0.0065, -0.3895,    -0.0060, -0.0222,  0.0708, -0.0008,     0.0057,  0.0036, -0.8002,     0.0022, -0.0010, -0.0070,    
 423.340, 878862324, 005564334,  0.556, _,    0978.6, 2020.9, 1502.7, 0980.0, 1260.9, 1650.6,    1000.0, 1000.0, 1000.0, 1000.0,    -00023, 000080, -00008,    -00523, 000105, 008180,    -00002, -00004, 000000,    000913977096, 000100495391, 000006804637, -00554456261,     0.2640,  0.1955,  0.9318,     0.0128, -0.0632,  1.0000,     0.0011,  0.0005,  0.0000,    -0.002279,  0.000223,  0.007029,     0.3625,  0.9320,     0.9204, -0.0314,  0.0058, -0.3896,     0.0027,  0.0260, -0.0720, -0.0053,     0.0048,  0.0048, -0.8003,     0.0033,  0.0003, -0.0070,    
 423.350, 888859491, 005602792,  0.560, _,    0978.6, 2020.9, 1502.7, 0980.1, 1260.9, 1650.6,    1000.0, 1000.0, 1000.0, 1000.0,    -00021, 000085, -00003,    -00517, 000115, 008195,    000005, 000003, 000002,    000913998770, 000100229695, 000006866521, -00554467864,     0.2528,  0.1676,  0.9602,     0.0140, -0.0624,  1.0018,    -0.0008, -0.0013, -0.0005,    -0.002226,  0.000199,  0.007020,     0.3278,  0.9447,     0.9205, -0.0318,  0.0063, -0.3895,    -0.0088, -0.0492,  0.0535,  0.0115,     0.0058,  0.0036, -0.8004,     0.0014, -0.0015, -0.0076,    
 423.360, 898861033, 005580250,  0.558, _,    0978.6, 2020.9, 1502.7, 0980.1, 1260.9, 1650.6,    1000.0, 1000.0, 1000.0, 1000.0,    -00023, 000080, -00005,    -00496, 000127, 008171,    -00002, 000001, -00007,    000913999227, 000099942903, 000006940093, -00554517962,     0.2640,  0.1955,  0.9489,     0.0155, -0.0599,  0.9989,    -0.0003,  0.0005,  0.0019,    -0.002267,  0.000243,  0.007021,     0.3571,  0.9341,     0.9205, -0.0316,  0.0056, -0.3895,     0.0025,  0.0273, -0.0711, -0.0041,     0.0045,  0.0042, -0.8002,     0.0020,  0.0003, -0.0052,    
 423.370, 908867575, 005532125,  0.553, _,    0978.8, 2020.9, 1502.7, 0980.0, 1260.9, 1650.6,    1000.0, 1000.0, 1000.0, 1000.0,    -00020, 000081, -00006,    -00533, 000105, 008186,    000002, -00008, -00004,    000914010982, 000099653755, 000006996463, -00554549915,     0.2472,  0.1899,  0.9432,     0.0128, -0.0644,  1.0007,     0.0021, -0.0005,  0.0011,    -0.002237,  0.000190,  0.007024,     0.3435,  0.9391,     0.9204, -0.0316,  0.0063, -0.3896,    -0.0035, -0.0070,  0.0736, -0.0081,     0.0055,  0.0031, -0.8002,     0.0044, -0.0007, -0.0060,    
 423.380, 918861700, 005570333,  0.557, _,    0978.8, 2020.9, 1502.7, 0980.0, 1260.9, 1650.6,    1000.0, 1000.0, 1000.0, 1000.0,    -00026, 000073, -00008,    -00540, 000089, 008237,    000000, -00003, 000000,    000914033539, 000099360961, 000007067828, -00554564370,     0.2809,  0.2346,  0.9318,     0.0108, -0.0652,  1.0069,     0.0008,  0.0000,  0.0000,    -0.002288,  0.000222,  0.007031,     0.3973,  0.9177,     0.9204, -0.0312,  0.0057, -0.3897,     0.0051,  0.0432, -0.0626, -0.0133,     0.0048,  0.0044, -0.8005,     0.0031, -0.0002, -0.0070,    
 423.390, 928861325, 005542500,  0.554, _,    0978.6, 2020.9, 1502.7, 0980.0, 1260.9, 1650.6,    1000.0, 1000.0, 1000.0, 1000.0,    -00023, 000080, -00003,    -00495, 000106, 008160,    -00006, -00001, -00005,    000914049095, 000099056855, 000007128728, -00554592353,     0.2640,  0.1955,  0.9602,     0.0129, -0.0598,  0.9976,     0.0003,  0.0016,  0.0013,    -0.002244,  0.000181,  0.007026,     0.3522,  0.9359,     0.9204, -0.0315,  0.0064, -0.3897,    -0.0079, -0.0283,  0.0689,  0.0043,     0.0061,  0.0036, -0.8006,     0.0025,  0.0014, -0.0057,    
 423.400, 938858116, 005590125,  0.559, _,    0978.6, 2020.9, 1502.7, 0980.1, 1260.9, 1650.6,    1000.0, 1000.0, 1000.0, 1000.0,    -00023, 000082, -00003,    -00495, 000094, 008192,    -00002, 000001, 000005,    000914076574, 000098766768, 000007199174, -00554597890,     0.2640,  0.1844,  0.9602,     0.0114, -0.0598,  1.0014,    -0.0003,  0.0005, -0.0013,    -0.002193,  0.000192,  0.007002,     0.3466,  0.9380,     0.9205, -0.0321,  0.0065, -0.3895,    -0.0128, -0.0622,  0.0132,  0.0338,     0.0051,  0.0047, -0.8007,     0.0019,  0.0003, -0.0083,    
 423.410, 948861408, 005533667,  0.553, _,    0978.6, 2020.9, 1502.7, 0980.1, 1260.9, 1650.6,    1000.0, 1000.0, 1000.0, 1000.0,    -00021, 000080, -00005,    -00517, 000108, 008242,    000001, -00003, -00002,    000914096129, 000098492763, 000007255245, -00554613658,     0.2528,  0.1955,  0.9489,     0.0132, -0.0624,  1.0075,     0.0008, -0.0003,  0.0005,    -0.002251,  0.000187,  0.007015,     0.3509,  0.9364,     0.9204, -0.0314,  0.0063, -0.3896,     0.0041,  0.0703, -0.0242, -0.0223,     0.0038,  0.0044, -0.8001,     0.0031, -0.0005, -0.0065,    
 423.420, 958860658, 005462417,  0.546, _,    0978.8, 2020.9, 1502.7, 0980.0, 1260.9, 1650.6,    1000.0, 1000.0, 1000.0, 1000.0,    -00031, 000084, -00004,    -00511, 000085, 008223,    000000, 000000, 000002,    000914120996, 000098222470, 000007320475, -00554619749,     0.3090,  0.1732,  0.9545,     0.0104, -0.0617,  1.0052,     0.0000,  0.0000, -0.0005,    -0.002230,  0.000240,  0.006997,     0.3704,  0.9289,     0.9205, -0.0319,  0.0058, -0.3894,    -0.0055, -0.0489, -0.0499,  0.0245,     0.0053,  0.0045, -0.8005,     0.0022, -0.0002, -0.0075,    
 423.430, 968862325, 005509750,  0.551, _,    0978.6, 2020.9, 1502.7, 0980.0, 1260.9, 1650.6,    1000.0, 1000.0, 1000.0, 1000.0,    -00026, 000080, 000000,    -00551, 000121, 008259,    000002, 000002, 000004,    000914143538, 000097970124, 000007394469, -00554626248,     0.2809,  0.1955,  0.9773,     0.0147, -0.0666,  1.0095,    -0.0005, -0.0005, -0.0011,    -0.002172,  0.000238,  0.006983,     0.3580,  0.9337,     0.9205, -0.0326,  0.0061, -0.3893,    -0.0086, -0.0647,  0.0300,  0.0176,     0.0048,  0.0032, -0.8001,     0.0016, -0.0008, -0.0080,    
 423.440, 978861575, 005508125,  0.551, _,    0978.6, 2020.9, 1502.7, 0980.0, 1260.9, 1650.6,    1000.0, 1000.0, 1000.0, 1000.0,    -00022, 000081, -00006,    -00500, 000082, 008188,    -00001, -00005, 000004,    000914165271, 000097693063, 000007444740, -00554638624,     0.2584,  0.1899,  0.9432,     0.0100, -0.0604,  1.0010,     0.0013,  0.0003, -0.0011,    -0.002164,  0.000179,  0.006976,     0.3519,  0.9360,     0.9205, -0.0323,  0.0068, -0.3893,    -0.0080,  0.0221,  0.0710,  0.0065,     0.0033,  0.0033, -0.7998,     0.0035,  0.0001, -0.0080,    
 423.450, 988861575, 005592166,  0.559, _,    0978.8, 2020.9, 1502.7, 0980.1, 1260.9, 1650.6,    1000.0, 1000.0, 1000.0, 1000.0,    -00023, 000085, -00003,    -00490, 000094, 008170,    000001, 000001, 000003,    000914200780, 000097418800, 000007502466, -00554627560,     0.2640,  0.1676,  0.9602,     0.0114, -0.0591,  0.9988,    -0.0003, -0.0003, -0.0008,    -0.002110,  0.000184,  0.006955,     0.3375,  0.9413,     0.9206, -0.0330,  0.0070, -0.3891,    -0.0118, -0.0634,  0.0199,  0.0290,     0.0032,  0.0048, -0.7998,     0.0018, -0.0005, -0.0078,    
 423.460, 998863325, 005528791,  0.553, _,    0978.8, 2020.9, 1502.7, 0980.1, 1260.9, 1650.6,    1000.0, 1000.0, 1000.0, 1000.0,    -00015, 000081, -00006,    -00525, 000103, 008194,    000001, -00003, -00001,    000914227963, 000097160999, 000007562579, -00554627160,     0.2191,  0.1899,  0.9432,     0.0125, -0.0634,  1.0017,     0.0008, -0.0003,  0.0003,    -0.002139,  0.000134,  0.006970,     0.3306,  0.9438,     0.9205, -0.0324,  0.0074, -0.3893,     0.0022,  0.0587,  0.0417, -0.0274,     0.0018,  0.0047, -0.7993,     0.0029, -0.0004, -0.0067,    
 423.470, 008861825, 005544166,  0.554, _,    0978.8, 2020.9, 1502.7, 0980.0, 1260.9, 1650.6,    1000.0, 1000.0, 1000.0, 1000.0,    -00025, 000079, -00004,    -00537, 000102, 008223,    -00001, -00003, -00001,    000914238047, 000096889494, 000007629928, -00554657110,     0.2753,  0.2011,  0.9545,     0.0124, -0.0649,  1.0052,     0.0008,  0.0003,  0.0003,    -0.002176,  0.000182,  0.006971,     0.3680,  0.9298,     0.9205, -0.0322,  0.0067, -0.3893,     0.0024,  0.0208, -0.0736, -0.0030,     0.0026,  0.0059, -0.7999,     0.0030,  0.0001, -0.0067,    
 423.480, 018861950, 005501708,  0.550, _,    0978.6, 2020.9, 1502.7, 0980.0, 1260.9, 1650.6,    1000.0, 1000.0, 1000.0, 1000.0,    -00027, 000077, -00004,    -00486, 000126, 008197,    000000, 000002, 000004,    000914264343, 000096602437, 000007702972, -00554662826,     0.2865,  0.2123,  0.9545,     0.0153, -0.0587,  1.0020,    -0.0005,  0.0000, -0.0011,    -0.002212,  0.000231,  0.006967,     0.3802,  0.9249,     0.9205, -0.0320,  0.0059, -0.3893,    -0.0007,  0.0173, -0.0740,  0.0032,     0.0036,  0.0047, -0.7999,     0.0017, -0.0002, -0.0080,    
 423.490, 028860366, 005509417,  0.551, _,    0978.6, 2020.9, 1502.7, 0980.0, 1260.9, 1650.6,    1000.0, 1000.0, 1000.0, 1000.0,    -00019, 000082, -00005,    -00513, 000083, 008222,    -00001, -00003, -00003,    000914274321, 000096329912, 000007760165, -00554692977,     0.2416,  0.1844,  0.9489,     0.0101, -0.0620,  1.0050,     0.0008,  0.0003,  0.0008,    -0.002178,  0.000181,  0.006966,     0.3357,  0.9420,     0.9205, -0.0321,  0.0067, -0.3894,    -0.0060, -0.0131,  0.0734, -0.0023,     0.0045,  0.0034, -0.7998,     0.0030,  0.0001, -0.0062,    
 423.500, 038860033, 005548292,  0.555, _,    0978.8, 2020.9, 1502.7, 0980.1, 1260.9, 1650.6,    1000.0, 1000.0, 1000.0, 1000.0,    -00022, 000079, -00002,    -00553, 000126, 008163,    -00002, -00002, -00005,    000914285665, 000096043696, 000007835138, -00554722855,     0.2584,  0.2011,  0.9659,     0.0153, -0.0668,  0.9980,     0.0005,  0.0005,  0.0013,    -0.002225,  0.000216,  0.006976,     0.3532,  0.9356,     0.9205, -0.0318,  0.0060, -0.3895,     0.0059,  0.0388, -0.0642, -0.0167,     0.0036,  0.0047, -0.7999,     0.0028,  0.0003, -0.0056,    
 423.510, 048868533, 005505083,  0.551, _,    0978.8, 2020.9, 1502.7, 0980.0, 1260.9, 1650.6,    1000.0, 1000.0, 1000.0, 1000.0,    -00021, 000078, -00003,    -00507, 000117, 008204,    000000, 000002, -00002,    000914293822, 000095776038, 000007911010, -00554754612,     0.2528,  0.2067,  0.9602,     0.0143, -0.0612,  1.0029,    -0.0005,  0.0000,  0.0005,    -0.002271,  0.000182,  0.006994,     0.3538,  0.9353,     0.9204, -0.0311,  0.0062, -0.3897,     0.0039,  0.0690,  0.0162, -0.0302,     0.0049,  0.0038, -0.8001,     0.0017, -0.0002, -0.0065,    
 423.520, 058860616, 005569084,  0.557, _,    0978.8, 2020.9, 1502.7, 0980.0, 1260.9, 1650.6,    1000.0, 1000.0, 1000.0, 1000.0,    -00026, 000080, -00005,    -00523, 000096, 008171,    000000, 000000, -00005,    000914303994, 000095504532, 000007980525, -00554783659,     0.2809,  0.1955,  0.9489,     0.0117, -0.0632,  0.9989,     0.0000,  0.0000,  0.0013,    -0.002265,  0.000240,  0.006980,     0.3667,  0.9303,     0.9204, -0.0314,  0.0055, -0.3896,    -0.0022, -0.0335, -0.0644,  0.0188,     0.0060,  0.0046, -0.8007,     0.0023, -0.0002, -0.0056,    
 423.530, 068862200, 005595083,  0.560, _,    0978.6, 2020.9, 1502.7, 0980.0, 1260.9, 1650.6,    1000.0, 1000.0, 1000.0, 1000.0,    -00020, 000079, -00004,    -00519, 000120, 008206,    000003, 000001, -00002,    000914316851, 000095246079, 000008033515, -00554806137,     0.2472,  0.2011,  0.9545,     0.0146, -0.0627,  1.0031,    -0.0003, -0.0008,  0.0005,    -0.002249,  0.000183,  0.006988,     0.3474,  0.9377,     0.9204, -0.0313,  0.0063, -0.3897,    -0.0026,  0.0097,  0.0729, -0.0161,     0.0059,  0.0032, -0.8003,     0.0020, -0.0010, -0.0065,    
 423.540, 078860033, 005519000,  0.552, _,    0978.6, 2020.9, 1502.7, 0980.0, 1260.9, 1650.6,    1000.0, 1000.0, 1000.0, 1000.0,    -00021, 000085, -00008,    -00511, 000105, 008157,    000000, 000004, 000005,    000914346542, 000095001565, 000008122518, -00554797831,     0.2528,  0.1676,  0.9318,     0.0128, -0.0617,  0.9972,    -0.0011,  0.0000, -0.0013,    -0.002193,  0.000192,  0.006971,     0.3368,  0.9416,     0.9204, -0.0320,  0.0064, -0.3895,    -0.0096, -0.0676,  0.0163,  0.0232,     0.0055,  0.0046, -0.8007,     0.0011, -0.0002, -0.0083,    
 423.550, 088859783, 005534583,  0.553, _,    0978.8, 2020.9, 1502.7, 0980.1, 1260.9, 1650.6,    1000.0, 1000.0, 1000.0, 1000.0,    -00022, 000084, -00006,    -00505, 000136, 008159,    -00001, 000000, -00002,    000914368601, 000094732108, 000008189649, -00554806565,     0.2584,  0.1732,  0.9432,     0.0166, -0.0610,  0.9975,     0.0000,  0.0003,  0.0005,    -0.002182,  0.000249,  0.006958,     0.3414,  0.9399,     0.9205, -0.0324,  0.0058, -0.3894,    -0.0050, -0.0391, -0.0606,  0.0189,     0.0041,  0.0044, -0.8003,     0.0022,  0.0000, -0.0064,    
 423.560, 098861575, 005514291,  0.551, _,    0978.8, 2020.9, 1502.7, 0980.0, 1260.9, 1650.8,    1000.0, 1000.0, 1000.0, 1000.0,    -00026, 000078, -00003,    -00508, 000090, 008173,    000002, -00002, 000006,    000914398325, 000094471324, 000008241363, -00554801277,     0.2809,  0.2067,  0.9602,     0.0110, -0.0613,  0.9992,     0.0005, -0.0005, -0.0016,    -0.002225,  0.000292,  0.006958,     0.3703,  0.9289,     0.9205, -0.0321,  0.0051, -0.3894,     0.0024,  0.0302, -0.0707, -0.0034,     0.0039,  0.0030, -0.8000,     0.0028, -0.0008, -0.0086,    
 423.570, 108860700, 005507666,  0.551, _,    0978.8, 2020.9, 1502.7, 0980.0, 1260.9, 1650.6,    1000.0, 1000.0, 1000.0, 1000.0,    -00021, 000082, -00008,    -00520, 000139, 008228,    000000, 000001, 000006,    000914433087, 000094221659, 000008299906, -00554785567,     0.2528,  0.1844,  0.9318,     0.0169, -0.0628,  1.0058,    -0.0003,  0.0000, -0.0016,    -0.002178,  0.000254,  0.006953,     0.3462,  0.9382,     0.9205, -0.0324,  0.0058, -0.3894,    -0.0082, -0.0344,  0.0655,  0.0034,     0.0050,  0.0019, -0.8000,     0.0019, -0.0003, -0.0086,    
 423.580, 118861533, 005562083,  0.556, _,    0978.6, 2020.9, 1502.7, 0980.0, 1260.9, 1650.6,    1000.0, 1000.0, 1000.0, 1000.0,    -00021, 000078, -00010,    -00490, 000121, 008194,    000000, 000004, 000006,    000914472199, 000093972899, 000008356061, -00554762448,     0.2528,  0.2067,  0.9205,     0.0147, -0.0591,  1.0017,    -0.0011,  0.0000, -0.0016,    -0.002237,  0.000265,  0.006964,     0.3660,  0.9306,     0.9204, -0.0318,  0.0054, -0.3896,     0.0041,  0.0616, -0.0415, -0.0200,     0.0038,  0.0028, -0.8000,     0.0012, -0.0003, -0.0086,    
 423.590, 128862575, 005559000,  0.556, _,    0978.8, 2020.9, 1502.7, 0980.1, 1260.9, 1650.6,    1000.0, 1000.0, 1000.0, 1000.0,    -00020, 000078, -00003,    -00526, 000095, 008229,    000001, -00006, 000005,    000914504506, 000093694317, 000008410159, -00554755494,     0.2472,  0.2067,  0.9602,     0.0116, -0.0635,  1.0059,     0.0016, -0.0003, -0.0013,    -0.002233,  0.000206,  0.006974,     0.3496,  0.9369,     0.9204, -0.0315,  0.0060, -0.3898,    -0.0011,  0.0264,  0.0684, -0.0202,     0.0053,  0.0025, -0.8003,     0.0038, -0.0005, -0.0083,    
 423.600, 138862283, 005586708,  0.559, _,    0978.8, 2020.9, 1502.7, 0980.1, 1260.9, 1650.6,    1000.0, 1000.0, 1000.0, 1000.0,    -00026, 000085, -00006,    -00535, 000101, 008230,    -00001, -00006, 000000,    000914522033, 000093410310, 000008457743, -00554773772,     0.2809,  0.1676,  0.9432,     0.0123, -0.0646,  1.0060,     0.0016,  0.0003,  0.0000,    -0.002193,  0.000245,  0.006955,     0.3517,  0.9361,     0.9204, -0.0322,  0.0058, -0.3896,    -0.0069, -0.0628, -0.0265,  0.0260,     0.0053,  0.0040, -0.8008,     0.0038,  0.0000, -0.0070,    
 423.610, 148861325, 005610666,  0.561, _,    0978.8, 2020.9, 1502.7, 0980.0, 1261.1, 1650.8,    1000.0, 1000.0, 1000.0, 1000.0,    -00028, 000078, -00003,    -00510, 000120, 008197,    -00001, -00008, 000001,    000914542075, 000093129882, 000008506274, -00554787137,     0.2921,  0.2067,  0.9602,     0.0146, -0.0616,  1.0020,     0.0021,  0.0003, -0.0003,    -0.002219,  0.000300,  0.006950,     0.3768,  0.9263,     0.9204, -0.0321,  0.0050, -0.3895,     0.0005,  0.0048, -0.0759,  0.0057,     0.0043,  0.0030, -0.8003,     0.0043, -0.0000, -0.0072,    
 423.620, 158861783, 005499333,  0.550, _,    0978.8, 2020.9, 1502.7, 0980.0, 1261.1, 1650.6,    1000.0, 1000.0, 1000.0, 1000.0,    -00020, 000079, -00003,    -00517, 000103, 008254,    -00001, -00009, -00003,    000914552286, 000092862454, 000008548184, -00554814487,     0.2472,  0.2011,  0.9602,     0.0125, -0.0624,  1.0089,     0.0024,  0.0003,  0.0008,    -0.002199,  0.000243,  0.006955,     0.3455,  0.9384,     0.9204, -0.0321,  0.0058, -0.3896,    -0.0037,  0.0064,  0.0740, -0.0109,     0.0050,  0.0017, -0.8002,     0.0046,  0.0000, -0.0062,    
 423.630, 168861158, 005515792,  0.552, _,    0978.6, 2020.9, 1502.7, 0980.1, 1260.9, 1650.6,    1000.0, 1000.0, 1000.0, 1000.0,    -00018, 000079, -00006,    -00490, 000086, 008193,    000000, 000002, -00004,    000914555155, 000092613597, 000008640852, -00554849917,     0.2360,  0.2011,  0.9432,     0.0105, -0.0591,  1.0016,    -0.0005,  0.0000,  0.0011,    -0.002238,  0.000200,  0.006969,     0.3452,  0.9385,     0.9203, -0.0314,  0.0061, -0.3898,     0.0029,  0.0663,  0.0294, -0.0252,     0.0045,  0.0031, -0.8004,     0.0017, -0.0002, -0.0059,    
 423.640, 178861908, 005550083,  0.555, _,    0978.8, 2020.9, 1502.7, 0980.1, 1260.9, 1650.6,    1000.0, 1000.0, 1000.0, 1000.0,    -00021, 000082, -00008,    -00520, 000111, 008190,    -00002, 000000, -00003,    000914571512, 000092360520, 000008714529, -00554863990,     0.2528,  0.1844,  0.9318,     0.0135, -0.0628,  1.0012,     0.0000,  0.0005,  0.0008,    -0.002223,  0.000256,  0.006954,     0.3473,  0.9378,     0.9204, -0.0318,  0.0055, -0.3897,    -0.0037, -0.0430, -0.0573,  0.0200,     0.0055,  0.0041, -0.8009,     0.0022,  0.0003, -0.0062,    
 423.650, 188860783, 005579583,  0.558, _,    0978.8, 2020.9, 1502.7, 0980.1, 1260.9, 1650.8,    1000.0, 1000.0, 1000.0, 1000.0,    -00019, 000076, -00008,    -00517, 000095, 008222,    -00005, 000001, -00001,    000914577457, 000092101614, 000008794593, -00554895962,     0.2416,  0.2179,  0.9318,     0.0116, -0.0624,  1.0050,    -0.0003,  0.0013,  0.0003,    -0.002276,  0.000235,  0.006971,     0.3628,  0.9319,     0.9203, -0.0311,  0.0055, -0.3899,     0.0058,  0.0717, -0.0015, -0.0291,     0.0052,  0.0027, -0.8005,     0.0020,  0.0011, -0.0067,    
 423.660, 198861116, 005540209,  0.554, _,    0978.8, 2020.9, 1502.7, 0980.0, 1261.1, 1650.8,    1000.0, 1000.0, 1000.0, 1000.0,    -00023, 000082, -00003,    -00522, 000095, 008218,    -00002, -00005, 000000,    000914588858, 000091837251, 000008852117, -00554920072,     0.2640,  0.1844,  0.9602,     0.0116, -0.0630,  1.0046,     0.0013,  0.0005,  0.0000,    -0.002221,  0.000213,  0.006959,     0.3447,  0.9387,     0.9203, -0.0316,  0.0060, -0.3898,    -0.0083, -0.0497,  0.0515,  0.0142,     0.0065,  0.0033, -0.8010,     0.0036,  0.0003, -0.0070,    
 423.670, 208862658, 005517375,  0.552, _,    0978.6, 2020.9, 1502.7, 0980.1, 1261.1, 1650.6,    1000.0, 1000.0, 1000.0, 1000.0,    -00019, 000080, -00008,    -00509, 000121, 008274,    000003, -00005, -00002,    000914601881, 000091586453, 000008890216, -00554939449,     0.2416,  0.1955,  0.9318,     0.0147, -0.0615,  1.0113,     0.0013, -0.0008,  0.0005,    -0.002274,  0.000190,  0.006977,     0.3480,  0.9375,     0.9203, -0.0309,  0.0060, -0.3900,     0.0045,  0.0721, -0.0014, -0.0291,     0.0052,  0.0038, -0.8009,     0.0036, -0.0010, -0.0064,    
 423.680, 218862533, 005530292,  0.553, _,    0978.6, 2020.9, 1502.7, 0980.1, 1260.9, 1650.6,    1000.0, 1000.0, 1000.0, 1000.0,    -00020, 000079, 000001,    -00506, 000092, 008205,    000000, 000001, -00002,    000914611742, 000091341765, 000008942436, -00554962686,     0.2472,  0.2011,  0.9830,     0.0112, -0.0611,  1.0030,    -0.0003,  0.0000,  0.0005,    -0.002282,  0.000132,  0.006988,     0.3397,  0.9405,     0.9202, -0.0305,  0.0066, -0.3902,     0.0003,  0.0388,  0.0620, -0.0219,     0.0065,  0.0043, -0.8014,     0.0020, -0.0001, -0.0065,    
 423.690, 228860616, 005499584,  0.550, _,    0978.8, 2020.9, 1502.7, 0980.1, 1260.9, 1650.6,    1000.0, 1000.0, 1000.0, 1000.0,    -00020, 000081, -00006,    -00505, 000106, 008185,    000002, 000000, 000004,    000914635060, 000091104493, 000009002542, -00554962286,     0.2472,  0.1899,  0.9432,     0.0129, -0.0610,  1.0006,     0.0000, -0.0005, -0.0011,    -0.002333,  0.000161,  0.006998,     0.3444,  0.9388,     0.9201, -0.0300,  0.0060, -0.3904,     0.0042,  0.0452, -0.0603, -0.0173,     0.0068,  0.0058, -0.8018,     0.0023, -0.0007, -0.0081,    
 423.700, 238859991, 005557500,  0.556, _,    0978.8, 2020.9, 1502.7, 0980.1, 1260.9, 1650.8,    1000.0, 1000.0, 1000.0, 1000.0,    -00023, 000082, 000000,    -00508, 000102, 008218,    -00006, -00001, 000001,    000914656994, 000090828536, 000009079939, -00554970107,     0.2640,  0.1844,  0.9773,     0.0124, -0.0613,  1.0046,     0.0003,  0.0016, -0.0003,    -0.002281,  0.000183,  0.006981,     0.3400,  0.9404,     0.9202, -0.0307,  0.0060, -0.3902,    -0.0081, -0.0690,  0.0021,  0.0233,     0.0081,  0.0050, -0.8021,     0.0025,  0.0014, -0.0072,    
 423.710, 248859325, 005489791,  0.549, _,    0978.8, 2020.9, 1502.7, 0980.0, 1260.9, 1650.8,    1000.0, 1000.0, 1000.0, 1000.0,    -00019, 000080, -00010,    -00510, 000114, 008187,    -00001, -00001, 000001,    000914680797, 000090558148, 000009131126, -00554974225,     0.2416,  0.1955,  0.9205,     0.0139, -0.0616,  1.0008,     0.0003,  0.0003, -0.0003,    -0.002338,  0.000189,  0.006995,     0.3507,  0.9365,     0.9201, -0.0301,  0.0056, -0.3904,     0.0062,  0.0631, -0.0369, -0.0257,     0.0068,  0.0045, -0.8017,     0.0026,  0.0001, -0.0073,    
 423.720, 258861408, 005498333,  0.550, _,    0978.6, 2020.9, 1502.7, 0980.0, 1260.9, 1650.6,    1000.0, 1000.0, 1000.0, 1000.0,    -00023, 000087, -00010,    -00533, 000109, 008212,    -00004, -00001, -00001,    000914698296, 000090300011, 000009193982, -00554986407,     0.2640,  0.1564,  0.9205,     0.0133, -0.0644,  1.0038,     0.0003,  0.0011,  0.0003,    -0.002285,  0.000210,  0.006978,     0.3389,  0.9408,     0.9202, -0.0308,  0.0057, -0.3902,    -0.0078, -0.0692,  0.0022,  0.0232,     0.0083,  0.0043, -0.8021,     0.0026,  0.0009, -0.0067,    
 423.730, 268861241, 005500459,  0.550, _,    0978.6, 2020.9, 1502.7, 0980.0, 1260.9, 1650.6,    1000.0, 1000.0, 1000.0, 1000.0,    -00023, 000085, -00012,    -00506, 000080, 008225,    000001, 000000, 000001,    000914718727, 000090050568, 000009249450, -00554992341,     0.2640,  0.1676,  0.9091,     0.0097, -0.0611,  1.0054,     0.0000, -0.0003, -0.0003,    -0.002263,  0.000262,  0.006960,     0.3497,  0.9368,     0.9203, -0.0313,  0.0052, -0.3900,    -0.0053, -0.0496, -0.0489,  0.0255,     0.0069,  0.0038, -0.8018,     0.0023, -0.0005, -0.0072,    
