 time,    start,     dur,        perc,  X,    R1,     R2,     R3,     R4,     R5,     R6,        M1,     M2,     M3,     M4,         rMx1,   rMy1,   rMz1,      rAx1,   rAy1,   rAz1,      rGx1,   rGy1,   rGz1,      rQo1,         rQx1,         rQy1,         rQz1,            nMx1,    nMy1,    nMz1,       nAx1,    nAy1,    nAz1,       nGx1,    nGy1,    nGz1,       bx1,       by1,       bz1,          fx1,     fz1,        Qo1,     Qx1,     Qy1,     Qz1,        dQo1,    dQx1,    dQy1,    dQz1,       Ex1,     Ey1,     Ez1,        dEx1,    dEy1,    dEz1,      
 456.840, 378848424, 005142250,  0.514, _,    1485.9, 1525.8, 1502.7, 1577.8, 1260.9, 1682.6,    1420.7, 1498.3, 1677.6, 1684.9,    -00047, 000095, -00004,    -30104, -31716, -03493,    -03203, 001899, -00099,    000884228220, -00037556618, -00005460458, -00607965165,     0.3989,  0.1117,  0.9545,    -3.8631, -3.6706, -0.4030,    -0.5057,  0.8530,  0.0264,    -0.001242,  0.002686,  0.004171,     0.3774,  0.9260,     0.9646, -0.0484, -0.0117, -0.2590,    -0.0006, -0.1702,  0.5418, -0.0097,    -0.0134, -0.0398, -0.5221,    -0.5045,  0.8503,  0.0222,    
 456.850, 388849382, 005149917,  0.515, _,    1485.9, 1525.8, 1502.7, 1577.7, 1260.9, 1682.7,    1456.1, 1464.1, 1714.2, 1647.1,    -00043, 000097, -00004,    -32768, 022991, 013148,    000794, 001944, -00065,    000883780326, -00040294242, -00010637221, -00608372471,     0.3764,  0.1006,  0.9545,     2.8004, -3.9955,  1.5971,    -0.5177, -0.2115,  0.0173,    -0.001192,  0.002720,  0.004171,     0.3671,  0.9302,     0.9644, -0.0519, -0.0123, -0.2589,    -0.0089, -0.3481, -0.0613,  0.0074,    -0.0194, -0.0303, -0.5225,    -0.5165, -0.2142,  0.0131,    
 456.860, 398848715, 005136042,  0.514, _,    1485.8, 1525.8, 1502.7, 1577.7, 1261.1, 1682.7,    1470.1, 1439.2, 1755.7, 1616.4,    -00044, 000096, -00008,    -32768, 032767, 032767,    003732, 002752, -00401,    000882791828, -00043318322, -00012026771, -00609572778,     0.3820,  0.1061,  0.9318,     3.9911, -3.9955,  3.9552,    -0.7329, -0.9939,  0.1068,    -0.001152,  0.002764,  0.004173,     0.3818,  0.9242,     0.9643, -0.0573, -0.0166, -0.2582,    -0.0087, -0.5462, -0.4237,  0.0686,    -0.0258, -0.0332, -0.5221,    -0.7318, -0.9967,  0.1026,    
 456.870, 408848632, 005135083,  0.514, _,    1485.8, 1525.8, 1502.7, 1577.8, 1260.9, 1682.7,    1487.4, 1407.9, 1714.4, 1671.9,    -00045, 000086, -00004,    022101, 032767, 021814,    002285, -01266, -00816,    000881626892, -00054181606, -00017684753, -00610251694,     0.3876,  0.1620,  0.9545,     3.9911,  2.6959,  2.6387,     0.3372, -0.6085,  0.2173,    -0.001191,  0.002809,  0.004182,     0.4016,  0.9158,     0.9646, -0.0562, -0.0206, -0.2570,     0.0304,  0.1155, -0.4000,  0.1170,    -0.0343, -0.0442, -0.5200,     0.3383, -0.6113,  0.2131,    
 456.880, 418848049, 005138083,  0.514, _,    1485.8, 1525.8, 1502.7, 1577.8, 1260.9, 1682.6,    1506.5, 1403.4, 1642.4, 1729.1,    -00047, 000095, -00002,    032767, -02383, -01695,    -00646, -05305, -00325,    000881009695, -00061184508, -00017767164, -00610478659,     0.3989,  0.1117,  0.9659,    -0.2903,  3.9966, -0.1869,     1.4128,  0.1720,  0.0866,    -0.001251,  0.002803,  0.004186,     0.3723,  0.9281,     0.9651, -0.0484, -0.0217, -0.2565,     0.0471,  0.7774, -0.1095,  0.0481,    -0.0301, -0.0512, -0.5174,     1.4141,  0.1692,  0.0824,    
 456.890, 428848757, 005135958,  0.514, _,    1485.9, 1525.8, 1502.7, 1577.8, 1260.9, 1682.6,    1445.5, 1471.5, 1624.0, 1740.4,    -00039, 000085, -00008,    032767, -32768, -17697,    -04874, -02424, -00095,    000880097114, -00063590947, -00014033613, -00611645172,     0.3539,  0.1676,  0.9318,    -3.9912,  3.9966, -2.1102,     0.6456,  1.2980,  0.0253,    -0.001294,  0.002761,  0.004187,     0.3765,  0.9264,     0.9654, -0.0430, -0.0159, -0.2567,     0.0285,  0.5437,  0.5797, -0.0148,    -0.0145, -0.0493, -0.5168,     0.6468,  1.2953,  0.0211,    
 456.900, 438848424, 005137750,  0.514, _,    1485.8, 1525.8, 1502.7, 1577.7, 1260.9, 1682.7,    1455.8, 1470.1, 1629.5, 1726.0,    -00042, 000087, -00008,    020480, -32768, -09536,    -03835, -02093, 000172,    000880123255, -00063939503, -00017133394, -00611492230,     0.3708,  0.1564,  0.9318,    -3.9912,  2.4982, -1.1293,     0.5574,  1.0213, -0.0458,    -0.001326,  0.002710,  0.004185,     0.3874,  0.9219,     0.9656, -0.0384, -0.0112, -0.2571,     0.0108,  0.4568,  0.4696, -0.0406,    -0.0069, -0.0353, -0.5178,     0.5587,  1.0186, -0.0500,    
 456.910, 448848340, 005139251,  0.514, _,    1485.8, 1525.8, 1502.7, 1577.7, 1260.9, 1682.7,    1447.5, 1491.7, 1709.7, 1632.6,    -00046, 000094, 000002,    -32768, 014234, 014009,    000180, 003450, 000572,    000879817197, -00062478623, -00019443372, -00612014362,     0.3933,  0.1173,  0.9886,     1.7337, -3.9955,  1.7006,    -0.9188, -0.0479, -0.1523,    -0.001270,  0.002733,  0.004184,     0.3718,  0.9283,     0.9651, -0.0436, -0.0104, -0.2579,    -0.0353, -0.5235,  0.0808, -0.0795,    -0.0004, -0.0239, -0.5191,    -0.9175, -0.0507, -0.1565,    
 456.920, 458848674, 005146125,  0.515, _,    1485.8, 1525.8, 1502.7, 1577.8, 1260.9, 1682.7,    1455.4, 1454.1, 1748.9, 1623.1,    -00045, 000093, -00006,    -32768, 032767, 023164,    002687, 003389, -00377,    000878620639, -00066319347, -00024006657, -00613166129,     0.3876,  0.1229,  0.9432,     3.9911, -3.9955,  2.8010,    -0.9025, -0.7156,  0.1004,    -0.001229,  0.002777,  0.004186,     0.3891,  0.9212,     0.9650, -0.0495, -0.0131, -0.2573,    -0.0083, -0.5921, -0.2683,  0.0557,    -0.0110, -0.0251, -0.5205,    -0.9013, -0.7184,  0.0962,    
 456.930, 468848924, 005139792,  0.514, _,    1485.8, 1525.9, 1502.7, 1577.8, 1260.9, 1682.6,    1504.0, 1418.9, 1717.6, 1640.8,    -00043, 000088, -00004,    -12799, 032767, 021461,    003504, -00312, 000065,    000878778077, -00070515031, -00025692594, -00612403557,     0.3764,  0.1508,  0.9545,     3.9911, -1.5602,  2.5963,     0.0831, -0.9332, -0.0173,    -0.001211,  0.002834,  0.004191,     0.3895,  0.9210,     0.9649, -0.0507, -0.0183, -0.2572,    -0.0046, -0.1199, -0.5267,  0.0085,    -0.0211, -0.0333, -0.5189,     0.0843, -0.9360, -0.0215,    
 456.940, 478848257, 005132792,  0.513, _,    1485.9, 1525.9, 1502.7, 1577.8, 1260.9, 1682.6,    1471.7, 1433.3, 1688.0, 1688.4,    -00039, 000087, -00010,    021250, 005008, 007449,    000032, -01125, -00487,    000877610369, -00076792625, -00023688064, -00613403059,     0.3539,  0.1564,  0.9205,     0.6100,  2.5921,  0.9121,     0.2996, -0.0085,  0.1297,    -0.001271,  0.002844,  0.004197,     0.3814,  0.9244,     0.9651, -0.0486, -0.0190, -0.2566,     0.0201,  0.2114, -0.0716,  0.0598,    -0.0207, -0.0441, -0.5183,     0.3009, -0.0114,  0.1255,    
 456.950, 488848507, 005133875,  0.513, _,    1485.8, 1525.8, 1502.7, 1577.7, 1260.9, 1682.7,    1489.0, 1423.9, 1617.4, 1751.1,    -00043, 000086, -00006,    032767, -32768, 000223,    -02828, -05355, -00228,    000877825477, -00080926390, -00026157931, -00612462736,     0.3764,  0.1620,  0.9432,    -3.9912,  3.9966,  0.0436,     1.4261,  0.7531,  0.0607,    -0.001314,  0.002802,  0.004198,     0.3884,  0.9215,     0.9656, -0.0401, -0.0169, -0.2564,     0.0454,  0.8504,  0.2171,  0.0227,    -0.0163, -0.0443, -0.5172,     1.4274,  0.7503,  0.0565,    
 456.960, 498848216, 005135291,  0.514, _,    1485.8, 1525.8, 1502.7, 1577.7, 1260.9, 1682.7,    1449.2, 1472.7, 1639.8, 1719.8,    -00039, 000089, -00003,    003820, -32768, 001180,    -03645, -01324, 000054,    000877143524, -00077856747, -00019326647, -00614089204,     0.3539,  0.1453,  0.9602,    -3.9912,  0.4665,  0.1587,     0.3526,  0.9707, -0.0144,    -0.001321,  0.002742,  0.004195,     0.3573,  0.9340,     0.9657, -0.0369, -0.0120, -0.2566,     0.0111,  0.3232,  0.4917, -0.0234,    -0.0009, -0.0357, -0.5172,     0.3539,  0.9680, -0.0186,    
 456.970, 508848632, 005135959,  0.514, _,    1485.8, 1525.8, 1502.7, 1577.8, 1260.9, 1682.7,    1422.0, 1493.0, 1686.9, 1679.6,    -00043, 000088, -00004,    -32768, -31939, 010259,    -02420, 002342, -00175,    000877650471, -00076531624, -00019466788, -00613526780,     0.3764,  0.1508,  0.9545,    -3.8903, -3.9955,  1.2499,    -0.6237,  0.6445,  0.0466,    -0.001279,  0.002699,  0.004190,     0.3838,  0.9234,     0.9657, -0.0395, -0.0074, -0.2566,    -0.0009, -0.2555,  0.4564,  0.0070,     0.0028, -0.0246, -0.5181,    -0.6224,  0.6418,  0.0424,    
 456.980, 518848341, 005140333,  0.514, _,    1485.9, 1525.8, 1501.9, 1577.8, 1260.9, 1682.6,    1466.5, 1461.6, 1730.0, 1623.2,    -00043, 000091, -00004,    -32768, 032767, 025733,    002390, 002873, 000240,    000877712736, -00073278785, -00019510045, -00613833390,     0.3764,  0.1341,  0.9545,     3.9911, -3.9955,  3.1097,    -0.7651, -0.6365, -0.0639,    -0.001237,  0.002742,  0.004192,     0.3856,  0.9226,     0.9654, -0.0446, -0.0099, -0.2568,    -0.0238, -0.5152, -0.2511, -0.0250,    -0.0044, -0.0171, -0.5181,    -0.7639, -0.6392, -0.0681,    
 456.990, 528848549, 005137375,  0.514, _,    1485.9, 1525.8, 1501.9, 1577.8, 1260.9, 1682.7,    1461.6, 1456.5, 1767.3, 1596.2,    -00045, 000091, -00006,    -32768, 032767, 030531,    004014, 004473, -00082,    000877515737, -00074851984, -00020242688, -00613901491,     0.3876,  0.1341,  0.9432,     3.9911, -3.9955,  3.6864,    -1.1912, -1.0690,  0.0218,    -0.001196,  0.002786,  0.004194,     0.3955,  0.9185,     0.9650, -0.0524, -0.0139, -0.2565,    -0.0268, -0.7761, -0.4042,  0.0242,    -0.0131, -0.0246, -0.5182,    -1.1900, -1.0718,  0.0176,    
 457.000, 538848882, 005145417,  0.515, _,    1485.8, 1525.8, 1500.9, 1577.8, 1260.9, 1682.7,    1525.3, 1409.6, 1678.8, 1668.0,    -00045, 000091, -00009,    032767, 032767, 012204,    002516, -02974, 000457,    000877103082, -00081810449, -00024329723, -00613454807,     0.3876,  0.1341,  0.9261,     3.9911,  3.9966,  1.4837,     0.7920, -0.6701, -0.1217,    -0.001241,  0.002827,  0.004201,     0.3986,  0.9171,     0.9650, -0.0490, -0.0189, -0.2569,    -0.0024,  0.3383, -0.4930, -0.0418,    -0.0261, -0.0363, -0.5171,     0.7933, -0.6729, -0.1259,    
 457.010, 548852841, 005136041,  0.514, _,    1485.8, 1525.8, 1500.9, 1577.8, 1260.9, 1682.6,    1493.1, 1419.3, 1648.2, 1720.8,    -00043, 000091, -00011,    032767, -15808, -09970,    -00953, -03960, -00251,    000876124007, -00084500105, -00018398974, -00614694588,     0.3764,  0.1341,  0.9148,    -1.9255,  3.9966, -1.1815,     1.0546,  0.2538,  0.0668,    -0.001294,  0.002800,  0.004203,     0.3844,  0.9232,     0.9654, -0.0428, -0.0189, -0.2566,     0.0319,  0.6150,  0.0022,  0.0337,    -0.0170, -0.0442, -0.5178,     1.0559,  0.2510,  0.0626,    
 457.020, 558848299, 005137625,  0.514, _,    1485.9, 1525.8, 1500.9, 1577.8, 1260.9, 1682.6,    1440.8, 1462.4, 1609.0, 1769.2,    -00049, 000089, -00005,    032767, -32768, -13632,    -05818, -03589, -00535,    000875145447, -00087353471, -00017679654, -00615709940,     0.4101,  0.1453,  0.9489,    -3.9912,  3.9966, -1.6216,     0.9558,  1.5494,  0.1425,    -0.001338,  0.002758,  0.004203,     0.3970,  0.9178,     0.9659, -0.0356, -0.0122, -0.2562,     0.0492,  0.7250,  0.6637,  0.0436,    -0.0051, -0.0410, -0.5175,     0.9571,  1.5467,  0.1383,    
 457.030, 568848549, 005136042,  0.514, _,    1485.8, 1525.8, 1500.0, 1577.7, 1261.1, 1682.6,    1422.2, 1470.5, 1669.3, 1719.3,    -00045, 000088, -00004,    -20942, -32768, -02511,    -03349, 000236, -00857,    000875612686, -00077048939, -00011560856, -00616566083,     0.3876,  0.1508,  0.9545,    -3.9912, -2.5533, -0.2850,    -0.0629,  0.8919,  0.2282,    -0.001305,  0.002707,  0.004198,     0.3903,  0.9207,     0.9662, -0.0350, -0.0071, -0.2552,     0.0335,  0.0602,  0.5134,  0.0945,     0.0055, -0.0244, -0.5172,    -0.0615,  0.8892,  0.2240,    
 457.040, 578848174, 005156708,  0.516, _,    1485.8, 1525.8, 1500.0, 1577.7, 1261.1, 1682.7,    1404.8, 1500.9, 1758.8, 1616.8,    -00050, 000095, 000001,    -32768, 015361, 016193,    000664, 006646, -00430,    000875885338, -00070030897, -00009723175, -00617047382,     0.4157,  0.1117,  0.9830,     1.8710, -3.9955,  1.9631,    -1.7699, -0.1768,  0.1145,    -0.001251,  0.002733,  0.004197,     0.3937,  0.9192,     0.9660, -0.0445, -0.0058, -0.2547,    -0.0152, -0.9520,  0.1270,  0.0508,     0.0040, -0.0141, -0.5155,    -1.7687, -0.1796,  0.1103,    
 457.050, 588848591, 005134291,  0.513, _,    1485.8, 1525.8, 1500.0, 1577.8, 1260.9, 1682.7,    1488.5, 1449.1, 1763.3, 1580.6,    -00042, 000089, 000000,    -32768, 032767, 032767,    005359, 003837, 000583,    000877535890, -00069938740, -00017085143, -00614547735,     0.3708,  0.1453,  0.9773,     3.9911, -3.9955,  3.9552,    -1.0219, -1.4272, -0.1553,    -0.001209,  0.002776,  0.004200,     0.3852,  0.9228,     0.9654, -0.0519, -0.0118, -0.2552,    -0.0445, -0.7390, -0.6036, -0.0515,    -0.0151, -0.0164, -0.5142,    -1.0206, -1.4300, -0.1595,    
 457.060, 598848174, 005138167,  0.514, _,    1486.8, 1525.9, 1500.0, 1577.8, 1260.9, 1682.6,    1513.9, 1431.1, 1731.9, 1604.5,    -00047, 000086, -00002,    -09912, 032767, 015050,    004821, 001019, 000809,    000876410226, -00073387999, -00015039387, -00615804054,     0.3989,  0.1620,  0.9659,     3.9911, -1.2082,  1.8257,    -0.2714, -1.2839, -0.2154,    -0.001197,  0.002835,  0.004207,     0.4093,  0.9124,     0.9649, -0.0551, -0.0184, -0.2560,    -0.0408, -0.3272, -0.6597, -0.0795,    -0.0263, -0.0319, -0.5145,    -0.2702, -1.2867, -0.2197,    
 457.070, 608848424, 005140750,  0.514, _,    1486.8, 1525.9, 1500.0, 1577.8, 1260.9, 1682.6,    1506.7, 1439.5, 1626.9, 1708.3,    -00042, 000085, -00008,    032767, -17687, -30114,    -01399, -04206, 000835,    000876506339, -00079083535, -00011433958, -00615039180,     0.3708,  0.1676,  0.9318,    -2.1543,  3.9966, -3.6026,     1.1201,  0.3726, -0.2224,    -0.001249,  0.002805,  0.004209,     0.3977,  0.9175,     0.9650, -0.0485, -0.0180, -0.2571,     0.0005,  0.6634,  0.0476, -0.1111,    -0.0293, -0.0464, -0.5155,     1.1214,  0.3698, -0.2266,    
 457.080, 618848716, 005138291,  0.514, _,    1486.7, 1525.8, 1500.0, 1577.7, 1261.1, 1682.6,    1456.9, 1446.2, 1603.7, 1774.5,    -00038, 000081, -00011,    032767, -32768, -32768,    -05250, -04910, -00545,    000875057664, -00075762377, -00007188142, -00617579108,     0.3483,  0.1899,  0.9148,    -3.9912,  3.9966, -3.9216,     1.3076,  1.3982,  0.1451,    -0.001292,  0.002763,  0.004211,     0.3983,  0.9173,     0.9656, -0.0398, -0.0125, -0.2567,     0.0588,  0.8750,  0.5461,  0.0444,    -0.0166, -0.0422, -0.5182,     1.3089,  1.3954,  0.1409,    
 457.090, 628848674, 005139000,  0.514, _,    1486.7, 1525.8, 1500.0, 1577.8, 1261.1, 1682.7,    1378.8, 1493.8, 1699.1, 1709.9,    -00038, 000093, 000001,    -29123, -32768, -02510,    -04123, 002954, -01501,    000875157669, -00065269744, 000001200772, -00618675161,     0.3483,  0.1229,  0.9830,    -3.9912, -3.5510, -0.2849,    -0.7867,  1.0980,  0.3997,    -0.001252,  0.002717,  0.004206,     0.3429,  0.9394,     0.9660, -0.0425, -0.0055, -0.2550,     0.0428, -0.2738,  0.7056,  0.1668,    -0.0024, -0.0271, -0.5180,    -0.7854,  1.0953,  0.3955,    
 457.100, 638848299, 005138250,  0.514, _,    1486.7, 1525.8, 1500.0, 1577.8, 1260.9, 1682.7,    1443.3, 1468.2, 1739.0, 1631.1,    -00042, 000092, 000000,    -32768, 030833, 002368,    001652, 003591, -00244,    000876717277, -00054452987, -00005601760, -00617488303,     0.3708,  0.1285,  0.9773,     3.7555, -3.9955,  0.3014,    -0.9563, -0.4400,  0.0650,    -0.001210,  0.002760,  0.004208,     0.3769,  0.9262,     0.9658, -0.0483, -0.0067, -0.2546,    -0.0113, -0.5828, -0.1293,  0.0339,    -0.0114, -0.0148, -0.5149,    -0.9551, -0.4427,  0.0608,    
 457.110, 648848299, 005135292,  0.514, _,    1486.8, 1525.8, 1500.2, 1577.8, 1260.9, 1682.6,    1484.9, 1429.1, 1806.4, 1561.0,    -00044, 000092, 000000,    -32768, 032767, 032767,    007428, 004966, -00151,    000877406190, -00046139929, -00004333615, -00617196983,     0.3820,  0.1285,  0.9773,     3.9911, -3.9955,  3.9552,    -1.3225, -1.9782,  0.0402,    -0.001170,  0.002804,  0.004211,     0.3854,  0.9227,     0.9654, -0.0579, -0.0150, -0.2540,    -0.0312, -0.9539, -0.8284,  0.0578,    -0.0220, -0.0202, -0.5138,    -1.3214, -1.9810,  0.0360,    
 457.120, 658848341, 005134708,  0.513, _,    1486.8, 1525.8, 1494.6, 1577.8, 1260.9, 1682.6,    1523.4, 1455.6, 1707.8, 1594.6,    -00044, 000089, -00008,    010188, 032767, 010122,    003913, 000903, 001912,    000878395335, -00053671838, -00006615088, -00615157467,     0.3820,  0.1453,  0.9318,     3.9911,  1.2430,  1.2334,    -0.2405, -1.0421, -0.5092,    -0.001192,  0.002860,  0.004220,     0.4005,  0.9163,     0.9645, -0.0602, -0.0207, -0.2563,    -0.0806, -0.2347, -0.5635, -0.2254,    -0.0364, -0.0410, -0.5115,    -0.2393, -1.0450, -0.5134,    
 457.130, 668848132, 005135875,  0.514, _,    1488.0, 1525.8, 1494.6, 1577.8, 1260.9, 1682.6,    1524.4, 1408.8, 1627.5, 1720.7,    -00045, 000088, -00009,    032767, -17452, -29391,    -00513, -05957, 000430,    000877274459, -00056579609, -00003924046, -00616517925,     0.3876,  0.1508,  0.9261,    -2.1257,  3.9966, -3.5157,     1.5864,  0.1366, -0.1145,    -0.001245,  0.002831,  0.004222,     0.4008,  0.9161,     0.9649, -0.0516, -0.0219, -0.2567,     0.0284,  0.8575, -0.1255, -0.0462,    -0.0379, -0.0533, -0.5156,     1.5877,  0.1338, -0.1187,    
 457.140, 678848632, 005139417,  0.514, _,    1488.0, 1525.8, 1488.9, 1577.8, 1260.9, 1682.7,    1445.1, 1462.2, 1624.9, 1749.4,    -00044, 000082, -00010,    032767, -32768, -27611,    -04886, -02996, -00402,    000876215446, -00050049666, 000004403971, -00618581948,     0.3820,  0.1844,  0.9205,    -3.9912,  3.9966, -3.3018,     0.7979,  1.3012,  0.1071,    -0.001288,  0.002790,  0.004223,     0.4094,  0.9123,     0.9653, -0.0455, -0.0163, -0.2565,     0.0439,  0.6169,  0.5634,  0.0239,    -0.0206, -0.0514, -0.5171,     0.7992,  1.2984,  0.1028,    
 457.150, 688848341, 005140208,  0.514, _,    1488.0, 1525.8, 1488.9, 1577.8, 1260.9, 1682.7,    1419.4, 1480.1, 1690.3, 1691.7,    -00041, 000093, -00002,    -13970, -32768, 002608,    -02558, 001601, -00648,    000877027429, -00036798781, 000006364229, -00618344352,     0.3652,  0.1229,  0.9659,    -3.9912, -1.7030,  0.3303,    -0.4264,  0.6812,  0.1726,    -0.001265,  0.002734,  0.004218,     0.3564,  0.9343,     0.9655, -0.0467, -0.0117, -0.2558,     0.0172, -0.1291,  0.4607,  0.0656,    -0.0115, -0.0373, -0.5172,    -0.4251,  0.6785,  0.1684,    
 457.160, 698848466, 005142208,  0.514, _,    1488.0, 1525.8, 1484.1, 1577.7, 1261.1, 1682.6,    1427.5, 1457.3, 1790.2, 1606.2,    -00043, 000086, -00011,    -32768, 032767, 020248,    003360, 005678, -01091,    000876803627, -00026791703, 000009247329, -00619139368,     0.3764,  0.1620,  0.9148,     3.9911, -3.9955,  2.4505,    -1.5121, -0.8948,  0.2906,    -0.001227,  0.002780,  0.004221,     0.4097,  0.9122,     0.9654, -0.0558, -0.0144, -0.2543,    -0.0007, -0.9076, -0.2767,  0.1468,    -0.0164, -0.0290, -0.5161,    -1.5109, -0.8976,  0.2863,    
 457.170, 708848299, 005137417,  0.514, _,    1488.0, 1525.8, 1483.9, 1577.7, 1261.1, 1682.7,    1474.4, 1460.5, 1797.3, 1549.3,    -00043, 000091, -00004,    -32768, 032767, 032767,    006112, 005993, 000520,    000879082487, -00022067015, 000006643183, -00616120381,     0.3764,  0.1341,  0.9545,     3.9911, -3.9955,  3.9552,    -1.5960, -1.6277, -0.1385,    -0.001184,  0.002822,  0.004225,     0.3830,  0.9238,     0.9645, -0.0662, -0.0207, -0.2547,    -0.0708, -1.0415, -0.6259, -0.0389,    -0.0327, -0.0389, -0.5124,    -1.5948, -1.6305, -0.1427,    
 457.180, 718848007, 005138000,  0.514, _,    1488.0, 1525.8, 1483.9, 1577.8, 1260.9, 1682.7,    1536.3, 1415.2, 1709.0, 1621.2,    -00044, 000089, -00012,    023729, 032767, 022834,    004446, -01414, 001041,    000878680240, -00023225207, 000004070251, -00616673785,     0.3820,  0.1453,  0.9091,     3.9911,  2.8944,  2.7613,     0.3766, -1.1840, -0.2772,    -0.001225,  0.002865,  0.004234,     0.4047,  0.9144,     0.9641, -0.0655, -0.0277, -0.2557,    -0.0378,  0.0705, -0.6956, -0.0994,    -0.0497, -0.0563, -0.5120,     0.3778, -1.1869, -0.2815,    
 457.190, 728848174, 005127208,  0.513, _,    1488.2, 1525.8, 1482.8, 1577.7, 1260.9, 1682.7,    1489.0, 1443.9, 1653.6, 1695.1,    -00043, 000091, -00011,    032767, -32768, -26899,    -01242, -02778, 000443,    000878837114, -00024940401, 000013769884, -00616242806,     0.3764,  0.1341,  0.9148,    -3.9912,  3.9966, -3.2162,     0.7398,  0.3308, -0.1180,    -0.001266,  0.002821,  0.004235,     0.3805,  0.9248,     0.9643, -0.0609, -0.0267, -0.2563,     0.0073,  0.4649,  0.0991, -0.0592,    -0.0448, -0.0695, -0.5135,     0.7411,  0.3279, -0.1222,    
 457.200, 738848466, 005133375,  0.513, _,    1488.2, 1525.8, 1481.8, 1577.7, 1260.9, 1682.6,    1446.9, 1481.2, 1603.4, 1749.8,    -00045, 000091, -00018,    032767, -32768, -27070,    -06127, -03342, 000276,    000877727418, -00023338524, 000016810119, -00617809670,     0.3876,  0.1341,  0.8750,    -3.9912,  3.9966, -3.2368,     0.8900,  1.6317, -0.0735,    -0.001310,  0.002780,  0.004235,     0.4007,  0.9162,     0.9647, -0.0538, -0.0196, -0.2571,     0.0334,  0.7057,  0.7049, -0.0747,    -0.0362, -0.0653, -0.5153,     0.8913,  1.6289, -0.0777,    
 457.210, 748848132, 005135750,  0.514, _,    1488.0, 1525.8, 1481.8, 1577.8, 1260.9, 1682.6,    1412.6, 1469.7, 1705.3, 1693.8,    -00043, 000097, -00011,    -25832, -31868, 010102,    -02265, 001649, -01191,    000877808883, -00005706773, 000022597298, -00617923830,     0.3764,  0.1006,  0.9148,    -3.8816, -3.1496,  1.2310,    -0.4392,  0.6032,  0.3172,    -0.001274,  0.002732,  0.004228,     0.3693,  0.9293,     0.9650, -0.0555, -0.0154, -0.2557,     0.0351, -0.1653,  0.4243,  0.1346,    -0.0260, -0.0481, -0.5178,    -0.4379,  0.6005,  0.3130,    
 457.220, 758848216, 005143166,  0.514, _,    1488.0, 1525.8, 1478.7, 1577.7, 1260.9, 1682.7,    1408.7, 1484.9, 1778.5, 1609.4,    -00041, 000097, -00002,    -32768, 019577, 015720,    001556, 006309, -00807,    000877810174, 000004721442, 000023866452, -00617882565,     0.3652,  0.1006,  0.9659,     2.3845, -3.9955,  1.9062,    -1.6802, -0.4144,  0.2149,    -0.001221,  0.002762,  0.004229,     0.3530,  0.9356,     0.9647, -0.0648, -0.0154, -0.2547,    -0.0189, -0.9380, -0.0001,  0.0988,    -0.0315, -0.0406, -0.5152,    -1.6790, -0.4171,  0.2107,    
 457.230, 768849299, 005143417,  0.514, _,    1488.0, 1525.8, 1478.7, 1577.7, 1260.9, 1682.7,    1481.3, 1443.0, 1802.6, 1554.6,    -00045, 000097, 000001,    -32768, 032767, 032767,    006679, 005103, 000186,    000878513044, 000010945107, 000020866442, -00616912522,     0.3876,  0.1006,  0.9830,     3.9911, -3.9955,  3.9552,    -1.3590, -1.7787, -0.0495,    -0.001182,  0.002806,  0.004232,     0.3684,  0.9296,     0.9640, -0.0743, -0.0227, -0.2545,    -0.0605, -0.9442, -0.7299,  0.0175,    -0.0497, -0.0453, -0.5125,    -1.3578, -1.7815, -0.0538,    
 457.240, 778848591, 005139291,  0.514, _,    1489.8, 1525.8, 1476.0, 1577.8, 1260.9, 1682.7,    1499.0, 1437.1, 1742.0, 1603.7,    -00047, 000097, -00006,    -03461, 030687, 017062,    004103, 001299, 000574,    000879419202, 000006087580, 000021131295, -00615678309,     0.3989,  0.1006,  0.9432,     3.7378, -0.4215,  2.0675,    -0.3459, -1.0927, -0.1529,    -0.001182,  0.002866,  0.004241,     0.3817,  0.9243,     0.9634, -0.0775, -0.0283, -0.2549,    -0.0437, -0.3228, -0.5628, -0.0458,    -0.0644, -0.0641, -0.5108,    -0.3448, -1.0956, -0.1571,    
 457.250, 788848466, 005140250,  0.514, _,    1489.8, 1525.8, 1473.9, 1577.8, 1260.9, 1682.6,    1524.4, 1437.4, 1624.3, 1695.4,    -00051, 000089, -00012,    032767, -05374, -13376,    -01013, -05041, 001379,    000879493990, 000006150691, 000021777800, -00615548300,     0.4213,  0.1453,  0.9091,    -0.6546,  3.9966, -1.5909,     1.3425,  0.2698, -0.3672,    -0.001241,  0.002859,  0.004248,     0.4244,  0.9055,     0.9635, -0.0699, -0.0290, -0.2567,     0.0016,  0.7610, -0.0676, -0.1736,    -0.0678, -0.0767, -0.5109,     1.3437,  0.2669, -0.3715,    
 457.260, 798852966, 005133375,  0.513, _,    1489.8, 1525.8, 1473.9, 1577.7, 1260.9, 1682.6,    1460.7, 1449.5, 1609.1, 1762.2,    -00043, 000086, -00011,    032767, -32768, -27456,    -05215, -04993, -00288,    000877672769, 000010748371, 000026965762, -00617874828,     0.3764,  0.1620,  0.9148,    -3.9912,  3.9966, -3.2832,     1.3297,  1.3888,  0.0767,    -0.001281,  0.002815,  0.004249,     0.3983,  0.9172,     0.9643, -0.0611, -0.0236, -0.2566,     0.0698,  0.8820,  0.5392,  0.0049,    -0.0525, -0.0744, -0.5151,     1.3310,  1.3860,  0.0725,    
