 time,    start,     dur,        perc,  X,    R1,     R2,     R3,     R4,     R5,     R6,        M1,     M2,     M3,     M4,        rMx1, rMy1, rMz1,    rAx1,   rAy1,   rAz1,      rGx1,   rGy1,   rGz1,      rQo1,         rQx1,         rQy1,         rQz1,            aMx1,     aMy1,     aMz1,        aAx1,     aAy1,     aAz1,        aGx1,     aGy1,     aGz1,        nMx1,    nMy1,    nMz1,       nAx1,    nAy1,    nAz1,       nGx1,    nGy1,    nGz1,       bx1,       by1,       bz1,          fx1,     fz1,        Qo1,     Qx1,     Qy1,     Qz1,        dQo1,    dQx1,    dQy1,    dQz1,       Ex1,     Ey1,     Ez1,        dEx1,    dEy1,    dEz1,     
 032.730, 594466108, 007346584,  0.735, _,    0981.8, 2020.9, 1502.7, 0980.1, 1260.9, 1846.7,    1000.0, 1000.0, 1000.0, 1000.0,    -029, 0084, -016,    -00554, 000118, 008223,    000001, -00006, -00001,    001066605425, 000011463312, 000035097336, -00117945500,      -28.33,    81.42,   -10.09,     -552.23,   113.17,  8216.97,        0.95,    -1.83,     0.16,     0.2940,  0.1876,  0.9199,     0.0138, -0.0667,  1.0044,     0.0005, -0.0003, -0.0000,     0.000786,  0.002250, -0.012216,     0.3804,  0.9248,     0.9327, -0.0325,  0.0054, -0.3590,    -0.0024, -0.0723, -0.0062,  0.0283,     0.0047,  0.0049, -0.7350,    -0.0003, -0.0025,  0.0122,    
 032.740, 604467608, 007373542,  0.737, _,    0981.9, 2020.9, 1502.7, 0980.0, 1260.9, 1846.7,    1000.0, 1000.0, 1000.0, 1000.0,    -021, 0082, -010,    -00550, 000123, 008249,    000000, 000003, 000000,    001066605358, 000011468844, 000035110044, -00117941782,      -26.95,    81.45,   -10.48,     -550.48,   114.67,  8223.56,        0.70,    -1.08,     0.03,     0.2863,  0.1874,  0.9177,     0.0140, -0.0665,  1.0052,     0.0003, -0.0002, -0.0000,     0.000842,  0.002229, -0.012223,     0.3764,  0.9265,     0.9328, -0.0331,  0.0059, -0.3589,    -0.0023, -0.0565,  0.0490,  0.0148,     0.0034,  0.0043, -0.7344,    -0.0006, -0.0024,  0.0122,    
 032.750, 614471067, 007448208,  0.745, _,    0981.8, 2020.9, 1502.7, 0980.0, 1260.9, 1846.5,    1000.0, 1000.0, 1000.0, 1000.0,    -030, 0082, -010,    -00546, 000115, 008199,    000001, 000002, 000001,    001066603788, 000011479788, 000035128487, -00117949423,      -27.20,    81.69,   -10.05,     -550.06,   115.39,  8219.38,        0.77,    -0.06,     0.30,     0.2877,  0.1861,  0.9202,     0.0141, -0.0665,  1.0047,     0.0000, -0.0002, -0.0001,     0.000861,  0.002285, -0.012234,     0.3770,  0.9262,     0.9328, -0.0336,  0.0054, -0.3587,    -0.0011, -0.0477, -0.0570,  0.0240,     0.0020,  0.0048, -0.7342,    -0.0008, -0.0025,  0.0122,    
 032.760, 624472067, 020286833,  2.029, X,    0981.8, 2020.9, 1502.6, 0980.0, 1260.9, 1846.7,    1000.0, 1000.0, 1000.0, 1000.0,    -034, 0079, -011,    -00575, 000123, 008236,    000001, -00001, -00004,    001066603069, 000011499109, 000035107586, -00117960266,      -29.00,    81.02,   -10.48,     -554.19,   116.53,  8221.56,        0.84,    -0.44,    -0.59,     0.2978,  0.1899,  0.9177,     0.0142, -0.0670,  1.0050,     0.0001, -0.0002,  0.0002,     0.000844,  0.002343, -0.012240,     0.3859,  0.9225,     0.9329, -0.0336,  0.0046, -0.3585,     0.0037, -0.0062, -0.0755,  0.0164,     0.0015,  0.0034, -0.7337,    -0.0007, -0.0026,  0.0124,    
 032.770, 646226233, 007452750,  0.745, _,    0981.8, 2020.9, 1502.7, 0980.1, 1260.9, 1846.7,    1000.0, 1000.0, 1000.0, 1000.0,    -022, 0074, -009,    -00552, 000103, 008196,    -00004, -00004, -00002,    001066603242, 000011481314, 000035102657, -00117961905,      -27.62,    79.58,   -10.05,     -555.39,   114.41,  8218.73,       -0.14,    -1.05,    -0.98,     0.2900,  0.1979,  0.9202,     0.0139, -0.0671,  1.0047,     0.0003,  0.0000,  0.0003,     0.000825,  0.002288, -0.012224,     0.3838,  0.9234,     0.9329, -0.0332,  0.0052, -0.3587,     0.0062,  0.0453,  0.0538, -0.0188,     0.0019,  0.0019, -0.7333,    -0.0005, -0.0023,  0.0125,    
 032.780, 655311817, 014872791,  1.487, X,    0981.8, 2020.9, 1502.7, 0980.1, 1260.9, 1846.7,    1000.0, 1000.0, 1000.0, 1000.0,    -030, 0085, -010,    -00541, 000122, 008176,    000001, 000002, -00001,    001066602771, 000011491951, 000035105391, -00117964313,      -27.88,    80.34,   -10.11,     -550.97,   115.05,  8207.34,       -0.11,    -0.64,    -0.92,     0.2914,  0.1936,  0.9198,     0.0140, -0.0666,  1.0033,     0.0002,  0.0000,  0.0002,     0.000827,  0.002230, -0.012210,     0.3827,  0.9239,     0.9328, -0.0330,  0.0058, -0.3588,     0.0055,  0.0222,  0.0675, -0.0172,     0.0024,  0.0033, -0.7337,    -0.0007, -0.0022,  0.0125,    
 032.790, 671708275, 007402167,  0.740, _,    0981.9, 2020.9, 1502.7, 0980.0, 1260.9, 1846.5,    1000.0, 1000.0, 1000.0, 1000.0,    -023, 0080, -012,    -00549, 000108, 008258,    -00005, -00002, 000000,    001066603540, 000011481626, 000035110573, -00117956826,      -27.19,    80.67,   -10.39,     -551.19,   114.92,  8217.66,       -0.92,    -0.58,    -0.73,     0.2876,  0.1918,  0.9182,     0.0140, -0.0666,  1.0045,     0.0002,  0.0002,  0.0002,     0.000845,  0.002176, -0.012191,     0.3807,  0.9247,     0.9327, -0.0329,  0.0065, -0.3590,     0.0035,  0.0028,  0.0693, -0.0227,     0.0023,  0.0047, -0.7340,    -0.0007, -0.0019,  0.0124,    
 032.800, 680703358, 007406417,  0.741, _,    0981.8, 2020.9, 1502.7, 0980.0, 1260.9, 1846.5,    1000.0, 1000.0, 1000.0, 1000.0,    -029, 0086, -011,    -00568, 000113, 008211,    000000, -00002, 000003,    001066605065, 000011480364, 000035096151, -00117947448,      -27.19,    81.45,   -10.67,     -553.91,   113.16,  8217.53,       -1.08,    -1.12,     0.11,     0.2876,  0.1874,  0.9166,     0.0138, -0.0669,  1.0045,     0.0003,  0.0003, -0.0000,     0.000884,  0.002220, -0.012201,     0.3797,  0.9251,     0.9328, -0.0336,  0.0062, -0.3588,    -0.0026, -0.0662, -0.0337,  0.0226,     0.0019,  0.0060, -0.7344,    -0.0006, -0.0019,  0.0122,    
 032.810, 689879567, 007459166,  0.746, _,    0981.8, 2020.9, 1502.7, 0980.0, 1260.9, 1846.7,    1000.0, 1000.0, 1000.0, 1000.0,    -022, 0081, -011,    -00546, 000089, 008254,    000000, 000000, -00003,    001066603780, 000011487851, 000035086298, -00117961272,      -26.53,    81.84,   -10.72,     -553.67,   109.41,  8223.45,       -0.56,    -0.75,    -0.39,     0.2839,  0.1852,  0.9164,     0.0133, -0.0669,  1.0052,     0.0002,  0.0001,  0.0001,     0.000918,  0.002171, -0.012202,     0.3760,  0.9266,     0.9328, -0.0338,  0.0069, -0.3587,    -0.0039, -0.0181,  0.0727,  0.0072,     0.0009,  0.0049, -0.7340,    -0.0007, -0.0020,  0.0123,    
 032.820, 698836358, 007440584,  0.744, _,    0981.8, 2020.8, 1502.7, 0980.1, 1260.9, 1846.7,    1000.0, 1000.0, 1000.0, 1000.0,    -034, 0081, -011,    -00543, 000108, 008235,    000001, 000000, 000002,    001066605436, 000011485355, 000035086770, -00117946397,      -27.47,    81.30,   -10.88,     -550.28,   107.25,  8228.86,       -0.45,    -0.67,    -0.14,     0.2892,  0.1883,  0.9155,     0.0131, -0.0665,  1.0059,     0.0002,  0.0001,  0.0000,     0.000881,  0.002218, -0.012201,     0.3829,  0.9238,     0.9328, -0.0336,  0.0062, -0.3587,     0.0044,  0.0218, -0.0728,  0.0059,     0.0000,  0.0061, -0.7339,    -0.0007, -0.0021,  0.0122,    
