 time, start,  dur,     perc,  X,    
 7091, 228066, 001318,  1.318, X,    
 7091, 428073, 001222,  1.222, X,    
 7091, 429320, 001175,  1.175, X,    
 7091, 430515, 001163,  1.163, X,    
 7091, 431697, 001161,  1.161, X,    
 7091, 432876, 001158,  1.158, X,    
 7091, 434052, 001164,  1.164, X,    
 7091, 435235, 001159,  1.159, X,    
 7091, 436410, 001158,  1.158, X,    
 7091, 437584, 001158,  1.158, X,    
 7091, 438759, 001156,  1.156, X,    
 7091, 439931, 001161,  1.161, X,    
 7091, 441110, 001160,  1.160, X,    
 7091, 442288, 001157,  1.157, X,    
 7091, 443462, 001158,  1.158, X,    
 7091, 444637, 001156,  1.156, X,    
 7091, 445810, 001157,  1.157, X,    
 7091, 446983, 001157,  1.157, X,    
 7091, 448158, 001157,  1.157, X,    
 7091, 449331, 001159,  1.159, X,    
 7091, 450508, 001158,  1.158, X,    
 7091, 451682, 001158,  1.158, X,    
 7091, 452858, 001156,  1.156, X,    
 7091, 454031, 001165,  1.165, X,    
 7091, 455213, 001158,  1.158, X,    
 7091, 456388, 001158,  1.158, X,    
 7091, 457563, 001157,  1.157, X,    
 7091, 458737, 001158,  1.158, X,    
 7091, 459911, 001159,  1.159, X,    
 7091, 461088, 001158,  1.158, X,    
 7091, 462263, 001159,  1.159, X,    
 7091, 463439, 001157,  1.157, X,    
 7091, 464613, 001158,  1.158, X,    
 7091, 465788, 001156,  1.156, X,    
 7091, 466961, 001156,  1.156, X,    
 7091, 468134, 001157,  1.157, X,    
 7091, 469307, 001160,  1.160, X,    
 7091, 470483, 001159,  1.159, X,    
 7091, 471659, 001158,  1.158, X,    
 7091, 472835, 001158,  1.158, X,    
 7091, 474010, 001157,  1.157, X,    
 7091, 475184, 001158,  1.158, X,    
 7091, 476359, 001157,  1.157, X,    
 7091, 477533, 001157,  1.157, X,    
 7091, 478708, 001158,  1.158, X,    
 7091, 479882, 001159,  1.159, X,    
 7091, 481058, 001158,  1.158, X,    
 7091, 482234, 001158,  1.158, X,    
 7091, 483409, 001158,  1.158, X,    
 7091, 484583, 001157,  1.157, X,    
 7091, 485757, 001157,  1.157, X,    
 7091, 486931, 001157,  1.157, X,    
 7091, 488105, 001158,  1.158, X,    
 7091, 489279, 001158,  1.158, X,    
 7091, 490455, 001158,  1.158, X,    
 7091, 491630, 001157,  1.157, X,    
 7091, 492804, 001162,  1.162, X,    
 7091, 493983, 001156,  1.156, X,    
 7091, 495156, 001158,  1.158, X,    
 7091, 496331, 001157,  1.157, X,    
 7091, 497505, 001158,  1.158, X,    
 7091, 498680, 001158,  1.158, X,    
 7091, 499853, 001160,  1.160, X,    
 7091, 501030, 001165,  1.165, X,    
