 Atime,       Adur,    Aperc, A,    Arx1,   Ary1,   Arz1,      Aax1,      Aay1,      Aaz1,         Acx1,    Acy1,    Acz1,   
 0000.711182, 000686,  3.430, X,    -00317, -00072, 008306,    -00317.00, -00072.00, 008306.00,    -0.0088, -0.0380, 01.0151,    
 0000.911133, 000563,  2.815, X,    -00313, -00067, 008332,    -00313.00, -00067.00, 008332.00,    -0.0082, -0.0376, 01.0183,    
 0000.911865, 000531,  2.655, X,    -00313, -00067, 008332,    -00313.00, -00067.00, 008332.00,    -0.0082, -0.0376, 01.0183,    
 0000.912476, 000532,  2.660, X,    -00313, -00067, 008332,    -00313.00, -00067.00, 008332.00,    -0.0082, -0.0376, 01.0183,    
 0000.913086, 000530,  2.650, X,    -00313, -00067, 008332,    -00313.00, -00067.00, 008332.00,    -0.0082, -0.0376, 01.0183,    
 0000.913696, 000531,  2.655, X,    -00316, -00062, 008358,    -00316.00, -00062.00, 008358.00,    -0.0076, -0.0379, 01.0214,    
 0000.914307, 000531,  2.655, X,    -00316, -00062, 008358,    -00316.00, -00062.00, 008358.00,    -0.0076, -0.0379, 01.0214,    
 0000.914917, 000530,  2.650, X,    -00316, -00062, 008358,    -00316.00, -00062.00, 008358.00,    -0.0076, -0.0379, 01.0214,    
 0000.915405, 000530,  2.650, X,    -00316, -00062, 008358,    -00316.00, -00062.00, 008358.00,    -0.0076, -0.0379, 01.0214,    
 0000.916016, 000530,  2.650, X,    -00316, -00062, 008358,    -00316.00, -00062.00, 008358.00,    -0.0076, -0.0379, 01.0214,    
 0000.916626, 000529,  2.645, X,    -00316, -00062, 008358,    -00316.00, -00062.00, 008358.00,    -0.0076, -0.0379, 01.0214,    
 0000.917236, 000530,  2.650, X,    -00316, -00062, 008358,    -00316.00, -00062.00, 008358.00,    -0.0076, -0.0379, 01.0214,    
 0000.917847, 000531,  2.655, X,    -00316, -00062, 008358,    -00316.00, -00062.00, 008358.00,    -0.0076, -0.0379, 01.0214,    
 0000.918457, 000531,  2.655, X,    -00313, -00014, 008298,    -00313.00, -00014.00, 008298.00,    -0.0017, -0.0376, 01.0142,    
 0000.919067, 000530,  2.650, X,    -00313, -00014, 008298,    -00313.00, -00014.00, 008298.00,    -0.0017, -0.0376, 01.0142,    
 0000.919678, 000545,  2.725, X,    -00313, -00014, 008298,    -00313.00, -00014.00, 008298.00,    -0.0017, -0.0376, 01.0142,    
 0000.920288, 000530,  2.650, X,    -00313, -00014, 008298,    -00313.00, -00014.00, 008298.00,    -0.0017, -0.0376, 01.0142,    
 0000.920898, 000530,  2.650, X,    -00313, -00014, 008298,    -00313.00, -00014.00, 008298.00,    -0.0017, -0.0376, 01.0142,    
 0000.921509, 000530,  2.650, X,    -00313, -00014, 008298,    -00313.00, -00014.00, 008298.00,    -0.0017, -0.0376, 01.0142,    
 0000.922119, 000530,  2.650, X,    -00313, -00014, 008298,    -00313.00, -00014.00, 008298.00,    -0.0017, -0.0376, 01.0142,    
 0000.922729, 000532,  2.660, X,    -00313, -00014, 008298,    -00313.00, -00014.00, 008298.00,    -0.0017, -0.0376, 01.0142,    
 0000.923218, 000530,  2.650, X,    -00300, -00051, 008305,    -00300.00, -00051.00, 008305.00,    -0.0062, -0.0360, 01.0150,    
 0000.923828, 000530,  2.650, X,    -00300, -00051, 008305,    -00300.00, -00051.00, 008305.00,    -0.0062, -0.0360, 01.0150,    
 0000.924438, 000530,  2.650, X,    -00300, -00051, 008305,    -00300.00, -00051.00, 008305.00,    -0.0062, -0.0360, 01.0150,    
 0000.925049, 000528,  2.640, X,    -00300, -00051, 008305,    -00300.00, -00051.00, 008305.00,    -0.0062, -0.0360, 01.0150,    
 0000.925659, 000531,  2.655, X,    -00300, -00051, 008305,    -00300.00, -00051.00, 008305.00,    -0.0062, -0.0360, 01.0150,    
 0000.926270, 000530,  2.650, X,    -00300, -00051, 008305,    -00300.00, -00051.00, 008305.00,    -0.0062, -0.0360, 01.0150,    
 0000.926880, 000532,  2.660, X,    -00300, -00051, 008305,    -00300.00, -00051.00, 008305.00,    -0.0062, -0.0360, 01.0150,    
 0000.927490, 000530,  2.650, X,    -00300, -00051, 008305,    -00300.00, -00051.00, 008305.00,    -0.0062, -0.0360, 01.0150,    
 0000.928101, 000530,  2.650, X,    -00300, -00051, 008305,    -00300.00, -00051.00, 008305.00,    -0.0062, -0.0360, 01.0150,    
 0000.928711, 000530,  2.650, X,    -00303, -00063, 008359,    -00303.00, -00063.00, 008359.00,    -0.0077, -0.0363, 01.0215,    
 0000.929443, 000551,  2.755, X,    -00303, -00063, 008359,    -00303.00, -00063.00, 008359.00,    -0.0077, -0.0363, 01.0215,    
 0000.930176, 000532,  2.660, X,    -00303, -00063, 008359,    -00303.00, -00063.00, 008359.00,    -0.0077, -0.0363, 01.0215,    
 0000.930664, 000530,  2.650, X,    -00303, -00063, 008359,    -00303.00, -00063.00, 008359.00,    -0.0077, -0.0363, 01.0215,    
 0000.931274, 000526,  2.630, X,    -00303, -00063, 008359,    -00303.00, -00063.00, 008359.00,    -0.0077, -0.0363, 01.0215,    
 0000.931885, 000531,  2.655, X,    -00303, -00063, 008359,    -00303.00, -00063.00, 008359.00,    -0.0077, -0.0363, 01.0215,    
 0000.932495, 000530,  2.650, X,    -00303, -00063, 008359,    -00303.00, -00063.00, 008359.00,    -0.0077, -0.0363, 01.0215,    
 0000.933105, 000530,  2.650, X,    -00303, -00063, 008359,    -00303.00, -00063.00, 008359.00,    -0.0077, -0.0363, 01.0215,    
 0000.933716, 000530,  2.650, X,    -00275, -00039, 008319,    -00275.00, -00039.00, 008319.00,    -0.0048, -0.0329, 01.0167,    
 0000.934326, 000531,  2.655, X,    -00275, -00039, 008319,    -00275.00, -00039.00, 008319.00,    -0.0048, -0.0329, 01.0167,    
 0000.934937, 000585,  2.925, X,    -00275, -00039, 008319,    -00275.00, -00039.00, 008319.00,    -0.0048, -0.0329, 01.0167,    
 0000.935547, 000551,  2.755, X,    -00275, -00039, 008319,    -00275.00, -00039.00, 008319.00,    -0.0048, -0.0329, 01.0167,    
 0000.936157, 000533,  2.665, X,    -00275, -00039, 008319,    -00275.00, -00039.00, 008319.00,    -0.0048, -0.0329, 01.0167,    
 0000.936768, 000531,  2.655, X,    -00275, -00039, 008319,    -00275.00, -00039.00, 008319.00,    -0.0048, -0.0329, 01.0167,    
 0000.937378, 000530,  2.650, X,    -00275, -00039, 008319,    -00275.00, -00039.00, 008319.00,    -0.0048, -0.0329, 01.0167,    
 0000.937988, 000530,  2.650, X,    -00275, -00039, 008319,    -00275.00, -00039.00, 008319.00,    -0.0048, -0.0329, 01.0167,    
 0000.938599, 000530,  2.650, X,    -00302, -00063, 008303,    -00302.00, -00063.00, 008303.00,    -0.0077, -0.0362, 01.0148,    
 0000.939209, 000530,  2.650, X,    -00302, -00063, 008303,    -00302.00, -00063.00, 008303.00,    -0.0077, -0.0362, 01.0148,    
 0000.939819, 000528,  2.640, X,    -00302, -00063, 008303,    -00302.00, -00063.00, 008303.00,    -0.0077, -0.0362, 01.0148,    
 0000.940430, 000530,  2.650, X,    -00302, -00063, 008303,    -00302.00, -00063.00, 008303.00,    -0.0077, -0.0362, 01.0148,    
 0000.941040, 000530,  2.650, X,    -00302, -00063, 008303,    -00302.00, -00063.00, 008303.00,    -0.0077, -0.0362, 01.0148,    
 0000.941650, 000530,  2.650, X,    -00302, -00063, 008303,    -00302.00, -00063.00, 008303.00,    -0.0077, -0.0362, 01.0148,    
 0000.942261, 000530,  2.650, X,    -00302, -00063, 008303,    -00302.00, -00063.00, 008303.00,    -0.0077, -0.0362, 01.0148,    
 0000.942749, 000530,  2.650, X,    -00302, -00063, 008303,    -00302.00, -00063.00, 008303.00,    -0.0077, -0.0362, 01.0148,    
 0000.943359, 000530,  2.650, X,    -00308, -00065, 008278,    -00308.00, -00065.00, 008278.00,    -0.0079, -0.0370, 01.0118,    
 0000.943970, 000526,  2.630, X,    -00308, -00065, 008278,    -00308.00, -00065.00, 008278.00,    -0.0079, -0.0370, 01.0118,    
 0000.944580, 000530,  2.650, X,    -00308, -00065, 008278,    -00308.00, -00065.00, 008278.00,    -0.0079, -0.0370, 01.0118,    
 0000.945190, 000530,  2.650, X,    -00308, -00065, 008278,    -00308.00, -00065.00, 008278.00,    -0.0079, -0.0370, 01.0118,    
 0000.945801, 000530,  2.650, X,    -00308, -00065, 008278,    -00308.00, -00065.00, 008278.00,    -0.0079, -0.0370, 01.0118,    
 0000.946411, 000530,  2.650, X,    -00308, -00065, 008278,    -00308.00, -00065.00, 008278.00,    -0.0079, -0.0370, 01.0118,    
 0000.947021, 000529,  2.645, X,    -00308, -00065, 008278,    -00308.00, -00065.00, 008278.00,    -0.0079, -0.0370, 01.0118,    
 0000.947632, 000530,  2.650, X,    -00308, -00065, 008278,    -00308.00, -00065.00, 008278.00,    -0.0079, -0.0370, 01.0118,    
 0000.948242, 000532,  2.660, X,    -00279, -00040, 008308,    -00279.00, -00040.00, 008308.00,    -0.0049, -0.0334, 01.0154,    
 0000.948975, 000539,  2.695, X,    -00279, -00040, 008308,    -00279.00, -00040.00, 008308.00,    -0.0049, -0.0334, 01.0154,    
 0000.949585, 000529,  2.645, X,    -00279, -00040, 008308,    -00279.00, -00040.00, 008308.00,    -0.0049, -0.0334, 01.0154,    
 0000.950195, 000531,  2.655, X,    -00279, -00040, 008308,    -00279.00, -00040.00, 008308.00,    -0.0049, -0.0334, 01.0154,    
 0000.950806, 000530,  2.650, X,    -00279, -00040, 008308,    -00279.00, -00040.00, 008308.00,    -0.0049, -0.0334, 01.0154,    
 0000.951416, 000530,  2.650, X,    -00279, -00040, 008308,    -00279.00, -00040.00, 008308.00,    -0.0049, -0.0334, 01.0154,    
 0000.951904, 000530,  2.650, X,    -00279, -00040, 008308,    -00279.00, -00040.00, 008308.00,    -0.0049, -0.0334, 01.0154,    
 0000.952515, 000529,  2.645, X,    -00279, -00040, 008308,    -00279.00, -00040.00, 008308.00,    -0.0049, -0.0334, 01.0154,    
 0000.953125, 000531,  2.655, X,    -00279, -00040, 008308,    -00279.00, -00040.00, 008308.00,    -0.0049, -0.0334, 01.0154,    
 0000.953735, 000531,  2.655, X,    -00321, -00057, 008331,    -00321.00, -00057.00, 008331.00,    -0.0069, -0.0385, 01.0181,    
 0000.954346, 000529,  2.645, X,    -00321, -00057, 008331,    -00321.00, -00057.00, 008331.00,    -0.0069, -0.0385, 01.0181,    
 0000.954956, 000530,  2.650, X,    -00321, -00057, 008331,    -00321.00, -00057.00, 008331.00,    -0.0069, -0.0385, 01.0181,    
 0000.955566, 000530,  2.650, X,    -00321, -00057, 008331,    -00321.00, -00057.00, 008331.00,    -0.0069, -0.0385, 01.0181,    
 0000.956177, 000530,  2.650, X,    -00321, -00057, 008331,    -00321.00, -00057.00, 008331.00,    -0.0069, -0.0385, 01.0181,    
 0000.956787, 000530,  2.650, X,    -00321, -00057, 008331,    -00321.00, -00057.00, 008331.00,    -0.0069, -0.0385, 01.0181,    
 0000.957397, 000529,  2.645, X,    -00321, -00057, 008331,    -00321.00, -00057.00, 008331.00,    -0.0069, -0.0385, 01.0181,    
 0000.957886, 000530,  2.650, X,    -00321, -00057, 008331,    -00321.00, -00057.00, 008331.00,    -0.0069, -0.0385, 01.0181,    
 0000.958496, 000530,  2.650, X,    -00330, -00056, 008294,    -00330.00, -00056.00, 008294.00,    -0.0068, -0.0396, 01.0137,    
 0000.959106, 000530,  2.650, X,    -00330, -00056, 008294,    -00330.00, -00056.00, 008294.00,    -0.0068, -0.0396, 01.0137,    
 0000.959717, 000544,  2.720, X,    -00330, -00056, 008294,    -00330.00, -00056.00, 008294.00,    -0.0068, -0.0396, 01.0137,    
 0000.960327, 000530,  2.650, X,    -00330, -00056, 008294,    -00330.00, -00056.00, 008294.00,    -0.0068, -0.0396, 01.0137,    
 0000.960938, 000530,  2.650, X,    -00330, -00056, 008294,    -00330.00, -00056.00, 008294.00,    -0.0068, -0.0396, 01.0137,    
 0000.961548, 000530,  2.650, X,    -00330, -00056, 008294,    -00330.00, -00056.00, 008294.00,    -0.0068, -0.0396, 01.0137,    
 0000.962158, 000529,  2.645, X,    -00330, -00056, 008294,    -00330.00, -00056.00, 008294.00,    -0.0068, -0.0396, 01.0137,    
 0000.962769, 000530,  2.650, X,    -00330, -00056, 008294,    -00330.00, -00056.00, 008294.00,    -0.0068, -0.0396, 01.0137,    
 0000.963379, 000531,  2.655, X,    -00309, -00032, 008302,    -00309.00, -00032.00, 008302.00,    -0.0039, -0.0371, 01.0147,    
 0000.963989, 000530,  2.650, X,    -00309, -00032, 008302,    -00309.00, -00032.00, 008302.00,    -0.0039, -0.0371, 01.0147,    
 0000.964600, 000529,  2.645, X,    -00309, -00032, 008302,    -00309.00, -00032.00, 008302.00,    -0.0039, -0.0371, 01.0147,    
 0000.965088, 000531,  2.655, X,    -00309, -00032, 008302,    -00309.00, -00032.00, 008302.00,    -0.0039, -0.0371, 01.0147,    
 0000.965698, 000530,  2.650, X,    -00309, -00032, 008302,    -00309.00, -00032.00, 008302.00,    -0.0039, -0.0371, 01.0147,    
