 Gtime,       Gdur,    Gperc, G,    Grx1,   Gry1,   Grz1,      Gax1,      Gay1,      Gaz1          Gcx1,    Gcy1,    Gcz1   
 0000.787796, 000716,  0.716, _,    -00039, 000082, -00029,    -00003.00, 000007.00, -00002.00,    
 0000.987808, 000567,  0.567, _,    -00033, 000077, -00026,    -00005.00, 000013.00, -00004.00,    
 0000.988815, 000537,  0.537, _,    -00034, 000074, -00029,    -00007.00, 000018.00, -00006.00,    
 0000.989807, 000535,  0.535, _,    -00037, 000076, -00033,    -00009.00, 000023.00, -00008.00,    
 0000.990799, 000534,  0.534, _,    -00039, 000080, -00033,    -00037.00, 000079.00, -00028.00,    
 0000.991806, 000534,  0.534, _,    -00036, 000080, -00034,    -00033.00, 000076.00, -00026.00,    
 0000.992798, 000533,  0.533, _,    -00034, 000078, -00038,    -00034.00, 000074.00, -00029.00,    
 0000.993805, 000534,  0.534, _,    -00029, 000078, -00038,    -00034.00, 000076.00, -00033.00,    
 0000.994797, 000536,  0.536, _,    -00026, 000079, -00035,    -00035.00, 000078.00, -00033.00,    
 0000.995804, 000533,  0.533, _,    -00030, 000076, -00032,    -00032.00, 000077.00, -00033.00,    
 0000.996811, 000533,  0.533, _,    -00036, 000071, -00026,    -00031.00, 000076.00, -00035.00,    
 0000.997803, 000532,  0.532, _,    -00035, 000067, -00024,    -00028.00, 000075.00, -00034.00,    
 0000.998810, 000533,  0.533, _,    -00038, 000068, -00033,    -00027.00, 000075.00, -00032.00,    
 0000.999802, 000529,  0.529, _,    -00039, 000072, -00041,    -00030.00, 000072.00, -00031.00,    
 0001.000809, 000534,  0.534, _,    -00033, 000080, -00043,    -00034.00, 000070.00, -00027.00,    
 0001.001801, 000536,  0.536, _,    -00031, 000087, -00041,    -00033.00, 000069.00, -00027.00,    
 0001.002808, 000534,  0.534, _,    -00035, 000082, -00039,    -00035.00, 000071.00, -00033.00,    
 0001.003799, 000533,  0.533, _,    -00033, 000076, -00038,    -00035.00, 000073.00, -00039.00,    
 0001.004807, 000533,  0.533, _,    -00030, 000078, -00036,    -00031.00, 000078.00, -00039.00,    
 0001.005798, 000533,  0.533, _,    -00034, 000082, -00034,    -00030.00, 000083.00, -00037.00,    
 0001.006805, 000533,  0.533, _,    -00044, 000083, -00032,    -00034.00, 000080.00, -00035.00,    
 0001.007797, 000533,  0.533, _,    -00049, 000087, -00027,    -00034.00, 000077.00, -00034.00,    
 0001.008804, 000533,  0.533, _,    -00043, 000087, -00023,    -00033.00, 000078.00, -00032.00,    
 0001.009811, 000534,  0.534, _,    -00033, 000086, -00025,    -00034.00, 000082.00, -00030.00,    
 0001.010818, 000591,  0.591, _,    -00027, 000083, -00032,    -00040.00, 000083.00, -00029.00,    
 0001.011810, 000535,  0.535, _,    -00025, 000081, -00038,    -00042.00, 000084.00, -00026.00,    
 0001.012802, 000534,  0.534, _,    -00030, 000088, -00037,    -00037.00, 000084.00, -00025.00,    
 0001.013809, 000534,  0.534, _,    -00040, 000092, -00033,    -00030.00, 000084.00, -00027.00,    
 0001.014801, 000533,  0.533, _,    -00044, 000085, -00031,    -00028.00, 000082.00, -00031.00,    
 0001.015808, 000534,  0.534, _,    -00045, 000079, -00031,    -00028.00, 000081.00, -00034.00,    
 0001.016800, 000533,  0.533, _,    -00046, 000081, -00031,    -00033.00, 000085.00, -00033.00,    
 0001.017807, 000533,  0.533, _,    -00046, 000079, -00029,    -00040.00, 000087.00, -00030.00,    
 0001.018799, 000533,  0.533, _,    -00042, 000075, -00029,    -00043.00, 000081.00, -00029.00,    
 0001.019806, 000534,  0.534, _,    -00035, 000071, -00029,    -00043.00, 000077.00, -00029.00,    
 0001.020798, 000533,  0.533, _,    -00034, 000068, -00030,    -00043.00, 000077.00, -00029.00,    
 0001.021805, 000533,  0.533, _,    -00040, 000071, -00033,    -00042.00, 000075.00, -00029.00,    
 0001.022797, 000535,  0.535, _,    -00044, 000074, -00033,    -00040.00, 000072.00, -00029.00,    
 0001.023804, 000533,  0.533, _,    -00039, 000075, -00036,    -00034.00, 000070.00, -00029.00,    
 0001.024811, 000533,  0.533, _,    -00031, 000072, -00036,    -00033.00, 000068.00, -00030.00,    
 0001.025803, 000533,  0.533, _,    -00028, 000074, -00031,    -00037.00, 000071.00, -00032.00,    
 0001.026810, 000541,  0.541, _,    -00029, 000079, -00027,    -00038.00, 000073.00, -00031.00,    
 0001.027802, 000535,  0.535, _,    -00040, 000080, -00030,    -00036.00, 000074.00, -00033.00,    
 0001.028809, 000534,  0.534, _,    -00046, 000077, -00037,    -00031.00, 000072.00, -00033.00,    
 0001.029800, 000534,  0.534, _,    -00043, 000071, -00035,    -00031.00, 000073.00, -00030.00,    
 0001.030807, 000534,  0.534, _,    -00042, 000067, -00030,    -00032.00, 000076.00, -00027.00,    
 0001.031799, 000534,  0.534, _,    -00044, 000072, -00028,    -00040.00, 000076.00, -00029.00,    
 0001.032806, 000533,  0.533, _,    -00045, 000077, -00032,    -00044.00, 000074.00, -00033.00,    
 0001.033798, 000533,  0.533, _,    -00038, 000077, -00037,    -00041.00, 000070.00, -00032.00,    
 0001.034805, 000533,  0.533, _,    -00036, 000076, -00037,    -00040.00, 000067.00, -00029.00,    
