 Atime,       Adur,    Aperc, A,    Arx1,   Ary1,   Arz1,      Aax1,      Aay1,      Aaz1,         Acx1,    Acy1,    Acz1,   
 0000.455566, 000696,  3.480, X,    -00279, -00053, 008294,    -00279.00, -00053.00, 008294.00,    -0.0065, -0.0334, 01.0137,    
 0000.655518, 000566,  2.830, X,    -00318, -00061, 008326,    -00318.00, -00061.00, 008326.00,    -0.0074, -0.0382, 01.0175,    
 0000.656250, 000534,  2.670, X,    -00318, -00061, 008326,    -00318.00, -00061.00, 008326.00,    -0.0074, -0.0382, 01.0175,    
 0000.656860, 000531,  2.655, X,    -00318, -00061, 008326,    -00318.00, -00061.00, 008326.00,    -0.0074, -0.0382, 01.0175,    
 0000.657471, 000531,  2.655, X,    -00318, -00061, 008326,    -00318.00, -00061.00, 008326.00,    -0.0074, -0.0382, 01.0175,    
 0000.658081, 000531,  2.655, X,    -00342, -00046, 008310,    -00342.00, -00046.00, 008310.00,    -0.0056, -0.0411, 01.0156,    
 0000.658691, 000534,  2.670, X,    -00342, -00046, 008310,    -00342.00, -00046.00, 008310.00,    -0.0056, -0.0411, 01.0156,    
 0000.659180, 000530,  2.650, X,    -00342, -00046, 008310,    -00342.00, -00046.00, 008310.00,    -0.0056, -0.0411, 01.0156,    
 0000.659790, 000532,  2.660, X,    -00342, -00046, 008310,    -00342.00, -00046.00, 008310.00,    -0.0056, -0.0411, 01.0156,    
 0000.660400, 000532,  2.660, X,    -00342, -00046, 008310,    -00342.00, -00046.00, 008310.00,    -0.0056, -0.0411, 01.0156,    
 0000.661011, 000531,  2.655, X,    -00342, -00046, 008310,    -00342.00, -00046.00, 008310.00,    -0.0056, -0.0411, 01.0156,    
 0000.661621, 000531,  2.655, X,    -00342, -00046, 008310,    -00342.00, -00046.00, 008310.00,    -0.0056, -0.0411, 01.0156,    
 0000.662231, 000530,  2.650, X,    -00342, -00046, 008310,    -00342.00, -00046.00, 008310.00,    -0.0056, -0.0411, 01.0156,    
 0000.662842, 000533,  2.665, X,    -00322, -00070, 008305,    -00322.00, -00070.00, 008305.00,    -0.0085, -0.0387, 01.0150,    
 0000.663452, 000531,  2.655, X,    -00322, -00070, 008305,    -00322.00, -00070.00, 008305.00,    -0.0085, -0.0387, 01.0150,    
 0000.664062, 000531,  2.655, X,    -00322, -00070, 008305,    -00322.00, -00070.00, 008305.00,    -0.0085, -0.0387, 01.0150,    
 0000.664673, 000531,  2.655, X,    -00322, -00070, 008305,    -00322.00, -00070.00, 008305.00,    -0.0085, -0.0387, 01.0150,    
 0000.665283, 000531,  2.655, X,    -00322, -00070, 008305,    -00322.00, -00070.00, 008305.00,    -0.0085, -0.0387, 01.0150,    
 0000.665894, 000531,  2.655, X,    -00322, -00070, 008305,    -00322.00, -00070.00, 008305.00,    -0.0085, -0.0387, 01.0150,    
 0000.666504, 000531,  2.655, X,    -00322, -00070, 008305,    -00322.00, -00070.00, 008305.00,    -0.0085, -0.0387, 01.0150,    
 0000.666992, 000527,  2.635, X,    -00322, -00070, 008305,    -00322.00, -00070.00, 008305.00,    -0.0085, -0.0387, 01.0150,    
 0000.667603, 000531,  2.655, X,    -00310, -00059, 008265,    -00310.00, -00059.00, 008265.00,    -0.0072, -0.0372, 01.0102,    
 0000.668213, 000530,  2.650, X,    -00310, -00059, 008265,    -00310.00, -00059.00, 008265.00,    -0.0072, -0.0372, 01.0102,    
 0000.668823, 000531,  2.655, X,    -00310, -00059, 008265,    -00310.00, -00059.00, 008265.00,    -0.0072, -0.0372, 01.0102,    
 0000.669434, 000537,  2.685, X,    -00310, -00059, 008265,    -00310.00, -00059.00, 008265.00,    -0.0072, -0.0372, 01.0102,    
 0000.670044, 000531,  2.655, X,    -00310, -00059, 008265,    -00310.00, -00059.00, 008265.00,    -0.0072, -0.0372, 01.0102,    
 0000.670654, 000528,  2.640, X,    -00310, -00059, 008265,    -00310.00, -00059.00, 008265.00,    -0.0072, -0.0372, 01.0102,    
 0000.671265, 000533,  2.665, X,    -00310, -00059, 008265,    -00310.00, -00059.00, 008265.00,    -0.0072, -0.0372, 01.0102,    
 0000.671875, 000527,  2.635, X,    -00310, -00059, 008265,    -00310.00, -00059.00, 008265.00,    -0.0072, -0.0372, 01.0102,    
 0000.672485, 000531,  2.655, X,    -00310, -00059, 008265,    -00310.00, -00059.00, 008265.00,    -0.0072, -0.0372, 01.0102,    
 0000.673096, 000530,  2.650, X,    -00320, -00035, 008334,    -00320.00, -00035.00, 008334.00,    -0.0043, -0.0384, 01.0185,    
 0000.673950, 000539,  2.695, X,    -00320, -00035, 008334,    -00320.00, -00035.00, 008334.00,    -0.0043, -0.0384, 01.0185,    
 0000.674561, 000532,  2.660, X,    -00320, -00035, 008334,    -00320.00, -00035.00, 008334.00,    -0.0043, -0.0384, 01.0185,    
 0000.675171, 000532,  2.660, X,    -00320, -00035, 008334,    -00320.00, -00035.00, 008334.00,    -0.0043, -0.0384, 01.0185,    
 0000.675659, 000526,  2.630, X,    -00320, -00035, 008334,    -00320.00, -00035.00, 008334.00,    -0.0043, -0.0384, 01.0185,    
 0000.676270, 000531,  2.655, X,    -00320, -00035, 008334,    -00320.00, -00035.00, 008334.00,    -0.0043, -0.0384, 01.0185,    
 0000.676880, 000531,  2.655, X,    -00320, -00035, 008334,    -00320.00, -00035.00, 008334.00,    -0.0043, -0.0384, 01.0185,    
 0000.677490, 000530,  2.650, X,    -00326, -00031, 008330,    -00326.00, -00031.00, 008330.00,    -0.0038, -0.0391, 01.0180,    
 0000.678101, 000531,  2.655, X,    -00326, -00031, 008330,    -00326.00, -00031.00, 008330.00,    -0.0038, -0.0391, 01.0180,    
 0000.678711, 000527,  2.635, X,    -00326, -00031, 008330,    -00326.00, -00031.00, 008330.00,    -0.0038, -0.0391, 01.0180,    
 0000.679321, 000550,  2.750, X,    -00326, -00031, 008330,    -00326.00, -00031.00, 008330.00,    -0.0038, -0.0391, 01.0180,    
 0000.679932, 000642,  3.210, X,    -00326, -00031, 008330,    -00326.00, -00031.00, 008330.00,    -0.0038, -0.0391, 01.0180,    
 0000.680664, 000539,  2.695, X,    -00326, -00031, 008330,    -00326.00, -00031.00, 008330.00,    -0.0038, -0.0391, 01.0180,    
 0000.681274, 000531,  2.655, X,    -00326, -00031, 008330,    -00326.00, -00031.00, 008330.00,    -0.0038, -0.0391, 01.0180,    
 0000.681885, 000528,  2.640, X,    -00326, -00031, 008330,    -00326.00, -00031.00, 008330.00,    -0.0038, -0.0391, 01.0180,    
 0000.682495, 000531,  2.655, X,    -00291, -00054, 008311,    -00291.00, -00054.00, 008311.00,    -0.0066, -0.0349, 01.0157,    
 0000.683105, 000531,  2.655, X,    -00291, -00054, 008311,    -00291.00, -00054.00, 008311.00,    -0.0066, -0.0349, 01.0157,    
 0000.683716, 000531,  2.655, X,    -00291, -00054, 008311,    -00291.00, -00054.00, 008311.00,    -0.0066, -0.0349, 01.0157,    
 0000.684326, 000524,  2.620, X,    -00291, -00054, 008311,    -00291.00, -00054.00, 008311.00,    -0.0066, -0.0349, 01.0157,    
 0000.684814, 000535,  2.675, X,    -00291, -00054, 008311,    -00291.00, -00054.00, 008311.00,    -0.0066, -0.0349, 01.0157,    
 0000.685425, 000533,  2.665, X,    -00291, -00054, 008311,    -00291.00, -00054.00, 008311.00,    -0.0066, -0.0349, 01.0157,    
 0000.686035, 000530,  2.650, X,    -00291, -00054, 008311,    -00291.00, -00054.00, 008311.00,    -0.0066, -0.0349, 01.0157,    
 0000.686646, 000532,  2.660, X,    -00291, -00054, 008311,    -00291.00, -00054.00, 008311.00,    -0.0066, -0.0349, 01.0157,    
 0000.687256, 000531,  2.655, X,    -00291, -00054, 008311,    -00291.00, -00054.00, 008311.00,    -0.0066, -0.0349, 01.0157,    
 0000.687866, 000528,  2.640, X,    -00303, -00063, 008322,    -00303.00, -00063.00, 008322.00,    -0.0077, -0.0363, 01.0171,    
 0000.688477, 000534,  2.670, X,    -00303, -00063, 008322,    -00303.00, -00063.00, 008322.00,    -0.0077, -0.0363, 01.0171,    
 0000.689087, 000531,  2.655, X,    -00303, -00063, 008322,    -00303.00, -00063.00, 008322.00,    -0.0077, -0.0363, 01.0171,    
 0000.689697, 000543,  2.715, X,    -00303, -00063, 008322,    -00303.00, -00063.00, 008322.00,    -0.0077, -0.0363, 01.0171,    
 0000.690308, 000531,  2.655, X,    -00303, -00063, 008322,    -00303.00, -00063.00, 008322.00,    -0.0077, -0.0363, 01.0171,    
 0000.690918, 000531,  2.655, X,    -00303, -00063, 008322,    -00303.00, -00063.00, 008322.00,    -0.0077, -0.0363, 01.0171,    
 0000.691528, 000527,  2.635, X,    -00303, -00063, 008322,    -00303.00, -00063.00, 008322.00,    -0.0077, -0.0363, 01.0171,    
 0000.692139, 000531,  2.655, X,    -00303, -00063, 008322,    -00303.00, -00063.00, 008322.00,    -0.0077, -0.0363, 01.0171,    
 0000.692627, 000530,  2.650, X,    -00325, -00047, 008341,    -00325.00, -00047.00, 008341.00,    -0.0057, -0.0390, 01.0194,    
 0000.693481, 000541,  2.705, X,    -00325, -00047, 008341,    -00325.00, -00047.00, 008341.00,    -0.0057, -0.0390, 01.0194,    
 0000.694092, 000533,  2.665, X,    -00325, -00047, 008341,    -00325.00, -00047.00, 008341.00,    -0.0057, -0.0390, 01.0194,    
 0000.694702, 000532,  2.660, X,    -00325, -00047, 008341,    -00325.00, -00047.00, 008341.00,    -0.0057, -0.0390, 01.0194,    
 0000.695190, 000531,  2.655, X,    -00325, -00047, 008341,    -00325.00, -00047.00, 008341.00,    -0.0057, -0.0390, 01.0194,    
 0000.695801, 000531,  2.655, X,    -00325, -00047, 008341,    -00325.00, -00047.00, 008341.00,    -0.0057, -0.0390, 01.0194,    
 0000.696411, 000531,  2.655, X,    -00325, -00047, 008341,    -00325.00, -00047.00, 008341.00,    -0.0057, -0.0390, 01.0194,    
 0000.697021, 000530,  2.650, X,    -00325, -00047, 008341,    -00325.00, -00047.00, 008341.00,    -0.0057, -0.0390, 01.0194,    
