 Gtime,       Gdur,      Grx1,   Gry1,   Grz1,      Gax1,      Gay1,      Gaz1          Gcx1,    Gcy1,    Gcz1   
 0000.642700, 000722,    -00051, 000076, -00042,    -00051.00, 000076.00, -00042.00,    -0.0202, 00.0136, 00.0112,    
 0000.842712, 000574,    -00057, 000084, -00039,    -00057.00, 000084.00, -00039.00,    -0.0224, 00.0152, 00.0104,    
 0000.843689, 000557,    -00050, 000085, -00037,    -00050.00, 000085.00, -00037.00,    -0.0226, 00.0133, 00.0099,    
 0000.844666, 000545,    -00047, 000085, -00037,    -00047.00, 000085.00, -00037.00,    -0.0226, 00.0125, 00.0099,    
 0000.845703, 000545,    -00049, 000081, -00041,    -00049.00, 000081.00, -00041.00,    -0.0216, 00.0130, 00.0109,    
 0000.846680, 000544,    -00048, 000080, -00044,    -00048.00, 000080.00, -00044.00,    -0.0213, 00.0128, 00.0117,    
 0000.847717, 000544,    -00044, 000086, -00041,    -00044.00, 000086.00, -00041.00,    -0.0229, 00.0117, 00.0109,    
 0000.848694, 000544,    -00041, 000087, -00041,    -00041.00, 000087.00, -00041.00,    -0.0232, 00.0109, 00.0109,    
 0000.849670, 000556,    -00044, 000082, -00042,    -00044.00, 000082.00, -00042.00,    -0.0218, 00.0117, 00.0112,    
 0000.850708, 000547,    -00047, 000077, -00041,    -00047.00, 000077.00, -00041.00,    -0.0205, 00.0125, 00.0109,    
 0000.851685, 000545,    -00041, 000078, -00039,    -00041.00, 000078.00, -00039.00,    -0.0208, 00.0109, 00.0104,    
 0000.852661, 000544,    -00034, 000082, -00037,    -00034.00, 000082.00, -00037.00,    -0.0218, 00.0091, 00.0099,    
 0000.853699, 000544,    -00036, 000081, -00037,    -00036.00, 000081.00, -00037.00,    -0.0216, 00.0096, 00.0099,    
 0000.854675, 000545,    -00042, 000077, -00038,    -00042.00, 000077.00, -00038.00,    -0.0205, 00.0112, 00.0101,    
 0000.855713, 000545,    -00048, 000076, -00044,    -00048.00, 000076.00, -00044.00,    -0.0202, 00.0128, 00.0117,    
 0000.856689, 000545,    -00046, 000077, -00046,    -00046.00, 000077.00, -00046.00,    -0.0205, 00.0123, 00.0123,    
 0000.857666, 000546,    -00041, 000075, -00039,    -00041.00, 000075.00, -00039.00,    -0.0200, 00.0109, 00.0104,    
 0000.858704, 000545,    -00035, 000075, -00034,    -00035.00, 000075.00, -00034.00,    -0.0200, 00.0093, 00.0091,    
 0000.859680, 000550,    -00038, 000077, -00033,    -00038.00, 000077.00, -00033.00,    -0.0205, 00.0101, 00.0088,    
 0000.860657, 000546,    -00043, 000083, -00029,    -00043.00, 000083.00, -00029.00,    -0.0221, 00.0115, 00.0077,    
 0000.861694, 000544,    -00043, 000086, -00026,    -00043.00, 000086.00, -00026.00,    -0.0229, 00.0115, 00.0069,    
 0000.862671, 000544,    -00039, 000084, -00030,    -00039.00, 000084.00, -00030.00,    -0.0224, 00.0104, 00.0080,    
