 Stime,       Sdur,      I1,   I2,   I3,   I4,   I5,   I6,   I7,   I8,   I9,   I0,      O1,   O2,   O3,   O4,   O5,   O6,   O7,   O8,   O9,   O0,  
 0001.001221, 000012,    0981, 2020, 1504, 0979, 1260, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.011215, 000013,    0980, 2020, 1504, 0980, 1260, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.021210, 000013,    0981, 2020, 1504, 0979, 1260, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.031219, 000012,    0981, 2020, 1504, 0979, 1260, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.041214, 000012,    0980, 2020, 1504, 0980, 1260, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.051208, 000012,    0980, 2020, 1504, 0980, 1260, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.061218, 000012,    0980, 2020, 1504, 0979, 1261, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.071213, 000013,    0980, 2020, 1504, 0980, 1260, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.081207, 000013,    0980, 2020, 1504, 0980, 1260, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.091217, 000013,    0980, 2020, 1504, 0979, 1260, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.101212, 000013,    0981, 2020, 1504, 0979, 1260, 1441, 1520, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.111221, 000012,    0981, 2020, 1504, 0979, 1260, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.121216, 000013,    0980, 2017, 1504, 0980, 1260, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.131210, 000012,    0980, 2008, 1504, 0980, 1260, 1441, 1520, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.141220, 000011,    0981, 2008, 1504, 0979, 1260, 1441, 1520, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.151215, 000013,    0980, 1997, 1504, 0980, 1260, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.161209, 000012,    0980, 1997, 1504, 0980, 1260, 1441, 1520, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.171219, 000013,    0994, 1977, 1504, 0980, 1260, 1441, 1520, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.181213, 000013,    1021, 1948, 1504, 0980, 1260, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.191208, 000011,    1021, 1948, 1504, 0980, 1260, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.201218, 000013,    1057, 1916, 1504, 0979, 1260, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.211243, 000011,    1057, 1890, 1504, 0979, 1260, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.221207, 000009,    1093, 1890, 1504, 0980, 1260, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.231216, 000010,    1140, 1861, 1504, 0980, 1261, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.241211, 000011,    1140, 1861, 1504, 0980, 1261, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.251205, 000010,    1192, 1828, 1504, 0979, 1260, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.261215, 000010,    1248, 1793, 1504, 0979, 1260, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.271210, 000009,    1248, 1793, 1504, 0979, 1260, 1441, 1520, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.281204, 000009,    1301, 1764, 1504, 0979, 1260, 1441, 1520, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.291214, 000011,    1301, 1729, 1504, 0979, 1260, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.301208, 000010,    1358, 1729, 1504, 0980, 1260, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.311203, 000010,    1416, 1692, 1504, 0979, 1260, 1441, 1520, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.321213, 000010,    1416, 1692, 1504, 0979, 1260, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.331207, 000010,    1472, 1657, 1504, 0980, 1260, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.341202, 000010,    1472, 1632, 1504, 0979, 1260, 1441, 1520, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.351212, 000010,    1497, 1632, 1504, 0979, 1260, 1441, 1520, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.361206, 000010,    1497, 1615, 1504, 0979, 1260, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.371216, 000010,    1497, 1597, 1504, 0979, 1260, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.381287, 000012,    1498, 1597, 1504, 0979, 1260, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.391220, 000013,    1498, 1579, 1504, 0979, 1260, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.401215, 000011,    1498, 1579, 1504, 0979, 1260, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.411209, 000010,    1498, 1557, 1504, 0980, 1260, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.421204, 000010,    1498, 1537, 1504, 0979, 1260, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.431213, 000009,    1498, 1537, 1504, 0979, 1260, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.441208, 000011,    1498, 1520, 1504, 0979, 1260, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.451202, 000010,    1498, 1505, 1504, 0979, 1260, 1441, 1520, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.461212, 000010,    1498, 1505, 1504, 0980, 1260, 1441, 1520, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.471207, 000010,    1498, 1505, 1504, 0979, 1260, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.481216, 000010,    1498, 1505, 1504, 0979, 1260, 1441, 1520, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.491211, 000011,    1498, 1504, 1504, 0979, 1260, 1441, 1520, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.501205, 000010,    1498, 1504, 1504, 0979, 1260, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.511215, 000010,    1498, 1504, 1504, 0979, 1260, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.521210, 000010,    1498, 1504, 1504, 0979, 1260, 1441, 1520, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.531204, 000010,    1498, 1504, 1504, 0979, 1260, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.541214, 000010,    1498, 1504, 1504, 0980, 1260, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.551208, 000011,    1498, 1504, 1504, 0979, 1260, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.561218, 000011,    1498, 1504, 1504, 0979, 1260, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.571213, 000011,    1498, 1504, 1504, 0980, 1260, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.581207, 000010,    1498, 1504, 1504, 0979, 1260, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.591217, 000011,    1498, 1504, 1504, 0979, 1260, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.601212, 000010,    1498, 1504, 1504, 0980, 1260, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.611206, 000010,    1498, 1504, 1504, 0980, 1260, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.621216, 000009,    1498, 1504, 1504, 0979, 1260, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.631210, 000010,    1498, 1504, 1504, 0979, 1260, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.641205, 000010,    1498, 1504, 1504, 0979, 1260, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.651215, 000011,    1498, 1504, 1504, 0979, 1260, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.661209, 000010,    1498, 1504, 1504, 0979, 1260, 1441, 1520, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.671204, 000010,    1498, 1504, 1504, 0979, 1260, 1441, 1520, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.681213, 000010,    1498, 1504, 1504, 0980, 1260, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.691208, 000010,    1498, 1504, 1504, 0980, 1260, 1441, 1520, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.701218, 000010,    1498, 1504, 1504, 0979, 1260, 1441, 1520, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.711212, 000010,    1498, 1503, 1504, 0980, 1260, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.721207, 000010,    1498, 1503, 1504, 0980, 1260, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.731216, 000010,    1498, 1504, 1504, 0979, 1260, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.741211, 000009,    1498, 1504, 1504, 0980, 1260, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.751205, 000010,    1498, 1504, 1504, 0980, 1260, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.761215, 000010,    1498, 1504, 1504, 0979, 1260, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.771210, 000010,    1498, 1504, 1504, 0979, 1260, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.781204, 000010,    1498, 1504, 1504, 0980, 1260, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.791214, 000012,    1498, 1504, 1504, 0979, 1260, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.801208, 000010,    1498, 1504, 1504, 0979, 1261, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.811203, 000010,    1498, 1504, 1504, 0979, 1260, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.821213, 000010,    1498, 1504, 1504, 0979, 1260, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.831207, 000010,    1498, 1504, 1504, 0979, 1260, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.841202, 000010,    1498, 1504, 1504, 0979, 1260, 1441, 1520, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.851212, 000010,    1498, 1504, 1504, 0979, 1260, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.861206, 000009,    1498, 1504, 1504, 0980, 1260, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.871216, 000010,    1498, 1504, 1504, 0979, 1260, 1441, 1520, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.881210, 000009,    1498, 1504, 1504, 0979, 1260, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.891205, 000010,    1498, 1503, 1504, 0980, 1260, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.901215, 000010,    1498, 1504, 1504, 0980, 1260, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.911209, 000010,    1498, 1504, 1504, 0979, 1260, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.921204, 000009,    1498, 1503, 1504, 0980, 1260, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.931213, 000010,    1498, 1503, 1504, 0980, 1260, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.941208, 000010,    1498, 1504, 1504, 0979, 1260, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.951202, 000010,    1498, 1504, 1504, 0980, 1260, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.961212, 000010,    1498, 1504, 1504, 0980, 1260, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.971207, 000010,    1498, 1504, 1504, 0979, 1261, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.981216, 000010,    1498, 1504, 1504, 0979, 1261, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0001.991211, 000011,    1498, 1504, 1504, 0980, 1260, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0002.001205, 000010,    1498, 1504, 1504, 0979, 1260, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0002.011215, 000011,    1498, 1504, 1504, 0979, 1260, 1441, 1520, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0002.021210, 000009,    1498, 1504, 1504, 0979, 1260, 1441, 1520, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0002.031204, 000009,    1498, 1504, 1504, 0980, 1260, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0002.041214, 000010,    1498, 1504, 1504, 0980, 1260, 1441, 1520, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0002.051208, 000009,    1498, 1504, 1504, 0979, 1260, 1441, 1520, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0002.061203, 000009,    1498, 1503, 1504, 0979, 1260, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0002.071213, 000011,    1498, 1503, 1504, 0980, 1260, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0002.081207, 000010,    1498, 1504, 1504, 0979, 1260, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0002.091217, 000011,    1498, 1504, 1504, 0979, 1260, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0002.101212, 000011,    1498, 1503, 1504, 0980, 1260, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0002.111206, 000011,    1498, 1504, 1504, 0979, 1260, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0002.121216, 000010,    1498, 1504, 1504, 0979, 1260, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0002.131210, 000010,    1498, 1504, 1504, 0980, 1260, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0002.141205, 000010,    1498, 1504, 1504, 0980, 1260, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0002.151215, 000010,    1498, 1504, 1504, 0979, 1261, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0002.161209, 000010,    1498, 1504, 1504, 0980, 1260, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0002.171204, 000010,    1498, 1504, 1504, 0980, 1260, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0002.181213, 000010,    1498, 1504, 1504, 0979, 1260, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0002.191208, 000010,    1498, 1504, 1504, 0979, 1260, 1441, 1520, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0002.201202, 000010,    1498, 1504, 1504, 0979, 1260, 1441, 1520, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0002.211212, 000010,    1498, 1504, 1504, 0980, 1260, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0002.221207, 000010,    1498, 1504, 1504, 0980, 1260, 1441, 1520, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0002.231216, 000010,    1498, 1504, 1504, 0979, 1260, 1441, 1520, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0002.241211, 000011,    1498, 1503, 1504, 0980, 1260, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0002.251205, 000011,    1498, 1503, 1504, 0980, 1260, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0002.261215, 000010,    1498, 1504, 1504, 0979, 1260, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
 0002.271210, 000010,    1498, 1503, 1504, 0980, 1260, 1441, 1519, 0000, 0000, 0000,    1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000,    
