 Ctime,       Cdur,      N1,     N2,     N3,     N4,        XPerr,  YPerr,  ZPerr,     XIerr,  YIerr,  ZIerr,     XDerr,  YDerr,  ZDerr,   
 0005.543442, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0005.553452, 000005,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0005.563446, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0005.573441, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0005.583450, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0005.593445, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0005.603439, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0005.613449, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0005.623444, 000007,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0005.633438, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0005.643448, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0005.653442, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0005.663452, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0005.673447, 000005,    -0.004, 00.006, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0005.683441, 000006,    -0.004, 00.006, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0005.693451, 000008,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0005.703445, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0005.713440, 000005,    -0.004, 00.006, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0005.723450, 000005,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0005.733444, 000005,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0005.743439, 000005,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0005.753448, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0005.763443, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0005.773453, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0005.783447, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0005.793442, 000007,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0005.803452, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0005.813446, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0005.823502, 000008,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0005.833450, 000008,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0005.843445, 000008,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0005.853439, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0005.863449, 000007,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0005.873444, 000005,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0005.883438, 000006,    -0.004, 00.006, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0005.893448, 000009,    -0.004, 00.006, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0005.903442, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0005.913452, 000007,    -0.004, 00.006, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0005.923447, 000005,    -0.004, 00.006, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0005.933441, 000007,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0005.943451, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0005.953445, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0005.963440, 000007,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0005.973450, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0005.983444, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0005.993454, 000007,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.003448, 000007,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.013443, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.023438, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.033447, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.043442, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.053452, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.063446, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.073441, 000007,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.083450, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.093445, 000007,    -0.004, 00.006, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.103439, 000006,    -0.004, 00.006, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.113449, 000005,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.123444, 000006,    -0.004, 00.006, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.133453, 000006,    -0.004, 00.006, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.143448, 000005,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.153442, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.163452, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.173447, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.183441, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.193451, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.203445, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.213440, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.223450, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.233444, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.243439, 000007,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.253448, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.263443, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.273453, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.283447, 000005,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.293442, 000007,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.303452, 000006,    -0.004, 00.006, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.313446, 000006,    -0.004, 00.006, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.323441, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.333450, 000006,    -0.004, 00.006, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.343445, 000005,    -0.004, 00.006, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.353455, 000007,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.363449, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.373444, 000007,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.383453, 000007,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.393448, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.403442, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.413452, 000007,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.423447, 000007,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.433441, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.443451, 000007,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.453445, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.463440, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.473450, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.483444, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.493454, 000007,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.503448, 000005,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.513504, 000007,    -0.004, 00.006, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.523453, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.533447, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.543442, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.553452, 000007,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.563446, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.573441, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.583450, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.593445, 000007,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.603439, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.613449, 000005,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.623444, 000007,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.633453, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.643448, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.653442, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.663452, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.673447, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.683441, 000007,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.693451, 000007,    -0.004, 00.006, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.703445, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.713440, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.723450, 000006,    -0.004, 00.006, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.733444, 000005,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.743439, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.753448, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.763443, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.773453, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.783447, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.793442, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.803452, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.813446, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.823441, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.833450, 000005,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.843445, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.853439, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.863449, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.873444, 000007,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.883453, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.893448, 000007,    -0.004, 00.006, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.903442, 000006,    -0.004, 00.006, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.913452, 000007,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.923447, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.933441, 000006,    -0.004, 00.006, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.943451, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.953445, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.963440, 000007,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.973450, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.983444, 000007,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0006.993454, 000007,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0007.003448, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0007.013443, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0007.023438, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0007.033447, 000007,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0007.043442, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0007.053452, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0007.063446, 000005,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0007.073441, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0007.083450, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0007.093445, 000007,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0007.103455, 000005,    -0.004, 00.006, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0007.113449, 000006,    -0.004, 00.006, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0007.123444, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0007.133438, 000007,    -0.004, 00.006, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0007.143448, 000006,    -0.004, 00.006, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0007.153442, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0007.163452, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0007.173447, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0007.183441, 000005,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0007.193451, 000007,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0007.203445, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0007.213440, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0007.223450, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0007.233444, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0007.243439, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0007.253448, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0007.263443, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0007.273438, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0007.283447, 000006,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
 0007.293442, 000007,    -0.004, 00.008, 00.008, -1.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    00.000, 00.000, 00.000,    
