 Atime,       Adur,      Arx1,   Ary1,   Arz1,      Aax1,      Aay1,      Aaz1,         Acx1,    Acy1,    Acz1,   
 0001.195312, 000540,    008061, 000880, 000018,    008051.90, 000962.24, -00017.54,    -0.1172, -0.9813, 00.0147,    
 0001.196289, 000540,    008051, 000895, 000045,    008057.62, 000951.90, -00026.16,    -0.1159, -0.9820, 00.0137,    
 0001.197266, 000534,    008055, 000916, 000030,    008060.03, 000944.63, -00049.67,    -0.1151, -0.9823, 00.0109,    
 0001.198242, 000541,    008054, 000923, -00018,    008064.02, 000928.62, -00012.14,    -0.1131, -0.9828, 00.0154,    
 0001.199219, 000540,    008047, 000926, -00007,    008032.51, 000912.99, 000047.03,    -0.1112, -0.9790, 00.0225,    
 0001.200195, 000542,    008040, 000937, 000003,    008028.55, 000907.71, 000074.06,    -0.1106, -0.9785, 00.0257,    
 0001.201172, 000540,    008051, 000922, -00011,    008028.99, 000917.02, 000039.58,    -0.1117, -0.9785, 00.0216,    
 0001.202393, 000541,    008053, 000908, -00011,    008030.29, 000916.02, -00004.07,    -0.1116, -0.9787, 00.0163,    
 0001.203369, 000849,    008044, 000896, -00042,    008058.45, 000890.20, 000007.49,    -0.1084, -0.9821, 00.0177,    
 0001.204346, 000540,    008066, 000881, -00017,    008059.42, 000885.09, 000014.39,    -0.1078, -0.9822, 00.0186,    
 0001.205322, 000541,    008077, 000895, 000016,    008051.56, 000897.59, 000036.57,    -0.1093, -0.9813, 00.0212,    
 0001.206299, 000540,    008074, 000929, -00038,    008055.28, 000915.44, 000022.81,    -0.1115, -0.9817, 00.0196,    
 0001.207275, 000541,    008055, 000951, -00049,    008054.45, 000921.88, -00017.98,    -0.1123, -0.9816, 00.0147,    
 0001.208252, 000540,    008042, 000958, -00052,    008048.47, 000925.05, -00009.62,    -0.1127, -0.9809, 00.0157,    
 0001.209229, 000540,    008053, 000960, -00041,    008042.81, 000934.76, -00002.03,    -0.1139, -0.9802, 00.0166,    
 0001.210205, 000542,    008042, 000964, -00025,    008051.82, 000923.02, -00013.97,    -0.1124, -0.9813, 00.0151,    
 0001.211182, 000542,    008051, 000947, -00052,    008053.44, 000912.01, -00014.71,    -0.1111, -0.9815, 00.0151,    
 0001.212158, 000541,    008043, 000913, -00041,    008045.86, 000902.18, -00040.66,    -0.1099, -0.9806, 00.0119,    
 0001.213379, 000849,    008023, 000937, 000002,    008063.46, 000890.56, -00019.32,    -0.1085, -0.9827, 00.0145,    
 0001.214355, 000540,    008031, 000970, 000030,    008071.84, 000903.60, 000008.72,    -0.1101, -0.9838, 00.0179,    
 0001.215332, 000540,    008015, 000956, 000064,    008068.27, 000932.52, -00034.49,    -0.1136, -0.9833, 00.0127,    
 0001.216309, 000540,    008002, 000943, 000071,    008051.38, 000950.78, -00041.45,    -0.1158, -0.9813, 00.0118,    
 0001.217285, 000543,    008013, 000931, 000058,    008039.97, 000956.13, -00041.96,    -0.1165, -0.9799, 00.0118,    
 0001.218262, 000541,    008020, 000932, 000033,    008048.60, 000957.30, -00031.47,    -0.1166, -0.9809, 00.0130,    
 0001.219238, 000541,    008039, 000974, 000013,    008039.39, 000960.91, -00017.47,    -0.1170, -0.9798, 00.0147,    
 0001.220215, 000541,    008064, 001002, 000010,    008047.25, 000947.77, -00039.08,    -0.1154, -0.9808, 00.0121,    
 0001.221191, 000541,    008046, 000987, 000019,    008040.66, 000920.64, -00028.92,    -0.1121, -0.9800, 00.0134,    
 0001.222168, 000540,    008021, 000976, -00001,    008023.87, 000941.42, 000006.91,    -0.1147, -0.9779, 00.0177,    
 0001.223389, 000853,    008022, 000981, -00051,    008030.40, 000969.27, 000028.74,    -0.1181, -0.9787, 00.0203,    
 0001.224365, 000542,    008047, 000980, -00023,    008017.60, 000957.99, 000055.62,    -0.1167, -0.9771, 00.0235,    
 0001.225342, 000541,    008087, 000960, -00029,    008008.29, 000947.37, 000059.70,    -0.1154, -0.9760, 00.0240,    
 0001.226318, 000541,    008077, 000953, -00081,    008018.66, 000937.63, 000046.28,    -0.1142, -0.9773, 00.0224,    
 0001.227295, 000544,    008038, 000950, -00086,    008024.79, 000938.70, 000023.18,    -0.1143, -0.9780, 00.0196,    
 0001.228271, 000541,    008007, 000948, -00057,    008040.02, 000973.33, 000005.20,    -0.1186, -0.9799, 00.0175,    
 0001.229248, 000541,    008020, 000965, 000025,    008060.14, 000996.14, 000003.12,    -0.1213, -0.9823, 00.0172,    
 0001.230225, 000542,    008069, 000988, 000068,    008045.55, 000983.67, 000011.78,    -0.1198, -0.9806, 00.0182,    
 0001.231201, 000543,    008119, 000994, 000072,    008026.48, 000974.85, -00003.45,    -0.1187, -0.9782, 00.0164,    
 0001.232178, 000540,    008120, 000997, 000066,    008029.13, 000979.39, -00043.10,    -0.1193, -0.9786, 00.0116,    
 0001.233398, 000849,    008072, 000998, 000030,    008050.48, 000978.93, -00018.70,    -0.1192, -0.9812, 00.0146,    
 0001.234375, 000541,    008059, 000976, 000018,    008083.46, 000962.47, -00022.90,    -0.1172, -0.9852, 00.0141,    
 0001.235352, 000540,    008079, 000980, 000009,    008075.17, 000957.07, -00064.93,    -0.1166, -0.9842, 00.0090,    
 0001.236328, 000540,    008098, 001015, -00044,    008043.63, 000955.75, -00068.63,    -0.1164, -0.9803, 00.0086,    
 0001.237305, 000541,    008081, 001014, -00099,    008018.93, 000955.25, -00045.43,    -0.1164, -0.9773, 00.0114,    
 0001.238281, 000540,    008079, 000998, -00088,    008030.77, 000970.03, 000021.00,    -0.1182, -0.9788, 00.0194,    
 0001.239258, 000541,    008087, 000989, -00077,    008072.07, 000989.27, 000054.36,    -0.1205, -0.9838, 00.0234,    
 0001.240234, 000543,    008025, 001024, -00055,    008112.16, 000994.87, 000055.49,    -0.1212, -0.9887, 00.0235,    
 0001.241211, 000540,    008017, 001003, -00014,    008111.12, 000997.49, 000049.21,    -0.1215, -0.9886, 00.0227,    
 0001.242188, 000540,    008041, 001023, -00013,    008070.37, 000998.81, 000018.46,    -0.1217, -0.9836, 00.0190,    
 0001.243164, 000853,    008056, 001041, -00034,    008059.42, 000981.59, 000007.58,    -0.1196, -0.9822, 00.0177,    
 0001.244385, 000542,    008064, 001035, -00020,    008075.92, 000985.92, -00000.34,    -0.1201, -0.9843, 00.0168,    
 0001.245361, 000540,    008067, 001040, -00013,    008091.33, 001015.70, -00044.07,    -0.1237, -0.9861, 00.0115,    
 0001.246338, 000540,    008090, 001043, -00050,    008077.36, 001015.41, -00089.30,    -0.1237, -0.9844, 00.0061,    
 0001.247314, 000540,    008095, 001016, -00060,    008076.06, 001002.30, -00079.70,    -0.1221, -0.9843, 00.0072,    
 0001.248291, 000540,    008049, 001003, -00061,    008082.09, 000994.93, -00070.31,    -0.1212, -0.9850, 00.0084,    
 0001.249268, 000541,    008056, 000995, -00043,    008030.72, 001023.64, -00051.73,    -0.1247, -0.9787, 00.0106,    
 0001.250244, 000541,    008072, 000997, -00020,    008024.97, 001005.89, -00017.47,    -0.1225, -0.9780, 00.0147,    
 0001.251221, 000543,    008047, 001018, -00027,    008045.09, 001022.54, -00016.84,    -0.1245, -0.9805, 00.0148,    
 0001.252197, 000540,    008050, 001015, -00022,    008057.49, 001037.15, -00034.17,    -0.1263, -0.9820, 00.0127,    
 0001.253174, 000853,    008036, 001015, -00030,    008063.63, 001031.80, -00022.60,    -0.1257, -0.9828, 00.0141,    
 0001.254395, 000541,    007992, 001047, -00022,    008064.69, 001036.20, -00016.85,    -0.1262, -0.9829, 00.0148,    
 0001.255371, 000541,    007997, 001037, -00009,    008082.23, 001038.67, -00047.05,    -0.1265, -0.9850, 00.0112,    
 0001.256348, 000541,    008016, 001003, 000006,    008085.03, 001015.83, -00054.21,    -0.1237, -0.9854, 00.0103,    
 0001.257324, 000541,    008015, 001001, 000025,    008045.92, 001004.87, -00053.48,    -0.1224, -0.9806, 00.0104,    
 0001.258301, 000541,    008034, 001010, -00010,    008051.43, 000998.41, -00037.86,    -0.1216, -0.9813, 00.0123,    
 0001.259277, 000541,    008059, 001007, -00012,    008064.71, 001000.22, -00018.48,    -0.1218, -0.9829, 00.0146,    
 0001.260254, 000542,    008062, 001008, 000003,    008044.14, 001017.60, -00023.81,    -0.1239, -0.9804, 00.0140,    
 0001.261230, 000544,    008052, 001007, -00029,    008046.76, 001014.93, -00019.81,    -0.1236, -0.9807, 00.0144,    
 0001.262207, 000541,    008072, 001016, -00066,    008035.77, 001014.95, -00027.27,    -0.1236, -0.9794, 00.0135,    
 0001.263184, 000854,    008088, 001025, -00110,    008000.70, 001041.40, -00022.33,    -0.1268, -0.9751, 00.0141,    
 0001.264160, 000543,    008081, 000980, -00115,    008006.37, 001031.99, -00013.49,    -0.1257, -0.9758, 00.0152,    
 0001.265381, 000541,    008099, 000955, -00066,    008023.78, 001002.59, -00002.21,    -0.1221, -0.9779, 00.0166,    
 0001.266357, 000540,    008106, 000963, -00022,    008024.57, 001000.17, 000012.99,    -0.1218, -0.9780, 00.0184,    
 0001.267334, 000540,    008088, 000970, 000003,    008041.40, 001006.96, -00015.92,    -0.1227, -0.9800, 00.0149,    
 0001.268311, 000540,    008088, 000994, -00007,    008062.82, 001004.25, -00017.39,    -0.1223, -0.9827, 00.0147,    
 0001.269287, 000540,    008061, 001006, -00023,    008065.25, 001005.10, -00005.19,    -0.1224, -0.9830, 00.0162,    
 0001.270264, 000541,    008021, 001002, -00029,    008056.18, 001004.22, -00031.91,    -0.1223, -0.9819, 00.0130,    
 0001.271240, 000542,    008056, 000993, 000007,    008072.58, 001011.38, -00061.50,    -0.1232, -0.9839, 00.0094,    
 0001.272217, 000540,    008091, 000980, 000046,    008086.07, 001018.15, -00095.49,    -0.1240, -0.9855, 00.0054,    
 0001.273193, 000850,    008069, 000973, 000010,    008079.99, 000980.35, -00097.52,    -0.1194, -0.9848, 00.0051,    
 0001.274170, 000541,    008060, 000963, 000007,    008094.36, 000959.50, -00055.27,    -0.1169, -0.9865, 00.0102,    
 0001.275391, 000540,    008047, 000976, 000023,    008099.18, 000966.39, -00017.64,    -0.1177, -0.9871, 00.0147,    
 0001.276367, 000540,    008016, 000996, 000021,    008082.78, 000972.71, 000003.62,    -0.1185, -0.9851, 00.0173,    
 0001.277344, 000540,    008043, 001011, -00005,    008082.00, 000993.15, -00004.75,    -0.1210, -0.9850, 00.0163,    
 0001.278320, 000534,    008058, 001032, -00034,    008059.38, 001003.76, -00018.45,    -0.1223, -0.9822, 00.0146,    
 0001.279297, 000540,    008033, 001040, -00053,    008026.05, 001001.19, -00024.05,    -0.1219, -0.9782, 00.0139,    
 0001.280273, 000541,    008053, 001042, -00047,    008055.29, 000994.60, 000005.03,    -0.1211, -0.9817, 00.0174,    
 0001.281250, 000541,    008086, 001043, -00010,    008084.60, 000984.89, 000036.73,    -0.1200, -0.9853, 00.0212,    
 0001.282227, 000541,    008090, 001042, -00043,    008066.66, 000980.26, 000005.64,    -0.1194, -0.9831, 00.0175,    
 0001.283203, 000853,    008082, 001066, -00077,    008059.58, 000973.74, 000001.56,    -0.1186, -0.9823, 00.0170,    
 0001.284180, 000541,    008088, 001062, -00047,    008049.47, 000986.14, 000013.73,    -0.1201, -0.9810, 00.0185,    
 0001.285400, 000541,    008083, 001042, -00040,    008024.70, 001003.64, 000011.04,    -0.1222, -0.9780, 00.0182,    
 0001.286377, 000541,    008078, 001034, -00043,    008047.89, 001016.54, -00011.35,    -0.1238, -0.9808, 00.0155,    
 0001.287354, 000541,    008085, 001013, -00036,    008060.93, 001033.70, -00035.63,    -0.1259, -0.9824, 00.0125,    
 0001.288330, 000540,    008056, 001005, -00073,    008040.32, 001039.70, -00051.95,    -0.1266, -0.9799, 00.0106,    
 0001.289307, 000540,    008040, 000986, -00087,    008056.72, 001040.29, -00047.71,    -0.1267, -0.9819, 00.0111,    
 0001.290283, 000542,    008038, 000968, -00043,    008083.43, 001039.69, -00017.27,    -0.1266, -0.9852, 00.0148,    
 0001.291260, 000541,    008023, 000978, -00031,    008085.52, 001037.66, -00044.61,    -0.1264, -0.9854, 00.0115,    
 0001.292236, 000541,    008015, 000985, -00036,    008077.58, 001056.31, -00072.33,    -0.1287, -0.9845, 00.0081,    
 0001.293213, 000849,    008033, 000973, -00040,    008081.62, 001051.40, -00047.09,    -0.1281, -0.9850, 00.0112,    
 0001.294189, 000540,    008056, 000968, -00030,    008077.02, 001033.36, -00041.01,    -0.1259, -0.9844, 00.0119,    
 0001.295166, 000541,    008030, 000971, -00023,    008072.00, 001025.57, -00043.12,    -0.1249, -0.9838, 00.0116,    
 0001.296387, 000542,    008036, 000961, -00035,    008077.03, 001007.08, -00037.21,    -0.1227, -0.9844, 00.0124,    
 0001.297363, 000542,    008066, 000963, 000008,    008053.03, 000999.65, -00066.68,    -0.1218, -0.9815, 00.0088,    
 0001.298340, 000542,    008052, 000964, 000053,    008039.88, 000983.37, -00075.82,    -0.1198, -0.9799, 00.0077,    
 0001.299316, 000541,    008043, 000960, 000070,    008038.30, 000968.14, -00036.86,    -0.1179, -0.9797, 00.0124,    
 0001.300293, 000541,    008053, 000964, 000072,    008026.28, 000976.26, -00024.89,    -0.1189, -0.9782, 00.0138,    
 0001.301270, 000541,    008036, 000941, 000063,    008019.91, 000981.31, -00027.26,    -0.1195, -0.9774, 00.0136,    
 0001.302246, 000541,    008034, 000922, 000047,    008034.96, 000970.31, -00029.09,    -0.1182, -0.9793, 00.0133,    
 0001.303223, 000850,    008059, 000941, 000012,    008054.29, 000965.63, -00020.08,    -0.1176, -0.9816, 00.0144,    
 0001.304199, 000541,    008110, 000938, -00056,    008034.06, 000967.55, -00015.04,    -0.1179, -0.9792, 00.0150,    
 0001.305176, 000542,    008151, 000931, -00082,    008041.27, 000958.63, -00026.20,    -0.1168, -0.9800, 00.0137,    
 0001.306396, 000541,    008111, 000945, -00054,    008067.25, 000960.00, 000008.53,    -0.1169, -0.9832, 00.0179,    
 0001.307373, 000541,    008085, 000963, -00050,    008056.11, 000960.88, 000044.30,    -0.1170, -0.9818, 00.0222,    
 0001.308350, 000540,    008111, 000972, -00049,    008049.81, 000957.82, 000056.42,    -0.1167, -0.9811, 00.0236,    
 0001.309326, 000541,    008112, 000985, -00083,    008059.23, 000961.63, 000055.32,    -0.1171, -0.9822, 00.0235,    
 0001.310303, 000542,    008067, 000986, -00074,    008045.44, 000943.24, 000045.40,    -0.1149, -0.9805, 00.0223,    
 0001.311279, 000541,    008040, 000971, 000020,    008043.69, 000928.20, 000031.78,    -0.1131, -0.9803, 00.0206,    
 0001.312256, 000542,    008024, 000965, 000076,    008063.81, 000944.51, 000003.93,    -0.1150, -0.9828, 00.0173,    
 0001.313232, 000849,    008009, 000958, 000081,    008104.57, 000942.31, -00050.34,    -0.1148, -0.9878, 00.0108,    
 0001.314209, 000541,    008010, 000972, 000052,    008136.35, 000937.15, -00069.66,    -0.1141, -0.9916, 00.0085,    
 0001.315186, 000540,    008022, 000953, 000044,    008101.30, 000948.95, -00044.46,    -0.1156, -0.9874, 00.0115,    
 0001.316162, 000541,    008026, 000924, 000044,    008078.49, 000963.23, -00039.45,    -0.1173, -0.9846, 00.0121,    
 0001.317383, 000540,    007998, 000935, 000021,    008098.24, 000970.05, -00037.44,    -0.1182, -0.9870, 00.0123,    
 0001.318359, 000542,    007995, 000966, 000034,    008097.04, 000980.64, -00063.93,    -0.1194, -0.9868, 00.0091,    
 0001.319336, 000541,    008044, 000968, 000053,    008059.08, 000981.21, -00054.26,    -0.1195, -0.9822, 00.0103,    
 0001.320312, 000541,    008069, 000964, 000061,    008037.13, 000968.57, 000025.12,    -0.1180, -0.9795, 00.0198,    
 0001.321289, 000541,    008059, 000976, 000032,    008024.43, 000963.79, 000071.19,    -0.1174, -0.9780, 00.0254,    
 0001.322266, 000541,    008055, 000970, 000012,    008012.73, 000958.17, 000074.13,    -0.1167, -0.9766, 00.0257,    
 0001.323242, 000849,    008064, 000950, 000022,    008014.55, 000969.50, 000049.32,    -0.1181, -0.9768, 00.0228,    
 0001.324219, 000541,    008082, 000932, -00003,    008025.72, 000953.18, 000041.73,    -0.1161, -0.9781, 00.0218,    
 0001.325195, 000542,    008102, 000954, -00026,    008030.50, 000929.40, 000040.40,    -0.1132, -0.9787, 00.0217,    
 0001.326172, 000540,    008108, 000941, -00018,    008009.05, 000938.65, 000020.39,    -0.1143, -0.9761, 00.0193,    
 0001.327393, 000541,    008092, 000912, -00026,    008008.21, 000963.56, 000030.15,    -0.1174, -0.9760, 00.0205,    
 0001.328369, 000541,    008082, 000917, -00047,    008049.86, 000964.29, 000044.22,    -0.1175, -0.9811, 00.0221,    
 0001.329346, 000540,    008074, 000919, -00044,    008070.84, 000960.12, 000049.05,    -0.1169, -0.9836, 00.0227,    
 0001.330322, 000541,    008073, 000914, 000006,    008062.68, 000969.06, 000024.42,    -0.1180, -0.9826, 00.0198,    
 0001.331299, 000541,    008074, 000915, 000015,    008059.62, 000963.08, 000007.83,    -0.1173, -0.9823, 00.0178,    
 0001.332275, 000543,    008064, 000926, -00090,    008067.09, 000945.94, 000014.11,    -0.1152, -0.9832, 00.0185,    
 0001.333252, 000854,    008069, 000922, -00099,    008081.89, 000930.71, -00008.61,    -0.1134, -0.9850, 00.0158,    
 0001.334229, 000540,    008064, 000936, -00021,    008097.95, 000948.86, -00027.73,    -0.1156, -0.9869, 00.0135,    
 0001.335205, 000541,    008058, 000972, -00009,    008102.08, 000938.65, -00020.80,    -0.1143, -0.9874, 00.0143,    
 0001.336182, 000541,    008047, 000973, -00047,    008087.88, 000915.53, -00027.87,    -0.1115, -0.9857, 00.0135,    
 0001.337158, 000540,    008054, 000948, -00069,    008079.01, 000920.27, -00045.91,    -0.1121, -0.9846, 00.0113,    
 0001.338379, 000540,    008096, 000953, -00043,    008072.78, 000922.55, -00043.39,    -0.1124, -0.9839, 00.0116,    
 0001.339355, 000541,    008106, 000980, -00029,    008072.61, 000919.58, -00002.09,    -0.1120, -0.9839, 00.0166,    
 0001.340332, 000542,    008077, 000992, -00050,    008073.52, 000921.82, 000004.36,    -0.1123, -0.9840, 00.0174,    
 0001.341309, 000540,    008064, 000959, -00060,    008065.13, 000931.57, -00083.04,    -0.1135, -0.9829, 00.0068,    
 0001.342285, 000541,    008078, 000924, -00060,    008069.48, 000928.14, -00089.97,    -0.1130, -0.9835, 00.0060,    
 0001.343262, 000849,    008075, 000941, -00053,    008065.49, 000939.88, -00025.26,    -0.1145, -0.9830, 00.0138,    
 0001.344238, 000541,    008067, 000961, -00032,    008060.60, 000969.82, -00015.55,    -0.1181, -0.9824, 00.0150,    
 0001.345215, 000542,    008069, 000957, -00035,    008051.74, 000970.39, -00047.10,    -0.1182, -0.9813, 00.0112,    
 0001.346191, 000540,    008074, 000945, 000020,    008057.92, 000949.39, -00063.84,    -0.1156, -0.9821, 00.0092,    
