 Gtime,       Gdur,    Gperc, G,        Grx1,   Gry1,   Grz1,           Gax1,   Gay1,   Gaz1        
 0006.235916, 000988,  0.099, _,    -00035, 000075, -00038,    -00033.78, 000074.20, -00037.83,    
 0006.245926, 000993,  0.099, _,    -00039, 000067, -00037,    -00035.20, 000072.77, -00037.64,    
 0006.255920, 001002,  0.100, _,    -00038, 000067, -00032,    -00035.72, 000071.17, -00036.56,    
 0006.265930, 000989,  0.099, _,    -00035, 000080, -00034,    -00035.77, 000073.00, -00035.77,    
 0006.275925, 000989,  0.099, _,    -00039, 000079, -00034,    -00036.20, 000074.52, -00035.50,    
 0006.285919, 000990,  0.099, _,    -00032, 000075, -00045,    -00035.67, 000074.53, -00037.25,    
 0006.295929, 000987,  0.099, _,    -00033, 000082, -00025,    -00034.67, 000076.09, -00035.30,    
 0006.305923, 000986,  0.099, _,    -00036, 000076, -00026,    -00035.25, 000076.36, -00032.48,    
 0006.315918, 000987,  0.099, _,    -00036, 000076, -00036,    -00035.25, 000076.08, -00033.53,    
 0006.325928, 000988,  0.099, _,    -00039, 000072, -00036,    -00036.20, 000075.45, -00033.77,    
 0006.335922, 000989,  0.099, _,    -00036, 000082, -00033,    -00036.25, 000076.55, -00033.78,    
 0006.345917, 000988,  0.099, _,    -00031, 000074, -00039,    -00035.14, 000076.56, -00034.55,    
 0006.355927, 000988,  0.099, _,    -00038, 000077, -00042,    -00035.58, 000076.22, -00036.41,    
 0006.365921, 000987,  0.099, _,    -00033, 000078, -00039,    -00035.25, 000077.06, -00036.97,    
 0006.375931, 000991,  0.099, _,    -00036, 000069, -00033,    -00035.06, 000075.28, -00036.30,    
 0006.385925, 000986,  0.099, _,    -00039, 000080, -00036,    -00036.12, 000076.11, -00035.97,    
 0006.395920, 000988,  0.099, _,    -00042, 000080, -00039,    -00037.25, 000077.09, -00036.83,    
 0006.405930, 000986,  0.099, _,    -00035, 000081, -00030,    -00037.12, 000077.84, -00035.39,    
 0006.415924, 000988,  0.099, _,    -00032, 000066, -00034,    -00035.83, 000075.61, -00034.92,    
 0006.425919, 000993,  0.099, _,    -00035, 000077, -00042,    -00035.69, 000075.27, -00036.62,    
 0006.435928, 000988,  0.099, _,    -00032, 000073, -00038,    -00034.88, 000075.36, -00037.09,    
 0006.445923, 000987,  0.099, _,    -00038, 000081, -00036,    -00035.39, 000076.00, -00036.81,    
 0006.455917, 000988,  0.099, _,    -00041, 000069, -00039,    -00036.69, 000075.16, -00037.27,    
 0006.465927, 000987,  0.099, _,    -00029, 000075, -00040,    -00035.27, 000074.30, -00037.89,    
 0006.475922, 000988,  0.099, _,    -00031, 000072, -00036,    -00034.05, 000074.52, -00037.53,    
 0006.485916, 000985,  0.099, _,    -00037, 000070, -00033,    -00034.75, 000072.94, -00036.47,    
 0006.495926, 000987,  0.099, _,    -00031, 000078, -00034,    -00033.98, 000074.28, -00035.89,    
 0006.505920, 000989,  0.099, _,    -00040, 000073, -00032,    -00034.97, 000073.88, -00035.12,    
 0006.515930, 000987,  0.099, _,    -00036, 000072, -00039,    -00035.47, 000073.45, -00035.75,    
 0006.525925, 000990,  0.099, _,    -00034, 000076, -00036,    -00034.92, 000073.83, -00036.08,    
 0006.535919, 000989,  0.099, _,    -00037, 000074, -00029,    -00035.56, 000074.08, -00034.47,    
 0006.545929, 000986,  0.099, _,    -00037, 000077, -00032,    -00035.80, 000074.53, -00033.78,    
 0006.555923, 000987,  0.099, _,    -00043, 000067, -00035,    -00037.36, 000073.20, -00033.97,    
 0006.565933, 000988,  0.099, _,    -00029, 000077, -00033,    -00035.89, 000073.45, -00033.78,    
 0006.575928, 000989,  0.099, _,    -00032, 000080, -00030,    -00034.56, 000075.33, -00032.86,    
 0006.585922, 000988,  0.099, _,    -00032, 000079, -00037,    -00034.34, 000075.97, -00033.53,    
 0006.595917, 000986,  0.099, _,    -00038, 000071, -00032,    -00034.86, 000075.22, -00033.44,    
 0006.605927, 000988,  0.099, _,    -00035, 000075, -00029,    -00035.22, 000074.84, -00032.31,    
 0006.615921, 000987,  0.099, _,    -00037, 000080, -00023,    -00035.30, 000076.20, -00030.39,    
 0006.625931, 000992,  0.099, _,    -00029, 000073, -00042,    -00034.31, 000075.53, -00032.33,    
 0006.635925, 000990,  0.099, _,    -00031, 000078, -00038,    -00033.12, 000075.97, -00034.20,    
 0006.645920, 000988,  0.099, _,    -00041, 000080, -00038,    -00034.98, 000076.94, -00034.55,    
 0006.655930, 000993,  0.099, _,    -00042, 000080, -00034,    -00036.42, 000077.67, -00034.94,    
 0006.665924, 000993,  0.099, _,    -00031, 000072, -00041,    -00035.53, 000076.64, -00035.83,    
 0006.675919, 000990,  0.099, _,    -00031, 000077, -00030,    -00034.17, 000076.47, -00035.25,    
 0006.685928, 000988,  0.099, _,    -00031, 000074, -00035,    -00033.72, 000076.23, -00034.52,    
 0006.695923, 000989,  0.099, _,    -00034, 000074, -00038,    -00033.59, 000075.45, -00035.78,    
 0006.705917, 000989,  0.099, _,    -00037, 000077, -00040,    -00034.45, 000075.89, -00036.38,    
 0006.715927, 000988,  0.099, _,    -00045, 000075, -00037,    -00036.52, 000075.66, -00037.00,    
 0006.725922, 000987,  0.099, _,    -00033, 000073, -00034,    -00036.27, 000075.19, -00036.16,    
 0006.735916, 000989,  0.099, _,    -00041, 000078, -00037,    -00036.80, 000075.58, -00036.58,    
 0006.745926, 000988,  0.099, _,    -00041, 000082, -00030,    -00038.27, 000077.09, -00035.16,    
 0006.755920, 000987,  0.099, _,    -00044, 000074, -00032,    -00039.20, 000076.53, -00034.25,    
 0006.765930, 000988,  0.099, _,    -00040, 000074, -00032,    -00039.81, 000075.80, -00033.78,    
 0006.775925, 000987,  0.099, _,    -00037, 000082, -00035,    -00038.89, 000077.06, -00033.91,    
 0006.785919, 000988,  0.099, _,    -00033, 000076, -00044,    -00037.97, 000077.11, -00036.06,    
 0006.795929, 000988,  0.099, _,    -00025, 000084, -00032,    -00035.09, 000078.33, -00035.53,    
 0006.805923, 000988,  0.099, _,    -00038, 000077, -00029,    -00035.50, 000078.50, -00033.84,    
 0006.815918, 000987,  0.099, _,    -00036, 000070, -00028,    -00035.88, 000076.45, -00032.64,    
 0006.825928, 000994,  0.099, _,    -00034, 000072, -00040,    -00035.28, 000075.56, -00033.81,    
 0006.835922, 000989,  0.099, _,    -00041, 000068, -00032,    -00036.44, 000073.86, -00033.88,    
 0006.845917, 000988,  0.099, _,    -00032, 000075, -00034,    -00035.69, 000073.91, -00033.42,    
 0006.855927, 000989,  0.099, _,    -00035, 000077, -00029,    -00035.22, 000074.67, -00032.88,    
 0006.865921, 000988,  0.099, _,    -00044, 000067, -00035,    -00037.09, 000073.02, -00032.89,    
 0006.875916, 000988,  0.099, _,    -00036, 000077, -00035,    -00036.97, 000073.52, -00033.81,    
 0006.885925, 000987,  0.099, _,    -00031, 000075, -00031,    -00035.53, 000074.20, -00032.89,    
 0006.895920, 000987,  0.099, _,    -00038, 000072, -00035,    -00035.98, 000073.39, -00033.42,    
 0006.905930, 000988,  0.099, _,    -00030, 000076, -00031,    -00034.95, 000073.97, -00032.83,    
 0006.915924, 000987,  0.099, _,    -00041, 000077, -00032,    -00035.94, 000074.50, -00032.61,    
 0006.925919, 000988,  0.099, _,    -00031, 000081, -00032,    -00035.44, 000075.91, -00032.53,    
 0006.935928, 000987,  0.099, _,    -00036, 000073, -00035,    -00034.89, 000075.58, -00033.02,    
 0006.945923, 000987,  0.099, _,    -00035, 000079, -00036,    -00035.48, 000076.05, -00033.70,    
 0006.955917, 000986,  0.099, _,    -00025, 000074, -00033,    -00032.89, 000076.05, -00033.58,    
 0006.965927, 000987,  0.099, _,    -00037, 000068, -00026,    -00033.61, 000074.12, -00032.02,    
 0006.975922, 000987,  0.099, _,    -00035, 000079, -00033,    -00034.09, 000075.03, -00031.95,    
 0006.985916, 000986,  0.099, _,    -00036, 000078, -00034,    -00034.27, 000075.92, -00032.62,    
 0006.995926, 000987,  0.099, _,    -00032, 000075, -00039,    -00033.94, 000075.70, -00033.73,    
 0007.005920, 000986,  0.099, _,    -00045, 000078, -00037,    -00036.00, 000076.17, -00034.78,    
 0007.015930, 000987,  0.099, _,    -00047, 000069, -00034,    -00038.83, 000074.84, -00034.47,    
 0007.025925, 000993,  0.099, _,    -00037, 000074, -00037,    -00038.48, 000074.31, -00035.14,    
 0007.035919, 000988,  0.099, _,    -00045, 000076, -00034,    -00039.77, 000074.88, -00034.97,    
 0007.045929, 000988,  0.099, _,    -00031, 000071, -00031,    -00038.33, 000073.86, -00034.11,    
 0007.055923, 000987,  0.099, _,    -00030, 000076, -00034,    -00036.20, 000074.25, -00033.97,    
 0007.065933, 000989,  0.099, _,    -00040, 000069, -00027,    -00037.08, 000073.30, -00032.64,    
 0007.075928, 000999,  0.100, _,    -00037, 000072, -00036,    -00037.23, 000072.70, -00033.00,    
 0007.085922, 000989,  0.099, _,    -00039, 000080, -00030,    -00037.58, 000074.42, -00032.86,    
 0007.095917, 000988,  0.099, _,    -00039, 000089, -00042,    -00038.02, 000077.45, -00034.27,    
 0007.105927, 000987,  0.099, _,    -00030, 000085, -00036,    -00036.38, 000079.42, -00035.31,    
 0007.115921, 000988,  0.099, _,    -00029, 000073, -00030,    -00034.61, 000078.11, -00033.70,    
 0007.125916, 000992,  0.099, _,    -00034, 000079, -00027,    -00034.33, 000078.12, -00032.48,    
 0007.135925, 000988,  0.099, _,    -00040, 000074, -00037,    -00035.30, 000077.58, -00032.97,    
 0007.145920, 000986,  0.099, _,    -00031, 000078, -00029,    -00034.62, 000077.42, -00032.64,    
 0007.155930, 000986,  0.099, _,    -00036, 000074, -00033,    -00034.48, 000076.97, -00032.11,    
 0007.165924, 000987,  0.099, _,    -00039, 000079, -00044,    -00035.73, 000077.12, -00035.02,    
 0007.175919, 000986,  0.099, _,    -00026, 000078, -00036,    -00033.77, 000077.73, -00035.33,    
 0007.185928, 000986,  0.099, _,    -00035, 000073, -00030,    -00033.61, 000076.61, -00034.33,    
 0007.195923, 000987,  0.099, _,    -00032, 000074, -00037,    -00033.50, 000076.11, -00034.64,    
 0007.205917, 000988,  0.099, _,    -00035, 000074, -00039,    -00033.47, 000075.48, -00035.80,    
 0007.215927, 000988,  0.099, _,    -00035, 000078, -00032,    -00034.05, 000075.89, -00034.98,    
 0007.225922, 000996,  0.100, _,    -00041, 000076, -00040,    -00035.30, 000075.88, -00035.84,    
 0007.235931, 000989,  0.099, _,    -00031, 000083, -00030,    -00034.91, 000077.28, -00035.02,    
 0007.245926, 000990,  0.099, _,    -00027, 000079, -00030,    -00032.83, 000077.95, -00033.66,    
 0007.255920, 000989,  0.099, _,    -00032, 000080, -00037,    -00032.67, 000078.22, -00034.52,    
 0007.265930, 000988,  0.099, _,    -00038, 000074, -00039,    -00033.62, 000077.61, -00035.39,    
 0007.275925, 000990,  0.099, _,    -00036, 000070, -00038,    -00034.42, 000075.72, -00036.16,    
 0007.285919, 000987,  0.099, _,    -00041, 000075, -00036,    -00035.53, 000075.56, -00036.00,    
 0007.295929, 000988,  0.099, _,    -00029, 000080, -00040,    -00034.69, 000076.41, -00036.84,    
 0007.305923, 000988,  0.099, _,    -00040, 000078, -00037,    -00035.25, 000076.97, -00037.08,    
 0007.315918, 000987,  0.099, _,    -00034, 000079, -00037,    -00035.67, 000077.31, -00036.98,    
 0007.325928, 000991,  0.099, _,    -00030, 000074, -00036,    -00033.92, 000076.84, -00036.80,    
 0007.335922, 000989,  0.099, _,    -00037, 000082, -00029,    -00034.77, 000077.62, -00035.19,    
 0007.345917, 000988,  0.099, _,    -00034, 000069, -00034,    -00034.52, 000076.28, -00034.72,    
 0007.355927, 000988,  0.099, _,    -00045, 000080, -00031,    -00036.72, 000076.28, -00034.12,    
 0007.365921, 000988,  0.099, _,    -00039, 000076, -00036,    -00037.67, 000076.86, -00034.30,    
 0007.375931, 000992,  0.099, _,    -00039, 000083, -00030,    -00037.77, 000077.56, -00033.66,    
 0007.385925, 000989,  0.099, _,    -00030, 000082, -00032,    -00036.42, 000079.19, -00032.88,    
 0007.395920, 000987,  0.099, _,    -00045, 000077, -00044,    -00037.70, 000078.45, -00035.31,    
 0007.405930, 000987,  0.099, _,    -00032, 000077, -00035,    -00037.23, 000078.42, -00035.47,    
 0007.415924, 000989,  0.099, _,    -00036, 000070, -00033,    -00036.23, 000076.47, -00034.70,    
 0007.425919, 000994,  0.099, _,    -00030, 000077, -00036,    -00035.58, 000076.42, -00034.98,    
 0007.435928, 000990,  0.099, _,    -00034, 000081, -00032,    -00034.53, 000077.44, -00034.39,    
 0007.445923, 000987,  0.099, _,    -00037, 000076, -00037,    -00035.66, 000077.27, -00034.80,    
 0007.455917, 000988,  0.099, _,    -00030, 000071, -00035,    -00034.11, 000075.84, -00035.08,    
 0007.465927, 000987,  0.099, _,    -00030, 000075, -00036,    -00033.30, 000075.58, -00035.12,    
 0007.475922, 000993,  0.099, _,    -00036, 000074, -00031,    -00033.53, 000075.33, -00034.52,    
 0007.485916, 000999,  0.100, _,    -00037, 000079, -00031,    -00034.45, 000075.88, -00033.53,    
 0007.495926, 000990,  0.099, _,    -00036, 000073, -00038,    -00034.61, 000075.47, -00034.52,    
 0007.505920, 000987,  0.099, _,    -00036, 000068, -00037,    -00035.03, 000073.53, -00035.16,    
 0007.515930, 000988,  0.099, _,    -00033, 000073, -00031,    -00034.50, 000073.41, -00034.23,    
 0007.525925, 000988,  0.099, _,    -00031, 000072, -00029,    -00033.77, 000073.08, -00032.97,    
 0007.535919, 000987,  0.099, _,    -00042, 000076, -00040,    -00035.34, 000073.61, -00034.36,    
 0007.545929, 000987,  0.099, _,    -00039, 000075, -00038,    -00036.48, 000074.00, -00035.41,    
 0007.555923, 000988,  0.099, _,    -00040, 000077, -00032,    -00037.09, 000074.47, -00034.61,    
 0007.565918, 000986,  0.099, _,    -00038, 000077, -00035,    -00037.56, 000075.16, -00034.61,    
 0007.575928, 000988,  0.099, _,    -00035, 000069, -00034,    -00036.95, 000073.91, -00034.55,    
 0007.585922, 000988,  0.099, _,    -00035, 000070, -00044,    -00036.69, 000072.88, -00036.44,    
 0007.595917, 000988,  0.099, _,    -00035, 000075, -00040,    -00036.23, 000073.30, -00037.59,    
 0007.605927, 000988,  0.099, _,    -00039, 000081, -00041,    -00036.80, 000074.91, -00038.14,    
 0007.615921, 000988,  0.099, _,    -00034, 000076, -00033,    -00036.34, 000075.38, -00037.42,    
 0007.625931, 000996,  0.100, _,    -00031, 000076, -00037,    -00035.11, 000075.44, -00036.95,    
 0007.635925, 000989,  0.099, _,    -00038, 000077, -00040,    -00035.64, 000075.94, -00037.95,    
 0007.645920, 000989,  0.099, _,    -00033, 000075, -00034,    -00035.31, 000075.75, -00037.08,    
 0007.655930, 000988,  0.099, _,    -00041, 000073, -00035,    -00036.16, 000075.19, -00036.61,    
 0007.665924, 000986,  0.099, _,    -00032, 000069, -00032,    -00035.66, 000073.78, -00035.61,    
 0007.675919, 000989,  0.099, _,    -00036, 000077, -00032,    -00035.20, 000074.28, -00034.81,    
 0007.685928, 000986,  0.099, _,    -00039, 000078, -00038,    -00036.36, 000075.28, -00035.41,    
 0007.695923, 000986,  0.099, _,    -00031, 000070, -00039,    -00035.11, 000074.22, -00036.27,    
 0007.705917, 000988,  0.099, _,    -00036, 000070, -00027,    -00035.20, 000073.22, -00034.31,    
 0007.715927, 000988,  0.099, _,    -00038, 000077, -00032,    -00035.86, 000073.94, -00033.41,    
 0007.725922, 000987,  0.099, _,    -00032, 000073, -00044,    -00035.11, 000073.86, -00035.70,    
 0007.735916, 000989,  0.099, _,    -00030, 000083, -00036,    -00033.89, 000075.48, -00036.00,    
 0007.745926, 000987,  0.099, _,    -00031, 000084, -00036,    -00033.28, 000077.69, -00035.81,    
 0007.755920, 000988,  0.099, _,    -00039, 000077, -00040,    -00034.31, 000077.50, -00036.73,    
 0007.765930, 000991,  0.099, _,    -00043, 000082, -00037,    -00036.38, 000078.52, -00036.91,    
 0007.775925, 000988,  0.099, _,    -00042, 000070, -00036,    -00037.58, 000076.98, -00036.75,    
 0007.785919, 000988,  0.099, _,    -00036, 000076, -00029,    -00037.41, 000076.41, -00035.17,    
 0007.795929, 000988,  0.099, _,    -00035, 000085, -00032,    -00036.83, 000078.50, -00034.25,    
 0007.805923, 000987,  0.099, _,    -00038, 000079, -00046,    -00037.08, 000078.69, -00036.77,    
 0007.815933, 001003,  0.100, _,    -00038, 000078, -00034,    -00037.33, 000078.61, -00036.56,    
 0007.825928, 000996,  0.100, _,    -00038, 000069, -00034,    -00037.50, 000076.78, -00035.69,    
 0007.835922, 000992,  0.099, _,    -00042, 000071, -00035,    -00038.44, 000075.23, -00035.83,    
 0007.845917, 000988,  0.099, _,    -00032, 000080, -00034,    -00037.41, 000076.28, -00035.19,    
 0007.855927, 000987,  0.099, _,    -00031, 000075, -00039,    -00035.81, 000076.06, -00036.03,    
 0007.865921, 000988,  0.099, _,    -00036, 000083, -00034,    -00035.94, 000077.19, -00035.66,    
 0007.875916, 000988,  0.099, _,    -00032, 000075, -00026,    -00035.05, 000077.17, -00033.50,    
 0007.885925, 000993,  0.099, _,    -00033, 000074, -00035,    -00034.42, 000076.11, -00033.55,    
 0007.895920, 000999,  0.100, _,    -00041, 000076, -00030,    -00035.69, 000076.31, -00033.09,    
 0007.905930, 000990,  0.099, _,    -00039, 000074, -00030,    -00036.59, 000075.67, -00032.09,    
 0007.915924, 000988,  0.099, _,    -00037, 000074, -00038,    -00036.64, 000075.25, -00033.45,    
 0007.925919, 000989,  0.099, _,    -00034, 000078, -00037,    -00036.14, 000075.69, -00034.14,    
 0007.935928, 000989,  0.099, _,    -00035, 000075, -00036,    -00035.70, 000075.73, -00034.58,    
 0007.945923, 000990,  0.099, _,    -00036, 000082, -00037,    -00035.84, 000076.89, -00035.11,    
 0007.955917, 000988,  0.099, _,    -00044, 000074, -00034,    -00037.39, 000076.77, -00034.92,    
 0007.965927, 000990,  0.099, _,    -00042, 000070, -00038,    -00038.72, 000074.91, -00035.47,    
 0007.975922, 000987,  0.099, _,    -00028, 000078, -00041,    -00036.55, 000075.61, -00036.78,    
 0007.985916, 000987,  0.099, _,    -00040, 000084, -00034,    -00036.95, 000077.31, -00036.28,    
 0007.995926, 000987,  0.099, _,    -00036, 000079, -00033,    -00037.20, 000077.94, -00035.59,    
 0008.005920, 000987,  0.099, _,    -00032, 000078, -00029,    -00035.83, 000077.84, -00034.30,    
 0008.015930, 000987,  0.099, _,    -00026, 000076, -00031,    -00033.84, 000077.62, -00033.41,    
 0008.025925, 000995,  0.100, _,    -00038, 000074, -00033,    -00034.17, 000076.78, -00033.44,    
 0008.035919, 000989,  0.099, _,    -00030, 000077, -00035,    -00033.86, 000076.86, -00033.61,    
 0008.045929, 000988,  0.099, _,    -00034, 000071, -00031,    -00033.30, 000075.62, -00033.16,    
 0008.055923, 000988,  0.099, _,    -00034, 000074, -00034,    -00033.84, 000075.06, -00033.11,    
 0008.065918, 000990,  0.099, _,    -00039, 000082, -00034,    -00034.48, 000076.58, -00033.44,    
 0008.075928, 000991,  0.099, _,    -00037, 000077, -00029,    -00035.44, 000076.84, -00032.38,    
 0008.085922, 000987,  0.099, _,    -00033, 000067, -00036,    -00034.53, 000074.78, -00032.97,    
 0008.095917, 000989,  0.099, _,    -00035, 000077, -00029,    -00034.81, 000074.89, -00032.27,    
 0008.105927, 000988,  0.099, _,    -00037, 000074, -00027,    -00035.14, 000074.94, -00030.88,    
 0008.115921, 000987,  0.099, _,    -00030, 000079, -00031,    -00034.27, 000075.42, -00030.94,    
 0008.125916, 000989,  0.099, _,    -00038, 000069, -00035,    -00034.70, 000074.47, -00031.73,    
 0008.135925, 000988,  0.099, _,    -00042, 000074, -00046,    -00036.69, 000073.77, -00034.83,    
 0008.145920, 000986,  0.099, _,    -00038, 000075, -00038,    -00036.94, 000074.50, -00035.89,    
 0008.155930, 000987,  0.099, _,    -00036, 000072, -00037,    -00036.89, 000073.67, -00035.92,    
 0008.165924, 000985,  0.099, _,    -00036, 000074, -00040,    -00036.64, 000073.86, -00037.02,    
 0008.175919, 000987,  0.099, _,    -00032, 000081, -00037,    -00035.77, 000075.19, -00037.08,    
 0008.185928, 000987,  0.099, _,    -00031, 000076, -00030,    -00034.58, 000075.69, -00035.66,    
 0008.195923, 000986,  0.099, _,    -00036, 000075, -00030,    -00034.80, 000075.27, -00034.30,    
 0008.205917, 000988,  0.099, _,    -00032, 000080, -00039,    -00034.31, 000076.48, -00035.28,    
 0008.215927, 000987,  0.099, _,    -00030, 000072, -00028,    -00033.30, 000075.61, -00034.08,    
 0008.225922, 000995,  0.100, _,    -00036, 000069, -00027,    -00033.77, 000074.09, -00032.30,    
 0008.235916, 000989,  0.099, _,    -00038, 000081, -00037,    -00034.77, 000075.36, -00033.28,    
 0008.245926, 000988,  0.099, _,    -00031, 000076, -00034,    -00034.03, 000075.88, -00033.55,    
 0008.255920, 000988,  0.099, _,    -00038, 000065, -00030,    -00034.53, 000073.48, -00032.62,    
 0008.265930, 000987,  0.099, _,    -00033, 000075, -00032,    -00034.48, 000073.53, -00032.30,    
 0008.275925, 000987,  0.099, _,    -00032, 000078, -00030,    -00033.67, 000074.69, -00031.81,    
 0008.285919, 000986,  0.099, _,    -00035, 000071, -00041,    -00034.08, 000073.94, -00033.50,    
 0008.295929, 000992,  0.099, _,    -00043, 000061, -00046,    -00035.81, 000071.09, -00036.45,    
 0008.305923, 001000,  0.100, _,    -00035, 000079, -00031,    -00036.12, 000072.19, -00035.48,    
 0008.315933, 000991,  0.099, _,    -00041, 000079, -00043,    -00036.78, 000074.22, -00036.80,    
 0008.325928, 000989,  0.099, _,    -00035, 000076, -00030,    -00036.94, 000074.30, -00035.98,    
 0008.335922, 000988,  0.099, _,    -00036, 000078, -00023,    -00036.38, 000075.27, -00032.72,    
 0008.345917, 000988,  0.099, _,    -00028, 000075, -00031,    -00035.03, 000075.20, -00032.48,    
 0008.355927, 000988,  0.099, _,    -00037, 000077, -00032,    -00034.78, 000075.64, -00032.22,    
 0008.365921, 000987,  0.099, _,    -00035, 000078, -00035,    -00035.42, 000076.12, -00032.86,    
 0008.375931, 000992,  0.099, _,    -00032, 000076, -00027,    -00034.30, 000076.23, -00031.77,    
 0008.385925, 000990,  0.099, _,    -00044, 000080, -00037,    -00036.48, 000076.98, -00032.53,    
 0008.395920, 000991,  0.099, _,    -00030, 000072, -00031,    -00035.41, 000076.22, -00032.64,    
 0008.405930, 000989,  0.099, _,    -00030, 000072, -00034,    -00033.91, 000075.06, -00032.45,    
 0008.415924, 000990,  0.099, _,    -00035, 000074, -00031,    -00034.14, 000075.09, -00032.31,    
 0008.425919, 000996,  0.100, _,    -00034, 000070, -00032,    -00034.02, 000073.91, -00031.89,    
 0008.435928, 000989,  0.099, _,    -00033, 000070, -00029,    -00033.80, 000072.94, -00031.53,    
 0008.445923, 000987,  0.099, _,    -00036, 000071, -00031,    -00034.14, 000072.44, -00031.08,    
 0008.455917, 000988,  0.099, _,    -00032, 000072, -00040,    -00033.84, 000072.27, -00033.23,    
 0008.465927, 000990,  0.099, _,    -00035, 000077, -00034,    -00033.94, 000073.19, -00033.55,    
 0008.475922, 000987,  0.099, _,    -00035, 000078, -00037,    -00034.36, 000074.30, -00034.20,    
 0008.485916, 000986,  0.099, _,    -00031, 000064, -00034,    -00033.47, 000072.17, -00034.34,    
 0008.495926, 000988,  0.099, _,    -00035, 000077, -00034,    -00033.80, 000072.69, -00034.19,    
 0008.505920, 000986,  0.099, _,    -00036, 000079, -00037,    -00034.23, 000074.44, -00034.88,    
 0008.515930, 000988,  0.099, _,    -00038, 000073, -00038,    -00035.05, 000073.97, -00035.53,    
 0008.525925, 000987,  0.099, _,    -00035, 000076, -00027,    -00035.23, 000074.50, -00033.95,    
 0008.535919, 000987,  0.099, _,    -00040, 000078, -00034,    -00036.09, 000075.22, -00033.58,    
 0008.545929, 000988,  0.099, _,    -00033, 000085, -00031,    -00035.77, 000077.44, -00033.45,    
 0008.555923, 000988,  0.099, _,    -00030, 000074, -00038,    -00034.30, 000077.11, -00034.02,    
 0008.565918, 000988,  0.099, _,    -00036, 000072, -00034,    -00034.67, 000075.75, -00034.53,    
 0008.575928, 000989,  0.099, _,    -00038, 000076, -00032,    -00035.39, 000075.92, -00033.55,    
 0008.585922, 000988,  0.099, _,    -00035, 000072, -00035,    -00035.45, 000075.12, -00034.06,    
 0008.595917, 000987,  0.099, _,    -00037, 000074, -00040,    -00035.66, 000074.75, -00035.14,    
 0008.605927, 000988,  0.099, _,    -00031, 000078, -00025,    -00034.91, 000075.52, -00033.39,    
 0008.615921, 000987,  0.099, _,    -00031, 000075, -00040,    -00033.83, 000075.53, -00034.05,    
 0008.625931, 000991,  0.099, _,    -00036, 000075, -00036,    -00034.33, 000075.30, -00035.22,    
 0008.635925, 000990,  0.099, _,    -00034, 000076, -00035,    -00034.20, 000075.52, -00034.61,    
 0008.645920, 000988,  0.099, _,    -00035, 000069, -00042,    -00034.33, 000074.12, -00036.62,    
 0008.655930, 000987,  0.099, _,    -00037, 000075, -00037,    -00034.89, 000074.03, -00036.66,    
 0008.665924, 000987,  0.099, _,    -00039, 000083, -00037,    -00035.80, 000075.97, -00036.86,    
 0008.675919, 000989,  0.099, _,    -00032, 000079, -00038,    -00035.20, 000076.75, -00037.08,    
 0008.685928, 000989,  0.099, _,    -00034, 000080, -00034,    -00034.70, 000077.47, -00036.53,    
 0008.695923, 000987,  0.099, _,    -00031, 000073, -00039,    -00034.05, 000076.72, -00036.91,    
 0008.705917, 000994,  0.099, _,    -00036, 000075, -00041,    -00034.19, 000076.14, -00038.03,    
 0008.715927, 000993,  0.099, _,    -00030, 000082, -00031,    -00033.61, 000077.53, -00036.55,    
 0008.725922, 000990,  0.099, _,    -00032, 000070, -00039,    -00032.89, 000076.08, -00036.91,    
 0008.735916, 000988,  0.099, _,    -00038, 000072, -00041,    -00034.22, 000074.88, -00038.05,    
 0008.745926, 000987,  0.099, _,    -00028, 000079, -00035,    -00032.94, 000075.89, -00037.33,    
 0008.755920, 000988,  0.099, _,    -00033, 000076, -00030,    -00032.69, 000075.98, -00035.83,    
 0008.765930, 000988,  0.099, _,    -00042, 000070, -00032,    -00034.72, 000074.78, -00034.72,    
 0008.775925, 000988,  0.099, _,    -00028, 000080, -00034,    -00033.55, 000075.61, -00034.61,    
 0008.785919, 000986,  0.099, _,    -00033, 000072, -00038,    -00032.95, 000075.16, -00035.22,    
 0008.795929, 000986,  0.099, _,    -00039, 000078, -00029,    -00034.50, 000075.28, -00034.08,    
 0008.805923, 000988,  0.099, _,    -00031, 000076, -00034,    -00033.78, 000075.83, -00033.64,    
 0008.815933, 000989,  0.099, _,    -00035, 000072, -00035,    -00033.95, 000074.69, -00034.22,    
 0008.825928, 000994,  0.099, _,    -00041, 000079, -00036,    -00035.50, 000075.73, -00034.30,    
 0008.835922, 000992,  0.099, _,    -00034, 000079, -00039,    -00035.39, 000076.41, -00035.47,    
 0008.845917, 000988,  0.099, _,    -00028, 000078, -00029,    -00033.80, 000076.84, -00034.11,    
 0008.855927, 000989,  0.099, _,    -00035, 000081, -00041,    -00033.84, 000077.75, -00035.20,    
 0008.865921, 000986,  0.099, _,    -00040, 000082, -00031,    -00035.28, 000078.78, -00034.84,    
 0008.875931, 000989,  0.099, _,    -00034, 000075, -00031,    -00035.20, 000078.08, -00033.56,    
 0008.885925, 000988,  0.099, _,    -00041, 000076, -00030,    -00036.16, 000077.58, -00033.12,    
 0008.895920, 000988,  0.099, _,    -00032, 000072, -00032,    -00035.70, 000076.48, -00032.53,    
 0008.905930, 000986,  0.099, _,    -00034, 000070, -00035,    -00035.02, 000074.94, -00033.25,    
