 Gtime,       Gdur,    Gperc, G,        Grx1,   Gry1,   Grz1,           Gax1,   Gay1,   Gaz1        
 0003.555923, 000988,  0.099, _,    -00035, 000080, -00039,    -00031.69, 000076.31, -00034.03,    
 0003.565918, 000986,  0.099, _,    -00036, 000073, -00038,    -00032.50, 000076.05, -00035.19,    
 0003.575928, 000989,  0.099, _,    -00041, 000078, -00032,    -00034.31, 000075.98, -00034.44,    
 0003.585922, 000988,  0.099, _,    -00032, 000078, -00035,    -00034.00, 000076.80, -00034.55,    
 0003.595917, 000987,  0.099, _,    -00032, 000078, -00032,    -00033.39, 000076.73, -00034.09,    
 0003.605927, 000988,  0.099, _,    -00034, 000066, -00032,    -00033.62, 000074.80, -00033.61,    
 0003.615921, 000986,  0.099, _,    -00037, 000083, -00044,    -00034.30, 000075.83, -00035.73,    
 0003.625931, 000991,  0.099, _,    -00028, 000072, -00037,    -00033.20, 000075.86, -00036.41,    
 0003.635925, 000989,  0.099, _,    -00038, 000079, -00047,    -00033.86, 000075.62, -00038.28,    
 0003.645920, 000987,  0.099, _,    -00028, 000080, -00031,    -00033.22, 000077.33, -00037.50,    
 0003.655930, 000989,  0.099, _,    -00033, 000078, -00033,    -00032.58, 000077.00, -00035.86,    
 0003.665924, 000986,  0.099, _,    -00043, 000074, -00027,    -00035.25, 000076.88, -00034.56,    
 0003.675919, 000990,  0.099, _,    -00035, 000072, -00037,    -00035.16, 000075.42, -00034.31,    
 0003.685928, 000988,  0.099, _,    -00028, 000082, -00040,    -00033.70, 000076.91, -00036.08,    
 0003.695923, 000989,  0.099, _,    -00032, 000078, -00039,    -00033.02, 000077.27, -00036.41,    
 0003.705917, 000990,  0.099, _,    -00035, 000077, -00031,    -00033.58, 000077.16, -00035.72,    
 0003.715927, 000987,  0.099, _,    -00033, 000084, -00029,    -00033.44, 000078.56, -00033.88,    
 0003.725922, 000987,  0.099, _,    -00038, 000071, -00040,    -00034.36, 000077.41, -00035.30,    
 0003.735916, 000986,  0.099, _,    -00038, 000080, -00033,    -00035.22, 000077.44, -00034.81,    
 0003.745926, 000987,  0.099, _,    -00037, 000070, -00034,    -00035.70, 000076.41, -00034.41,    
 0003.755920, 000987,  0.099, _,    -00033, 000075, -00028,    -00035.23, 000075.44, -00033.11,    
 0003.765930, 000987,  0.099, _,    -00033, 000072, -00030,    -00034.62, 000075.17, -00032.17,    
 0003.775925, 000988,  0.099, _,    -00027, 000072, -00031,    -00033.16, 000074.00, -00032.12,    
 0003.785919, 000991,  0.099, _,    -00028, 000083, -00038,    -00031.69, 000076.09, -00033.12,    
 0003.795929, 001008,  0.101, _,    -00040, 000074, -00028,    -00033.41, 000075.83, -00032.41,    
 0003.805923, 000992,  0.099, _,    -00032, 000069, -00035,    -00033.44, 000074.20, -00032.34,    
 0003.815918, 000988,  0.099, _,    -00035, 000075, -00033,    -00033.52, 000074.16, -00032.95,    
 0003.825928, 000997,  0.100, _,    -00042, 000072, -00030,    -00035.48, 000073.84, -00031.95,    
 0003.835922, 000991,  0.099, _,    -00038, 000069, -00038,    -00036.12, 000072.55, -00033.41,    
 0003.845917, 000988,  0.099, _,    -00036, 000079, -00036,    -00036.09, 000073.81, -00033.92,    
 0003.855927, 000989,  0.099, _,    -00031, 000067, -00032,    -00035.00, 000072.66, -00033.59,    
 0003.865921, 000988,  0.099, _,    -00034, 000076, -00031,    -00034.59, 000072.88, -00032.98,    
 0003.875931, 000989,  0.099, _,    -00031, 000076, -00039,    -00034.03, 000074.05, -00034.23,    
 0003.885925, 000989,  0.099, _,    -00039, 000083, -00038,    -00034.84, 000075.52, -00035.30,    
 0003.895920, 000986,  0.099, _,    -00027, 000077, -00036,    -00033.67, 000076.47, -00035.44,    
 0003.905930, 000987,  0.099, _,    -00036, 000082, -00029,    -00033.62, 000077.11, -00034.17,    
 0003.915924, 000987,  0.099, _,    -00033, 000076, -00038,    -00034.03, 000077.47, -00034.70,    
 0003.925919, 000989,  0.099, _,    -00034, 000082, -00035,    -00033.52, 000078.02, -00035.22,    
 0003.935928, 000986,  0.099, _,    -00036, 000068, -00027,    -00034.39, 000076.61, -00033.22,    
 0003.945923, 000986,  0.099, _,    -00033, 000082, -00028,    -00033.78, 000076.88, -00032.11,    
 0003.955917, 000987,  0.099, _,    -00035, 000073, -00033,    -00034.12, 000077.11, -00032.09,    
 0003.965927, 000989,  0.099, _,    -00033, 000072, -00036,    -00033.83, 000075.20, -00033.03,    
 0003.975922, 000988,  0.099, _,    -00033, 000081, -00027,    -00033.69, 000076.95, -00031.81,    
 0003.985916, 000987,  0.099, _,    -00038, 000069, -00036,    -00034.52, 000075.17, -00032.38,    
 0003.995926, 000987,  0.099, _,    -00040, 000069, -00034,    -00035.88, 000073.73, -00033.02,    
 0004.005920, 000986,  0.099, _,    -00035, 000083, -00039,    -00035.73, 000075.41, -00033.97,    
 0004.015930, 000988,  0.099, _,    -00034, 000077, -00039,    -00035.38, 000076.12, -00035.36,    
 0004.025925, 001010,  0.101, _,    -00036, 000082, -00037,    -00035.53, 000076.97, -00035.58,    
 0004.035919, 000994,  0.099, _,    -00033, 000078, -00037,    -00035.05, 000077.64, -00036.08,    
 0004.045929, 000990,  0.099, _,    -00034, 000075, -00027,    -00034.75, 000076.73, -00034.17,    
 0004.055923, 000990,  0.099, _,    -00038, 000078, -00040,    -00035.42, 000077.25, -00035.16,    
 0004.065933, 000988,  0.099, _,    -00037, 000074, -00033,    -00035.88, 000076.50, -00035.23,    
 0004.075928, 000990,  0.099, _,    -00031, 000069, -00029,    -00034.91, 000074.88, -00033.58,    
 0004.085922, 000989,  0.099, _,    -00037, 000074, -00032,    -00035.16, 000074.55, -00033.34,    
 0004.095917, 000987,  0.099, _,    -00030, 000081, -00036,    -00034.34, 000075.97, -00033.80,    
 0004.105927, 000986,  0.099, _,    -00045, 000071, -00037,    -00036.09, 000075.14, -00034.67,    
 0004.115921, 000990,  0.099, _,    -00039, 000067, -00037,    -00037.36, 000073.25, -00035.05,    
 0004.125916, 000989,  0.099, _,    -00033, 000075, -00037,    -00036.02, 000073.41, -00035.53,    
 0004.135925, 000988,  0.099, _,    -00036, 000080, -00039,    -00036.27, 000074.83, -00036.16,    
 0004.145920, 000987,  0.099, _,    -00031, 000077, -00035,    -00035.05, 000075.36, -00036.12,    
 0004.155930, 000987,  0.099, _,    -00034, 000074, -00038,    -00034.78, 000074.95, -00036.28,    
 0004.165924, 000986,  0.099, _,    -00039, 000076, -00033,    -00035.64, 000075.16, -00035.92,    
 0004.175919, 000989,  0.099, _,    -00029, 000073, -00030,    -00034.42, 000074.80, -00034.42,    
 0004.185928, 000988,  0.099, _,    -00030, 000072, -00036,    -00033.12, 000074.11, -00034.77,    
 0004.195923, 000994,  0.099, _,    -00033, 000071, -00027,    -00033.28, 000073.47, -00033.31,    
 0004.205917, 001000,  0.100, _,    -00036, 000066, -00035,    -00033.66, 000071.84, -00033.31,    
 0004.215927, 000989,  0.099, _,    -00034, 000080, -00037,    -00033.92, 000073.25, -00034.38,    
 0004.225922, 000996,  0.100, _,    -00032, 000074, -00037,    -00033.28, 000073.89, -00034.73,    
 0004.235916, 000991,  0.099, _,    -00041, 000079, -00046,    -00034.80, 000074.62, -00037.20,    
 0004.245926, 000991,  0.099, _,    -00029, 000074, -00033,    -00033.95, 000074.97, -00036.61,    
 0004.255920, 000988,  0.099, _,    -00037, 000078, -00034,    -00034.09, 000075.12, -00035.67,    
 0004.265930, 000989,  0.099, _,    -00044, 000079, -00035,    -00036.58, 000076.34, -00035.75,    
 0004.275925, 000988,  0.099, _,    -00038, 000076, -00041,    -00036.92, 000076.08, -00036.62,    
 0004.285919, 000987,  0.099, _,    -00034, 000078, -00033,    -00036.39, 000076.62, -00036.27,    
 0004.295929, 000986,  0.099, _,    -00040, 000075, -00040,    -00037.03, 000076.30, -00036.69,    
 0004.305923, 000987,  0.099, _,    -00041, 000070, -00035,    -00038.20, 000075.09, -00036.86,    
 0004.315918, 000988,  0.099, _,    -00035, 000080, -00040,    -00037.56, 000075.89, -00037.16,    
 0004.325928, 000986,  0.099, _,    -00032, 000071, -00033,    -00036.38, 000075.38, -00036.84,    
 0004.335922, 000993,  0.099, _,    -00035, 000078, -00034,    -00035.94, 000075.38, -00035.64,    
 0004.345917, 000987,  0.099, _,    -00029, 000078, -00041,    -00034.70, 000076.41, -00037.08,    
 0004.355927, 000987,  0.099, _,    -00038, 000072, -00029,    -00034.98, 000075.20, -00035.30,    
 0004.365921, 000989,  0.099, _,    -00035, 000071, -00042,    -00035.38, 000074.41, -00036.41,    
 0004.375931, 000990,  0.099, _,    -00036, 000080, -00033,    -00035.19, 000075.30, -00036.20,    
 0004.385925, 000987,  0.099, _,    -00038, 000074, -00036,    -00035.95, 000075.36, -00035.67,    
 0004.395920, 000988,  0.099, _,    -00033, 000074, -00042,    -00035.20, 000074.72, -00037.31,    
 0004.405930, 000987,  0.099, _,    -00032, 000078, -00034,    -00034.52, 000075.59, -00036.58,    
 0004.415924, 000988,  0.099, _,    -00029, 000073, -00029,    -00033.23, 000075.00, -00034.95,    
 0004.425919, 000991,  0.099, _,    -00031, 000073, -00032,    -00032.56, 000074.62, -00034.09,    
 0004.435928, 000990,  0.099, _,    -00035, 000075, -00036,    -00033.05, 000074.59, -00034.53,    
 0004.445923, 000988,  0.099, _,    -00033, 000072, -00032,    -00033.14, 000074.11, -00034.00,    
 0004.455917, 000986,  0.099, _,    -00035, 000074, -00033,    -00033.42, 000073.95, -00033.72,    
 0004.465927, 000988,  0.099, _,    -00032, 000076, -00034,    -00033.30, 000074.42, -00033.70,    
 0004.475922, 000987,  0.099, _,    -00032, 000076, -00032,    -00032.84, 000074.75, -00033.41,    
 0004.485916, 000987,  0.099, _,    -00034, 000077, -00040,    -00033.09, 000075.31, -00034.62,    
 0004.495926, 000988,  0.099, _,    -00046, 000076, -00038,    -00035.67, 000075.45, -00035.55,    
 0004.505920, 000988,  0.099, _,    -00041, 000081, -00032,    -00037.23, 000076.56, -00034.73,    
 0004.515930, 000988,  0.099, _,    -00033, 000076, -00036,    -00036.23, 000076.72, -00034.88,    
 0004.525925, 000989,  0.099, _,    -00023, 000075, -00034,    -00033.61, 000076.16, -00034.81,    
 0004.535919, 000986,  0.099, _,    -00031, 000068, -00029,    -00032.62, 000074.62, -00033.58,    
 0004.545929, 000987,  0.099, _,    -00042, 000078, -00028,    -00034.88, 000074.95, -00032.33,    
 0004.555923, 000988,  0.099, _,    -00039, 000082, -00030,    -00035.80, 000076.84, -00031.70,    
 0004.565918, 000988,  0.099, _,    -00036, 000069, -00035,    -00035.92, 000075.20, -00032.38,    
 0004.575928, 000989,  0.099, _,    -00037, 000070, -00034,    -00036.14, 000073.92, -00032.84,    
 0004.585922, 000987,  0.099, _,    -00044, 000073, -00034,    -00037.91, 000073.70, -00032.98,    
 0004.595917, 000988,  0.099, _,    -00040, 000070, -00035,    -00038.61, 000072.92, -00033.47,    
 0004.605927, 000994,  0.099, _,    -00034, 000067, -00033,    -00037.55, 000071.52, -00033.34,    
 0004.615921, 000994,  0.099, _,    -00040, 000083, -00040,    -00037.88, 000073.62, -00034.59,    
 0004.625931, 000997,  0.100, _,    -00037, 000078, -00032,    -00037.89, 000075.00, -00034.36,    
 0004.635925, 000990,  0.099, _,    -00029, 000065, -00035,    -00036.02, 000072.72, -00034.16,    
 0004.645920, 000989,  0.099, _,    -00039, 000075, -00037,    -00036.50, 000072.97, -00035.05,    
 0004.655930, 000987,  0.099, _,    -00029, 000072, -00040,    -00035.33, 000073.00, -00036.02,    
 0004.665924, 000990,  0.099, _,    -00038, 000070, -00033,    -00035.30, 000072.17, -00035.78,    
 0004.675919, 000989,  0.099, _,    -00039, 000083, -00041,    -00036.53, 000074.30, -00036.55,    
 0004.685928, 000988,  0.099, _,    -00029, 000075, -00034,    -00034.69, 000074.84, -00036.55,    
 0004.695923, 000986,  0.099, _,    -00035, 000073, -00029,    -00034.66, 000074.30, -00034.56,    
 0004.705917, 000988,  0.099, _,    -00037, 000080, -00035,    -00035.11, 000075.66, -00034.77,    
 0004.715927, 000986,  0.099, _,    -00032, 000079, -00031,    -00034.44, 000076.45, -00033.91,    
 0004.725922, 000989,  0.099, _,    -00026, 000077, -00047,    -00032.56, 000076.70, -00036.50,    
 0004.735916, 000988,  0.099, _,    -00029, 000081, -00033,    -00031.56, 000077.53, -00036.34,    
 0004.745926, 000988,  0.099, _,    -00031, 000076, -00031,    -00031.41, 000077.38, -00034.67,    
 0004.755920, 000987,  0.099, _,    -00030, 000078, -00034,    -00031.12, 000077.47, -00034.83,    
 0004.765930, 000987,  0.099, _,    -00038, 000079, -00037,    -00032.39, 000078.03, -00035.00,    
 0004.775925, 000990,  0.099, _,    -00044, 000074, -00039,    -00035.02, 000077.14, -00036.03,    
 0004.785919, 000987,  0.099, _,    -00031, 000071, -00045,    -00034.45, 000075.91, -00037.77,    
 0004.795929, 000988,  0.099, _,    -00035, 000078, -00030,    -00034.16, 000076.11, -00036.61,    
 0004.805923, 000989,  0.099, _,    -00041, 000075, -00030,    -00035.88, 000076.09, -00034.67,    
 0004.815918, 000988,  0.099, _,    -00035, 000074, -00037,    -00035.75, 000075.48, -00035.50,    
 0004.825928, 000992,  0.099, _,    -00035, 000075, -00032,    -00035.55, 000075.42, -00034.62,    
 0004.835922, 000988,  0.099, _,    -00038, 000074, -00038,    -00036.09, 000074.98, -00035.30,    
 0004.845917, 000988,  0.099, _,    -00035, 000074, -00036,    -00036.09, 000074.80, -00035.50,    
 0004.855927, 000987,  0.099, _,    -00043, 000069, -00032,    -00037.52, 000073.48, -00034.70,    
 0004.865921, 000987,  0.099, _,    -00032, 000073, -00040,    -00036.80, 000073.14, -00035.81,    
 0004.875916, 000988,  0.099, _,    -00031, 000085, -00031,    -00035.16, 000075.64, -00035.06,    
 0004.885925, 000988,  0.099, _,    -00034, 000074, -00043,    -00035.11, 000075.64, -00036.23,    
 0004.895920, 000986,  0.099, _,    -00038, 000071, -00034,    -00035.42, 000074.34, -00036.38,    
 0004.905930, 000989,  0.099, _,    -00034, 000078, -00037,    -00035.41, 000075.22, -00035.86,    
 0004.915924, 000988,  0.099, _,    -00046, 000082, -00040,    -00037.30, 000076.66, -00037.23,    
 0004.925919, 000989,  0.099, _,    -00032, 000070, -00034,    -00036.81, 000075.53, -00036.45,    
 0004.935928, 000987,  0.099, _,    -00032, 000076, -00028,    -00035.16, 000075.19, -00034.78,    
 0004.945923, 000987,  0.099, _,    -00044, 000078, -00033,    -00037.34, 000076.12, -00034.06,    
 0004.955917, 000987,  0.099, _,    -00036, 000075, -00036,    -00037.06, 000075.80, -00034.67,    
 0004.965927, 000988,  0.099, _,    -00044, 000071, -00036,    -00038.42, 000074.95, -00034.80,    
 0004.975922, 000987,  0.099, _,    -00031, 000078, -00036,    -00037.22, 000075.30, -00035.22,    
 0004.985916, 000987,  0.099, _,    -00036, 000071, -00040,    -00036.47, 000074.81, -00036.05,    
 0004.995926, 000988,  0.099, _,    -00041, 000079, -00037,    -00037.89, 000075.16, -00036.55,    
 0005.005920, 000990,  0.099, _,    -00038, 000080, -00034,    -00037.80, 000076.62, -00035.83,    
 0005.015930, 000993,  0.099, _,    -00031, 000079, -00033,    -00036.50, 000076.92, -00035.23,    
 0005.025925, 001004,  0.100, _,    -00032, 000073, -00035,    -00035.25, 000076.42, -00035.06,    
 0005.035919, 000991,  0.099, _,    -00025, 000074, -00041,    -00033.23, 000075.50, -00036.33,    
 0005.045929, 001000,  0.100, _,    -00035, 000078, -00032,    -00033.06, 000076.25, -00035.64,    
 0005.055923, 000990,  0.099, _,    -00036, 000073, -00035,    -00034.14, 000075.55, -00035.28,    
 0005.065933, 000988,  0.099, _,    -00042, 000071, -00035,    -00035.31, 000074.52, -00035.48,    
 0005.075928, 000988,  0.099, _,    -00032, 000074, -00037,    -00035.17, 000074.28, -00035.61,    
 0005.085922, 000987,  0.099, _,    -00044, 000085, -00037,    -00036.34, 000076.59, -00036.08,    
 0005.095917, 000987,  0.099, _,    -00036, 000068, -00030,    -00037.08, 000075.20, -00034.70,    
 0005.105927, 000988,  0.099, _,    -00039, 000075, -00036,    -00036.84, 000074.53, -00034.78,    
 0005.115921, 000989,  0.099, _,    -00040, 000076, -00036,    -00038.02, 000075.28, -00035.19,    
 0005.125916, 000988,  0.099, _,    -00039, 000079, -00029,    -00037.88, 000075.66, -00033.86,    
 0005.135925, 000988,  0.099, _,    -00034, 000080, -00029,    -00037.53, 000076.94, -00032.67,    
 0005.145920, 000988,  0.099, _,    -00030, 000079, -00034,    -00035.67, 000077.17, -00032.88,    
 0005.155930, 000989,  0.099, _,    -00036, 000076, -00041,    -00035.88, 000077.22, -00034.55,    
 0005.165924, 000988,  0.099, _,    -00040, 000076, -00035,    -00036.72, 000076.78, -00034.89,    
 0005.175919, 000989,  0.099, _,    -00043, 000089, -00035,    -00038.17, 000079.44, -00034.72,    
 0005.185928, 000989,  0.099, _,    -00034, 000074, -00035,    -00037.38, 000078.75, -00034.91,    
 0005.195923, 000986,  0.099, _,    -00043, 000081, -00034,    -00038.31, 000078.78, -00034.64,    
 0005.205917, 000987,  0.099, _,    -00030, 000080, -00035,    -00037.03, 000079.48, -00034.72,    
 0005.215927, 000987,  0.099, _,    -00028, 000073, -00042,    -00034.50, 000077.94, -00036.19,    
 0005.225922, 000993,  0.099, _,    -00042, 000070, -00038,    -00036.16, 000076.42, -00036.89,    
 0005.235916, 000991,  0.099, _,    -00041, 000081, -00035,    -00037.22, 000076.97, -00036.38,    
 0005.245926, 000988,  0.099, _,    -00034, 000079, -00033,    -00036.67, 000077.83, -00035.84,    
 0005.255920, 000989,  0.099, _,    -00030, 000081, -00035,    -00035.14, 000078.17, -00035.55,    
 0005.265930, 000987,  0.099, _,    -00034, 000078, -00029,    -00034.86, 000078.48, -00034.36,    
 0005.275925, 000988,  0.099, _,    -00038, 000078, -00024,    -00035.53, 000078.08, -00031.83,    
 0005.285919, 000987,  0.099, _,    -00041, 000083, -00036,    -00036.67, 000079.36, -00032.50,    
 0005.295929, 000987,  0.099, _,    -00038, 000076, -00030,    -00036.95, 000078.58, -00032.25,    
 0005.305923, 000987,  0.099, _,    -00045, 000072, -00031,    -00038.58, 000077.09, -00031.66,    
 0005.315918, 000988,  0.099, _,    -00033, 000076, -00025,    -00037.84, 000076.73, -00030.44,    
 0005.325928, 000987,  0.099, _,    -00030, 000073, -00028,    -00035.78, 000076.03, -00029.45,    
 0005.335922, 000987,  0.099, _,    -00034, 000075, -00040,    -00035.59, 000075.66, -00031.72,    
 0005.345917, 000988,  0.099, _,    -00036, 000075, -00034,    -00035.45, 000075.67, -00032.30,    
 0005.355927, 000987,  0.099, _,    -00032, 000077, -00039,    -00034.86, 000075.77, -00033.52,    
 0005.365921, 000989,  0.099, _,    -00043, 000073, -00031,    -00036.27, 000075.31, -00033.34,    
 0005.375931, 000991,  0.099, _,    -00039, 000071, -00035,    -00037.41, 000074.16, -00033.36,    
 0005.385925, 000989,  0.099, _,    -00030, 000073, -00038,    -00035.64, 000073.84, -00034.69,    
 0005.395920, 000987,  0.099, _,    -00039, 000079, -00036,    -00036.25, 000074.80, -00034.95,    
 0005.405930, 000989,  0.099, _,    -00041, 000079, -00033,    -00037.28, 000075.81, -00034.69,    
 0005.415924, 000988,  0.099, _,    -00042, 000085, -00036,    -00038.30, 000077.62, -00034.84,    
 0005.425919, 000997,  0.100, _,    -00031, 000079, -00030,    -00036.91, 000078.36, -00034.16,    
 0005.435928, 001006,  0.101, _,    -00034, 000081, -00033,    -00035.94, 000078.69, -00033.64,    
 0005.445923, 000990,  0.099, _,    -00031, 000072, -00034,    -00035.25, 000077.70, -00034.02,    
 0005.455917, 000990,  0.099, _,    -00039, 000065, -00030,    -00035.69, 000074.64, -00032.94,    
 0005.465927, 000989,  0.099, _,    -00037, 000067, -00040,    -00036.34, 000073.00, -00034.36,    
 0005.475922, 000990,  0.099, _,    -00031, 000081, -00026,    -00034.97, 000074.38, -00032.91,    
 0005.485916, 000986,  0.099, _,    -00032, 000081, -00041,    -00034.38, 000076.23, -00033.98,    
 0005.495926, 000987,  0.099, _,    -00032, 000080, -00038,    -00033.69, 000076.91, -00035.56,    
 0005.505920, 000985,  0.099, _,    -00040, 000081, -00037,    -00035.02, 000078.03, -00035.36,    
 0005.515945, 001067,  0.107, _,    -00034, 000074, -00038,    -00034.95, 000077.16, -00036.31,    
 0005.525940, 001047,  0.105, _,    -00042, 000084, -00036,    -00036.09, 000078.41, -00036.05,    
 0005.535919, 001001,  0.100, _,    -00029, 000073, -00042,    -00035.06, 000077.56, -00037.47,    
 0005.545929, 000989,  0.099, _,    -00035, 000074, -00031,    -00034.47, 000076.30, -00036.31,    
 0005.555923, 001000,  0.100, _,    -00034, 000068, -00036,    -00034.89, 000074.89, -00035.98,    
 0005.565933, 000995,  0.100, _,    -00041, 000069, -00036,    -00035.70, 000073.22, -00036.23,    
 0005.575928, 000991,  0.099, _,    -00036, 000078, -00034,    -00036.34, 000074.48, -00035.70,    
 0005.585922, 000988,  0.099, _,    -00038, 000077, -00038,    -00036.20, 000075.06, -00036.19,    
 0005.595917, 000988,  0.099, _,    -00039, 000082, -00035,    -00037.30, 000076.48, -00036.05,    
 0005.605927, 000986,  0.099, _,    -00037, 000089, -00035,    -00037.05, 000079.16, -00035.75,    
 0005.615921, 000987,  0.099, _,    -00044, 000077, -00030,    -00038.70, 000079.06, -00034.55,    
 0005.625931, 001002,  0.100, _,    -00033, 000082, -00041,    -00037.62, 000079.27, -00035.61,    
 0005.635925, 000991,  0.099, _,    -00033, 000081, -00035,    -00036.42, 000080.06, -00035.86,    
 0005.645920, 000990,  0.099, _,    -00042, 000085, -00036,    -00037.61, 000080.80, -00035.53,    
 0005.655930, 000989,  0.099, _,    -00032, 000075, -00030,    -00036.70, 000080.11, -00034.64,    
 0005.665924, 000987,  0.099, _,    -00037, 000082, -00036,    -00036.45, 000080.06, -00034.48,    
 0005.675919, 000988,  0.099, _,    -00041, 000086, -00033,    -00037.66, 000081.91, -00034.62,    
 0005.685928, 000987,  0.099, _,    -00037, 000075, -00033,    -00037.47, 000080.52, -00033.84,    
 0005.695923, 000987,  0.099, _,    -00036, 000077, -00031,    -00037.19, 000079.69, -00033.52,    
 0005.705917, 000987,  0.099, _,    -00044, 000075, -00037,    -00038.50, 000078.69, -00033.86,    
 0005.715927, 000988,  0.099, _,    -00037, 000080, -00036,    -00038.47, 000078.80, -00034.70,    
 0005.725922, 000990,  0.099, _,    -00036, 000077, -00037,    -00037.70, 000078.50, -00034.91,    
 0005.735916, 000987,  0.099, _,    -00034, 000079, -00037,    -00037.05, 000078.36, -00035.64,    
 0005.745926, 000987,  0.099, _,    -00037, 000082, -00032,    -00036.78, 000079.25, -00034.72,    
 0005.755920, 000988,  0.099, _,    -00034, 000078, -00034,    -00036.52, 000078.98, -00034.55,    
 0005.765930, 000987,  0.099, _,    -00033, 000071, -00028,    -00035.45, 000077.27, -00033.20,    
 0005.775925, 000987,  0.099, _,    -00036, 000076, -00030,    -00035.66, 000076.69, -00032.31,    
 0005.785919, 000987,  0.099, _,    -00033, 000076, -00035,    -00035.08, 000076.70, -00032.92,    
 0005.795929, 000987,  0.099, _,    -00034, 000078, -00038,    -00034.73, 000076.69, -00033.98,    
 0005.805923, 000988,  0.099, _,    -00032, 000079, -00035,    -00034.12, 000077.36, -00034.38,    
 0005.815918, 000988,  0.099, _,    -00035, 000081, -00037,    -00034.16, 000078.03, -00034.83,    
 0005.825928, 000996,  0.100, _,    -00031, 000071, -00036,    -00033.55, 000076.84, -00035.23,    
 0005.835922, 000998,  0.100, _,    -00035, 000083, -00033,    -00033.56, 000077.64, -00034.66,    
 0005.845917, 001008,  0.101, _,    -00038, 000071, -00034,    -00034.67, 000076.84, -00034.50,    
 0005.855927, 000990,  0.099, _,    -00028, 000081, -00035,    -00033.30, 000076.94, -00034.53,    
 0005.865921, 000988,  0.099, _,    -00040, 000074, -00034,    -00034.39, 000077.05, -00034.52,    
 0005.875916, 000990,  0.099, _,    -00031, 000073, -00037,    -00034.14, 000075.50, -00035.00,    
 0005.885925, 000987,  0.099, _,    -00035, 000080, -00038,    -00033.84, 000076.89, -00035.81,    
 0005.895920, 000988,  0.099, _,    -00029, 000075, -00032,    -00033.27, 000076.36, -00035.11,    
 0005.905930, 000987,  0.099, _,    -00030, 000067, -00038,    -00032.06, 000074.50, -00035.55,    
 0005.915924, 000989,  0.099, _,    -00043, 000073, -00045,    -00034.58, 000073.73, -00037.67,    
 0005.925919, 000989,  0.099, _,    -00035, 000075, -00036,    -00034.88, 000074.22, -00037.53,    
 0005.935928, 000987,  0.099, _,    -00038, 000072, -00033,    -00035.38, 000073.52, -00036.42,    
 0005.945923, 000987,  0.099, _,    -00031, 000078, -00031,    -00034.73, 000074.48, -00035.31,    
 0005.955917, 000987,  0.099, _,    -00041, 000078, -00038,    -00035.70, 000075.23, -00035.70,    
 0005.965927, 000987,  0.099, _,    -00032, 000075, -00034,    -00035.44, 000075.25, -00035.66,    
 0005.975922, 000987,  0.099, _,    -00040, 000067, -00032,    -00035.86, 000073.53, -00034.61,    
 0005.985916, 000986,  0.099, _,    -00031, 000069, -00037,    -00035.47, 000072.23, -00035.17,    
 0005.995926, 000989,  0.099, _,    -00039, 000074, -00031,    -00035.55, 000072.67, -00034.38,    
 0006.005920, 000988,  0.099, _,    -00040, 000075, -00029,    -00037.22, 000073.09, -00033.06,    
 0006.015930, 000988,  0.099, _,    -00033, 000078, -00030,    -00036.00, 000074.14, -00032.33,    
 0006.025925, 000995,  0.100, _,    -00045, 000069, -00032,    -00038.06, 000073.28, -00032.12,    
 0006.035919, 000988,  0.099, _,    -00034, 000073, -00030,    -00037.41, 000072.97, -00031.61,    
 0006.045929, 000987,  0.099, _,    -00036, 000079, -00035,    -00036.83, 000074.39, -00032.12,    
 0006.055923, 000990,  0.099, _,    -00028, 000077, -00029,    -00035.23, 000074.97, -00031.69,    
 0006.065918, 000989,  0.099, _,    -00033, 000078, -00028,    -00034.30, 000075.59, -00030.64,    
 0006.075928, 000987,  0.099, _,    -00045, 000078, -00037,    -00036.75, 000076.14, -00031.97,    
 0006.085922, 000987,  0.099, _,    -00035, 000068, -00042,    -00036.58, 000074.58, -00034.11,    
 0006.095917, 000988,  0.099, _,    -00034, 000081, -00031,    -00035.84, 000075.62, -00033.77,    
 0006.105927, 000989,  0.099, _,    -00037, 000081, -00035,    -00036.14, 000077.31, -00033.66,    
 0006.115921, 000987,  0.099, _,    -00038, 000070, -00038,    -00036.56, 000075.62, -00034.89,    
 0006.125931, 000986,  0.099, _,    -00038, 000077, -00029,    -00036.83, 000075.83, -00033.70,    
 0006.135925, 000986,  0.099, _,    -00027, 000078, -00038,    -00034.86, 000076.41, -00034.45,    
 0006.145920, 000986,  0.099, _,    -00038, 000071, -00033,    -00035.00, 000075.36, -00034.45,    
 0006.155930, 000987,  0.099, _,    -00035, 000080, -00042,    -00035.48, 000076.14, -00035.77,    
 0006.165924, 000987,  0.099, _,    -00037, 000075, -00036,    -00035.47, 000076.17, -00036.41,    
 0006.175919, 000987,  0.099, _,    -00039, 000070, -00036,    -00036.53, 000074.61, -00035.95,    
 0006.185928, 000987,  0.099, _,    -00027, 000078, -00034,    -00034.52, 000075.31, -00035.95,    
 0006.195923, 000988,  0.099, _,    -00040, 000080, -00037,    -00035.28, 000076.33, -00035.84,    
 0006.205917, 000987,  0.099, _,    -00028, 000068, -00044,    -00034.22, 000074.78, -00037.75,    
 0006.215927, 000987,  0.099, _,    -00035, 000070, -00035,    -00033.73, 000073.39, -00037.30,    
 0006.225922, 000992,  0.099, _,    -00033, 000076, -00039,    -00034.06, 000073.94, -00037.55,    
