 Gtime,       Gdur,      Grx1,   Gry1,   Grz1,      Gax1,      Gay1,      Gaz1          Gcx1,    Gcy1,    Gcz1   
 0000.925293, 000729,    000087, 000085, -00015,    000001.71, 000001.67, -00000.29,    00.0004, 00.0005, 00.0001,    
 0001.125244, 000584,    -00039, 000068, -00053,    000000.91, 000002.97, -00001.33,    00.0008, 00.0002, 00.0004,    
 0001.126221, 000546,    -00037, 000069, -00049,    000000.16, 000004.26, -00002.26,    00.0011, 00.0000, 00.0006,    
 0001.127197, 000541,    -00039, 000071, -00045,    -00000.60, 000005.57, -00003.10,    00.0015, -0.0002, 00.0008,    
 0001.128174, 000541,    -00035, 000071, -00037,    -00001.28, 000006.85, -00003.77,    00.0018, -0.0003, 00.0010,    
 0001.129395, 000540,    -00031, 000067, -00035,    -00001.86, 000008.03, -00004.38,    00.0021, -0.0005, 00.0012,    
 0001.130371, 000543,    -00029, 000064, -00038,    -00002.39, 000009.13, -00005.04,    00.0024, -0.0006, 00.0013,    
 0001.131348, 000541,    -00024, 000064, -00042,    -00002.82, 000010.21, -00005.76,    00.0027, -0.0008, 00.0015,    
 0001.132324, 000541,    -00023, 000067, -00041,    -00003.21, 000011.32, -00006.45,    00.0030, -0.0009, 00.0017,    
 0001.133301, 000853,    -00023, 000071, -00040,    000067.77, 000082.22, -00019.42,    00.0219, 00.0180, 00.0052,    
 0001.134277, 000541,    -00022, 000070, -00038,    -00037.35, 000068.03, -00050.95,    00.0181, -0.0099, 00.0136,    
 0001.135254, 000540,    -00018, 000065, -00034,    -00035.33, 000068.79, -00047.34,    00.0183, -0.0094, 00.0126,    
 0001.136230, 000543,    -00012, 000064, -00034,    -00036.52, 000070.34, -00043.80,    00.0187, -0.0097, 00.0117,    
 0001.137207, 000541,    -00007, 000067, -00035,    -00032.66, 000070.28, -00037.06,    00.0187, -0.0087, 00.0099,    
 0001.138184, 000541,    -00009, 000069, -00033,    -00028.91, 000066.97, -00035.34,    00.0178, -0.0077, 00.0094,    
 0001.139160, 000540,    -00013, 000071, -00031,    -00026.96, 000064.59, -00037.72,    00.0172, -0.0072, 00.0100,    
 0001.140381, 000538,    -00013, 000068, -00032,    -00022.58, 000064.65, -00040.89,    00.0172, -0.0060, 00.0109,    
 0001.141357, 000541,    -00012, 000063, -00034,    -00021.56, 000067.08, -00039.93,    00.0179, -0.0057, 00.0106,    
 0001.142334, 000541,    -00006, 000063, -00036,    -00021.25, 000070.28, -00039.03,    00.0187, -0.0057, 00.0104,    
 0001.143311, 000852,    000002, 000064, -00038,    -00019.97, 000069.34, -00037.37,    00.0185, -0.0053, 00.0100,    
 0001.144287, 000541,    000005, 000068, -00035,    -00016.20, 000065.21, -00034.04,    00.0174, -0.0043, 00.0091,    
 0001.145264, 000540,    000005, 000072, -00036,    -00010.87, 000064.53, -00034.08,    00.0172, -0.0029, 00.0091,    
 0001.146240, 000540,    000003, 000071, -00039,    -00006.49, 000067.11, -00035.00,    00.0179, -0.0017, 00.0093,    
 0001.147217, 000540,    000004, 000068, -00042,    -00007.93, 000068.77, -00033.50,    00.0183, -0.0021, 00.0089,    
 0001.148193, 000540,    000007, 000066, -00047,    -00010.92, 000070.36, -00032.12,    00.0187, -0.0029, 00.0086,    
 0001.149170, 000540,    000011, 000069, -00048,    -00010.49, 000067.87, -00033.25,    00.0181, -0.0028, 00.0089,    
 0001.150391, 000542,    000012, 000073, -00050,    -00009.22, 000063.87, -00035.22,    00.0170, -0.0025, 00.0094,    
 0001.151367, 000569,    000006, 000072, -00052,    -00004.00, 000064.03, -00037.19,    00.0171, -0.0011, 00.0099,    
 0001.152344, 000542,    000004, 000070, -00056,    000002.72, 000064.97, -00039.20,    00.0173, 00.0007, 00.0104,    
 0001.153320, 000850,    000008, 000068, -00059,    000005.28, 000068.31, -00037.13,    00.0182, 00.0014, 00.0099,    
 0001.154297, 000540,    000008, 000066, -00059,    000005.33, 000071.54, -00038.38,    00.0191, 00.0014, 00.0102,    
 0001.155273, 000541,    000005, 000066, -00060,    000003.69, 000070.61, -00041.26,    00.0188, 00.0010, 00.0110,    
 0001.156250, 000543,    000002, 000066, -00063,    000004.47, 000068.06, -00044.15,    00.0181, 00.0012, 00.0118,    
 0001.157227, 000540,    -00001, 000068, -00063,    000006.83, 000066.42, -00048.62,    00.0177, 00.0018, 00.0129,    
 0001.158203, 000551,    -00002, 000065, -00056,    000009.94, 000068.85, -00049.59,    00.0183, 00.0026, 00.0132,    
 0001.159180, 000541,    -00004, 000060, -00052,    000010.48, 000071.96, -00051.27,    00.0192, 00.0028, 00.0137,    
 0001.160156, 000539,    -00007, 000059, -00054,    000005.22, 000070.89, -00052.97,    00.0189, 00.0014, 00.0141,    
 0001.161377, 000541,    -00010, 000059, -00056,    000003.28, 000069.01, -00056.31,    00.0184, 00.0009, 00.0150,    
 0001.162354, 000540,    -00012, 000056, -00057,    000006.26, 000067.12, -00058.78,    00.0179, 00.0017, 00.0157,    
 0001.163330, 000853,    -00010, 000052, -00057,    000005.94, 000065.18, -00058.75,    00.0174, 00.0016, 00.0156,    
