 Gtime,       Gdur,    Gperc, G,    Grx1,   Gry1,   Grz1,      Gax1,      Gay1,      Gaz1          Gcx1,    Gcy1,    Gcz1   
 0000.079102, 000703,  3.515, X,    -00045, 000083, -00026,    -00045.00, 000083.00, -00026.00,    -0.0221, 00.0120, 00.0069,    
 0000.279175, 000561,  2.805, X,    -00047, 000080, -00036,    -00047.00, 000080.00, -00036.00,    -0.0213, 00.0125, 00.0096,    
 0000.279907, 000534,  2.670, X,    -00047, 000080, -00036,    -00047.00, 000080.00, -00036.00,    -0.0213, 00.0125, 00.0096,    
 0000.280518, 000532,  2.660, X,    -00047, 000080, -00036,    -00047.00, 000080.00, -00036.00,    -0.0213, 00.0125, 00.0096,    
 0000.281006, 000532,  2.660, X,    -00047, 000080, -00036,    -00047.00, 000080.00, -00036.00,    -0.0213, 00.0125, 00.0096,    
 0000.281616, 000532,  2.660, X,    -00043, 000079, -00030,    -00043.00, 000079.00, -00030.00,    -0.0210, 00.0115, 00.0080,    
 0000.282227, 000531,  2.655, X,    -00043, 000079, -00030,    -00043.00, 000079.00, -00030.00,    -0.0210, 00.0115, 00.0080,    
 0000.282837, 000528,  2.640, X,    -00043, 000079, -00030,    -00043.00, 000079.00, -00030.00,    -0.0210, 00.0115, 00.0080,    
 0000.283447, 000531,  2.655, X,    -00043, 000079, -00030,    -00043.00, 000079.00, -00030.00,    -0.0210, 00.0115, 00.0080,    
 0000.284058, 000531,  2.655, X,    -00043, 000079, -00030,    -00043.00, 000079.00, -00030.00,    -0.0210, 00.0115, 00.0080,    
 0000.284668, 000536,  2.680, X,    -00043, 000079, -00030,    -00043.00, 000079.00, -00030.00,    -0.0210, 00.0115, 00.0080,    
 0000.285278, 000536,  2.680, X,    -00043, 000079, -00030,    -00043.00, 000079.00, -00030.00,    -0.0210, 00.0115, 00.0080,    
 0000.285889, 000528,  2.640, X,    -00043, 000079, -00030,    -00043.00, 000079.00, -00030.00,    -0.0210, 00.0115, 00.0080,    
 0000.286499, 000536,  2.680, X,    -00045, 000081, -00031,    -00045.00, 000081.00, -00031.00,    -0.0216, 00.0120, 00.0083,    
 0000.287109, 000535,  2.675, X,    -00045, 000081, -00031,    -00045.00, 000081.00, -00031.00,    -0.0216, 00.0120, 00.0083,    
 0000.287720, 000531,  2.655, X,    -00045, 000081, -00031,    -00045.00, 000081.00, -00031.00,    -0.0216, 00.0120, 00.0083,    
 0000.288330, 000531,  2.655, X,    -00045, 000081, -00031,    -00045.00, 000081.00, -00031.00,    -0.0216, 00.0120, 00.0083,    
 0000.288940, 000531,  2.655, X,    -00045, 000081, -00031,    -00045.00, 000081.00, -00031.00,    -0.0216, 00.0120, 00.0083,    
 0000.289429, 000540,  2.700, X,    -00045, 000081, -00031,    -00045.00, 000081.00, -00031.00,    -0.0216, 00.0120, 00.0083,    
 0000.290039, 000533,  2.665, X,    -00045, 000081, -00031,    -00045.00, 000081.00, -00031.00,    -0.0216, 00.0120, 00.0083,    
 0000.290649, 000531,  2.655, X,    -00045, 000081, -00031,    -00045.00, 000081.00, -00031.00,    -0.0216, 00.0120, 00.0083,    
 0000.291260, 000532,  2.660, X,    -00045, 000081, -00031,    -00045.00, 000081.00, -00031.00,    -0.0216, 00.0120, 00.0083,    
 0000.291870, 000531,  2.655, X,    -00040, 000084, -00033,    -00040.00, 000084.00, -00033.00,    -0.0224, 00.0107, 00.0088,    
 0000.292480, 000531,  2.655, X,    -00040, 000084, -00033,    -00040.00, 000084.00, -00033.00,    -0.0224, 00.0107, 00.0088,    
 0000.293091, 000528,  2.640, X,    -00040, 000084, -00033,    -00040.00, 000084.00, -00033.00,    -0.0224, 00.0107, 00.0088,    
 0000.293701, 000531,  2.655, X,    -00040, 000084, -00033,    -00040.00, 000084.00, -00033.00,    -0.0224, 00.0107, 00.0088,    
 0000.294312, 000532,  2.660, X,    -00040, 000084, -00033,    -00040.00, 000084.00, -00033.00,    -0.0224, 00.0107, 00.0088,    
 0000.294922, 000532,  2.660, X,    -00040, 000084, -00033,    -00040.00, 000084.00, -00033.00,    -0.0224, 00.0107, 00.0088,    
 0000.295532, 000531,  2.655, X,    -00040, 000084, -00033,    -00040.00, 000084.00, -00033.00,    -0.0224, 00.0107, 00.0088,    
 0000.296143, 000531,  2.655, X,    -00040, 000084, -00033,    -00040.00, 000084.00, -00033.00,    -0.0224, 00.0107, 00.0088,    
 0000.296753, 000531,  2.655, X,    -00033, 000081, -00037,    -00033.00, 000081.00, -00037.00,    -0.0216, 00.0088, 00.0099,    
 0000.297607, 000541,  2.705, X,    -00033, 000081, -00037,    -00033.00, 000081.00, -00037.00,    -0.0216, 00.0088, 00.0099,    
 0000.298218, 000534,  2.670, X,    -00033, 000081, -00037,    -00033.00, 000081.00, -00037.00,    -0.0216, 00.0088, 00.0099,    
 0000.298828, 000532,  2.660, X,    -00033, 000081, -00037,    -00033.00, 000081.00, -00037.00,    -0.0216, 00.0088, 00.0099,    
 0000.299316, 000535,  2.675, X,    -00033, 000081, -00037,    -00033.00, 000081.00, -00037.00,    -0.0216, 00.0088, 00.0099,    
