 Ftime,       Fdur,      Qw1,     Qx1,     Qy1,     Qz1,        Ex1,     Ey1,     Ez1,      dEx1, dEy1, dEz1  
 0002.600098, 000038,    00.9929, 00.0451, 00.0120, -0.1091,    00.0874, 00.0341, -0.2160,    00.0264, -0.0025, -0.0035,    
 0002.609863, 000044,    00.9929, 00.0446, 00.0120, -0.1095,    00.0871, 00.0337, -0.2174,    00.0292, -0.0019, -0.0032,    
 0002.619873, 000035,    00.9929, 00.0442, 00.0120, -0.1101,    00.0861, 00.0337, -0.2183,    00.0287, -0.0023, -0.0021,    
 0002.629883, 000018,    00.9928, 00.0440, 00.0118, -0.1107,    00.0853, 00.0336, -0.2194,    00.0261, -0.0039, -0.0029,    
 0002.639893, 000018,    00.9928, 00.0437, 00.0116, -0.1114,    00.0849, 00.0332, -0.2207,    00.0212, -0.0045, -0.0036,    
 0002.649902, 000036,    00.9927, 00.0434, 00.0117, -0.1120,    00.0843, 00.0328, -0.2220,    00.0244, -0.0033, -0.0028,    
 0002.659912, 000033,    00.9926, 00.0437, 00.0116, -0.1127,    00.0837, 00.0331, -0.2233,    00.0249, -0.0032, -0.0030,    
 0002.669922, 000032,    00.9926, 00.0431, 00.0113, -0.1133,    00.0842, 00.0329, -0.2248,    -0.0211, -0.0139, -0.0036,    
 0002.679932, 000035,    00.9925, 00.0430, 00.0116, -0.1140,    00.0832, 00.0323, -0.2260,    00.0390, -0.0002, -0.0035,    
 0002.689941, 000035,    00.9924, 00.0432, 00.0115, -0.1147,    00.0829, 00.0328, -0.2273,    00.0378, 00.0003, -0.0027,    
 0002.699951, 000047,    00.9923, 00.0430, 00.0117, -0.1154,    00.0833, 00.0327, -0.2288,    00.0204, -0.0044, -0.0024,    
 0002.709961, 000042,    00.9922, 00.0431, 00.0113, -0.1160,    00.0828, 00.0332, -0.2301,    00.0108, -0.0068, -0.0043,    
 0002.719971, 000041,    00.9922, 00.0428, 00.0116, -0.1165,    00.0831, 00.0324, -0.2315,    00.0206, -0.0034, -0.0017,    
 0002.729980, 000033,    00.9922, 00.0423, 00.0116, -0.1170,    00.0823, 00.0331, -0.2324,    00.0124, -0.0077, -0.0036,    
 0002.739990, 000031,    00.9921, 00.0420, 00.0112, -0.1176,    00.0813, 00.0329, -0.2334,    00.0193, -0.0064, -0.0041,    
 0002.750000, 000034,    00.9920, 00.0418, 00.0109, -0.1183,    00.0808, 00.0322, -0.2347,    00.0213, -0.0045, -0.0046,    
 0002.760010, 000036,    00.9920, 00.0418, 00.0112, -0.1190,    00.0805, 00.0316, -0.2360,    00.0287, -0.0038, -0.0043,    
 0002.770020, 000037,    00.9919, 00.0420, 00.0111, -0.1197,    00.0804, 00.0321, -0.2374,    00.0334, -0.0019, -0.0049,    
 0002.780029, 000018,    00.9918, 00.0421, 00.0111, -0.1205,    00.0808, 00.0321, -0.2389,    00.0284, -0.0026, -0.0044,    
 0002.790039, 000043,    00.9917, 00.0421, 00.0114, -0.1211,    00.0810, 00.0322, -0.2404,    00.0269, -0.0022, -0.0035,    
 0002.800049, 000044,    00.9916, 00.0420, 00.0115, -0.1218,    00.0808, 00.0328, -0.2417,    00.0209, -0.0045, -0.0048,    
 0002.810059, 000037,    00.9915, 00.0417, 00.0116, -0.1225,    00.0806, 00.0330, -0.2432,    00.0234, -0.0044, -0.0014,    
 0002.820068, 000039,    00.9915, 00.0413, 00.0115, -0.1229,    00.0800, 00.0332, -0.2444,    00.0316, -0.0015, -0.0044,    
 0002.830078, 000040,    00.9914, 00.0413, 00.0114, -0.1237,    00.0792, 00.0330, -0.2454,    00.0294, -0.0031, -0.0036,    
 0002.840088, 000032,    00.9913, 00.0410, 00.0116, -0.1242,    00.0792, 00.0328, -0.2469,    00.0303, -0.0022, -0.0024,    
 0002.850098, 000037,    00.9913, 00.0409, 00.0115, -0.1249,    00.0785, 00.0333, -0.2480,    00.0303, -0.0037, -0.0045,    
 0002.859863, 000031,    00.9912, 00.0409, 00.0115, -0.1257,    00.0783, 00.0330, -0.2494,    00.0250, -0.0032, -0.0054,    
 0002.869873, 000032,    00.9911, 00.0407, 00.0116, -0.1263,    00.0783, 00.0330, -0.2509,    00.0231, -0.0044, -0.0038,    
 0002.879883, 000018,    00.9910, 00.0403, 00.0114, -0.1269,    00.0779, 00.0334, -0.2523,    00.0255, -0.0045, -0.0038,    
 0002.889893, 000038,    00.9909, 00.0405, 00.0113, -0.1277,    00.0772, 00.0329, -0.2535,    00.0263, -0.0030, -0.0051,    
 0002.900146, 000031,    00.9908, 00.0403, 00.0114, -0.1284,    00.0774, 00.0328, -0.2550,    00.0235, -0.0047, -0.0048,    
 0002.909912, 000047,    00.9907, 00.0403, 00.0112, -0.1291,    00.0771, 00.0330, -0.2564,    00.0201, -0.0062, -0.0054,    
 0002.919922, 000043,    00.9907, 00.0402, 00.0116, -0.1297,    00.0771, 00.0327, -0.2579,    00.0190, -0.0031, -0.0055,    
 0002.929932, 000033,    00.9906, 00.0400, 00.0112, -0.1303,    00.0768, 00.0334, -0.2592,    00.0198, -0.0040, -0.0029,    
 0002.939941, 000033,    00.9905, 00.0402, 00.0110, -0.1310,    00.0765, 00.0326, -0.2603,    00.0227, -0.0054, -0.0046,    
 0002.949951, 000018,    00.9904, 00.0401, 00.0112, -0.1317,    00.0769, 00.0323, -0.2618,    00.0213, -0.0038, -0.0055,    
 0002.959961, 000037,    00.9903, 00.0398, 00.0113, -0.1324,    00.0766, 00.0327, -0.2632,    00.0169, -0.0052, -0.0037,    
 0002.969971, 000034,    00.9902, 00.0399, 00.0113, -0.1331,    00.0760, 00.0329, -0.2645,    00.0180, -0.0064, -0.0064,    
 0002.979980, 000031,    00.9902, 00.0397, 00.0117, -0.1337,    00.0762, 00.0330, -0.2661,    00.0192, -0.0036, -0.0050,    
 0002.989990, 000036,    00.9901, 00.0396, 00.0115, -0.1344,    00.0756, 00.0337, -0.2671,    00.0203, -0.0040, -0.0042,    
 0003.000000, 000124,    00.9900, 00.0398, 00.0111, -0.1351,    00.0755, 00.0334, -0.2686,    00.0215, -0.0032, -0.0055,    
 0003.010010, 000047,    00.9899, 00.0396, 00.0115, -0.1356,    00.0759, 00.0328, -0.2700,    00.0228, -0.0057, -0.0046,    
 0003.020020, 000033,    00.9898, 00.0393, 00.0114, -0.1363,    00.0754, 00.0336, -0.2711,    00.0173, -0.0074, -0.0054,    
 0003.030029, 000041,    00.9897, 00.0390, 00.0114, -0.1370,    00.0748, 00.0333, -0.2724,    00.0160, -0.0050, -0.0060,    
 0003.040039, 000035,    00.9897, 00.0386, 00.0115, -0.1375,    00.0743, 00.0333, -0.2738,    00.0215, -0.0044, -0.0055,    
 0003.050049, 000018,    00.9896, 00.0384, 00.0113, -0.1382,    00.0734, 00.0334, -0.2749,    00.0262, -0.0026, -0.0061,    
 0003.060059, 000047,    00.9895, 00.0381, 00.0115, -0.1388,    00.0729, 00.0329, -0.2763,    00.0259, -0.0038, -0.0067,    
 0003.070068, 000034,    00.9895, 00.0379, 00.0110, -0.1393,    00.0723, 00.0333, -0.2775,    00.0255, -0.0047, -0.0049,    
 0003.080078, 000031,    00.9894, 00.0376, 00.0110, -0.1400,    00.0721, 00.0323, -0.2786,    00.0253, -0.0036, -0.0065,    
 0003.090088, 000031,    00.9893, 00.0377, 00.0111, -0.1407,    00.0715, 00.0323, -0.2799,    00.0291, -0.0027, -0.0058,    
 0003.100098, 000132,    00.9892, 00.0380, 00.0110, -0.1414,    00.0715, 00.0326, -0.2814,    00.0334, -0.0015, -0.0047,    
 0003.109863, 000042,    00.9891, 00.0383, 00.0113, -0.1421,    00.0722, 00.0324, -0.2829,    00.0345, -0.0007, -0.0051,    
 0003.119873, 000032,    00.9890, 00.0381, 00.0113, -0.1427,    00.0726, 00.0332, -0.2841,    00.0362, -0.0002, -0.0054,    
 0003.129883, 000039,    00.9889, 00.0377, 00.0113, -0.1433,    00.0722, 00.0332, -0.2855,    00.0341, -0.0000, -0.0048,    
 0003.139893, 000032,    00.9888, 00.0375, 00.0113, -0.1440,    00.0715, 00.0332, -0.2867,    00.0336, -0.0017, -0.0052,    
 0003.149902, 000018,    00.9887, 00.0373, 00.0113, -0.1446,    00.0711, 00.0332, -0.2880,    00.0334, -0.0005, -0.0058,    
 0003.159912, 000036,    00.9887, 00.0368, 00.0113, -0.1451,    00.0705, 00.0332, -0.2893,    00.0304, -0.0035, -0.0072,    
 0003.169922, 000018,    00.9886, 00.0368, 00.0110, -0.1458,    00.0696, 00.0331, -0.2903,    00.0269, -0.0028, -0.0055,    
 0003.179932, 000031,    00.9885, 00.0366, 00.0111, -0.1464,    00.0696, 00.0325, -0.2917,    00.0246, -0.0022, -0.0059,    
 0003.189941, 000018,    00.9884, 00.0363, 00.0108, -0.1470,    00.0691, 00.0327, -0.2930,    00.0280, -0.0046, -0.0054,    
 0003.199951, 000042,    00.9883, 00.0361, 00.0106, -0.1477,    00.0687, 00.0320, -0.2942,    00.0280, -0.0035, -0.0057,    
 0003.209961, 000038,    00.9882, 00.0359, 00.0109, -0.1483,    00.0682, 00.0317, -0.2956,    00.0279, -0.0023, -0.0064,    
 0003.219971, 000035,    00.9881, 00.0359, 00.0110, -0.1490,    00.0678, 00.0321, -0.2968,    00.0286, -0.0037, -0.0064,    
 0003.229980, 000040,    00.9880, 00.0360, 00.0108, -0.1498,    00.0678, 00.0324, -0.2983,    00.0221, -0.0035, -0.0073,    
 0003.239990, 000034,    00.9879, 00.0357, 00.0113, -0.1502,    00.0680, 00.0321, -0.2998,    00.0177, -0.0061, -0.0064,    
 0003.250000, 000043,    00.9879, 00.0358, 00.0107, -0.1507,    00.0673, 00.0331, -0.3006,    00.0164, -0.0044, -0.0062,    
 0003.260010, 000075,    00.9878, 00.0353, 00.0108, -0.1512,    00.0676, 00.0319, -0.3017,    00.0140, -0.0058, -0.0082,    
 0003.270020, 000042,    00.9877, 00.0349, 00.0108, -0.1518,    00.0666, 00.0321, -0.3027,    00.0149, -0.0063, -0.0064,    
 0003.280029, 000033,    00.9876, 00.0348, 00.0109, -0.1525,    00.0657, 00.0318, -0.3039,    00.0142, -0.0067, -0.0073,    
 0003.290039, 000039,    00.9875, 00.0348, 00.0107, -0.1534,    00.0656, 00.0321, -0.3054,    00.0031, -0.0080, -0.0298,    
 0003.300049, 000057,    00.9874, 00.0350, 00.0109, -0.1541,    00.0655, 00.0317, -0.3071,    00.0215, -0.0033, -0.0145,    
 0003.310059, 000047,    00.9873, 00.0354, 00.0109, -0.1548,    00.0657, 00.0323, -0.3086,    00.0284, -0.0025, -0.0067,    
 0003.320068, 000043,    00.9871, 00.0356, 00.0111, -0.1555,    00.0666, 00.0326, -0.3099,    00.0242, -0.0049, -0.0054,    
 0003.330078, 000033,    00.9870, 00.0356, 00.0106, -0.1561,    00.0670, 00.0329, -0.3114,    00.0352, -0.0026, -0.0051,    
 0003.340088, 000035,    00.9869, 00.0356, 00.0110, -0.1567,    00.0671, 00.0321, -0.3126,    00.0377, -0.0001, -0.0057,    
 0003.350098, 000039,    00.9868, 00.0356, 00.0114, -0.1573,    00.0670, 00.0328, -0.3139,    00.0341, -0.0026, -0.0070,    
 0003.359863, 000036,    00.9867, 00.0357, 00.0109, -0.1579,    00.0667, 00.0336, -0.3150,    00.0274, -0.0028, -0.0059,    
 0003.369873, 000042,    00.9867, 00.0353, 00.0113, -0.1583,    00.0670, 00.0328, -0.3163,    00.0282, -0.0021, -0.0062,    
 0003.379883, 000036,    00.9866, 00.0350, 00.0110, -0.1588,    00.0662, 00.0335, -0.3170,    00.0310, -0.0017, -0.0059,    
 0003.389893, 000035,    00.9865, 00.0348, 00.0110, -0.1595,    00.0656, 00.0328, -0.3181,    00.0293, -0.0043, -0.0074,    
 0003.400146, 000031,    00.9865, 00.0344, 00.0113, -0.1599,    00.0652, 00.0327, -0.3195,    00.0256, -0.0015, -0.0077,    
 0003.409912, 000040,    00.9864, 00.0342, 00.0107, -0.1603,    00.0643, 00.0333, -0.3203,    00.0257, -0.0034, -0.0072,    
 0003.419922, 000042,    00.9864, 00.0337, 00.0104, -0.1607,    00.0641, 00.0321, -0.3213,    00.0252, -0.0031, -0.0080,    
 0003.429932, 000033,    00.9863, 00.0338, 00.0108, -0.1614,    00.0633, 00.0313, -0.3221,    00.0155, -0.0067, -0.0067,    
 0003.439941, 000036,    00.9861, 00.0338, 00.0107, -0.1621,    00.0633, 00.0322, -0.3233,    00.0116, -0.0075, -0.0062,    
 0003.449951, 000034,    00.9860, 00.0337, 00.0110, -0.1628,    00.0633, 00.0320, -0.3248,    00.0189, -0.0055, -0.0072,    
 0003.459961, 000032,    00.9859, 00.0336, 00.0111, -0.1634,    00.0630, 00.0326, -0.3261,    00.0327, -0.0007, -0.0089,    
 0003.469971, 000035,    00.9858, 00.0338, 00.0109, -0.1642,    00.0627, 00.0329, -0.3275,    00.0360, -0.0041, -0.0068,    
 0003.479980, 000018,    00.9857, 00.0336, 00.0107, -0.1648,    00.0632, 00.0326, -0.3290,    00.0267, -0.0032, -0.0079,    
 0003.489990, 000035,    00.9856, 00.0334, 00.0107, -0.1655,    00.0628, 00.0322, -0.3304,    00.0212, -0.0034, -0.0079,    
 0003.500000, 000128,    00.9855, 00.0334, 00.0108, -0.1663,    00.0624, 00.0322, -0.3318,    00.0191, -0.0054, -0.0078,    
 0003.510010, 000039,    00.9854, 00.0332, 00.0103, -0.1668,    00.0623, 00.0324, -0.3333,    00.0166, -0.0046, -0.0075,    
 0003.520020, 000041,    00.9853, 00.0329, 00.0106, -0.1673,    00.0621, 00.0313, -0.3344,    00.0164, -0.0063, -0.0071,    
 0003.530029, 000032,    00.9852, 00.0327, 00.0107, -0.1680,    00.0613, 00.0318, -0.3354,    00.0158, -0.0077, -0.0083,    
 0003.540039, 000033,    00.9851, 00.0323, 00.0108, -0.1686,    00.0610, 00.0320, -0.3369,    00.0176, -0.0065, -0.0078,    
 0003.550049, 000017,    00.9850, 00.0323, 00.0109, -0.1693,    00.0600, 00.0322, -0.3380,    00.0132, -0.0052, -0.0077,    
 0003.560059, 000035,    00.9849, 00.0321, 00.0112, -0.1699,    00.0600, 00.0323, -0.3395,    00.0095, -0.0068, -0.0088,    
 0003.570068, 000018,    00.9847, 00.0322, 00.0111, -0.1706,    00.0596, 00.0331, -0.3407,    00.0126, -0.0054, -0.0072,    
 0003.580078, 000017,    00.9846, 00.0321, 00.0110, -0.1714,    00.0597, 00.0328, -0.3422,    00.0216, -0.0062, -0.0091,    
 0003.590088, 000033,    00.9845, 00.0320, 00.0112, -0.1720,    00.0595, 00.0326, -0.3437,    00.0269, -0.0034, -0.0100,    
 0003.600098, 000046,    00.9844, 00.0317, 00.0110, -0.1727,    00.0591, 00.0331, -0.3450,    00.0248, -0.0034, -0.0083,    
 0003.609863, 000034,    00.9843, 00.0316, 00.0105, -0.1733,    00.0586, 00.0326, -0.3463,    00.0283, -0.0032, -0.0076,    
 0003.619873, 000018,    00.9842, 00.0315, 00.0106, -0.1739,    00.0587, 00.0317, -0.3475,    00.0326, -0.0031, -0.0063,    
 0003.629883, 000036,    00.9841, 00.0309, 00.0105, -0.1743,    00.0583, 00.0318, -0.3489,    00.0295, -0.0020, -0.0086,    
 0003.639893, 000031,    00.9840, 00.0308, 00.0104, -0.1750,    00.0573, 00.0315, -0.3497,    00.0209, -0.0040, -0.0076,    
 0003.649902, 000031,    00.9839, 00.0306, 00.0107, -0.1756,    00.0571, 00.0312, -0.3512,    00.0188, -0.0040, -0.0078,    
 0003.659912, 000033,    00.9838, 00.0303, 00.0105, -0.1762,    00.0566, 00.0318, -0.3524,    00.0213, -0.0035, -0.0078,    
 0003.669922, 000032,    00.9837, 00.0299, 00.0103, -0.1768,    00.0560, 00.0313, -0.3536,    00.0211, -0.0055, -0.0081,    
 0003.679932, 000018,    00.9837, 00.0295, 00.0099, -0.1773,    00.0552, 00.0309, -0.3548,    00.0162, -0.0055, -0.0080,    
 0003.689941, 000036,    00.9836, 00.0290, 00.0101, -0.1777,    00.0546, 00.0300, -0.3559,    00.0122, -0.0066, -0.0083,    
 0003.699951, 000040,    00.9835, 00.0289, 00.0100, -0.1785,    00.0535, 00.0301, -0.3567,    00.0113, -0.0075, -0.0097,    
 0003.709961, 000036,    00.9833, 00.0290, 00.0097, -0.1792,    00.0534, 00.0301, -0.3582,    00.0143, -0.0066, -0.0067,    
 0003.719971, 000031,    00.9833, 00.0284, 00.0096, -0.1796,    00.0536, 00.0294, -0.3596,    00.0146, -0.0059, -0.0084,    
 0003.729980, 000039,    00.9831, 00.0285, 00.0098, -0.1803,    00.0525, 00.0291, -0.3605,    00.0103, -0.0080, -0.0105,    
 0003.739990, 000018,    00.9830, 00.0281, 00.0097, -0.1810,    00.0526, 00.0295, -0.3620,    00.0045, -0.0071, -0.0105,    
 0003.750000, 000017,    00.9829, 00.0279, 00.0099, -0.1816,    00.0518, 00.0293, -0.3633,    -0.0006, -0.0112, -0.0068,    
 0003.760010, 000032,    00.9828, 00.0275, 00.0099, -0.1823,    00.0513, 00.0295, -0.3647,    -0.0098, -0.0119, -0.0071,    
 0003.770020, 000018,    00.9827, 00.0273, 00.0098, -0.1831,    00.0506, 00.0295, -0.3661,    -0.0172, -0.0132, -0.0075,    
 0003.780029, 000034,    00.9826, 00.0268, 00.0098, -0.1837,    00.0502, 00.0293, -0.3676,    -0.0213, -0.0147, -0.0079,    
 0003.790039, 000031,    00.9825, 00.0262, 00.0096, -0.1843,    00.0491, 00.0292, -0.3689,    -0.0201, -0.0138, -0.0094,    
 0003.800049, 000030,    00.9823, 00.0263, 00.0097, -0.1850,    00.0480, 00.0286, -0.3701,    -0.0086, -0.0103, -0.0103,    
 0003.810059, 000037,    00.9822, 00.0258, 00.0095, -0.1856,    00.0481, 00.0287, -0.3716,    00.0068, -0.0094, -0.0091,    
 0003.820068, 000030,    00.9821, 00.0256, 00.0099, -0.1861,    00.0473, 00.0283, -0.3728,    00.0157, -0.0057, -0.0094,    
 0003.830078, 000046,    00.9820, 00.0255, 00.0098, -0.1868,    00.0466, 00.0290, -0.3739,    00.0209, -0.0040, -0.0094,    
 0003.840088, 000033,    00.9819, 00.0253, 00.0100, -0.1875,    00.0464, 00.0287, -0.3754,    00.0222, -0.0041, -0.0089,    
 0003.850098, 000036,    00.9818, 00.0248, 00.0101, -0.1880,    00.0460, 00.0291, -0.3767,    00.0236, -0.0022, -0.0090,    
 0003.859863, 000017,    00.9817, 00.0252, 00.0097, -0.1886,    00.0450, 00.0291, -0.3777,    00.0260, -0.0018, -0.0098,    
 0003.869873, 000035,    00.9816, 00.0254, 00.0101, -0.1891,    00.0459, 00.0285, -0.3789,    00.0205, -0.0052, -0.0114,    
 0003.879883, 000018,    00.9814, 00.0253, 00.0104, -0.1898,    00.0461, 00.0295, -0.3800,    00.0099, -0.0063, -0.0104,    
 0003.889893, 000032,    00.9813, 00.0255, 00.0103, -0.1905,    00.0457, 00.0301, -0.3814,    00.0054, -0.0087, -0.0092,    
 0003.899902, 000053,    00.9812, 00.0250, 00.0102, -0.1911,    00.0461, 00.0299, -0.3828,    00.0032, -0.0073, -0.0089,    
 0003.909912, 000035,    00.9811, 00.0248, 00.0103, -0.1918,    00.0452, 00.0296, -0.3841,    00.0072, -0.0082, -0.0093,    
 0003.919922, 000031,    00.9809, 00.0248, 00.0107, -0.1924,    00.0448, 00.0297, -0.3855,    00.0170, -0.0056, -0.0099,    
 0003.929932, 000018,    00.9809, 00.0246, 00.0101, -0.1927,    00.0446, 00.0306, -0.3867,    00.0295, -0.0022, -0.0088,    
 0003.939941, 000038,    00.9808, 00.0243, 00.0105, -0.1932,    00.0444, 00.0293, -0.3874,    00.0295, -0.0016, -0.0087,    
 0003.949951, 000033,    00.9807, 00.0243, 00.0099, -0.1938,    00.0436, 00.0299, -0.3883,    00.0324, -0.0016, -0.0106,    
 0003.959961, 000017,    00.9806, 00.0240, 00.0101, -0.1943,    00.0439, 00.0289, -0.3895,    00.0296, -0.0035, -0.0087,    
 0003.969971, 000033,    00.9804, 00.0241, 00.0104, -0.1950,    00.0432, 00.0292, -0.3907,    00.0256, -0.0042, -0.0097,    
 0003.979980, 000032,    00.9803, 00.0245, 00.0100, -0.1956,    00.0433, 00.0298, -0.3921,    00.0245, -0.0020, -0.0093,    
 0003.989990, 000031,    00.9802, 00.0243, 00.0101, -0.1963,    00.0441, 00.0291, -0.3933,    00.0241, -0.0051, -0.0102,    
 0004.000000, 000052,    00.9800, 00.0244, 00.0104, -0.1970,    00.0438, 00.0294, -0.3947,    00.0213, -0.0060, -0.0122,    
 0004.010010, 000042,    00.9799, 00.0245, 00.0101, -0.1977,    00.0438, 00.0300, -0.3961,    00.0167, -0.0059, -0.0088,    
 0004.020020, 000033,    00.9798, 00.0240, 00.0104, -0.1981,    00.0440, 00.0295, -0.3975,    00.0106, -0.0072, -0.0084,    
 0004.030029, 000032,    00.9797, 00.0242, 00.0102, -0.1988,    00.0429, 00.0299, -0.3984,    00.0099, -0.0067, -0.0090,    
 0004.040039, 000039,    00.9796, 00.0238, 00.0098, -0.1993,    00.0434, 00.0296, -0.3998,    00.0146, -0.0065, -0.0112,    
 0004.050049, 000018,    00.9795, 00.0236, 00.0103, -0.1998,    00.0428, 00.0286, -0.4009,    00.0180, -0.0055, -0.0101,    
 0004.060059, 000040,    00.9794, 00.0234, 00.0099, -0.2004,    00.0422, 00.0296, -0.4018,    00.0232, -0.0053, -0.0094,    
 0004.070068, 000040,    00.9793, 00.0231, 00.0099, -0.2010,    00.0420, 00.0287, -0.4031,    00.0334, -0.0012, -0.0099,    
 0004.080078, 000033,    00.9792, 00.0226, 00.0098, -0.2013,    00.0414, 00.0286, -0.4043,    00.0309, -0.0024, -0.0091,    
 0004.090088, 000017,    00.9791, 00.0224, 00.0096, -0.2019,    00.0403, 00.0283, -0.4048,    00.0251, -0.0042, -0.0105,    
 0004.100098, 000133,    00.9791, 00.0219, 00.0090, -0.2021,    00.0400, 00.0278, -0.4062,    00.0211, -0.0046, -0.0122,    
 0004.109863, 000049,    00.9790, 00.0215, 00.0087, -0.2025,    00.0394, 00.0266, -0.4066,    00.0215, -0.0035, -0.0109,    
 0004.119873, 000018,    00.9789, 00.0216, 00.0091, -0.2031,    00.0385, 00.0257, -0.4074,    00.0217, -0.0040, -0.0104,    
 0004.129883, 000032,    00.9787, 00.0214, 00.0092, -0.2038,    00.0386, 00.0266, -0.4086,    00.0193, -0.0046, -0.0107,    
 0004.139893, 000034,    00.9786, 00.0216, 00.0092, -0.2045,    00.0382, 00.0268, -0.4100,    00.0205, -0.0067, -0.0110,    
 0004.149902, 000031,    00.9784, 00.0216, 00.0092, -0.2052,    00.0386, 00.0268, -0.4115,    00.0205, -0.0044, -0.0096,    
 0004.159912, 000018,    00.9783, 00.0219, 00.0094, -0.2059,    00.0385, 00.0269, -0.4130,    00.0196, -0.0048, -0.0094,    
 0004.169922, 000017,    00.9782, 00.0218, 00.0088, -0.2063,    00.0391, 00.0274, -0.4143,    00.0183, -0.0041, -0.0100,    
 0004.179932, 000033,    00.9781, 00.0217, 00.0094, -0.2066,    00.0391, 00.0261, -0.4152,    00.0216, -0.0039, -0.0106,    
 0004.189941, 000036,    00.9780, 00.0220, 00.0091, -0.2073,    00.0385, 00.0273, -0.4158,    00.0196, -0.0029, -0.0099,    
 0004.200195, 000030,    00.9779, 00.0215, 00.0093, -0.2077,    00.0393, 00.0269, -0.4172,    00.0154, -0.0057, -0.0097,    
 0004.209961, 000045,    00.9778, 00.0216, 00.0097, -0.2083,    00.0382, 00.0272, -0.4181,    00.0158, -0.0060, -0.0112,    
 0004.219971, 000032,    00.9777, 00.0212, 00.0093, -0.2089,    00.0382, 00.0280, -0.4194,    00.0132, -0.0057, -0.0104,    
 0004.229980, 000018,    00.9775, 00.0210, 00.0094, -0.2095,    00.0376, 00.0271, -0.4204,    00.0141, -0.0066, -0.0108,    
 0004.239990, 000018,    00.9774, 00.0207, 00.0093, -0.2102,    00.0370, 00.0272, -0.4218,    00.0122, -0.0066, -0.0105,    
 0004.250000, 000038,    00.9772, 00.0206, 00.0094, -0.2109,    00.0366, 00.0270, -0.4232,    00.0035, -0.0071, -0.0086,    
 0004.260010, 000018,    00.9771, 00.0207, 00.0094, -0.2117,    00.0364, 00.0270, -0.4247,    00.0097, -0.0086, -0.0097,    
 0004.270020, 000031,    00.9769, 00.0204, 00.0095, -0.2123,    00.0365, 00.0271, -0.4262,    00.0139, -0.0066, -0.0125,    
 0004.280029, 000035,    00.9769, 00.0198, 00.0093, -0.2127,    00.0358, 00.0272, -0.4275,    00.0141, -0.0059, -0.0086,    
 0004.290039, 000033,    00.9768, 00.0195, 00.0087, -0.2131,    00.0348, 00.0266, -0.4284,    00.0092, -0.0078, -0.0105,    
 0004.300049, 000039,    00.9768, 00.0188, 00.0088, -0.2133,    00.0344, 00.0253, -0.4292,    00.0068, -0.0083, -0.0122,    
 0004.310059, 000048,    00.9766, 00.0186, 00.0084, -0.2139,    00.0329, 00.0251, -0.4296,    00.0108, -0.0053, -0.0107,    
 0004.320068, 000034,    00.9765, 00.0185, 00.0086, -0.2146,    00.0327, 00.0243, -0.4309,    00.0196, -0.0045, -0.0112,    
 0004.330078, 000018,    00.9763, 00.0184, 00.0087, -0.2153,    00.0325, 00.0247, -0.4322,    00.0168, -0.0059, -0.0109,    
 0004.340088, 000036,    00.9762, 00.0186, 00.0090, -0.2160,    00.0323, 00.0249, -0.4337,    00.0095, -0.0056, -0.0111,    
 0004.350098, 000036,    00.9760, 00.0187, 00.0088, -0.2167,    00.0325, 00.0255, -0.4351,    00.0099, -0.0075, -0.0122,    
 0004.359863, 000018,    00.9759, 00.0192, 00.0088, -0.2173,    00.0328, 00.0253, -0.4366,    00.0138, -0.0060, -0.0107,    
 0004.369873, 000018,    00.9758, 00.0187, 00.0089, -0.2179,    00.0336, 00.0256, -0.4379,    00.0198, -0.0045, -0.0124,    
 0004.379883, 000032,    00.9756, 00.0186, 00.0093, -0.2185,    00.0327, 00.0255, -0.4390,    00.0316, -0.0017, -0.0123,    
 0004.389893, 000018,    00.9755, 00.0191, 00.0091, -0.2191,    00.0322, 00.0262, -0.4401,    00.0337, -0.0005, -0.0111,    
 0004.400146, 000028,    00.9754, 00.0186, 00.0090, -0.2196,    00.0332, 00.0260, -0.4415,    00.0286, -0.0015, -0.0114,    
 0004.409912, 000036,    00.9752, 00.0186, 00.0091, -0.2203,    00.0323, 00.0257, -0.4424,    00.0260, -0.0039, -0.0122,    
 0004.419922, 000039,    00.9751, 00.0189, 00.0085, -0.2209,    00.0324, 00.0259, -0.4439,    00.0225, -0.0058, -0.0126,    
 0004.429932, 000032,    00.9750, 00.0185, 00.0089, -0.2213,    00.0331, 00.0250, -0.4451,    00.0189, -0.0049, -0.0129,    
 0004.439941, 000018,    00.9749, 00.0180, 00.0086, -0.2217,    00.0321, 00.0255, -0.4460,    00.0217, -0.0047, -0.0108,    
 0004.449951, 000035,    00.9747, 00.0179, 00.0086, -0.2224,    00.0313, 00.0247, -0.4469,    00.0266, -0.0041, -0.0101,    
 0004.459961, 000034,    00.9746, 00.0177, 00.0090, -0.2230,    00.0310, 00.0247, -0.4483,    00.0244, -0.0026, -0.0135,    
 0004.469971, 000032,    00.9745, 00.0173, 00.0086, -0.2234,    00.0305, 00.0254, -0.4494,    00.0263, -0.0037, -0.0117,    
 0004.479980, 000018,    00.9744, 00.0174, 00.0087, -0.2242,    00.0298, 00.0246, -0.4504,    00.0239, -0.0048, -0.0118,    
 0004.489990, 000036,    00.9742, 00.0174, 00.0085, -0.2249,    00.0299, 00.0247, -0.4519,    00.0251, -0.0029, -0.0120,    
