timeG, dur, perc, X, rGx1, rGy1, rGz1, 
 0003.609375, 000979,  0.979, _,    -00036, 000082, -00039,    
 0003.609375, 000977,  0.977, _,    -00032, 000081, -00033,    
 0003.611328, 000977,  0.977, _,    -00034, 000076, -00026,    
 0003.611328, 000975,  0.975, _,    -00034, 000074, -00029,    
 0003.613281, 000975,  0.975, _,    -00035, 000074, -00037,    
 0003.613281, 000976,  0.976, _,    -00036, 000070, -00038,    
 0003.615234, 000975,  0.975, _,    -00035, 000069, -00035,    
 0003.615234, 000978,  0.978, _,    -00033, 000069, -00034,    
 0003.617188, 000977,  0.977, _,    -00031, 000068, -00033,    
 0003.619141, 000977,  0.977, _,    -00031, 000069, -00036,    
 0003.619141, 000979,  0.979, _,    -00033, 000074, -00041,    
 0003.621094, 000977,  0.977, _,    -00039, 000080, -00041,    
 0003.621094, 000977,  0.977, _,    -00041, 000078, -00040,    
 0003.623047, 000976,  0.976, _,    -00043, 000073, -00039,    
 0003.623047, 000976,  0.976, _,    -00044, 000070, -00039,    
 0003.625000, 000978,  0.978, _,    -00042, 000070, -00040,    
 0003.625000, 000977,  0.977, _,    -00041, 000075, -00037,    
 0003.626953, 000978,  0.978, _,    -00039, 000078, -00031,    
 0003.626953, 000977,  0.977, _,    -00037, 000075, -00030,    
 0003.628906, 000978,  0.978, _,    -00037, 000070, -00033,    
 0003.628906, 000979,  0.979, _,    -00038, 000067, -00034,    
 0003.630859, 000977,  0.977, _,    -00039, 000071, -00032,    
 0003.630859, 000975,  0.975, _,    -00037, 000073, -00030,    
 0003.632812, 000988,  0.988, _,    -00031, 000071, -00032,    
 0003.632812, 000980,  0.980, _,    -00032, 000068, -00033,    
 0003.634766, 000976,  0.976, _,    -00040, 000068, -00033,    
 0003.634766, 000976,  0.976, _,    -00041, 000075, -00033,    
 0003.636719, 000976,  0.976, _,    -00036, 000082, -00034,    
 0003.636719, 000976,  0.976, _,    -00038, 000079, -00038,    
 0003.638672, 000976,  0.976, _,    -00040, 000075, -00043,    
 0003.638672, 000978,  0.978, _,    -00039, 000073, -00041,    
 0003.640625, 000977,  0.977, _,    -00038, 000077, -00036,    
 0003.640625, 000976,  0.976, _,    -00039, 000081, -00033,    
 0003.642578, 000976,  0.976, _,    -00039, 000082, -00040,    
 0003.642578, 000975,  0.975, _,    -00037, 000076, -00050,    
 0003.644531, 000975,  0.975, _,    -00044, 000070, -00050,    
 0003.644531, 000977,  0.977, _,    -00050, 000070, -00045,    
 0003.646484, 000977,  0.977, _,    -00049, 000072, -00040,    
 0003.646484, 000975,  0.975, _,    -00043, 000074, -00038,    
 0003.648438, 000977,  0.977, _,    -00038, 000074, -00036,    
 0003.648438, 000980,  0.980, _,    -00039, 000074, -00027,    
 0003.650391, 000977,  0.977, _,    -00043, 000074, -00022,    
 0003.650391, 000976,  0.976, _,    -00042, 000071, -00027,    
 0003.652344, 000976,  0.976, _,    -00036, 000067, -00033,    
 0003.652344, 000974,  0.974, _,    -00036, 000068, -00042,    
 0003.654297, 000975,  0.975, _,    -00042, 000074, -00043,    
 0003.654297, 000975,  0.975, _,    -00042, 000080, -00040,    
 0003.656250, 000975,  0.975, _,    -00036, 000084, -00037,    
 0003.656250, 000976,  0.976, _,    -00030, 000087, -00034,    
 0003.658203, 000977,  0.977, _,    -00025, 000089, -00030,    
 0003.660156, 000977,  0.977, _,    -00026, 000089, -00026,    
 0003.660156, 000977,  0.977, _,    -00033, 000087, -00028,    
 0003.662109, 000977,  0.977, _,    -00039, 000083, -00035,    
 0003.662109, 000976,  0.976, _,    -00035, 000084, -00040,    
 0003.664062, 000976,  0.976, _,    -00028, 000078, -00040,    
 0003.664062, 000976,  0.976, _,    -00029, 000071, -00038,    
 0003.666016, 000976,  0.976, _,    -00037, 000067, -00036,    
 0003.666016, 000975,  0.975, _,    -00040, 000066, -00034,    
 0003.667969, 000975,  0.975, _,    -00041, 000069, -00038,    
 0003.667969, 000975,  0.975, _,    -00040, 000073, -00044,    
 0003.669922, 000978,  0.978, _,    -00035, 000080, -00042,    
 0003.669922, 000978,  0.978, _,    -00038, 000083, -00035,    
 0003.671875, 000976,  0.976, _,    -00039, 000079, -00034,    
 0003.671875, 000976,  0.976, _,    -00034, 000072, -00039,    
 0003.673828, 000976,  0.976, _,    -00029, 000073, -00041,    
 0003.673828, 000976,  0.976, _,    -00032, 000075, -00037,    
 0003.675781, 000975,  0.975, _,    -00036, 000077, -00036,    
 0003.675781, 000975,  0.975, _,    -00037, 000076, -00035,    
 0003.677734, 000977,  0.977, _,    -00036, 000075, -00037,    
 0003.677734, 000977,  0.977, _,    -00039, 000074, -00039,    
 0003.679688, 000980,  0.980, _,    -00039, 000070, -00034,    
 0003.679688, 000978,  0.978, _,    -00035, 000072, -00027,    
 0003.681641, 000978,  0.978, _,    -00037, 000077, -00025,    
 0003.681641, 000976,  0.976, _,    -00039, 000079, -00027,    
 0003.683594, 000977,  0.977, _,    -00041, 000076, -00029,    
 0003.683594, 000975,  0.975, _,    -00039, 000069, -00029,    
 0003.685547, 000977,  0.977, _,    -00037, 000066, -00031,    
 0003.685547, 000977,  0.977, _,    -00036, 000071, -00032,    
 0003.687500, 000977,  0.977, _,    -00034, 000074, -00030,    
 0003.687500, 000978,  0.978, _,    -00032, 000075, -00031,    
 0003.689453, 000979,  0.979, _,    -00034, 000070, -00030,    
 0003.689453, 000976,  0.976, _,    -00035, 000065, -00026,    
 0003.691406, 000977,  0.977, _,    -00035, 000071, -00027,    
 0003.691406, 000977,  0.977, _,    -00033, 000078, -00032,    
 0003.693359, 000978,  0.978, _,    -00031, 000078, -00037,    
 0003.693359, 000977,  0.977, _,    -00032, 000075, -00037,    
 0003.695312, 000978,  0.978, _,    -00033, 000075, -00037,    
 0003.695312, 000986,  0.986, _,    -00034, 000073, -00036,    
 0003.697266, 000978,  0.978, _,    -00031, 000078, -00035,    
 0003.697266, 000977,  0.977, _,    -00030, 000081, -00034,    
 0003.699219, 000978,  0.978, _,    -00029, 000073, -00036,    
 0003.701172, 000977,  0.977, _,    -00027, 000070, -00036,    
 0003.701172, 000975,  0.975, _,    -00028, 000074, -00032,    
 0003.703125, 000975,  0.975, _,    -00031, 000074, -00028,    
 0003.703125, 000975,  0.975, _,    -00036, 000073, -00030,    
 0003.705078, 000976,  0.976, _,    -00041, 000075, -00033,    
 0003.705078, 000975,  0.975, _,    -00040, 000073, -00036,    
 0003.707031, 000975,  0.975, _,    -00041, 000072, -00036,    
 0003.707031, 000976,  0.976, _,    -00041, 000072, -00037,    
 0003.708984, 000975,  0.975, _,    -00034, 000073, -00038,    
 0003.708984, 000978,  0.978, _,    -00030, 000074, -00040,    
 0003.710938, 000976,  0.976, _,    -00032, 000078, -00038,    
 0003.710938, 000976,  0.976, _,    -00029, 000080, -00037,    
 0003.712891, 000975,  0.975, _,    -00028, 000079, -00038,    
 0003.712891, 000976,  0.976, _,    -00036, 000075, -00036,    
 0003.714844, 000976,  0.976, _,    -00041, 000073, -00031,    
 0003.714844, 000975,  0.975, _,    -00041, 000071, -00031,    
 0003.716797, 000976,  0.976, _,    -00034, 000072, -00033,    
 0003.716797, 000975,  0.975, _,    -00026, 000079, -00034,    
 0003.718750, 000976,  0.976, _,    -00025, 000079, -00036,    
 0003.718750, 000978,  0.978, _,    -00032, 000081, -00036,    
 0003.720703, 000976,  0.976, _,    -00036, 000083, -00033,    
 0003.720703, 000977,  0.977, _,    -00035, 000082, -00030,    
 0003.722656, 000976,  0.976, _,    -00032, 000082, -00027,    
 0003.722656, 000974,  0.974, _,    -00033, 000078, -00027,    
 0003.724609, 000976,  0.976, _,    -00031, 000079, -00028,    
 0003.724609, 000976,  0.976, _,    -00030, 000079, -00027,    
 0003.726562, 000976,  0.976, _,    -00031, 000073, -00030,    
 0003.726562, 000976,  0.976, _,    -00033, 000068, -00034,    
 0003.728516, 000975,  0.975, _,    -00040, 000074, -00032,    
 0003.728516, 000978,  0.978, _,    -00043, 000078, -00032,    
 0003.730469, 000976,  0.976, _,    -00041, 000080, -00034,    
 0003.730469, 000976,  0.976, _,    -00034, 000079, -00034,    
 0003.732422, 000977,  0.977, _,    -00028, 000076, -00036,    
 0003.732422, 000977,  0.977, _,    -00028, 000076, -00042,    
 0003.734375, 000976,  0.976, _,    -00035, 000077, -00042,    
 0003.734375, 000976,  0.976, _,    -00041, 000076, -00037,    
 0003.736328, 000976,  0.976, _,    -00040, 000078, -00034,    
 0003.736328, 000975,  0.975, _,    -00030, 000080, -00030,    
 0003.738281, 000975,  0.975, _,    -00029, 000080, -00032,    
 0003.738281, 000978,  0.978, _,    -00032, 000077, -00032,    
 0003.740234, 000976,  0.976, _,    -00032, 000071, -00031,    
 0003.740234, 000976,  0.976, _,    -00034, 000070, -00032,    
 0003.742188, 000977,  0.977, _,    -00039, 000073, -00036,    
 0003.744141, 000978,  0.978, _,    -00042, 000076, -00034,    
 0003.744141, 000977,  0.977, _,    -00039, 000075, -00028,    
 0003.746094, 000977,  0.977, _,    -00034, 000074, -00028,    
 0003.746094, 000980,  0.980, _,    -00036, 000074, -00030,    
 0003.748047, 000977,  0.977, _,    -00039, 000074, -00033,    
 0003.748047, 000977,  0.977, _,    -00033, 000075, -00035,    
 0003.750000, 000980,  0.980, _,    -00031, 000075, -00036,    
 0003.750000, 000976,  0.976, _,    -00033, 000076, -00038,    
 0003.751953, 000977,  0.977, _,    -00034, 000080, -00039,    
 0003.751953, 000977,  0.977, _,    -00035, 000081, -00037,    
 0003.753906, 000977,  0.977, _,    -00032, 000078, -00033,    
 0003.753906, 000977,  0.977, _,    -00029, 000079, -00033,    
 0003.755859, 000978,  0.978, _,    -00030, 000082, -00037,    
 0003.755859, 000977,  0.977, _,    -00036, 000084, -00037,    
 0003.757812, 000977,  0.977, _,    -00040, 000081, -00032,    
 0003.757812, 000980,  0.980, _,    -00041, 000078, -00030,    
 0003.759766, 000978,  0.978, _,    -00039, 000076, -00030,    
 0003.759766, 000988,  0.988, _,    -00034, 000079, -00030,    
 0003.761719, 000980,  0.980, _,    -00027, 000082, -00030,    
 0003.761719, 000978,  0.978, _,    -00030, 000079, -00024,    
 0003.763672, 000978,  0.978, _,    -00036, 000074, -00024,    
 0003.763672, 000978,  0.978, _,    -00037, 000073, -00031,    
 0003.765625, 000977,  0.977, _,    -00034, 000073, -00033,    
 0003.765625, 000975,  0.975, _,    -00033, 000074, -00034,    
 0003.767578, 000975,  0.975, _,    -00036, 000077, -00035,    
 0003.767578, 000976,  0.976, _,    -00035, 000074, -00034,    
 0003.769531, 000979,  0.979, _,    -00035, 000069, -00035,    
 0003.769531, 000977,  0.977, _,    -00037, 000067, -00036,    
 0003.771484, 000976,  0.976, _,    -00038, 000065, -00035,    
 0003.771484, 000974,  0.974, _,    -00036, 000070, -00036,    
 0003.773438, 000977,  0.977, _,    -00038, 000077, -00029,    
 0003.773438, 000975,  0.975, _,    -00043, 000079, -00024,    
 0003.775391, 000976,  0.976, _,    -00042, 000075, -00027,    
 0003.775391, 000975,  0.975, _,    -00042, 000073, -00029,    
 0003.777344, 000975,  0.975, _,    -00039, 000077, -00028,    
 0003.777344, 000976,  0.976, _,    -00037, 000083, -00026,    
 0003.779297, 000977,  0.977, _,    -00039, 000085, -00031,    
 0003.779297, 000977,  0.977, _,    -00041, 000081, -00038,    
 0003.781250, 000976,  0.976, _,    -00040, 000074, -00036,    
 0003.781250, 000976,  0.976, _,    -00039, 000070, -00033,    
 0003.783203, 000977,  0.977, _,    -00037, 000067, -00033,    
 0003.785156, 000976,  0.976, _,    -00040, 000070, -00031,    
 0003.785156, 000976,  0.976, _,    -00044, 000076, -00030,    
 0003.787109, 000976,  0.976, _,    -00039, 000077, -00032,    
 0003.787109, 000976,  0.976, _,    -00034, 000078, -00038,    
 0003.789062, 000975,  0.975, _,    -00033, 000083, -00039,    
 0003.789062, 000977,  0.977, _,    -00034, 000083, -00035,    
 0003.791016, 000978,  0.978, _,    -00032, 000080, -00034,    
 0003.791016, 000976,  0.976, _,    -00029, 000075, -00036,    
 0003.792969, 000976,  0.976, _,    -00029, 000074, -00039,    
 0003.792969, 000976,  0.976, _,    -00030, 000077, -00039,    
 0003.794922, 000976,  0.976, _,    -00030, 000078, -00037,    
 0003.794922, 000975,  0.975, _,    -00032, 000076, -00034,    
 0003.796875, 000976,  0.976, _,    -00037, 000075, -00030,    
 0003.796875, 000975,  0.975, _,    -00039, 000070, -00030,    
 0003.798828, 000975,  0.975, _,    -00040, 000070, -00033,    
 0003.798828, 000978,  0.978, _,    -00039, 000079, -00035,    
 0003.800781, 000976,  0.976, _,    -00035, 000086, -00036,    
 0003.800781, 000975,  0.975, _,    -00032, 000083, -00033,    
 0003.802734, 000976,  0.976, _,    -00034, 000078, -00029,    
 0003.802734, 000976,  0.976, _,    -00037, 000079, -00032,    
 0003.804688, 000974,  0.974, _,    -00035, 000078, -00036,    
 0003.804688, 000975,  0.975, _,    -00032, 000076, -00034,    
 0003.806641, 000976,  0.976, _,    -00032, 000074, -00032,    
 0003.806641, 000977,  0.977, _,    -00033, 000074, -00032,    
 0003.808594, 000978,  0.978, _,    -00030, 000072, -00031,    
 0003.808594, 000980,  0.980, _,    -00033, 000071, -00026,    
 0003.810547, 000977,  0.977, _,    -00037, 000068, -00025,    
 0003.810547, 000976,  0.976, _,    -00039, 000066, -00032,    
 0003.812500, 000978,  0.978, _,    -00041, 000071, -00034,    
 0003.812500, 000977,  0.977, _,    -00039, 000073, -00031,    
 0003.814453, 000977,  0.977, _,    -00034, 000071, -00029,    
 0003.814453, 000978,  0.978, _,    -00032, 000074, -00025,    
 0003.816406, 000978,  0.978, _,    -00033, 000080, -00025,    
 0003.816406, 000977,  0.977, _,    -00031, 000085, -00030,    
 0003.818359, 000979,  0.979, _,    -00033, 000085, -00034,    
 0003.818359, 000978,  0.978, _,    -00037, 000079, -00036,    
 0003.820312, 000977,  0.977, _,    -00040, 000076, -00035,    
 0003.820312, 000978,  0.978, _,    -00036, 000080, -00037,    
 0003.822266, 000976,  0.976, _,    -00033, 000084, -00042,    
 0003.822266, 000978,  0.978, _,    -00039, 000083, -00041,    
 0003.824219, 000988,  0.988, _,    -00043, 000079, -00028,    
 0003.826172, 000979,  0.979, _,    -00035, 000074, -00024,    
 0003.826172, 000977,  0.977, _,    -00030, 000073, -00031,    
 0003.828125, 000976,  0.976, _,    -00031, 000076, -00035,    
 0003.828125, 000978,  0.978, _,    -00031, 000077, -00033,    
 0003.830078, 000978,  0.978, _,    -00032, 000076, -00036,    
 0003.830078, 000978,  0.978, _,    -00029, 000074, -00040,    
 0003.832031, 000975,  0.975, _,    -00025, 000076, -00040,    
 0003.832031, 000976,  0.976, _,    -00028, 000078, -00038,    
 0003.833984, 000975,  0.975, _,    -00034, 000075, -00032,    
 0003.833984, 000975,  0.975, _,    -00041, 000073, -00027,    
 0003.835938, 000975,  0.975, _,    -00042, 000072, -00027,    
 0003.835938, 000976,  0.976, _,    -00040, 000069, -00031,    
 0003.837891, 000975,  0.975, _,    -00038, 000070, -00030,    
 0003.837891, 000975,  0.975, _,    -00035, 000074, -00028,    
 0003.839844, 000983,  0.983, _,    -00036, 000077, -00033,    
 0003.839844, 000979,  0.979, _,    -00036, 000080, -00034,    
 0003.841797, 000977,  0.977, _,    -00038, 000079, -00032,    
 0003.841797, 000977,  0.977, _,    -00036, 000077, -00031,    
 0003.843750, 000976,  0.976, _,    -00032, 000076, -00033,    
 0003.843750, 000977,  0.977, _,    -00029, 000075, -00031,    
 0003.845703, 000978,  0.978, _,    -00029, 000081, -00027,    
 0003.845703, 000976,  0.976, _,    -00031, 000085, -00029,    
 0003.847656, 000976,  0.976, _,    -00034, 000084, -00035,    
 0003.847656, 000976,  0.976, _,    -00036, 000081, -00037,    
 0003.849609, 000978,  0.978, _,    -00036, 000079, -00037,    
 0003.849609, 000977,  0.977, _,    -00035, 000076, -00034,    
 0003.851562, 000976,  0.976, _,    -00038, 000073, -00028,    
 0003.851562, 000977,  0.977, _,    -00037, 000069, -00024,    
 0003.853516, 000976,  0.976, _,    -00037, 000064, -00026,    
 0003.853516, 000974,  0.974, _,    -00036, 000062, -00030,    
 0003.855469, 000976,  0.976, _,    -00032, 000064, -00035,    
 0003.855469, 000975,  0.975, _,    -00027, 000071, -00040,    
 0003.857422, 000976,  0.976, _,    -00031, 000078, -00036,    
 0003.857422, 000974,  0.974, _,    -00033, 000079, -00035,    
 0003.859375, 000977,  0.977, _,    -00032, 000076, -00035,    
 0003.859375, 000976,  0.976, _,    -00030, 000073, -00031,    
 0003.861328, 000976,  0.976, _,    -00029, 000078, -00029,    
 0003.861328, 000975,  0.975, _,    -00035, 000081, -00034,    
 0003.863281, 000976,  0.976, _,    -00040, 000081, -00036,    
 0003.863281, 000975,  0.975, _,    -00036, 000077, -00035,    
 0003.865234, 000976,  0.976, _,    -00028, 000072, -00032,    
 0003.865234, 000974,  0.974, _,    -00026, 000067, -00035,    
 0003.867188, 000976,  0.976, _,    -00030, 000066, -00037,    
 0003.869141, 000976,  0.976, _,    -00032, 000072, -00037,    
 0003.869141, 000977,  0.977, _,    -00031, 000076, -00040,    
 0003.871094, 000976,  0.976, _,    -00033, 000080, -00041,    
 0003.871094, 000976,  0.976, _,    -00037, 000084, -00038,    
 0003.873047, 000976,  0.976, _,    -00037, 000086, -00036,    
 0003.873047, 000975,  0.975, _,    -00034, 000082, -00037,    
 0003.875000, 000976,  0.976, _,    -00031, 000076, -00033,    
 0003.875000, 000976,  0.976, _,    -00034, 000073, -00031,    
 0003.876953, 000977,  0.977, _,    -00039, 000074, -00030,    
 0003.876953, 000977,  0.977, _,    -00038, 000076, -00032,    
 0003.878906, 000978,  0.978, _,    -00032, 000075, -00036,    
 0003.878906, 000979,  0.979, _,    -00027, 000073, -00038,    
 0003.880859, 000976,  0.976, _,    -00028, 000070, -00039,    
 0003.880859, 000976,  0.976, _,    -00030, 000070, -00042,    
 0003.882812, 000977,  0.977, _,    -00031, 000072, -00038,    
 0003.882812, 000977,  0.977, _,    -00029, 000077, -00029,    
 0003.884766, 000979,  0.979, _,    -00031, 000081, -00026,    
 0003.884766, 000975,  0.975, _,    -00034, 000080, -00027,    
 0003.886719, 000978,  0.978, _,    -00036, 000080, -00034,    
 0003.886719, 000978,  0.978, _,    -00032, 000081, -00041,    
 0003.888672, 000989,  0.989, _,    -00031, 000079, -00043,    
 0003.888672, 000980,  0.980, _,    -00035, 000076, -00039,    
 0003.890625, 000978,  0.978, _,    -00036, 000075, -00035,    
 0003.890625, 000977,  0.977, _,    -00037, 000076, -00034,    
 0003.892578, 000976,  0.976, _,    -00037, 000076, -00037,    
 0003.892578, 000976,  0.976, _,    -00037, 000080, -00040,    
 0003.894531, 000976,  0.976, _,    -00038, 000084, -00037,    
 0003.894531, 000975,  0.975, _,    -00035, 000081, -00030,    
 0003.896484, 000979,  0.979, _,    -00028, 000075, -00026,    
 0003.896484, 000976,  0.976, _,    -00023, 000075, -00030,    
 0003.898438, 000976,  0.976, _,    -00025, 000073, -00031,    
 0003.898438, 000977,  0.977, _,    -00029, 000066, -00029,    
 0003.900391, 000976,  0.976, _,    -00031, 000066, -00030,    
 0003.900391, 000977,  0.977, _,    -00032, 000070, -00037,    
 0003.902344, 000976,  0.976, _,    -00032, 000074, -00037,    
 0003.902344, 000976,  0.976, _,    -00034, 000073, -00034,    
 0003.904297, 000976,  0.976, _,    -00037, 000075, -00033,    
 0003.904297, 000977,  0.977, _,    -00039, 000076, -00032,    
 0003.906250, 000976,  0.976, _,    -00036, 000077, -00032,    
 0003.908203, 000976,  0.976, _,    -00032, 000082, -00034,    
 0003.908203, 000974,  0.974, _,    -00031, 000082, -00033,    
 0003.910156, 000979,  0.979, _,    -00030, 000078, -00034,    
 0003.910156, 000976,  0.976, _,    -00034, 000076, -00034,    
 0003.912109, 000975,  0.975, _,    -00037, 000075, -00032,    
 0003.912109, 000976,  0.976, _,    -00039, 000080, -00030,    
 0003.914062, 000975,  0.975, _,    -00039, 000085, -00032,    
 0003.914062, 000976,  0.976, _,    -00037, 000087, -00033,    
 0003.916016, 000976,  0.976, _,    -00037, 000079, -00032,    
 0003.916016, 000975,  0.975, _,    -00037, 000071, -00035,    
 0003.917969, 000975,  0.975, _,    -00037, 000067, -00038,    
 0003.917969, 000976,  0.976, _,    -00036, 000070, -00035,    
 0003.919922, 000979,  0.979, _,    -00035, 000078, -00033,    
 0003.919922, 000977,  0.977, _,    -00033, 000085, -00036,    
 0003.921875, 000977,  0.977, _,    -00031, 000083, -00038,    
 0003.921875, 000976,  0.976, _,    -00025, 000081, -00035,    
 0003.923828, 000977,  0.977, _,    -00020, 000076, -00031,    
 0003.923828, 000976,  0.976, _,    -00024, 000073, -00031,    
 0003.925781, 000975,  0.975, _,    -00032, 000078, -00033,    
 0003.925781, 000976,  0.976, _,    -00038, 000083, -00033,    
 0003.927734, 000975,  0.975, _,    -00040, 000084, -00032,    
 0003.927734, 000976,  0.976, _,    -00039, 000083, -00033,    
 0003.929688, 000978,  0.978, _,    -00037, 000080, -00036,    
 0003.929688, 000977,  0.977, _,    -00035, 000079, -00029,    
 0003.931641, 000975,  0.975, _,    -00036, 000077, -00029,    
 0003.931641, 000976,  0.976, _,    -00032, 000079, -00028,    
 0003.933594, 000977,  0.977, _,    -00032, 000078, -00031,    
 0003.933594, 000978,  0.978, _,    -00037, 000078, -00029,    
 0003.935547, 000975,  0.975, _,    -00039, 000082, -00030,    
 0003.935547, 000976,  0.976, _,    -00037, 000086, -00033,    
 0003.937500, 000977,  0.977, _,    -00031, 000083, -00036,    
 0003.937500, 000976,  0.976, _,    -00024, 000079, -00038,    
 0003.939453, 000979,  0.979, _,    -00028, 000076, -00041,    
 0003.939453, 000977,  0.977, _,    -00035, 000077, -00041,    
 0003.941406, 000976,  0.976, _,    -00035, 000082, -00042,    
 0003.941406, 000977,  0.977, _,    -00031, 000087, -00043,    
 0003.943359, 000978,  0.978, _,    -00029, 000083, -00039,    
 0003.943359, 000978,  0.978, _,    -00029, 000078, -00033,    
 0003.945312, 000978,  0.978, _,    -00032, 000074, -00033,    
 0003.945312, 000977,  0.977, _,    -00034, 000074, -00034,    
 0003.947266, 000978,  0.978, _,    -00035, 000079, -00035,    
 0003.947266, 000978,  0.978, _,    -00039, 000077, -00034,    
 0003.949219, 000981,  0.981, _,    -00041, 000075, -00036,    
 0003.949219, 000978,  0.978, _,    -00044, 000074, -00036,    
 0003.951172, 000976,  0.976, _,    -00041, 000071, -00031,    
 0003.953125, 000986,  0.986, _,    -00034, 000070, -00030,    
 0003.953125, 000979,  0.979, _,    -00028, 000072, -00035,    
 0003.955078, 000976,  0.976, _,    -00023, 000075, -00036,    
 0003.955078, 000976,  0.976, _,    -00027, 000078, -00034,    
 0003.957031, 000976,  0.976, _,    -00036, 000077, -00032,    
 0003.957031, 000976,  0.976, _,    -00040, 000072, -00033,    
 0003.958984, 000976,  0.976, _,    -00039, 000071, -00036,    
 0003.958984, 000979,  0.979, _,    -00038, 000075, -00034,    
 0003.960938, 000979,  0.979, _,    -00039, 000080, -00028,    
 0003.960938, 000977,  0.977, _,    -00040, 000081, -00028,    
 0003.962891, 000977,  0.977, _,    -00040, 000076, -00029,    
 0003.962891, 000977,  0.977, _,    -00040, 000074, -00030,    
 0003.964844, 000975,  0.975, _,    -00039, 000079, -00031,    
 0003.964844, 000975,  0.975, _,    -00039, 000083, -00031,    
 0003.966797, 000975,  0.975, _,    -00040, 000082, -00034,    
 0003.966797, 000976,  0.976, _,    -00040, 000078, -00039,    
 0003.968750, 000976,  0.976, _,    -00042, 000078, -00038,    
 0003.968750, 000978,  0.978, _,    -00040, 000080, -00031,    
 0003.970703, 000978,  0.978, _,    -00036, 000073, -00024,    
 0003.970703, 000975,  0.975, _,    -00034, 000068, -00024,    
 0003.972656, 000977,  0.977, _,    -00034, 000071, -00031,    
 0003.972656, 000976,  0.976, _,    -00033, 000075, -00037,    
 0003.974609, 000976,  0.976, _,    -00029, 000078, -00034,    
 0003.974609, 000977,  0.977, _,    -00031, 000074, -00031,    
 0003.976562, 000975,  0.975, _,    -00037, 000068, -00032,    
 0003.976562, 000975,  0.975, _,    -00038, 000066, -00031,    
 0003.978516, 000976,  0.976, _,    -00038, 000069, -00030,    
 0003.978516, 000979,  0.979, _,    -00035, 000079, -00031,    
 0003.980469, 000977,  0.977, _,    -00034, 000082, -00034,    
 0003.980469, 000975,  0.975, _,    -00035, 000083, -00036,    
 0003.982422, 000976,  0.976, _,    -00037, 000082, -00035,    
 0003.982422, 000977,  0.977, _,    -00038, 000078, -00036,    
 0003.984375, 000976,  0.976, _,    -00039, 000078, -00031,    
 0003.984375, 000976,  0.976, _,    -00042, 000079, -00028,    
 0003.986328, 000976,  0.976, _,    -00044, 000080, -00028,    
 0003.986328, 000975,  0.975, _,    -00036, 000076, -00029,    
 0003.988281, 000976,  0.976, _,    -00030, 000076, -00029,    
 0003.988281, 000978,  0.978, _,    -00035, 000073, -00030,    
 0003.990234, 000977,  0.977, _,    -00038, 000072, -00028,    
 0003.990234, 000977,  0.977, _,    -00036, 000077, -00026,    
 0003.992188, 000975,  0.975, _,    -00033, 000077, -00030,    
 0003.994141, 000976,  0.976, _,    -00035, 000075, -00036,    
 0003.994141, 000977,  0.977, _,    -00035, 000071, -00040,    
 0003.996094, 000976,  0.976, _,    -00039, 000071, -00041,    
 0003.996094, 000976,  0.976, _,    -00040, 000074, -00037,    
 0003.998047, 000977,  0.977, _,    -00036, 000075, -00030,    
 0003.998047, 000976,  0.976, _,    -00034, 000075, -00022,    
 0004.000000, 000979,  0.979, _,    -00036, 000076, -00020,    
 0004.000000, 000976,  0.976, _,    -00037, 000076, -00025,    
 0004.001953, 000976,  0.976, _,    -00036, 000077, -00034,    
 0004.001953, 000977,  0.977, _,    -00037, 000078, -00039,    
 0004.003906, 000975,  0.975, _,    -00038, 000079, -00040,    
 0004.003906, 000976,  0.976, _,    -00037, 000083, -00036,    
 0004.005859, 000976,  0.976, _,    -00039, 000085, -00033,    
 0004.005859, 000975,  0.975, _,    -00040, 000079, -00031,    
 0004.007812, 000978,  0.978, _,    -00037, 000077, -00030,    
 0004.007812, 000978,  0.978, _,    -00034, 000076, -00029,    
 0004.009766, 000986,  0.986, _,    -00033, 000073, -00031,    
 0004.009766, 000976,  0.976, _,    -00031, 000074, -00032,    
 0004.011719, 000977,  0.977, _,    -00032, 000075, -00032,    
 0004.011719, 000976,  0.976, _,    -00032, 000074, -00033,    
 0004.013672, 000976,  0.976, _,    -00036, 000071, -00031,    
 0004.013672, 000975,  0.975, _,    -00041, 000073, -00028,    
 0004.015625, 000976,  0.976, _,    -00036, 000077, -00029,    
 0004.015625, 000991,  0.991, _,    -00027, 000079, -00030,    
 0004.017578, 000980,  0.980, _,    -00026, 000074, -00034,    
 0004.017578, 000978,  0.978, _,    -00027, 000070, -00038,    
 0004.019531, 000981,  0.981, _,    -00035, 000073, -00036,    
 0004.019531, 000978,  0.978, _,    -00039, 000082, -00033,    
 0004.021484, 000976,  0.976, _,    -00034, 000082, -00031,    
 0004.021484, 000976,  0.976, _,    -00031, 000077, -00035,    
 0004.023438, 000977,  0.977, _,    -00033, 000078, -00036,    
 0004.023438, 000976,  0.976, _,    -00036, 000080, -00038,    
 0004.025391, 000976,  0.976, _,    -00033, 000080, -00038,    
 0004.025391, 000976,  0.976, _,    -00030, 000079, -00034,    
 0004.027344, 000975,  0.975, _,    -00032, 000081, -00029,    
 0004.027344, 000976,  0.976, _,    -00033, 000087, -00037,    
 0004.029297, 000979,  0.979, _,    -00036, 000083, -00040,    
 0004.029297, 000977,  0.977, _,    -00038, 000079, -00032,    
 0004.031250, 000976,  0.976, _,    -00041, 000078, -00025,    
