timeG, dur, perc, X, rGx1, rGy1, rGz1, 
 0002.050781, 000978,  0.978, _,    -00035, 000076, -00034,    
 0002.050781, 000977,  0.977, _,    -00036, 000069, -00032,    
 0002.052734, 000976,  0.976, _,    -00035, 000067, -00028,    
 0002.052734, 000976,  0.976, _,    -00033, 000069, -00029,    
 0002.054688, 000976,  0.976, _,    -00034, 000069, -00034,    
 0002.054688, 000975,  0.975, _,    -00035, 000071, -00036,    
 0002.056641, 000976,  0.976, _,    -00037, 000077, -00029,    
 0002.056641, 000976,  0.976, _,    -00036, 000081, -00026,    
 0002.058594, 000976,  0.976, _,    -00035, 000080, -00032,    
 0002.058594, 000975,  0.975, _,    -00036, 000075, -00041,    
 0002.060547, 000977,  0.977, _,    -00040, 000072, -00043,    
 0002.060547, 000977,  0.977, _,    -00041, 000075, -00038,    
 0002.062500, 000976,  0.976, _,    -00036, 000076, -00029,    
 0002.062500, 000976,  0.976, _,    -00031, 000074, -00026,    
 0002.064453, 000976,  0.976, _,    -00030, 000075, -00027,    
 0002.064453, 000977,  0.977, _,    -00030, 000077, -00029,    
 0002.066406, 000976,  0.976, _,    -00034, 000079, -00028,    
 0002.066406, 000976,  0.976, _,    -00039, 000078, -00023,    
 0002.068359, 000976,  0.976, _,    -00039, 000076, -00022,    
 0002.068359, 000976,  0.976, _,    -00037, 000076, -00024,    
 0002.070312, 000977,  0.977, _,    -00035, 000074, -00029,    
 0002.070312, 000976,  0.976, _,    -00032, 000074, -00030,    
 0002.072266, 000975,  0.975, _,    -00028, 000075, -00028,    
 0002.072266, 000976,  0.976, _,    -00030, 000080, -00028,    
 0002.074219, 000976,  0.976, _,    -00034, 000083, -00031,    
 0002.074219, 000976,  0.976, _,    -00035, 000075, -00037,    
 0002.076172, 000975,  0.975, _,    -00033, 000068, -00041,    
 0002.076172, 000978,  0.978, _,    -00032, 000067, -00039,    
 0002.078125, 000976,  0.976, _,    -00031, 000068, -00032,    
 0002.078125, 000975,  0.975, _,    -00030, 000068, -00030,    
 0002.080078, 000979,  0.979, _,    -00029, 000069, -00033,    
 0002.080078, 000976,  0.976, _,    -00034, 000072, -00038,    
 0002.082031, 000976,  0.976, _,    -00036, 000079, -00038,    
 0002.082031, 000976,  0.976, _,    -00035, 000083, -00032,    
 0002.083984, 000976,  0.976, _,    -00034, 000084, -00026,    
 0002.083984, 000976,  0.976, _,    -00034, 000085, -00025,    
 0002.085938, 000976,  0.976, _,    -00031, 000082, -00028,    
 0002.085938, 000975,  0.975, _,    -00030, 000076, -00033,    
 0002.087891, 000976,  0.976, _,    -00035, 000072, -00034,    
 0002.087891, 000978,  0.978, _,    -00034, 000073, -00032,    
 0002.089844, 001441,  1.441, X,    -00029, 000071, -00035,    
 0002.091797, 000980,  0.980, _,    -00031, 000071, -00037,    
 0002.091797, 000977,  0.977, _,    -00032, 000070, -00039,    
 0002.093750, 000976,  0.976, _,    -00035, 000072, -00037,    
 0002.093750, 000976,  0.976, _,    -00035, 000073, -00033,    
 0002.095703, 000976,  0.976, _,    -00036, 000073, -00028,    
 0002.095703, 000987,  0.987, _,    -00038, 000073, -00028,    
 0002.097656, 000978,  0.978, _,    -00040, 000074, -00027,    
 0002.097656, 000979,  0.979, _,    -00042, 000072, -00025,    
 0002.099609, 000979,  0.979, _,    -00038, 000070, -00029,    
 0002.099609, 000977,  0.977, _,    -00029, 000067, -00034,    
 0002.101562, 000977,  0.977, _,    -00027, 000068, -00036,    
 0002.101562, 000976,  0.976, _,    -00028, 000073, -00034,    
 0002.103516, 000977,  0.977, _,    -00024, 000076, -00032,    
 0002.103516, 000975,  0.975, _,    -00022, 000075, -00030,    
 0002.105469, 000975,  0.975, _,    -00029, 000077, -00030,    
 0002.105469, 000976,  0.976, _,    -00039, 000081, -00028,    
 0002.107422, 000975,  0.975, _,    -00043, 000079, -00028,    
 0002.107422, 000975,  0.975, _,    -00037, 000078, -00032,    
 0002.109375, 000979,  0.979, _,    -00028, 000076, -00034,    
 0002.109375, 000976,  0.976, _,    -00025, 000075, -00031,    
 0002.111328, 000976,  0.976, _,    -00023, 000074, -00028,    
 0002.113281, 000976,  0.976, _,    -00025, 000074, -00032,    
 0002.113281, 000975,  0.975, _,    -00030, 000075, -00040,    
 0002.115234, 000978,  0.978, _,    -00036, 000076, -00046,    
 0002.115234, 000976,  0.976, _,    -00036, 000075, -00045,    
 0002.117188, 000976,  0.976, _,    -00035, 000072, -00038,    
 0002.117188, 000976,  0.976, _,    -00033, 000073, -00038,    
 0002.119141, 000976,  0.976, _,    -00033, 000077, -00034,    
 0002.119141, 000980,  0.980, _,    -00035, 000077, -00030,    
 0002.121094, 000976,  0.976, _,    -00036, 000072, -00029,    
 0002.121094, 000977,  0.977, _,    -00035, 000072, -00031,    
 0002.123047, 000977,  0.977, _,    -00035, 000076, -00035,    
 0002.123047, 000979,  0.979, _,    -00036, 000076, -00034,    
 0002.125000, 000977,  0.977, _,    -00038, 000075, -00035,    
 0002.125000, 000976,  0.976, _,    -00036, 000078, -00038,    
 0002.126953, 000975,  0.975, _,    -00034, 000078, -00037,    
 0002.126953, 000977,  0.977, _,    -00035, 000072, -00030,    
 0002.128906, 000975,  0.975, _,    -00036, 000071, -00029,    
 0002.128906, 000978,  0.978, _,    -00034, 000075, -00035,    
 0002.130859, 000978,  0.978, _,    -00032, 000084, -00042,    
 0002.130859, 000977,  0.977, _,    -00034, 000089, -00043,    
 0002.132812, 000975,  0.975, _,    -00040, 000085, -00038,    
 0002.132812, 000976,  0.976, _,    -00038, 000081, -00033,    
 0002.134766, 000976,  0.976, _,    -00031, 000081, -00030,    
 0002.134766, 000975,  0.975, _,    -00031, 000079, -00031,    
 0002.136719, 000975,  0.975, _,    -00035, 000077, -00030,    
 0002.136719, 000975,  0.975, _,    -00037, 000073, -00029,    
 0002.138672, 000975,  0.975, _,    -00041, 000072, -00028,    
 0002.138672, 000979,  0.979, _,    -00039, 000078, -00031,    
 0002.140625, 000976,  0.976, _,    -00036, 000082, -00032,    
 0002.140625, 000976,  0.976, _,    -00034, 000080, -00030,    
 0002.142578, 000975,  0.975, _,    -00031, 000079, -00030,    
 0002.142578, 000976,  0.976, _,    -00035, 000076, -00031,    
 0002.144531, 000976,  0.976, _,    -00041, 000071, -00035,    
 0002.144531, 000976,  0.976, _,    -00042, 000073, -00036,    
 0002.146484, 000975,  0.975, _,    -00035, 000079, -00037,    
 0002.146484, 000976,  0.976, _,    -00028, 000083, -00038,    
 0002.148438, 000976,  0.976, _,    -00030, 000082, -00037,    
 0002.148438, 000980,  0.980, _,    -00035, 000082, -00035,    
 0002.150391, 000977,  0.977, _,    -00036, 000081, -00029,    
 0002.150391, 000976,  0.976, _,    -00033, 000076, -00024,    
 0002.152344, 000977,  0.977, _,    -00029, 000073, -00022,    
 0002.152344, 000974,  0.974, _,    -00027, 000074, -00028,    
 0002.154297, 000975,  0.975, _,    -00029, 000077, -00030,    
 0002.156250, 000976,  0.976, _,    -00034, 000080, -00030,    
 0002.156250, 000976,  0.976, _,    -00034, 000083, -00031,    
 0002.158203, 000975,  0.975, _,    -00033, 000083, -00031,    
 0002.158203, 000975,  0.975, _,    -00033, 000080, -00031,    
 0002.160156, 000978,  0.978, _,    -00031, 000075, -00027,    
 0002.160156, 000987,  0.987, _,    -00031, 000074, -00026,    
 0002.162109, 000979,  0.979, _,    -00033, 000076, -00032,    
 0002.162109, 000979,  0.979, _,    -00036, 000081, -00037,    
 0002.164062, 000977,  0.977, _,    -00040, 000081, -00036,    
 0002.164062, 000977,  0.977, _,    -00040, 000080, -00031,    
 0002.166016, 000976,  0.976, _,    -00034, 000079, -00028,    
 0002.166016, 000976,  0.976, _,    -00030, 000078, -00025,    
 0002.167969, 000975,  0.975, _,    -00031, 000078, -00027,    
 0002.167969, 000975,  0.975, _,    -00038, 000078, -00029,    
 0002.169922, 000979,  0.979, _,    -00042, 000077, -00031,    
 0002.169922, 000978,  0.978, _,    -00040, 000081, -00032,    
 0002.171875, 000976,  0.976, _,    -00032, 000083, -00030,    
 0002.171875, 000976,  0.976, _,    -00028, 000081, -00027,    
 0002.173828, 000975,  0.975, _,    -00031, 000077, -00026,    
 0002.173828, 000975,  0.975, _,    -00034, 000074, -00030,    
 0002.175781, 000975,  0.975, _,    -00037, 000076, -00032,    
 0002.175781, 000975,  0.975, _,    -00038, 000080, -00031,    
 0002.177734, 000976,  0.976, _,    -00034, 000081, -00032,    
 0002.177734, 000976,  0.976, _,    -00032, 000077, -00033,    
 0002.179688, 000978,  0.978, _,    -00035, 000075, -00033,    
 0002.179688, 000977,  0.977, _,    -00038, 000078, -00034,    
 0002.181641, 000976,  0.976, _,    -00038, 000077, -00035,    
 0002.181641, 000975,  0.975, _,    -00035, 000074, -00035,    
 0002.183594, 000975,  0.975, _,    -00031, 000077, -00036,    
 0002.183594, 000975,  0.975, _,    -00031, 000080, -00033,    
 0002.185547, 000976,  0.976, _,    -00034, 000079, -00029,    
 0002.185547, 000975,  0.975, _,    -00039, 000077, -00027,    
 0002.187500, 000975,  0.975, _,    -00040, 000081, -00028,    
 0002.187500, 000974,  0.974, _,    -00037, 000079, -00030,    
 0002.189453, 000978,  0.978, _,    -00034, 000077, -00032,    
 0002.189453, 000977,  0.977, _,    -00038, 000078, -00032,    
 0002.191406, 000978,  0.978, _,    -00043, 000074, -00035,    
 0002.191406, 000975,  0.975, _,    -00043, 000070, -00039,    
 0002.193359, 000975,  0.975, _,    -00039, 000068, -00038,    
 0002.193359, 000975,  0.975, _,    -00036, 000073, -00034,    
 0002.195312, 000976,  0.976, _,    -00034, 000079, -00030,    
 0002.197266, 000975,  0.975, _,    -00033, 000082, -00029,    
 0002.197266, 000975,  0.975, _,    -00032, 000080, -00029,    
 0002.199219, 000975,  0.975, _,    -00033, 000077, -00030,    
 0002.199219, 000978,  0.978, _,    -00032, 000076, -00030,    
 0002.201172, 000976,  0.976, _,    -00029, 000076, -00029,    
 0002.201172, 000976,  0.976, _,    -00031, 000076, -00030,    
 0002.203125, 000976,  0.976, _,    -00035, 000076, -00032,    
 0002.203125, 000976,  0.976, _,    -00035, 000074, -00031,    
 0002.205078, 000974,  0.974, _,    -00037, 000074, -00029,    
 0002.205078, 000975,  0.975, _,    -00041, 000078, -00030,    
 0002.207031, 000974,  0.974, _,    -00043, 000081, -00034,    
 0002.207031, 000976,  0.976, _,    -00042, 000081, -00036,    
 0002.208984, 000976,  0.976, _,    -00037, 000079, -00035,    
 0002.208984, 000978,  0.978, _,    -00033, 000079, -00034,    
 0002.210938, 000977,  0.977, _,    -00032, 000078, -00033,    
 0002.210938, 000976,  0.976, _,    -00033, 000072, -00036,    
 0002.212891, 000976,  0.976, _,    -00035, 000071, -00038,    
 0002.212891, 000975,  0.975, _,    -00032, 000078, -00035,    
 0002.214844, 000976,  0.976, _,    -00027, 000081, -00029,    
 0002.214844, 000975,  0.975, _,    -00028, 000080, -00031,    
 0002.216797, 000976,  0.976, _,    -00028, 000079, -00034,    
 0002.216797, 000975,  0.975, _,    -00025, 000082, -00034,    
 0002.218750, 000975,  0.975, _,    -00027, 000077, -00032,    
 0002.218750, 000977,  0.977, _,    -00030, 000067, -00030,    
 0002.220703, 000977,  0.977, _,    -00031, 000067, -00033,    
 0002.220703, 000976,  0.976, _,    -00033, 000072, -00039,    
 0002.222656, 000975,  0.975, _,    -00033, 000078, -00043,    
 0002.222656, 000976,  0.976, _,    -00032, 000080, -00042,    
 0002.224609, 000986,  0.986, _,    -00032, 000085, -00037,    
 0002.224609, 000979,  0.979, _,    -00036, 000085, -00035,    
 0002.226562, 000977,  0.977, _,    -00039, 000084, -00037,    
 0002.226562, 000978,  0.978, _,    -00040, 000083, -00035,    
 0002.228516, 000977,  0.977, _,    -00036, 000078, -00030,    
 0002.228516, 000978,  0.978, _,    -00034, 000074, -00026,    
 0002.230469, 000977,  0.977, _,    -00033, 000072, -00032,    
 0002.230469, 000975,  0.975, _,    -00036, 000071, -00037,    
 0002.232422, 000976,  0.976, _,    -00036, 000075, -00038,    
 0002.232422, 000977,  0.977, _,    -00035, 000078, -00036,    
 0002.234375, 000976,  0.976, _,    -00039, 000080, -00030,    
 0002.234375, 000976,  0.976, _,    -00043, 000079, -00028,    
 0002.236328, 000976,  0.976, _,    -00041, 000081, -00028,    
 0002.236328, 000975,  0.975, _,    -00036, 000079, -00032,    
 0002.238281, 000976,  0.976, _,    -00037, 000077, -00038,    
 0002.240234, 000977,  0.977, _,    -00040, 000075, -00034,    
 0002.240234, 000976,  0.976, _,    -00041, 000072, -00025,    
 0002.242188, 000977,  0.977, _,    -00038, 000072, -00025,    
 0002.242188, 000977,  0.977, _,    -00033, 000073, -00033,    
 0002.244141, 000976,  0.976, _,    -00035, 000073, -00038,    
 0002.244141, 000976,  0.976, _,    -00039, 000073, -00037,    
 0002.246094, 000976,  0.976, _,    -00041, 000078, -00034,    
 0002.246094, 000975,  0.975, _,    -00044, 000085, -00033,    
 0002.248047, 000976,  0.976, _,    -00042, 000085, -00031,    
 0002.248047, 000975,  0.975, _,    -00039, 000079, -00031,    
 0002.250000, 000976,  0.976, _,    -00034, 000075, -00031,    
 0002.250000, 000979,  0.979, _,    -00030, 000076, -00030,    
 0002.251953, 000977,  0.977, _,    -00027, 000074, -00029,    
 0002.251953, 000977,  0.977, _,    -00026, 000078, -00029,    
 0002.253906, 000976,  0.976, _,    -00028, 000078, -00033,    
 0002.253906, 000976,  0.976, _,    -00035, 000074, -00034,    
 0002.255859, 000976,  0.976, _,    -00042, 000070, -00032,    
 0002.255859, 000976,  0.976, _,    -00042, 000068, -00030,    
 0002.257812, 000975,  0.975, _,    -00037, 000066, -00029,    
 0002.257812, 000975,  0.975, _,    -00033, 000068, -00028,    
 0002.259766, 000977,  0.977, _,    -00028, 000069, -00027,    
 0002.259766, 000977,  0.977, _,    -00026, 000070, -00030,    
 0002.261719, 000977,  0.977, _,    -00031, 000072, -00035,    
 0002.261719, 000976,  0.976, _,    -00035, 000074, -00036,    
 0002.263672, 000976,  0.976, _,    -00033, 000071, -00037,    
 0002.263672, 000976,  0.976, _,    -00035, 000072, -00039,    
 0002.265625, 000978,  0.978, _,    -00037, 000079, -00038,    
 0002.265625, 000975,  0.975, _,    -00037, 000081, -00035,    
 0002.267578, 000976,  0.976, _,    -00038, 000080, -00032,    
 0002.267578, 000976,  0.976, _,    -00037, 000077, -00032,    
 0002.269531, 000978,  0.978, _,    -00032, 000073, -00029,    
 0002.269531, 000976,  0.976, _,    -00028, 000072, -00028,    
 0002.271484, 000977,  0.977, _,    -00030, 000072, -00030,    
 0002.271484, 000976,  0.976, _,    -00033, 000073, -00038,    
 0002.273438, 000976,  0.976, _,    -00036, 000077, -00039,    
 0002.273438, 000976,  0.976, _,    -00037, 000081, -00037,    
 0002.275391, 000976,  0.976, _,    -00037, 000079, -00039,    
 0002.275391, 000975,  0.975, _,    -00039, 000071, -00036,    
 0002.277344, 000976,  0.976, _,    -00041, 000070, -00032,    
 0002.277344, 000976,  0.976, _,    -00038, 000076, -00030,    
 0002.279297, 000977,  0.977, _,    -00033, 000081, -00033,    
 0002.279297, 000976,  0.976, _,    -00032, 000080, -00036,    
 0002.281250, 000976,  0.976, _,    -00037, 000077, -00034,    
 0002.283203, 000976,  0.976, _,    -00043, 000074, -00032,    
 0002.283203, 000976,  0.976, _,    -00043, 000077, -00030,    
 0002.285156, 000975,  0.975, _,    -00044, 000082, -00031,    
 0002.285156, 000976,  0.976, _,    -00044, 000080, -00033,    
 0002.287109, 000977,  0.977, _,    -00041, 000074, -00034,    
 0002.287109, 000975,  0.975, _,    -00037, 000071, -00038,    
 0002.289062, 000990,  0.990, _,    -00033, 000075, -00041,    
 0002.289062, 000980,  0.980, _,    -00033, 000079, -00038,    
 0002.291016, 000980,  0.980, _,    -00031, 000082, -00032,    
 0002.291016, 000976,  0.976, _,    -00032, 000086, -00028,    
 0002.292969, 000977,  0.977, _,    -00034, 000086, -00029,    
 0002.292969, 000976,  0.976, _,    -00031, 000077, -00035,    
 0002.294922, 000977,  0.977, _,    -00029, 000071, -00034,    
 0002.294922, 000976,  0.976, _,    -00032, 000071, -00034,    
 0002.296875, 000975,  0.975, _,    -00037, 000074, -00033,    
 0002.296875, 000976,  0.976, _,    -00040, 000075, -00031,    
 0002.298828, 000975,  0.975, _,    -00048, 000076, -00027,    
 0002.298828, 000978,  0.978, _,    -00053, 000078, -00029,    
 0002.300781, 000977,  0.977, _,    -00049, 000081, -00035,    
 0002.300781, 000976,  0.976, _,    -00042, 000083, -00038,    
 0002.302734, 000977,  0.977, _,    -00039, 000080, -00037,    
 0002.302734, 000975,  0.975, _,    -00037, 000079, -00037,    
 0002.304688, 000976,  0.976, _,    -00035, 000079, -00037,    
 0002.304688, 000975,  0.975, _,    -00033, 000079, -00033,    
 0002.306641, 000975,  0.975, _,    -00032, 000073, -00030,    
 0002.306641, 000975,  0.975, _,    -00027, 000067, -00031,    
 0002.308594, 000976,  0.976, _,    -00027, 000068, -00035,    
 0002.308594, 000979,  0.979, _,    -00033, 000070, -00034,    
 0002.310547, 000978,  0.978, _,    -00037, 000074, -00033,    
 0002.310547, 000977,  0.977, _,    -00037, 000078, -00038,    
 0002.312500, 000975,  0.975, _,    -00036, 000079, -00039,    
 0002.312500, 000976,  0.976, _,    -00042, 000075, -00037,    
 0002.314453, 000975,  0.975, _,    -00045, 000076, -00032,    
 0002.314453, 000975,  0.975, _,    -00039, 000078, -00033,    
 0002.316406, 000975,  0.975, _,    -00032, 000074, -00036,    
 0002.316406, 000975,  0.975, _,    -00030, 000070, -00033,    
 0002.318359, 000975,  0.975, _,    -00026, 000075, -00026,    
 0002.318359, 000978,  0.978, _,    -00024, 000078, -00028,    
 0002.320312, 000977,  0.977, _,    -00031, 000074, -00034,    
 0002.320312, 000976,  0.976, _,    -00039, 000077, -00035,    
 0002.322266, 000975,  0.975, _,    -00037, 000079, -00033,    
 0002.324219, 000976,  0.976, _,    -00029, 000073, -00031,    
 0002.324219, 000975,  0.975, _,    -00025, 000071, -00030,    
 0002.326172, 000976,  0.976, _,    -00027, 000073, -00035,    
 0002.326172, 000975,  0.975, _,    -00029, 000075, -00042,    
 0002.328125, 000975,  0.975, _,    -00031, 000077, -00042,    
 0002.328125, 000975,  0.975, _,    -00039, 000081, -00039,    
 0002.330078, 000979,  0.979, _,    -00040, 000085, -00034,    
 0002.330078, 000976,  0.976, _,    -00036, 000087, -00032,    
 0002.332031, 000976,  0.976, _,    -00038, 000084, -00036,    
 0002.332031, 000975,  0.975, _,    -00038, 000081, -00035,    
 0002.333984, 000975,  0.975, _,    -00035, 000079, -00034,    
 0002.333984, 000975,  0.975, _,    -00035, 000075, -00035,    
 0002.335938, 000975,  0.975, _,    -00031, 000076, -00036,    
 0002.335938, 000976,  0.976, _,    -00031, 000076, -00037,    
 0002.337891, 000975,  0.975, _,    -00032, 000073, -00036,    
 0002.337891, 000975,  0.975, _,    -00030, 000073, -00033,    
 0002.339844, 000978,  0.978, _,    -00030, 000072, -00036,    
 0002.339844, 000978,  0.978, _,    -00036, 000071, -00036,    
 0002.341797, 000977,  0.977, _,    -00037, 000072, -00031,    
 0002.341797, 000976,  0.976, _,    -00039, 000073, -00030,    
 0002.343750, 000976,  0.976, _,    -00041, 000076, -00033,    
 0002.343750, 000976,  0.976, _,    -00041, 000077, -00034,    
 0002.345703, 000976,  0.976, _,    -00043, 000074, -00034,    
 0002.345703, 000977,  0.977, _,    -00043, 000072, -00036,    
 0002.347656, 000976,  0.976, _,    -00042, 000071, -00034,    
 0002.347656, 000975,  0.975, _,    -00039, 000076, -00030,    
 0002.349609, 000977,  0.977, _,    -00034, 000079, -00030,    
 0002.349609, 000977,  0.977, _,    -00034, 000079, -00037,    
 0002.351562, 000976,  0.976, _,    -00034, 000077, -00045,    
 0002.351562, 000987,  0.987, _,    -00030, 000074, -00046,    
 0002.353516, 000978,  0.978, _,    -00032, 000074, -00045,    
 0002.353516, 000978,  0.978, _,    -00036, 000075, -00043,    
 0002.355469, 000976,  0.976, _,    -00034, 000079, -00039,    
 0002.355469, 000976,  0.976, _,    -00030, 000081, -00034,    
 0002.357422, 000975,  0.975, _,    -00030, 000078, -00033,    
 0002.357422, 000977,  0.977, _,    -00031, 000075, -00036,    
 0002.359375, 000977,  0.977, _,    -00031, 000077, -00036,    
 0002.359375, 000978,  0.978, _,    -00033, 000080, -00028,    
 0002.361328, 000976,  0.976, _,    -00034, 000081, -00027,    
 0002.361328, 000977,  0.977, _,    -00038, 000078, -00030,    
 0002.363281, 000976,  0.976, _,    -00038, 000075, -00031,    
 0002.365234, 000976,  0.976, _,    -00033, 000073, -00032,    
 0002.365234, 000977,  0.977, _,    -00032, 000075, -00031,    
 0002.367188, 000976,  0.976, _,    -00032, 000077, -00030,    
 0002.367188, 000976,  0.976, _,    -00032, 000077, -00032,    
 0002.369141, 000976,  0.976, _,    -00034, 000077, -00031,    
 0002.369141, 000978,  0.978, _,    -00036, 000077, -00028,    
 0002.371094, 000975,  0.975, _,    -00036, 000076, -00031,    
 0002.371094, 000977,  0.977, _,    -00037, 000076, -00037,    
 0002.373047, 000976,  0.976, _,    -00037, 000073, -00036,    
 0002.373047, 000976,  0.976, _,    -00039, 000074, -00035,    
 0002.375000, 000976,  0.976, _,    -00042, 000076, -00036,    
 0002.375000, 000976,  0.976, _,    -00041, 000077, -00036,    
 0002.376953, 000975,  0.975, _,    -00035, 000077, -00034,    
 0002.376953, 000975,  0.975, _,    -00036, 000078, -00032,    
 0002.378906, 000977,  0.977, _,    -00036, 000078, -00031,    
 0002.378906, 000978,  0.978, _,    -00039, 000079, -00030,    
 0002.380859, 000978,  0.978, _,    -00043, 000079, -00027,    
 0002.380859, 000976,  0.976, _,    -00040, 000080, -00030,    
 0002.382812, 000976,  0.976, _,    -00039, 000080, -00037,    
 0002.382812, 000976,  0.976, _,    -00036, 000077, -00035,    
 0002.384766, 000975,  0.975, _,    -00035, 000076, -00029,    
 0002.384766, 000976,  0.976, _,    -00039, 000080, -00028,    
 0002.386719, 000976,  0.976, _,    -00042, 000085, -00031,    
 0002.386719, 000976,  0.976, _,    -00039, 000090, -00036,    
 0002.388672, 000975,  0.975, _,    -00034, 000089, -00037,    
 0002.388672, 000978,  0.978, _,    -00034, 000084, -00033,    
 0002.390625, 000977,  0.977, _,    -00037, 000080, -00034,    
 0002.390625, 000976,  0.976, _,    -00035, 000076, -00034,    
 0002.392578, 000976,  0.976, _,    -00029, 000071, -00033,    
 0002.392578, 000976,  0.976, _,    -00025, 000070, -00034,    
 0002.394531, 000976,  0.976, _,    -00027, 000071, -00037,    
 0002.394531, 000975,  0.975, _,    -00033, 000072, -00035,    
 0002.396484, 000976,  0.976, _,    -00037, 000072, -00035,    
 0002.396484, 000975,  0.975, _,    -00035, 000072, -00031,    
 0002.398438, 000975,  0.975, _,    -00037, 000075, -00029,    
 0002.398438, 000977,  0.977, _,    -00040, 000076, -00031,    
 0002.400391, 000977,  0.977, _,    -00042, 000073, -00032,    
 0002.400391, 000977,  0.977, _,    -00039, 000073, -00033,    
 0002.402344, 000975,  0.975, _,    -00036, 000076, -00036,    
 0002.402344, 000978,  0.978, _,    -00037, 000079, -00037,    
 0002.404297, 000975,  0.975, _,    -00037, 000082, -00033,    
 0002.404297, 000975,  0.975, _,    -00036, 000083, -00032,    
 0002.406250, 000976,  0.976, _,    -00035, 000081, -00033,    
 0002.406250, 000977,  0.977, _,    -00033, 000079, -00034,    
 0002.408203, 000977,  0.977, _,    -00036, 000076, -00033,    
 0002.410156, 000977,  0.977, _,    -00037, 000076, -00029,    
 0002.410156, 000978,  0.978, _,    -00031, 000071, -00032,    
 0002.412109, 000977,  0.977, _,    -00031, 000068, -00028,    
 0002.412109, 000976,  0.976, _,    -00034, 000068, -00028,    
 0002.414062, 000976,  0.976, _,    -00040, 000070, -00034,    
 0002.414062, 000975,  0.975, _,    -00040, 000074, -00033,    
 0002.416016, 000975,  0.975, _,    -00037, 000075, -00030,    
 0002.416016, 000986,  0.986, _,    -00033, 000075, -00030,    
 0002.417969, 000979,  0.979, _,    -00032, 000079, -00030,    
 0002.417969, 000976,  0.976, _,    -00039, 000079, -00031,    
 0002.419922, 000979,  0.979, _,    -00044, 000075, -00035,    
 0002.419922, 000978,  0.978, _,    -00043, 000071, -00036,    
 0002.421875, 000975,  0.975, _,    -00040, 000071, -00033,    
 0002.421875, 000976,  0.976, _,    -00038, 000073, -00029,    
 0002.423828, 000977,  0.977, _,    -00036, 000074, -00031,    
 0002.423828, 000977,  0.977, _,    -00035, 000074, -00033,    
 0002.425781, 000977,  0.977, _,    -00036, 000073, -00031,    
 0002.425781, 000976,  0.976, _,    -00034, 000070, -00031,    
 0002.427734, 000976,  0.976, _,    -00035, 000069, -00036,    
 0002.427734, 000975,  0.975, _,    -00038, 000072, -00040,    
 0002.429688, 000977,  0.977, _,    -00034, 000072, -00037,    
 0002.429688, 000976,  0.976, _,    -00031, 000068, -00031,    
 0002.431641, 000976,  0.976, _,    -00033, 000067, -00026,    
 0002.431641, 000977,  0.977, _,    -00034, 000066, -00026,    
 0002.433594, 000975,  0.975, _,    -00034, 000070, -00033,    
 0002.433594, 000976,  0.976, _,    -00035, 000077, -00035,    
 0002.435547, 000976,  0.976, _,    -00038, 000079, -00035,    
 0002.435547, 000975,  0.975, _,    -00037, 000082, -00035,    
 0002.437500, 000974,  0.974, _,    -00034, 000082, -00034,    
 0002.437500, 000976,  0.976, _,    -00038, 000083, -00036,    
 0002.439453, 000977,  0.977, _,    -00043, 000084, -00035,    
 0002.439453, 000977,  0.977, _,    -00043, 000084, -00032,    
 0002.441406, 000977,  0.977, _,    -00040, 000083, -00027,    
 0002.441406, 000976,  0.976, _,    -00034, 000080, -00025,    
 0002.443359, 000977,  0.977, _,    -00032, 000078, -00025,    
 0002.443359, 000976,  0.976, _,    -00032, 000081, -00024,    
 0002.445312, 000976,  0.976, _,    -00032, 000078, -00025,    
 0002.445312, 000975,  0.975, _,    -00036, 000079, -00026,    
 0002.447266, 000976,  0.976, _,    -00040, 000079, -00024,    
 0002.447266, 000975,  0.975, _,    -00043, 000076, -00028,    
 0002.449219, 000978,  0.978, _,    -00048, 000072, -00033,    
 0002.451172, 000977,  0.977, _,    -00049, 000071, -00038,    
 0002.451172, 000976,  0.976, _,    -00041, 000072, -00036,    
 0002.453125, 000976,  0.976, _,    -00030, 000077, -00031,    
 0002.453125, 000976,  0.976, _,    -00028, 000084, -00031,    
 0002.455078, 000975,  0.975, _,    -00030, 000078, -00033,    
 0002.455078, 000975,  0.975, _,    -00031, 000075, -00030,    
 0002.457031, 000976,  0.976, _,    -00034, 000075, -00030,    
 0002.457031, 000975,  0.975, _,    -00036, 000074, -00032,    
 0002.458984, 000975,  0.975, _,    -00033, 000072, -00034,    
 0002.458984, 000979,  0.979, _,    -00034, 000068, -00036,    
 0002.460938, 000977,  0.977, _,    -00036, 000068, -00037,    
 0002.460938, 000977,  0.977, _,    -00037, 000073, -00037,    
 0002.462891, 000977,  0.977, _,    -00041, 000081, -00033,    
 0002.462891, 000976,  0.976, _,    -00040, 000080, -00026,    
 0002.464844, 000976,  0.976, _,    -00038, 000078, -00024,    
 0002.464844, 000977,  0.977, _,    -00040, 000077, -00024,    
 0002.466797, 000976,  0.976, _,    -00042, 000077, -00027,    
 0002.466797, 000976,  0.976, _,    -00038, 000077, -00029,    
 0002.468750, 000975,  0.975, _,    -00033, 000073, -00031,    
 0002.468750, 000978,  0.978, _,    -00031, 000071, -00034,    
 0002.470703, 000977,  0.977, _,    -00031, 000077, -00033,    
 0002.470703, 000975,  0.975, _,    -00034, 000082, -00031,    
 0002.472656, 000976,  0.976, _,    -00036, 000083, -00031,    
