 Mtime,       Mdur,      Mrx1, Mry1, Mrz1,    Max1,    May1,    Maz1,       Mcx1,    Mcy1,    Mcz1,   
 0011.705994, 000916,    0067, 0192, -038,    0067.00, 0192.00, -038.00,    -0.2416, -0.4302, 00.7614,    
 0011.716003, 000916,    0067, 0190, -042,    0067.00, 0190.00, -042.00,    -0.2416, -0.4190, 00.7386,    
 0011.725952, 000919,    0065, 0194, -042,    0065.00, 0194.00, -042.00,    -0.2303, -0.4413, 00.7386,    
 0011.735962, 000920,    0060, 0194, -035,    0060.00, 0194.00, -035.00,    -0.2022, -0.4413, 00.7784,    
 0011.745972, 000914,    0064, 0191, -044,    0064.00, 0191.00, -044.00,    -0.2247, -0.4246, 00.7273,    
 0011.755981, 000921,    0060, 0194, -038,    0060.00, 0194.00, -038.00,    -0.2022, -0.4413, 00.7614,    
 0011.765991, 000917,    0062, 0192, -042,    0062.00, 0192.00, -042.00,    -0.2135, -0.4302, 00.7386,    
 0011.776001, 000918,    0060, 0194, -040,    0060.00, 0194.00, -040.00,    -0.2022, -0.4413, 00.7500,    
 0011.785950, 000921,    0062, 0187, -040,    0062.00, 0187.00, -040.00,    -0.2135, -0.4022, 00.7500,    
 0011.795959, 000916,    0058, 0194, -042,    0058.00, 0194.00, -042.00,    -0.1910, -0.4413, 00.7386,    
 0011.805969, 000922,    0062, 0194, -042,    0062.00, 0194.00, -042.00,    -0.2135, -0.4413, 00.7386,    
 0011.815979, 000920,    0068, 0188, -039,    0068.00, 0188.00, -039.00,    -0.2472, -0.4078, 00.7557,    
 0011.825989, 000919,    0058, 0187, -040,    0058.00, 0187.00, -040.00,    -0.1910, -0.4022, 00.7500,    
 0011.835999, 000919,    0066, 0188, -041,    0066.00, 0188.00, -041.00,    -0.2360, -0.4078, 00.7443,    
 0011.846008, 000917,    0064, 0195, -046,    0064.00, 0195.00, -046.00,    -0.2247, -0.4469, 00.7159,    
 0011.855957, 000921,    0066, 0193, -039,    0066.00, 0193.00, -039.00,    -0.2360, -0.4358, 00.7557,    
 0011.865967, 001035,    0059, 0191, -040,    0059.00, 0191.00, -040.00,    -0.1966, -0.4246, 00.7500,    
 0011.875977, 000917,    0059, 0191, -044,    0059.00, 0191.00, -044.00,    -0.1966, -0.4246, 00.7273,    
 0011.885986, 000920,    0064, 0191, -041,    0064.00, 0191.00, -041.00,    -0.2247, -0.4246, 00.7443,    
 0011.895996, 000916,    0066, 0192, -042,    0066.00, 0192.00, -042.00,    -0.2360, -0.4302, 00.7386,    
 0011.906006, 000916,    0068, 0195, -036,    0068.00, 0195.00, -036.00,    -0.2472, -0.4469, 00.7727,    
 0011.915955, 000920,    0062, 0197, -041,    0062.00, 0197.00, -041.00,    -0.2135, -0.4581, 00.7443,    
 0011.925964, 000918,    0065, 0201, -045,    0065.00, 0201.00, -045.00,    -0.2303, -0.4804, 00.7216,    
 0011.935974, 000917,    0067, 0192, -042,    0067.00, 0192.00, -042.00,    -0.2416, -0.4302, 00.7386,    
 0011.945984, 000917,    0061, 0195, -039,    0061.00, 0195.00, -039.00,    -0.2079, -0.4469, 00.7557,    
 0011.955994, 000921,    0064, 0191, -041,    0064.00, 0191.00, -041.00,    -0.2247, -0.4246, 00.7443,    
 0011.966003, 000917,    0061, 0191, -036,    0061.00, 0191.00, -036.00,    -0.2079, -0.4246, 00.7727,    
 0011.975952, 000916,    0058, 0199, -038,    0058.00, 0199.00, -038.00,    -0.1910, -0.4693, 00.7614,    
 0011.985962, 000917,    0062, 0194, -030,    0062.00, 0194.00, -030.00,    -0.2135, -0.4413, 00.8068,    
 0011.995972, 000916,    0059, 0191, -046,    0059.00, 0191.00, -046.00,    -0.1966, -0.4246, 00.7159,    
 0012.005981, 000921,    0058, 0194, -040,    0058.00, 0194.00, -040.00,    -0.1910, -0.4413, 00.7500,    
 0012.015991, 000914,    0065, 0194, -038,    0065.00, 0194.00, -038.00,    -0.2303, -0.4413, 00.7614,    
 0012.026001, 000919,    0062, 0190, -040,    0062.00, 0190.00, -040.00,    -0.2135, -0.4190, 00.7500,    
 0012.036011, 000920,    0062, 0192, -042,    0062.00, 0192.00, -042.00,    -0.2135, -0.4302, 00.7386,    
 0012.045959, 000917,    0064, 0191, -039,    0064.00, 0191.00, -039.00,    -0.2247, -0.4246, 00.7557,    
 0012.055969, 000917,    0064, 0193, -039,    0064.00, 0193.00, -039.00,    -0.2247, -0.4358, 00.7557,    
 0012.065979, 000916,    0060, 0192, -042,    0060.00, 0192.00, -042.00,    -0.2022, -0.4302, 00.7386,    
 0012.075989, 000918,    0065, 0194, -042,    0065.00, 0194.00, -042.00,    -0.2303, -0.4413, 00.7386,    
 0012.085999, 000915,    0060, 0192, -042,    0060.00, 0192.00, -042.00,    -0.2022, -0.4302, 00.7386,    
 0012.096008, 000920,    0060, 0194, -042,    0060.00, 0194.00, -042.00,    -0.2022, -0.4413, 00.7386,    
 0012.105957, 000916,    0064, 0195, -036,    0064.00, 0195.00, -036.00,    -0.2247, -0.4469, 00.7727,    
 0012.115967, 000916,    0062, 0194, -040,    0062.00, 0194.00, -040.00,    -0.2135, -0.4413, 00.7500,    
 0012.125977, 000918,    0072, 0197, -042,    0072.00, 0197.00, -042.00,    -0.2697, -0.4581, 00.7386,    
 0012.135986, 000917,    0064, 0191, -041,    0064.00, 0191.00, -041.00,    -0.2247, -0.4246, 00.7443,    
 0012.145996, 000918,    0062, 0192, -040,    0062.00, 0192.00, -040.00,    -0.2135, -0.4302, 00.7500,    
 0012.156006, 000917,    0066, 0195, -041,    0066.00, 0195.00, -041.00,    -0.2360, -0.4469, 00.7443,    
 0012.165955, 000917,    0064, 0191, -044,    0064.00, 0191.00, -044.00,    -0.2247, -0.4246, 00.7273,    
 0012.175964, 001025,    0062, 0192, -040,    0062.00, 0192.00, -040.00,    -0.2135, -0.4302, 00.7500,    
 0012.185974, 000917,    0065, 0194, -045,    0065.00, 0194.00, -045.00,    -0.2303, -0.4413, 00.7216,    
 0012.195984, 000916,    0060, 0194, -042,    0060.00, 0194.00, -042.00,    -0.2022, -0.4413, 00.7386,    
 0012.205994, 000917,    0069, 0194, -047,    0069.00, 0194.00, -047.00,    -0.2528, -0.4413, 00.7102,    
 0012.216003, 000918,    0066, 0193, -041,    0066.00, 0193.00, -041.00,    -0.2360, -0.4358, 00.7443,    
 0012.225952, 000921,    0062, 0194, -040,    0062.00, 0194.00, -040.00,    -0.2135, -0.4413, 00.7500,    
 0012.235962, 000918,    0065, 0199, -045,    0065.00, 0199.00, -045.00,    -0.2303, -0.4693, 00.7216,    
 0012.245972, 000923,    0065, 0194, -040,    0065.00, 0194.00, -040.00,    -0.2303, -0.4413, 00.7500,    
 0012.255981, 000917,    0065, 0190, -035,    0065.00, 0190.00, -035.00,    -0.2303, -0.4190, 00.7784,    
 0012.265991, 000916,    0065, 0194, -042,    0065.00, 0194.00, -042.00,    -0.2303, -0.4413, 00.7386,    
 0012.276001, 000926,    0064, 0193, -041,    0064.00, 0193.00, -041.00,    -0.2247, -0.4358, 00.7443,    
 0012.285950, 000922,    0062, 0197, -033,    0062.00, 0197.00, -033.00,    -0.2135, -0.4581, 00.7898,    
 0012.295959, 000915,    0062, 0197, -042,    0062.00, 0197.00, -042.00,    -0.2135, -0.4581, 00.7386,    
 0012.305969, 000917,    0060, 0192, -040,    0060.00, 0192.00, -040.00,    -0.2022, -0.4302, 00.7500,    
 0012.315979, 000918,    0065, 0197, -038,    0065.00, 0197.00, -038.00,    -0.2303, -0.4581, 00.7614,    
 0012.325989, 000921,    0060, 0190, -045,    0060.00, 0190.00, -045.00,    -0.2022, -0.4190, 00.7216,    
 0012.335999, 000918,    0059, 0191, -044,    0059.00, 0191.00, -044.00,    -0.1966, -0.4246, 00.7273,    
 0012.346008, 000917,    0065, 0190, -035,    0065.00, 0190.00, -035.00,    -0.2303, -0.4190, 00.7784,    
 0012.355957, 000917,    0060, 0190, -042,    0060.00, 0190.00, -042.00,    -0.2022, -0.4190, 00.7386,    
 0012.365967, 000921,    0064, 0188, -039,    0064.00, 0188.00, -039.00,    -0.2247, -0.4078, 00.7557,    
 0012.375977, 000916,    0060, 0194, -035,    0060.00, 0194.00, -035.00,    -0.2022, -0.4413, 00.7784,    
 0012.385986, 000917,    0062, 0194, -042,    0062.00, 0194.00, -042.00,    -0.2135, -0.4413, 00.7386,    
 0012.395996, 000917,    0065, 0194, -047,    0065.00, 0194.00, -047.00,    -0.2303, -0.4413, 00.7102,    
 0012.406006, 000920,    0065, 0197, -038,    0065.00, 0197.00, -038.00,    -0.2303, -0.4581, 00.7614,    
 0012.415955, 000919,    0064, 0191, -032,    0064.00, 0191.00, -032.00,    -0.2247, -0.4246, 00.7955,    
 0012.425964, 000918,    0065, 0197, -042,    0065.00, 0197.00, -042.00,    -0.2303, -0.4581, 00.7386,    
 0012.435974, 000917,    0062, 0192, -038,    0062.00, 0192.00, -038.00,    -0.2135, -0.4302, 00.7614,    
 0012.445984, 000918,    0065, 0199, -042,    0065.00, 0199.00, -042.00,    -0.2303, -0.4693, 00.7386,    
 0012.455994, 000921,    0061, 0195, -039,    0061.00, 0195.00, -039.00,    -0.2079, -0.4469, 00.7557,    
 0012.466003, 000916,    0065, 0194, -038,    0065.00, 0194.00, -038.00,    -0.2303, -0.4413, 00.7614,    
 0012.475952, 000917,    0058, 0197, -035,    0058.00, 0197.00, -035.00,    -0.1910, -0.4581, 00.7784,    
 0012.485962, 000923,    0065, 0190, -042,    0065.00, 0190.00, -042.00,    -0.2303, -0.4190, 00.7386,    
 0012.495972, 000915,    0069, 0197, -042,    0069.00, 0197.00, -042.00,    -0.2528, -0.4581, 00.7386,    
 0012.505981, 000916,    0065, 0194, -047,    0065.00, 0194.00, -047.00,    -0.2303, -0.4413, 00.7102,    
 0012.515991, 000916,    0066, 0200, -041,    0066.00, 0200.00, -041.00,    -0.2360, -0.4749, 00.7443,    
 0012.526001, 000922,    0060, 0190, -040,    0060.00, 0190.00, -040.00,    -0.2022, -0.4190, 00.7500,    
 0012.535950, 000917,    0057, 0193, -044,    0057.00, 0193.00, -044.00,    -0.1854, -0.4358, 00.7273,    
 0012.545959, 000917,    0061, 0195, -041,    0061.00, 0195.00, -041.00,    -0.2079, -0.4469, 00.7443,    
 0012.555969, 000918,    0062, 0192, -040,    0062.00, 0192.00, -040.00,    -0.2135, -0.4302, 00.7500,    
 0012.565979, 000916,    0064, 0186, -039,    0064.00, 0186.00, -039.00,    -0.2247, -0.3966, 00.7557,    
 0012.575989, 000916,    0061, 0198, -034,    0061.00, 0198.00, -034.00,    -0.2079, -0.4637, 00.7841,    
 0012.585999, 000916,    0058, 0197, -047,    0058.00, 0197.00, -047.00,    -0.1910, -0.4581, 00.7102,    
 0012.596008, 000917,    0065, 0192, -038,    0065.00, 0192.00, -038.00,    -0.2303, -0.4302, 00.7614,    
 0012.605957, 000917,    0062, 0192, -040,    0062.00, 0192.00, -040.00,    -0.2135, -0.4302, 00.7500,    
 0012.615967, 000921,    0070, 0200, -041,    0070.00, 0200.00, -041.00,    -0.2584, -0.4749, 00.7443,    
 0012.625977, 000920,    0061, 0188, -039,    0061.00, 0188.00, -039.00,    -0.2079, -0.4078, 00.7557,    
 0012.635986, 000917,    0057, 0193, -041,    0057.00, 0193.00, -041.00,    -0.1854, -0.4358, 00.7443,    
 0012.645996, 000917,    0065, 0192, -040,    0065.00, 0192.00, -040.00,    -0.2303, -0.4302, 00.7500,    
 0012.656006, 000917,    0064, 0188, -039,    0064.00, 0188.00, -039.00,    -0.2247, -0.4078, 00.7557,    
 0012.665955, 000917,    0060, 0192, -045,    0060.00, 0192.00, -045.00,    -0.2022, -0.4302, 00.7216,    
 0012.675964, 000917,    0065, 0197, -042,    0065.00, 0197.00, -042.00,    -0.2303, -0.4581, 00.7386,    
 0012.685974, 000914,    0067, 0197, -040,    0067.00, 0197.00, -040.00,    -0.2416, -0.4581, 00.7500,    
 0012.695984, 000917,    0062, 0192, -045,    0062.00, 0192.00, -045.00,    -0.2135, -0.4302, 00.7216,    
 0012.705994, 000916,    0067, 0192, -040,    0067.00, 0192.00, -040.00,    -0.2416, -0.4302, 00.7500,    
 0012.716003, 000921,    0062, 0187, -042,    0062.00, 0187.00, -042.00,    -0.2135, -0.4022, 00.7386,    
 0012.725952, 001072,    0064, 0193, -036,    0064.00, 0193.00, -036.00,    -0.2247, -0.4358, 00.7727,    
 0012.735962, 000922,    0059, 0188, -041,    0059.00, 0188.00, -041.00,    -0.1966, -0.4078, 00.7443,    
 0012.745972, 000918,    0062, 0185, -045,    0062.00, 0185.00, -045.00,    -0.2135, -0.3911, 00.7216,    
 0012.755981, 000920,    0060, 0197, -038,    0060.00, 0197.00, -038.00,    -0.2022, -0.4581, 00.7614,    
 0012.765991, 000918,    0066, 0193, -039,    0066.00, 0193.00, -039.00,    -0.2360, -0.4358, 00.7557,    
 0012.776001, 000921,    0066, 0195, -044,    0066.00, 0195.00, -044.00,    -0.2360, -0.4469, 00.7273,    
 0012.786011, 000918,    0056, 0192, -042,    0056.00, 0192.00, -042.00,    -0.1798, -0.4302, 00.7386,    
 0012.795959, 000923,    0057, 0198, -036,    0057.00, 0198.00, -036.00,    -0.1854, -0.4637, 00.7727,    
 0012.805969, 000917,    0058, 0192, -040,    0058.00, 0192.00, -040.00,    -0.1910, -0.4302, 00.7500,    
 0012.815979, 000920,    0060, 0190, -042,    0060.00, 0190.00, -042.00,    -0.2022, -0.4190, 00.7386,    
 0012.825989, 000921,    0064, 0198, -046,    0064.00, 0198.00, -046.00,    -0.2247, -0.4637, 00.7159,    
 0012.835999, 000919,    0067, 0192, -045,    0067.00, 0192.00, -045.00,    -0.2416, -0.4302, 00.7216,    
 0012.846008, 000917,    0064, 0191, -046,    0064.00, 0191.00, -046.00,    -0.2247, -0.4246, 00.7159,    
 0012.855957, 000916,    0068, 0193, -041,    0068.00, 0193.00, -041.00,    -0.2472, -0.4358, 00.7443,    
 0012.865967, 000917,    0066, 0191, -036,    0066.00, 0191.00, -036.00,    -0.2360, -0.4246, 00.7727,    
 0012.875977, 000919,    0065, 0192, -042,    0065.00, 0192.00, -042.00,    -0.2303, -0.4302, 00.7386,    
 0012.885986, 000916,    0065, 0190, -042,    0065.00, 0190.00, -042.00,    -0.2303, -0.4190, 00.7386,    
 0012.895996, 000917,    0061, 0193, -041,    0061.00, 0193.00, -041.00,    -0.2079, -0.4358, 00.7443,    
 0012.906006, 000919,    0061, 0195, -039,    0061.00, 0195.00, -039.00,    -0.2079, -0.4469, 00.7557,    
 0012.915955, 000921,    0062, 0197, -038,    0062.00, 0197.00, -038.00,    -0.2135, -0.4581, 00.7614,    
 0012.925964, 000922,    0061, 0191, -041,    0061.00, 0191.00, -041.00,    -0.2079, -0.4246, 00.7443,    
 0012.935974, 000918,    0069, 0194, -045,    0069.00, 0194.00, -045.00,    -0.2528, -0.4413, 00.7216,    
 0012.945984, 000918,    0062, 0194, -038,    0062.00, 0194.00, -038.00,    -0.2135, -0.4413, 00.7614,    
 0012.955994, 000920,    0065, 0194, -035,    0065.00, 0194.00, -035.00,    -0.2303, -0.4413, 00.7784,    
 0012.966003, 000917,    0065, 0192, -038,    0065.00, 0192.00, -038.00,    -0.2303, -0.4302, 00.7614,    
 0012.975952, 000917,    0061, 0191, -044,    0061.00, 0191.00, -044.00,    -0.2079, -0.4246, 00.7273,    
 0012.985962, 000921,    0062, 0194, -035,    0062.00, 0194.00, -035.00,    -0.2135, -0.4413, 00.7784,    
 0012.995972, 000916,    0060, 0197, -047,    0060.00, 0197.00, -047.00,    -0.2022, -0.4581, 00.7102,    
 0013.005981, 000920,    0062, 0192, -040,    0062.00, 0192.00, -040.00,    -0.2135, -0.4302, 00.7500,    
 0013.015991, 000916,    0060, 0194, -040,    0060.00, 0194.00, -040.00,    -0.2022, -0.4413, 00.7500,    
 0013.026001, 000923,    0064, 0191, -044,    0064.00, 0191.00, -044.00,    -0.2247, -0.4246, 00.7273,    
 0013.035950, 001059,    0068, 0193, -039,    0068.00, 0193.00, -039.00,    -0.2472, -0.4358, 00.7557,    
 0013.045959, 000918,    0060, 0194, -040,    0060.00, 0194.00, -040.00,    -0.2022, -0.4413, 00.7500,    
 0013.055969, 000917,    0067, 0194, -035,    0067.00, 0194.00, -035.00,    -0.2416, -0.4413, 00.7784,    
 0013.065979, 000916,    0069, 0187, -040,    0069.00, 0187.00, -040.00,    -0.2528, -0.4022, 00.7500,    
 0013.075989, 000920,    0067, 0194, -045,    0067.00, 0194.00, -045.00,    -0.2416, -0.4413, 00.7216,    
 0013.085999, 000917,    0065, 0194, -042,    0065.00, 0194.00, -042.00,    -0.2303, -0.4413, 00.7386,    
 0013.096008, 000915,    0062, 0194, -040,    0062.00, 0194.00, -040.00,    -0.2135, -0.4413, 00.7500,    
 0013.105957, 000919,    0062, 0192, -040,    0062.00, 0192.00, -040.00,    -0.2135, -0.4302, 00.7500,    
 0013.115967, 000918,    0065, 0192, -047,    0065.00, 0192.00, -047.00,    -0.2303, -0.4302, 00.7102,    
 0013.125977, 000920,    0064, 0191, -041,    0064.00, 0191.00, -041.00,    -0.2247, -0.4246, 00.7443,    
 0013.135986, 000917,    0062, 0197, -038,    0062.00, 0197.00, -038.00,    -0.2135, -0.4581, 00.7614,    
 0013.145996, 000919,    0064, 0198, -039,    0064.00, 0198.00, -039.00,    -0.2247, -0.4637, 00.7557,    
 0013.156006, 000917,    0066, 0191, -044,    0066.00, 0191.00, -044.00,    -0.2360, -0.4246, 00.7273,    
 0013.165955, 000913,    0061, 0195, -036,    0061.00, 0195.00, -036.00,    -0.2079, -0.4469, 00.7727,    
 0013.175964, 000920,    0062, 0190, -040,    0062.00, 0190.00, -040.00,    -0.2135, -0.4190, 00.7500,    
 0013.185974, 000921,    0060, 0194, -038,    0060.00, 0194.00, -038.00,    -0.2022, -0.4413, 00.7614,    
 0013.195984, 000917,    0065, 0197, -045,    0065.00, 0197.00, -045.00,    -0.2303, -0.4581, 00.7216,    
 0013.205994, 000921,    0065, 0192, -042,    0065.00, 0192.00, -042.00,    -0.2303, -0.4302, 00.7386,    
 0013.216003, 000920,    0065, 0187, -038,    0065.00, 0187.00, -038.00,    -0.2303, -0.4022, 00.7614,    
 0013.225952, 000922,    0061, 0188, -044,    0061.00, 0188.00, -044.00,    -0.2079, -0.4078, 00.7273,    
 0013.235962, 000920,    0060, 0197, -045,    0060.00, 0197.00, -045.00,    -0.2022, -0.4581, 00.7216,    
 0013.245972, 000922,    0060, 0190, -038,    0060.00, 0190.00, -038.00,    -0.2022, -0.4190, 00.7614,    
 0013.255981, 000919,    0062, 0190, -040,    0062.00, 0190.00, -040.00,    -0.2135, -0.4190, 00.7500,    
 0013.265991, 000916,    0061, 0195, -034,    0061.00, 0195.00, -034.00,    -0.2079, -0.4469, 00.7841,    
 0013.276001, 000921,    0062, 0194, -038,    0062.00, 0194.00, -038.00,    -0.2135, -0.4413, 00.7614,    
 0013.285950, 000919,    0064, 0195, -041,    0064.00, 0195.00, -041.00,    -0.2247, -0.4469, 00.7443,    
 0013.295959, 000917,    0061, 0198, -041,    0061.00, 0198.00, -041.00,    -0.2079, -0.4637, 00.7443,    
 0013.305969, 000917,    0062, 0194, -040,    0062.00, 0194.00, -040.00,    -0.2135, -0.4413, 00.7500,    
 0013.315979, 000919,    0066, 0198, -036,    0066.00, 0198.00, -036.00,    -0.2360, -0.4637, 00.7727,    
 0013.325989, 000919,    0062, 0194, -040,    0062.00, 0194.00, -040.00,    -0.2135, -0.4413, 00.7500,    
 0013.335999, 000920,    0067, 0190, -040,    0067.00, 0190.00, -040.00,    -0.2416, -0.4190, 00.7500,    
 0013.346008, 001076,    0062, 0197, -038,    0062.00, 0197.00, -038.00,    -0.2135, -0.4581, 00.7614,    
 0013.355957, 000917,    0062, 0190, -042,    0062.00, 0190.00, -042.00,    -0.2135, -0.4190, 00.7386,    
 0013.365967, 000921,    0066, 0188, -041,    0066.00, 0188.00, -041.00,    -0.2360, -0.4078, 00.7443,    
 0013.375977, 000916,    0062, 0199, -042,    0062.00, 0199.00, -042.00,    -0.2135, -0.4693, 00.7386,    
 0013.385986, 000922,    0062, 0197, -042,    0062.00, 0197.00, -042.00,    -0.2135, -0.4581, 00.7386,    
 0013.395996, 000920,    0061, 0193, -036,    0061.00, 0193.00, -036.00,    -0.2079, -0.4358, 00.7727,    
 0013.406006, 000916,    0062, 0190, -038,    0062.00, 0190.00, -038.00,    -0.2135, -0.4190, 00.7614,    
 0013.416016, 000920,    0067, 0197, -038,    0067.00, 0197.00, -038.00,    -0.2416, -0.4581, 00.7614,    
 0013.425964, 000920,    0059, 0193, -036,    0059.00, 0193.00, -036.00,    -0.1966, -0.4358, 00.7727,    
 0013.435974, 000917,    0062, 0187, -042,    0062.00, 0187.00, -042.00,    -0.2135, -0.4022, 00.7386,    
 0013.445984, 000917,    0068, 0195, -041,    0068.00, 0195.00, -041.00,    -0.2472, -0.4469, 00.7443,    
 0013.455994, 000919,    0062, 0197, -038,    0062.00, 0197.00, -038.00,    -0.2135, -0.4581, 00.7614,    
 0013.466003, 000920,    0060, 0197, -040,    0060.00, 0197.00, -040.00,    -0.2022, -0.4581, 00.7500,    
 0013.475952, 000917,    0067, 0194, -038,    0067.00, 0194.00, -038.00,    -0.2416, -0.4413, 00.7614,    
 0013.485962, 000918,    0060, 0194, -042,    0060.00, 0194.00, -042.00,    -0.2022, -0.4413, 00.7386,    
 0013.495972, 000920,    0065, 0201, -047,    0065.00, 0201.00, -047.00,    -0.2303, -0.4804, 00.7102,    
 0013.505981, 000916,    0068, 0191, -039,    0068.00, 0191.00, -039.00,    -0.2472, -0.4246, 00.7557,    
 0013.515991, 000915,    0058, 0187, -038,    0058.00, 0187.00, -038.00,    -0.1910, -0.4022, 00.7614,    
 0013.526001, 000918,    0058, 0190, -042,    0058.00, 0190.00, -042.00,    -0.1910, -0.4190, 00.7386,    
 0013.535950, 000918,    0065, 0194, -038,    0065.00, 0194.00, -038.00,    -0.2303, -0.4413, 00.7614,    
 0013.545959, 000918,    0062, 0197, -040,    0062.00, 0197.00, -040.00,    -0.2135, -0.4581, 00.7500,    
 0013.555969, 000919,    0061, 0195, -039,    0061.00, 0195.00, -039.00,    -0.2079, -0.4469, 00.7557,    
 0013.565979, 000920,    0064, 0193, -039,    0064.00, 0193.00, -039.00,    -0.2247, -0.4358, 00.7557,    
 0013.575989, 000916,    0065, 0194, -040,    0065.00, 0194.00, -040.00,    -0.2303, -0.4413, 00.7500,    
 0013.585999, 000920,    0062, 0190, -038,    0062.00, 0190.00, -038.00,    -0.2135, -0.4190, 00.7614,    
 0013.596008, 000921,    0059, 0188, -044,    0059.00, 0188.00, -044.00,    -0.1966, -0.4078, 00.7273,    
 0013.605957, 000916,    0067, 0194, -038,    0067.00, 0194.00, -038.00,    -0.2416, -0.4413, 00.7614,    
 0013.615967, 000916,    0058, 0190, -038,    0058.00, 0190.00, -038.00,    -0.1910, -0.4190, 00.7614,    
 0013.625977, 000919,    0062, 0197, -045,    0062.00, 0197.00, -045.00,    -0.2135, -0.4581, 00.7216,    
 0013.635986, 000918,    0066, 0191, -041,    0066.00, 0191.00, -041.00,    -0.2360, -0.4246, 00.7443,    
 0013.645996, 000917,    0065, 0197, -038,    0065.00, 0197.00, -038.00,    -0.2303, -0.4581, 00.7614,    
 0013.656006, 001061,    0060, 0192, -040,    0060.00, 0192.00, -040.00,    -0.2022, -0.4302, 00.7500,    
 0013.665955, 000921,    0072, 0190, -035,    0072.00, 0190.00, -035.00,    -0.2697, -0.4190, 00.7784,    
 0013.675964, 000920,    0061, 0198, -041,    0061.00, 0198.00, -041.00,    -0.2079, -0.4637, 00.7443,    
 0013.685974, 000917,    0065, 0194, -040,    0065.00, 0194.00, -040.00,    -0.2303, -0.4413, 00.7500,    
 0013.695984, 000919,    0066, 0195, -036,    0066.00, 0195.00, -036.00,    -0.2360, -0.4469, 00.7727,    
 0013.705994, 000917,    0060, 0194, -042,    0060.00, 0194.00, -042.00,    -0.2022, -0.4413, 00.7386,    
 0013.716003, 000916,    0061, 0193, -039,    0061.00, 0193.00, -039.00,    -0.2079, -0.4358, 00.7557,    
 0013.726013, 000919,    0065, 0197, -045,    0065.00, 0197.00, -045.00,    -0.2303, -0.4581, 00.7216,    
 0013.735962, 000918,    0065, 0197, -035,    0065.00, 0197.00, -035.00,    -0.2303, -0.4581, 00.7784,    
 0013.745972, 000917,    0058, 0199, -038,    0058.00, 0199.00, -038.00,    -0.1910, -0.4693, 00.7614,    
 0013.755981, 000917,    0059, 0191, -039,    0059.00, 0191.00, -039.00,    -0.1966, -0.4246, 00.7557,    
 0013.765991, 000917,    0057, 0193, -044,    0057.00, 0193.00, -044.00,    -0.1854, -0.4358, 00.7273,    
 0013.776001, 000918,    0064, 0191, -046,    0064.00, 0191.00, -046.00,    -0.2247, -0.4246, 00.7159,    
 0013.785950, 000916,    0060, 0190, -040,    0060.00, 0190.00, -040.00,    -0.2022, -0.4190, 00.7500,    
 0013.795959, 000917,    0064, 0191, -041,    0064.00, 0191.00, -041.00,    -0.2247, -0.4246, 00.7443,    
 0013.805969, 000920,    0061, 0191, -039,    0061.00, 0191.00, -039.00,    -0.2079, -0.4246, 00.7557,    
 0013.815979, 000918,    0060, 0197, -033,    0060.00, 0197.00, -033.00,    -0.2022, -0.4581, 00.7898,    
 0013.825989, 000923,    0061, 0200, -044,    0061.00, 0200.00, -044.00,    -0.2079, -0.4749, 00.7273,    
 0013.835999, 000918,    0064, 0186, -044,    0064.00, 0186.00, -044.00,    -0.2247, -0.3966, 00.7273,    
 0013.846008, 000918,    0067, 0194, -040,    0067.00, 0194.00, -040.00,    -0.2416, -0.4413, 00.7500,    
 0013.855957, 000916,    0065, 0187, -038,    0065.00, 0187.00, -038.00,    -0.2303, -0.4022, 00.7614,    
 0013.865967, 000920,    0065, 0192, -040,    0065.00, 0192.00, -040.00,    -0.2303, -0.4302, 00.7500,    
 0013.875977, 000917,    0066, 0191, -036,    0066.00, 0191.00, -036.00,    -0.2360, -0.4246, 00.7727,    
 0013.885986, 000919,    0065, 0194, -042,    0065.00, 0194.00, -042.00,    -0.2303, -0.4413, 00.7386,    
 0013.895996, 000920,    0064, 0198, -039,    0064.00, 0198.00, -039.00,    -0.2247, -0.4637, 00.7557,    
 0013.906006, 000916,    0062, 0194, -038,    0062.00, 0194.00, -038.00,    -0.2135, -0.4413, 00.7614,    
 0013.915955, 000917,    0062, 0192, -042,    0062.00, 0192.00, -042.00,    -0.2135, -0.4302, 00.7386,    
 0013.925964, 000918,    0062, 0185, -042,    0062.00, 0185.00, -042.00,    -0.2135, -0.3911, 00.7386,    
 0013.935974, 000918,    0070, 0200, -041,    0070.00, 0200.00, -041.00,    -0.2584, -0.4749, 00.7443,    
 0013.945984, 000922,    0062, 0192, -040,    0062.00, 0192.00, -040.00,    -0.2135, -0.4302, 00.7500,    
 0013.955994, 000917,    0067, 0187, -042,    0067.00, 0187.00, -042.00,    -0.2416, -0.4022, 00.7386,    
 0013.966003, 001025,    0058, 0185, -040,    0058.00, 0185.00, -040.00,    -0.1910, -0.3911, 00.7500,    
 0013.975952, 000917,    0062, 0194, -040,    0062.00, 0194.00, -040.00,    -0.2135, -0.4413, 00.7500,    
 0013.985962, 000916,    0064, 0198, -041,    0064.00, 0198.00, -041.00,    -0.2247, -0.4637, 00.7443,    
 0013.995972, 000917,    0068, 0191, -039,    0068.00, 0191.00, -039.00,    -0.2472, -0.4246, 00.7557,    
 0014.005981, 000916,    0069, 0194, -038,    0069.00, 0194.00, -038.00,    -0.2528, -0.4413, 00.7614,    
 0014.015991, 000919,    0059, 0200, -039,    0059.00, 0200.00, -039.00,    -0.1966, -0.4749, 00.7557,    
