 Atime,       Adur,    Aperc, A,    Arx1,   Ary1,   Arz1,      Aax1,      Aay1,      Aaz1,         Acx1,    Acy1,    Acz1,   
 0000.187622, 000809,  4.045, X,    -00296, -00072, 008259,    -00296.00, -00072.00, 008259.00,    -0.0088, -0.0355, 01.0095,    
 0000.387573, 000563,  2.815, X,    -00317, -00050, 008260,    -00317.00, -00050.00, 008260.00,    -0.0061, -0.0380, 01.0096,    
 0000.388306, 000532,  2.660, X,    -00317, -00050, 008260,    -00317.00, -00050.00, 008260.00,    -0.0061, -0.0380, 01.0096,    
 0000.388794, 000531,  2.655, X,    -00317, -00050, 008260,    -00317.00, -00050.00, 008260.00,    -0.0061, -0.0380, 01.0096,    
 0000.389404, 000527,  2.635, X,    -00295, -00025, 008350,    -00295.00, -00025.00, 008350.00,    -0.0030, -0.0354, 01.0204,    
 0000.390015, 000532,  2.660, X,    -00295, -00025, 008350,    -00295.00, -00025.00, 008350.00,    -0.0030, -0.0354, 01.0204,    
 0000.390625, 000532,  2.660, X,    -00295, -00025, 008350,    -00295.00, -00025.00, 008350.00,    -0.0030, -0.0354, 01.0204,    
 0000.391235, 000530,  2.650, X,    -00295, -00025, 008350,    -00295.00, -00025.00, 008350.00,    -0.0030, -0.0354, 01.0204,    
 0000.391846, 000532,  2.660, X,    -00295, -00025, 008350,    -00295.00, -00025.00, 008350.00,    -0.0030, -0.0354, 01.0204,    
 0000.392456, 000530,  2.650, X,    -00295, -00025, 008350,    -00295.00, -00025.00, 008350.00,    -0.0030, -0.0354, 01.0204,    
 0000.393066, 000531,  2.655, X,    -00295, -00025, 008350,    -00295.00, -00025.00, 008350.00,    -0.0030, -0.0354, 01.0204,    
 0000.393677, 000538,  2.690, X,    -00295, -00025, 008350,    -00295.00, -00025.00, 008350.00,    -0.0030, -0.0354, 01.0204,    
 0000.394287, 000536,  2.680, X,    -00279, -00028, 008271,    -00279.00, -00028.00, 008271.00,    -0.0034, -0.0334, 01.0109,    
 0000.394897, 000534,  2.670, X,    -00279, -00028, 008271,    -00279.00, -00028.00, 008271.00,    -0.0034, -0.0334, 01.0109,    
 0000.395508, 000528,  2.640, X,    -00279, -00028, 008271,    -00279.00, -00028.00, 008271.00,    -0.0034, -0.0334, 01.0109,    
 0000.396118, 000533,  2.665, X,    -00279, -00028, 008271,    -00279.00, -00028.00, 008271.00,    -0.0034, -0.0334, 01.0109,    
 0000.396729, 000531,  2.655, X,    -00279, -00028, 008271,    -00279.00, -00028.00, 008271.00,    -0.0034, -0.0334, 01.0109,    
 0000.397339, 000531,  2.655, X,    -00279, -00028, 008271,    -00279.00, -00028.00, 008271.00,    -0.0034, -0.0334, 01.0109,    
 0000.397949, 000531,  2.655, X,    -00279, -00028, 008271,    -00279.00, -00028.00, 008271.00,    -0.0034, -0.0334, 01.0109,    
 0000.398438, 000531,  2.655, X,    -00279, -00028, 008271,    -00279.00, -00028.00, 008271.00,    -0.0034, -0.0334, 01.0109,    
 0000.399048, 000531,  2.655, X,    -00279, -00028, 008271,    -00279.00, -00028.00, 008271.00,    -0.0034, -0.0334, 01.0109,    
 0000.399658, 000533,  2.665, X,    -00304, -00066, 008336,    -00304.00, -00066.00, 008336.00,    -0.0080, -0.0365, 01.0187,    
 0000.400269, 000530,  2.650, X,    -00304, -00066, 008336,    -00304.00, -00066.00, 008336.00,    -0.0080, -0.0365, 01.0187,    
 0000.400879, 000531,  2.655, X,    -00304, -00066, 008336,    -00304.00, -00066.00, 008336.00,    -0.0080, -0.0365, 01.0187,    
 0000.401489, 000547,  2.735, X,    -00304, -00066, 008336,    -00304.00, -00066.00, 008336.00,    -0.0080, -0.0365, 01.0187,    
 0000.402100, 000527,  2.635, X,    -00304, -00066, 008336,    -00304.00, -00066.00, 008336.00,    -0.0080, -0.0365, 01.0187,    
 0000.402710, 000531,  2.655, X,    -00304, -00066, 008336,    -00304.00, -00066.00, 008336.00,    -0.0080, -0.0365, 01.0187,    
 0000.403320, 000531,  2.655, X,    -00304, -00066, 008336,    -00304.00, -00066.00, 008336.00,    -0.0080, -0.0365, 01.0187,    
 0000.403931, 000531,  2.655, X,    -00304, -00066, 008336,    -00304.00, -00066.00, 008336.00,    -0.0080, -0.0365, 01.0187,    
 0000.404541, 000531,  2.655, X,    -00302, -00069, 008258,    -00302.00, -00069.00, 008258.00,    -0.0084, -0.0362, 01.0094,    
 0000.405151, 000531,  2.655, X,    -00302, -00069, 008258,    -00302.00, -00069.00, 008258.00,    -0.0084, -0.0362, 01.0094,    
 0000.405884, 000542,  2.710, X,    -00302, -00069, 008258,    -00302.00, -00069.00, 008258.00,    -0.0084, -0.0362, 01.0094,    
 0000.406494, 000537,  2.685, X,    -00302, -00069, 008258,    -00302.00, -00069.00, 008258.00,    -0.0084, -0.0362, 01.0094,    
 0000.407104, 000532,  2.660, X,    -00302, -00069, 008258,    -00302.00, -00069.00, 008258.00,    -0.0084, -0.0362, 01.0094,    
 0000.407715, 000532,  2.660, X,    -00302, -00069, 008258,    -00302.00, -00069.00, 008258.00,    -0.0084, -0.0362, 01.0094,    
 0000.408325, 000532,  2.660, X,    -00302, -00069, 008258,    -00302.00, -00069.00, 008258.00,    -0.0084, -0.0362, 01.0094,    
 0000.408936, 000532,  2.660, X,    -00302, -00069, 008258,    -00302.00, -00069.00, 008258.00,    -0.0084, -0.0362, 01.0094,    
 0000.409546, 000529,  2.645, X,    -00329, -00081, 008312,    -00329.00, -00081.00, 008312.00,    -0.0099, -0.0395, 01.0159,    
 0000.410156, 000532,  2.660, X,    -00329, -00081, 008312,    -00329.00, -00081.00, 008312.00,    -0.0099, -0.0395, 01.0159,    
 0000.410767, 000532,  2.660, X,    -00329, -00081, 008312,    -00329.00, -00081.00, 008312.00,    -0.0099, -0.0395, 01.0159,    
 0000.411377, 000565,  2.825, X,    -00329, -00081, 008312,    -00329.00, -00081.00, 008312.00,    -0.0099, -0.0395, 01.0159,    
 0000.411987, 000564,  2.820, X,    -00329, -00081, 008312,    -00329.00, -00081.00, 008312.00,    -0.0099, -0.0395, 01.0159,    
 0000.412720, 000535,  2.675, X,    -00329, -00081, 008312,    -00329.00, -00081.00, 008312.00,    -0.0099, -0.0395, 01.0159,    
 0000.413330, 000532,  2.660, X,    -00329, -00081, 008312,    -00329.00, -00081.00, 008312.00,    -0.0099, -0.0395, 01.0159,    
 0000.413940, 000531,  2.655, X,    -00329, -00081, 008312,    -00329.00, -00081.00, 008312.00,    -0.0099, -0.0395, 01.0159,    
 0000.414551, 000531,  2.655, X,    -00300, -00028, 008357,    -00300.00, -00028.00, 008357.00,    -0.0034, -0.0360, 01.0213,    
 0000.415161, 000534,  2.670, X,    -00300, -00028, 008357,    -00300.00, -00028.00, 008357.00,    -0.0034, -0.0360, 01.0213,    
 0000.415771, 000531,  2.655, X,    -00300, -00028, 008357,    -00300.00, -00028.00, 008357.00,    -0.0034, -0.0360, 01.0213,    
 0000.416382, 000531,  2.655, X,    -00300, -00028, 008357,    -00300.00, -00028.00, 008357.00,    -0.0034, -0.0360, 01.0213,    
 0000.416992, 000530,  2.650, X,    -00300, -00028, 008357,    -00300.00, -00028.00, 008357.00,    -0.0034, -0.0360, 01.0213,    
 0000.417480, 000530,  2.650, X,    -00300, -00028, 008357,    -00300.00, -00028.00, 008357.00,    -0.0034, -0.0360, 01.0213,    
 0000.418091, 000530,  2.650, X,    -00300, -00028, 008357,    -00300.00, -00028.00, 008357.00,    -0.0034, -0.0360, 01.0213,    
 0000.418701, 000530,  2.650, X,    -00300, -00028, 008357,    -00300.00, -00028.00, 008357.00,    -0.0034, -0.0360, 01.0213,    
 0000.419312, 000531,  2.655, X,    -00314, -00062, 008341,    -00314.00, -00062.00, 008341.00,    -0.0076, -0.0377, 01.0194,    
 0000.419922, 000547,  2.735, X,    -00314, -00062, 008341,    -00314.00, -00062.00, 008341.00,    -0.0076, -0.0377, 01.0194,    
