 Atime,       Adur,    Aperc, A,    Arx1,   Ary1,   Arz1,      Aax1,      Aay1,      Aaz1,         Acx1,    Acy1,    Acz1,   
 0000.059326, 000858,  4.290, X,    -00294, -00067, 008308,    -00294.00, -00067.00, 008308.00,    -0.0082, -0.0352, 01.0154,    
 0000.259399, 000563,  2.815, X,    -00311, -00061, 008365,    -00311.00, -00061.00, 008365.00,    -0.0074, -0.0373, 01.0222,    
 0000.260010, 000544,  2.720, X,    -00311, -00061, 008365,    -00311.00, -00061.00, 008365.00,    -0.0074, -0.0373, 01.0222,    
 0000.260620, 000536,  2.680, X,    -00311, -00061, 008365,    -00311.00, -00061.00, 008365.00,    -0.0074, -0.0373, 01.0222,    
 0000.261230, 000537,  2.685, X,    -00283, -00040, 008316,    -00283.00, -00040.00, 008316.00,    -0.0049, -0.0339, 01.0163,    
 0000.261841, 000533,  2.665, X,    -00283, -00040, 008316,    -00283.00, -00040.00, 008316.00,    -0.0049, -0.0339, 01.0163,    
 0000.262451, 000531,  2.655, X,    -00283, -00040, 008316,    -00283.00, -00040.00, 008316.00,    -0.0049, -0.0339, 01.0163,    
 0000.263062, 000531,  2.655, X,    -00283, -00040, 008316,    -00283.00, -00040.00, 008316.00,    -0.0049, -0.0339, 01.0163,    
 0000.263672, 000531,  2.655, X,    -00283, -00040, 008316,    -00283.00, -00040.00, 008316.00,    -0.0049, -0.0339, 01.0163,    
 0000.264282, 000532,  2.660, X,    -00283, -00040, 008316,    -00283.00, -00040.00, 008316.00,    -0.0049, -0.0339, 01.0163,    
 0000.264893, 000531,  2.655, X,    -00283, -00040, 008316,    -00283.00, -00040.00, 008316.00,    -0.0049, -0.0339, 01.0163,    
 0000.265503, 000531,  2.655, X,    -00283, -00040, 008316,    -00283.00, -00040.00, 008316.00,    -0.0049, -0.0339, 01.0163,    
 0000.266113, 000531,  2.655, X,    -00287, -00045, 008315,    -00287.00, -00045.00, 008315.00,    -0.0055, -0.0344, 01.0162,    
 0000.266724, 000531,  2.655, X,    -00287, -00045, 008315,    -00287.00, -00045.00, 008315.00,    -0.0055, -0.0344, 01.0162,    
 0000.267212, 000530,  2.650, X,    -00287, -00045, 008315,    -00287.00, -00045.00, 008315.00,    -0.0055, -0.0344, 01.0162,    
 0000.267822, 000530,  2.650, X,    -00287, -00045, 008315,    -00287.00, -00045.00, 008315.00,    -0.0055, -0.0344, 01.0162,    
 0000.268433, 000523,  2.615, X,    -00287, -00045, 008315,    -00287.00, -00045.00, 008315.00,    -0.0055, -0.0344, 01.0162,    
 0000.269043, 000535,  2.675, X,    -00287, -00045, 008315,    -00287.00, -00045.00, 008315.00,    -0.0055, -0.0344, 01.0162,    
 0000.269653, 000544,  2.720, X,    -00287, -00045, 008315,    -00287.00, -00045.00, 008315.00,    -0.0055, -0.0344, 01.0162,    
 0000.270264, 000531,  2.655, X,    -00287, -00045, 008315,    -00287.00, -00045.00, 008315.00,    -0.0055, -0.0344, 01.0162,    
 0000.270874, 000531,  2.655, X,    -00287, -00045, 008315,    -00287.00, -00045.00, 008315.00,    -0.0055, -0.0344, 01.0162,    
 0000.271484, 000530,  2.650, X,    -00303, -00036, 008263,    -00303.00, -00036.00, 008263.00,    -0.0044, -0.0363, 01.0100,    
 0000.272095, 000530,  2.650, X,    -00303, -00036, 008263,    -00303.00, -00036.00, 008263.00,    -0.0044, -0.0363, 01.0100,    
 0000.272705, 000532,  2.660, X,    -00303, -00036, 008263,    -00303.00, -00036.00, 008263.00,    -0.0044, -0.0363, 01.0100,    
 0000.273315, 000537,  2.685, X,    -00303, -00036, 008263,    -00303.00, -00036.00, 008263.00,    -0.0044, -0.0363, 01.0100,    
 0000.273926, 000527,  2.635, X,    -00303, -00036, 008263,    -00303.00, -00036.00, 008263.00,    -0.0044, -0.0363, 01.0100,    
 0000.274536, 000531,  2.655, X,    -00303, -00036, 008263,    -00303.00, -00036.00, 008263.00,    -0.0044, -0.0363, 01.0100,    
 0000.275146, 000530,  2.650, X,    -00303, -00036, 008263,    -00303.00, -00036.00, 008263.00,    -0.0044, -0.0363, 01.0100,    
 0000.275635, 000530,  2.650, X,    -00303, -00036, 008263,    -00303.00, -00036.00, 008263.00,    -0.0044, -0.0363, 01.0100,    
