 Atime,       Adur,    Aperc, A,    Arx1,   Ary1,   Arz1,      Aax1,      Aay1,      Aaz1,         Acx1,    Acy1,    Acz1,   
 0000.289062, 000703,  3.515, X,    -00192, -00056, 008291,    -00192.00, -00056.00, 008291.00,    -0.0068, -0.0228, 01.0133,    
 0000.489014, 000563,  2.815, X,    -00201, -00069, 008308,    -00201.00, -00069.00, 008308.00,    -0.0084, -0.0239, 01.0154,    
 0000.489746, 000533,  2.665, X,    -00201, -00069, 008308,    -00201.00, -00069.00, 008308.00,    -0.0084, -0.0239, 01.0154,    
 0000.490356, 000534,  2.670, X,    -00201, -00069, 008308,    -00201.00, -00069.00, 008308.00,    -0.0084, -0.0239, 01.0154,    
 0000.490967, 000532,  2.660, X,    -00233, -00017, 008270,    -00233.00, -00017.00, 008270.00,    -0.0021, -0.0278, 01.0108,    
 0000.491577, 000525,  2.625, X,    -00233, -00017, 008270,    -00233.00, -00017.00, 008270.00,    -0.0021, -0.0278, 01.0108,    
 0000.492065, 000531,  2.655, X,    -00233, -00017, 008270,    -00233.00, -00017.00, 008270.00,    -0.0021, -0.0278, 01.0108,    
 0000.492676, 000530,  2.650, X,    -00233, -00017, 008270,    -00233.00, -00017.00, 008270.00,    -0.0021, -0.0278, 01.0108,    
 0000.493286, 000530,  2.650, X,    -00233, -00017, 008270,    -00233.00, -00017.00, 008270.00,    -0.0021, -0.0278, 01.0108,    
 0000.493896, 000530,  2.650, X,    -00233, -00017, 008270,    -00233.00, -00017.00, 008270.00,    -0.0021, -0.0278, 01.0108,    
 0000.494507, 000531,  2.655, X,    -00233, -00017, 008270,    -00233.00, -00017.00, 008270.00,    -0.0021, -0.0278, 01.0108,    
 0000.495117, 000530,  2.650, X,    -00233, -00017, 008270,    -00233.00, -00017.00, 008270.00,    -0.0021, -0.0278, 01.0108,    
 0000.495728, 000530,  2.650, X,    -00233, -00017, 008270,    -00233.00, -00017.00, 008270.00,    -0.0021, -0.0278, 01.0108,    
 0000.496338, 000530,  2.650, X,    -00232, -00032, 008283,    -00232.00, -00032.00, 008283.00,    -0.0039, -0.0277, 01.0124,    
 0000.496948, 000530,  2.650, X,    -00232, -00032, 008283,    -00232.00, -00032.00, 008283.00,    -0.0039, -0.0277, 01.0124,    
 0000.497559, 000531,  2.655, X,    -00232, -00032, 008283,    -00232.00, -00032.00, 008283.00,    -0.0039, -0.0277, 01.0124,    
 0000.498169, 000530,  2.650, X,    -00232, -00032, 008283,    -00232.00, -00032.00, 008283.00,    -0.0039, -0.0277, 01.0124,    
 0000.498657, 000530,  2.650, X,    -00232, -00032, 008283,    -00232.00, -00032.00, 008283.00,    -0.0039, -0.0277, 01.0124,    
 0000.499268, 000530,  2.650, X,    -00232, -00032, 008283,    -00232.00, -00032.00, 008283.00,    -0.0039, -0.0277, 01.0124,    
 0000.499878, 000533,  2.665, X,    -00232, -00032, 008283,    -00232.00, -00032.00, 008283.00,    -0.0039, -0.0277, 01.0124,    
 0000.500488, 000530,  2.650, X,    -00232, -00032, 008283,    -00232.00, -00032.00, 008283.00,    -0.0039, -0.0277, 01.0124,    
 0000.501099, 000530,  2.650, X,    -00214, -00009, 008308,    -00214.00, -00009.00, 008308.00,    -0.0011, -0.0255, 01.0154,    
 0000.501709, 000530,  2.650, X,    -00214, -00009, 008308,    -00214.00, -00009.00, 008308.00,    -0.0011, -0.0255, 01.0154,    
 0000.502319, 000530,  2.650, X,    -00214, -00009, 008308,    -00214.00, -00009.00, 008308.00,    -0.0011, -0.0255, 01.0154,    
 0000.502930, 000529,  2.645, X,    -00214, -00009, 008308,    -00214.00, -00009.00, 008308.00,    -0.0011, -0.0255, 01.0154,    
