 Atime,       Adur,    Aperc, A,    Arx1,   Ary1,   Arz1,      Aax1,      Aay1,      Aaz1,         Acx1,    Acy1,    Acz1,   
 0000.833740, 000700,  3.500, X,    -00089, -00023, 008391,    -00089.00, -00023.00, 008391.00,    -0.0028, -0.0102, 01.0254,    
 0001.033936, 000564,  2.820, X,    -00082, -00040, 008349,    -00082.00, -00040.00, 008349.00,    -0.0049, -0.0094, 01.0203,    
 0001.034424, 000535,  2.675, X,    -00082, -00040, 008349,    -00082.00, -00040.00, 008349.00,    -0.0049, -0.0094, 01.0203,    
 0001.035156, 000532,  2.660, X,    -00082, -00040, 008349,    -00082.00, -00040.00, 008349.00,    -0.0049, -0.0094, 01.0203,    
 0001.035645, 000530,  2.650, X,    -00082, -00040, 008349,    -00082.00, -00040.00, 008349.00,    -0.0049, -0.0094, 01.0203,    
 0001.036377, 000531,  2.655, X,    -00107, -00035, 008268,    -00107.00, -00035.00, 008268.00,    -0.0043, -0.0124, 01.0106,    
 0001.036865, 000530,  2.650, X,    -00107, -00035, 008268,    -00107.00, -00035.00, 008268.00,    -0.0043, -0.0124, 01.0106,    
 0001.037598, 000531,  2.655, X,    -00107, -00035, 008268,    -00107.00, -00035.00, 008268.00,    -0.0043, -0.0124, 01.0106,    
 0001.038086, 000529,  2.645, X,    -00107, -00035, 008268,    -00107.00, -00035.00, 008268.00,    -0.0043, -0.0124, 01.0106,    
 0001.038818, 000531,  2.655, X,    -00107, -00035, 008268,    -00107.00, -00035.00, 008268.00,    -0.0043, -0.0124, 01.0106,    
 0001.039307, 000529,  2.645, X,    -00107, -00035, 008268,    -00107.00, -00035.00, 008268.00,    -0.0043, -0.0124, 01.0106,    
 0001.040039, 000533,  2.665, X,    -00107, -00035, 008268,    -00107.00, -00035.00, 008268.00,    -0.0043, -0.0124, 01.0106,    
 0001.040527, 000530,  2.650, X,    -00107, -00035, 008268,    -00107.00, -00035.00, 008268.00,    -0.0043, -0.0124, 01.0106,    
 0001.041016, 000531,  2.655, X,    -00096, -00045, 008258,    -00096.00, -00045.00, 008258.00,    -0.0055, -0.0111, 01.0094,    
 0001.041748, 000530,  2.650, X,    -00096, -00045, 008258,    -00096.00, -00045.00, 008258.00,    -0.0055, -0.0111, 01.0094,    
 0001.042236, 000531,  2.655, X,    -00096, -00045, 008258,    -00096.00, -00045.00, 008258.00,    -0.0055, -0.0111, 01.0094,    
 0001.042969, 000530,  2.650, X,    -00096, -00045, 008258,    -00096.00, -00045.00, 008258.00,    -0.0055, -0.0111, 01.0094,    
 0001.043457, 000530,  2.650, X,    -00096, -00045, 008258,    -00096.00, -00045.00, 008258.00,    -0.0055, -0.0111, 01.0094,    
 0001.044189, 000530,  2.650, X,    -00096, -00045, 008258,    -00096.00, -00045.00, 008258.00,    -0.0055, -0.0111, 01.0094,    
 0001.044678, 000532,  2.660, X,    -00096, -00045, 008258,    -00096.00, -00045.00, 008258.00,    -0.0055, -0.0111, 01.0094,    
 0001.045410, 000530,  2.650, X,    -00096, -00045, 008258,    -00096.00, -00045.00, 008258.00,    -0.0055, -0.0111, 01.0094,    
 0001.045898, 000531,  2.655, X,    -00071, -00043, 008295,    -00071.00, -00043.00, 008295.00,    -0.0052, -0.0080, 01.0138,    
 0001.046387, 000529,  2.645, X,    -00071, -00043, 008295,    -00071.00, -00043.00, 008295.00,    -0.0052, -0.0080, 01.0138,    
 0001.047119, 000531,  2.655, X,    -00071, -00043, 008295,    -00071.00, -00043.00, 008295.00,    -0.0052, -0.0080, 01.0138,    
 0001.047607, 000533,  2.665, X,    -00071, -00043, 008295,    -00071.00, -00043.00, 008295.00,    -0.0052, -0.0080, 01.0138,    
